,Topic 1,Topic 2,Topic 3,Topic 4
CD83,0.0007262413650460443,0.0,0.0,0.0
CD8B,0.0005423047476519983,0.0,0.0,0.0
CD93,0.0,0.00293803504950274,0.0,0.0
CD97,0.0008959203256448812,0.0,0.0,0.0
CDA,0.0,0.002394689604610745,0.0,0.0
CDC20,0.0,0.002835320431153294,0.0,0.0
CDC20B,0.00013114475304421846,0.0,0.0,0.0
CDC42EP5,0.0007442239952381995,0.0,0.0,0.0
CDC45,0.0,0.0023634286338087397,0.0,0.0
CDCA3,0.0,0.0025844883559086335,0.0,0.0
CDCA8,0.0,0.0023949377075536183,0.0,0.0
CDH11,0.0,0.0,0.005856462265190529,0.0
CDH13,0.0006182813602138546,0.0,0.0,0.0
CDH16,0.00011945604341931749,0.0,0.0,0.0
CDH17,0.0,0.0,0.0,0.003012714886500578
CDH18,0.0,0.0,0.0,0.0013239549773329071
CDH2,0.0,0.0013419888180003646,0.0,0.0
CDH22,0.0,0.0,0.0,0.0013434249034701556
CDH3,0.0007809599397736025,0.0,0.0,0.0
CDH5,0.0007552704680705235,0.0,0.0,0.0
CDH6,0.00045720837263554906,0.0,0.0,0.0
CDHR2,0.0,0.0,0.0012644999669411774,0.0
CDHR3,0.0005306160380270973,0.0,0.0,0.0
CDHR4,0.0003182283307218915,0.0,0.0,0.0
CDHR5,0.0,0.0,0.0,0.0020105260569095694
CDK5R2,0.00012305256945774855,0.0,0.0,0.0
CDK5RAP2,0.0008160260686483054,0.0,0.0,0.0
CDKN1C,0.0007252780098571788,0.0,0.0,0.0
CDKN2A,0.0006602836464483887,0.0,0.0,0.0
CDKN2B,0.0,0.002646762194569771,0.0,0.0
CDKN3,0.0,0.0025926757530234444,0.0,0.0
CDO1,0.0,0.0017034748057664086,0.0,0.0
CDSN,0.0,0.0,0.0,0.002615118500118869
CDX2,0.0,0.0,0.0007575980194092021,0.0
CEA,0.00010564795237891251,0.0,0.0,0.0
CEACAM1,0.0,0.0026586711358276777,0.0,0.0
CEACAM5,0.000736260259010245,0.0,0.0,0.0
CEACAM6,0.0010158259348190025,0.0,0.0,0.0
CEACAM7,0.00023364574513950377,0.0,0.0,0.0
CECR1,0.0,0.0,0.005846820108579866,0.0
CEL,0.0004254818750822464,0.0,0.0,0.0
CELA2A,6.865511312647871e-05,0.0,0.0,0.0
CELA3A,0.0,0.0,0.0,0.000890492937540477
CELA3B,5.638839038825847e-05,0.0,0.0,0.0
CELF2,0.0,0.0026313798121116415,0.0,0.0
CELF3,0.0,0.0,0.0,0.0015545198921161146
CENPW,0.0,0.0028628598578122034,0.0,0.0
CEP112,0.0006131434658732388,0.0,0.0,0.0
CERS3,0.0,0.0,0.0,0.004482181943385554
CES1,0.0,0.003782577467042625,0.0,0.0
CFB,0.0,0.003632723289547299,0.0,0.0
CFD,0.0008440275928046616,0.0,0.0,0.0
CFHR2,0.0,0.0,0.0,0.0002490101079658641
CFI,0.0,0.0030898740505410503,0.0,0.0
CFP,0.0005757010608660011,0.0,0.0,0.0
CFTR,0.0004415377948966708,0.0,0.0,0.0
CGA,0.0,0.0,0.0,0.002099677823959076
CGB,0.0,0.0,0.0,0.0007931433068542338
CGB5,0.00013101630568570306,0.0,0.0,0.0
CGNL1,0.0005973444407758452,0.0,0.0,0.0
CGREF1,0.0004947150013220444,0.0,0.0,0.0
CH25H,0.0006420441215392027,0.0,0.0,0.0
CHAD,0.00033004548770530784,0.0,0.0,0.0
CHGA,0.0,0.0,0.0,0.0033283326365149244
CHGB,0.0,0.0,0.0021933610537683383,0.0
CHI3L1,0.0009052327591372474,0.0,0.0,0.0
CHI3L2,0.0007036346299473346,0.0,0.0,0.0
CHIA,0.0,0.0,0.0,0.0065214005230237
CHIC2,0.0,0.002914465269929799,0.0,0.0
CHIT1,0.0007136535239115354,0.0,0.0,0.0
CHP2,0.0,0.0,0.0,0.003226884074010313
CHRDL1,0.0,0.002394193398724999,0.0,0.0
CHRDL2,0.00045129979414384086,0.0,0.0,0.0
CHRNA1,0.0,0.0010308677276375513,0.0,0.0
CHRNA2,0.0,0.0,0.0,0.001414131477337006
CHRNA6,0.0,0.0,0.0007635669735015171,0.0
CHRNA9,0.0,0.0,0.0,0.002024872318273858
CHRND,0.0,0.0,0.0,0.00036173073297098777
CHST2,0.0006554026468248038,0.0,0.0,0.0
CHST9,0.0,0.0,0.0,0.0052251133354647775
CIDEA,0.0,0.0,0.0005601633840480161,0.0
CIDEC,0.0,0.0,0.0,0.001909077494404958
CIITA,0.0,0.0026393191062835794,0.0,0.0
CIT,0.0,0.0026224481061682113,0.0,0.0
CITED2,0.0,0.0,0.006502486758104922,0.0
CITED4,0.0006521914628619189,0.0,0.0,0.0
CKM,0.0002774462943932535,0.0,0.0,0.0
CKMT1A,0.000578270008036309,0.0,0.0,0.0
CKMT1B,0.0005980509012476798,0.0,0.0,0.0
CLC,0.00026627137420241417,0.0,0.0,0.0
CLCA1,0.0,0.0,0.0,0.00029614782387709764
CLCA2,0.0,0.0,0.002972539137972833,0.0
CLCA4,0.0,0.0,0.0013058234952725884,0.0
CLDN1,0.0008135855688365129,0.0,0.0,0.0
CLDN10,0.0,0.0021393916763943694,0.0,0.0
CLDN11,0.0,0.0020394061904165277,0.0,0.0
CLDN18,0.0006142994920998773,0.0,0.0,0.0
CLDN19,0.0,0.0,0.0,0.0009560758466343671
CLDN2,0.00033222909280006957,0.0,0.0,0.0
CLDN3,0.0007415908243886339,0.0,0.0,0.0
CLDN5,0.0007986856752487271,0.0,0.0,0.0
CLDN6,0.00023281083730915372,0.0,0.0,0.0
CLDN8,0.0,0.0,0.0,0.0051943713468270165
CLEC12A,0.0005604158252026691,0.0,0.0,0.0
CLEC14A,0.0007385080877842645,0.0,0.0,0.0
CLEC1A,0.0005413413924631328,0.0,0.0,0.0
CLEC2A,0.0,0.0,0.0002787042410796277,0.0
CLEC2B,0.0007349757854250911,0.0,0.0,0.0
CLEC3A,0.0,0.0,0.0002006486875647402,0.0
CLEC3B,0.0,0.003048192756138377,0.0,0.0
CLEC4A,0.0006187951496479161,0.0,0.0,0.0
CLEC4E,0.0005919496517181985,0.0,0.0,0.0
CLIC2,0.0007266909308008481,0.0,0.0,0.0
CLIC3,0.0007460864819366727,0.0,0.0,0.0
CLIC5,0.0005751230477526818,0.0,0.0,0.0
CLIC6,0.0006859731181514679,0.0,0.0,0.0
CLPS,0.0,0.0,0.0005349101167343761,0.0
CLPSL1,0.0,0.0,0.0,0.0017266750284875762
CLPSL2,0.0,0.0,0.0,0.002654058352393366
CLRN3,0.0,0.0,0.0,0.0018322225228105556
CLVS2,0.0,0.0,0.00011295097743919013,0.0
CMBL,0.0,0.00283581663703904,0.0,0.0
CMPK2,0.0006220705572900588,0.0,0.0,0.0
CNFN,0.0005895091519064061,0.0,0.0,0.0
CNN1,0.0007301590094807638,0.0,0.0,0.0
CNTN2,0.0,0.0,0.0004945048890325519,0.0
CNTN5,0.0,0.0,0.0012920489858287848,0.0
CNTNAP2,0.0,0.0,0.0023173316387625716,0.0
CNTNAP5,0.0,0.0,0.0,0.00039452218751793284
COBL,0.0005959957435114335,0.0,0.0,0.0
COCH,0.0,0.001905926807150823,0.0,0.0
COL10A1,0.0006252817412529436,0.0,0.0,0.0
COL11A1,0.000518606210005908,0.0,0.0,0.0
COL11A2,0.00031405379157014115,0.0,0.0,0.0
COL12A1,0.0,0.0030221419471367058,0.0,0.0
COL14A1,0.000630740753989848,0.0,0.0,0.0
COL15A1,0.0006755688821117208,0.0,0.0,0.0
COL16A1,0.0007929055441155343,0.0,0.0,0.0
COL17A1,0.0006295847277632094,0.0,0.0,0.0
COL27A1,0.0006069137689852421,0.0,0.0,0.0
COL2A1,0.0,0.0,0.0011166535655776845,0.0
COL4A3,0.0005055688031165953,0.0,0.0,0.0
COL4A5,0.0006350437405001137,0.0,0.0,0.0
COL4A6,0.0,0.0,0.0028347940435347963,0.0
COL5A1,0.0008646433938463825,0.0,0.0,0.0
COL5A2,0.0008043373590234045,0.0,0.0,0.0
COL6A6,0.000425995664516308,0.0,0.0,0.0
COL7A1,0.000712497497684897,0.0,0.0,0.0
COL8A1,0.0,0.0,0.005625968807164214,0.0
COL9A2,0.0,0.0023517677954937063,0.0,0.0
COL9A3,0.00047332851612923117,0.0,0.0,0.0
COLCA1,0.0005577826543531034,0.0,0.0,0.0
COLCA2,0.000546415063124491,0.0,0.0,0.0
COLEC12,0.0007006803407014806,0.0,0.0,0.0
COMP,0.0,0.0023165371776057322,0.0,0.0
COX4I2,0.0006992031960785535,0.0,0.0,0.0
COX6B2,0.0,0.0,0.0021074999449019623,0.0
COX7A1,0.0008229622260081368,0.0,0.0,0.0
COX7B2,0.0,0.0,0.0,0.0015975586762089799
COX8C,0.0,0.0,0.0,0.0011825418295992064
CP,0.0,0.0032208724043780246,0.0,0.0
CPA1,0.00013910848927217294,0.0,0.0,0.0
CPA3,0.0007260486940082711,0.0,0.0,0.0
CPA4,0.00023724227117793485,0.0,0.0,0.0
CPAMD8,0.0,0.0024110643988403666,0.0,0.0
CPB1,0.0,0.0008085674908232924,0.0,0.0
CPB2,0.0,0.0,0.0,0.0056811195002582325
CPD,0.0,0.003109474183028022,0.0,0.0
CPE,0.0008577714601658088,0.0,0.0,0.0
CPLX2,0.0,0.0,0.0,0.00270631973307756
CPLX3,0.0,0.0,0.00037650325813063377,0.0
CPM,0.0,0.0030945880064556387,0.0,0.0
CPN1,0.0,0.0,0.0,0.0003965716534271169
CPS1,0.0004081414816826681,0.0,0.0,0.0
CPVL,0.0007878318734541762,0.0,0.0,0.0
CPXM1,0.0005805820604895861,0.0,0.0,0.0
CPXM2,0.0006141068210621043,0.0,0.0,0.0
CR2,0.0,0.0,0.002269580006024052,0.0
CRABP1,0.0,0.0,0.0023715113759081993,0.0
CRABP2,0.0008551382893162432,0.0,0.0,0.0
CRB2,0.0,0.0,0.0,0.0013116581818778026
CRCT1,0.0,0.0,0.0,0.0027637047785347138
CREB3L1,0.0,0.002900571505128908,0.0,0.0
CREB3L3,0.0,0.0,0.0004233365902395663,0.0
CRISP3,0.0,0.0,0.0,0.003053704204684259
CRISPLD1,0.0005265057225546047,0.0,0.0,0.0
CRLF1,0.0007467929424085074,0.0,0.0,0.0
CRNN,0.0,0.0,0.0006262810293782737,0.0
CRP,0.0,0.0,0.0,0.0014581949943844633
CRTAC1,0.0006175106760627622,0.0,0.0,0.0
CRYAB,0.0008733135905461717,0.0,0.0,0.0
CRYBA2,0.0001193275960608021,0.0,0.0,0.0
CRYM,0.0005361392744432594,0.0,0.0,0.0
CSAG1,0.0,0.0,0.0,0.003323208971741964
CSF1,0.0007698492432620208,0.0,0.0,0.0
CSF2RB,0.000614363715779135,0.0,0.0,0.0
CSF3,0.0,0.0,0.0,0.007440585983292754
CSF3R,0.0008108881743076897,0.0,0.0,0.0
CSN1S1,0.0,0.0,0.00021855554984168498,0.0
CSPG4,0.0005841143628487594,0.0,0.0,0.0
CSRNP1,0.0,0.0030241267706796904,0.0,0.0
CSRP2,0.0008250816074236408,0.0,0.0,0.0
CSRP3,0.0,0.0,0.0,0.0005021191477500963
CST1,0.0,0.0,0.0036699884661440924,0.0
CST11,0.0,0.0,0.0,0.0003350876761515949
CST2,0.00038566319394247396,0.0,0.0,0.0
CST4,0.0,0.0,0.0,0.002774976841035226
CST6,0.0006679904879593125,0.0,0.0,0.0
CST7,0.0007351684564628642,0.0,0.0,0.0
CSTA,0.0008640653807330633,0.0,0.0,0.0
CT45A1,0.0,0.0,0.0,0.001999253994409057
CT45A3,0.0,0.0,0.0,0.002654058352393366
CT45A5,0.0,0.0,0.0,0.0022872039546494183
CTAG1A,0.0,0.0,0.0,0.002057663772820803
CTAG1B,0.0,0.0,0.0,0.0013803152898354688
CTAG2,0.0,0.0,0.0,0.002418369772837199
CTAGE15,1.0789578115293192e-05,0.0,0.0,0.0
CTB-186H2.3,0.0,0.0,0.0,0.002029995983046818
CTD-2105E13.6,0.0,0.0,0.0,0.0011487256420976693
CTD-2545G14.7,0.0,0.00016672517761069422,0.0,0.0
CTHRC1,0.0008230264496873944,0.0,0.0,0.0
CTNNA2,0.0,0.0,0.0,0.0010073124943639688
CTRB1,8.528904605422238e-05,0.0,0.0,0.0
CTRB2,0.0,0.0005016641504893211,0.0,0.0
CTSE,0.0007796754661884486,0.0,0.0,0.0
CTSG,0.0,0.001722578732367634,0.0,0.0
CTSK,0.000869845511866256,0.0,0.0,0.0
CTSS,0.00102064271076333,0.0,0.0,0.0
CTSV,0.0,0.002202657926826999,0.0,0.0
CTSW,0.0006457690949361491,0.0,0.0,0.0
CUL4A,0.0,0.0032414649486364883,0.0,0.0
CUZD1,0.00030409912128519803,0.0,0.0,0.0
CX3CL1,0.000844990947993527,0.0,0.0,0.0
CXCL1,0.0007930339914740497,0.0,0.0,0.0
CXCL10,0.000753472205051308,0.0,0.0,0.0
CXCL11,0.0004915680410384173,0.0,0.0,0.0
CXCL12,0.0007746017955270905,0.0,0.0,0.0
CXCL13,0.0006411449900295949,0.0,0.0,0.0
CXCL14,0.000747948968635146,0.0,0.0,0.0
CXCL2,0.000797850767418377,0.0,0.0,0.0
CXCL3,0.0006173180050249892,0.0,0.0,0.0
CXCL5,0.0,0.0019637347928402452,0.0,0.0
CXCL6,0.00044192313697221703,0.0,0.0,0.0
CXCL9,0.0007238650889135094,0.0,0.0,0.0
CXCR6,0.0005534796678428377,0.0,0.0,0.0
CXorf48,0.0,0.0,0.0004251731914987401,0.0
CXorf61,0.0,0.0,0.0,0.003932925079724224
CXorf67,0.0,0.0,0.00046420096825618384,0.0
CYBB,0.0,0.0,0.005564901815296685,0.0
CYBRD1,0.0008571934470524896,0.0,0.0,0.0
CYFIP2,0.0,0.0,0.0052242122817199406,0.0
CYP11B1,0.0,6.698779457572537e-05,0.0,0.0
CYP1A1,0.00016601821088114825,0.0,0.0,0.0
CYP1B1,0.0,0.0,0.0049983103268415605,0.0
CYP24A1,0.0,0.0,0.0036268283365535076,0.0
CYP26A1,0.0,0.0,0.0015698349262788255,0.0
CYP27A1,0.0008320819884627298,0.0,0.0,0.0
CYP27B1,0.0004891275412266247,0.0,0.0,0.0
CYP2A6,0.00022054411457093348,0.0,0.0,0.0
CYP2A7,7.886667812845263e-05,0.0,0.0,0.0
CYP2B6,0.0,0.0,0.000561081684677603,0.0
CYP2F1,0.0002567020459930172,0.0,0.0,0.0
CYP2S1,0.0007069100375894773,0.0,0.0,0.0
CYP2W1,0.0,0.0,0.0011239999706143798,0.0
CYP3A4,0.0,0.0,0.0,0.0007470303238975923
CYP3A5,0.0,0.001988296984184678,0.0,0.0
CYP4B1,0.0007708125984508863,0.0,0.0,0.0
CYP4F11,0.0,0.0,0.0031038561280037616,0.0
CYP4F3,0.0,0.0,0.002928460707752661,0.0
CYP4X1,0.0005863621916227788,0.0,0.0,0.0
CYR61,0.0009848058977375348,0.0,0.0,0.0
CYTIP,0.0007068458139102195,0.0,0.0,0.0
CYYR1,0.0006218136625730279,0.0,0.0,0.0
DACT2,0.0,0.0,0.002832498291960829,0.0
DAPK1,0.0,0.002853431945983027,0.0,0.0
DAPK2,0.0006776240398479671,0.0,0.0,0.0
DAPL1,0.0,0.0,0.0035359165742244033,0.0
DARC,0.0007173142736292242,0.0,0.0,0.0
DAW1,0.0003439820261042282,0.0,0.0,0.0
DCBLD2,0.0,0.0027968644750079705,0.0,0.0
DCD,0.0,0.0,0.0,0.00027257896592148087
DCDC2B,0.0002593352168425828,0.0,0.0,0.0
DCSTAMP,0.00045213470197419094,0.0,0.0,0.0
DCUN1D1,0.0,0.0029199235346730064,0.0,0.0
DCUN1D2,0.0006512281076730534,0.0,0.0,0.0
DCX,0.0,0.0,8.494280823678933e-05,0.0
DDAH1,0.0,0.002940267975988597,0.0,0.0
DDC,0.0,0.0,0.0024463528772195324,0.0
DDHD2,0.0,0.0029988202705066385,0.0,0.0
DDX3Y,0.0004687044112226769,0.0,0.0,0.0
DEFA1,0.0,0.0,0.0,0.006376913176426223
DEFA1B,0.00013018139785535298,0.0,0.0,0.0
DEFA3,0.0,0.0,0.0,0.004210627710418665
DEFA4,0.0,0.0,0.0,0.0021632112671437823
DEFA5,0.0,0.0,0.0,0.0006343096988924686
DEFA6,0.0,0.0,0.0,0.00047752555683988753
DEFB1,0.0006218136625730279,0.0,0.0,0.0
DEFB103A,0.0,0.0,0.0,0.0011241320511874606
DEFB103B,0.0,0.0,0.0,0.0009745210398170237
DEFB119,8.413301982758382e-06,0.0,0.0,0.0
DEFB123,0.0,0.0,0.0,4.61129829566415e-05
DEFB126,0.0,0.0,0.0,0.0015309510341604978
DEFB4A,0.00035400092006842904,0.0,0.0,0.0
DEFB4B,0.00014193433115951165,0.0,0.0,0.0
DEGS2,0.0004985684220775063,0.0,0.0,0.0
DENND3,0.0007777487558107177,0.0,0.0,0.0
DERL3,0.0,0.0030548915355959497,0.0,0.0
DES,0.0,0.002484502869930792,0.0,0.0
DHCR7,0.0008651571832804441,0.0,0.0,0.0
DHRS2,0.0003367889740273661,0.0,0.0,0.0
DHRS9,0.0005959957435114335,0.0,0.0,0.0
DIO1,0.00021264460202223667,0.0,0.0,0.0
DIO2,0.000445969228765452,0.0,0.0,0.0
DIRAS2,0.0,0.0,0.0,0.0020802078978218275
DIRAS3,0.00041218757347590305,0.0,0.0,0.0
DKK1,0.0005315793932159628,0.0,0.0,0.0
DKK4,0.0,0.0,0.0,0.0016190780682554127
DLC1,0.0,0.0027378159746041827,0.0,0.0
DLEC1,0.000394782956397067,0.0,0.0,0.0
DLGAP1,0.0,0.0,0.0023421257557614183,0.0
DLGAP2,0.0,0.0,0.0,0.0009007402670863973
DLK1,0.0,0.0,0.0009242695836792266,0.0
DLL3,0.00020403862900170521,0.0,0.0,0.0
DLX2,0.0,0.0,0.0,0.0014561455284752794
DLX5,0.0,0.0,0.0027631665944270172,0.0
DLX6,0.0,0.0,0.0,0.004099956551322725
DMBT1,0.000666834461732674,0.0,0.0,0.0
DMKN,0.0,0.0036084092011457393,0.0,0.0
DMRT2,0.0,0.0,0.0026952123478375858,0.0
DMRTC2,0.0,0.0,0.0,0.0007736733807169852
DNAAF1,0.0004739707529218081,0.0,0.0,0.0
DNAAF3,0.0004981830800019602,0.0,0.0,0.0
DNAH12,0.00030628272637995977,0.0,0.0,0.0
DNAH9,0.00035342290695510975,0.0,0.0,0.0
DNAI1,0.00033023815874308097,0.0,0.0,0.0
DNAI2,0.00028463934647011567,0.0,0.0,0.0
DNAJA4,0.0007624635201473857,0.0,0.0,0.0
DNAJB1,0.00098493434509605,0.0,0.0,0.0
DNAJB4,0.0007150664448552049,0.0,0.0,0.0
DNAJC12,0.000536845734915094,0.0,0.0,0.0
DNALI1,0.0006737706190925053,0.0,0.0,0.0
DNASE1L3,0.0005191199994399695,0.0,0.0,0.0
DNER,0.0,0.0,0.002406406799832502,0.0
DNMT3L,0.0,0.0,0.0,0.0003965716534271169
DNTTIP1,0.0008660563147900518,0.0,0.0,0.0
DOCK2,0.0006834683946604176,0.0,0.0,0.0
DOCK4,0.0006609901069202235,0.0,0.0,0.0
DOCK8,0.0006662564486193547,0.0,0.0,0.0
DOK2,0.0007101212215523621,0.0,0.0,0.0
DPCR1,0.0,0.0,0.0,0.004770131903625915
DPEP1,0.0,0.0014816707748378957,0.0,0.0
DPEP2,0.0005787195737911128,0.0,0.0,0.0
DPEP3,0.0001269059902132104,0.0,0.0,0.0
DPP4,0.0006614396726750273,0.0,0.0,0.0
DPPA4,7.257275756119826e-05,0.0,0.0,0.0
DPPA5,0.0,0.0,0.00017815032213986087,0.0
DPRX,0.0,0.0,0.0,0.0006332849659378766
DPT,0.0007290672069333829,0.0,0.0,0.0
DPYD,0.0,0.0,0.005164981891111585,0.0
DPYSL2,0.0,0.0032598245664090942,0.0,0.0
DPYSL5,0.0,0.0,0.0,0.0009898920341359042
DRAM1,0.0,0.0032109482866631025,0.0,0.0
DSC2,0.0,0.0026983676066873667,0.0,0.0
DSC3,0.0,0.0,0.0,0.0065295983866604365
DSCR8,0.0,0.0,0.0,0.0013116581818778026
DSG1,0.0,0.0,0.0,0.0021345187444152054
DSG3,0.0,0.0,0.0,0.0055653246763893325
DSP,0.0,0.0032196318896636593,0.0,0.0
DUOX1,0.0007519308367491233,0.0,0.0,0.0
DUOX2,0.0004426295974440517,0.0,0.0,0.0
DUOXA1,0.000744545113634488,0.0,0.0,0.0
DUOXA2,0.0,0.0,0.00205010615555278,0.0
DUSP1,0.0010575071026572482,0.0,0.0,0.0
DUSP13,0.0002537477567471631,0.0,0.0,0.0
DUSP2,0.0,0.0025934200618520638,0.0,0.0
DUSP4,0.0,0.0023319195600638616,0.0,0.0
DUSP5,0.0007476920739181152,0.0,0.0,0.0
DUSP6,0.0009146736399881289,0.0,0.0,0.0
DYDC2,0.00038213089158330057,0.0,0.0,0.0
DYNLRB2,0.0004529053861252833,0.0,0.0,0.0
ECE2,0.0,0.0025172524583900353,0.0,0.0
ECEL1,0.0,0.0,0.0,0.0046553618127116074
ECHDC3,0.0,0.0026762864447716648,0.0,0.0
ECM1,0.0008025390960041889,0.0,0.0,0.0
ECSCR,0.0008312470806323797,0.0,0.0,0.0
EDIL3,0.0,0.0,0.004945508040640313,0.0
EDN1,0.0007189840892899244,0.0,0.0,0.0
EDN2,0.00048405387056526665,0.0,0.0,0.0
EDN3,0.0,0.0,0.0,0.0018896075682677093
EDNRB,0.0,0.00240238079583981,0.0,0.0
EEF1A2,0.0005073670661358109,0.0,0.0,0.0
EFCAB1,0.0,0.0,0.0,0.007542034545797365
EFCAB4A,0.0007433890874078494,0.0,0.0,0.0
EFCC1,0.0,0.0018734253216344525,0.0,0.0
EFEMP1,0.0009324635991425111,0.0,0.0,0.0
EFHD1,0.0005942617041714757,0.0,0.0,0.0
EFNA2,0.00016389882946564422,0.0,0.0,0.0
EFNB1,0.0007826939791135604,0.0,0.0,0.0
EGFL6,0.0007038273009851078,0.0,0.0,0.0
EGFL7,0.0008876354710206382,0.0,0.0,0.0
EGFR,0.0007723539667530711,0.0,0.0,0.0
EGLN3,0.0,0.0030020456087639885,0.0,0.0
EGR1,0.0,0.0036791185398645605,0.0,0.0
EGR2,0.0,0.0023525121043223253,0.0,0.0
EIF1AY,0.0004698604374493155,0.0,0.0,0.0
EIF4E1B,0.0,0.0,0.0,0.000490847085249584
EIF4EBP1,0.0,0.003567472215571685,0.0,0.0
ELANE,0.0002516925990109168,0.0,0.0,0.0
ELAVL3,0.0,0.0,0.0,0.0007900691079904577
ELF5,0.00048174181811198955,0.0,0.0,0.0
ELMO1,0.0007274616149519405,0.0,0.0,0.0
ELN,0.0008441560401631769,0.0,0.0,0.0
EMB,0.0007159655763648126,0.0,0.0,0.0
EMCN,0.0,0.002476315472815981,0.0,0.0
EMP1,0.0009774201746228994,0.0,0.0,0.0
EMP2,0.0,0.0038838034677348325,0.0,0.0
EMX2,0.0,0.0,0.0,0.0008177368977644425
ENG,0.0,0.0,0.006722419758890987,0.0
ENKUR,0.0003606801827112296,0.0,0.0,0.0
ENO3,0.0,0.0025108017818753357,0.0,0.0
ENPP2,0.0007826297554343026,0.0,0.0,0.0
ENPP4,0.0006417230031429142,0.0,0.0,0.0
ENPP6,0.00015323769870886642,0.0,0.0,0.0
EPB41L3,0.000719497878723986,0.0,0.0,0.0
EPDR1,0.0,0.002831846989953071,0.0,0.0
EPGN,0.00025419732250196703,0.0,0.0,0.0
EPHA5,3.917644434719552e-05,0.0,0.0,0.0
EPHB3,0.000673192605979186,0.0,0.0,0.0
EPHB6,0.0005981793486061952,0.0,0.0,0.0
EPS8L3,0.0,0.0,0.0,0.002067911102366723
EPSTI1,0.0007059466824006118,0.0,0.0,0.0
ERAS,0.0,0.0,0.0005454705739746255,0.0
ERBB2,0.0008994526280040546,0.0,0.0,0.0
EREG,0.00035605607780467535,0.0,0.0,0.0
ERG,0.0006355575299341752,0.0,0.0,0.0
ERLIN2,0.0,0.0029928657998776853,0.0,0.0
ERN2,0.0,0.0,0.0026144018924339377,0.0
ERO1L,0.0,0.003383876037845623,0.0,0.0
ERP27,0.0006041521507771611,0.0,0.0,0.0
ERRFI1,0.0,0.003566976009685939,0.0,0.0
ERV3-1,0.0006859731181514679,0.0,0.0,0.0
ERVMER34-1,0.0,0.0017081887616809967,0.0,0.0
ESAM,0.0008500003949756275,0.0,0.0,0.0
ESM1,0.0006093542687970346,0.0,0.0,0.0
ESPN,0.0006151986236094851,0.0,0.0,0.0
ESYT3,0.0005354970376506824,0.0,0.0,0.0
ETNPPL,0.0,0.0,0.0,0.0013731421591533246
ETS1,0.0,0.0,0.005879419780930202,0.0
ETV1,0.0006823765921130367,0.0,0.0,0.0
ETV4,0.0006819270263582329,0.0,0.0,0.0
EVA1A,0.0,0.002825396313438372,0.0,0.0
EVI2B,0.000756876060051966,0.0,0.0,0.0
EYA2,0.000578912244828886,0.0,0.0,0.0
F13A1,0.0007091578663634966,0.0,0.0,0.0
F2,0.0,0.0,0.0,0.0010329308182287695
F2RL2,0.0,0.0,0.002318709089706952,0.0
F3,0.0,0.0,0.006429481858052762,0.0
F5,0.0004923387251895096,0.0,0.0,0.0
FA2H,0.000521560499251762,0.0,0.0,0.0
FABP1,0.0,0.0,0.0,0.0013813400227900609
FABP3,0.0007325352856132986,0.0,0.0,0.0
FABP4,0.0007033135115510462,0.0,0.0,0.0
FABP5,0.0,0.004015546130400426,0.0,0.0
FABP6,0.0,0.0,0.003913797283299417,0.0
FABP7,0.0,0.0,0.0012498071568677867,0.0
FAIM2,0.00039324158809488227,0.0,0.0,0.0
FAIM3,0.000636649332481556,0.0,0.0,0.0
FAM105A,0.0006840464077737369,0.0,0.0,0.0
FAM107A,0.0006038310323808726,0.0,0.0,0.0
FAM107B,0.0008643864991293516,0.0,0.0,0.0
FAM118A,0.0007381227457087182,0.0,0.0,0.0
FAM129C,0.00027423511043036863,0.0,0.0,0.0
FAM132A,0.00047576901594102364,0.0,0.0,0.0
FAM132B,0.0,0.0017032267028235354,0.0,0.0
FAM134B,0.0,0.0023433322954360225,0.0,0.0
FAM150B,0.0004795582130172278,0.0,0.0,0.0
FAM151A,0.0,0.0,0.0005776110960101674,0.0
FAM154B,0.0004768608184884045,0.0,0.0,0.0
FAM159B,0.0,0.0,0.0005059836469023883,0.0
FAM162B,0.0,0.0020473454845884656,0.0,0.0
FAM163A,0.0,0.0,0.0,0.001232753744374216
FAM166B,0.0004396753081981976,0.0,0.0,0.0
FAM167A,0.0,0.0019500891309822271,0.0,0.0
FAM174B,0.0,0.00285119901949717,0.0,0.0
FAM177B,0.0002476465072176819,0.0,0.0,0.0
FAM183A,0.0005499473654836643,0.0,0.0,0.0
FAM184A,0.0005432038791616061,0.0,0.0,0.0
FAM189A2,0.0006022896640786879,0.0,0.0,0.0
FAM216B,0.0003046771343985173,0.0,0.0,0.0
FAM229B,0.0007100569978731044,0.0,0.0,0.0
FAM25A,0.0,0.0,0.0,0.0026058959035275405
FAM25G,0.0,0.0,0.0,0.0008587262159481239
FAM26F,0.0006984325119274612,0.0,0.0,0.0
FAM3B,0.0006673482511667355,0.0,0.0,0.0
FAM3D,0.0004975408432093832,0.0,0.0,0.0
FAM43B,0.0,0.00067608051932908,0.0,0.0
FAM46B,0.0005663244036943772,0.0,0.0,0.0
FAM46C,0.0006398605164444409,0.0,0.0,0.0
FAM65B,0.0,0.0023160409717199863,0.0,0.0
FAM69B,0.0006561733309758961,0.0,0.0,0.0
FAM81B,0.00041995863866608443,0.0,0.0,0.0
FAM83A,0.0,0.0,0.004250813614357814,0.0
FAM83C,0.0,0.0,0.0,0.002744234852397465
FAM83D,0.0,0.002537845002648499,0.0,0.0
FAM84A,0.0006188593733271739,0.0,0.0,0.0
