,Topic 1
ASCL1,0.00011298632571017685
ASCL3,3.898050210226638e-05
ASGR2,0.00024829744856573287
ASH2L,0.0005406292411071939
ASIC2,5.814115477034771e-05
ASNS,0.0005595262150688338
ASPG,0.0002690841199235367
ASPN,0.0004593722530721426
ASPSCR1,0.0005616356447203656
ASRGL1,0.00048657510628668924
ATCAY,1.6963330114402282e-05
ATF3,0.0005936726075530062
ATF5,0.0005673926298110048
ATHL1,0.0005744240619827778
ATOH8,0.0004561641621437712
ATP10A,0.00036567841938326784
ATP10B,0.0002060209626329479
ATP11A,0.00054229920624799
ATP11B,0.0005237098574438652
ATP12A,0.0001671283534328287
ATP13A4,0.00045361526798150346
ATP2A3,0.0005143492633651925
ATP2C2,0.00046780997167827015
ATP4A,5.1944705168972784e-05
ATP4B,3.361903507128949e-05
ATP6V1B1,0.0003158870903169005
ATP6V1C2,0.0003407607816245474
ATP8A1,0.00041977650065484605
AXL,0.0004980451300168939
AZGP1,0.0004592843601699954
AZU1,0.0001931007060173151
B3GALT5,8.402561445268694e-05
B3GNT3,0.00037530269216838206
B3GNT5,0.0005329825586203908
B3GNT6,0.0001516152562038546
B3GNT7,0.00047901631670203333
B3GNT8,0.0004537031608836506
B4GALNT4,0.0003738085128318803
B4GALT4,0.0005356193456848056
BAALC,0.0003863332513878509
BACE2,0.0005716993820162157
BAI1,0.00023994762286175248
BAMBI,0.0004574825556759786
BARX1,0.00023520140614580572
BARX2,0.00030147265436476593
BASP1,0.0005778079387154434
BATF2,0.0004106795852826148
BCAN,0.0001225666520442175
BCAS1,0.00031180007036705744
BCAT1,0.0004518574099385602
BCHE,0.00034058499582025303
BCL11A,0.0003985503647863064
BCL2A1,0.0005164586930167243
BCL6B,0.0004236877348003948
BEST2,2.799388933387112e-05
BEX1,0.00023445431647755484
BEX5,0.0003966167209390689
BHLHE41,0.0004431120661749176
BHMT,9.017811760298829e-05
BHMT2,0.0003040215485270336
BIRC3,0.0005025276680263992
BMP2,0.00042636846831588325
BMP4,0.0004263245218648096
BMP5,0.00032973022240507854
BMP6,0.0003554388962831234
BMP7,0.0003858498404260415
BMPER,0.0002748411050141758
BNC1,0.0001886621144588834
BPIFA1,0.0003670847058176224
BPIFA2,0.0001355748015619975
BPIFB1,0.0004633274336687649
BPIFB2,0.00013381694351905426
BPIFB4,7.027037526665608e-05
BRDT,0.00011663388114928408
BRINP1,0.00018492666611762902
BRINP2,4.91321323002636e-05
BTBD16,0.0001524941852253262
BTG2,0.0006421894895382397
BTK,0.0004493524622273661
BTN1A1,3.577241117389496e-05
BTNL3,5.264784838615008e-05
BTNL9,0.00039749564996054045
C10orf10,0.0006499680113782636
C10orf128,0.00046706288201001924
C10orf54,0.0005961336088131267
C10orf99,0.0001649749773302232
C11orf53,0.00011549127342137096
C11orf86,8.024621966035897e-05
C11orf88,0.0002878492545319558
C11orf96,0.0005410247591668562
C12orf54,0.00021516182445625276
C12orf75,0.000528763699317327
C14orf132,0.00038756375201791116
C14orf23,1.2173166947381948e-05
C15orf48,0.0005540768551357097
C15orf59,0.0003330262062355971
C16orf74,0.00041349215815132396
C16orf89,0.0005657226646702087
C17orf72,0.0003483195712092033
C19orf33,0.0006866632980247037
C19orf59,0.00041520606974319364
C19orf77,0.0002048344084539612
C1QB,0.0007576368165085371
C1QTNF1,0.0005101304040621287
C1QTNF3,0.00040852620918000934
C1QTNF9B,0.00010788853738564145
C1orf110,0.00021002008968064377
C1orf115,0.0004622727188429989
C1orf116,0.000537684828885264
C1orf162,0.0005518355861309571
C1orf189,0.00016392026250445726
C1orf192,0.0003700291180395523
C1orf194,0.000319402806402787
C1orf61,0.000210415607740306
C1orf64,2.289610100933572e-05
C1orf87,0.00017789523394585603
C2,0.0006113830273356594
C20ORF135,1.8018044940168225e-06
C20orf166,9.009022470084112e-06
C20orf85,0.00032177591476076036
C21orf37,3.4410071190613955e-05
C21orf62,3.54647860163799e-05
C2CD4B,0.0003054717814124618
C2orf40,0.00034216706805890193
C2orf54,0.00042258907352355526
C2orf82,0.00024992346725545534
C3,0.0008034290185272086
C3AR1,0.00048073022829390295
C3orf72,5.981111991114379e-05
C4A,0.0006399921669845607
C4B,0.000635026218013246
C4BPA,0.0005285879135130328
C4BPB,0.0003054717814124618
C4orf26,9.94508187795139e-05
C5,0.0003743358702447633
C5AR1,0.0005035384364010916
C5AR2,0.00031694180514266646
C5orf38,0.00047941183476169554
C5orf49,0.0003040215485270336
C6,0.00020676805230119877
C6orf118,0.0001782468055544447
C6orf141,0.0003372450655386609
C6orf15,0.00010305442776754753
C6orf203,0.0004895634649596928
C6orf58,4.491327299719982e-05
C7,0.0005488472274579536
C7orf10,0.0003798291766289609
C8A,4.4605647839684754e-05
C8B,0.0001812351642274482
C8orf22,3.181723057727267e-05
C8orf4,0.0006591088732015684
C8orf87,2.3643190677586598e-05
C9orf116,0.00041973255420377247
C9orf117,0.0003172494303001815
C9orf135,0.000231290172000257
C9orf152,0.0003453312125361998
C9orf24,0.00034959401829033713
CA12,0.0004236877348003948
CA2,0.0005017805783581483
CA3,0.0003116682310138367
CA4,0.0003501213757032201
CA5A,2.197322553679052e-05
CA6,4.917607875133718e-05
CA8,0.00026868860186387444
CA9,0.0003702927967459938
CABP7,0.0001033620529250626
CABYR,0.0003696335999798901
CACNA1A,0.00015956956384817275
CACNA2D2,0.00043071916697216773
CACNG4,0.0003260826669659713
CACNG6,0.00016888621147577193
CACNG7,1.3799185637104446e-05
CADM1,0.0005421673668947692
CALB1,0.0001770163049243844
CALB2,0.0003100861587751878
CALCA,0.0001923536163490642
CALCB,8.868393826648654e-05
CALCRL,0.0004954522894035526
CALHM3,4.930791810455792e-05
CALML3,0.00032340193345048283
CALML5,0.00021656811089060734
CALY,0.00013021333453102062
CAMK2B,0.00016348079799372145
CAMK2N1,0.0005115366904964833
CAMP,0.00024759430534855554
CAPN12,0.0004310267921296828
CAPN13,0.0004291810411845924
CAPN3,0.0004400797610508405
CAPN5,0.00042285275222999675
CAPN6,0.00017569791139217697
CAPN8,0.0004982648622722618
CAPNS2,0.00023972789060638456
CAPS,0.0005607567156988941
CAPSL,0.0002453969827948765
CARD14,0.00031412923227395724
CARD16,0.0005747756335913664
CARD18,8.301484607799457e-05
CARTPT,1.907275976593417e-05
CASP14,9.281490466740315e-05
CASR,4.1661235617754826e-05
CATSPERD,0.00017161089144233395
CAV1,0.0006635035183089265
CAV2,0.0006347625393068045
CBLC,0.0004383219030078973
CBLN1,8.266327446940593e-05
CBR1,0.0006641187686239566
CBR3,0.00045440630410082793
CBS,0.0005026155609285463
CCBE1,0.0003052081027060203
CCDC114,0.0002933425609161534
CCDC17,0.0003093390691069369
CCDC19,0.0003415957641949454
CCDC3,0.00046614000653747405
CCDC37,0.000210415607740306
CCDC42B,0.00022935652815301942
CCDC58,0.0005628221988993523
CCDC68,0.0003643160793999868
CCDC69,0.0005109653866325267
CCDC78,0.0003795654979225194
CCDC80,0.0005890582301902802
CCDC91,0.0005184802297661091
CCKBR,5.392229546728393e-05
CCL13,0.00045691125181202203
CCL14,0.0004920244662198133
CCL15-CCL14,0.00034427649771043387
CCL17,0.0003432217828846679
CCL18,0.0006679421098673582
CCL19,0.0005315762721860363
CCL2,0.0006572191758054044
CCL20,0.0005087680640788476
CCL21,0.0006267203387603392
CCL23,0.00034968191119248433
CCL24,0.00029909954600679256
CCL26,0.00029518831186124385
CCL3,0.0005023518822221049
CCL4,0.0005063510092698007
CCL4L1,0.00041516212329212006
CCL4L2,0.0003773681753688404
CCL5,0.0005782474032261793
CCNA1,0.00024838534146788
CCNB2,0.00046543686332029677
CCND1,0.0006234683013808942
CCND2,0.00047453377869252807
CCNE1,0.0003858498404260415
CCNJL,0.0004317738817979337
CCNO,0.0003369374403811458
CCRL2,0.0004081306911203471
CCT2,0.0006685573601823883
CCT6A,0.000696595195967333
CD101,0.0003634371503785152
CD163,0.0006087462402712445
CD2,0.0004681175968357852
CD200,0.0004289173624781509
CD207,0.0002636347599904126
CD22,0.00037038068964814096
CD27,0.0004391129391272217
CD274,0.00043142231018934507
CD300LF,0.0004194249290462574
CD300LG,0.00018532218417729123
CD302,0.0004895195185086192
CD34,0.0005376408824341904
CD36,0.0005227430355202465
CD37,0.0005890142837392066
CD3D,0.0004808620676471237
CD3E,0.0005016926854560011
CD40,0.0005594822686177602
CD48,0.0005239735361503067
CD52,0.000696287570809818
CD53,0.0006250503736195431
CD69,0.00044478203131571365
CD7,0.0004697436155255077
CD70,0.0002542741659117399
CD79A,0.00048371858696690645
CD79B,0.00040426340342587195
CD83,0.0004969464687400543
CD8B,0.0003710838328653183
CD93,0.0005204138736133467
CD97,0.0006130529924764555
CDA,0.00042417114576220416
CDC20,0.0005022200428688841
CDC20B,8.973865309225248e-05
CDC42EP5,0.000509251475040657
CDC45,0.000418633892926933
CDCA3,0.00045779018083349365
CDCA8,0.00042421509221327773
CDH11,0.0005605369834435261
CDH13,0.0004230724844853646
CDH16,8.174039899686072e-05
CDH17,0.00012920256615632825
CDH18,5.67788147870667e-05
CDH2,0.00023770635385699982
CDH22,5.761379735746474e-05
CDH3,0.0005343888450547454
CDH5,0.000516810264625313
CDH6,0.0003128547851928234
CDHR2,0.00012102852625664218
CDHR3,0.00036308557876992654
CDHR4,0.00021775466506959403
CDHR5,8.6222937006366e-05
CDK5R2,8.420140025698126e-05
CDK5RAP2,0.0005583836073409207
CDKN1C,0.0004962872719739506
CDKN2A,0.00045181346348748664
CDKN2B,0.0004688207400529625
CDKN3,0.00045924041371892183
CDO1,0.00030173633307120743
CDSN,0.0001121513431397788
CDX2,7.251164427140871e-05
CEA,7.22919120160408e-05
CEACAM1,0.0004709301697044944
CEACAM5,0.000503802115107533
CEACAM6,0.0006951010166308313
CEACAM7,0.0001598771890056878
CECR1,0.000559614107970981
CEL,0.0002911452383624744
CELA2A,4.697875619765813e-05
CELA3A,3.818946598294192e-05
CELA3B,3.858498404260415e-05
CELF2,0.00046609606008640047
CELF3,6.666676627862244e-05
CENPW,0.0005070980989380516
CEP112,0.0004195567683994782
CERS3,0.00019222177699584347
CES1,0.0006700075930678165
CFB,0.0006434639366193736
CFD,0.000577544260009002
CFHR2,1.0678987610880192e-05
CFI,0.0005473091016703782
CFP,0.00039393598742358044
CFTR,0.00030213185113086964
CGA,9.004627824976754e-05
CGB,3.401455313095172e-05
CGB5,8.965076019010532e-05
CGNL1,0.0004087459414353772
CGREF1,0.0003385195126197947
CH25H,0.0004393326713825896
CHAD,0.00022584081206713296
CHGA,0.0001427380730869912
CHGB,0.00020993219677849662
CHI3L1,0.0006194252278821247
CHI3L2,0.00048147731796215385
CHIA,0.0002796752146322697
CHIC2,0.0005162389607613565
CHIT1,0.0004883329643296325
CHP2,0.0001383873744307067
CHRDL1,0.000424083252860057
CHRDL2,0.00030881171169405393
CHRNA1,0.0001825975042107292
CHRNA2,6.064610248154183e-05
CHRNA6,7.308294813536527e-05
CHRNA9,8.683818732139613e-05
CHRND,1.5513097228974108e-05
CHST2,0.0004484735332058945
CHST9,0.0002240829540241897
CIDEA,5.3614670309768864e-05
CIDEC,8.187223835008147e-05
CIITA,0.0004675023465207551
CIT,0.00046451398784775157
CITED2,0.0006223696401040546
CITED4,0.00044627621065221546
CKM,0.0001898486686378701
CKMT1A,0.00039569384546652364
CKMT1B,0.0004092293523971866
CLC,0.00018220198615106697
CLCA1,1.2700524360264919e-05
CLCA2,0.00028450932425036366
CLCA4,0.00012498370685326446
CLDN1,0.0005567136422001246
CLDN10,0.0003789502476074893
CLDN11,0.00036123982782483615
CLDN18,0.0004203478045188026
CLDN19,4.100203885165111e-05
CLDN2,0.0002273349914036347
CLDN3,0.0005074496705466402
CLDN5,0.0005465180655510538
CLDN6,0.00015930588514173125
CLDN8,0.00022276456049198228
CLEC12A,0.0003834767320680681
CLEC14A,0.0005053402408951084
CLEC1A,0.00037042463609921454
CLEC2A,2.667549580166369e-05
CLEC2B,0.0005029231860860613
CLEC3A,1.9204599119154913e-05
CLEC3B,0.0005399260978900167
CLEC4A,0.0004234240560939533
CLEC4E,0.0004050544395451964
CLIC2,0.0004972540938975694
CLIC3,0.0005105259221217909
CLIC5,0.0003935404693639182
CLIC6,0.00046939204391691905
CLPS,5.119761550072191e-05
CLPSL1,7.404977005898405e-05
CLPSL2,0.00011382130828057489
CLRN3,7.85762545195629e-05
CLVS2,1.0810826964100935e-05
CMBL,0.0005023079357710312
CMPK2,0.0004256653250987059
CNFN,0.0004033844744044003
CNN1,0.0004996272022555428
CNTN2,4.7330327806246776e-05
CNTN5,0.00012366531332105705
CNTNAP2,0.00022179773856836348
CNTNAP5,1.69193836633287e-05
COBL,0.000407823065962832
COCH,0.0003375966371472495
COL10A1,0.000427862647652385
COL11A1,0.00035486759241916687
COL11A2,0.00021489814574981127
COL12A1,0.0005353117205272906
COL14A1,0.00043159809599363936
COL15A1,0.0004622727188429989
COL16A1,0.0005425628849544315
COL17A1,0.0004308070598743149
COL27A1,0.0004152939626453408
COL2A1,0.00010687776901094908
COL4A3,0.0003459464628512299
COL4A5,0.0004345425082155693
COL4A6,0.0002713253889282893
COL5A1,0.0005916510708036215
COL5A2,0.0005503853532455289
COL6A6,0.000291496809971063
COL7A1,0.000487541928210308
COL8A1,0.0005384758650045884
COL9A2,0.00041656840972647467
COL9A3,0.00032388534441229224
COLCA1,0.0003816749275740513
COLCA2,0.00037389640573402746
COLEC12,0.0004794557812127691
COMP,0.00041032801367402616
COX4I2,0.00047844501283807677
COX6B2,0.00020171421042773695
COX7A1,0.0005631298240568674
COX7B2,6.851251722371283e-05
COX8C,5.0714204538912516e-05
CP,0.000570512827837229
CPA1,9.518801302537652e-05
CPA3,0.0004968146293868336
CPA4,0.00016233819026580836
CPAMD8,0.0004270716115330605
CPB1,0.0001432214840488006
CPB2,0.00024363912475193326
CPD,0.0005507808713051911
CPE,0.0005869488005387484
CPLX2,0.00011606257728532752
CPLX3,3.603608988033645e-05
CPM,0.0005481440842407763
CPN1,1.700727656547586e-05
CPS1,0.0002792796965726075
CPVL,0.0005390911153196186
CPXM1,0.0003972759177051726
CPXM2,0.0004202159651655819
CR2,0.00021722730765671107
CRABP1,0.00022698341979504605
CRABP2,0.0005851469960447315
CRB2,5.625145737418373e-05
CRCT1,0.00011852357854544806
CREB3L1,0.0005137779595012359
CREB3L3,4.051862788984172e-05
CRISP3,0.0001309604241992715
CRISPLD1,0.0003602730059012173
CRLF1,0.0005110093330836003
CRNN,5.994295926436453e-05
CRP,6.253579987770582e-05
CRTAC1,0.0004225451270724817
CRYAB,0.000597583841698555
CRYBA2,8.165250609471357e-05
CRYM,0.0003668649735622545
CSAG1,0.0001425183408316233
CSF1,0.0005267861090190159
CSF2RB,0.0004203917509698762
CSF3,0.0003190951812452719
CSF3R,0.0005548678912550342
CSN1S1,2.0918510711024573e-05
CSPG4,0.00039969297251421954
CSRNP1,0.0005356632921358793
CSRP2,0.0005645800569422956
CSRP3,2.1533761026054707e-05
CST1,0.00035126398343113323
CST11,1.4370489501060999e-05
CST2,0.0002638984386968541
CST4,0.00011900698950725745
CST6,0.0004570870376163164
CST7,0.0005030550254392822
CSTA,0.0005912555527439593
CT45A1,8.57395260445566e-05
CT45A3,0.00011382130828057489
CT45A5,9.808847879623287e-05
CTAG1A,8.824447375575073e-05
CTAG1B,5.9195869596113655e-05
CTAG2,0.00010371362453365125
CTAGE15,7.3830037803616145e-06
CTB-186H2.3,8.705791957676404e-05
CTD-2105E13.6,4.926397165348434e-05
CTD-2545G14.7,2.9532015121446458e-05
CTHRC1,0.000563173770507941
CTNNA2,4.319936140533016e-05
CTRB1,5.836088702571562e-05
CTRB2,8.885972407078086e-05
CTSE,0.0005335099160332738
CTSG,0.00030512020980387315
CTSK,0.0005952107333405816
CTSS,0.0006983970004613498
CTSV,0.00039015659263125246
CTSW,0.00044188156554485734
CUL4A,0.0005741603832763362
CUZD1,0.0002080864458334062
CX3CL1,0.0005782034567751057
CXCL1,0.0005426507778565786
CXCL10,0.0005155797639952528
CXCL11,0.00033636613651718926
CXCL12,0.0005300381463984609
CXCL13,0.0004387174210675595
CXCL14,0.0005118003692029247
CXCL2,0.0005459467616870972
CXCL3,0.0004224132877192609
CXCL5,0.00034783616024739394
CXCL6,0.00030239552983731113
CXCL9,0.0004953204500503319
CXCR6,0.00037873051535212136
CXorf48,4.069441369413604e-05
CXorf61,0.00016866647922040402
CXorf67,4.442986203539043e-05
CYBB,0.0005326309870118021
CYBRD1,0.0005865532824790861
CYFIP2,0.0005000227203152051
CYP11B1,1.186554178986688e-05
CYP1A1,0.00011360157602520698
CYP1B1,0.0004784010663870032
CYP24A1,0.0003471330170302166
CYP26A1,0.00015025291622057356
CYP27A1,0.0005693702201093159
CYP27B1,0.00033469617137639316
CYP2A6,0.0001509121129866773
CYP2A7,5.3966241918357516e-05
CYP2B6,5.370256321191603e-05
CYP2F1,0.0001756539649411034
CYP2S1,0.00048371858696690645
CYP2W1,0.00010758091222812638
CYP3A4,3.203696283264058e-05
CYP3A5,0.0003521868589036784
CYP4B1,0.0005274453057851196
CYP4F11,0.0002970780092574078
CYP4F3,0.00028029046494729983
CYP4X1,0.00040123109830179487
CYR61,0.0006738748807622916
CYTIP,0.0004836746405158329
CYYR1,0.0004254895392944116
DACT2,0.00027110565667292144
DAPK1,0.0005054281337972555
DAPK2,0.0004636790052773535
DAPL1,0.00033843161971764757
DARC,0.0004908379120408266
DAW1,0.00023537719195010004
DCBLD2,0.000495408342952479
DCD,1.1689755985572556e-05
DCDC2B,0.00017745576943512022
DCSTAMP,0.0003093830155580105
DCUN1D1,0.0005172057826849752
DCUN1D2,0.0004456170138861117
DCX,8.130093448612492e-06
DDAH1,0.0005208093916730089
DDC,0.00023414669132003978
DDHD2,0.000531180754126374
DDX3Y,0.0003207211999349944
DEFA1,0.0002734787650308948
DEFA1B,8.907945632614876e-05
DEFA3,0.00018057596746134447
DEFA4,9.277095821632957e-05
DEFA5,2.720285321454666e-05
DEFA6,2.0479046200288764e-05
DEFB1,0.0004254895392944116
DEFB103A,4.82092568277184e-05
DEFB103B,4.1793074970975565e-05
DEFB119,5.756985090639116e-06
DEFB123,1.9775902983111466e-06
DEFB126,6.565599790393007e-05
DEFB4A,0.00024223283831757868
DEFB4B,9.712165687261409e-05
DEGS2,0.0003411562996842096
DENND3,0.0005321915225010664
DERL3,0.0005411126520690033
DES,0.0004400797610508405
DHCR7,0.0005920026424122101
DHRS2,0.00023045518942985897
DHRS9,0.000407823065962832
DIO1,0.0001455066995046268
DIO2,0.0003051641562549467
DIRAS2,8.921129567936951e-05
DIRAS3,0.0002820483229902431
DKK1,0.00036374477553603024
DKK4,6.943539269625804e-05
DLC1,0.00048494908759696677
DLEC1,0.0002701388347493026
DLGAP1,0.00022417084692633686
DLGAP2,3.862893049367773e-05
DLK1,8.846420601111863e-05
DLL3,0.00013961787506076696
DLX2,6.244790697555866e-05
DLX5,0.00026446974256081067
DLX6,0.00017582975074539772
DMBT1,0.0004562960014969919
DMKN,0.0006391571844141627
DMRT2,0.00025796566780192067
DMRTC2,3.317957056055368e-05
DNAAF1,0.00032432480892302803
DNAAF3,0.0003408926209777681
DNAH12,0.00020958062516990796
DNAH9,0.00024183732025791644
DNAI1,0.0002259726514203537
DNAI2,0.00019477067115811116
DNAJA4,0.0005217322671455541
DNAJB1,0.0006739627736644388
DNAJB4,0.0004892997862532513
DNAJC12,0.0003673483845240639
DNALI1,0.00046104221821293865
DNASE1L3,0.0003552191640277555
DNER,0.00023032335007663822
DNMT3L,1.700727656547586e-05
DNTTIP1,0.0005926178927272403
DOCK2,0.00046767813232504937
DOCK4,0.00045229687444929605
DOCK8,0.0004559004834373297
DOK2,0.00048591590952058554
DPCR1,0.00020457072974751974
DPEP1,0.00026244820581142593
DPEP2,0.0003960014706240387
DPEP3,8.683818732139613e-05
DPP4,0.0004526044996068111
DPPA4,4.9659489713146574e-05
DPPA5,1.705122301654944e-05
DPRX,2.715890676347308e-05
DPT,0.000498880112587292
DPYD,0.0004943536281267131
DPYSL2,0.0005774124206557813
DPYSL5,4.245227173707928e-05
DRAM1,0.0005687549697942858
DSC2,0.00047796160187626736
DSC3,0.0002800267862408584
DSCR8,5.625145737418373e-05
DSG1,9.15404575862693e-05
DSG3,0.00023867317578061861
DSP,0.0005702930955818611
DUOX1,0.0005145250491694868
