0,Topic 1,Topic 2,Topic 3,Topic 4,Topic 5,Topic 6,Topic 7,Topic 8,Topic 9,Topic 10,Topic 11,Topic 12,Topic 13,Topic 14,Topic 15,Topic 16,Topic 17,Topic 18,Topic 19,Topic 20,Topic 21,Topic 22,Topic 23,Topic 24,Topic 25,Topic 26,Topic 27,Topic 28,Topic 29,Topic 30,Topic 31,Topic 32,Topic 33,Topic 34,Topic 35,Topic 36,Topic 37,Topic 38,Topic 39,Topic 40,Topic 41,Topic 42,Topic 43,Topic 44,Topic 45,Topic 46,Topic 47,Topic 48,Topic 49,Topic 50,Topic 51,Topic 52,Topic 53,Topic 54
ENSG00000000971,197.0071025263938,105.17495033086942,946.1755657422389,98.70008131415128,30.687221897759624,164.78646789291878,157.37190764957074,152.35085696716706,185.58271838077505,101.7901588247546,113.42515627336195,218.97956600950693,99.59729145280205,119.4399688631307,134.64381835050486,130.38161020893952,176.02240914468942,185.2050441521106,193.2788090286048,74.54410079806071,127.66116200798794,47.643702655044315,221.48141020543565,99.10070274821493,170.36691668165875,165.78752517172487,128.5499798203873,74.61044791885678,136.62523201144947,181.76568957122652,87.1070555030182,114.78862335855328,167.02669395149198,200.5409125857392,120.19743808489343,114.75975776637516,146.23120320824256,144.30610173823248,124.24143650978071,32.841421671728156,129.31976704870286,108.4515399163447,260.88311338883517,147.6429612076472,163.96196138967414,94.98503376798658,203.41183970311283,133.11339029888364,160.08014478339763,27.65286282583495,132.66330203340593,162.54337843733907,98.51180788180586,1130.2156213955182
ENSG00000001561,156.48955860055176,123.48382928420708,224.08131882565087,109.34923432673841,49.87338454607032,166.237521625365,162.6025421131962,182.3551814719738,245.96517972652174,69.11713330199922,155.78573008874977,61.26386208722495,131.85383789458731,83.88711511077531,208.0253672532737,136.88684582226767,134.20754251370695,192.0419417405017,114.42296366450941,606.4078703390859,194.6150567132501,239.10325481027365,224.46776722215608,146.76404764221166,94.81829634571771,215.49436989502345,91.11710173282071,267.9811971241591,40.40060198706335,149.8453046500229,114.200336574642,278.3594552854786,72.62233711132201,125.44658839898574,97.12690545173903,196.27243018283886,150.27584965744092,128.83143571674628,196.61150376593056,43.83521491986884,202.52558401007556,130.44340427970087,118.4940635353439,125.86508202907021,176.42097711417134,282.75451844380126,149.53596896457634,104.29214996828631,130.2112447261107,41.34816686819665,210.02483549236686,136.25413668147306,126.3387223287825,426.0947651003623
ENSG00000002834,1144.3322640560575,1538.2708733776044,1039.734606401633,1300.3126993944454,87.23634025752189,2076.5843366609447,1545.609132144304,1591.6689762220412,1554.7499291407985,845.0352618666508,2036.7832948738803,634.8346017906146,980.1496498113999,923.7861786713654,1225.1835356941442,1082.71685630003,1229.8825128885223,1846.2198012536442,852.2186646902555,4142.543622664568,1058.558964847168,1189.8513802622927,1614.6491265667669,1416.7680445508847,1148.268803190252,1232.097242448654,836.4283631419639,2360.761391013326,918.8335288768437,1269.976617652762,380.9636509224838,1357.1220493840735,815.906051815148,1116.9210882166476,3769.92348713898,2832.505192911253,1338.5540012612462,1241.0206390240082,1470.8337158835282,72.16843868056569,1970.6843907467362,2562.669681608112,1452.6446439352328,1292.0668206172013,1311.5909291951127,1589.6571708142867,953.7731037477355,771.3072534484651,741.4845962508497,72.2395415445829,1219.2038859547554,1007.5534687477095,2154.3176614440404,1174.9380125221303
ENSG00000002933,342.0023128299803,255.9732986463505,414.9733617230189,190.58444466154262,6.112407693649017,341.7161477849329,311.12073633386507,329.3392570500354,199.86924230584071,296.40040603729244,392.0649549412252,635.9741033500022,356.7198481309663,128.9441033448597,274.583807410188,241.43434045917883,273.21398083471144,282.795387015811,338.8875331780258,372.57363114191685,395.46525064071517,256.2335190785429,259.54058078063673,314.9846084481573,315.38202465266886,236.1974018385055,295.320454465898,232.2665467037693,292.1145335201235,258.26405495247513,380.1956089429241,368.9878683513859,480.71903462372325,377.80539833569253,279.81346714280494,412.26760201507824,287.38560141015523,333.5695686981958,333.769073142846,7.83299152309833,317.065951122362,252.46631520307392,312.9992801641131,338.2484074024805,260.6229589221504,241.54898280374007,247.8852824095195,522.6811395377273,153.99953059799478,5.759350447384004,301.226966918804,253.33100473405318,322.9700600978231,356.2582522760878
ENSG00000003249,240.97902937061338,292.6805153969184,43.43665031690385,127.54433515043121,5.6446205817960555,292.3732179342029,221.42642108605918,246.35405847220213,108.69725327547754,257.76494372940033,195.0105751614688,188.04199123673476,284.6242041085268,238.88159939579754,135.4689038525401,427.83749846278334,200.013800159122,199.42970385361588,178.02079537281088,556.6275834149948,255.1691377326913,179.13904426393356,223.84097159763772,260.3594076026795,219.80631199155303,192.04621737820898,245.11506521589882,360.6276798691828,206.28512687881354,189.75856521524182,316.29037961278993,196.4190608577674,200.9340365717564,163.02746043739518,265.4756655581769,235.76172040375334,184.41632825836973,301.96622489278406,280.3748698769008,6.441745291254968,172.02521006922413,259.34751556984787,124.70470299738317,226.17313230801514,136.51518233214168,251.7771797706101,173.01093690099162,172.20330428376607,87.61927190134891,5.574776528869122,160.5802326406132,194.6487680569675,174.04340563033583,41.39876118043956
ENSG00000003436,60.70533598007718,45.08642321663443,250.21307485220626,29.916910493897323,7.857325091862131,48.86779278651148,57.90909589105878,40.5654388244415,57.78126028568104,51.42748308347135,41.96934968202487,36.03767057181523,37.5457375135867,55.261988266523915,56.876716780546914,32.576206899126944,45.779164119716185,47.225464258262164,48.2693173565022,23.667517725827086,60.03524654169135,14.317133514445723,60.99178645666744,28.635959963665133,45.08545205607647,60.32379175203946,54.62991623152745,29.95554528552937,34.98648195673186,67.8685839856658,30.821875448207447,43.761525934993344,39.5783000686245,74.43753275069747,37.51600581052439,39.352671027696765,38.53527204079658,38.65268041884831,47.40586797719041,12.859271247544449,44.23766531198061,51.82898204576884,95.13334166894428,46.176304949758304,46.44535237173238,42.62526643700063,47.24206375800375,34.43758003633378,45.358475828317964,10.776862393252287,35.13037831289536,42.767027348186815,40.548363300666374,449.3711175683545
ENSG00000003989,595.7735430274549,536.2209970588872,384.4446417018247,662.6802569451614,53.83156466239523,605.4390588847845,499.4782177177633,892.4650567301186,1146.0709468381765,108.20437816334838,920.4420289252439,92.60616607448388,355.6793858000551,106.32867272434918,645.4724215914694,353.3789165880715,772.0233482871184,829.1972364155512,391.332660728649,5294.210729284726,868.0655646672342,1785.7774677039517,582.9180107185708,1085.4266212249868,149.28677128638543,977.9018308020932,138.10464006268776,2225.9517307264287,87.86314731861555,455.37467044053835,93.56829906259938,1494.4926072786984,93.44362677253449,447.70705986864,504.69618938206247,1458.97242071504,757.4740698130947,509.95312035611306,535.0887383423227,58.828317278061974,828.991818082249,1063.6244939566716,375.6174111448831,412.2210844710846,572.0775655680117,1177.2011319350015,545.5154764052076,187.2451729944615,236.85069563601104,35.94185439511804,1202.1289726069656,692.913933651274,792.0227294848733,271.9907409704862
ENSG00000004776,82.48732866751412,53.4093519081848,8905.888290285604,47.72979225273114,2.8139982838013546,64.29166574164775,67.81675007027205,89.96537708652711,105.54690596679474,42.43770516302006,37.720221802192306,67.53263637176904,34.66658967421348,109.35266304252283,69.17095366667036,32.58619697422935,78.17440084364286,65.30635896185879,66.01532038299328,37.664906149583196,105.15848574890653,44.40680966733485,88.02925448025434,57.431918341157136,65.384594041475,72.61796475830778,106.80550199990843,25.327719389839807,68.67812875449896,86.44996860626837,30.93136370179117,69.99254466466888,40.441696192525306,152.873872221185,43.48637301785922,42.20631083719016,54.872537211955354,37.88944513545302,92.26230832595209,3.583489077037717,54.576091384187734,33.546719711662085,134.76762411665484,52.06118128761423,99.65131158987914,72.0973780172771,129.35961430226922,36.58849571136573,1361.1011008455237,3.095427486285403,38.639920856127844,42.54844115917613,45.24340563818416,6919.220293042928
ENSG00000004799,223.48592416908792,135.33408973765347,5923.577267547553,186.71275410534022,51.195192813337876,144.15508121069885,153.4595404757768,253.00397004701676,349.06417612606094,47.95145216278752,123.31018780396353,179.24487962826424,68.87295589458257,127.4030213942637,187.7653570297817,80.55919350811622,143.7352310526818,150.64526932514465,95.27633572642694,161.11896909332577,248.38312525240633,84.41629874298252,177.5239851052093,156.79397593295437,144.23548594948272,180.66417184493778,180.000278934146,64.47185077512576,92.1832200031671,247.44618830797273,45.31774420758425,225.13896542059035,63.533827023174375,316.0520806010227,99.99503849704813,156.22833231136775,144.52372888802483,95.86777870638498,192.40555905423363,78.95742003873595,153.15775340100382,81.94463487351162,444.00809576977866,179.68255701700656,327.3862282592661,177.68095345563125,333.9698610551856,62.95111575061682,1248.5309770898925,110.88114817031406,126.0165371358761,178.9302372979245,173.3480066088043,10319.297974589883
ENSG00000004838,63.96848483260039,59.344866728307764,15.846746281723467,92.6509972006922,7.024293381133602,67.20328603842313,73.55743392652255,112.45074339243257,191.28117644850272,21.97637098150353,111.48328250959995,31.214778603985902,55.029234698120256,30.725053089143596,110.17042771052125,70.45256732749122,100.4608515480845,59.157247583777504,82.6590708883951,195.69546726348028,129.0189969928306,219.9607999048198,84.20638675815422,112.66891554210918,41.31470297386682,111.58238673517434,35.954192813879786,128.66610594845272,19.868258449382814,55.17377526651441,14.034230043681504,196.33975581164725,25.15437766215316,78.66770291645899,80.5287297135401,115.05438913331047,113.14302894816308,72.20419939784611,71.02483023706219,11.22301613012914,166.92586134474632,115.18084467013858,77.64524839035349,58.19759002030984,88.75283320685901,153.07738013905256,90.45359521845693,26.86411020357334,27.97653565781437,9.878561972778629,108.66434550285504,133.46628341718974,107.9786692325544,15.585140116962421
