i_doc,doc,Topic 1,Topic 2,Topic 3,Topic 4,Topic 5,Topic 6,Topic 7,Topic 8,Topic 9,Topic 10,Topic 11,Topic 12,Topic 13,Topic 14,Topic 15,Topic 16,Topic 17,Topic 18,Topic 19,Topic 20,Topic 21,Topic 22,Topic 23,Topic 24,Topic 25,Topic 26,Topic 27,Topic 28,Topic 29,Topic 30,Topic 31,Topic 32,Topic 33,Topic 34,Topic 35,Topic 36,Topic 37,Topic 38,Topic 39,Topic 40,Topic 41,Topic 42,Topic 43,Topic 44,Topic 45,Topic 46,Topic 47,Topic 48,Topic 49,Topic 50
10,c56cda8a-0755-4715-9c46-5bc6280a5bf0.FPKM.txt.gz,0.022723319091568047,0.017720445336867424,0.023100387446401482,0.025444057098256017,3.374573777071837e-05,0.011181686942634978,0.030654340724880387,0.00900969555579128,0.019075899604018662,0.06253607120539725,0.014115056628335117,0.044741868738296234,0.010454667430584968,0.017091895651661953,0.014287164891096797,0.010878899949823485,0.013577131607804578,0.006089513303325671,0.01376160977319558,0.0015298689053082134,0.018844224635346903,0.001009299206866451,0.013841308432070746,0.006687808769611911,0.018445112415803388,0.015095076903095774,0.03344452687592661,0.007067210148448488,0.15752063126833318,0.015854198319825426,0.00017759491834717285,0.005625930158627654,0.024083261446172868,0.02771524274839597,0.00878180497452335,0.013709452489989246,0.009956381334350953,0.011477790114151579,0.02165284892601334,4.984400609946402e-05,0.039716858726362554,0.008288741232812138,0.016157544916644166,0.017474398162559295,0.017453756454740645,0.01211589260388731,0.011932764559823816,0.056249998711628564,0.017423891260744333,0.02413927965577782
11,8970e6da-5904-483d-8770-0ede67f98cf4.FPKM.txt.gz,0.021200448246791702,0.01999144431340205,0.07919226073937444,0.013930955482810089,3.55762346381476e-05,0.01143771922328583,0.02609421002379323,0.011576628746788088,0.03501811661893851,0.0017495701276117452,0.02133290697816642,0.0137030331551248,0.010270443929893338,0.009890298335231579,0.03219553243286437,0.009673681927486025,0.020415226550367854,0.015148351567579443,0.01767735112215245,0.012682543179247581,0.035691126562635456,0.010706931970607417,0.02139462786754116,0.023929202889015403,0.012822563281418,0.02645097819211549,0.006778766261499094,0.011243376573161889,0.008326236717645664,0.02548606853752316,0.0002548886045755479,0.040413253341779524,0.016017564798738896,0.023107400135271395,0.01044504318265763,0.016181349014203747,0.01939192512583681,0.011525430468290175,0.01482052564994376,6.340365237800004e-05,0.01769959114140996,0.012461061059467211,0.018036748654973973,0.020363590597543547,0.02294685174653521,0.017464777055963696,0.020399580553057774,0.017451225581973418,0.11459343941656097,0.020316172430128305
12,74dfc8ec-405b-4ffa-a282-daac57bf4d01.FPKM.txt.gz,0.01608803812964973,0.020700024760854165,0.005870249964001459,0.017440581191101697,0.0002292032622569021,0.027089810921962883,0.007917541502025522,0.039255754579914405,0.010595725558803334,0.018537414444185153,0.030202777783048463,0.005316016979402082,0.02186291464005615,0.018145787855036222,0.0223652522426138,0.02943496849503451,0.020257667745339023,0.010210262415593844,0.023209317998012957,0.06057558040015196,0.01595703086340001,0.0010284114553881412,0.0253223629091133,0.0388530491912255,0.018563035870988658,0.027264457971519093,0.01345074411141437,0.038080166893205834,0.0012844788559903905,0.023352262142889445,0.0009347435010136041,0.01192208269009579,0.015850969368819724,0.011202026935802906,0.02106915285515328,0.032784748715585725,0.04079161827901913,0.035593265889694074,0.018419432436024796,0.0003990350064569661,0.0031335941880784386,0.032792768792734434,0.02267839859140389,0.02253633718464504,0.011716249545233263,0.040813873708767934,0.04887914281709756,0.002585926539431792,0.0030575670304239166,0.014378174790338727
13,ec27c2ca-312a-4e06-bc8f-ca8cb085ab3e.FPKM.txt.gz,0.007781060062297288,0.007280149870654951,0.007326106172549773,0.0060145727213881325,3.020926858395089e-05,0.0073371328010486975,0.0050712480097239235,0.0077202329781365,0.007083872168476064,0.0012447536801183294,0.00882774455526039,0.003465212340975945,0.005275151597461008,0.005144742798353327,0.008964375533379578,0.005645188014911589,0.007813082705424818,0.004801271829308949,0.007104647085937116,0.6904159254204123,0.009015312022516217,0.002990375199584681,0.008278950362964856,0.010906325982502994,0.005750406486448828,0.009642630324493301,0.003615740248443701,0.006872999953876358,0.0002997329965309518,0.009841061089167217,8.522928871612685e-05,0.02089817290070937,0.006776668491115515,0.007962445336780734,0.007834637552686187,0.007504356026476111,0.00831270662892285,0.005552665517871483,0.006532047170375898,3.950975484797004e-05,0.001677284152738489,0.007056250508946461,0.007274661969952116,0.0075662729548869895,0.0056283724236397,0.007766130069038472,0.009090742986020101,0.0015269906340004541,0.0028648035432337193,0.006489837808109501
14,78e16228-2d9f-4e19-bbd2-b0bb85e8faa2.FPKM.txt.gz,0.022911844757263426,0.028273051449806928,0.02142240118420222,0.0186529366494906,9.032351590780699e-05,0.02163244188908056,0.019236006131597323,0.02227007048966455,0.02617436158248335,0.0015803294682273437,0.03190690101645397,0.008167876563055872,0.011428285441090098,0.013757327363690841,0.02933053750063545,0.016904691851213034,0.023595506784977086,0.03576414542886118,0.01996043503687897,0.01517660476508984,0.02646262387718013,0.007928508691122976,0.03239026993251093,0.04333304120543899,0.016577594807179696,0.03155013750019201,0.008081042518171645,0.016859185314796223,0.0014781276487657593,0.0278389229303345,0.0004997259065805537,0.045789391870542345,0.01706971806896929,0.022013778741032202,0.021446165315724422,0.02547466781105996,0.03116091191364078,0.017327935872768804,0.016972709609727472,0.0001641274558268544,0.01678519453768041,0.020512425474070686,0.025288633939364483,0.02010001052873972,0.020300602144269035,0.027670382405652574,0.03785262565058029,0.0038022191265176864,0.00917170266725659,0.019861537664632202
15,512b0f65-4ee9-4d01-b453-075499fe9d83.FPKM.txt.gz,0.02231196981710657,0.025525130105715887,0.06420313882101109,0.012910622154807434,3.0120091263643418e-05,0.013109551873663852,0.05443231634043921,0.011569175836260607,0.033007422916479345,0.0015161727889768,0.0144062922679763,0.01862353076155237,0.01038011650865059,0.013291834513681927,0.01914359875502383,0.010493650384469292,0.01617649677266917,0.014017690947762337,0.014734571598568832,0.03361938476690994,0.02920005921850768,0.002780071408323996,0.023233522229361807,0.011983343793428127,0.015345699479106972,0.0180965773111926,0.01273931884459691,0.009184733077862953,0.012242974027787882,0.020438874462899336,0.00011162413476940981,0.009271358956640895,0.017982290048357087,0.027465307006918967,0.014083070737332838,0.015339609346119595,0.016913508104638215,0.012237431931796392,0.016605794721700224,3.754039402659538e-05,0.10400937759644528,0.011835164294620877,0.023986190109215166,0.017438784679131063,0.027985505380897568,0.014969218010333527,0.017361148842436284,0.01694432737999593,0.05122158090569726,0.025453205542869544
16,6632e6de-5170-4096-a298-078b6bfd3760.FPKM.txt.gz,0.021332262865773517,0.020110063541452866,0.021283501148117587,0.02849408963117426,2.9595396785403467e-05,0.02114007919245741,0.016149142425551766,0.030106236928546304,0.02154185935544818,0.009401798256659079,0.020319324292470003,0.03278629372664231,0.06497038573084528,0.02220907799043633,0.017153608106890327,0.027864518001467546,0.019948722541888314,0.00929500454110439,0.01968275532147074,0.006536752684058769,0.019877388471182936,0.0006670175233070543,0.018695295934316698,0.018497221393995556,0.024668893174328386,0.022117048372993452,0.01078404310214994,0.054018980574759665,0.022567830662134983,0.023663313008594658,0.00010083979428532602,0.006004937854305854,0.022870087452218718,0.01957792597146331,0.017771217047308302,0.02321914506859835,0.022704131072680385,0.022725258168226035,0.02401742900324048,3.7680388908603325e-05,0.011363310466093329,0.03139057871130064,0.021414669592781866,0.02145631884974462,0.01588824776408879,0.019074220934832208,0.017659903406251804,0.01957695847953174,0.02311509015552348,0.014119945921612503
17,b44cdb13-1812-4bf6-825e-edae5bc5376a.FPKM.txt.gz,0.019465927366726345,0.013808637567240555,0.007721552285604622,0.01505206095918822,4.8871886943684554e-05,0.017051658953005068,0.015240277918376214,0.015268498942795847,0.007807536931065163,0.010499458344688859,0.010832933470809858,0.07372117593374844,0.03453213107129363,0.030517739588201524,0.00806875224918985,0.02660387361619164,0.01321431716086374,0.004317539909830764,0.01655511202830648,0.0012270138938529982,0.010083785511787811,0.00014941697682914858,0.010560008066357948,0.005199689114845911,0.03177661755940016,0.009706140027920047,0.042715166304827974,0.01693332252990981,0.058793067290580536,0.01291604228087401,0.00021165619439173655,0.0020698923335559774,0.030807221514549333,0.02044000588892527,0.012081427181111814,0.017827225215697018,0.010349282045140951,0.0210457872788251,0.0330684209215915,7.047112403367704e-05,0.0069428376875624595,0.01400341789553546,0.01595717870266277,0.016971851796145573,0.010244037769121566,0.011254320041027641,0.007898642546969278,0.20838250423148502,0.005378725478459202,0.01460676841195184
18,e54638eb-8b35-4cf1-af4e-3411dfbd1ba2.FPKM.txt.gz,0.00434724988103869,0.004475132747711754,0.007661502133228781,0.017775220024487566,1.2012421185016134e-05,0.004420683535936227,0.007260861753229391,0.007504513493604786,0.006531934028725644,0.027987514163843964,0.002509239039818702,0.005046410472999493,0.01745204033280272,0.007223979643232594,0.003165108338699518,0.005779567330642196,0.0037721377139791606,0.006304285780136261,0.003867508673851419,0.001142356558520159,0.006118622276726555,0.0001907807841799938,0.003070299924723117,0.003105637213299384,0.005298998547912655,0.0025581026703347157,0.011649614151796835,0.011806274102138496,0.0007166679502151351,0.00378087019457089,1.3582863356913418e-05,0.0013475708571003926,0.006117637338857728,0.004227634536131292,0.00477298899689555,0.003564328093008749,0.003404236004863025,0.004426592832172881,0.00505677273910314,1.2187526459661854e-05,0.0018433398233876834,0.006014507172923794,0.0038227759821848092,0.00341605676648361,0.004165596649445687,0.0032017830269075232,0.002831481742083254,0.001395691537454014,0.007732873878976168,0.7400972357486323
19,c8c58445-3c7f-4c98-85b0-6a707c3d8473.FPKM.txt.gz,0.024343038294047575,0.02623605926011243,0.04099131978503719,0.021271219452874645,3.734126580597296e-05,0.020233984490422127,0.0178107433543638,0.023221314265265136,0.02812154343844398,0.0027394778828065203,0.02340812173865795,0.01632485339417018,0.023099117771656266,0.02017267683934249,0.01973571714515754,0.018870595322073417,0.019905910816921193,0.011925899930078369,0.021042444021412806,0.007616719772794415,0.022854837107212325,0.0018122296718299405,0.023784670392433652,0.023816043305283082,0.019965590318130746,0.022606407077447776,0.009943860901438707,0.02222368654324228,0.0031826023816404966,0.026556438686341468,0.0001914064409953696,0.015015278813084914,0.023122306798149375,0.019478685861185212,0.018556281843714228,0.02324694817055081,0.025643921084862558,0.02115076304652422,0.022153774094762466,5.301431797781507e-05,0.005491798869741919,0.02756331239769262,0.02597742545306019,0.021552122790180876,0.01589986326881246,0.023797600865358322,0.024169336829943655,0.008299316469910582,0.09509575860462423,0.019686619352423718
