i_doc,doc,Topic 1,Topic 2,Topic 3,Topic 4,Topic 5,Topic 6,Topic 7,Topic 8,Topic 9,Topic 10,Topic 11,Topic 12,Topic 13,Topic 14,Topic 15,Topic 16,Topic 17,Topic 18,Topic 19,Topic 20,Topic 21,Topic 22,Topic 23,Topic 24,Topic 25,Topic 26
20,c3ed7c7a-b80a-4de2-8dfb-b60bcf336375.FPKM.txt.gz,0.05839098746618762,0.03610519660515445,0.19349630417682553,0.023124141761828636,0.00021690372158253066,0.025000127013178344,0.03910723111183399,0.01984298112776034,0.032820514673469095,0.02402848326763272,0.027146951191091392,0.02895585422535232,0.023711776485646343,0.05700703354246129,0.062336512342078314,0.025599356261566092,0.03646583628248575,0.029356999326766126,0.040291429746460335,0.009853252521330815,0.03250678383215296,0.06991332844913921,0.029538774664994875,0.024353520730454888,0.011151746880039889,0.03967797259252614
21,24d7f10a-ac34-4f7e-8424-d2fc0d32ac58.FPKM.txt.gz,0.03952472031060406,0.07006881397609192,0.08130874158722588,0.019130625744870438,5.002259063548296e-05,0.017859973317061854,0.035029109055215356,0.020679546686594805,0.0321254381338553,0.002769428337317816,0.021396426394882116,0.17736666631368112,0.02309001859054106,0.03106250113830543,0.048318440679533836,0.012180461172703588,0.017855240430348123,0.026346988107417497,0.02818690214699242,0.02643022272020735,0.023156626181618862,0.039042741178829624,0.020986925318919263,0.023961683320222023,0.1373486500207128,0.024723086545612057
22,e6981360-42ea-402a-aead-f6f2b31ef30c.FPKM.txt.gz,0.03260640357224632,0.051969226091333094,0.15493522376897867,0.024522151821764798,0.0003232161238851457,0.038202020872995096,0.030129279661100572,0.03402300549385487,0.06865915315636024,0.00325266496238683,0.04079650786464305,0.045731213473430274,0.024170869567343045,0.017423849262965623,0.03520101587605956,0.019345917251815725,0.033723803226016986,0.04374649812194958,0.02901186547704653,0.046353176081226063,0.028235250100797443,0.0029188453580648744,0.03014001520555971,0.04683856354158891,0.08505324041561237,0.03268702365097457
23,ad778372-ad13-4d11-ac15-900de7d9637a.FPKM.txt.gz,0.04376603038637461,0.027141292482535554,0.015643430107167306,0.07108799014913894,4.0755049404788534e-05,0.034187345697752405,0.063563327659599,0.047908756830752845,0.01745902781402311,0.03548754793793744,0.02587942626872658,0.026259261153560896,0.06593327777670133,0.11713463237389496,0.015990096847260056,0.10558536071080249,0.037173176941088855,0.029363303185773706,0.06466802768457752,0.006673587615309928,0.03131862723330829,0.0006325409433911152,0.039491288740945735,0.02664568219343928,0.009892367235256194,0.04107383898127713
24,3067f41a-e3f1-47f5-9545-56d54fa75b98.FPKM.txt.gz,0.046745728098315356,0.041471413309784315,0.0830377710211559,0.030642860459120253,7.03851988046777e-05,0.027693859194641554,0.05013474921849816,0.027051893309319536,0.042437827886152135,0.006184701411456669,0.03606558021898606,0.053920596265893024,0.029628994365862228,0.028858792463058437,0.049326422863717224,0.023209922513129668,0.03844850598307593,0.04214511537976482,0.04815715659085941,0.012911318998588545,0.03501980212317676,0.0069885796562143875,0.034154537359656734,0.040022996273900234,0.12197086249013686,0.04369962734673111
25,63b48baa-7826-4b1e-ae67-7cdbd36a4e92.FPKM.txt.gz,0.02771311649081071,0.03977896292425125,0.0051766403634916506,0.02894487856586034,8.444874623744074e-05,0.04931733421783611,0.03138743807339809,0.04382943444522881,0.17754215961389647,0.015751947855823678,0.053451827349253384,0.022388503940323358,0.03577333443594315,0.016964954861019167,0.02378346303656178,0.026491012129491693,0.05144975513837179,0.05040528037153365,0.031108070194848625,0.08151453467743218,0.030492304988952883,0.0066276176752434034,0.03961879412059115,0.06205939447172017,0.011031335593770461,0.03731345571810856
26,720b9121-0bc4-4ff8-8a36-f146fea4da3c.FPKM.txt.gz,0.042473150332283195,0.07300729910331501,0.03982069116755084,0.03249442899721629,4.265325708485333e-05,0.04112668380118766,0.03518026482701298,0.04489056679288555,0.056464404763409304,0.00475169302246888,0.048028542456805844,0.03842423461337299,0.028378394655961262,0.023145230132116622,0.05858309717419803,0.0204280785823478,0.033858417622692136,0.057516417216537635,0.03449087615070584,0.0819240901281202,0.03169646687692527,0.023558504035261007,0.041120532662323066,0.05730439714103414,0.014030713544061149,0.037260170943122506
27,2656413d-a5d2-4812-9ce9-a02c15ab04bd.FPKM.txt.gz,0.0176168592772617,0.011396926907746357,0.020284619515296646,0.009286981115590943,0.6986880862611015,0.01186034328552809,0.01647475325531389,0.011214798752284842,0.013555901346049972,0.0026901583127523325,0.01605938031684701,0.005438897410673416,0.012055018354984437,0.01414023564188548,0.008899295006452286,0.019771727302958054,0.0175206139953479,0.013231431425954355,0.017592838435587215,0.0029256595660728407,0.014239860649126131,0.0002857036894993286,0.01737116943912215,0.010066639143523607,0.0006339227353150226,0.016698178857724715
28,8e5a3c88-35f5-4620-86d7-53c014a2687b.FPKM.txt.gz,0.04527426167545174,0.03300958450658655,0.041725479326166874,0.0372880589852799,0.00035941352625874236,0.049808898138839874,0.04778346264127719,0.04139576612264351,0.0499813472787408,0.008683896937215317,0.0695811257808985,0.0319831914969042,0.05194297171408141,0.028701148184806034,0.030125359319206277,0.04742543114354635,0.06558830678607004,0.04903734678434487,0.043814763982895764,0.013242664175699899,0.03688396760029363,0.005969900839856947,0.057808417531848504,0.051356178243099376,0.008436842400798096,0.05279221487718959
29,915d5363-e343-4154-86cb-dbef1a586192.FPKM.txt.gz,0.03638254999049444,0.013303330729423695,0.0057454481092742765,0.03700559083063726,0.0022918213788182536,0.024441432412448758,0.03719281316449741,0.027200236680744186,0.008402748295991289,0.18557387874387832,0.018324635932878475,0.01684524195431774,0.04128684028223434,0.1686727439281951,0.02385774679768668,0.1413347472638779,0.044973821588053325,0.018990147737963776,0.04192100782326008,0.00385861381924447,0.01937929725827291,0.001064316860744775,0.02779360067054918,0.017317492848706904,0.004405213379546001,0.03243468151826048
30,7c4cee3c-a8d6-4016-84e3-106d18d1c2e8.FPKM.txt.gz,0.07053447923456697,0.04256410468737252,0.07771421253460173,0.026051745004914917,0.00013320646512787222,0.029988477014066085,0.04889229962024006,0.027995902512226563,0.041417285990427384,0.024693645067463636,0.034384872271463404,0.025799062159712494,0.02846900178007259,0.04775456453740671,0.060790378743729306,0.030902049801581597,0.04206023042079384,0.03617668172860853,0.057033174856198784,0.01040708465275199,0.035155299264628216,0.06988645451693397,0.04521876143410291,0.031594577512320726,0.006743045228199673,0.04763940296048772
31,3ab61b3d-13bd-4fca-ac15-f70acbce447c.FPKM.txt.gz,0.027587773920489694,0.017083002475839503,0.01256175773089274,0.022152880875534593,3.4943969261968735e-05,0.017846266827656485,0.033804152819373275,0.019772722927290456,0.012466959226885663,0.024719284269249013,0.01722543336363908,0.07639540677554485,0.03566698399597358,0.06011382152933116,0.01121184643349622,0.04304003354938079,0.020054148305238235,0.016328503855651353,0.03731964189684454,0.0035164932856081646,0.029251228519406192,0.0004299993654306786,0.02525573312809255,0.01605821169372653,0.39381194563700817,0.02629082362315457
32,2d3e6de2-dc7c-4078-8d1c-aecac52b4a44.FPKM.txt.gz,0.013695864023617724,0.011805349923260818,0.7815088803728397,0.006974966233094846,0.00016677592615850273,0.008077264506639554,0.014206589223708628,0.005772067603577704,0.014509583059138551,0.003009887138005775,0.0075983889142798855,0.00956603796837668,0.007373586457976659,0.010428007179398043,0.013367744934352662,0.006488551614983209,0.009349042435470675,0.008876657863693259,0.016251537872242306,0.0020220618109092533,0.013993289568987684,0.002972275673445999,0.008666654233996391,0.007514247683816333,0.004273085243882815,0.011531602534146328
33,00511204-3512-4a5e-b664-60271e968903.FPKM.txt.gz,0.003373285313024712,0.004076336692632897,0.8466464331760752,0.07654650883374563,2.699161539379766e-05,0.005016918194040132,0.0046143308480904,0.0033711935990505567,0.00643551894814682,0.00119877540152067,0.0042286267677283575,0.0013859756634449559,0.0025867951523618478,0.002158706278973078,0.0055122913848767215,0.0025313910809634473,0.0034892529455136227,0.003192068097275897,0.004938467995460057,0.001198206265219706,0.005682782777835392,0.000508512538766248,0.004155702647035537,0.0033276733287825244,0.0003922809107588926,0.003404973543283014
34,f1d5de66-76f3-4911-a877-3571069649a8.FPKM.txt.gz,0.03281640117914463,0.03068965219953908,0.2163731587616999,0.037318231478531874,0.00011605292244134758,0.037939521820254604,0.05107902951445848,0.03681160765383075,0.036909086941516865,0.012643080142124464,0.03006948579588459,0.03489636543833117,0.04384657189686732,0.047920951505322974,0.0269983632302495,0.05316760997762759,0.04311557168889118,0.029296115172030228,0.04966742368292627,0.006949129876376629,0.028409761844073334,0.0020300329586422083,0.03569980337805781,0.029649763683058824,0.011208305382454103,0.03437892187566419
35,e3067466-096f-4bea-993f-b0469a7e11e3.FPKM.txt.gz,0.027052751257858353,0.03385852801224141,0.0033342081644340622,0.05267670774853819,0.00019841875083575353,0.1536749837316178,0.031623069721187565,0.06836866057906059,0.030233753324957816,0.0328484359000876,0.05545743899215164,0.020643392128350327,0.039398141207472974,0.018790344557180646,0.02916707292603112,0.04512618128167046,0.041669766710036436,0.04043326568198779,0.026172328220026783,0.038358665358295685,0.02112119259163213,0.02198970776477827,0.0804707189715874,0.04127790278673459,0.014158062633674525,0.03189630099757009
36,67418961-d894-42a9-ae6a-21f41e6ca9bf.FPKM.txt.gz,0.040958309671152826,0.043191815683243734,0.02559406791790852,0.0370410647145787,0.00020611808981927008,0.04212491734898985,0.04274450118420139,0.045151128568670346,0.04534703522960083,0.007128865206871763,0.05309513294025218,0.019522376806770082,0.040090404612898776,0.02717153803001916,0.04630742854645299,0.04663523227998045,0.05500874506756758,0.05308497394625202,0.05291288713163249,0.022089424018544617,0.09183321441950451,0.0037177551088956413,0.0497349268522355,0.05346838579083567,0.007575912372622774,0.0482638384604982
37,96ddce60-2be5-4f57-814b-35722aa00fd9.FPKM.txt.gz,0.06446347919070423,0.038312539947961875,0.24314372155816982,0.017402101965019047,0.0005187913739075632,0.019682491078611683,0.04118705633321879,0.015946277569147526,0.04312789787751475,0.006058294221384665,0.023036347639446803,0.022501952639493786,0.01794592001685133,0.03296171165445547,0.10387245960375405,0.015241663029384412,0.02872410783675552,0.028970514166961368,0.04016634363908044,0.00935405334229378,0.03945426886460296,0.05246828009966215,0.028817720934445946,0.02367421808458092,0.005771176739620654,0.037196610592970365
38,e8201ee9-2e0a-4a8e-bc99-6e2482da919d.FPKM.txt.gz,0.025872460948422688,0.03460702226864795,0.0036837139288922365,0.07237378607140926,7.549015986436546e-05,0.04873321737265232,0.02788657868934903,0.07544100267663292,0.0429299440369752,0.010999523911460465,0.045637476885910806,0.028667764483696477,0.08226060416993619,0.03547841474114879,0.031660019914201545,0.06725593550865613,0.048322140714291834,0.045764223578902044,0.03447905744063187,0.043283890951317655,0.026994978403109136,0.02082245601591038,0.03641102136609885,0.05259989185020511,0.019294326399581146,0.03846505751209572
39,bf247059-bf60-4e1f-a865-6e715e2db9a2.FPKM.txt.gz,0.05379771184195104,0.028005974802555365,0.020951235311459874,0.04263923076960107,0.00011366377209864031,0.03503371718347177,0.04284696258123746,0.039022518550101234,0.022602599462344452,0.023733810314878086,0.034753904408364136,0.04160016996112154,0.07221563787190605,0.08536128404507967,0.028828915576923766,0.08141568837725957,0.04293409094711818,0.03096086036128884,0.055035577889962856,0.007485603027069275,0.05100743133861204,0.005392097529231893,0.045962263660098764,0.030226358113338004,0.021657078397135137,0.05641561390579139
40,e91a54c8-5b35-47e6-a65d-0e3b07b31d40.FPKM.txt.gz,0.018801439253077524,0.012519786461680404,0.7238388682059131,0.008790295824894365,2.8955145631593166e-05,0.009769949336236716,0.016818302886328258,0.007274104832194113,0.01529380004742459,0.004151448158126827,0.00897968490535216,0.007684174316543052,0.008381425854019756,0.014745253885289094,0.018170773729294647,0.007961927330620731,0.011624280990400885,0.01065504854429831,0.01880138260714993,0.002227719738489155,0.015253463353001801,0.022231736777000053,0.011207130297535485,0.008831303322265983,0.002253359469639475,0.013704384727591798
41,7f2c3de9-a1b9-413a-821c-02dbcad4ea0b.FPKM.txt.gz,0.06723561151170802,0.031000413677318983,0.0806659386451495,0.03317936076308137,0.00013861322459441023,0.02997719805227241,0.05431054949685575,0.02944820782848522,0.031011571730623716,0.01570437453188651,0.029254737600025,0.016942066402535497,0.03134004309937623,0.06631866040618416,0.06517220104677661,0.046723160828027153,0.04896032908195359,0.03411895732802015,0.05522618040266309,0.010872801757424166,0.044253914176279635,0.06062310737589175,0.03885078398076298,0.029409682513957626,0.002736992730203659,0.046524541807942923
42,d6bbcaba-61a7-4360-bc15-1426f8eafa82.FPKM.txt.gz,0.04552226824595084,0.039734882152804865,0.017236599216271194,0.029805220984503975,6.625943122298598e-05,0.033073756159223366,0.038569281369955674,0.03667670096297491,0.05475696107125703,0.15107756382777154,0.05047858209528284,0.017789707680226113,0.03019259339872698,0.02148000801325329,0.05123963327281599,0.029134299673227334,0.04828773367494249,0.049411931425173354,0.04438596208120787,0.01894944865666276,0.03307865102169794,0.011730196343761136,0.042256557713475494,0.05113757280296721,0.009605695338320213,0.04432193338632262
43,ab1f0023-6b52-41b6-9867-87599e4d6d60.FPKM.txt.gz,0.020136542602771736,0.03708669342524009,0.00688069215586358,0.028035657166320654,0.0007215504579806962,0.035032477216190044,0.025328734430264878,0.026818914965761637,0.01937783342609719,0.004194492631988145,0.02961754194303284,0.05143543022333724,0.02184046553852164,0.01959972821972085,0.02251724400396883,0.041435203178829864,0.02554650085956482,0.04108133660832231,0.023427763941263564,0.037875069763404656,0.0211976804062892,0.0010319569402628401,0.024411357367733037,0.02803793262340298,0.3752758676216079,0.03205533228225873
44,94dcaa51-315e-43d9-875c-4c4ae2e9bef3.FPKM.txt.gz,0.0033625631538513785,0.005030620356001888,0.0015113529417050077,0.0393826291447096,4.9875199485390655e-05,0.007106680215054846,0.006747789621259681,0.0077551985256487195,0.005098042430166515,0.08535527337160827,0.004371852489649091,0.0033319515162613827,0.008545971108603204,0.016266388281914283,0.008480406223902157,0.013592678293504749,0.006395321654902522,0.0031755686387258497,0.004544731980139798,0.0012674881881970595,0.0024745347486019907,0.7484425773857706,0.00789607461231561,0.004838284400411044,0.0011757122158593545,0.003800433301750046
45,6a818968-d75b-44b5-8b1e-53ff8274ea92.FPKM.txt.gz,0.07284619953562729,0.05185019292065298,0.1341231806570615,0.026214752458522138,6.215750928056632e-05,0.024574244002043177,0.060796532308889435,0.022594580885150824,0.030325749267617937,0.013494023586678328,0.022939493738652315,0.07061965157727562,0.033068273689545805,0.08037650509704514,0.050125311907840926,0.033206995779333934,0.031067346048726345,0.026555032470404846,0.051398312074246555,0.006282207090616289,0.033934948606502154,0.005643340077445916,0.033981528614145294,0.02393539231820713,0.016860039072867317,0.04312400870562024
46,f790ef4c-71bf-43a7-a610-4006a4c0a42c.FPKM.txt.gz,0.022471382149805135,0.029812110499337557,0.009489102452362749,0.043334076557764854,5.8464907166996566e-05,0.053507097651593755,0.03303849075343824,0.04040189853318208,0.03232523598765609,0.09968434991153849,0.029814700607978473,0.023882858322547305,0.044553608135318536,0.03429585166956963,0.08018068459347709,0.04912126319512869,0.03277099824944344,0.02455230165864311,0.031178296101702117,0.00866283085412583,0.018525017573490597,0.11915185062331295,0.062307661002492416,0.031767177278307836,0.017465361976212308,0.027647328754403656
47,ee6beadb-79ab-4f2f-87cc-bba566e6bc24.FPKM.txt.gz,0.016710814329071365,0.0175843031515318,0.014239647278411404,0.5253486742312278,8.634338373887676e-05,0.015456434929305285,0.021964532839590285,0.019310028724412592,0.0175525964323884,0.02640243470247633,0.01752480819086665,0.010390292855460654,0.018498331366562773,0.02119012828601994,0.016334500470522016,0.022809509353666504,0.01888477820969341,0.012424889218121031,0.021985554922400754,0.003190310609047366,0.013548838771254096,0.09121533057865286,0.020206480054594824,0.016403235526303666,0.0047745087792510936,0.0159626928054285
