0,Topic 1,Topic 2
ENSG00000042832,82.3405683785778,37.652837260238826
ENSG00000047346,7346.780770251602,4585.508910054646
ENSG00000047457,5401.474509230775,9194.938052659421
ENSG00000048052,556.5664611566492,597.427392427154
ENSG00000048649,3682.2850530341548,3583.253577721768
ENSG00000048740,2302.9869682198537,2702.930664310126
ENSG00000049089,3678.663093600873,5249.187926769725
ENSG00000049323,5660.173975800353,7829.020067412643
ENSG00000049540,8101.44736104319,17407.901868760782
ENSG00000050165,8797.626344253149,7594.287949924528
ENSG00000050344,3319.9770219540246,5786.244025252503
ENSG00000050767,206.72520967274482,474.867783499497
ENSG00000051128,3576.5771456865996,7939.545814755018
ENSG00000051523,6631.6387120094905,17192.306631640677
ENSG00000053438,2191.5731805595574,1116.9401196321398
ENSG00000053747,3567.4466220248232,2625.550272052704
ENSG00000054598,2677.0095681850235,6431.644447583124
ENSG00000054793,11209.696869448106,13275.439518343803
ENSG00000055163,2812.1114013473752,2625.348619163077
ENSG00000056736,5346.19998017392,4023.089180183084
ENSG00000057252,3461.0341102931384,5175.220035662593
ENSG00000057663,5695.165923924189,7957.627185837556
ENSG00000058056,2454.371573872398,2831.186442532795
ENSG00000058063,3026.5774347791994,4527.35651318462
ENSG00000058404,550.917212307132,749.0821166182401
ENSG00000059804,2882.560055019751,4112.6263739055885
ENSG00000060138,7513.181003881631,11714.497694482034
ENSG00000060558,1931.0671072309058,3859.5467338233852
ENSG00000060656,3248.93527714188,5741.311587185959
ENSG00000060982,1055.3207559917676,1566.4939040026059
ENSG00000061656,747.3419724555088,2211.7541588535423
ENSG00000062282,5154.717820607777,4235.425582136046
ENSG00000062524,83.12505679733422,185.70831729632715
ENSG00000062716,21652.38175297595,22718.426475970235
ENSG00000062725,4371.920803727506,4941.977409036838
ENSG00000063180,2790.328561643192,3024.710974018253
ENSG00000063660,5653.089268722606,10748.166417293158
ENSG00000064205,3561.723772931088,4879.853806084227
ENSG00000064300,2676.2286018542754,3223.497214742255
ENSG00000064651,9950.363233008033,10493.91252806714
ENSG00000064655,2827.662253903392,5342.844372864834
ENSG00000064692,407.3522134854542,424.7673065793168
ENSG00000064763,2250.5178050108425,2205.65074545284
ENSG00000064886,3562.956186011774,11354.580332373496
ENSG00000064989,3131.1103012469684,3849.2375140955332
ENSG00000065054,13028.116988996455,23152.922030617985
ENSG00000065057,3720.8479950965493,5508.903598035687
ENSG00000065320,2304.729435201097,2179.5703669822988
ENSG00000065534,3965.921629352788,5734.2859468525085
ENSG00000065675,264.1661189036846,797.8024638880222
ENSG00000065809,8613.165871193965,9677.47748125166
ENSG00000065833,3391.788158619439,5683.515521712561
ENSG00000066230,150.98228357301585,163.3154797545977
ENSG00000066336,4031.663012890378,9722.925002201566
ENSG00000066583,14018.226133601549,21068.34024830961
ENSG00000066923,252.82685202755766,508.0992693743714
ENSG00000067057,5027.345381376046,11695.237670217673
ENSG00000067064,7308.689817030209,17084.311653277542
ENSG00000067113,9743.315131300234,12131.904137433043
ENSG00000068078,3690.8020856139824,4426.820000259421
ENSG00000068079,11311.151376426133,16151.667460357778
ENSG00000068097,3088.692373721742,4899.0146497654005
ENSG00000068489,1673.186352942759,4645.635683771479
ENSG00000068831,272.17809209184384,851.0885009464391
ENSG00000068976,93.37013607530191,1399.2710390946913
ENSG00000069020,3294.629162728043,2558.989418627918
ENSG00000069702,6358.588173539014,4274.107890539891
ENSG00000070018,4040.584846889428,3417.9351162471544
ENSG00000070081,10772.09546769816,11894.379667035164
ENSG00000070190,1301.3858476885407,2731.358379730087
ENSG00000070404,3880.8419458292324,6170.851832495924
ENSG00000070501,4311.479008235885,7410.254361538034
ENSG00000070540,5808.506893377755,8914.944779578533
ENSG00000070669,3758.45205488997,6017.327455848798
ENSG00000070718,2940.2241429905625,4210.355082870296
ENSG00000070731,4722.221430671829,5541.307709168754
ENSG00000070882,1224.2902580732923,1966.9831149910926
ENSG00000071539,2147.0093406922465,4941.099367713089
ENSG00000071575,6564.1216347182135,10144.198390705842
ENSG00000071967,51106.1343995682,29478.22362975693
ENSG00000072210,9442.50643702768,9329.33743540658
ENSG00000072274,10249.549431101876,14845.936048270501
ENSG00000072310,17116.59978916068,31315.142782767787
ENSG00000072818,467.27588248753614,1501.311949233681
ENSG00000072832,1600.581445791369,1583.4751170568193
ENSG00000072954,1108.5783360104047,2398.2364929066725
ENSG00000073060,5839.422303409143,9066.771005255621
ENSG00000073111,5627.861843495205,11202.908318532232
ENSG00000073150,915.6137808619123,1335.705133351864
ENSG00000073584,4663.957683684505,6927.499851533132
ENSG00000073605,960.6897116445216,2709.1421860511136
ENSG00000073712,4551.253282618282,4490.704895866029
ENSG00000073756,879.3544297777842,1488.748358619779
ENSG00000073849,4811.983803817931,8142.881305991941
ENSG00000074181,11628.855401944631,21668.008390979718
ENSG00000074201,12994.552300692523,15091.310549204412
ENSG00000074219,8240.564496418732,15611.636766246205
ENSG00000074317,40.0758683487531,40.76608518483209
ENSG00000074370,7553.486929312973,10705.908688348047
ENSG00000074410,40734.70918983151,32755.055621757456
ENSG00000074416,6602.799095830216,6655.707993491389
ENSG00000074527,22255.371025959812,19064.30593275001
ENSG00000075275,12583.227244053785,9767.771301843462
ENSG00000075618,7207.412417394959,20980.67221475466
ENSG00000075624,659085.1161381714,1149259.6437189642
ENSG00000075886,2685.5361436840176,2105.8329322358304
ENSG00000076382,2545.635420948645,5538.811361118821
ENSG00000076555,3042.9371605020356,2049.760564568727
ENSG00000076604,8375.496692012279,17996.46282001265
ENSG00000076706,11950.545138113075,12123.328637247765
ENSG00000076864,2699.2651725125056,3996.7981151063773
ENSG00000076924,6921.8070223926525,10587.87115601828
ENSG00000077009,14.56744858617639,122.47457516349164
ENSG00000077063,635.7456524293276,400.5629046349886
ENSG00000077152,7353.498618498833,18991.049403617668
ENSG00000077157,2321.144082306939,1561.8263551568857
ENSG00000077514,2610.8257992996805,4308.484816526965
ENSG00000077522,74.57152613489848,1540.6833226010028
ENSG00000077782,6297.047507821144,11518.177433115401
ENSG00000077942,17003.160055636137,27563.109414080154
ENSG00000077984,1639.2398572022048,6537.74572967826
ENSG00000078053,1193.0728604433154,1026.2426875314306
ENSG00000078124,2509.580798699091,3198.1207195316188
ENSG00000078401,3826.9049920874204,5152.29517782805
ENSG00000079215,1908.6877299996513,2070.945814406749
ENSG00000079257,6625.4402333122625,8550.872135828196
ENSG00000079308,11128.345361338612,8719.455058057783
ENSG00000079335,1622.820498081214,1466.2939812735576
ENSG00000079385,3729.142476932177,4558.1424909681045
ENSG00000079435,8677.005622529843,4595.979632801027
ENSG00000079462,19133.54458788803,32342.511740453396
ENSG00000079739,8876.851400967742,13482.686716589025
ENSG00000079819,4582.959758837173,4954.44718266551
ENSG00000080007,179.77824916573078,187.83993848662703
ENSG00000080493,933.6517849908021,280.76345760179004
ENSG00000080573,3765.0998549938336,5846.069188004766
ENSG00000081041,2164.504880626122,1955.7188753582361
ENSG00000081277,1907.2483365100488,7823.080169433434
ENSG00000082074,2073.9206009381483,3818.31029899802
ENSG00000082196,3089.1579212083907,3468.339229721646
ENSG00000082397,2313.4846442209177,2380.7213113162393
ENSG00000083168,5452.648596612802,6380.240297627997
ENSG00000083444,15296.836709675068,28965.924054605173
ENSG00000083454,94.1221705794497,372.21309636097794
ENSG00000083720,5414.94748636206,6930.090127064396
ENSG00000084207,42730.095854032385,84036.98288155127
ENSG00000084444,11949.37601007496,7871.622746987572
ENSG00000084636,5030.210401509168,10209.723368548428
ENSG00000085117,7504.754863171598,14536.601812193756
ENSG00000085377,6026.733576100652,10548.23012284336
ENSG00000085733,25318.18920866524,30783.249381229187
ENSG00000085741,1732.7359644071814,2111.954543757413
ENSG00000085788,4261.346358119847,4799.191033992112
ENSG00000086289,2750.399040172027,3275.8358705085234
ENSG00000086300,4349.005159016717,5195.144933912581
ENSG00000086619,2940.1909055580354,1983.084557874042
ENSG00000086967,28.179274083208565,545.0495342763257
ENSG00000087076,2944.108062968107,5471.030710393263
ENSG00000087237,528.9557020147744,687.5301717371225
ENSG00000087250,61.833177549872225,96.89757006846075
ENSG00000087301,4063.329560829128,3528.6730785531754
ENSG00000087586,3746.8620718619213,7049.740287858134
ENSG00000087884,7250.449692654776,7043.221254737832
ENSG00000088002,2160.393423088202,3736.844615580052
ENSG00000088325,8284.87336166022,18192.848668765346
ENSG00000088340,348.5494136838004,574.1032657739752
ENSG00000088538,267.3626856436839,228.9796386090148
ENSG00000088826,1393.709670598046,3662.9404337942924
ENSG00000088836,900.4571300100688,2056.7340724515393
ENSG00000088881,3586.3034617071344,4417.2869617953465
ENSG00000088882,6429.089954713548,12817.908032859345
ENSG00000088899,1243.8868706285916,2542.409176275586
ENSG00000089127,7240.970995739327,11081.060116958546
ENSG00000089177,5308.994010046301,7253.1868031406575
ENSG00000089199,26053.66524152363,727.0707066851957
ENSG00000089327,16634.576030363496,28508.753750145108
ENSG00000089692,435.25666447395326,1913.2782151911817
ENSG00000090006,4234.2698581065315,5313.429100849933
ENSG00000090104,7154.140970460367,11294.958180900083
ENSG00000090339,5126.235278531547,11718.29154086642
ENSG00000090376,869.8070440248413,1194.2541300230212
ENSG00000090382,31716.941746342767,79444.82811588803
ENSG00000090530,1199.558244535311,1334.402636632439
ENSG00000090971,4725.797166026205,6969.949050856566
ENSG00000091129,1192.9531442440639,1052.109826941867
ENSG00000091409,11289.176889456186,17037.30179971897
ENSG00000091490,1722.2800416575064,4435.472876124311
ENSG00000091513,1676.6805727275807,3397.7598242521117
ENSG00000091583,41.90564491133481,186.57938037959806
ENSG00000091704,80.24661250697079,58.94649737126967
ENSG00000091947,9927.116419458167,11804.947080813943
ENSG00000091986,9447.004401874632,16173.836902622616
ENSG00000092054,102.72718943168633,3100.5381379623454
ENSG00000092068,13549.9977801221,15940.973315331054
ENSG00000092096,4214.1267560172455,6060.148024501434
ENSG00000092295,209.29346895352072,432.01743924113885
ENSG00000092421,1489.2608462256305,1345.303914864502
ENSG00000092529,90.82448735836387,165.99850554506858
ENSG00000092607,1295.5248645645272,1563.5710389517653
ENSG00000092621,5605.260342566697,14411.607536302963
ENSG00000092758,692.9012616858465,3545.383364784742
ENSG00000092929,1408.5388537793478,2774.2315642181734
ENSG00000092969,3014.171808436722,2207.99562731684
ENSG00000092978,2742.475003198947,2667.510132392752
ENSG00000093072,3713.999942354925,10172.60752349551
ENSG00000094804,1861.1533924561409,5130.772218103394
ENSG00000095015,8427.21701229535,8335.561886360912
ENSG00000095209,1568.0122467194901,1443.7889002768902
ENSG00000095303,2245.400525653012,2821.4528114763602
ENSG00000095321,12274.438436773795,27611.606225894422
ENSG00000095637,8402.061127637355,3810.488849035376
ENSG00000095739,15440.601109548714,30552.691039038964
ENSG00000095932,98.59347238368107,134.7523750248271
ENSG00000095970,8409.413131059971,12364.15555974471
ENSG00000096060,4402.314903690543,8802.234794177682
ENSG00000096088,114.46684252675058,1451.5772544983781
ENSG00000099194,83870.7977055098,111559.8727951016
ENSG00000099256,2033.226825744347,2144.6865391640445
ENSG00000099284,6463.30521460689,11400.877804671518
ENSG00000099337,4679.6586428264445,7245.561182511274
ENSG00000099624,7862.615468338263,17075.4585855994
ENSG00000099822,301.0967026178274,349.6189831779808
ENSG00000099849,5611.078102334196,9792.663252756363
ENSG00000099864,4197.412373958569,5603.479490128395
ENSG00000099953,26011.438668401835,43435.27912147744
ENSG00000099958,1290.9891819351233,4893.495667755481
ENSG00000099984,54.23239315274304,84.8050400873226
ENSG00000099994,3166.380729298406,10081.719544335027
ENSG00000099998,3624.2087489692494,5493.168995405228
ENSG00000100003,8574.176317575828,6524.366909006139
ENSG00000100031,1413.367417160521,5703.375458378554
ENSG00000100033,316.40367033914936,757.369588002485
ENSG00000100142,70.55595835751511,81.97672678255148
ENSG00000100162,2011.8457573736805,3929.481072972619
ENSG00000100228,1691.3573038851027,2671.3952766476705
ENSG00000100234,2330.05910832636,2080.541638427018
ENSG00000100285,1096.1175228060224,1517.105582192258
ENSG00000100292,10335.627293515767,16940.412027983246
ENSG00000100304,12187.77903172857,16194.91411044178
ENSG00000100336,1422.5432521745709,2461.82709334404
ENSG00000100342,7749.601388993525,23701.69564639627
ENSG00000100385,1736.300328496268,4253.618512641563
ENSG00000100473,371.178221055022,854.9197157515771
ENSG00000100504,10525.680268376353,9330.468778394705
ENSG00000100505,368.96445345229273,305.9354372461482
ENSG00000100526,1774.7470614953813,4948.557611941074
ENSG00000100604,32420.272521584266,2695.774296261115
ENSG00000100628,102.30139291651737,421.26891202039366
ENSG00000100918,936.028786009967,1453.1694956922786
ENSG00000100968,3713.021361729571,4165.350331957874
ENSG00000100979,12750.32619569962,26308.10357863344
ENSG00000100985,7873.573455552699,63952.50607374936
ENSG00000101000,5832.395191424477,6167.282197456214
ENSG00000101017,2258.9719062161425,5146.342635534836
ENSG00000101049,489.78023046903957,216.04464335971517
ENSG00000101104,2505.223295493005,3180.7033941949526
ENSG00000101132,4131.129982550027,8220.691052220274
ENSG00000101194,596.9601670386979,1752.204317895764
ENSG00000101210,22442.88488737997,39445.42589159643
ENSG00000101213,3485.6789624148096,5329.749370838773
ENSG00000101224,6303.85948980788,12535.057810433367
ENSG00000101230,3260.9848687376993,3862.350277293976
ENSG00000101298,1205.2942478046,2389.621679175368
ENSG00000101336,2733.653869574683,4810.182254603539
ENSG00000101412,2979.22523666969,8262.413328777775
ENSG00000101439,44670.938590221296,56643.81350115998
ENSG00000101443,45479.49240483678,37415.42793354924
ENSG00000101447,2434.119530684862,6942.663434670073
ENSG00000101460,5113.686800091735,8073.225612015309
ENSG00000101470,183.5386822420398,4206.705168674725
ENSG00000101605,386.410311439284,873.6382441093122
ENSG00000101670,202.27314860055938,372.79947298782105
ENSG00000101773,8910.161180263138,8050.468506162508
ENSG00000102524,1650.4914126651595,4163.644671976379
ENSG00000102554,4177.962696627209,6672.409413714623
ENSG00000102575,12406.30766975178,22131.960123229295
ENSG00000102760,9726.400754201206,17733.835275791556
ENSG00000102802,2456.4009291678462,3657.238364266838
ENSG00000102837,4263.091427295303,29942.7025057794
ENSG00000102879,2889.479524381612,10287.507638226482
ENSG00000102886,2367.2222230810403,2836.421851410708
ENSG00000102890,5542.232402266322,9612.16820846701
ENSG00000102996,3775.603802349194,7284.258131307967
ENSG00000103024,13182.202851092514,32360.34848182445
ENSG00000103034,402.68617246618174,863.8147443636464
ENSG00000103044,1187.9722574725727,1334.4592550828017
ENSG00000103187,5121.635958451112,18493.93564478561
ENSG00000103196,4723.6725843868235,9095.444205646501
ENSG00000103253,825.4835525608426,2169.232733616208
ENSG00000103254,2463.4027574403913,6324.440240801199
ENSG00000103257,7705.858157584423,24809.808935910147
ENSG00000103260,6790.839494932163,10898.833740418531
ENSG00000103269,1344.0999143938263,1497.8603866955175
ENSG00000103316,303.649354075181,840.8009929368111
ENSG00000103485,1875.117300063784,6930.867217329903
ENSG00000103490,11599.40130993513,17134.978540927357
ENSG00000103569,542.3031186291598,972.9851298196967
ENSG00000103710,2078.853498856263,2580.294346514869
ENSG00000103888,1501.8138996405196,1956.6236623973525
ENSG00000103994,5064.140427694489,4924.7500388660155
ENSG00000104140,5846.1314406313895,16935.744782070356
ENSG00000104213,5775.912347757982,8570.369470540589
ENSG00000104221,2902.3756571678305,3031.4167540412404
ENSG00000104267,24923.203548892707,18364.468093602947
ENSG00000104332,22664.52161351866,46169.91314634997
ENSG00000104341,21579.172791073066,64380.06887095079
ENSG00000104368,15932.636795685172,16473.688696981906
ENSG00000104369,1192.739560762969,1746.47365405996
ENSG00000104381,5241.883919173277,4147.440216631541
ENSG00000104419,13710.346626661863,25008.090646825814
ENSG00000104447,32338.937341742363,25809.448994671373
ENSG00000104490,2893.305819444634,3468.917302502995
ENSG00000104524,4488.1763393468855,7804.05282594578
ENSG00000104549,9532.27002229714,20131.219384970405
ENSG00000104611,3124.330474337498,3819.24161121173
ENSG00000104723,4867.828507394809,7595.951088187064
ENSG00000104738,11087.156674774375,15199.84894500573
ENSG00000104763,42667.025558930516,41755.19416453391
ENSG00000104783,3046.810957796071,9009.810741652047
ENSG00000104808,311.3042099120683,777.2931833720852
ENSG00000104814,619.3108746226304,2103.2244599267738
ENSG00000104833,205.84681050572877,453.5282994183299
ENSG00000104856,2824.642294940161,6559.940713382673
ENSG00000104879,178.1559725765928,9394.519199227087
ENSG00000104883,1852.1359118941084,2909.358407795364
ENSG00000104894,1372.5086997344083,5287.889597804869
ENSG00000104899,359.26017766624824,713.8311459205531
ENSG00000104951,833.400821586467,4371.312908162284
ENSG00000104976,6779.325103552214,10641.482077597826
ENSG00000104998,3459.4397934469466,6650.089309278069
ENSG00000105011,4299.656674733424,9770.824623021288
ENSG00000105048,5274.989417575844,12779.123746725625
ENSG00000105088,3628.6199838182065,8103.5618698229855
ENSG00000105146,288.77576036559236,501.4594273522682
ENSG00000105171,2596.8037750892245,4201.8981460098885
ENSG00000105173,998.7899670794753,3261.3617774525405
ENSG00000105176,9465.413435134917,12785.94327881098
ENSG00000105202,25630.49809665481,53520.526606785905
ENSG00000105290,2350.074688806274,2529.682093866852
ENSG00000105357,6840.625828387237,7637.349151075547
ENSG00000105369,1163.4002837717376,9942.363828901855
ENSG00000105374,1635.642151076263,8451.011537301247
ENSG00000105376,145.02692004540134,220.96617206652658
ENSG00000105379,2100.574624958775,5145.811340090062
ENSG00000105427,2502.9121843246417,6816.889956674336
ENSG00000105472,4654.0014092148185,9349.454537366742
ENSG00000105519,3757.7209737931234,9432.387181298256
ENSG00000105559,4675.754714361938,6890.400206832133
ENSG00000105619,5763.752778411229,13424.768658032437
ENSG00000105639,702.5984738260008,2059.5042653722858
ENSG00000105649,2047.3932533811646,2514.6049397042234
ENSG00000105679,29.049300798212773,4.015003653309605
ENSG00000105697,212.09111791925034,467.6800537571196
ENSG00000105737,272.98197085508207,259.07564881394336
ENSG00000105810,1979.4925073239474,2019.3264994846272
ENSG00000105825,5393.840395776177,4736.629990123556
ENSG00000105835,4780.028011451051,9428.933484749516
ENSG00000105849,3660.267939395599,4807.156391152218
ENSG00000105894,20111.904190408324,12775.0595508563
ENSG00000105971,4414.588702386947,3733.7382455597785
ENSG00000105974,24576.37726246835,18211.72902562342
ENSG00000105988,149.06323031894163,109.30105332295263
ENSG00000106003,7877.713376444392,13618.079656715903
ENSG00000106025,2462.300451179545,3025.919806279021
ENSG00000106123,624.8777264748772,1645.5103662297606
ENSG00000106327,287.99117851302674,605.8706010022752
ENSG00000106333,12551.054128579804,23567.224462838873
ENSG00000106366,12700.06600770654,17037.96801345222
ENSG00000106392,2059.2359493547874,2150.6333674503467
ENSG00000106462,2314.044354962745,4869.938864027405
ENSG00000106483,16602.309539352987,24496.84532724744
ENSG00000106484,5950.847492267655,9625.00230982517
ENSG00000106538,13066.197631568017,19422.882787965245
ENSG00000106565,16501.539988387744,32017.68712918512
ENSG00000106631,413.38628534109455,310.3850295215199
ENSG00000106688,8293.092254830626,6139.697400619679
ENSG00000106772,570.1951395391185,475.0816773219463
ENSG00000106799,6483.396790433372,9031.133014287838
ENSG00000106809,7547.990200017082,5672.975837272264
ENSG00000106823,4609.113892478302,3648.6423740776613
ENSG00000106927,372.3685415830658,1198.7284220485783
ENSG00000107104,3218.92940006951,2205.9057530621662
ENSG00000107130,2319.7155570552018,4452.672758443819
ENSG00000107159,857.9759065061036,3650.4729295354628
ENSG00000107201,8079.712410226899,10252.745577240861
ENSG00000107262,7402.443219312838,9180.800658793029
ENSG00000107317,4018.388503764841,10713.793843148453
ENSG00000107438,33584.20556585299,44437.76439095262
ENSG00000107551,1391.0297502576605,2875.9397362599257
ENSG00000107562,12709.822715191971,18334.754621192427
ENSG00000107669,4827.974264297195,4152.923765226226
ENSG00000107672,4733.231439235218,6871.608121860672
ENSG00000107738,3062.8148843567897,5665.120057596615
ENSG00000107742,1453.2109852659937,4790.253411039841
ENSG00000107796,68599.6665919548,80259.29943097311
ENSG00000107821,2220.932834434301,3197.903710694443
ENSG00000107833,8756.21572863979,15799.962438770617
ENSG00000107954,1755.0439600062257,1890.8457059111192
ENSG00000107968,2194.922094298645,2938.898443344662
ENSG00000107984,976.0687682264064,2555.603347992895
ENSG00000108021,7324.5470965998575,6295.907372783251
ENSG00000108106,2760.2977442114397,7139.785193368577
ENSG00000108176,12554.785875323534,13372.8857231461
ENSG00000108179,13713.679840038149,33934.016048107405
ENSG00000108298,186497.70977714157,467695.7573356779
ENSG00000108306,2545.200245803514,2381.301099273089
ENSG00000108309,868.4090128155424,357.2100449846896
ENSG00000108342,146.50434369702265,110.31896083551565
ENSG00000108344,12443.787766032166,43489.32227608532
ENSG00000108349,11780.646870218387,19467.163347682013
ENSG00000108352,1821.9778103101219,3026.7836059531087
ENSG00000108370,497.30537655757297,610.5621041767188
ENSG00000108395,4956.384046326079,7092.638472572755
ENSG00000108439,7241.162648481057,10250.079865027275
ENSG00000108443,3670.8129588019483,5583.754397888704
ENSG00000108479,2189.22079916832,5053.749235525008
ENSG00000108515,310.9829815294799,2062.2262708616176
ENSG00000108551,8301.170773173248,10981.339385272833
ENSG00000108582,8848.450990105754,10000.875628858266
ENSG00000108602,316.22949453128956,745.8007325732989
ENSG00000108691,8109.931468988526,10117.001403769451
ENSG00000108786,376.52206336436427,713.8132947894749
ENSG00000108823,133.8104429727237,322.05553706715557
ENSG00000108826,6680.079002198938,11128.699302415305
ENSG00000108829,17278.723573183353,37520.04174942286
ENSG00000108830,843.9601062171896,913.4684529761777
ENSG00000108839,398.333453153989,306.15951211055125
ENSG00000108846,1487.2455502993137,2583.2336275610874
ENSG00000108852,1517.0942338228838,1136.2410502352093
ENSG00000108932,7076.721731302093,5046.117039405011
ENSG00000108950,979.9947698711215,1899.0232389064047
ENSG00000108960,6645.813739331288,4586.223553194771
ENSG00000109061,71.56098891555268,260.7386679950875
ENSG00000109062,62996.92432792316,125836.216404352
ENSG00000109072,520.691301222161,735.0272079065584
ENSG00000109084,6791.694128515024,9792.451044105737
ENSG00000109107,3882.3399404600677,5366.90625986295
ENSG00000109436,60976.808286663654,37928.20782791446
ENSG00000109452,3514.788336672101,2864.5939055641743
ENSG00000109472,21302.10196275991,32283.423095728103
ENSG00000109586,11788.31152214334,9863.84511098397
ENSG00000109610,5095.298683360871,9283.29616257021
ENSG00000109654,3761.8940012016888,2877.3330922798314
ENSG00000109814,23163.433901682853,19493.327659365525
ENSG00000109846,21563.203951616055,27939.934120748272
ENSG00000109861,3121.5901468738352,7906.018072799436
ENSG00000109929,3937.029528510564,5577.385012044465
ENSG00000110002,3499.48014346708,3984.401269037049
ENSG00000110042,1849.9413444952656,3983.7612697801105
ENSG00000110076,182.65224805003646,390.5189509296562
ENSG00000110080,3430.3106586302897,6868.868228259765
ENSG00000110090,10095.939360988674,11028.001254053019
ENSG00000110092,71067.14415151345,77290.15160423322
ENSG00000110169,3139.664169959571,4879.581880308656
ENSG00000110245,65.32144018403474,437.80812613094093
ENSG00000110400,3250.4445319416127,7900.522478302669
ENSG00000110446,2393.793542632162,4804.59503981977
ENSG00000110492,29608.00099861636,69255.65927285045
ENSG00000110660,2472.261430312415,4238.319771404788
ENSG00000110717,6876.970893014656,13157.351525259757
ENSG00000110719,5749.628052029081,13236.45130615398
ENSG00000110799,12420.294280604901,14861.041906590808
ENSG00000110811,3558.29806122782,7007.005862842812
