0,Topic 1,Topic 2,Topic 3,Topic 4,Topic 5,Topic 6,Topic 7,Topic 8,Topic 9,Topic 10,Topic 11,Topic 12,Topic 13,Topic 14,Topic 15,Topic 16,Topic 17,Topic 18,Topic 19,Topic 20,Topic 21,Topic 22,Topic 23,Topic 24,Topic 25,Topic 26,Topic 27,Topic 28,Topic 29,Topic 30,Topic 31,Topic 32,Topic 33,Topic 34,Topic 35,Topic 36,Topic 37,Topic 38
ENSG00000000971,270.98954491593673,157.44557242301735,1632.4238029257763,47.86449323785816,42.33555493550101,296.19816333154097,165.80884635086431,169.5889387168785,365.8943779392324,123.18484254964872,163.2405438676496,225.2949214946342,143.81517514172248,127.71418949622051,199.14588001114387,201.38568350997085,215.5095850753462,252.3259324177806,232.93928894861878,101.82715730753222,187.82847855310655,145.16335509916766,350.62214126923124,134.88141584775374,381.86929654443753,290.7129627528322,156.47415461078782,188.9586200215957,195.2004069264532,251.25421101882654,47.6429182930346,194.1476227243491,264.6011294354005,472.5520769738722,181.69443819450828,185.12103077647706,180.02098749760881,184.54205078084001
ENSG00000001561,229.37411819627664,167.35103582046617,456.6350082373091,231.2178512087138,51.7645059702337,256.1364140495327,185.96629609004802,277.5409524403999,245.53861334254412,96.80058951845838,318.63793655085794,95.98240514291552,222.7098173149838,172.07621399154294,301.1868219524492,163.54499051567075,188.10526364188058,268.91712619887215,161.66300982677458,817.0296593722625,286.1890529972159,310.3230020270533,280.4060190371396,295.8486531618117,107.55875339888163,268.2550713718682,120.20146252282017,177.36543879550658,84.00586852487149,229.35218129588978,86.05548942126471,344.89141351920284,155.20853352847223,217.33419904789733,162.41681401259362,253.76290210924674,247.54564393819155,192.22845001051044
ENSG00000002834,1627.5497519800706,1716.5000026081502,1734.5050351159618,1185.905928073112,122.5487930053104,2942.1495184376645,1224.567691597317,2866.18656885411,1446.8777104751714,1116.175795764776,3651.3600161634736,893.6874709387796,1565.2016242419936,1428.6771973687842,1811.2950780222827,1362.7825402380502,1684.0294147341156,2841.454051658677,1363.2389122816599,5857.490472071941,1357.5502457767707,2505.900051655997,1958.6110187378933,2476.061748219699,1681.9069748946397,1542.558566898189,1147.2593195827333,1953.3512115664787,1373.4431661483318,1812.3589837181537,108.32450341052431,1593.9450039741546,1490.3178196033248,1357.4323294282258,5197.650386652114,3286.4196591993277,2018.9421872493156,2073.878329880747
ENSG00000002933,407.9823420377814,323.0169678619768,609.8082705669749,267.9732031932522,8.283985816524917,457.41246469488453,230.31271836190993,472.67950358440083,295.37622730552096,422.465897347179,561.7800969513097,728.1871390170592,555.8590056459196,345.6505331833921,443.6832195560079,385.1987077492585,398.2281926524096,403.9526388717623,447.77362257003847,508.7181660286976,528.7255999379943,243.4040271236956,370.72433107196446,413.6149856607713,1063.795324606626,288.05104386950717,445.1439077212989,390.5681481987421,160.57447210586022,343.19877973337157,10.037123206825527,509.6391851379921,476.03539164655655,538.9397641586313,408.1759905348748,606.4751074923898,375.8023621192136,527.2143846809339
ENSG00000003249,271.7357336468769,320.05254709915243,68.51127784050479,171.40830941920595,7.455489490597448,329.17947256838283,170.36148083516056,453.1401387786023,116.26296919208328,402.834643458586,259.00161754555216,261.95919009060714,425.13348736419476,347.73172665382015,213.99280257767032,606.413909931229,294.6666544800998,287.3235651694186,262.59149294982114,772.9238435583305,336.0506010203172,234.47872779102195,242.98835984053713,329.415343282943,343.14297437677595,218.4366572221898,372.2869852642741,362.3017828738911,239.4692850960348,234.22865255635728,9.211008931605644,232.85072860254232,300.4761864895398,147.7810262071833,350.13210446451586,321.9907596363567,296.07423630552205,473.741066310565
ENSG00000003436,84.65610204763145,62.70453833754907,486.5568320535519,12.1873204531364,11.1173498378935,85.30267018158375,59.66346668808227,50.39373768806214,127.02316745746015,66.85519115935158,59.487151837608806,46.77185751464325,50.8343803489284,52.38877146032461,85.91350122198901,50.13733330771608,49.88110087537125,55.16876623218294,65.77313680886283,34.89588595630786,86.30249005555964,59.724668238993644,100.83528991804353,34.161149114890144,65.87486067205882,97.71371152808423,74.82028619510832,64.11605646812473,68.6331620500608,96.76937913754081,19.30717199664103,76.72196630418206,71.49329455141284,218.6095268711029,50.873275932217716,65.15947660932511,52.27982335404603,50.26525496062842
ENSG00000003989,893.0849470647267,765.4504919838782,555.9669653883489,1823.5327615540818,71.10493455336977,996.0089067446468,557.6144617620388,1801.4852440618072,629.7246400133116,133.03256073631815,2760.5976442134024,235.92884465638377,472.78127401886195,350.98927858350004,750.6485170877872,452.6651815752925,942.8327001000747,1253.6715726292823,627.3478646405244,7223.20947248388,1009.9210640836143,1330.7594351141856,735.6934756449789,2403.9927827266088,68.00991505258503,1070.7910806509528,179.14920715970848,808.3065845464683,238.78106661506965,760.0121544049717,79.76103952612273,1388.0382836900133,282.0966778443611,452.81183262581555,910.5249573493091,1128.930685774133,961.8489023416329,827.4121239614369
ENSG00000004776,145.00416878881197,103.744750675423,14230.671421151988,43.499066875319336,3.6179312646887296,242.1282910759376,1251.243860664726,103.87074604989273,314.4894358876358,60.70894299321824,65.68543889759931,56.25169646236201,43.0064239499995,59.21412995132742,109.50641359258056,60.24813250153689,87.5237266206524,129.74832744474446,105.15564157569567,51.1772306902252,251.11284280627513,91.93989965355162,197.0913305926128,71.83591541558492,92.7923519025105,231.93708184319243,182.08324314516258,62.97567053968412,268.5276668378294,174.84604085266793,4.331173652118225,240.29665474809022,127.28962669999015,830.4962726621013,64.7770426385276,79.2932984179874,75.776882993516,42.00427880131105
ENSG00000004799,423.4071317188958,272.7794798270557,13328.32677834003,131.23871948357186,95.14185309629504,463.8752910108959,925.8494713984272,280.82263852343476,1052.647735029364,72.38992509831249,235.79003545437695,152.80120566300903,93.62604375337095,118.8136070107039,282.27918027507275,143.50847041698066,155.40835595143224,235.3617124931911,130.1937202402776,203.82735812744448,481.3027102857896,243.02699916165824,413.09514876624837,230.29050812566703,211.37535793619506,460.6915080193062,295.67748875205996,118.64206923570067,377.5195073505142,507.5759754988503,138.70888608459575,616.5984143811514,208.92855048116746,1839.2056989769587,140.10960438408517,291.5006170608412,188.81552449399928,120.6352959656402
ENSG00000004838,97.7212540131619,93.7307262486506,26.260777544731983,220.96852020351733,9.843274899911073,111.24478011768153,60.44506389808646,236.56899742950762,119.27287930964528,25.61745596567171,293.09841115375747,49.03672713443914,77.82196784642282,72.1817775124626,152.71799378772292,84.49182344696406,128.23288457096052,92.47937065911374,115.8987995864378,282.7770923132159,145.68827324639133,253.0148104000864,105.20344430460409,232.85999324790825,37.09076025476855,127.26455373284904,48.47198097287192,113.3879810906823,44.7456334922739,85.97014852382739,17.467193269536306,190.832358589002,56.174444111991576,84.45510559078785,128.95488613914503,119.1618496785017,176.3577691626303,115.27326206232534
