0,Topic 1,Topic 2,Topic 3,Topic 4,Topic 5,Topic 6,Topic 7,Topic 8,Topic 9,Topic 10,Topic 11,Topic 12,Topic 13,Topic 14,Topic 15,Topic 16,Topic 17,Topic 18,Topic 19,Topic 20,Topic 21,Topic 22,Topic 23,Topic 24,Topic 25,Topic 26,Topic 27,Topic 28,Topic 29,Topic 30,Topic 31,Topic 32,Topic 33,Topic 34,Topic 35,Topic 36,Topic 37,Topic 38,Topic 39,Topic 40,Topic 41,Topic 42,Topic 43,Topic 44,Topic 45,Topic 46,Topic 47,Topic 48,Topic 49,Topic 50
ENSG00000000971,198.1634155649458,153.07182955428937,682.5227456965306,121.0891407766893,27.996345112468003,171.70913364086593,270.0909771539192,126.08367691281501,272.28569198314904,106.13499330513407,135.8082332116106,164.57469816917026,107.80205178026816,100.02832236113632,160.67179312848006,140.592525730374,157.73412589253047,127.78440590622822,154.5147515234702,76.24357326203176,169.64841108512186,78.45606246562899,248.484604438472,94.61676931419811,167.66541583525787,167.96287122132395,102.40652919443092,129.42996615183492,225.28926687089796,176.90259234159527,41.985628100996216,70.29893631699281,159.0558812866151,193.1515341944412,158.313651738681,125.09476398713862,180.5916607565273,153.55242185142131,139.9810600013082,25.89266146512338,238.94935020659614,119.48290487535658,195.8850480204836,155.27173046313766,174.8089529412917,108.7294531686794,166.67841333143807,151.93974511024848,1404.2128258755577,160.5734271675373
ENSG00000001561,158.73620130737734,152.78627175560564,147.7961506128129,114.46217670105118,39.025264767989974,160.2573729796296,204.69650952211708,188.55224092458587,206.8909504913114,68.22029911154462,202.36083211781892,65.10140392285686,165.9533823900731,125.82813999441578,261.01611652784055,141.21456741408883,128.63529141487948,109.52955846525215,118.08428050561479,715.0576638963603,223.8979797572125,215.28435222758802,234.99163766581145,214.50970131399131,109.73317415923827,255.72104352703377,92.23580203785919,191.57893637985399,48.25548470577031,198.13479792443107,68.4191138635341,309.07539226532293,116.04911934131157,132.2010162990678,110.24776731472406,182.40022956397883,200.97075015665257,151.77466578221404,195.2447157128448,34.961233165524476,212.60060558578255,125.73303083510221,138.9684556686094,141.74535148624733,151.5608550424825,233.5065616049326,200.43145075906313,108.31225035146373,469.94846167679475,196.43270691593005
ENSG00000002834,1262.9068550612712,1541.71484659834,916.044355832876,1536.0560643714216,83.14686049303545,2736.5966405639374,1208.9789787109569,1980.619375906453,1202.4567820781022,908.892867164966,2392.6384668395244,549.3084435343445,1283.7913946968413,1112.7367089322645,1561.1665679028024,1190.5115694943079,1282.7083287652658,905.6612215994926,1045.912694997481,5008.945436248192,1006.387928202,1406.541673990134,1797.1244461852978,1714.7487051527235,1377.6168363988074,1562.1758819718916,751.2628765967903,2088.8591009026704,1099.7239440588367,1783.48184618363,89.05164822003097,1075.469145316357,1215.3823203581453,1094.6602276869369,3852.0611144188315,2506.808542002765,1699.6790058373117,1552.0110955084665,1445.431631229355,81.16076129733943,1708.1983429342285,2250.975135745381,1821.8035254059716,1472.6102178215713,1285.311467352829,1491.1779779573644,1415.0665241350073,804.033143975125,1594.3475338432106,636.1384763389175
ENSG00000002933,373.99604547262675,258.1839824230282,432.4428826817963,225.44822813274052,6.2277683952316965,369.4699127543777,311.98026627710925,352.5680460214893,230.84807660854545,306.473279632857,427.3271306285823,507.8931565331318,403.46382285390337,302.7855544135727,303.88355459199454,265.9872551467947,270.7075108057237,145.30425207990902,375.19152791063567,360.9079946296486,393.7848182048741,220.3845219143064,299.3812030296967,276.3940923318116,292.4402100844462,266.459825207435,333.7893681945047,312.6124237258605,601.4504076873832,283.0642680026625,8.985840772293683,319.9918784543449,347.96948890863183,372.2842262604982,296.80668174831334,450.65421141537104,318.51351883621544,394.83666223110913,448.44073965299054,6.782055876503881,431.19397017121753,268.6395694566339,278.9663338847662,395.5178727986356,268.24347224907484,279.143983122441,261.68030582105115,634.1294144357045,454.8865779489912,237.94351699879084
ENSG00000003249,292.29975052474214,226.805576046665,67.04550609812718,153.74019369758327,5.316848090738467,362.8616162639936,152.18370066326284,356.58162530947027,95.50267782776204,298.76474698738235,181.16414158313606,185.11483427865647,293.11894822602693,303.1118924998429,157.05838742965472,398.18377169845655,231.8894337631317,96.04890704437321,211.1284494022467,637.137432574191,230.258754849455,231.69643753275963,219.58781043461295,224.72503065684282,211.38583261949884,208.14107265762973,355.9963820689409,316.84075732576906,282.00939528983366,201.49114700152157,8.325646091526298,170.52986890778377,238.42085959753334,187.22780866766703,266.4960348937352,252.36788388889929,189.70923278888404,424.7140147668738,332.89817528856616,6.442680202494997,146.73211090000098,236.27384333096188,158.15630051024638,217.97066942965054,169.48270060642486,268.8842702730107,259.09840778038307,191.27109029534193,54.08200101658874,133.46178383986083
ENSG00000003436,64.02965765357293,57.727349617300355,179.89930246734312,37.861170170931054,6.2728649071979214,56.01474128908273,107.70728362744515,36.39729383292453,95.93624175103997,59.589074483265534,45.681217536247075,35.67556924615964,41.86984853912128,35.91427710929686,62.48095464033581,36.204104349754935,41.93636754612989,31.083702373382692,46.57270543559188,23.382114737798418,81.86867063050062,24.60875487463025,72.97973193902111,27.822621728606133,45.29469008948637,58.503923268514434,51.080686707804546,45.27155204592814,40.67917558819855,69.67545804521106,15.433289006270565,26.578290553757473,46.900494799670994,70.37505332519326,43.79125231535456,46.2094904003965,47.00457311250318,43.15880607015597,52.1225731082113,12.163636998064119,92.9957206633155,47.57304680280827,66.71283145258468,49.865260590093875,51.43748928936502,43.09617242861564,40.16682757179704,36.07462205172127,473.1388092923002,38.55111745203374
ENSG00000003989,544.767162031112,629.8347212015487,552.0372460174189,646.7934962140356,54.24696790417773,626.2088645816438,467.5593879246098,958.5559422199116,621.6701402075807,102.84180238196939,1315.9994205044025,169.51867375182977,517.7944939564193,245.3999024834904,898.6097512968993,502.00589775652145,717.9401624408916,530.6072011496683,536.1496430198911,6410.631109661363,709.5729680412626,1356.5415586744646,899.4231360843576,2027.6984314449494,259.5035712809955,1140.9709015205697,110.5648525716517,1228.22376671092,77.38650766088476,860.3779035469075,70.90755576841578,1521.9082825509906,334.91585257849596,368.36102712085926,515.8700992011566,1093.127287257826,924.9198880526955,631.3385250884953,408.3479383099934,37.57597748062778,688.2789170560554,1172.3566490546652,576.6769985297882,529.9914254583831,441.67923775123364,974.7614182188388,1098.2263072050484,174.09031181875577,222.6728325655189,441.07571829878736
ENSG00000004776,74.70919928367695,145.72883801218197,2872.8963831398787,64.13468727452802,2.7351466168209297,71.83917619968399,355.4338288290419,55.12890193626801,240.7977918121381,48.171853832623576,45.43164827473407,49.09174434834143,36.02609936872658,46.73773559301441,93.93783921991732,43.1010835506351,75.21297914867911,1002.2655104886602,53.139076180502855,36.044384277101216,205.75613615833163,74.73074933703207,108.23598838772733,57.903662462051365,65.62873829253736,60.76581448597431,93.86129688976357,38.28452646887256,77.155084562087,96.87502318126863,4.397327817023283,82.65656984445926,82.01643710422607,152.77948905883963,74.21165490414057,69.3280460288919,80.6655136660885,40.314740205317484,87.96101976983728,3.6501262604390057,143.04566161436784,31.843803177152115,95.7415064243504,60.27058844870004,120.58351419107785,89.15355487758306,109.96683679349674,31.60589734865846,12674.598618159333,41.35412567457494
ENSG00000004799,195.24653440434662,297.66655203217243,2763.1535685347576,213.5723116556826,50.748938247670374,157.3044526965515,653.2940128605595,164.29588923440542,709.5039972368896,47.309263780006596,154.85377708295553,129.9294501548918,76.54980460816553,80.06319975464332,219.4686998895716,101.07341694168407,124.59703446330053,671.6136329708182,78.85306678572822,152.32678353983803,412.77642371771395,109.03773167819662,231.79640892752792,196.3482167552223,153.78920179847506,181.2893954686112,144.00540653433606,84.91074049571527,125.37110119645688,282.8016368883264,99.30152624366234,236.5873622768367,119.09734799864272,320.127595657213,149.0453757624145,216.02602226559483,205.07745072144948,97.70849863706268,186.0249361683581,103.20632542771857,432.3805527530072,81.63376515398473,279.5053628502106,226.53342017635975,337.51044820420566,185.25473470878987,251.58629340518075,66.24844999360576,12960.228053682897,177.15990330076787
ENSG00000004838,62.84489856802022,68.97575031053813,33.551981383058845,92.63205109828779,7.642432722344758,78.00601820581443,51.85857755463073,144.8174321633529,90.58119564753149,17.585378396951537,147.431501137323,36.31198811601836,73.58722486380115,55.09153277278083,138.91373646619436,87.06383465808439,83.61586701046507,35.92974358337384,116.98862432200755,221.13107423396102,108.14959646814673,161.25047537643076,112.28017222300026,182.5634773524013,61.1592716097497,119.0689451985751,29.084012016900807,135.19140315054113,23.51208446973425,93.55729083638451,12.501895344354716,311.2197558807631,58.296615864159065,76.70584982221953,79.55537137833537,90.19509295186037,141.54409558148646,88.30811600102383,63.29601496142539,9.221902724893734,125.11026567158481,117.62285827243639,91.73163873792062,70.65284375457578,62.231075098015864,135.77190270258038,141.23630415530596,28.03422472995602,18.13059565167469,53.04384860367073
