0,Topic 1,Topic 2,Topic 3,Topic 4,Topic 5,Topic 6,Topic 7,Topic 8,Topic 9,Topic 10,Topic 11,Topic 12,Topic 13,Topic 14,Topic 15,Topic 16,Topic 17,Topic 18,Topic 19,Topic 20,Topic 21,Topic 22,Topic 23,Topic 24,Topic 25,Topic 26
ENSG00000000971,391.4422923334542,246.0781414552715,2104.951902566551,202.39706225729674,85.5562459042875,312.8693396923089,377.3996923045675,244.6811702258288,361.03245756419784,161.05640630490572,262.5775972985371,337.38930011260084,230.0147960656214,180.94378549792262,327.0976003881088,256.4655590813037,308.48138880381646,339.5061416544664,491.70869414709796,157.1563502903391,211.24223140952736,123.20865273969933,395.8841699347685,229.7881874651554,447.6567247498248,329.6355389399142
ENSG00000001561,377.71923072501517,349.88467126381954,583.9510858380937,213.4144708545956,129.401487565665,337.5060709475632,354.2776716903075,351.408299819106,430.0157341055368,110.31053454895284,382.6948394247481,168.7691241936298,320.5210038582872,170.735450727423,477.74653875232906,222.22216970794088,247.4842184110696,403.4488527275903,209.36391452118377,947.9502462514868,324.6726432630179,338.41020893481686,419.91203330145765,336.93138358495344,148.89077617716856,357.4869241196346
ENSG00000002834,2456.0748692087345,3178.1378481136426,2179.864371987829,3104.254312454854,210.87349969176918,5864.058948789953,2982.5322812784566,4135.371350949216,2952.4200311074114,1295.2384210482817,4307.518102719712,1545.2623655848502,2570.061868136992,1288.891014883733,2467.3311191400244,1947.2711843344903,2437.096009308268,4340.470007947651,1546.5967856629852,7010.78916057407,1626.380898657315,2173.036654753243,4251.048030106688,3250.9604753960766,2263.167846417938,1981.3890927296768
ENSG00000002933,610.1137363006937,481.25212199940194,846.9456798681421,472.89668588187544,13.608517049926043,633.019285347376,626.6013054271613,751.9324150391882,459.0341689535154,547.1866551730013,792.8554048222263,936.52193537805,764.2295295077989,570.5027279809647,659.6841958082348,545.4068184766514,559.9181097930663,570.590758453421,765.6937823081724,573.5671844707786,563.6508620882944,363.32741842381614,598.7566452220093,648.5126078558519,1120.8076095933607,485.8467946595714
ENSG00000003249,471.28429992469825,427.9653445093697,88.06782220854676,342.1107118962017,12.788521647446142,579.596363002108,407.3108234698602,671.0409562859144,274.12630202623285,468.6640815216038,351.5158120600069,362.8627139874988,528.097011989275,427.701142673143,237.6751684894986,812.455881719969,420.69705462369916,418.06223178014557,331.1559160503671,881.0643376346371,371.6010855008882,345.6627647430103,554.7184620848399,489.7557911892573,403.5675532651529,396.19157708018645
ENSG00000003436,135.6829041703717,112.37075561544319,697.6542805798925,74.26366174733457,27.53802304415515,103.26855939380157,128.67296799589755,71.01739260080356,134.12968292885682,81.77330753703131,91.17242862561055,72.1777413401295,91.55610086391502,68.63320368380698,163.1648922568221,65.25132080276535,78.72912632410767,79.64326827209146,114.30223871707742,50.19099719410719,90.39750113286986,41.635065937882146,113.85920527959708,56.79773372996613,88.08920519169382,107.40157452111538
ENSG00000003989,923.2913743879645,1825.7698130672338,695.2578508603777,1127.4416230266297,130.5435569683215,1674.0635511569428,890.6011945990816,1815.796875253875,1699.0292424308916,141.7716773800836,2616.0111689922496,510.08495330164186,935.478097038202,226.17250589777464,1273.3383105661464,537.1169790096261,1499.2905423246252,2272.466798584005,634.3677928733821,8111.538547054419,1021.7897273185284,2073.8270698993465,1241.224532076995,2725.0354294401277,126.90412518499345,1194.3071544880838
ENSG00000004776,156.66349458364255,194.64503249001766,16007.616933614452,103.85860534498002,4.761565010656957,161.3803316132465,180.47671189165513,110.12351993358021,193.84550602646738,83.24035037773727,109.41180506878827,96.55118216570538,81.95382700781528,86.37586387141451,262.8504375174603,66.13512850898158,138.20061980547388,129.23187133365758,280.11354607133063,75.06562694270228,1237.178353802079,123.96919627977931,92.86026608081401,116.28503453452092,125.63220084724948,125.47527831029237
ENSG00000004799,496.91255563770244,594.9267983569146,16514.557704362203,338.3480005194271,221.41243078894735,374.859532808854,424.2336068084743,368.8829787797159,693.4337261797709,91.50875730066815,355.5149152645936,294.63809241002986,197.1558656860928,177.1165066833804,642.2601762753601,171.3748535688197,256.4982618703764,309.8059449202444,336.7450858783,290.51867078045433,1075.3665664740774,211.24993528930693,260.6527862977307,361.1699168967707,279.2299390806773,331.4151869451295
ENSG00000004838,115.32409814462612,165.2488584691347,31.677057460920842,152.62325205694344,23.719667098151852,185.57700808278645,133.5910917373583,295.40019722184195,294.4668900835237,28.829966703626507,319.28473194246226,98.02082482197606,134.31516483599012,52.10018314293465,225.49552449409225,125.30818058697531,200.86791271590113,149.92283738019694,132.92110102166126,366.2403131239781,183.5865502620826,277.7566522201659,214.29671828393128,289.71739642276725,59.01399545103466,165.4793550444701
ENSG00000004866,185.79819199933686,238.64877554636197,320.2671870881777,246.81261911511461,115.873506417094,235.46533918924484,186.66647435279594,260.0707359621429,282.0685439788183,154.09635089448741,274.6671074717621,144.9684313072507,246.19393227427116,265.450174749684,222.0834804084475,192.8478649904613,252.98201900215966,240.3817124075295,175.61387350598505,316.8815604794772,118.95108579519345,267.1086430249958,259.620021136402,170.56013730886522,182.826693158875,328.89834829392015
ENSG00000005243,457.8604249916553,543.1587261135168,1958.69048182335,496.0523490166546,47.846718779048544,487.3336467795608,680.488960846676,462.0270993431646,443.15014063989406,213.27148291808916,418.2876934856501,228.20795359935292,437.1815637833852,324.33995357725354,357.5594277185759,268.9341160389874,437.337461445679,383.20396320016874,563.7894426302277,389.4699690604226,478.6536567509682,192.2604379169998,547.6895946547864,483.72159375217905,322.0381483444156,415.59816439042436
ENSG00000005249,618.2656991619722,554.3597650585789,8556.728394389127,624.5120787313141,206.41123907627795,750.7694922094881,536.5724668989599,590.1110174698847,782.5656422600006,244.38469946474234,639.4181924684578,259.9602704830775,304.6950882692585,311.4561963132344,842.8341257232221,359.6133344747799,552.223813971613,672.7862565253618,577.2656455350116,976.4378769504849,637.0597713409722,484.0076833441191,544.3675588410925,478.5588110646238,273.310050251653,452.4568143781214
ENSG00000005469,347.8082860423293,389.0545087768212,232.98966181886345,302.51594714073053,124.14178850605174,370.4636584863178,240.80655807281127,242.9831091403351,669.3007050806445,116.0212115529475,384.41540994654963,168.3896439543614,170.84261521875266,189.83847714802172,450.1525514131929,177.1493399759784,431.075245234387,448.8830702550433,284.85510664517227,324.5782323638012,195.42599654792923,674.6866551191652,409.9529450193143,457.7958803819029,183.63908196891268,329.63240205673077
ENSG00000005513,99.5012998636051,23.725219620354142,29.34352598121385,48.34890444875998,2.7993970720707475,24.22196342921632,83.17303032193794,32.745559332154315,14.728930588450224,98.95976522416443,18.790179943194246,108.51980869677661,103.23044624905197,496.72892932381046,20.399524084513175,181.59150248132775,48.057052468720926,28.085023167131734,74.00498767963626,6.301815474765402,26.17873058640961,4.15027565295063,55.11790316800251,12.165413877147564,288.8131674458607,62.46812889711675
