i_doc,doc,Topic 1,Topic 2
164,44caf0b5-d05f-49fd-b8ec-c32d0003c5f4.FPKM.txt.gz,0.5823559190056576,0.41764408099434247
165,a19d9498-5d19-4aef-9db9-d62deef77142.FPKM.txt.gz,0.3451809135550285,0.6548190864449714
166,f641a19d-8497-4bc7-9df1-5228adfd5334.FPKM.txt.gz,0.07739204257559551,0.9226079574244045
167,96b44e28-67a2-4781-a85b-c82fe528157d.FPKM.txt.gz,0.3168037762122665,0.6831962237877336
168,111d998f-4133-436a-9990-64cb293a986e.FPKM.txt.gz,0.16429400259145346,0.8357059974085465
169,9f29fd2f-3231-419c-b7d5-dba6457e523d.FPKM.txt.gz,0.08045326689482699,0.919546733105173
170,4a775326-e623-47d4-b105-d32fc21afb8a.FPKM.txt.gz,0.1559162711116924,0.8440837288883076
171,91f35d16-88fd-4729-b4a8-09d26f20ad86.FPKM.txt.gz,0.31714266985281414,0.6828573301471857
172,1943018e-c964-4fd1-b23a-92c1202257b0.FPKM.txt.gz,0.4640825807385577,0.5359174192614424
173,a1218099-ef29-4229-a2ca-e4f69287f31a.FPKM.txt.gz,0.3647338533523857,0.6352661466476144
174,9ce4048c-b607-4677-b874-647e9c29785d.FPKM.txt.gz,0.4582859886215568,0.5417140113784433
175,8d54214a-1d9b-4fea-9c42-5bbb3cd11da9.FPKM.txt.gz,0.7330424416659047,0.2669575583340953
176,fd39d52c-5ae1-429c-b85c-96321db417d3.FPKM.txt.gz,0.4544449774235546,0.5455550225764454
177,6d44a9ba-d0f4-4d8b-b368-036d00198d1f.FPKM.txt.gz,0.6139226583257534,0.3860773416742465
178,94719fc5-6ae9-410a-a15b-49ffe3753d2d.FPKM.txt.gz,0.35815740061417345,0.6418425993858266
179,bcae978c-e9b1-4c7a-8691-caf718db5b3a.FPKM.txt.gz,0.16712913603555415,0.8328708639644459
180,fd168f37-df3d-4cf2-881e-c90c61c95fdb.FPKM.txt.gz,0.45402251590245435,0.5459774840975457
181,27b907cb-2b29-4301-aa21-293d97d9b695.FPKM.txt.gz,0.5009939875681119,0.4990060124318881
182,96833a09-14ce-4483-b17d-f4328e0b68f5.FPKM.txt.gz,0.999554598824696,0.0004454011753040201
183,432d86b3-b5d0-46c0-96d8-d7d5f4e6c3b6.FPKM.txt.gz,0.20083099778196734,0.7991690022180327
184,a1e80ada-950c-439a-a360-f99c02ccec93.FPKM.txt.gz,0.5135605953772637,0.48643940462273627
185,1d102e83-ede2-460e-ab2e-f42d8db6970e.FPKM.txt.gz,0.18824371310861684,0.8117562868913831
186,b4474f7c-f371-4ecb-8c2f-cd7b5d5d243b.FPKM.txt.gz,0.4732615217209765,0.5267384782790234
187,fe6c451e-0747-4a02-9d35-59d0a9f4a468.FPKM.txt.gz,0.44450987410251885,0.5554901258974811
188,9023df26-92cb-4dd9-8f2c-629dfaddd88b.FPKM.txt.gz,0.5158582562450147,0.4841417437549853
189,1a33a98d-2df8-4c2d-8042-5d2add5ce54c.FPKM.txt.gz,0.48301668359330724,0.5169833164066928
190,3ed0100a-dea2-4201-bb12-8646875a04b6.FPKM.txt.gz,0.8422710559671736,0.15772894403282647
191,39ea216a-6bff-41bc-a730-350145ffd2eb.FPKM.txt.gz,0.24280888887507027,0.7571911111249296
192,d2fc363b-c14b-441f-9ec6-2a40820d85ab.FPKM.txt.gz,0.495299227925588,0.504700772074412
193,6c6d7c1d-7a53-4877-8cbe-f50a26e7156b.FPKM.txt.gz,0.7235534308381545,0.2764465691618455
194,99c7b545-c90e-407f-9086-0ef8e108f973.FPKM.txt.gz,0.5792311614131856,0.4207688385868143
195,0e397288-82e4-48c7-9332-2ce733befdae.FPKM.txt.gz,0.25061421601140016,0.7493857839885999
196,16288ca5-3605-41ad-8842-38a8ac9a4922.FPKM.txt.gz,0.560913426584599,0.439086573415401
197,30621023-91a3-4b13-bc10-922491b5f9d3.FPKM.txt.gz,0.3068231920480121,0.693176807951988
198,e7dd2f36-adee-4be2-ae3c-39d7664055e2.FPKM.txt.gz,0.20122191657762836,0.7987780834223717
199,eaee0d82-cd7e-47a5-859f-59b7bf5ad6a0.FPKM.txt.gz,0.9998415107476692,0.00015848925233085312
200,bceffa81-996d-4775-a452-23b31a25daf9.FPKM.txt.gz,0.3578928709442157,0.6421071290557844
201,a526094a-eada-4f8e-a73a-12761c1f25b3.FPKM.txt.gz,0.630194563506418,0.36980543649358194
202,ae53b898-c61d-4137-824a-104a4202299c.FPKM.txt.gz,0.3999465522129476,0.6000534477870524
203,41f067e1-7d50-448c-86fd-bdad3824b2ec.FPKM.txt.gz,0.6083906066877014,0.3916093933122986
204,1c421a13-81a2-49de-b0a1-a2c0dc563357.FPKM.txt.gz,0.925870481402882,0.07412951859711797
205,22d5f0c9-2f95-4a72-b8c6-d98c1bce07f7.FPKM.txt.gz,0.46231535022852444,0.5376846497714755
206,07a95816-646a-4eac-9f44-5ff0d5a3532c.FPKM.txt.gz,0.6078081113282032,0.3921918886717967
207,d86c50f3-0eed-43e3-b089-2145c75ce7d0.FPKM.txt.gz,0.43296417816968896,0.5670358218303111
208,bf9e1674-9f2c-4014-808a-1f3f7544e9df.FPKM.txt.gz,0.3845742795119314,0.6154257204880687
209,a5be0ae4-accd-4fa5-84b7-fa8377054755.FPKM.txt.gz,0.16601107798660453,0.8339889220133954
210,4dddb0ad-1c56-4100-9f5e-a0e9722a12f9.FPKM.txt.gz,0.020630270835357224,0.9793697291646428
211,4ba6c212-ef90-4ab3-b551-35c05cb6df90.FPKM.txt.gz,0.14295558942697792,0.8570444105730222
212,082418be-42c4-4717-95f4-755ed21d4366.FPKM.txt.gz,0.40071143076767274,0.5992885692323273
213,1f853089-c40d-4bee-9833-837f327b275a.FPKM.txt.gz,0.5438040230562423,0.4561959769437576
214,0b27a4e5-3e45-42e7-a965-3e7eb02c037c.FPKM.txt.gz,0.3982739074539854,0.6017260925460146
215,4aef3e8e-65b4-4494-8c05-f0f1b5e0a0a0.FPKM.txt.gz,0.20045368601798846,0.7995463139820115
216,93c46e63-3686-4883-a9de-7606ddfc11f0.FPKM.txt.gz,0.5376640908936159,0.4623359091063842
217,87ba691e-883a-4e45-9649-ab80e53c9243.FPKM.txt.gz,0.4953724079687662,0.5046275920312339
218,bc7f010c-02d8-4cde-ac36-f11eb5d0042b.FPKM.txt.gz,0.49453792561268456,0.5054620743873155
219,d5f0ea64-6660-49ac-a37e-3cd747045147.FPKM.txt.gz,0.0024696154204296656,0.9975303845795702
220,b76eefac-da30-4ee4-9670-4afc45f86b4b.FPKM.txt.gz,0.40306927039318896,0.5969307296068112
221,bb12bb45-2c4a-46dc-98dd-9acbe2a0c4ee.FPKM.txt.gz,0.2608164727161009,0.739183527283899
222,86a3c9bd-5095-4ef2-a676-7c29d9f4db4b.FPKM.txt.gz,0.40523779649774183,0.5947622035022582
223,bdd8c340-250b-474a-8802-7653b7884ced.FPKM.txt.gz,0.6315822967519616,0.36841770324803824
224,ab322811-e8fb-41c5-8437-d774fea552e1.FPKM.txt.gz,0.5995087843679264,0.4004912156320736
225,d3c28191-633f-4e3b-b22d-d5cd4d8686fa.FPKM.txt.gz,0.0799664704684368,0.9200335295315633
226,35d82424-20d4-4d27-940f-770d4e0505fa.FPKM.txt.gz,0.41919673562194076,0.5808032643780593
227,05c907d7-e28f-4f9d-9df3-64ee7b3a8c8e.FPKM.txt.gz,0.2361251794645154,0.7638748205354846
228,528dfb33-8225-469d-bd57-d1c5ec8991bb.FPKM.txt.gz,0.3635512347128924,0.6364487652871076
229,e53f1c7e-2846-491a-9517-7215f4af2f74.FPKM.txt.gz,0.5621092219282262,0.43789077807177373
230,97745843-751b-4437-82e0-31ed8c323e91.FPKM.txt.gz,0.41409558922179457,0.5859044107782054
231,4ce3e99a-a195-414c-a967-7d3795d48934.FPKM.txt.gz,0.4510480446402075,0.5489519553597926
232,3ef6e68c-dde3-4c06-9a68-e99db9fb2a5c.FPKM.txt.gz,0.45961586423343803,0.5403841357665621
233,f828b2e0-2ad4-4669-9f1e-2ef2dd74706d.FPKM.txt.gz,0.5062722081554702,0.4937277918445298
234,6a508e94-c094-4c0f-85c3-5ea50b54a399.FPKM.txt.gz,0.538369050984638,0.46163094901536184
235,15b1a310-59b4-41e8-bbc3-19131f12ee09.FPKM.txt.gz,0.5281299429906712,0.4718700570093287
236,b4824c2d-fed2-4fad-bf6f-797119546006.FPKM.txt.gz,0.784871426613619,0.21512857338638103
237,b33cca42-eff2-412d-a35b-9b35379f2997.FPKM.txt.gz,0.5135403549232326,0.4864596450767674
238,7d9d7119-4a9e-46f6-b758-153bfcc869a5.FPKM.txt.gz,0.43154631788447784,0.568453682115522
239,0c2cf133-50aa-44c9-b4a8-5d17ac2f54f4.FPKM.txt.gz,0.6183662753607457,0.3816337246392543
