i_doc,doc,Topic 1,Topic 2,Topic 3,Topic 4,Topic 5,Topic 6,Topic 7,Topic 8,Topic 9,Topic 10,Topic 11,Topic 12,Topic 13,Topic 14,Topic 15,Topic 16,Topic 17,Topic 18,Topic 19,Topic 20,Topic 21,Topic 22,Topic 23,Topic 24,Topic 25,Topic 26,Topic 27,Topic 28,Topic 29,Topic 30,Topic 31,Topic 32,Topic 33,Topic 34,Topic 35,Topic 36,Topic 37,Topic 38
20,c3ed7c7a-b80a-4de2-8dfb-b60bcf336375.FPKM.txt.gz,0.0308601760788421,0.020770262126700106,0.1252276198905173,0.03813096430565972,8.502874301047903e-05,0.019594674071421805,0.023664463478538064,0.011881550825266433,0.03380443208344703,0.01808171945174675,0.019017428350760215,0.016968572713542292,0.012653097778768189,0.02385825773965533,0.033978746984228356,0.017920302064607513,0.02247027475610808,0.02064475169778812,0.019570186739372785,0.005073900211556463,0.031063646147099704,0.03047168185870118,0.03114605002413219,0.015198758950674117,0.008269445032238368,0.02827921037018225,0.03252690899685857,0.01299161256720737,0.04698641711419721,0.03323508165948645,0.00018934265354611496,0.030003589128357724,0.02389093076754249,0.09894873473613948,0.016584156290504474,0.016488273919579924,0.01587913935243712,0.013590610339577888
21,24d7f10a-ac34-4f7e-8424-d2fc0d32ac58.FPKM.txt.gz,0.025599950682772186,0.021508075763410416,0.03044848429510862,0.03412491059014772,3.0400865382110657e-05,0.015139785427540787,0.014919730667390505,0.015297047424949417,0.025460350578442405,0.001547703706295688,0.015075984660170396,0.04333280143657457,0.011559117897533314,0.011418184645782588,0.019935012175862004,0.008937433219900577,0.011749787290906477,0.01823984191802225,0.012696020915782398,0.017569645850376677,0.016066355754922247,0.02611532761802171,0.019893806864774658,0.017929691242568165,0.11574741433776939,0.016486315421026073,0.00894069997422344,0.010938449383297548,0.00802039133875809,0.017306408688004905,5.944831291171283e-05,0.020923030551046325,0.014851909176628814,0.2923100997157144,0.012799386975377355,0.02199149067950239,0.013884358426658699,0.011145145526442883
22,e6981360-42ea-402a-aead-f6f2b31ef30c.FPKM.txt.gz,0.029961747040683252,0.025479529549441146,0.12603268790846198,0.001561137973889734,0.00012598822014974,0.030297816420939417,0.015153694584056772,0.028057202795825416,0.04918124632891073,0.0018207167880992686,0.0322967242680402,0.023423419784931527,0.011975993787878126,0.01375238046288725,0.021508153727914488,0.014351784367825686,0.022530219611763054,0.028761834793419424,0.020411956543443455,0.02795063453253514,0.024285890088592593,0.028650284110569586,0.024138998721081478,0.03866360259595456,0.08225132098201991,0.029572067757165504,0.01224912730892257,0.016370651754403352,0.0051550612232275006,0.023711983267468463,0.0002857653730025019,0.0331387430864708,0.016265342157781446,0.044889952721567594,0.02169255296447097,0.029072539901034672,0.026965987248346573,0.01800525924682439
23,ad778372-ad13-4d11-ac15-900de7d9637a.FPKM.txt.gz,0.0213136206682777,0.03158012684988422,0.00966149945605633,0.0002531363999907627,2.94062695509647e-05,0.026074177615804533,0.028663013523271157,0.026434847018527708,0.01330108184501289,0.022821860676700383,0.011407069365550252,0.031384555366222096,0.07042207965931936,0.062008987868950545,0.019585399037381185,0.07082814320086099,0.02553847515556709,0.01948648135478272,0.036366707221093114,0.0035106087855066677,0.02433737961066427,0.007278176197068917,0.02348877225402554,0.01249186958045667,0.005806629238356528,0.018104522252225006,0.09681456160299914,0.04021418078548722,0.003217947663770238,0.028502711143267523,5.133658201855379e-05,0.015304962511579033,0.07304966508161946,0.008935806106040663,0.024555594648926354,0.02475200157794963,0.024582209384280043,0.037840396440954646
24,3067f41a-e3f1-47f5-9545-56d54fa75b98.FPKM.txt.gz,0.03491808175567416,0.027131187461562047,0.05636374120894292,0.003965041317975982,4.020615890112352e-05,0.02598561851910864,0.018614509570599888,0.01855078627655327,0.0377586126232098,0.0036949662551724926,0.024128216846361003,0.03202957940981038,0.016523280136686098,0.020719153116054614,0.0327395324072291,0.018205347136596627,0.027001670856946026,0.031014596363456534,0.027095562641042355,0.006256593771219325,0.03288440678935529,0.031968211324606643,0.030324693261727563,0.025393600160317054,0.12120965724464064,0.03337601667721584,0.016485741477164185,0.0184693357725008,0.007360579722650848,0.03113529220650605,8.602096106460352e-05,0.033481405616993,0.024842953379134537,0.04102485874740225,0.020370912114022484,0.025827557303917607,0.02282959285930239,0.020192880548375803
25,63b48baa-7826-4b1e-ae67-7cdbd36a4e92.FPKM.txt.gz,0.023481350537043883,0.02486289588626654,0.003203083212137447,0.006131448771315335,4.6396811045628526e-05,0.03477563277728527,0.011234617683042286,0.03873572945202916,0.12713017026576462,0.013040549022906,0.04779733459302659,0.018254956534846656,0.024614466169295766,0.01883913554527876,0.018598549740315922,0.019779730685191323,0.03427577457031741,0.03231876430324121,0.028649612792929217,0.0557502823415225,0.025690163471237284,0.027464819707400025,0.019430916204201888,0.06622628103891243,0.008492217777654522,0.028281718855911044,0.00969625815645703,0.02977312961756883,0.0023102649818445434,0.02194156440084397,0.00010437381625587296,0.02462071551531088,0.017166365411669847,0.00565855770691759,0.02536800778720511,0.0368633358704594,0.036217982815624515,0.03317284516972369
26,720b9121-0bc4-4ff8-8a36-f146fea4da3c.FPKM.txt.gz,0.033350501559313815,0.03201002429628779,0.018330737332563452,0.015688575132061067,3.1261347019484225e-05,0.029156222008373842,0.016178989266795,0.03572112383913094,0.031744315550022266,0.003030170768964113,0.041450887246297766,0.015402672779783461,0.013903293119012205,0.01839694134807823,0.03231320142998353,0.015017203839911161,0.02246994294112423,0.0340908031910724,0.02584285673499069,0.05686296629601436,0.027494726702368067,0.05310892608522078,0.03116346819876483,0.04650215008834337,0.010808129100323288,0.029743310194731417,0.012579802387231592,0.01906342735000265,0.012713969309668945,0.028108704922727712,5.252789314827324e-05,0.03716152689415733,0.017564763342657223,0.07316218184730675,0.023393744505000282,0.0310914807585628,0.03397499649526597,0.02131947389771899
27,2656413d-a5d2-4812-9ce9-a02c15ab04bd.FPKM.txt.gz,0.01129371507050578,0.007636285170991016,0.012585227030486219,0.00013840790608159512,0.32049661717375405,0.01133733787904755,0.009208793224382731,0.007409876286851522,0.01007478616273339,0.0016719714315764488,0.00815181698295322,0.0036592048653853516,0.006103385538949199,0.00921800091812757,0.00662565030490728,0.011787680264814556,0.012959607733451721,0.009610585733321762,0.008703444534151061,0.001474707384619796,0.011312129596719222,0.004653304539621089,0.0124734970670778,0.004823869305543977,0.00025418375226193135,0.011988202898981493,0.010080512579567161,0.006266182319906347,0.0008183899477078543,0.01086251361825195,0.39170729588278574,0.010791956045574827,0.013894663154118483,0.006381076541202488,0.0070870868995808415,0.010143040019822974,0.00839622725888903,0.007918766975294951
28,8e5a3c88-35f5-4620-86d7-53c014a2687b.FPKM.txt.gz,0.03073055327022952,0.02529608200385668,0.031444306693238,0.004853000932185753,0.00012924824135114268,0.03884905129021801,0.016271281918510787,0.02889022524822567,0.030370008896922228,0.005520793582564166,0.05996899459909418,0.03031276756244425,0.03755906127263909,0.029049907015089048,0.023739991888368207,0.03172787962895808,0.03935154688302238,0.03250643468478552,0.03194362175436562,0.005818438212554771,0.034420196888602234,0.02655543126926608,0.03387187200362164,0.03278710615556681,0.0053571361876483155,0.04268645874559269,0.02209352100768388,0.03011881311180759,0.0034617568386002607,0.03487985177705419,0.0003461703558335975,0.03066054289230207,0.03301111518844959,0.010644126945404389,0.02615723124231866,0.035051768145732215,0.029165548756305847,0.03439815690958682
29,915d5363-e343-4154-86cb-dbef1a586192.FPKM.txt.gz,0.014973914336261874,0.016406097230369534,0.0034366659000210848,0.0004434721136976397,0.0010143155647052368,0.013314671602503787,0.01752361900409598,0.01262229677645787,0.006178069851403706,0.17072447922101805,0.008483299588065221,0.02388362851906266,0.03791845876251963,0.06866206387059243,0.02813097001941148,0.07850122070481039,0.0284049544595721,0.012977673939960998,0.024811237149179707,0.0018341408964115177,0.018801673132546312,0.01015703119336621,0.015739629809930152,0.008152689751982264,0.0022765729791016627,0.01330996239953312,0.17058558059979886,0.024255715568136334,0.0036771164823927354,0.02136791674903174,0.0014309728457247864,0.009274976500977918,0.03615598484764956,0.007931819220794405,0.02186281128439657,0.012751007084103481,0.018281132606327497,0.03374215743408544
30,7c4cee3c-a8d6-4016-84e3-106d18d1c2e8.FPKM.txt.gz,0.0409114479093869,0.026160701948333465,0.03682980845597931,0.036823279467339175,5.780884186689129e-05,0.02652464385376859,0.02267748608971199,0.017371185592358875,0.037584795735405914,0.01853884612057183,0.020866154145150778,0.015976885658895715,0.015189688714103713,0.026090726050089094,0.03728681633981429,0.021209037272719496,0.029047107740370736,0.0267822600638108,0.027450608937632414,0.005375397967520995,0.03673027390204675,0.02701304155820529,0.043231640064410916,0.017994842225390936,0.004054646046771479,0.03192077824592504,0.03200489250688963,0.016317291353235123,0.04631582483409465,0.038791734662822576,0.00013967657090658523,0.035395546901325486,0.0320901887478647,0.07300947443266106,0.020003264465520004,0.020901599793120413,0.02110613462069105,0.014224462163287563
31,3ab61b3d-13bd-4fca-ac15-f70acbce447c.FPKM.txt.gz,0.017480970544909213,0.016999885511407346,0.0077394363699866365,0.0002254174961700797,2.7053274227304774e-05,0.01602727998207971,0.026313231103692356,0.012660921292310109,0.009850780361045159,0.014692620857827713,0.00854652234921058,0.0765970798078286,0.031334417122362755,0.027235068900663153,0.01219052365331623,0.0284333102684344,0.015939495156171775,0.013329644175810732,0.02012536818868239,0.0018362199277121986,0.016111432720773117,0.005317364227903206,0.016967816678365485,0.008207729786760645,0.37733766200149843,0.013859808311443523,0.037079268166780206,0.019183292665203716,0.0023004427373874933,0.018704561123525625,4.7268315553572505e-05,0.010712359534524927,0.03611937237056895,0.01428552927700577,0.013607947565447488,0.02116913895929278,0.01446948009519667,0.016934279118919923
32,2d3e6de2-dc7c-4078-8d1c-aecac52b4a44.FPKM.txt.gz,0.010312713567551394,0.006641087202752927,0.7241114928985792,0.0011874856432635803,6.300759145175483e-05,0.010093310658461065,0.012012940827824323,0.003631539968708623,0.02112647544807061,0.001880762593306466,0.004124393907872684,0.006140874630311599,0.0037132260446179825,0.005269390108106414,0.006655360847711423,0.004602008892484817,0.005849700960481475,0.0065438842215568204,0.0066050056527139755,0.0009722125340402598,0.011489517657612637,0.004689492486805992,0.012832281398789313,0.0040492371315460724,0.0032107686911398534,0.012327117875209438,0.009588420207138265,0.0034930988179310255,0.007235903415197518,0.011774298757231865,0.00014990278845479181,0.013162461278775179,0.009826940042661901,0.03753818103914098,0.0039129079889226905,0.00588120484004289,0.004107235468211514,0.0031941559153208176
33,00511204-3512-4a5e-b664-60271e968903.FPKM.txt.gz,0.002921789097699312,0.004047824537922972,0.855880988139872,0.00014133368228255773,2.3528814820548584e-05,0.006577456880910363,0.005774805365541039,0.003126705665123221,0.007895129436384807,0.0007845942638186915,0.0028956724674158406,0.0010607611422798601,0.0018619494767583057,0.002408928306917472,0.0027537706677635437,0.0029516221358670083,0.0022945621714826813,0.002434925418906203,0.0030979591832682543,0.0009301540822916309,0.0057078864834983825,0.00159328378303884,0.006481753071464615,0.001970496092705983,0.00024197378619143526,0.005967932970573898,0.004792357013235321,0.0021340769647884773,0.005973106819913477,0.003942398901404896,3.180428131137897e-05,0.007980844271831745,0.03202645344171419,0.0030212696904177425,0.002488320004580435,0.002080163137306233,0.00196538223153078,0.0017360361171658008
