i_doc,doc,Topic 1,Topic 2,Topic 3,Topic 4,Topic 5,Topic 6,Topic 7,Topic 8,Topic 9,Topic 10,Topic 11,Topic 12,Topic 13,Topic 14,Topic 15,Topic 16,Topic 17,Topic 18,Topic 19,Topic 20,Topic 21,Topic 22,Topic 23,Topic 24,Topic 25,Topic 26,Topic 27,Topic 28,Topic 29,Topic 30,Topic 31,Topic 32,Topic 33,Topic 34,Topic 35,Topic 36,Topic 37,Topic 38,Topic 39,Topic 40,Topic 41,Topic 42,Topic 43,Topic 44,Topic 45,Topic 46,Topic 47,Topic 48,Topic 49,Topic 50,Topic 51,Topic 52,Topic 53,Topic 54
146,82bfc74a-cb0f-4966-b53e-c7b535ae7f23.FPKM.txt.gz,0.0213993852088625,0.021001197804659526,0.010319462295310776,0.018157361267559163,0.00011440855592563764,0.021452731559093993,0.022019469045758133,0.024950615468420673,0.16686647177492048,0.0013074274920855057,0.018159477255521143,0.0011542024851618217,0.016650101521207637,0.003510028304763175,0.018477806797369874,0.020932901595736984,0.026324299229112242,0.02185886359547019,0.022134991903895337,0.006465451435364658,0.020531112965926423,0.013124048366499696,0.021481317847102943,0.02143723104015434,0.016568247193330304,0.017582542866324855,0.020490936383852947,0.012924383089767217,0.0027896501712666296,0.01830618502646718,0.006633661866165643,0.02097085263521998,0.007071793468973258,0.01974230000168749,0.024965807828717032,0.018497886011266455,0.025066308228770016,0.020465525701832417,0.021949685868380298,0.00021747847677207913,0.01945702812602139,0.02092867950319606,0.010434735584042867,0.01612564801585236,0.015309710455864645,0.02226686593331,0.021649621848635094,0.0032359882662630116,0.01212681051944215,0.00016777651418777896,0.01900074450508717,0.01802375930504517,0.01746849337843265,0.009730528409943115
147,e6bec4f4-0b51-43ba-b62b-5af777712488.FPKM.txt.gz,0.0055553866728293285,0.005435250872546609,0.008692826048180566,0.007541039616255002,0.00020819922138721005,0.006221398021086797,0.003554813918962889,0.007313414508219672,0.00556801162554074,0.00042529703623038,0.0078033560342674274,0.004640990029866888,0.004943608754707542,0.0009186734564989815,0.00867873215764661,0.004778048803539429,0.006434709127380114,0.006939395276692415,0.0053362637151420575,0.6504686581582425,0.00785542687174517,0.004062520865401323,0.006062067571486244,0.00869054011140756,0.003326347549922585,0.00960584494878296,0.0031005992736944433,0.06116595640701125,0.0029258830269996193,0.006050277271750989,0.0013116672380719884,0.010297668185214213,0.0026427549909149163,0.00594740572368918,0.00616013780996923,0.008868935274300584,0.006641612226236415,0.005365265796670385,0.006228669163940005,0.00035620279472154564,0.007640988050509743,0.007796539390014912,0.0017968302998152246,0.006543990451585582,0.005667992270014629,0.008736005031196691,0.005809458776184314,0.0020369808160015947,0.0025642479910172565,0.00032220423105542553,0.008784847369711418,0.009559724372143858,0.009220579450161435,0.0053957553434340584
148,fb425afa-26e0-4867-aa6a-cfe1d9fc668a.FPKM.txt.gz,0.020731975126658524,0.026561126793726478,0.005154158200531496,0.015950995279988906,3.298673752474095e-05,0.026437050807105032,0.021243432218983473,0.027911231864751213,0.013287055940330675,0.007872339139779833,0.023484836776636056,0.002983597909099403,0.017848818027867735,0.0028475597254468865,0.01564007428032138,0.023307350384548654,0.02083574165466288,0.023029718963503212,0.020394257234766216,0.062375385327142825,0.02091791666959265,0.0007990533338387947,0.022652039748866405,0.021604779238293865,0.016672502561330686,0.02059435500866273,0.017783636121056122,0.050654417261011456,0.004240753723313798,0.01894636454167094,0.020080766884399397,0.02160055676023012,0.009504853249379762,0.018647566854119814,0.01904043452192114,0.0315340058130527,0.026440185967055337,0.022898579672905726,0.02212232005346719,4.6954464636548005e-05,0.01970762108291465,0.0295669524978706,0.0126030866526013,0.019975654246507695,0.012370916133132081,0.03290989288155898,0.02380535110337162,0.005331463174964509,0.008514645117064845,3.8224718320769876e-05,0.022751869205000573,0.01584212680977089,0.02661160356801052,0.005258857966730287
149,9d92a96c-a177-469d-b306-5f53aa2fa634.FPKM.txt.gz,0.015314320349005211,0.013502163501119902,0.00938090904188318,0.02056571078434363,5.5429349032414835e-05,0.008745089384069009,0.022064923395481172,0.00969005912789227,0.005586366736865421,0.017286180731515742,0.008241177252808112,0.04143243703708002,0.015064859723246051,0.01605243339902367,0.016900701577673455,0.013930193334856854,0.010567613775319914,0.009053167564781809,0.011430407087679798,0.0018185116039783752,0.008444023886089586,0.015334053756854588,0.009423562542695402,0.01257996487183835,0.02678763527173641,0.006831148004736586,0.02773673254472264,0.004085622617758079,0.01148772520508365,0.01107161418835819,0.010283313823090572,0.007376944578398506,0.02064933585038395,0.018397523916319505,0.013215540446273055,0.005529463218285726,0.010597981011110766,0.012358455507678444,0.010884016584433045,9.484223404723188e-05,0.01695259064216356,0.00864077802112256,0.31884663974205807,0.008578615756111362,0.0554334303507951,0.0060314611267695065,0.015923537242413768,0.01960424267397304,0.005841300615481392,7.240069157435972e-05,0.005491353144053659,0.014308205399788861,0.00694013999119315,0.00748314978495131
150,2e941d7e-cb3d-429b-aeff-328325ec6120.FPKM.txt.gz,0.01965881368458971,0.02486475087332803,0.013194923024268775,0.022042640352481553,5.048214811807125e-05,0.025322821022538643,0.024792664769217997,0.025608338084372365,0.013232518848857984,0.004420198684332799,0.02440088455136715,0.03241761359302607,0.02566548095795351,0.013039353173840107,0.015064484209017607,0.023779036583506327,0.02047334219347993,0.019329952970467135,0.01952132389506505,0.007745253541034657,0.01863166277038189,0.015072436729581357,0.021763085767067106,0.02443582263104774,0.022620791343706165,0.017527690025557943,0.018145484908017706,0.02430916746395285,0.021916210990620126,0.019167012233558194,0.006925819311788254,0.018206660013559608,0.020330708367057856,0.01697989955521311,0.03566719166864604,0.026012830002638175,0.022803983269847884,0.025202425603660664,0.021031914127782606,9.7934055017115e-05,0.019086259293990937,0.03220862521023652,0.016276652551017193,0.018968347962306793,0.013151257491500411,0.024525396941960674,0.0182991217391429,0.013278807621188844,0.0059446015158972215,6.994435360857235e-05,0.01977893105733778,0.013884084873234344,0.023877592653419127,0.009176768735592844
151,bc4753f9-5ca7-4bc8-b25a-622e1a4cdf5d.FPKM.txt.gz,0.016838460297186355,0.028166837347712945,0.0034807975975647224,0.014700206096264778,6.51187246803871e-05,0.03251436980095837,0.016542383646808632,0.025947085750056557,0.010786230668303781,0.0027484911001971536,0.03101063300216054,0.009436696859816887,0.018357500495427132,0.0020771928855742184,0.011342517783617233,0.033650564270086704,0.01794100741404373,0.02205104349787224,0.01955027532416537,0.05420096228920712,0.019329649944546005,0.0006473423003103215,0.021731858887286976,0.02224036904202107,0.018331478155544957,0.02303989628551392,0.014764855590784706,0.03242340655746758,0.021527338062417425,0.018522074195953257,0.010259334084008238,0.019767649205203235,0.019883212041505508,0.013621129569719358,0.02266818249479823,0.0397773054332626,0.02524280422216484,0.02880689182130878,0.025801203180583973,0.00012713266979435004,0.019136041158263267,0.03279752884726216,0.005370442619330974,0.02201722659323255,0.0073766161627709164,0.034167460714843625,0.016885650460503505,0.011213901751090957,0.0058511395462024895,0.00010892936753270387,0.031743611313194024,0.013907392718717633,0.026919710435364123,0.0025828597157910014
152,afe5f01a-b3c1-4d24-94cf-27ec0894e308.FPKM.txt.gz,0.0022239661975136963,0.0022691856902573022,0.0014073854816964656,0.0016461181433494703,0.2965264904330373,0.002290062921984643,0.0029805015759459836,0.002275664626762838,0.0008766805537061398,0.021351284832647307,0.001781184219910635,0.0004083693947979244,0.0033637911651716035,0.00032253429623295914,0.0016233810565411768,0.003827782442282034,0.002193335806186759,0.0018315966230288514,0.0029635173098582347,0.00015758139156656442,0.0016882952793135246,2.7128050787273897e-05,0.0024543362850235166,0.0015900973734469521,0.0036054279591358394,0.0014201687878480577,0.00597956364570174,0.0005744681129771717,0.0008606277823859971,0.002471259042862153,0.009722197895159167,0.0012789352739966788,0.002336120986316185,0.0022140613996371613,0.001752892777086702,0.001366138818809133,0.0021837024818580153,0.003703741460768351,0.0031084176713663913,0.30471723981524157,0.0014820165122032035,0.0018856221840059298,0.0011395287905693603,0.002523270861154476,0.0013717254860303582,0.0014102887625861277,0.0019283322616163608,0.0009678709615070286,0.0017340102324681027,0.272541779916764,0.002967819218690487,0.001579038439406327,0.0013046090327589333,0.0017888522780396795
153,0211f2ea-a4f6-4a57-8f98-66bf0a327479.FPKM.txt.gz,0.015924277653440254,0.021327929314870528,0.005255747857820667,0.020133958502961482,4.349355978270887e-05,0.019362934786559895,0.023509616827269843,0.019334996812211236,0.01588618843273113,0.011685552856206607,0.015442021374545152,0.06813109325697685,0.024712413271562213,0.005227194678144001,0.013020789247860924,0.020999660755460423,0.015233280844801796,0.013303138662067629,0.018225494535535163,0.0065288882566202945,0.01284316692775153,0.0017298087270608744,0.015236729985899394,0.018788308292016963,0.02857529621446296,0.011454478904396836,0.024975938225109868,0.016386973856632875,0.06434375218948726,0.015986439684147733,0.025510218356852098,0.01133275261943115,0.03720263215676762,0.01529049399783146,0.0371697444928801,0.014378185159900404,0.01849265895734375,0.021327965282475003,0.018554500760728114,7.651081909950134e-05,0.016139544870504945,0.020647472243259964,0.04028840331289075,0.01317865423953129,0.01661003886090485,0.01515218790740529,0.015125929645903416,0.049621931139026444,0.009274161067358436,5.863253816753113e-05,0.010053253762247612,0.01238150390029382,0.014043778371295574,0.004479281043505856
154,995dbed7-f7be-48fc-be3f-6d24f6639b70.FPKM.txt.gz,0.018372094740017657,0.01704859473094956,0.008278520481206433,0.015672443350793996,8.186615220518402e-05,0.015082568402260174,0.018489996815305852,0.016924829295396345,0.020381386668155695,0.16323138435749385,0.020232331703357708,0.001855819069950698,0.012593011356533226,0.018128893658146964,0.02592464415192191,0.01433481276074868,0.022226243360936957,0.021038682884565493,0.024324200208873513,0.009047774958725805,0.02056057131826234,0.02796740117975009,0.018700701442791064,0.01987873572894222,0.013102122104612058,0.025590224007647898,0.014133025320412872,0.01062902561951852,0.006121402425584937,0.025470860172826768,0.005365595998889264,0.022040853855814745,0.017847138040993697,0.018102484980667338,0.01121436357060228,0.017246766637302256,0.018867263367988794,0.017687269792407066,0.017812128440607956,0.0001623395436359429,0.020540495705726865,0.016133982736085763,0.005998536316117978,0.020578454937236642,0.017516669433371757,0.021560467619141575,0.01770909808264266,0.007374878143392478,0.006578264974083802,0.00012514181014398583,0.020075241629420447,0.02746657664365188,0.019604702131702737,0.006967117180477663
155,53c56c46-1618-49ad-9155-46f46d6d3613.FPKM.txt.gz,0.016809218113815937,0.019272030922402667,0.12923061616401807,0.021306472776404795,0.00011691680519008304,0.01741633190653955,0.018616475626103184,0.018327085515682663,0.01610373982913312,0.003247094663048819,0.015262641064426288,0.007592483937822723,0.015325851210644425,0.0037551495712069122,0.013544024489133683,0.014587723389820317,0.015598264412211528,0.017664512079221782,0.01727282025631056,0.0271780693661521,0.017471119202443968,0.00035728590128005546,0.01728523948127705,0.016461614236329056,0.017781606120537693,0.01638391871256883,0.01726233603496685,0.024818560638829548,0.009378991709534776,0.01797144779003184,0.010140701144963994,0.015796245128180144,0.02029757108368959,0.01756805145886093,0.012332697076438519,0.019144126427862403,0.01714641998965341,0.01600607757711525,0.018735578056727764,0.00024670319535174517,0.015299831888658216,0.015476403096302323,0.013774775793571531,0.01619688913939253,0.013029777581481347,0.018593022768867245,0.02168750671026198,0.021847384335251636,0.014380526343969682,0.00019425917064431144,0.017680127634178453,0.012827861861734256,0.015721455147159266,0.09247636546259438
156,6999d309-8502-49ee-8d80-9d0bde00081f.FPKM.txt.gz,0.015436087850859934,0.02420301258015375,0.003947089932050887,0.03666354243251637,0.0003639790256144075,0.020310313907147798,0.02072440850247277,0.02352436579046997,0.010048429432193938,0.0036291184458190798,0.023208856467124325,0.010523809717467629,0.02409727069425808,0.009976088825870909,0.02748937734399129,0.03300353411661626,0.024202740846096922,0.01906275688189643,0.022225033090042094,0.016761484862482568,0.018047369355549975,0.0066488207902518325,0.015686363977708992,0.034648384207225026,0.027967668173068463,0.019130324205461142,0.03614602269472351,0.03346294336517166,0.014624220617005025,0.015053140828180952,0.018218851962992756,0.016189777246625014,0.013796315930380118,0.016483212963771365,0.02602744915221712,0.017493812666842672,0.027032849604992474,0.031435473599790265,0.022660510784111253,0.0004847054505639313,0.021430971915116347,0.032067455272647524,0.012287299522913436,0.02003001247565282,0.016566420735824244,0.0184144262492462,0.014338421502704066,0.006507282931609892,0.00659455326712961,0.0004247068061908164,0.014391271528618294,0.03124340314999484,0.022843719884045908,0.0022205364365269066
157,2edcaaa7-63b4-40b4-abbe-5d7a84012e60.FPKM.txt.gz,0.01266144198387179,0.012661874513623633,0.004684323614609021,0.01738513782814635,5.017854717871678e-05,0.012766129860522288,0.008657680229281525,0.013272018097932485,0.01580655865687119,0.0009509370511346307,0.01606740568625918,0.02176551563408959,0.00725162279903441,0.006159579548664829,0.01956548307742123,0.008551798710729997,0.014735205413734033,0.02078336219574579,0.012337016960380367,0.12923813646868962,0.016386027860951502,0.15487843728560952,0.015051086364200229,0.02011625448475624,0.008107212766411744,0.023890686076283262,0.0054082241654419645,0.038448959530248114,0.019943431605938654,0.012237037068660932,0.005606374614777559,0.030076266992530392,0.007592142470757404,0.011458879339283547,0.010186162438436413,0.029908258700844587,0.017138748026300308,0.009969198817725098,0.011449968025039189,0.00010118264125912708,0.01928596680658423,0.014833091222880283,0.008115715205418891,0.011212050288827352,0.015600171245896972,0.031072833758311484,0.017068899682585868,0.007408623664814555,0.004519029738624698,8.651784193604298e-05,0.020518293450971215,0.016689027443965637,0.025740537550307942,0.004543295945498379
158,c32272b5-a619-4d25-bf35-71835715a159.FPKM.txt.gz,0.01933443903888755,0.011325375781922489,0.0594829125096765,0.012953747614446618,7.713404197542873e-05,0.009868970400065626,0.01345479989743916,0.012022568179889436,0.02240760551900928,0.006682420971782581,0.009824976548549575,0.009955900509322818,0.007650993013959908,0.1896355721349177,0.01959594173531903,0.006065537927115944,0.013096292012378411,0.015810132012343162,0.014794927568418517,0.002542613827261918,0.016146787421275503,0.04309567451673644,0.01646694001802302,0.009771489164673483,0.009698118269497222,0.013919137941956237,0.010339433867687937,0.0033567148118137523,0.0060113708223715374,0.016741087986791768,0.011140363483012759,0.019439704738951107,0.010254185528453749,0.01990394752682457,0.006521669984565249,0.008281759797714082,0.010598052634943496,0.007231304753071596,0.011076661614272166,0.00017444711341390882,0.01589571842498231,0.006116879064687359,0.03743629171315148,0.013662100683287088,0.027847596735826492,0.011257537565206702,0.02166559875186688,0.007845533433628371,0.014886362287035054,0.0001384532917003459,0.014678775546313057,0.014582949101843249,0.009219425626846335,0.09801506453289416
159,6c60605b-a647-481e-976d-f2945740faf8.FPKM.txt.gz,0.021036553028349378,0.01673509727245314,0.06542213307332821,0.01763261193092516,0.00014299231244787607,0.019385312961810786,0.01983874701489413,0.019335672270399652,0.03017030383325843,0.003514641031146932,0.019043465186693063,0.022296089308695925,0.022564806991569975,0.002823434404461538,0.01560089207792325,0.018774820852820027,0.022852350213363484,0.019577307475488515,0.02040261807522629,0.0066451219210831676,0.02139801866798333,0.00144173858821098,0.020407148715018333,0.017891218896390223,0.02145445878628734,0.021091262570658548,0.01761784098670074,0.011342793983932575,0.021636773686593083,0.021462780459011746,0.009415418585107109,0.018530833355511825,0.03201837435698279,0.021924876803626366,0.013067711741934301,0.01868351428239233,0.018986948642001223,0.019131496151856844,0.02120964289485632,0.00034154787877679985,0.0196852271382079,0.017727258344663526,0.013006900438852111,0.0175578088264835,0.01909082424547136,0.017601653656443943,0.021616870636811815,0.019333565580666318,0.01230215705243733,0.00025481770791024085,0.02258426783509187,0.01404760515478385,0.01652935045491925,0.0558123216570852
160,e29ce54a-49a1-47a8-82fd-7687cec0d1bb.FPKM.txt.gz,0.021493955492553857,0.026389576368087687,0.004749087502618572,0.034536184724540384,0.0008046831154330395,0.02501630490934729,0.017881202847088343,0.026091645457050276,0.02217095984727035,0.011339192056479727,0.02740036153044963,0.0034670652605117585,0.014173510492288374,0.004717558583229259,0.021897764704325102,0.020046568129809518,0.023225829062198118,0.02330605334491695,0.016923904456873334,0.01133852688759649,0.02159048872958421,0.009956332290271501,0.022906357172582475,0.029051379090289896,0.015266986076586398,0.0251884987605202,0.014599806935302516,0.024082935157092047,0.0055111449050013785,0.01676191263746552,0.01045087237723009,0.03659819897763951,0.008888230365551445,0.01958356912312366,0.021520033127589464,0.025681333120654216,0.02522606873203536,0.019518277448361238,0.021884065865847915,0.0012100285017511226,0.023762028267572143,0.025340304641080336,0.016282933757401197,0.017498707228233507,0.01897229883735236,0.031273834586958205,0.025291162849097226,0.0040713340274396445,0.02075277585712663,0.0011681783400819936,0.032381533498618956,0.020910131347158648,0.02697135129401532,0.002876971300715431
161,cbf61237-f5ba-4fa0-97be-e79e8e75a887.FPKM.txt.gz,0.014526243593046023,0.01580000518783377,0.01422352835937444,0.019301732268169596,5.493290213764643e-05,0.01777599652357151,0.010991306625547146,0.022930971220450944,0.028571565844340455,0.0014181660333342314,0.02229535340203414,0.003918978329650491,0.018935863929459115,0.0013574825731263826,0.022944347651282743,0.01432462577252308,0.02099931693205705,0.027454247914506662,0.015517277819895342,0.03128242088906254,0.025016528531661336,0.06457658528537233,0.015649649218690432,0.028898569675341833,0.008326783325305098,0.03257370323456239,0.006843321351545877,0.053671136568899366,0.003083918894714794,0.01646824506546683,0.0015899903002667688,0.03352612485622171,0.005251038125502835,0.014345462531919305,0.013594515716332953,0.03546191587262329,0.025081326337365796,0.017642599913872736,0.015615773673622175,0.00011717532344534476,0.023274629630680978,0.028136130859212596,0.004909297224283585,0.02948210466902885,0.0148870405401809,0.03285483257691239,0.01588440699778818,0.002916798213816455,0.0058768440727543485,9.616254535455762e-05,0.026646249330714165,0.02349899648275161,0.04031154775408631,0.009266231528298178
162,d578e27f-537c-4aaa-8903-6ffe68346276.FPKM.txt.gz,0.017195027061662142,0.020688938304183585,0.0028856462988489464,0.015296744416858564,4.380368213989683e-05,0.024584020308832492,0.0137246639216092,0.02554023847640359,0.023578631993649693,0.000911663024220533,0.02815339723626855,0.00044948215366912665,0.0119779931156249,0.001105664405456766,0.020486432084876282,0.017437327617311607,0.023024338534513755,0.03160382721418581,0.017924370192221917,0.07336058850196907,0.02580344276571385,0.0015254862048847539,0.018071929598489928,0.027727357526914118,0.007345655210491115,0.03545169244428678,0.00766246875857497,0.0490768024190059,0.001409142836298883,0.016558633678601362,0.00277790369245632,0.03710252309654095,0.003253158030318143,0.0136691239154174,0.018160043955076366,0.03861698758255093,0.02934717155235331,0.01924860981358412,0.01922185188906873,7.22751348569521e-05,0.021242693070442412,0.03265655315299409,0.003832685725722887,0.020349210271146074,0.012415688410216683,0.038619653451974933,0.016869303773649317,0.0016376575237197673,0.006144072466148223,7.286637347184141e-05,0.034860052628011444,0.026490429294067412,0.04100533235582916,0.0017287428526143857
163,a62f2229-21de-4876-9735-062659ccdcbf.FPKM.txt.gz,0.011995573281372714,0.01952654771487326,0.008035423086465165,0.015304255220811904,8.763929342330259e-05,0.023508686265903654,0.013039580389563949,0.018915126558238633,0.009638928534560148,0.0025772016649162803,0.01704771290365928,0.004353423251613886,0.018790948997843664,0.18167969987980515,0.012972738393832669,0.020056794713411406,0.01952013936454481,0.01790133702778948,0.012642098897339984,0.028815500617482222,0.01721951373071084,0.0020483340082060107,0.01641885230213383,0.02370358136120674,0.014925691934300902,0.01972924021810036,0.011082347753385015,0.07190841507318961,0.008681181218544847,0.011842480577085148,0.0034738112699064213,0.015402174664359466,0.008769540426027615,0.01217771037862921,0.015291659659324516,0.02950350879034807,0.02161559985465023,0.02112696882245074,0.015792699908077027,0.00010092606285800968,0.018771709621607166,0.02970839410326698,0.012365154809485026,0.01304532977454554,0.011178376076597375,0.03426130572139864,0.012727901419591245,0.0060001863037712115,0.004587309552032843,0.00010750998218012687,0.014834133546893849,0.011931625432144852,0.02749533766657349,0.005762131918965501
164,44caf0b5-d05f-49fd-b8ec-c32d0003c5f4.FPKM.txt.gz,0.01951791056157041,0.015624231927477928,0.04969778376300765,0.01567369376559636,2.973023260760838e-05,0.015422539539200182,0.01614946555276231,0.018370476799151225,0.13245193248667378,0.001995286310583779,0.018121895880646145,0.001709130232052632,0.011223750701153534,0.002719994050762732,0.025125540897606678,0.013228672823818335,0.024390835071698348,0.022164947528450184,0.0207488262242153,0.020725590541156517,0.02145359010305779,0.008594510720775569,0.017823990751618224,0.020836491684409604,0.011266922125491935,0.02395522156311493,0.014591253570634658,0.012290459863088235,0.002649971470568572,0.018430134494010757,0.0046750325629735775,0.02644390671316261,0.0069278952693432915,0.01914709227936958,0.012182373150057586,0.017265409322605507,0.020563521166857723,0.01594187728968422,0.018332406571672163,4.56669441322469e-05,0.02169553332219141,0.01459100721910415,0.012909108025807659,0.017700275475436827,0.0226283589697334,0.02213921266592382,0.02082567743411424,0.004841483130163016,0.009729393962437884,3.854240801537009e-05,0.02447842585140545,0.025983516568766574,0.017106836665617468,0.046822665794462495
165,a19d9498-5d19-4aef-9db9-d62deef77142.FPKM.txt.gz,0.020828058500573652,0.014688600165620012,0.02982722823869612,0.015905529577523406,5.801488889171593e-05,0.012780240162263883,0.01718890360548216,0.012477573163490416,0.008921062445791578,0.09490664287554607,0.013880423211956325,0.0028931334647787567,0.012286901311969706,0.05000449873410891,0.029679459776163267,0.013732796528157398,0.01740001717805859,0.015562453023202031,0.01975996882833491,0.002984327797769848,0.017046457788410366,0.01646839361889722,0.019987284446329693,0.01287738132691176,0.017373948435321217,0.014692015927225585,0.027813939052835204,0.004675837263435397,0.004748393151497464,0.021155691448956026,0.05203757997134865,0.016847731361128698,0.009299059860371505,0.026489871536034038,0.01675061963100417,0.007492255222257204,0.011847419134088408,0.011600841002696687,0.01529889503804538,0.00010154441542932832,0.016963132302116258,0.00930723513052216,0.03784893211331035,0.017334722195950853,0.03400387299359748,0.010525435214226862,0.0193540169407561,0.0055497947278336825,0.01548273912420349,7.893856423799007e-05,0.012596120849923802,0.028991852701850444,0.011466957942556226,0.05012525608831175
166,f641a19d-8497-4bc7-9df1-5228adfd5334.FPKM.txt.gz,0.008856996048886739,0.010631610906134023,0.0031166794218259975,0.010751745151686767,3.171517991358216e-05,0.009735931795743938,0.012656228656460183,0.009041586994564524,0.001729311264282605,0.23357075743138905,0.007310659833949843,0.09983901008775867,0.03829586657850534,0.0176033140380774,0.006438244512627016,0.0215744920076501,0.005786568260240794,0.0055822962436261345,0.010018700739743968,0.0005651284257476144,0.006376040528244505,0.00011648531921774762,0.007648193777113454,0.008012742952918489,0.030946851859707043,0.004710633507155464,0.027368725414372297,0.007260851133364204,0.09390230024525888,0.010129870461790164,0.05618323679097633,0.003002578496492347,0.0454944432447128,0.0082888838072804,0.008020661869924695,0.00736007170895257,0.009007938864868859,0.01587707389096967,0.01002714189836714,4.856726553779053e-05,0.006506138072794205,0.009844705490323024,0.01439320355240903,0.009803254680741036,0.006314038277816401,0.004176922816673949,0.00569120410087727,0.04259125781443569,0.004997607150635905,3.831621722566317e-05,0.004436406564121724,0.005468487064070343,0.007825385853184588,0.004992935728652019
167,96b44e28-67a2-4781-a85b-c82fe528157d.FPKM.txt.gz,0.019818229706157504,0.022680880348275267,0.009124092955953265,0.02000845634438618,3.652705781540758e-05,0.022421495147725058,0.019943187873507094,0.023711873486455388,0.018947616620739047,0.002469700195377742,0.023562484824393888,0.0699999848368465,0.0208771807692712,0.010970967304720396,0.01815731279982509,0.01903568498281841,0.01915168083690354,0.022557621888420816,0.020602609472226356,0.01165911006368609,0.021347773428905405,0.00240051917408498,0.019507069477112886,0.025349894314443733,0.018792333835340982,0.02267239891486981,0.013562016822712046,0.019491039412275354,0.02892452948663609,0.020298963025449066,0.00443780374787527,0.024367170625379738,0.022627300736873534,0.017441032760195433,0.021109854314165725,0.0269424821971565,0.024732563191487783,0.021298939707479148,0.020493783882599603,5.6269015895059384e-05,0.02288680558444332,0.022983224530370005,0.012694354111302575,0.0196414280064566,0.015600384980851393,0.025099156096595538,0.01953072541457384,0.012494703651999901,0.006094434615610686,4.789258082383493e-05,0.022656093263807235,0.0181696917135422,0.023311025226975146,0.007199644636205217
168,111d998f-4133-436a-9990-64cb293a986e.FPKM.txt.gz,0.01589964558797528,0.012592945776877392,0.01538358934574827,0.01018790254954159,4.3985052682800525e-05,0.011364921294592552,0.01890683841244914,0.0103767740365413,0.0054624336903748415,0.011698360944529163,0.00936057777819987,0.12862661809331916,0.019711946721521385,0.00178037468268577,0.00773709631004053,0.016235346563815888,0.009578893531313313,0.009700056162937953,0.014057558678841878,0.0008518079757856013,0.010411961558266502,0.00012202523090083447,0.012731074060605753,0.007918229830872814,0.02671029946625186,0.0073414951894550055,0.021098173813584985,0.00334575942103537,0.14695316017068857,0.016898986188831722,0.10624166888999137,0.006331451649046267,0.05269748173030323,0.01444210339215536,0.008820426259645816,0.008602192008057698,0.009977205226583243,0.014083777424899819,0.013392999564679698,7.755250099139228e-05,0.00914048240370313,0.008098658024516986,0.018817036614636944,0.01286594876421921,0.010201052663839043,0.00660729667209498,0.012499407192821244,0.049537313873585884,0.010010141385413602,6.087719561259068e-05,0.010831195297992544,0.008036932708387868,0.007643732289241923,0.017894228147312913
169,9f29fd2f-3231-419c-b7d5-dba6457e523d.FPKM.txt.gz,0.009792790231553064,0.010142840140781822,0.0028331159051574826,0.0075111592931950254,2.3336892009735314e-05,0.009613215259138174,0.012676725438986444,0.0068758292325456554,0.0017537294031091117,0.029047927866478637,0.007216052822374283,0.15419837158310773,0.018721085006839652,0.0024091331360400693,0.004905002809471187,0.016326435462499324,0.005363793465881606,0.005375804129819357,0.009583844380907031,0.0005696562615345066,0.005769046127305231,8.75348024478652e-05,0.007805312956927251,0.005568918722688921,0.028072885271806514,0.0041102077494550564,0.01978556515927324,0.0024122331088141475,0.1318143972494328,0.010855186654992788,0.07604450311165697,0.003369272009349614,0.0718024311854587,0.00853720138151756,0.007051014191137437,0.0059669175397332845,0.006868923212539933,0.01128476029093043,0.009158055647412637,3.004187150514908e-05,0.006141132864680587,0.0058389104705705635,0.027590175795729723,0.012526944586496195,0.007044668055237964,0.0041602842754957185,0.006742318392871355,0.1750243163618481,0.003238075228316568,2.6543065189337313e-05,0.005280986492549163,0.005274988041341766,0.0051136051235424265,0.004662794280315074
170,4a775326-e623-47d4-b105-d32fc21afb8a.FPKM.txt.gz,0.0051589198131523,0.0038554730546301926,0.010595010038967543,0.0032129908877413984,0.00010309243418045208,0.004057166135398016,0.00543903365765425,0.003329613409322927,0.0014065544684447435,0.28830074869683203,0.004375103837412423,0.000268579335232745,0.0048776615373668656,0.012006800602465605,0.011807136244829956,0.005358038175350228,0.0060457886807409635,0.0041640507390792655,0.008347290905798076,0.0004864314580415828,0.004396040389183099,0.005892658752596404,0.007507992119230156,0.003465857697261887,0.0066050883924824305,0.005243050970499053,0.027582535807399753,0.0009734606900575389,0.008514978569718543,0.008113858756728305,0.40947669479809035,0.0038422022654570434,0.0031995119780825866,0.00771053011418115,0.0032050536455179406,0.0015116151487289452,0.0028466526714759095,0.004922157556127422,0.005710866565222068,0.00019761384581776115,0.003577057176269483,0.0022796001077008405,0.0017070422219663708,0.008588906999446429,0.005629466251074381,0.002610626034465831,0.004035531508523393,0.0017150186916391112,0.004448763164923955,0.00016667043509641075,0.003935660986006478,0.013442514716702148,0.0029768568262883216,0.040772380033396984
