i_doc,doc,Topic 1,Topic 2,Topic 3,Topic 4
144,592f19d7-8afb-4db6-9409-24ded8862985.FPKM.txt.gz,0.17479578965103532,0.1957465393564438,0.6278526614538401,0.0016050095386808514
145,dcca8e16-a1d4-48c3-a87a-f409c86104f1.FPKM.txt.gz,0.27014350774671186,0.3649460565170692,0.36199676149579124,0.0029136742404277196
146,82bfc74a-cb0f-4966-b53e-c7b535ae7f23.FPKM.txt.gz,0.3165268106030319,0.289952139119432,0.38864774868916235,0.004873301588373727
147,e6bec4f4-0b51-43ba-b62b-5af777712488.FPKM.txt.gz,0.10016117127130875,0.128810816422011,0.7681103366876676,0.002917675619012541
148,fb425afa-26e0-4867-aa6a-cfe1d9fc668a.FPKM.txt.gz,0.2932478231422785,0.3734368234807237,0.3321122295105704,0.0012031238664273868
149,9d92a96c-a177-469d-b306-5f53aa2fa634.FPKM.txt.gz,0.48648093379964025,0.29031000916034616,0.22021823864190077,0.002990818398112761
150,2e941d7e-cb3d-429b-aeff-328325ec6120.FPKM.txt.gz,0.35174945637679,0.38342759300796886,0.25952652187555103,0.005296428739690169
151,bc4753f9-5ca7-4bc8-b25a-622e1a4cdf5d.FPKM.txt.gz,0.3366184823978387,0.3977180818392933,0.26356129707729276,0.0021021386855752454
152,afe5f01a-b3c1-4d24-94cf-27ec0894e308.FPKM.txt.gz,0.011069837000616214,0.015562998583653174,0.008472695653942632,0.964894468761788
153,0211f2ea-a4f6-4a57-8f98-66bf0a327479.FPKM.txt.gz,0.4358436475714928,0.38642515829964835,0.17658759624129172,0.001143597887567048
154,995dbed7-f7be-48fc-be3f-6d24f6639b70.FPKM.txt.gz,0.2795138915446563,0.4231505405280563,0.2893436466872628,0.007991921240024532
155,53c56c46-1618-49ad-9155-46f46d6d3613.FPKM.txt.gz,0.2325428633245701,0.2248699285706961,0.5409333135509803,0.0016538945537535486
156,6999d309-8502-49ee-8d80-9d0bde00081f.FPKM.txt.gz,0.2910810074388937,0.4349427276199983,0.2708454277304791,0.003130837210628835
157,2edcaaa7-63b4-40b4-abbe-5d7a84012e60.FPKM.txt.gz,0.2762522338167926,0.2503300588170407,0.4064478445808564,0.06696986278531036
158,c32272b5-a619-4d25-bf35-71835715a159.FPKM.txt.gz,0.22346035034647593,0.2774503300024153,0.4743747932761029,0.02471452637500589
159,6c60605b-a647-481e-976d-f2945740faf8.FPKM.txt.gz,0.3505548126450574,0.21928383101120733,0.4275868870532353,0.002574469290500115
160,e29ce54a-49a1-47a8-82fd-7687cec0d1bb.FPKM.txt.gz,0.29465791573525146,0.38353988322614874,0.3134824533467996,0.008319747691800222
161,cbf61237-f5ba-4fa0-97be-e79e8e75a887.FPKM.txt.gz,0.2529478872271182,0.27471482035339334,0.4477200224035891,0.02461727001589932
162,d578e27f-537c-4aaa-8903-6ffe68346276.FPKM.txt.gz,0.26585945965284014,0.3072732844816537,0.42516144064421857,0.0017058152212876573
163,a62f2229-21de-4876-9735-062659ccdcbf.FPKM.txt.gz,0.21334047716580873,0.5558765933669483,0.22833637701198617,0.002446552455256825
164,44caf0b5-d05f-49fd-b8ec-c32d0003c5f4.FPKM.txt.gz,0.2767512317820067,0.19672573411079058,0.5234369278094776,0.003086106297724966
165,a19d9498-5d19-4aef-9db9-d62deef77142.FPKM.txt.gz,0.2809646401471382,0.3659087633979749,0.34918403620232696,0.00394256025255996
166,f641a19d-8497-4bc7-9df1-5228adfd5334.FPKM.txt.gz,0.3582057736879129,0.5752567095519968,0.0659206158978021,0.0006169008622884017
167,96b44e28-67a2-4781-a85b-c82fe528157d.FPKM.txt.gz,0.408875121592753,0.32158625790147133,0.26818788075326555,0.001350739752510261
168,111d998f-4133-436a-9990-64cb293a986e.FPKM.txt.gz,0.6010469120997067,0.2595157869726132,0.1385361151446887,0.0009011857829913003
169,9f29fd2f-3231-419c-b7d5-dba6457e523d.FPKM.txt.gz,0.6293110022913172,0.3078531898597989,0.06243673112832418,0.00039907672055966114
170,4a775326-e623-47d4-b105-d32fc21afb8a.FPKM.txt.gz,0.15012259715455384,0.7001929483321349,0.1466343765028447,0.0030500780104665776
171,91f35d16-88fd-4729-b4a8-09d26f20ad86.FPKM.txt.gz,0.3458140114025457,0.3831026966032694,0.27012542058492994,0.0009578714092550258
172,1943018e-c964-4fd1-b23a-92c1202257b0.FPKM.txt.gz,0.34533272864447845,0.28046310707058186,0.3722609601973394,0.00194320408760042
173,a1218099-ef29-4229-a2ca-e4f69287f31a.FPKM.txt.gz,0.26079765009327094,0.4510225614382522,0.28520117141251333,0.002978617055963431
174,9ce4048c-b607-4677-b874-647e9c29785d.FPKM.txt.gz,0.32189834179392374,0.2899507209143675,0.379567475171137,0.008583462120571804
175,8d54214a-1d9b-4fea-9c42-5bbb3cd11da9.FPKM.txt.gz,0.07568708012258968,0.07156150822157635,0.8510760768453595,0.0016753348104744138
176,fd39d52c-5ae1-429c-b85c-96321db417d3.FPKM.txt.gz,0.38108005054162736,0.325159646916697,0.2862434815351808,0.007516821006494722
177,6d44a9ba-d0f4-4d8b-b368-036d00198d1f.FPKM.txt.gz,0.14486411973694324,0.19542188379855724,0.6571979610414364,0.002516035423063015
178,94719fc5-6ae9-410a-a15b-49ffe3753d2d.FPKM.txt.gz,0.35184814869991715,0.29415933971110536,0.3515322340210436,0.0024602775679339636
179,bcae978c-e9b1-4c7a-8691-caf718db5b3a.FPKM.txt.gz,0.6482126805716463,0.17729679351206595,0.17372584303673674,0.0007646828795511281
180,fd168f37-df3d-4cf2-881e-c90c61c95fdb.FPKM.txt.gz,0.28674882519434225,0.27173474195926367,0.43443860570998805,0.007077827136405972
