i_doc,doc,Topic 1,Topic 2,Topic 3,Topic 4,Topic 5,Topic 6,Topic 7,Topic 8,Topic 9,Topic 10,Topic 11,Topic 12,Topic 13,Topic 14,Topic 15,Topic 16,Topic 17,Topic 18,Topic 19,Topic 20,Topic 21,Topic 22,Topic 23,Topic 24,Topic 25,Topic 26,Topic 27,Topic 28,Topic 29,Topic 30,Topic 31,Topic 32,Topic 33,Topic 34,Topic 35,Topic 36,Topic 37,Topic 38,Topic 39,Topic 40,Topic 41,Topic 42,Topic 43,Topic 44,Topic 45,Topic 46,Topic 47,Topic 48,Topic 49,Topic 50,Topic 51,Topic 52,Topic 53,Topic 54,Topic 55,Topic 56,Topic 57,Topic 58,Topic 59,Topic 60,Topic 61,Topic 62,Topic 63,Topic 64,Topic 65,Topic 66,Topic 67,Topic 68,Topic 69,Topic 70,Topic 71,Topic 72,Topic 73,Topic 74,Topic 75,Topic 76,Topic 77,Topic 78,Topic 79
131,7403bf3f-1678-4b86-b094-c87c993e583f.FPKM.txt.gz,0.00812188971221098,0.008524573326403589,0.010280071167828033,0.005321162786263938,8.530042586216491e-05,0.004550257250233257,0.026016714652071733,0.00424715987095311,0.013172299748961771,0.000716049907554563,0.0050288955719968095,0.007548285244169576,0.002182314327720265,0.009787861614869952,0.009957904939798022,0.0045983614813874946,0.008237899913996448,0.003844298837240346,0.007713024652818717,0.005476284508146005,0.011020747080825217,0.0037839614215625333,0.007980515645921801,0.003606450882771565,0.006487060898157933,0.008189923874550259,0.022818479001983867,0.0005807102395526085,0.001441568347240641,0.011061590546089118,4.104305895632169e-05,0.008225244733089913,0.007177456974641794,0.2062065865186941,0.004709485569948865,0.005616067228602159,0.004319387335247917,0.002530766135365239,0.008196579191757725,3.543433730879599e-05,0.008947999236821493,0.0035018760125111975,0.009854683307416335,0.0065776011582974366,0.008701750831034064,0.00439583787630544,0.007405607538217256,0.0027344823946412844,0.1922445045578356,0.02944718589517152,0.008403368811171338,0.0136571373345326,0.00615364330840424,0.0167994869614966,0.002651457416574351,0.004077780754586435,0.004053021511829298,0.0031404943867428506,0.008157803164735793,0.006077890979196333,0.009301053545064575,0.001356652353953246,0.0038260643089324687,0.0033667083472510447,0.018813841369421703,0.004986783950663043,0.0064782774417241114,0.0030171554101214512,0.005012523149744057,0.007987097140653742,0.004698645883842661,0.002104577323643143,0.010344833749944955,0.010540740985384468,0.0042024778683108594,0.07009794056886715,0.0038697175796221206,0.0065483937004801145,0.007023232922098633
132,a32c6a56-997e-46b6-8da9-fcfe24aafc08.FPKM.txt.gz,0.012514695924820069,0.010361120713891003,0.01094618351551638,0.003941213227798252,5.3682724835152184e-05,0.019056455149464305,0.004210877409144683,0.0189467168763559,0.006332720681593676,0.0012212045051867172,0.013710947764829996,0.003557894876400656,0.029873649156189234,0.003510103535972697,0.00883548603672626,0.012710385515164124,0.011411257476903301,0.0025778148238817956,0.010597212207025293,0.017236189184857625,0.010543451406465225,0.004533833028250229,0.012563121739994432,0.01997002248104469,0.007634739696663868,0.013449780353330406,0.004364719520864053,0.014392047284927984,0.0008187928693972695,0.00940873938506763,3.484311472496876e-05,0.008802142862988067,0.009872309909956445,0.0004935045457279937,0.01351281534361343,0.018156107820192224,0.02006477623005974,0.01754988333131148,0.011948027026894991,3.133029618332514e-05,0.01163952454667991,0.021176882662335857,0.010969543235562219,0.012952935362542077,0.009063485365109073,0.022105409831680828,0.01547653424750874,0.0010770862574269052,0.0008111833981830471,0.008705887741782947,0.012385548485021602,0.008905861868691738,0.01717925977988606,0.008736756268143799,0.018648266581896777,0.014496297386402172,0.014444243791271552,0.03454548876249772,0.007945798236167641,0.013055495288602097,0.012412112644935452,0.03612027103507556,0.01485200500887779,0.009778527703725495,0.0010402722294126862,0.02211431799217336,0.005874237222589935,0.037301266768804166,0.017875424359132978,0.011497283988827671,0.02073872417552599,0.06101564072339213,0.008893918729804483,0.007204495934149277,0.021191701078271716,0.003965879899467359,0.01629341577307213,0.01557170139092208,0.012186514690231553
133,e023c283-afcf-4334-b741-3dce8e98b0f6.FPKM.txt.gz,0.008142706751014786,0.011407762265037997,0.006831953669587818,0.021096337053340897,2.7495127025424257e-05,0.01247689803634642,0.008345017745038015,0.009477110708608856,0.004818323945307518,0.13978303081355256,0.01074874239117231,0.013645055759055306,0.007921715109352665,0.022782465577217484,0.008110985572127472,0.011481522170255474,0.006540122575662943,0.0019605459906837184,0.009432897286912503,0.003756186436644251,0.00727008215319506,0.0006618885604102289,0.010083584426155737,0.006516753744016246,0.012710116817051887,0.006564317773295907,0.008998206586360606,0.0007739771654407314,0.033119961633106286,0.008507033458049273,2.2415150050162926e-05,0.004668326445290009,0.012576246265869782,0.0020473013706480926,0.018756758670943608,0.007944513015315914,0.004945977962701906,0.012478709212699073,0.009617430129291147,2.1010672658570216e-05,0.007242438061226661,0.0090408817287903,0.01034049675049238,0.008195420829823705,0.007663537224191226,0.006972725770136377,0.007783763148623468,0.016035118942057353,0.008388361059191355,0.0038004432079854667,0.007125782977967622,0.004834317179743309,0.00690561028355404,0.007531290245707946,0.00463277233835493,0.012315313138064438,0.010661044137626287,0.0033901449887945483,0.01353030321077272,0.007766756571501536,0.007239019640616548,0.008686419705955798,0.01130310794476728,0.017751776836400713,0.19993363643172524,0.006375409260265027,0.008722921923811309,0.002504669981699363,0.008060776587609503,0.010540949909330263,0.0034693455503565715,0.0018246476549027184,0.007524599624099182,0.011356945146994455,0.006966713538575289,0.008157695480653714,0.010583595733360212,0.007238176939538244,0.010531584118238294
134,8cc12fdc-c850-42a3-9aac-eae3ac9b21a0.FPKM.txt.gz,0.013297082901131263,0.011435695596277372,0.01404366431469443,0.0044015523146211264,5.36077868410265e-05,0.014131901317052652,0.0074671700004474905,0.015320071899416218,0.00838391379250257,0.05465326849125073,0.010770346689699341,0.0045347437001896345,0.02218676638384842,0.004323843127660427,0.009696955137314006,0.00929023029116207,0.011094678391642644,0.003490645840459695,0.010059872769898942,0.014248830814006623,0.011640362564732111,0.0006067391865178552,0.013625398221392039,0.01979769408625065,0.007404596591582229,0.013473607478801823,0.0051010710510382765,0.012106246791582493,0.001122460374847296,0.010693266284035332,3.218263881054951e-05,0.011232038899949314,0.009052338006786943,0.004746314965989988,0.010906580649253,0.01749650305121677,0.02315606534315805,0.012470122076507483,0.011144140008474813,2.8073928090212172e-05,0.013001142483098792,0.016901190375161898,0.011452788263990378,0.010918207356384138,0.009592426263305972,0.02209305773522472,0.01848095139136457,0.003025200382987455,0.0064179496632502785,0.013139773609637093,0.012272652196259818,0.008004288376318692,0.016548011413916538,0.011338676360820745,0.016175715983677622,0.011604852884124151,0.012107673332889347,0.030993716859957117,0.008108341174763594,0.013713331099675109,0.013529755055265618,0.024990100953307722,0.011072339576728887,0.007432361441722821,0.0013701406508822968,0.019118505819175045,0.004792448256320472,0.02468465404998239,0.01643059353539144,0.011277782315285393,0.02614492197938906,0.053664518199805826,0.00893655864779185,0.006984249780809632,0.017881853810888776,0.008414394153354508,0.013146008008056908,0.015020826185370687,0.010497396614528786
135,4bf2bea7-00ef-485c-b9e5-035f0ea62b1d.FPKM.txt.gz,0.013918018927121622,0.018010408516619794,0.013615000865266822,0.010802849350981117,9.667472237297532e-05,0.00988728366948311,0.02210514034446188,0.014226663967503193,0.009711951774014892,0.015502107651576431,0.011252956969671157,0.011640310936956309,0.013143399070025095,0.006176046220101687,0.013373532068478921,0.009877455471036184,0.011386103918187576,0.002945716641393092,0.012144535959153213,0.011507351473030216,0.011545943008388473,0.0005701277796340173,0.014289759849830986,0.016456046448935856,0.010829395312925216,0.013707440184527103,0.008604125851764365,0.006318905001293288,0.002590458378394942,0.013323626194280623,5.5216464620738904e-05,0.01471131623684339,0.016497270953146285,0.0705369136968081,0.006728750901688662,0.0133468769331925,0.01666734780746744,0.013004103064927818,0.013424496967883393,4.442114036547853e-05,0.014855475605822854,0.015495372539804916,0.01473255530351705,0.0111129684632504,0.01300162768336721,0.015856366299789607,0.018313495120450825,0.006101752098747191,0.005919174399948937,0.015355201757634423,0.01369486038898254,0.008686088501529184,0.013099724653389924,0.013013017410440607,0.016702228395215866,0.014365446484863154,0.009952261726681242,0.015406595100923608,0.012603484900272223,0.016013903965472025,0.015134950930628319,0.01501370849947185,0.011763255504981994,0.010419721901179086,0.006584435237799127,0.01352967548006249,0.007252634113048207,0.015236969301684741,0.014730512798667375,0.014706872224283407,0.01511786175549577,0.01657677378835583,0.010152374539938697,0.010751840922584417,0.01536443322083674,0.01236426303255227,0.012908791308449359,0.01349777103737175,0.01003550290815072
136,757b49f6-849d-45d9-a182-4caa6c527fc2.FPKM.txt.gz,0.014037862418481862,0.011814519243375846,0.017962188820413387,0.00435442135097211,0.00012083906272071492,0.012301240049245652,0.007135863731111413,0.01262464317015766,0.014276299804066937,0.07656681867558177,0.010886367470646604,0.004993235806327684,0.007751318247787278,0.003138327955842401,0.012463487955828117,0.007200948881701342,0.014271395666844702,0.022946345379323222,0.009514110832407377,0.014860963504865963,0.012420811880606921,0.006287115343476893,0.016584231808953773,0.018518577071096463,0.006879880884899683,0.013730602957974418,0.005245800228400542,0.004307344339770576,0.003930689302745615,0.0105470467078788,6.580885972361892e-05,0.03667425734940896,0.007996830756594553,0.00219297253938356,0.010819739589545761,0.012569611629959565,0.02696454731984434,0.007378048123311889,0.009439358969733547,4.85560605323703e-05,0.012944719548239223,0.01457591621090805,0.011002733554501277,0.009465802693894465,0.011522341341481898,0.01983730098576158,0.018846865948017953,0.007772587375782031,0.003214483743429115,0.018549456165877675,0.013108570186385417,0.009867625199999024,0.017364863182719664,0.015814863140812756,0.02119072451680535,0.010881288616470966,0.007899734213256545,0.021647618506901504,0.006480198710337985,0.017745848334648394,0.014412984194923215,0.006929919389375415,0.010070176240014524,0.006366182969491033,0.0025633737585026507,0.014234207679741137,0.0039821614219770676,0.014197326046837525,0.013281221981305161,0.01113943603121201,0.03851595920779543,0.02920520027252677,0.009527302199327937,0.006847562006915824,0.014169772664639478,0.010833584069008133,0.007594190302841559,0.014075258572732577,0.010497609063057857
137,d2ba49d2-5207-495c-97b3-d70ebef30c7d.FPKM.txt.gz,0.012000245893181365,0.008266237695522675,0.0175056363896552,0.0011749826441179517,7.08866971738543e-05,0.010099782040326665,0.004348634064205328,0.01601092624760228,0.03362551928729,0.0007750408652338876,0.011619288354780252,0.0014031205259460377,0.009642539154649693,0.0032196178322926716,0.0165896468168205,0.006983243947097188,0.01611013763065468,0.002584350919125797,0.011318647490043666,0.03459320127696877,0.011866061255069341,0.021654720422683155,0.010244941887546013,0.02513094962449792,0.004025560680759392,0.012954905809694892,0.005019730333107264,0.052119784306799935,8.901671693659365e-05,0.008290843245978332,4.269084884742209e-05,0.037009612527754296,0.0064424079698683365,0.0005859255766342825,0.00876268174570885,0.009456982839558158,0.024667991466796962,0.009184357557686857,0.008498849525857548,3.641443362459425e-05,0.011879431232885554,0.015689157833414062,0.007082585992519245,0.01138083065300562,0.013304290637554233,0.014979301687296038,0.01336459442809149,0.0003700314832879462,0.0006380513982861487,0.0071059202366463466,0.010465123508373286,0.024202466132215165,0.01560655048930134,0.01034753269334538,0.05840732516526648,0.010095352687173592,0.00791133655341568,0.0320527591485842,0.0063098855494502235,0.015665007583986,0.012758430573420328,0.011789618657405467,0.01098840625465049,0.005556382777258447,0.0010789829159476344,0.013982369704261009,0.004387331121251024,0.03886185668991245,0.012195677304540494,0.008735062838958212,0.027895069496651347,0.02415213385391444,0.008910033000874978,0.005162534144359063,0.01755390659848182,0.006152133534528643,0.00747095466441206,0.011043718254299293,0.010441747972676215
138,e4e0ed55-a9f4-4978-9aa5-7a6f892ebb53.FPKM.txt.gz,0.010624596978932598,0.010407582176963739,0.01295143273930317,0.0403784355293466,0.0006635966020037774,0.008337061733650388,0.007782607748749361,0.01074128330479005,0.007207275722508433,0.0012326157822369127,0.010352581538326393,0.009506685558978855,0.011618154938306218,0.008097845395158466,0.016270517546344468,0.01027007202706074,0.014345892700626587,0.0021151726933835804,0.010373755348039594,0.019160691850255072,0.011070907060828663,0.139446293135567,0.01206652889253102,0.01914655734199102,0.009486108510239585,0.011606683191561008,0.005838897709409018,0.005554851617343488,0.03339312073646289,0.00860641301035583,0.0005269691006945549,0.02553739388344706,0.0072762875143478675,0.0023334124362496774,0.008891577001064415,0.009239326240659424,0.014859345779072773,0.012078186288331025,0.008113436501679666,0.0004436574397753276,0.012376028345827418,0.011570015477494968,0.008988631205871699,0.009890307921580552,0.01725580365385509,0.012631972333902062,0.011399059912981983,0.002043525482762869,0.0014535943545835332,0.002085797817809839,0.009299463765022114,0.019864377705265033,0.014673968980771446,0.007727349921142147,0.034124134781385256,0.01305894530451041,0.008786045162615986,0.012208694722277844,0.008718169758209875,0.013167061707646649,0.012029892384464105,0.012980858478564034,0.013409932585057913,0.007750847835374414,0.010528310928970289,0.010281638573745627,0.0049087311495710105,0.01410575500806881,0.010497777677860852,0.010269468851156824,0.015465640945183363,0.014868606791281037,0.009400760840133174,0.008530200139785655,0.014170823107618783,0.0053177402213786815,0.009756012855721613,0.00975044164870643,0.00669980035526438
139,ce137517-0320-46dd-b4e0-82c02773ba97.FPKM.txt.gz,0.013778943416412693,0.009576136397543905,0.01569956942348101,0.0049268309242752285,5.485706165775387e-05,0.016481178272578507,0.006333871468740393,0.014638619642710885,0.017336402415028856,0.0008630933617863654,0.013141879859281232,0.004336744803272768,0.024987947802649995,0.003812968392830554,0.013754190961935694,0.009185695664018544,0.016205686741974493,0.002847837353895766,0.012856740742780856,0.027753830894832954,0.013976407881754587,0.00042477714568980174,0.012125104271085997,0.017914426231268852,0.0066619539022951925,0.015377792868963382,0.005227238189115484,0.006729065951957412,0.0011356022058641572,0.012045108444488301,3.320014014617375e-05,0.01502719491228032,0.010318387277258012,0.00143417522627024,0.01869886891559491,0.015592096263554655,0.020922399345905427,0.011457043388896625,0.010571649855750615,2.9555144286416942e-05,0.014185978338988417,0.01773448414268014,0.01015108167068182,0.01407144959900973,0.012654215481710578,0.020459866131880507,0.013758161321158171,0.0016125868736259579,0.005341086032183412,0.010267486417096365,0.012695342480255216,0.019744722668018185,0.017699621016735397,0.013656016924260557,0.0235605966746033,0.011106622741827776,0.011068466087720203,0.025628448316644438,0.009046751905356008,0.01550984582817727,0.013539406425281954,0.03876260210220406,0.011285525339846288,0.008681331482604913,0.0009767300250656096,0.02072105596204784,0.0039000791499070792,0.01915184152907738,0.015479588478286533,0.012305190386593898,0.02523563915884729,0.043788391869443305,0.010868714278089091,0.006517862120748284,0.01834565533437327,0.007646073285448826,0.014466677602545653,0.014255940594154597,0.009843791058705812
140,fcdaa827-e263-46e0-8a83-206fa5a009ba.FPKM.txt.gz,0.013554945048416926,0.006760289616721684,0.011609267851075057,0.0016934398050237037,0.00018244382532525412,0.014537240714576629,0.004017376624521053,0.011658365764955127,0.09531195329224977,0.00047391745198674634,0.010840520773881713,0.004448302908452522,0.009210858776349997,0.0017206864157192708,0.010893229562529269,0.006662593458591463,0.03179120357490515,0.0025792295480487094,0.009184051764135635,0.022392568494421092,0.011621598419087375,0.022460698691633564,0.016431220370152537,0.018462340830127613,0.003452362109733877,0.01545058079615152,0.003005328916641139,0.004562451435418147,0.00011929772678084179,0.00919948383440938,0.00010183246634598185,0.02385511656564144,0.006811753267165133,0.0002946677501840633,0.010973684574744095,0.011553627649070253,0.02498570083430332,0.009755052937043264,0.007776947937143067,7.712695386844967e-05,0.012408069595728556,0.02632504281378259,0.008189215792977558,0.010457688648657202,0.023649189397772274,0.01984048376498671,0.014992847693817606,0.00028980683055556826,0.0006881209721696054,0.009706134031480216,0.010784697964618938,0.010545261079141987,0.014830888334210162,0.010868198949147007,0.023447313136232575,0.012029914106167152,0.006425930855956014,0.02821194524146868,0.004296305699337066,0.014463988243892124,0.01802327611203963,0.005917869129190374,0.010099283302729778,0.005667495733297027,0.0008781874280342159,0.01580887672256731,0.002971772516365175,0.016792519314180143,0.012047966259562682,0.01221279696308179,0.03646475755695717,0.0674401865103037,0.007028451202527055,0.004649603394718038,0.014875367429892221,0.005348816056590109,0.006889296331695584,0.014140926678092972,0.009818148868543725
141,801d0a1e-b2c9-4e05-bd6b-15322b0458c6.FPKM.txt.gz,0.01634037415344304,0.012814008609727638,0.017998333261866693,0.005423028862438796,0.0007654626543229137,0.013195272868268352,0.008640224863396764,0.015249844768140562,0.018010213668604516,0.0050686186773612986,0.013715429782098405,0.0058045749443144164,0.009995133499942676,0.012049193313525124,0.014903267103025775,0.011160152149619507,0.015747692841570814,0.0038583623844663695,0.01221697773543097,0.016008764977268594,0.013729552032911636,0.006850360194045107,0.016271986540592392,0.018821027831209345,0.009488021129195102,0.015033400203677523,0.008529726704397415,0.0047340038911277,0.001691132148615324,0.012901508518537427,0.0004397026393403243,0.029155744811861856,0.011744239909999786,0.00216855460913671,0.011923323387132836,0.014177195013207905,0.021979155569159744,0.012008760812688288,0.01335308012547459,0.0003348762238673242,0.014764982533973455,0.016399135670062,0.013074865532125592,0.013233635568835564,0.013433524150139355,0.017641570679977965,0.018173488623657794,0.007772673059004952,0.00935484171773935,0.027354093687974097,0.015872937077265784,0.011684795116973236,0.015983366379536297,0.016693989947987792,0.01910017266575068,0.014367279677347276,0.01099199576840861,0.01870228849886519,0.010889160286853463,0.018242378706984756,0.014802183762845764,0.008774764319592865,0.013904242563813373,0.0113813088484211,0.004187607153714076,0.014680170924737536,0.00694895655810919,0.012595299692945964,0.014320587094394523,0.014052695324413562,0.02274187366655837,0.014829983631323384,0.011398686311394401,0.010522670843139112,0.014760462266248069,0.011850623845833668,0.010485317518600419,0.01708824123087232,0.012642865678567568
142,fd55692a-cd56-459b-8edb-ba83a735e665.FPKM.txt.gz,0.012572798392268035,0.010887812329003082,0.012057843140400424,0.004070180638057745,8.354999326705309e-05,0.028160130032454905,0.008608426828680982,0.01468337407606148,0.046383403629956105,0.0019552047063581953,0.011963090481845377,0.004741830188947144,0.008459745472578875,0.004414268563117946,0.010740817065095611,0.009191735225445195,0.01547829819656524,0.003524213496811592,0.011695263386042697,0.012435488482805528,0.011830389549082663,0.0004769544088465417,0.01655736504762657,0.015187873742541096,0.007911496931955156,0.01193640946093811,0.008778002988412326,0.007055573249840205,0.0011164051598269713,0.011035865076456146,4.7997697616764474e-05,0.012752068076392634,0.009756806093192776,0.0036979008277764325,0.0780681020948654,0.014633568376875046,0.018766583849263403,0.010316277446638078,0.012776688935388514,3.845492576874288e-05,0.013041682521231515,0.016457346859074455,0.01338891319378012,0.010592316067771923,0.011015126928268261,0.020510579400365273,0.017460645341265478,0.0034223086419675978,0.025298751376883435,0.00919018285842811,0.010975636200177183,0.01013161304146829,0.014992553647543948,0.013959827297833769,0.0174173653659545,0.011367360606957713,0.009381945466437242,0.02035690163409971,0.008222623730140313,0.012859897164489245,0.013762054254356611,0.008090224266799067,0.014106692330032125,0.00859556960816796,0.001720667220639669,0.015359189539433023,0.006695324781303653,0.016277136694881622,0.012609720792393812,0.01278686073331666,0.021997178313338996,0.038730871101766276,0.008874413744771669,0.008248011301546676,0.012599094196785928,0.012838327548952153,0.009055282465476763,0.01275013808644325,0.010011407410389335
143,baa3cdc1-1ee8-4aab-80f9-dafa35cc5fbf.FPKM.txt.gz,0.009132100978064469,0.01022977619249844,0.006601626834500833,0.026743206458479555,3.6671067014017763e-05,0.03899706505591518,0.0071142749806389766,0.013708748242101157,0.0035923167218459002,0.007309152777472707,0.01792725540443855,0.024207013586780065,0.012954649528303566,0.008056269545075597,0.0075879444400965565,0.01850644692350884,0.008559947642392445,0.0018449449408991958,0.011028326502649554,0.005714879782362479,0.00787586963935013,0.0009052475530266175,0.014229268596442487,0.0075806397950370944,0.01998369780873715,0.007920573997441565,0.00948083543840878,0.0009175433517673197,0.12088011915811976,0.009186511961147056,2.8602409297576878e-05,0.003730227320637907,0.012840933881706469,0.0021653638251538728,0.09228138854751931,0.012496857355289286,0.006409342673596089,0.016591318952668053,0.013121804414015257,2.6106270815775428e-05,0.009682778726510929,0.014076808956815241,0.012064862502240837,0.01166815413026974,0.007810112137753938,0.008587313513870171,0.007656578925404533,0.039093137952511514,0.0009178704163338485,0.004971581777346714,0.009595844036767791,0.006191779991645235,0.009615489634905001,0.006544622592423209,0.004472660582895184,0.017214403261404256,0.017010459069891955,0.006316058875133867,0.013065426677647757,0.008462335789775743,0.00753445679209168,0.013006982284275973,0.02227732940450494,0.015209927305898489,0.0014743675544999356,0.00957530149876651,0.010307639618364643,0.004133448754978047,0.01025311227818198,0.012185045382670491,0.003911853911772037,0.0031430591827062235,0.007685423671574506,0.01461826620042812,0.008949955749381113,0.004887951247429872,0.017052154635425712,0.011300633980202443,0.008969940440084168
144,592f19d7-8afb-4db6-9409-24ded8862985.FPKM.txt.gz,0.0070324014888546145,0.004866857895158478,0.0068670654502687774,0.00306430815624501,8.466876783208533e-05,0.006445249095400352,0.002883690007884414,0.006655613168778505,0.0064284628116128405,0.0001421187263042429,0.004291723440994067,0.0018997471793576546,0.005766510350549889,0.0007558460585582576,0.004424216424983993,0.00287381853986781,0.006919014647034867,0.0024500138341874197,0.003901409010576248,0.012391874023898799,0.005441192427063809,0.0003836360926129132,0.006954909823843438,0.010313546605076324,0.0025299175564839583,0.008917119296234594,0.0015424083555643363,0.394045891691173,0.002667908971865548,0.005087143727872957,4.4156370814849376e-05,0.009008799829100184,0.0038310092208568712,0.001584622743278686,0.003921316276131299,0.008364581199855888,0.016280401401801786,0.003815579952602339,0.00460740465280701,3.573226873993896e-05,0.006513929748721668,0.01053614977122598,0.004691978057233248,0.004458793579597269,0.005560012967504167,0.01502904675108327,0.010991997119517875,0.0008670660165681376,0.0018423772041675434,0.007330009933060178,0.006390219964775526,0.003520642174540155,0.00893289623772122,0.006324959930714765,0.015682226901544898,0.004891175183599046,0.0037432312622082023,0.03389619357648458,0.002289536174475559,0.008746832961196946,0.008498969666671068,0.005841820393707203,0.004146169709372672,0.0019973436580608297,0.0007131339658986948,0.010996547181054318,0.001508784685530295,0.05378531132631397,0.008932102875387085,0.005343953798096941,0.03645260179707455,0.08382935640049802,0.003875371181007715,0.0024443819332548708,0.009718284666222704,0.0031565171876325043,0.004080970641925011,0.00789738425772708,0.00501983161649623
145,dcca8e16-a1d4-48c3-a87a-f409c86104f1.FPKM.txt.gz,0.013075778704028906,0.014269617132872914,0.017699141265184494,0.004308942751731965,6.253980931555525e-05,0.010043647648224463,0.013044347723768304,0.01604678860211845,0.01006303090113431,0.0010120426528604435,0.01051042338177801,0.005275170984946187,0.019458829205190556,0.007772501847626902,0.017070462336160087,0.00961647522275057,0.014083311902819072,0.002694649079962068,0.012772102530058702,0.017392535258793137,0.01266734876689355,0.008462261110010643,0.01608224757136757,0.02643024341265084,0.00781341988206867,0.013621896362508578,0.006399764673925902,0.011688227434204676,0.0007180923697220992,0.011358860529455152,3.691247794185016e-05,0.02724430331336769,0.00918207562272907,0.010557009580332007,0.00929764840584738,0.011925961017743462,0.022176882484348428,0.013623392703380633,0.0105819000579246,3.064918044023068e-05,0.016008958863679607,0.015530634354195133,0.01307726230173621,0.011178182896136328,0.01540863208996838,0.018102905420375907,0.014371204665877711,0.0018274522046907427,0.002557809675605412,0.006838071857384966,0.0112051659297371,0.014401860732888707,0.019379864628830307,0.01226344336154562,0.047750134748200515,0.014162763023226286,0.008445689088095296,0.017339588649672787,0.010525140864096984,0.018273458720894864,0.01464395869159257,0.022899624468048083,0.014493017361779525,0.007946980196060346,0.01883307804892745,0.01604170508974305,0.006035691946771831,0.018765715952392834,0.014798606527450039,0.012835587730063745,0.019380925594616724,0.020082979035794993,0.010471574084171218,0.007363030063818356,0.01743728003251879,0.008783086136395026,0.01149357362364536,0.014309802595465106,0.008564122845718055
146,82bfc74a-cb0f-4966-b53e-c7b535ae7f23.FPKM.txt.gz,0.014197287035454963,0.014009597714651526,0.015170287233458316,0.003909287698905092,0.00018202960657319751,0.013123429449883333,0.01213413085128636,0.015334515495242217,0.15111945755179101,0.0007017246631577014,0.010183272314916164,0.004835858517199006,0.010124703891283452,0.00459061688990847,0.01361853493818444,0.013342093825827779,0.01784598622385965,0.005756044414966313,0.01341024902964514,0.01078045024019602,0.013121444921857626,0.011235751882004813,0.013093046939820187,0.014191517478288734,0.009207864071721032,0.01240610635998169,0.010285577745863667,0.0034266449089048784,0.00046434479372916936,0.011282482542651665,0.00010633307236487763,0.01299994668263554,0.011718098869655335,0.002528234460666568,0.017848806550997392,0.013075203548572018,0.015116903521726217,0.014022951926963439,0.013854346491236607,8.195601281840842e-05,0.01301929780018269,0.015746701382559052,0.014881720758497667,0.010572234854582379,0.011881190174009012,0.015493547966230937,0.01527541311920761,0.0008394525916518034,0.007583892373836346,0.006192975579702176,0.011931413686235072,0.010455423755815405,0.012975104685912571,0.014102854132201217,0.010902809823759803,0.013100418394685672,0.010807757843302108,0.012410651809213498,0.010571617478017275,0.013717114227398823,0.014845852696764729,0.00987696059758632,0.014988632101020642,0.013484533837858262,0.0021849389320534106,0.012941717962277959,0.006778157733123641,0.009043192087845448,0.012685206975605193,0.01483817522868061,0.013196016792233825,0.011903443724110974,0.010093667625103952,0.010596789653033822,0.012292207302322493,0.019026829722028057,0.011297382091620583,0.012742408118045351,0.0102851740128339
147,e6bec4f4-0b51-43ba-b62b-5af777712488.FPKM.txt.gz,0.004523481961819625,0.003326472944509257,0.005932916305051408,0.0036578016339560747,0.00039171696324796844,0.004337232809444964,0.0018763816267732272,0.005305759142158273,0.0036226901039529648,0.0002075142231202008,0.0037924551606899667,0.0021301452864174336,0.0056428992084564455,0.0014471176723988863,0.004747872113929389,0.0023385104989595475,0.004723920733053461,0.001279553962376007,0.003527441414565292,0.011062655961679489,0.004543992376889263,0.004776702810628492,0.004422250172332389,0.006887620111228232,0.0023057418574525578,0.0052668756215698284,0.0019090148780296539,0.6425466745322382,0.003396325602468604,0.004313714046457821,0.0002002629857260084,0.011861680661290893,0.0029246623919681925,0.0007068765647287125,0.0038339635707837693,0.0043248655687754415,0.0071700885218508184,0.002942234680284774,0.003608414440888102,0.0001625683467115797,0.00465354916833144,0.004944701699386203,0.0031744782470740705,0.0040208291851008245,0.0046370833147387665,0.006192411391913412,0.005092399314529222,0.0005559618604889413,0.008846325891706568,0.006085545488529306,0.004545927729054059,0.0063230093553115,0.005890152491084132,0.004698760301947757,0.014805733411108026,0.003515323189433366,0.0031359638661193727,0.014042676805734827,0.0024518400622211478,0.0056136442904549015,0.005056480114934214,0.006129626860643153,0.003192836180639026,0.0017239395404103697,0.0006269277367874534,0.006041680189790469,0.0012345957244933666,0.011498361659730985,0.00591971492437156,0.0033937234635430177,0.008706385370239295,0.012443083730953437,0.003717326240033991,0.002348603938484087,0.00641209685720843,0.0031033732532799807,0.003369983550611951,0.004512992204434343,0.0053628819262797715
