0,Topic 1,Topic 2,Topic 3,Topic 4,Topic 5,Topic 6,Topic 7,Topic 8,Topic 9,Topic 10,Topic 11,Topic 12,Topic 13,Topic 14,Topic 15,Topic 16,Topic 17,Topic 18,Topic 19,Topic 20,Topic 21,Topic 22,Topic 23,Topic 24,Topic 25,Topic 26,Topic 27,Topic 28,Topic 29
ENSG00000000971,416.3671575910507,200.8134845633562,1718.9525279563693,235.30725759759076,83.82045277888152,367.22142103519997,191.88114062219697,233.2998554408448,744.1235479060517,137.520313616397,192.844901183235,262.45098165416493,154.2529423518905,162.69972101624973,270.934765904593,265.9065877357199,302.7169219032469,309.57587094132833,317.6182584348222,152.7503396573369,291.47789569387004,220.1458912242959,378.7294347275052,69.98527299576708,281.87514529622894,272.43869827304553,285.6315055605856,229.46696403003136,368.41144710875045
ENSG00000001561,266.4729236735457,266.08323426304185,461.76497221487347,170.71319570299997,128.44172747353315,279.8326617823973,250.45801148998868,406.53909057100884,400.31781895842624,116.25586268953525,388.5574441458425,217.6166659264337,294.0972987000965,197.11393486109134,342.8931344548585,232.58707948601494,214.58659413466728,379.40387019564787,234.40267963106942,950.7651338602543,471.6247889487461,386.59650163463846,317.75059190281354,314.3354814288849,184.33576706152377,429.13945378671417,201.40864495544668,126.52820213787726,87.50473434966172
ENSG00000002834,1803.3905845813765,3019.2776430913527,1942.41298491644,1895.381534048271,207.30534816873913,4673.560611427073,2071.8104663982504,4416.215077877405,1677.7993269295616,1222.7812812011473,5060.636024442145,1795.9035016115402,2243.5730127758075,1668.4589047093314,2094.9293979274353,1994.3885794478801,2438.4676893904666,4081.7598814190665,1917.664893024146,6874.506703677571,2084.1750999193887,3467.7759082890702,3029.947145832673,1737.4993882073106,2291.6649864124943,3059.9879327895414,1298.9383996457632,1439.9232997528088,1858.9604071759434
ENSG00000002933,636.7425755489253,473.8353101363401,730.7121318934717,523.0923848534765,13.140765681442291,585.1019703936028,339.137397570711,716.9392275222782,394.8711770524048,475.5640781124337,674.2191665153883,607.6124144819979,687.9654577797604,442.04051752594864,399.44090384968024,572.3547296515457,553.936567327025,534.7763477115899,681.9497639202059,598.2643092914227,732.0584561043828,392.2279915601411,501.8132332958026,377.2063498280003,567.1275601230185,429.11570821226616,575.2254410559597,704.7391153425933,1044.2497514931524
ENSG00000003249,310.94722242574045,468.7313828678594,86.84398490269201,223.1569426893725,12.399857853082917,530.6586922301644,266.9165058660958,656.1386656413757,102.32126354940836,461.64166597358155,364.79131162554836,391.54629127724047,493.6152726755761,407.06215586876004,250.40813110358482,762.2487760984994,421.49694350342713,394.6225260458937,372.29876445744117,847.3313700052453,374.25124675128984,314.99562508352915,412.9748374632539,292.4624892849156,367.4609724686068,409.7381128908313,300.5057707012122,382.15513149196386,399.0168111597261
ENSG00000003436,125.36649425124688,85.50738651882381,491.05534105354724,62.65993112661479,26.553932492148697,107.56746932167253,66.95475081393772,72.40271589286473,335.6975545343481,75.98659204462307,74.13463537087357,58.48720197837106,57.580264593971116,63.19931430542032,118.16498052352912,68.27581703842165,80.40241759098473,70.40515848469703,82.48906236849098,49.847155369891404,142.4651708213726,79.40319280899637,111.51907052654731,16.304420121255426,70.12842089090964,103.66464533284075,115.54868424884295,61.06802993414199,69.53281429087433
ENSG00000003989,764.1859810320024,1181.4713777436282,686.3558429242365,500.6991534022959,129.75755997089516,792.5135795280659,904.1830863236714,2518.5927075041714,657.3557658502824,151.71435482960138,3551.86680979032,1085.518291761805,928.389264917797,386.84131834873983,746.7971222599759,604.9320635378663,1206.219006035083,2295.614981735863,878.7146809372169,7989.414791932777,1437.5995715292654,2047.4686427185677,715.3285722395605,2524.080865365465,344.84970967344213,2275.4125249052104,248.36401956779275,228.4383639738943,142.84025317960476
ENSG00000004776,185.04607670829333,128.745503363525,14556.278231320328,81.07532810670942,4.61514504678038,310.51730756819285,1075.3424976888175,88.61286308069556,1325.2567242627017,79.79604211148278,70.9671472943705,91.97348330692583,42.165677736059834,74.69228031582361,237.97449468360747,59.1289437239614,136.45646914894365,110.75391410255119,94.2630069939852,80.95977511824483,512.4446012599067,131.74762176355432,121.582523611555,72.19440006761116,94.59984044095141,101.37522687605738,315.199614142199,42.83700028229287,120.30090800290135
ENSG00000004799,571.2070399888472,325.79762110928783,13309.695349086842,316.86643524121035,214.4080880691318,506.4453624146071,797.6392602612902,318.6238788584287,3722.5588292682714,94.46323496431002,248.59633220628436,271.1411921612925,104.08078263947354,150.8236005950457,490.4340199689655,160.58866546049597,229.64852769490096,262.7545479289989,149.83934595439487,292.85824857989513,983.5189565411329,301.17773388354624,289.91317742919483,170.06649421718518,238.86213128540732,278.2288624062423,594.4978339645389,66.2696147210762,211.78280660280984
ENSG00000004838,96.2391154991799,145.9693014316998,34.07327835573359,86.76429520253512,23.789066570319775,102.95824675346462,108.40457544646327,358.7781477167533,88.0925998862703,31.338023779779842,368.5224872800149,164.99853891266721,151.28450173381995,86.74391078712227,151.3958156798077,135.84808114420045,170.65956837177592,147.54172912857493,184.0741239401018,328.9295573521114,210.48860084145613,344.6553927163523,122.7143169108731,288.01997691472013,87.11191811571224,261.07958112953133,61.322345316022535,40.6408897676916,41.34717709283922
