i_doc,doc,Topic 1,Topic 2,Topic 3,Topic 4,Topic 5,Topic 6,Topic 7,Topic 8,Topic 9,Topic 10,Topic 11,Topic 12,Topic 13,Topic 14,Topic 15,Topic 16,Topic 17,Topic 18,Topic 19,Topic 20,Topic 21,Topic 22,Topic 23,Topic 24,Topic 25,Topic 26,Topic 27,Topic 28,Topic 29
33,00511204-3512-4a5e-b664-60271e968903.FPKM.txt.gz,0.0022351688650774,0.005672529775384527,0.8615612936941662,0.01041393488762346,2.6799482115110555e-05,0.008230762789756527,0.0048381335268747865,0.004336585645718809,0.03285906750544306,0.0013343396526085305,0.004012047125349016,0.004639807011569285,0.0018955869533911988,0.0029840071556528477,0.006841200608845881,0.0033464450018886255,0.003371088381518448,0.0029771623559982406,0.0033945018805920163,0.0015824342419339542,0.008548386333940606,0.0022614146481451623,0.005256534005055602,0.00027712594770995037,0.003596169347506994,0.0035324666247475043,0.007265781477980859,0.0023252021945985918,0.00038402287880679717
34,f1d5de66-76f3-4911-a877-3571069649a8.FPKM.txt.gz,0.026896518617171076,0.03116760331774303,0.20002487397186053,0.036092462696032834,0.00010165937817485502,0.048119233397601664,0.028599549999194465,0.02722973529076256,0.040052093422467946,0.011491680235566019,0.02172646069382569,0.03609923219737156,0.034838042475853946,0.04340280103417266,0.010827142959816056,0.044097323043103306,0.04266997045113088,0.0244280042024812,0.038180595620689775,0.006655931782137706,0.031026558503092928,0.02363160464356873,0.03567939168837129,0.00211120169578261,0.043333473642207444,0.021474725796586536,0.054620545233358034,0.026667445378784044,0.008754138631090772
35,e3067466-096f-4bea-993f-b0469a7e11e3.FPKM.txt.gz,0.014961071257168931,0.03849742119754782,0.002882635602620746,0.025578253828733327,0.000196409624048182,0.13386314792673767,0.02107912770954899,0.06116670992378315,0.009035365594415933,0.03657280964962252,0.06534236558063836,0.040927276840802586,0.03603762566392802,0.028496705533531865,0.025154948899991012,0.041265763825241844,0.03869080062472942,0.041035756786208424,0.040883719509452805,0.036042520412860685,0.02631815557187929,0.03615224452926281,0.05959206180411555,0.016812989280540896,0.026780270188587214,0.04749795843739517,0.021135058055234773,0.01462616771052106,0.013374658430851092
36,67418961-d894-42a9-ae6a-21f41e6ca9bf.FPKM.txt.gz,0.024183614793754252,0.04256070589597853,0.021679910447787852,0.028161319570406414,0.00019068094652298183,0.035580375219165954,0.08233494573436971,0.04099848591924978,0.03158913915342467,0.007700091165370494,0.05014880406011975,0.042753125423799984,0.034397578007388324,0.038214715893084984,0.017950566912415485,0.04321841277772087,0.050067544048329096,0.05304459121025273,0.05386588971811699,0.02035043925467116,0.05160742199967255,0.050297713123930485,0.04002518821483932,0.0028462793901308818,0.03376555716834492,0.048365763653605814,0.03457168713837684,0.013575854577117937,0.005953598582051088
37,96ddce60-2be5-4f57-814b-35722aa00fd9.FPKM.txt.gz,0.06671222856894825,0.02348554042596745,0.13470909750220456,0.021487927374584978,0.000447038414265482,0.024185853764580892,0.02694725107382753,0.012405031858915385,0.18323430084434572,0.00424868182652765,0.018367702483961874,0.020595853099639932,0.010761424906676535,0.02026964504306952,0.056771460744295135,0.012616838149659911,0.02386092001771551,0.025142071933372978,0.022201680846612226,0.015858097615206377,0.061163941371246575,0.034550877500182424,0.03305479663802186,0.03213407686321886,0.018431694763574036,0.02818203634983776,0.049947422787457646,0.013248382263423193,0.004978124968659778
38,e8201ee9-2e0a-4a8e-bc99-6e2482da919d.FPKM.txt.gz,0.019436156920186267,0.03552023144342185,0.0032988590911281358,0.03440721917515322,7.245395962275545e-05,0.031593442804301514,0.02431168501996708,0.07711524870063387,0.011141493705561398,0.010026645133011367,0.042661955287184763,0.03901490601331186,0.11959109071874931,0.04461981905029879,0.011860928989629147,0.06491476523994949,0.04802390096823195,0.03855414130611924,0.04098697338756608,0.03904085912571038,0.02469264408331522,0.03805865428868388,0.026854742621875632,0.024709625580858038,0.04409316240335427,0.03835550678033994,0.026275223401584565,0.025394749827051845,0.0153729149731981
39,bf247059-bf60-4e1f-a865-6e715e2db9a2.FPKM.txt.gz,0.028581100498535097,0.029476587264830434,0.015456830304298692,0.04483064366564303,0.0001043058229016583,0.03877140775708311,0.041974745243221784,0.029051130272943638,0.019885450039277115,0.016924427693091874,0.024613843273108418,0.048537605989071336,0.06662728425960644,0.05215627914694098,0.029981413769958935,0.06401427666095767,0.03851546132436998,0.025715339186747243,0.03922052555030605,0.006375600853727206,0.03526224876521465,0.02307176799074884,0.04558944621068905,0.0011427954079816685,0.05300713971188821,0.02846003122034199,0.06362250782186371,0.07135244075582456,0.01767736353882681
40,e91a54c8-5b35-47e6-a65d-0e3b07b31d40.FPKM.txt.gz,0.01614176193488208,0.008509976414899817,0.651165037244111,0.008884854175005091,2.603084906554141e-05,0.014504242465222196,0.010820979538528033,0.004957700020539466,0.08665537288086592,0.003020008293258207,0.005666283936938413,0.008394252657994821,0.004839655472708191,0.009495839801479531,0.033195959879342506,0.006180442733149049,0.009186954848256353,0.008260666293791985,0.009119064763806018,0.0018623571259803338,0.021772186506342075,0.009561411461875176,0.01345557629699301,0.005988568527770143,0.008656659682782317,0.007594134065862921,0.023797823711516907,0.006501392648554043,0.0017848057684789803
41,7f2c3de9-a1b9-413a-821c-02dbcad4ea0b.FPKM.txt.gz,0.0425498262761528,0.025712728266243854,0.048120396439342746,0.025888940216481648,0.00012256686252484528,0.04022309731933267,0.03658722895324669,0.021032087483209554,0.06223174713385141,0.010727511599314826,0.022084612298001082,0.03220562737381273,0.025020172166634658,0.04154878309386172,0.06593366450351008,0.033155535311400246,0.03936542631324819,0.026563348324926468,0.03653805020437666,0.009970462287338083,0.05267545186062373,0.04252519761583865,0.04173121348446768,0.036202030868523964,0.03326870328110689,0.023993026379699876,0.09054043448480242,0.03163063221019733,0.0018514973879285622
42,d6bbcaba-61a7-4360-bc15-1426f8eafa82.FPKM.txt.gz,0.02799380243440994,0.03701452617010409,0.014365606339162909,0.02291660733281699,6.270132139390131e-05,0.028938983593931305,0.026336657179626178,0.03584732130047379,0.030249939030932545,0.15857520913720563,0.04887765717157646,0.037338612832794715,0.025053413010105677,0.030259068880208437,0.019442523628027463,0.02769514180655963,0.04326831649806043,0.04907995139137712,0.045388400513639716,0.01609346607738026,0.04660430416152142,0.06132311612133935,0.036210064794135535,0.012985929078610776,0.024380641582378213,0.045809804923913816,0.027024879702350284,0.012033269391555424,0.008830084594408021
43,ab1f0023-6b52-41b6-9867-87599e4d6d60.FPKM.txt.gz,0.019377392915016757,0.03178415108362069,0.0060800463869941845,0.032519409730960194,0.0007602239510622425,0.022901463120375144,0.018805213760892565,0.029461450703274182,0.01148567344326776,0.00406464414823584,0.034336093406516964,0.022937163769713397,0.023749779628940808,0.020523565572896814,0.006435320347098621,0.02660453957451224,0.024586481366514513,0.038542444537358445,0.028727072655150336,0.037009742938216815,0.026798333417636655,0.023350522554657305,0.019088821132164684,0.0014657091165043556,0.03444828119053202,0.03683493304781674,0.017057789004803547,0.01410604958772061,0.38615768790754534
