0,Topic 1,Topic 2,Topic 3,Topic 4,Topic 5,Topic 6,Topic 7,Topic 8,Topic 9,Topic 10,Topic 11,Topic 12,Topic 13,Topic 14,Topic 15,Topic 16,Topic 17,Topic 18,Topic 19,Topic 20,Topic 21,Topic 22,Topic 23,Topic 24,Topic 25,Topic 26,Topic 27,Topic 28,Topic 29,Topic 30,Topic 31,Topic 32,Topic 33,Topic 34,Topic 35,Topic 36,Topic 37,Topic 38
ENSG00000004838,10.874375343657709,14.52371955955958,13.210185996162066,13.98415859742039,12.65844187317806,12.466138527562459,12.327909313918358,13.902608555754245,12.897602092935706,14.812589588464173,12.812559148887233,10.983849418478458,13.460993671937954,19.061598471662222,13.188231440907765,12.368091268567015,13.123414592292914,12.599655436519905,10.046182672584875,11.30926634319056,9.437328769093964,12.153501262962251,12.939310383274242,10.00239470613949,13.518811948519549,15.661243705511732,13.548649208249024,13.991636197575525,11.078239516700076,15.241035828048064,17.257158445431976,12.746721381060176,10.43567966135227,15.016566562910644,12.82583296455285,13.072813246214107,12.427895348951196,13.99913339599378
ENSG00000005243,32.13126128447915,36.782165511814405,34.827571767412536,37.13501105887767,31.225812625121648,38.633034680095264,36.1862432294496,34.26195542841641,25.596057287738304,35.14082524109598,35.605387691873524,24.418443098446204,36.817726061719796,34.0579077143134,27.124955937429156,27.590372083721984,30.91429110819895,27.905202188839816,31.241667726932327,34.808192627335046,40.6097343755647,23.890071868792578,42.40345725456001,34.12236638309746,34.94133108771123,32.38385894121885,34.84250882289156,39.02786472543864,30.132257317609962,39.31750075893241,29.343010017138166,31.817426181078474,28.602625246767474,30.838118549151286,32.40473658161245,23.836559278839886,26.371875702887483,31.92369203614923
ENSG00000005249,23.37839297691516,17.728788137760322,20.82306792104004,27.11425405723783,18.138705962782463,20.24143022175084,23.818571542994327,22.541438403865484,19.886825887163447,21.799882986023203,19.27428534100229,18.774874532405256,17.909328432087044,26.404542150990537,23.20507626976724,22.99415433597465,20.600737944006863,19.860473929068412,21.48881755623068,25.395788742220745,24.492809855580198,18.765018716897956,21.823454685417154,16.11638673294289,16.053107652545872,16.99059198438985,18.873793382925452,17.850229681531456,16.42475030771853,24.405389207738978,23.07471378361258,21.396095392733177,16.517128985835168,19.737288310994582,22.11925372171543,22.28948160084902,18.736454739942,22.348393802785647
ENSG00000005513,3.5830486339393763,3.5451544412616376,3.113570557737306,3.5003927114387734,3.396071900835842,3.7024052334457767,3.3639966605062614,3.27054992899751,3.806575883451083,3.3904384367504745,3.5265403160843203,3.389134073178504,2.9236827276952613,4.0511750402216675,3.518196072933572,3.3210172294531954,3.6134698772640985,3.657604903491735,3.4420740239790693,3.4909481016638395,3.1251949579274547,3.5384671571211745,3.531097542455911,3.499491246080867,3.9686043319577595,3.5742899145651092,3.745926227069996,3.531394931954164,3.595968743168317,3.6501910593243525,3.9232873215867627,3.488051088373142,3.330212150455668,3.9828747799988427,3.6495230132514367,3.4367212584089866,3.846780340993072,3.9743495261733566
ENSG00000005884,45.81789799181445,52.171296529930565,64.35876319144022,56.40199482058267,41.0045862164597,43.78062009030293,48.1473561229412,57.016744588332024,53.04254103704374,69.77659257601937,52.673886177351925,56.551071260685696,52.215194506829846,54.323945395411045,68.07019937727623,47.809422277079506,50.6687439430922,64.9526490870241,48.54744147374107,59.46625765094602,42.70832814985651,64.16731690198337,55.62301107273542,36.11662107407581,66.21364578740781,44.93199543386456,64.46720677101895,57.43642196024654,49.14497817515436,55.04381964534957,55.079164577782045,52.36989254036961,57.522249675144565,46.62899606901545,67.10528408095605,51.78528736275569,55.70923529633127,54.7998358350078
ENSG00000005961,4.024483333345307,5.358104332648521,4.288850616348122,4.818807067220759,3.977914350440309,4.193755199083463,4.381514117663594,4.615890207174883,4.833084174378153,3.702089116606661,4.445590698319081,4.682249704643449,5.0360238373193855,4.52432004124849,4.734267596951392,4.353698775471535,4.8607327460381935,4.411745266030298,4.838189124700611,3.925176750567996,4.191920691805069,4.65546385992497,4.571725501235434,4.839025261216805,4.359874298668258,4.389797084494532,4.415690986558433,4.703291353797423,4.15977444218982,4.5890237556788245,5.869394021109185,4.044048988964203,4.476250135758132,4.760956065177591,3.848445524668694,4.571786300931189,4.721310728058533,5.305102307741008
ENSG00000006016,23.06679515338849,26.74390871012548,29.902601565206357,32.60472943589477,28.62387031806257,27.739414646073698,27.656922784624527,26.68485178114311,34.59385326292721,31.80539390396416,30.26716472585026,32.71853827841313,26.298651420884358,33.27320194292835,25.219674606164368,35.55235523681237,34.20272356305834,28.618171560071374,31.797020177154227,36.94420612213181,21.52791476702355,30.029394881269404,28.132100985296763,25.707899782092824,31.37058395622522,21.411318307629667,34.88925624667171,24.446002047800334,27.836846913932416,29.677739010210868,30.230672928198125,25.185948688927635,30.8625734508081,28.824448386306187,28.896608327639328,29.755233569468544,20.10673415826723,35.023898506658554
ENSG00000006118,30.87073025491961,34.08066991354502,26.555258061650836,40.091126659109165,34.10568167126155,31.790608755648325,34.39699704151228,33.93028297105165,28.226205115724376,38.19679089034228,28.09185608538479,34.30267269685001,32.22504606383612,31.786107924143316,33.665736881631844,33.799906922891694,30.31428342699496,39.81259719962282,30.257360708061317,39.920992252162044,37.49563750704289,28.39736372237414,36.20442239389575,34.2100914759163,42.7630208411551,35.942287643879894,40.644992748993864,33.468853808342196,34.152890709769494,35.71149156336077,36.079016215883854,34.11879795211253,37.45311187592147,29.752423195800233,42.72886101820406,31.894405518175976,31.537032126163236,38.17546139129434
ENSG00000006128,2.267285168690812,2.0475642322511742,1.9608838213428272,2.123806872276507,2.165680737597907,2.262097311026951,2.299596179231252,2.044916644967204,1.9805830641142477,2.065212144946729,2.203588457997265,2.117051159655023,2.1372733964512163,2.073813026463966,2.1621437046437286,2.1957763525880583,2.4645371775212808,2.066361467651852,2.173748884484839,2.172451137022155,2.1261246780103513,2.118174134855799,2.216828647651717,2.0481499665810396,2.1369889593312585,2.240615316957791,2.0694433338694145,2.2472372491250727,2.1523534609032056,2.110694399322922,2.098936607808435,2.0632490152899865,2.1480373821738903,1.9893129709321369,2.15696467967153,1.9429659430845323,1.927388094084372,2.0282077414785595
ENSG00000006210,31.763556205663768,53.07041230359398,35.46847195306119,37.82720176017216,49.46047390766219,33.722517060425034,40.265256832663404,43.37749814013262,45.40523891089757,32.213529279244334,41.35052247066938,29.081260274728482,45.92419235316478,36.105541699445624,37.40486033465202,31.978333847423038,39.26694411359821,39.24727273575649,37.51703736026381,43.139915117970794,30.616574315386366,47.17443456732896,54.63943278459198,45.889032086978766,41.49558897136557,45.13058236455588,41.26855713208054,52.999936630828444,33.01223053092563,39.20290207510959,42.14480695359863,59.15529145909144,41.10427921162841,32.08846014219173,53.03454693175601,43.802080884925275,46.4647644364949,46.748659161376146
ENSG00000006327,60.09512633447492,53.56082233558758,54.856825385427165,49.56601737962145,51.8384843175382,46.623783775761105,64.28209781220674,31.101740392567084,54.6397722560012,56.51174272719236,67.95294108427953,69.08565531758809,46.24318624763438,49.370196364578376,59.345342048414466,60.53176764556947,53.646942118493,62.32966016395976,48.85646743714005,48.905580543121474,45.01588534774952,50.392189006649254,40.4945768876823,46.11574431952579,67.50293332209311,56.17855342614606,64.33492092228207,49.750706346129185,50.435808253028135,59.00193549767553,59.139622783493415,52.933031648295355,57.82116707755582,56.589812561178384,54.802616597463576,57.35648254314267,63.48018441676853,63.32301914825207
ENSG00000006453,33.57898512184702,29.66336194495948,42.120737903711245,47.89249341459251,42.067789158780045,33.54992987941044,38.57300643060067,51.92878892363418,35.795648450152065,43.71738075111338,48.87637146219385,43.68418232398437,33.98373416680177,46.853878587429044,38.363799804690466,51.42176761719372,52.41456293624005,46.154823256564725,53.356098403965866,36.33754536165016,40.57871252338218,60.52277782643679,46.907627198365674,49.363299728124375,44.27027194223936,48.974875273506214,39.92024607271227,37.37586243086099,38.29232360204564,47.344558807580626,51.036695569545586,43.83617504565696,37.41723979594003,41.06485011638876,52.49381053614653,39.48534074840358,49.618377703896485,69.44041768695702
ENSG00000006534,24.073236025279527,38.321286805955694,46.96413649275693,28.73315390202282,31.475129430780257,28.464708725595496,30.31071229763216,36.56780635634735,45.290870960916536,31.88975222667997,36.19247847913022,36.08565054443192,37.806858557236275,34.94296665154014,37.095463833699874,39.588472940369314,36.91680691749819,30.446377784056114,37.03359653141152,42.49386198547092,28.87131441139927,39.439422792794566,33.96287619763443,45.26972368831228,33.438885742279965,36.59171350900635,30.818122863744158,31.685695504119174,26.699504274272655,33.32473819788433,30.23220975195654,31.11265556115422,31.712742270234884,34.004223544995966,30.597303975255254,33.35526067906979,36.11779982327011,35.86092273140624
ENSG00000006652,27.10415647607272,27.75665038602905,24.748698786587063,30.35276280507096,20.768638871283134,26.297497289422168,34.17690276584717,21.46495739067845,21.504641495523526,21.16686453476043,24.11059827920767,27.583446203441323,32.586136208097955,28.44672568021844,37.17754962840531,32.1131275215559,28.956387456090646,28.157272242028878,23.364234523534897,30.635370521375293,24.796756871202938,29.75139431449114,29.209557264328858,27.691482531495705,25.890881393077052,20.45278236535103,33.41591735780877,24.6801498296053,28.651391057705535,38.32532866173486,19.825596428209373,23.2044731540135,25.34900599783268,28.629125482758628,27.115688335225094,30.80421691069325,26.00927605123063,32.47091383696052
ENSG00000007312,21.131591344375554,20.247275723713223,25.358605350772176,20.275850845838285,24.50709017728291,19.222845227084097,19.755192956473834,16.826200063595483,20.19756428825557,20.52281222045209,24.128368349934256,21.026304601247404,15.29295796685317,17.941575514605656,24.401349193908906,20.111817653542026,18.292223077488924,24.141795043373147,16.913663375608444,25.41286004232336,25.00947729587278,22.787187582170453,18.746132339645463,19.637248112195696,23.44171965619247,24.79556174709552,20.613276318259597,15.117265343628645,15.24336192686583,18.20875528710623,22.696861964389782,26.698142544506375,25.40881437759569,18.11454238958986,23.698303962683436,21.04998209232456,22.718672642237728,27.78732631890721
ENSG00000007516,13.469706202876024,17.906748820768087,15.357748096464315,17.015478880823107,14.580782154667334,15.343039017667161,12.532407653679327,16.85143215762104,19.894234394366528,12.633300812272127,14.540641452183717,18.035351907671263,14.166359032309956,12.04260956760924,14.146609660324813,14.284267573489117,14.62923145353289,12.534338696846062,13.391841776795797,15.190032460317141,12.47182717697881,16.353158783882915,12.942900843639354,17.84332181327347,12.78530202655962,15.216393464644414,17.63538004531841,12.7723223547115,12.565964872954435,14.925724834966168,16.747437700461578,15.800226847983732,14.706422165823206,12.612541121728063,14.956425454521845,18.32412193613876,13.316727450068008,16.665045951575905
ENSG00000007944,35.22021391950688,30.38483769889821,51.50123476520538,45.88924507763938,47.48229386515134,27.289148218274917,33.41803101020933,35.45229948777876,40.940681778789596,41.593966272557225,42.634639662780444,46.96415809462835,45.80616471690072,37.00025816701028,32.31776069436645,39.6692735358914,36.211865355250396,40.600608667899095,36.27079980501443,46.38915593595018,41.91365629477829,44.01644164344585,38.563629143333635,53.147101424522596,31.680322744107542,42.73764696576782,40.48866900879838,38.57867949438289,29.467278229509017,51.5018046610406,45.4272904239638,49.36664912331372,32.29244574718266,29.277362405798932,45.54053838690443,34.52332289899395,40.94848168021205,39.78058531624428
ENSG00000008256,27.68268412862322,26.878142682798234,33.23095876620125,32.598563139224446,37.86897933869014,39.13485827928995,29.985110509887345,32.443050852552574,36.633555747721395,35.80301086082228,26.486420423109614,39.61454298297856,36.886906637106264,33.98222254277074,33.92879169774418,31.82206024193406,32.26404897703204,36.79453445354244,35.95204132332085,31.001596674793326,36.72382764557457,35.480931394217656,32.29234570486289,30.05276665628889,27.729475432854954,30.569416875366628,26.69942870602685,30.86498479511034,34.2069538772936,28.292252379232263,38.01861994429465,29.999667367878452,48.935047711390936,20.955667394692455,32.48890775504174,36.59371349330695,31.400074096978543,35.68711432351237
ENSG00000008311,16.58049829207616,19.327198611756497,14.21016292257965,15.558530784047308,19.713503863001144,21.137066858345616,21.202475380198983,20.251213874793258,17.04259986558489,18.554766340804463,11.381590855285252,20.562269771459135,20.75925628864234,18.99501810193056,19.401585832501976,18.147374400533213,13.031580402651295,20.233044444082136,24.425428660367373,19.872649732840227,20.39250944275823,17.689584352143967,14.479865053107396,17.29818839394126,22.04808449259189,19.84198975087886,20.688590474508818,21.575606196360035,16.901877400585533,22.4600712405409,22.211893115882216,20.066712310269423,19.842352393423834,19.427588462800127,16.952349870222037,17.807929318469522,18.199985048364358,15.303263786896226
ENSG00000008394,52.60036573798259,50.131866594771154,50.734799252209,41.92587199741689,54.14912061999666,48.724172096342706,32.37119729697085,44.781878005616534,53.230807886427144,47.2023523379119,57.50604929354041,41.60719466943873,54.999951546141894,49.89056209258166,46.23577416186275,53.62703425201733,57.10366653979601,69.22764094229778,56.40395408341923,51.28833648059745,46.29359836066796,62.04411093082192,55.702631451710474,56.231804199975215,54.24641230736832,32.52615969830465,60.53065638707454,59.218565413879055,48.425890387693194,42.21514193124274,49.267369553839664,58.97516051938346,59.27437685418086,51.45341905843062,62.59365179976861,46.58012985348438,60.67405845317638,57.9285253008419
ENSG00000008438,2.769691780482272,3.0918002071958215,2.7608057755771815,2.8355923381903168,2.796885831004699,2.6813186390047066,2.847821583150581,2.8102390489635667,3.029469884473207,2.6545250928881035,2.8399276325898755,2.9551743328091944,3.0220776638060958,2.818570820972772,2.668740707387021,2.754386349262915,3.0562524695220925,2.7718611744490573,2.689851981165782,2.8129781736944466,2.7922845834391694,2.794005172980532,2.9074942911456336,2.878647499986404,2.8519829860135735,3.0354381826039085,2.5863482993076463,2.816946282202372,2.622060270498827,3.0661862156620034,3.239444296110528,2.7220691012438047,2.881634841934895,2.7980052092550083,2.70025604978335,2.670912494734402,2.9652766808424773,3.025437808326422
ENSG00000008441,33.10602451616775,29.972405036342703,32.30936762015093,40.579707150853444,35.131952801989456,34.58423365395491,40.93401279338349,28.841414506905377,39.12790295403013,32.37153043336645,35.81292569881892,40.645682524283636,39.317371840531116,38.01141968208471,29.779045530154086,42.393635503398855,42.10578583952229,38.580255316054135,39.32043381057059,42.01305074289277,44.705944205169864,44.32555469043055,39.852759457551905,45.14157355915005,38.28402115737328,38.80431248720558,42.08277492396146,35.17581559548504,46.84187280324057,45.689824883082466,37.396251516550805,35.56680949344714,30.49577600081857,32.53477236124004,31.778417795177113,38.408286373285804,31.497821857773612,40.45630723310955
ENSG00000008513,29.56224355283319,33.77271456460554,38.323084363107654,34.544410009255216,35.36881369060143,38.53736524277825,37.27432495026416,36.721074923163584,33.48168603131563,41.134906123322025,35.50940163715008,35.12004316117036,33.94935891752162,30.540908372953485,35.450018394663594,50.74805994329221,29.168904977462905,43.55540544372639,35.739545537520186,34.55721520721946,37.76538283993948,33.336150768040206,41.14479287028172,36.348680026345455,40.81137346380671,35.461552157464176,39.568568463416504,42.84981956672024,33.169369983503785,35.51196783828499,27.826188025190966,38.44626302313341,33.56395152229466,43.04560551219318,40.749799770806646,34.52792926255566,44.418553964402584,30.655766353187147
ENSG00000008517,47.38919669103021,58.68860376584225,48.58270935215884,40.22676480304047,42.76404538820479,39.34028579705897,48.78523613667832,48.60915099776939,46.9562066235159,41.07080101431623,47.3191969003349,67.38505776945918,40.32842127260398,51.09362859005321,43.35017641155671,49.260466174619765,48.804345135032754,46.82700545685858,50.36144904985582,41.07030382979559,37.831978101616684,32.75017010694299,41.77446049797585,50.3701939587983,45.55460591992714,50.69678584613341,41.297111557916566,46.96749243261058,56.90141278587461,53.57280765419195,55.40841336597858,48.987708613483015,44.65232551480605,33.85490073809551,41.640388993663,60.059769785226266,55.22251376448199,55.53445970948841
ENSG00000008735,13.98168335347339,10.7810521364278,16.19264749891678,12.95213251473354,17.196635687682253,14.42551447827605,11.885559212101516,11.388811076339874,16.31619330768907,16.275332724963114,14.353543733050154,14.93551334734814,13.9075358238941,14.563963054485463,16.327550189301114,9.615617704285167,12.054616598221083,13.234362907696994,13.037613829709235,15.7357138611895,17.96351459803282,17.094204017895223,14.091869784234245,13.247772728270022,13.136584282277473,12.567058580404812,14.974745133985786,15.432355977123054,11.93495836312088,13.206558098174456,14.66286034276209,13.275302970430726,13.782807211031665,16.036764306861006,17.24056921236213,17.722637664348998,14.001775487403517,14.05705393508281
ENSG00000008853,35.79976157516849,38.95925824356652,41.5445962256674,44.491908662041716,35.62775070287215,33.61086942251051,35.178554919545725,38.864420530071065,40.46835103169135,38.290867681815094,27.970339549727644,34.37889872972748,41.71364090187407,31.434446252570513,38.04300930516856,43.5352618109391,36.59992443622293,49.98647008632978,30.697045513565012,43.23452057310598,37.54237113502051,28.760278422922806,33.581030469752996,32.9754900796004,35.298406979185735,29.76209633597921,35.545378878305584,34.9949203521552,27.293095118666944,25.37442643057183,36.82449737739709,27.190931203914417,31.52046322600972,26.003680288652458,44.11151009010583,27.616469096403286,42.209709457052924,47.86983227003087
ENSG00000010278,66.7875310703827,85.12583312484333,102.74054421383573,75.94849995220073,70.09195411048168,79.71130296046562,95.66265549974678,79.22882464539458,95.90557374512431,81.60761225876827,79.5062847934441,89.81811223356078,91.5380038583669,88.26238545893054,76.03056741873492,99.25475903855121,78.33254944937535,61.94268198923694,72.24353586945037,86.53568121755855,70.42229918584117,73.88057380958655,71.07884729894701,71.43403567754062,56.38805132924765,65.33483862179274,94.48699971959553,74.36732659391905,57.13775460338299,89.43929786387318,84.33675915629843,89.30199045727777,91.73352155602947,79.1436624187729,77.33517760096368,86.58180117076442,59.890907242845046,63.77034005421201
ENSG00000010282,2.4380620995182687,3.206896972304851,2.9617298836002015,2.759836186073419,2.946379265515146,3.007293580153836,2.582592999211238,3.206553934765185,3.1280517789236013,2.827362072916772,2.7684724856538216,3.0943994175675016,3.4673695744634765,2.8408524302866667,3.545876167172181,2.831794117157717,3.1574872575753976,3.231476277421855,3.1561979198659875,3.396891380932353,3.473591326219079,3.556654106629856,2.7873780615714416,3.637566711372975,2.6858116012556588,2.807694104073376,2.9221020994504707,2.9962794085495474,2.8790924341535256,3.0138274935168097,2.875078537386176,3.0873615625334607,2.9052162824022547,2.912554840736753,3.252446126318908,2.6527853780413055,3.434889985064688,3.597043660317775
ENSG00000010292,37.62638712284619,44.64796191188283,48.30537444518844,34.487823034201554,43.2412473951321,35.00254583856915,43.20376926461866,40.9373989630749,51.010996239007966,39.56392318364022,47.56702883206462,43.35090215215945,37.52736413010171,41.26698720477467,46.07545002342696,51.81855170291997,37.04084953662396,44.121159690302505,43.71360572117003,38.90830524930233,43.26527549092512,31.90612424286878,45.56440633211223,53.81335887219386,41.13160851282681,37.47760510220059,55.71872713919704,48.44107425597153,44.9373156395293,52.81173841052187,51.008617924085634,50.09449930417597,40.92041543275596,39.58219089302128,37.68227833522483,34.83595858422667,43.131726080248235,38.27597950451486
ENSG00000010327,24.277935787652332,24.48049556033986,37.609791895344536,26.179299074557193,31.426422120717753,24.540978072452784,20.497958519207543,26.30411361427814,32.009916247899966,33.74096745884532,26.5328127520868,29.820129301918435,30.625359312604527,33.01765840441364,32.215059766838806,31.02190360261789,27.587816395830597,30.79284116247633,30.331706466276483,28.47890215036925,20.871309739322726,29.309771775358072,29.340133153548962,24.551753023023142,24.60750506098806,17.691824319593938,27.07172240917903,27.13097601101379,20.710389576092314,31.403909818529186,21.21010974050963,28.29170438158172,32.78237738164124,23.883997177265442,27.200489019718418,21.44656546151677,30.040050442660235,26.22829531555273
ENSG00000010438,11.406803062480165,9.134288588709083,11.502953004349068,11.283624548163472,9.39216752228455,10.937156009725838,11.686410230859211,11.08537261141048,11.993472227221014,8.395719072693165,9.15614388252101,11.943778412488681,10.153121665652925,10.131816166522169,11.186037831076842,13.976536997709719,11.15749119842993,14.434732071349401,8.576438406186634,10.238237815597536,12.203182646583631,11.855604102292284,12.161450728333214,9.879601776729197,8.045342944892639,8.063920130846244,13.955174377751069,10.250966423281483,10.694509458414707,10.60246012320373,10.33775378626799,11.206707626845779,7.917332606674945,11.322090098128792,12.287022417870313,9.696952907260389,13.169529384226212,13.918859924987867
ENSG00000011422,47.74988059672158,54.529992500629334,54.65795484816857,50.542107602567164,43.8651322605816,43.91151088776788,37.47895602099721,45.56496014798743,42.62446764979121,44.721536817000676,45.34304842826392,53.31899678171937,36.71896865278578,48.29725666918597,43.45984172577009,29.128225402532358,37.4416037752132,50.950638455684185,38.1009330516413,40.935403250808086,41.12901608891486,51.31400963556132,49.483724592932596,50.954973340263734,53.73925823820158,37.413408197199765,36.15796041793158,39.50749778677919,47.23283561868959,33.17287812408753,36.13058908408405,42.63710046578226,42.329409190511534,33.877126770328985,41.24105500950405,49.14898416109555,37.458601893182944,39.58767055272389
ENSG00000011426,32.241133059663774,32.84846778092877,25.287729943163278,27.138986293408454,27.583059880165194,37.09348711414067,25.753282299553614,34.13125868912103,30.431502566987618,26.234879194108405,24.95047222607558,33.588697269330126,32.154479391353284,41.317045161518735,26.488133254940564,34.103366854298535,26.306119679034033,32.250177306358836,29.519251124705363,24.390113138011074,34.97076546518029,36.24168829471556,27.00452193247017,27.194760018591072,37.94461932862265,23.302448789635903,32.84987488109511,35.958696599246466,37.127223030991914,41.77629784573271,38.84102572394267,35.09598913625972,31.474325821801692,32.8887852498799,32.358447143198966,27.518837623198387,32.725908818290264,31.201750777003536
