0,Topic 1,Topic 2
ENSG00000000938,625.6750402642707,444.7492009563772
ENSG00000001084,712.4327630774924,668.8210354165927
ENSG00000001631,512.0995083093042,542.273139729863
ENSG00000002933,870.7843642106902,732.7822235892153
ENSG00000003147,561.2540381693605,501.2666897027981
ENSG00000003436,714.7861827774187,648.5295252071943
ENSG00000003989,499.87550754739806,452.2276040872624
ENSG00000004399,805.982684362908,752.8925618290031
ENSG00000004776,406.9294785299909,386.5837466683609
ENSG00000004799,559.187897731753,533.2108367659832
ENSG00000004838,219.43256785348842,240.52836161231176
ENSG00000005243,569.762174935172,633.4461543981573
ENSG00000005249,448.0543292612803,305.33289164302084
ENSG00000005513,51.28196893966306,47.723965324812404
ENSG00000005884,1012.4675027254548,1015.1898018456945
ENSG00000005961,71.00587139163571,65.47104221053311
ENSG00000006016,599.3903250742915,472.8400569407437
ENSG00000006118,590.6098740015576,680.5308437359752
ENSG00000006128,20.86661569842506,23.93613442625418
ENSG00000006210,619.3211828843795,924.2432529384198
ENSG00000006327,1119.2344172704252,928.7911494088213
ENSG00000006453,899.5017241355594,752.7708052630423
ENSG00000006534,562.3554924898909,715.4298090896667
ENSG00000006652,490.7596709285465,517.9907585983152
ENSG00000007312,399.6272281629422,371.848013355981
ENSG00000007516,255.1593583828683,276.0148530641635
ENSG00000007944,855.0494101976387,631.230978975924
ENSG00000008256,645.4345804427198,576.5344956590526
ENSG00000008311,338.2173085349991,339.36286623767774
ENSG00000008394,1069.043110043086,872.8722714931948
ENSG00000008438,40.35297121979316,31.688041946970653
ENSG00000008441,777.7603280595589,620.2153133130495
ENSG00000008513,681.0960905445444,675.1660894660338
ENSG00000008517,822.9132813409776,942.37979197801
ENSG00000008735,300.01161749291845,207.56098121127704
ENSG00000008853,748.3330286083828,580.5799230919016
ENSG00000010278,1358.3000043229797,1618.045344716313
ENSG00000010282,43.591853029821316,36.42791259979465
ENSG00000010292,732.94956166776,871.0612092736174
ENSG00000010327,524.5641814077904,484.699504700689
ENSG00000010438,215.09441934592945,164.24370439716733
ENSG00000011422,793.6594925731082,822.1970953512664
ENSG00000011426,541.5480604175515,622.7414586429998
ENSG00000011465,971.6723176404427,1054.2987641430805
ENSG00000011600,1144.6923993392259,1362.9272783197928
ENSG00000012124,249.69520736939552,147.24532958324417
ENSG00000012171,450.9259150247896,315.56424685415624
ENSG00000013297,200.63025309523798,151.69446705533528
ENSG00000013588,1062.4327094644282,1055.6422673089169
ENSG00000013810,583.9947153717671,575.7332949851651
ENSG00000014914,453.7773604549169,420.6893223533448
ENSG00000015475,623.557429887452,751.7247260556646
ENSG00000015479,100.46567247474796,68.4333862201642
ENSG00000018280,383.28899405509145,374.65477752974095
ENSG00000018625,80.838359213712,72.5835053954919
ENSG00000019102,658.249722411592,518.5327299893235
ENSG00000019169,805.9251446873839,683.9026631267736
ENSG00000019549,539.7520946447349,693.2264149850276
ENSG00000019991,222.22771342231545,197.04912825276588
ENSG00000020633,540.7101421344811,487.31606991193377
ENSG00000021300,449.3396239351952,458.3528044556726
ENSG00000021826,202.53674913994342,236.30515886036324
ENSG00000022567,495.64611234588205,439.83137439262197
ENSG00000023171,159.72079912453538,119.04250551034487
ENSG00000023287,658.8477113709966,714.2155914893262
ENSG00000023445,611.9959674484195,629.8898156134103
ENSG00000023839,104.45195602479362,161.21557346360547
ENSG00000023909,717.138415271722,681.2462482471122
ENSG00000025423,535.2800188753629,438.98721959063175
ENSG00000025708,1404.9588205416142,719.3967756536774
ENSG00000026103,566.4845169367359,604.4615743976082
ENSG00000026297,602.7125078360818,532.7988400339915
ENSG00000029153,528.760013722331,534.8860412536493
ENSG00000029534,56.846105513162186,47.72096911857236
ENSG00000031081,475.635801537864,400.47674212598315
ENSG00000033327,465.6573356347796,555.7050766964817
ENSG00000033867,337.51637532636227,356.0529272300717
ENSG00000034677,765.3362757311306,767.6203559888526
ENSG00000034971,52.38506925380068,33.11560101749904
ENSG00000038427,616.3473692304133,815.3236145993122
ENSG00000038945,554.636548254244,664.3835869306997
ENSG00000041802,938.5490283986778,579.7692126301412
ENSG00000041982,720.5208670025761,1088.676430494455
ENSG00000042062,113.28462285880946,105.23851676781058
ENSG00000043093,657.5475031912234,511.5444719439887
ENSG00000043514,625.9635335882555,709.5050148479593
ENSG00000047457,763.8689658326813,947.490098990705
ENSG00000047578,342.92425422918024,356.53077827917144
ENSG00000048052,189.6431390925085,147.2192231774302
ENSG00000048740,576.8461918819589,481.89366201573426
ENSG00000049089,470.00168882277904,396.4812296423131
ENSG00000049323,732.3923545796196,705.404524948929
ENSG00000049540,670.4867506749968,667.1694172081262
ENSG00000049759,629.7354175138593,509.2735767990344
ENSG00000050344,694.8578323743309,651.6560309550284
ENSG00000050767,90.06753658952255,129.19354421297965
ENSG00000051596,509.0689121251688,357.3106573053483
ENSG00000052795,470.1024876072898,510.6328508472764
ENSG00000053747,515.4847212841986,591.3825510731244
ENSG00000054277,490.0908456373916,440.9016563177011
ENSG00000054598,408.4730206775265,381.4241254467094
ENSG00000056736,310.3212414357907,302.31586780275563
ENSG00000057019,611.275263349562,607.8081307878374
ENSG00000057294,274.7703940797546,397.24980735473787
ENSG00000058063,649.4031343708232,691.4800327539213
ENSG00000058404,51.87352041071116,38.34903194303855
ENSG00000059728,634.154201822952,439.9758526392655
ENSG00000059804,640.8236089888738,674.8583938420978
ENSG00000060558,811.7667121783758,746.135028207188
ENSG00000060656,697.1541741562978,589.0532798106973
ENSG00000060982,497.07359602138297,521.0450868212955
ENSG00000061656,505.0347877621342,534.9239705670666
ENSG00000062524,240.57072252758405,206.05368117642686
ENSG00000062716,1049.3390665235593,904.9103826087805
ENSG00000063180,536.18503387808,530.4153394963439
ENSG00000063438,89.5203393638385,100.52991693569557
ENSG00000063660,747.7361926443509,873.0349195785732
ENSG00000064115,795.330950936837,1103.0134509467107
ENSG00000064205,319.06247650794757,259.7913622284175
ENSG00000064300,228.6571115685228,273.06897661007247
ENSG00000064651,489.9239228207902,501.1942689270728
ENSG00000064655,454.7158646255086,407.44945432310107
ENSG00000064692,171.4573282294047,156.52601365450383
ENSG00000064886,399.3558172883948,442.9884173740669
ENSG00000064989,542.294059907656,539.1878136108901
ENSG00000065054,938.569378808506,795.9099030703603
ENSG00000065154,1096.3976046091984,957.9392589975484
ENSG00000065320,318.6205330921547,402.4506013991532
ENSG00000065534,563.1594334250883,443.1066542894995
ENSG00000065802,527.9062027000465,292.8139483833962
ENSG00000065809,765.7306306178602,833.6179460647991
ENSG00000065833,708.7595621344404,781.3538737514813
ENSG00000065911,839.018898717449,882.9178514354966
ENSG00000066056,455.77865354159576,342.1308217023317
ENSG00000066230,104.55664985672259,68.98792457759909
ENSG00000066336,617.7670705849763,1005.1196256032079
ENSG00000066923,109.34515670889331,117.65169717896615
ENSG00000067082,986.5087760587178,905.0990344581061
ENSG00000067113,738.2627970106008,789.6268737583524
ENSG00000067606,583.8889761930394,381.8233418997601
ENSG00000068024,258.97941248839345,252.27193334863313
ENSG00000068078,602.5585615329509,719.5094245404166
ENSG00000068079,790.1057723817671,986.6782415087449
ENSG00000068650,697.4204648262527,723.5600801003819
ENSG00000069696,90.67602201942974,101.37091961035054
ENSG00000069702,306.16844997454416,314.49891403795175
ENSG00000069849,1203.535414653229,1138.9847020114269
ENSG00000070087,1167.3609212775511,845.2639959749961
ENSG00000070190,436.34547212603417,464.626284311189
ENSG00000070404,687.1897808974732,681.2043761025807
ENSG00000070501,603.8618908466724,652.6047973843453
ENSG00000070540,712.8066578996517,635.2386696964446
ENSG00000070669,674.2008825644825,663.3469375138425
ENSG00000070731,472.7002431793691,452.9212073814603
ENSG00000070961,573.8073439222353,548.4672924712623
ENSG00000071242,670.5976316025317,644.3665159928584
ENSG00000071539,520.8233801784885,597.4492783951067
ENSG00000071967,915.0047664486536,949.5155501770736
ENSG00000072071,400.4404499636928,591.278363266637
ENSG00000072163,269.7615341946173,304.0627221977144
ENSG00000072201,358.88836447920784,286.4821344309138
ENSG00000072210,851.0138220563696,963.1199302773775
ENSG00000072274,1098.7042336071822,899.1893924164658
ENSG00000072571,360.2317702647449,518.8827172194284
ENSG00000072832,315.4011612025643,346.6216955862304
ENSG00000073111,740.4371696038836,801.2027576425011
ENSG00000073150,524.6370216448724,367.1333513157292
ENSG00000073605,377.43576852994426,354.35363384261507
ENSG00000073756,744.4981137732417,631.9088070243653
ENSG00000074181,708.9610821380863,1087.7911988803255
ENSG00000074201,782.3558757197898,924.3882627657575
ENSG00000074317,30.536924789002462,30.419852518078212
ENSG00000074370,613.3041177051332,557.1796103561371
ENSG00000074410,511.6989515347309,529.0722599981054
ENSG00000074416,748.4730392007436,740.0941063180508
