0,Topic 1,Topic 2,Topic 3,Topic 4,Topic 5,Topic 6,Topic 7,Topic 8,Topic 9,Topic 10,Topic 11,Topic 12,Topic 13,Topic 14,Topic 15,Topic 16,Topic 17,Topic 18,Topic 19,Topic 20,Topic 21,Topic 22,Topic 23,Topic 24,Topic 25,Topic 26,Topic 27,Topic 28,Topic 29,Topic 30,Topic 31,Topic 32,Topic 33,Topic 34,Topic 35,Topic 36,Topic 37,Topic 38,Topic 39,Topic 40,Topic 41,Topic 42,Topic 43,Topic 44,Topic 45,Topic 46,Topic 47,Topic 48,Topic 49,Topic 50
ENSG00000000938,25.7517683285993,18.70046820708915,24.35948697090168,20.28664562346121,28.199081551007122,27.187135822542615,22.07507802377971,22.755879695416674,22.82402912677285,20.209033780724624,21.98984678361094,21.062225120224944,18.486582455954924,18.066764116287796,25.540107018590728,28.44210753866851,24.99328402411031,21.927377626995792,24.097094735796464,24.730731114946728,17.17823168763642,24.741830009240736,28.381070671365865,18.044625151645157,26.020232253521623,23.2602571814157,20.397508045619887,25.31377594179193,21.505852107525044,21.0871795998734,22.02899048062182,18.916670586976377,20.501104334061605,24.54896693442473,23.12022605192633,20.09402709465391,23.915776011138224,28.06514526115554,19.727183953007078,22.22299489584347,21.010350739409485,20.83079673468067,22.965685014803892,20.330763667185046,23.477870521190134,16.280277493672322,21.81524688195674,17.643261939894806,21.348213113161528,21.957578544367337
ENSG00000001084,29.00861917922734,25.724370382210278,21.026102845815203,25.399599310437058,32.45442596631225,30.99315546658595,38.72521112331302,30.926588679589507,25.186335353000715,32.35236208425854,27.541104918227493,21.31646578602481,35.03100308799395,33.98709467231521,39.08764678304331,31.983009223067885,21.804320385796313,26.273610374710156,21.78478188553573,26.57349375913614,28.758938629190386,30.367924943070072,39.218064345160876,24.47220583889375,27.29707860450628,26.64736220693427,28.172902508972616,27.92936731806703,16.430121895571123,26.309484584050228,38.282859463099065,33.468122465778904,21.74040850942978,22.731268778508277,24.279281012517853,27.99355524070743,27.214387835561062,29.904337346284258,36.027562985576616,26.775290294094223,32.21612570960123,23.571943797246558,24.36791349886417,25.042713463295126,31.98979945771118,35.938803292948045,23.20869885727751,31.61606982396994,35.897836906668594,24.21981033188056
ENSG00000001631,22.420818102501254,22.852990407575813,20.889818118382298,26.783872735916706,22.902286840339343,25.659434401218395,26.42624849774101,20.83818582711728,20.845811046077497,17.594828097740198,26.043227469474335,15.661388163370024,21.638640751119485,23.583115490839173,24.572336651285262,19.625974783741643,19.09095384934821,23.756759223396077,15.015457496059888,25.21425716379572,17.44788346120236,29.233307293722095,24.225193836238372,20.392813546378463,26.50231294675617,17.86720332645273,19.932700565677653,21.186539557385373,23.362866937615937,22.492144318753773,16.513765584576586,18.447615494483085,21.419493406593368,20.733244141914884,24.068234435067343,28.933528701980396,19.81516341426138,22.989976478974977,24.419339640477105,17.643975521093836,28.27870734153337,25.05200700532515,23.087250298974816,23.56025248686045,27.26218528872173,16.673153796596683,17.359887949832167,15.393425814398169,30.468787256608735,16.192235081730068
ENSG00000002933,35.29144045508075,28.348559754710642,39.378168704686104,26.89746236270966,39.87566031803597,39.40174263241925,31.858963873895835,37.3659053515045,27.593325305868426,33.90114263459904,41.21243237205481,31.585136140966046,33.320852347334394,29.9304186335359,38.29385049827663,26.260557645578064,29.878930175673904,26.685435514957998,32.0966861193426,31.298385427777355,39.73145142895783,31.05352783194897,33.101384365720925,32.859565916240996,28.515230121116513,23.78158649703476,34.38267036482332,27.43783530515042,26.45086397921372,26.039758072891786,34.03291351084933,46.56242369920568,27.682830808213396,41.031398298998695,35.11538964751725,40.218076987712685,30.60070747930961,39.27196393474782,38.880156960064625,39.72728944293244,37.761668634237374,26.597282852308517,27.993817632584573,32.45331198118762,34.52186730217847,26.859059934455637,26.093847855982716,30.97655686567662,35.09593902728259,36.25393700131483
ENSG00000003147,30.173807629547007,26.082345947247305,21.39644896846504,17.7639627904134,20.315783170929986,25.79932327922407,24.09016505765967,23.453566797607753,18.431159225153355,23.44063039701692,17.45483842267875,18.49389741687988,21.270014371457904,24.197792656884157,20.099210101445948,26.94544477086992,21.53689753848164,20.493805178632364,17.421621302647388,26.91523742270318,30.926340989417767,23.651265086625372,23.408297397399796,22.241688190933807,18.734678966900546,21.302657087540453,20.883070212811464,21.6242132969208,21.938184639740996,20.901168534302084,19.404435661303506,24.89888069776252,19.840071062870535,23.664300079362995,18.29485394808662,22.106425666258176,17.945441859424893,28.162156755079685,27.42213586602241,21.792319744459007,21.172147927777623,17.901209197341874,18.565005987330764,20.757985386676797,25.093032857360196,20.95363136602445,25.157071659872088,19.18502150007881,26.552098168495473,20.25773555044057
ENSG00000003436,33.96794070604405,29.23031828657206,24.46654679258892,25.949314937642903,21.56423152098004,32.727179556604945,30.41805946623714,26.26201142644768,38.805159198210056,30.3323607097561,29.542708191830556,22.091771175410777,26.50620939140662,26.646828416839266,39.31313619080234,28.250201044797365,27.73460135948155,20.721120439276024,26.93700861397535,30.03993067664407,30.426133583891524,37.943630169836766,32.26724510656416,19.656377579367234,26.662874008470915,28.291071972489142,29.844934492106624,30.634244496913688,24.028346353353786,31.67341946539921,27.77695102415703,28.177117886276697,23.348165283531713,33.54692009983172,27.00300606735725,29.67009523603982,26.44686114607972,31.279172721976646,30.33971737420404,30.993398487119205,28.120169860451107,34.5075693835405,34.11554152644132,24.073394632305032,25.87720286622614,24.59707644633754,19.480590493892205,23.345384051359712,23.157208887313566,22.522615623744105
ENSG00000003989,20.22185949492447,18.232403692113326,24.126174725199746,26.546914819385396,21.31865281299222,18.943654076275703,25.531930746836153,20.012882144229813,14.602901630539879,19.92759851627591,22.56271900284967,19.923568550902793,22.612044401299773,20.528080980544285,22.1539899891611,20.132209110079348,19.458436638941883,17.609921215824468,17.34134066223191,19.23879212157305,20.41367679379192,22.821905774655768,18.362112473121392,21.385749081403894,14.542453727837058,19.204967802618597,17.29071702234935,20.81701704674548,21.56574538114052,17.990917493334507,25.631495008936227,20.019146203775552,15.191023166818338,18.1137975508126,21.298691975569096,21.066634602267513,17.291959747466684,22.952357234888257,20.649153196989502,22.258387035075526,21.93508727749615,21.278523924859687,18.94205893102541,16.541061826987445,22.955994575729903,16.56287057375183,13.701940052838845,23.39649504215776,17.489601106403203,17.406899442941487
ENSG00000004399,35.90686567719922,33.02388813756986,40.69559904550474,32.574482300470535,29.8446351761563,35.9192854650886,30.601278764440583,36.10646301537549,30.91872279713285,45.239554614405805,29.53948859371306,28.12261726324993,25.62983199838232,32.32981645311794,37.064666015875,29.65069022220288,34.66534341391949,22.555901214401146,28.431150610241737,31.565558318126076,27.277954201592042,36.83111199105711,28.86027289680307,28.433197874771302,30.486185501575175,31.148748783210927,31.68074653055866,34.86540529472844,31.975517954893068,29.57056332566391,32.64839161201531,25.69040289445402,27.643187857294002,41.88231655411179,35.211205187301935,30.74312825994761,31.585192543719334,29.98015215005172,37.270454317628655,31.74956627145928,31.508372805379857,28.289845804261674,33.19399327654122,25.110532428873974,43.44844828929416,36.777666982390386,29.66872973096961,37.024718145292766,25.7678872695479,30.177972607133754
ENSG00000004776,17.793653104843465,18.299007754474395,15.300430155825046,22.700253435900777,12.716785168223142,17.720969714667547,15.283830525141822,22.07683352880519,20.415932197961013,18.99719841315885,17.415471475814165,18.08135308515766,13.1042884301484,14.14475156069209,18.112659418102602,17.640365482962373,12.598787360923337,11.52309846680763,10.141089246389578,18.80384005471363,14.999942982717489,16.310003977687895,13.492906681586929,16.345447917289977,18.2944835069096,14.127244553748673,17.122703957646905,15.937979475971474,15.341430380862407,17.577281118151422,16.50316967978414,16.22481295693557,11.661164282348198,19.633652448846327,16.49216304929878,21.14643012121089,16.409496089441504,17.72206376632275,18.58014851763537,17.8528649041132,15.12228031736879,13.905613362493185,20.07232895804724,19.111437253572294,20.894282025020875,15.808274324267007,14.934531511243701,17.1590199533085,20.02365164528533,19.843297213471054
ENSG00000004799,18.290700109758877,17.41607325429956,17.8457418606692,22.76416256816703,20.464435271440742,20.729254055895716,24.633386353122805,25.084912155234324,22.22595509296275,24.283590757044514,24.251034891300723,21.463908941223547,20.083344771379988,22.09002034991523,26.42501177912726,23.208394051147007,20.465963847450293,12.467576117850586,21.437333806136074,22.584296649165076,29.149049126942828,26.261510605674033,24.514654869938575,17.880196471271887,21.784142152604648,20.481107632336293,25.512798011973388,24.844278230346113,20.423512839352522,17.99503116492861,26.670614774890787,27.423047288375137,19.744855721482196,29.659400155673165,22.835730451726672,21.78101605710864,21.512541570499938,23.94378999021593,24.378282512945997,32.677585387743505,28.81552157871917,18.885963839040187,25.709568799141817,18.333803259353957,22.448095251729914,23.44267049234132,21.860368476330358,22.16788726949972,24.552629235145112,26.49087122808927
ENSG00000004838,8.81166266280488,10.965174979526065,9.497115206505217,10.503004816793633,9.423260386479622,10.277036737079722,9.798679896589604,10.148447426873659,9.806239914242273,11.515258814172498,9.583464484151989,7.6689729226852,9.895522874976717,13.29158957535141,12.035605167311406,9.109955637834599,9.581682406938718,8.976050871805938,8.580939725900375,9.064210914769442,7.5522021645038695,10.800362232879483,10.534347806023906,7.255975954307333,9.972473793971186,13.035530879421321,10.054629674392663,10.985711071484165,10.270581834395575,10.63512816894087,11.913063866412998,9.984417274733637,7.357059286286207,12.964017085040762,10.061586476279144,10.052334170754605,8.679662158307204,11.007290943878086,11.596951792029996,11.239993911116722,10.869310590831361,10.556892768930144,9.508755805689482,8.594977360797527,10.359093425586398,10.413035253959782,9.313405830771316,10.437218591522992,11.114865502565078,12.321416823475912
ENSG00000005243,26.864675733452223,29.627139973978128,27.935006014631764,29.29620928985877,23.091854986411377,30.71841026325641,28.480724993609435,25.14645037963861,19.747398849230922,24.54058421509927,25.712557158099823,18.782745162897992,27.04697117842264,27.042171483505314,22.590045325212035,21.494527860345514,23.933865247359055,19.80709390334005,25.387532010772745,25.838583737918984,31.794737871367925,21.093900474257637,34.52654966901027,26.012035725628888,27.154317391896356,24.665758225407693,26.97712457257554,29.383165659802984,24.09861240855121,30.6334968137471,21.329579836290613,24.648973139433362,21.276985914312352,25.52287376160103,25.012266580449573,19.06684488878699,21.001862752690574,26.496576377389697,28.204968248359158,21.090953932106256,20.89460098211852,27.84478129148195,18.57142570886074,22.74046304490496,28.363523578239203,27.577679480958263,25.04431713192034,21.743967987367327,24.141274418491502,21.21278162080466
ENSG00000005249,19.76375228537409,14.243837951228597,15.132585861613759,21.641601218703887,14.272520009804204,17.387609572727733,19.57213847691543,17.86350793772888,16.01353125074323,15.994574608713243,14.832644152379808,13.837003370437056,13.371352713285242,20.86279310430705,18.655633440095226,17.72161688091319,15.61434155666087,13.858888213729013,17.45607863936859,19.51383732489061,19.295340027841743,16.96494890369529,17.80486377266949,12.11561016084688,13.152358977193343,14.143782651656052,15.066509112636508,13.813950641613477,14.4128565026021,18.180199566696285,16.646890174612313,16.585362422990737,11.976020652188632,17.31480648752593,17.711395050249077,16.98126635204109,14.307939247094868,17.800859087307632,16.424309009376643,11.749503622284754,15.665902600314956,15.800947293748381,14.002749636335176,11.4189808253125,17.402967136828128,13.732300216654702,17.36296146807735,16.204376882109223,12.16879743073196,17.56861368920254
ENSG00000005513,2.9166633876816106,2.928459928569085,2.615506341519554,2.8660168179233616,2.789032174330662,3.077592704930402,2.825962072771763,2.7331258533872,3.045897354424255,2.7895797148431063,2.848990460760649,2.725283587124247,2.601547916911764,3.1971771282788892,3.0153293369359027,2.893184052293545,2.9965186620315047,3.1478982566984635,3.121635752144502,2.774433959497562,2.625320513550557,3.173678145830425,2.938947547017579,2.9559661546842846,3.1824848692268395,3.0081422216605125,3.052910272997209,2.954492386174202,2.8722069620371995,2.942808080172936,2.9719313820927726,2.8498233764041943,2.8075573787862402,3.2408713394195003,3.003972891629555,2.956663086805633,3.0911934562753407,3.136035223883756,3.0066977997280584,3.1123161154461148,2.726252822557935,2.834206923041749,3.1039775780350887,2.977587952583893,3.129060572326364,3.0756030743049454,2.7712491664193237,2.8350032787781925,2.8579844743364338,2.894316765019707
ENSG00000005884,40.792008955604594,40.62743985954514,46.43809423985589,42.621784224686884,30.298896778859127,36.74835309097952,38.75992112862657,41.45106999299647,39.85850938898622,51.55782849809955,39.22472295617065,39.26259729262377,34.93575926681366,41.712128782593396,53.78795534863017,35.36165921424229,36.5655710133365,39.82827493101304,35.683899504962596,44.92304249325,33.23954693109342,55.43100930544185,46.88408174328623,24.67815925699378,48.883649674278274,34.09485375048935,50.84654799334354,43.248699732908335,42.129256182913295,40.8291276916832,38.64170901185041,40.161601703784875,37.33063480594923,38.073304790770564,52.59812013076071,38.12178987456039,38.42544358786344,46.44047079765838,42.271741268026084,45.27073433674377,36.310760980470455,36.99870145134969,45.4981733790429,45.205156417787045,38.501361092737234,49.12273587591791,31.86651505582447,55.21929824367595,48.396877372953995,40.4948788288976
ENSG00000005961,3.8754768145237604,3.6290359394307483,3.4675654785916428,3.791000741989982,3.2705610894179125,3.344716939855208,3.7475607373460176,3.741314488423443,3.4957736832968775,3.5797779387352837,3.463074513151153,3.8129283017185216,3.7847082491808,3.747356617919191,3.9896933839402675,3.3594976963505596,3.6824433522609716,3.65237977834529,3.53129397332372,3.1719665762722307,3.5435191143042934,3.3425008331922736,3.9774529506179683,3.70880871932514,3.4729255175529277,3.174864080664325,3.849045678387574,4.149824039285774,3.7544345409212343,3.5256679119586356,4.3712937836615104,3.8023751695568317,3.20048472500046,3.7122365118706044,3.4759635400857194,3.5950856377760543,3.508345102614082,4.417949786579288,3.8108394645067296,3.7825214448157327,4.062843526531816,3.4680151390148968,3.9013898474542135,4.245534267174104,3.9824698885560585,3.6165104024271044,3.53345023169825,3.8331572458149985,3.628952666780627,3.90202022611406
ENSG00000006016,20.75199128235226,18.874602409863996,19.53969690825137,26.60891069896922,21.532281721956775,22.08860882783906,22.280689814257354,22.49059568823539,22.8734689906151,24.408595540066727,21.345944862908535,20.53700954743095,17.759290109773186,25.657110685217354,23.18902486198868,25.441989155246564,22.658203936106414,19.891120517790185,24.856284128729936,28.748115584590686,18.03937320484753,25.550623308661788,21.691559676423374,17.187454793601376,22.146599191452115,17.859206077082327,27.868108902261262,18.507307717369162,27.097409900636254,21.227736529936962,21.215904520566273,18.937731836275063,18.405918268357652,25.8854812873074,23.992889657264623,20.752844240451235,16.9932233773794,29.216313639616516,27.47800331691585,24.39389529570704,28.45738672665784,22.774948034920417,23.171710358065084,22.860575277953327,19.06303799988911,22.25341056580084,23.89947960806648,23.80336883230028,19.44906427039216,18.518364627964477
ENSG00000006118,25.783506285218724,27.76077051183503,20.559786065641273,32.32056832836686,24.880324415659864,26.746372812667804,27.098262650194304,25.37047939446796,21.98143877135113,26.494067316933002,20.759524210347088,25.3957098715621,24.253349056826067,24.341824081073906,27.407756407907645,25.4367324306322,24.18945711679791,26.532559318184937,23.653865494567764,28.00867139259989,29.309796383315277,24.698533021281122,28.881827256917227,25.597636793881883,31.179582079211578,27.387203631788253,30.320604802608557,24.96385966790333,27.0147745836737,27.045046217955374,25.914214783709856,25.48571896730155,26.67402064541332,24.47767045591585,31.34143106500164,25.614013055520694,25.4175149216523,28.720919195165553,30.406976583653876,27.467004674458963,25.3151695326285,25.748946523766573,21.25551767777817,27.724245189093285,24.230111018777023,21.13442141645743,34.322853810981854,20.774596653885457,29.259790515283534,32.49875741157456
