i_doc,doc,Topic 1,Topic 2,Topic 3,Topic 4,Topic 5,Topic 6,Topic 7,Topic 8,Topic 9,Topic 10,Topic 11,Topic 12,Topic 13,Topic 14,Topic 15,Topic 16,Topic 17,Topic 18,Topic 19,Topic 20,Topic 21,Topic 22,Topic 23,Topic 24,Topic 25,Topic 26
30,60f8b5a7-a7da-4dd6-88d0-97dbf4c3c269.FPKM.txt.gz,0.04001254755353711,0.03829419963285849,0.03751743556998281,0.03832201435561784,0.037696749652630916,0.03787794266329952,0.03828773852064841,0.03752819726258014,0.03866663979656854,0.03837902127981691,0.03759854484436987,0.03902283047547247,0.03845331890955007,0.03766263978440752,0.038667062321393234,0.03878982181487843,0.03894943114578893,0.03925050835503547,0.03834578635583478,0.03926115118962977,0.03817479307111805,0.038077903579901234,0.03849764738311032,0.0386257549899836,0.038720715250747884,0.03931960424123757
31,60a2aca4-1635-4343-81cd-9d7f68d3c395.FPKM.txt.gz,0.03661496031790333,0.038573804704765374,0.0399304248539629,0.039256368871517455,0.03906087898918282,0.03904830866785264,0.03861208430030895,0.039384479371815856,0.03834300648134834,0.03789337374715728,0.040077286635461826,0.03821136680974063,0.038446342371281216,0.039574930218907844,0.037570693299828886,0.038400106847709586,0.037708991125492544,0.03806050660381764,0.03819073368648824,0.03824296805114748,0.037297390605762384,0.03853265226847408,0.03872320381678034,0.03853674667507061,0.0387822529352099,0.03692613774301197
32,55adf423-02a4-425b-b57d-2d804a96320d.FPKM.txt.gz,0.03940024583088984,0.03766779151077795,0.03744652394282317,0.03875381860521484,0.038500471682525725,0.03821105225524931,0.038602662019603606,0.03790484810117397,0.037758622416467894,0.03822865421327168,0.038189421067677434,0.03885553039773138,0.03878443588857771,0.03769168091538017,0.03875328850729896,0.037987582517314246,0.03860875763921867,0.038523473161449905,0.039056246220735384,0.0389354642560783,0.038319651154854445,0.03841569755062214,0.03918408775962885,0.03910953431787744,0.038361482750108734,0.03874897531744817
33,7ea958f2-f45d-4549-9d45-07c51eebae99.FPKM.txt.gz,0.04001626544470068,0.038190241986897064,0.03766576672486532,0.03855191063498179,0.037474342889195336,0.03799442072109705,0.03857799720908662,0.037765919937989764,0.03855688117559167,0.038575639154323355,0.03793420876077956,0.038669623112789715,0.03936230517538127,0.03753863274048187,0.03903094892130358,0.03854275646876985,0.03888905702880363,0.038704247700963854,0.038055534431413865,0.03920333485332411,0.038168588706915786,0.03838842286042995,0.03807345074416834,0.03838860852648687,0.03913286767344995,0.03854802641580934
34,cfd41bd1-a69c-470a-be0a-885732277544.FPKM.txt.gz,0.03950582060115594,0.03804273325809733,0.0376138584384131,0.038499978056578475,0.03813628261068822,0.03808231391134151,0.03844459709629234,0.0377699074288598,0.03878313060425061,0.038610240765540094,0.037928861094285136,0.03862488576906767,0.03835659908999961,0.03803551632839951,0.03894900179033962,0.038349871348973275,0.03879989361256806,0.0391508035773262,0.03861055940202169,0.03864274829293646,0.0380306356042843,0.038487657350633336,0.038483607795685625,0.03842584041146861,0.03885820219094651,0.03877645356984708
35,2c4641bd-928f-4fa2-9931-3351955c2396.FPKM.txt.gz,0.039806369888387774,0.038272994528403104,0.037070192415684086,0.03822880774825566,0.038085520089579654,0.0379335604169872,0.038559564446676124,0.03703049020173162,0.0380886376472269,0.038203745245316695,0.03773373284206895,0.038717767022598,0.03784738210764273,0.03704767742912093,0.03879894981136878,0.03819684488685145,0.038660863463643245,0.03940768137434346,0.03950323690875439,0.039366721807150104,0.03929185891781092,0.038122908111999414,0.03936327546246847,0.03907731129116306,0.03757470325129141,0.04000920268347584
36,d38d30c2-78fe-4e5f-a94b-56080bf4371a.FPKM.txt.gz,0.03983071705579913,0.03841782709954043,0.03717772434885938,0.03863017452468188,0.03825041752011374,0.038075678122130086,0.038414390051191835,0.03738519574935382,0.03816333275274364,0.03844674775965765,0.03774714775981852,0.03873121047681182,0.03795663715413979,0.03688006279550587,0.039378440134275855,0.03801738356721351,0.038737020979592494,0.03902033051380177,0.03930037061254608,0.039016742824740006,0.038676923969584706,0.03850962544746296,0.03924456261267245,0.038525871489957425,0.0381290879334419,0.03933637674436327
37,f0051b3a-479d-4410-ab85-270618818492.FPKM.txt.gz,0.038815938980219344,0.038246661259242976,0.03891310753824776,0.03899626319673975,0.038148124449467476,0.03844143181663506,0.0389105135673946,0.03834827767837603,0.038063153603441195,0.03801489413232452,0.03910487735054065,0.038550457817799554,0.03906210286650458,0.03818310899242752,0.03875776685239349,0.038258320638485895,0.038468836937781005,0.03827870829598673,0.038182574099876375,0.03828838150140984,0.03813231955650418,0.038403071296833145,0.038460570598686857,0.03849185810535572,0.03849615651253327,0.0379825223547924
38,04c8f4a3-77c8-4085-ae46-ae66ab486c08.FPKM.txt.gz,0.0396816519100164,0.038124594719058,0.03706589866611983,0.03771363661757467,0.03785194997832573,0.03784881009040146,0.03781897755882069,0.038193175631980006,0.03830750416501,0.03827617821096952,0.03754606631403799,0.03901349020660013,0.03905974017283066,0.03723472992606765,0.03873144302223582,0.03793485768828099,0.03878041030298474,0.03798375591630066,0.03952863769332406,0.03910905440317309,0.039717117089871655,0.03809932134896765,0.03877765187423123,0.03950286415619868,0.038443400425699076,0.03965508191091962
39,f5abf3ae-a7bd-4606-bd9a-2633a82eb65c.FPKM.txt.gz,0.038998989169858764,0.038398190340182395,0.037802566357730806,0.03786256767481222,0.03809722375404168,0.03795923257574225,0.03827068487911969,0.03814788834056402,0.038642855980351935,0.038644066898256994,0.03733166243641548,0.038549717177637235,0.03910901976807422,0.0378683177759223,0.03919678680324334,0.03828323861790735,0.03882025820080565,0.03836950828348611,0.038850334253920676,0.03934723447489901,0.039156673800257606,0.03826261452171911,0.03865654986622148,0.03886416326918817,0.03822416683814462,0.03828548794149701
40,c962af41-67e1-4e18-9d59-cee591ef98f9.FPKM.txt.gz,0.03942160017268348,0.038820775631900714,0.037524029798299254,0.03723339936066848,0.03776699814703541,0.0379167245100148,0.038294969035128835,0.03761044755541023,0.0396918447663716,0.03828863131410611,0.037791680472952026,0.03816430955734124,0.038304438691979976,0.03759656739810966,0.03917577376348754,0.03863133239827581,0.038736848363928704,0.03900856544768856,0.03858725356569066,0.039185027776529616,0.039262740416709754,0.0380099001972471,0.037844417399396896,0.03848121354577956,0.03772798986003649,0.040922520853227534
41,73912113-540a-41bd-ada5-4f427592dfee.FPKM.txt.gz,0.03946840639617149,0.038560017679817406,0.037752431543052085,0.037540535841855786,0.037783024100223286,0.03778768026091618,0.03844649266179179,0.03768459711683477,0.03958570232322398,0.0383363854727439,0.037836123316093706,0.03822528629534929,0.038408685796884716,0.03749470603520224,0.03871617436506773,0.0387045244364195,0.03878761148129826,0.039171909838848586,0.03862728076816331,0.039325665132143625,0.039068146238184956,0.03817720573348762,0.0378845165482789,0.03864346118474891,0.03759451439890423,0.04038891503429373
42,430d6c41-8efd-4e14-9876-5901e770f74d.FPKM.txt.gz,0.039363020272987485,0.03893984262366732,0.03835497898682267,0.038626930539981855,0.03776834449029259,0.038181155641933126,0.038484755470289886,0.03813030964382818,0.03810413366516964,0.037992874310606564,0.03795809651287557,0.038247500690241576,0.03938329601583964,0.03777800217360643,0.03839708448452603,0.03797969246028769,0.038123712560512266,0.038766143765133654,0.038820391560108004,0.038843327434151385,0.038487330706180316,0.03850487884992799,0.03876784487830418,0.03822893967620742,0.039182951330609526,0.0385844612559091
43,f9deb5e8-3a97-4eba-8b67-c71068a1bc93.FPKM.txt.gz,0.038250102784341856,0.038041999224002594,0.039198311380675956,0.03958343316873332,0.038039685671237874,0.03839569049514735,0.03872090496242129,0.03854307897580564,0.03905291926678829,0.037994167025499535,0.03909347601495272,0.0381428053314339,0.03908925331353447,0.038295331772250966,0.03927516408784915,0.03861897590512378,0.0384906058866237,0.03798686734204207,0.037909624414111394,0.038453954811176236,0.03817636045609294,0.03867115649524622,0.0383933634611162,0.03751292404919774,0.03869140095011379,0.03737844275448102
44,3d936a71-67c1-4173-82a4-12a667bcf3e9.FPKM.txt.gz,0.03972905158272426,0.038265360705164536,0.037791057326075926,0.03866249677089308,0.03788433510246287,0.03825641200011719,0.038622565789467767,0.03784560827620269,0.03872186009733614,0.03857732619138817,0.03788778814832378,0.038571324100838834,0.038838202475805404,0.03764656070311067,0.03892454292344308,0.03871694267162752,0.03853998065177773,0.03875462277303085,0.03800556303695565,0.038806193992718695,0.03831007472725584,0.038642001660007884,0.038499031655641475,0.038362807808429024,0.0390615114003652,0.03807677742883582
45,1477e0a8-d5fb-4572-8caa-c6f2d1786402.FPKM.txt.gz,0.03979167461015639,0.03823163068496016,0.03728559677992611,0.03835952775648851,0.03782721725723725,0.03794738677296581,0.03865313076313968,0.03752008732178268,0.038465944686770656,0.038655691088579906,0.03788713934452314,0.03854706279545507,0.03884463986684713,0.03755462828356223,0.038856977311290807,0.03844098441840746,0.0388171741970877,0.039112259967450005,0.038547516734071585,0.039070571302699725,0.038377004306459676,0.03826886682851531,0.03883914788840268,0.03856785843506515,0.03849217204543039,0.039038108552724916
46,8cd200d8-da0a-4176-8665-d527343c7264.FPKM.txt.gz,0.039939119445912434,0.03862079887197045,0.03708165728677849,0.038262063591833144,0.0377535982385001,0.0379879207994115,0.03858349240180835,0.03728549358089744,0.03813006467496279,0.03838767035615074,0.0378456811134085,0.03896232368734772,0.038071193604843546,0.037090373603056316,0.03912101400895327,0.03845375456518393,0.03882218065659949,0.03921136938226276,0.038869412130268476,0.0390302421168418,0.03849939729225446,0.038093183671491566,0.039530903574866334,0.03860751822779426,0.03840440189152624,0.039355171225075834
47,433237bf-1db2-4d5b-98f8-2e1c5796c65f.FPKM.txt.gz,0.03792454083165126,0.038199123153645674,0.03860434253955914,0.03871846989805279,0.03857673914464455,0.03859222831755035,0.038397028347374365,0.03892101769898261,0.03903557336948931,0.0380867120672749,0.038958978633234755,0.03869645887141466,0.0383781600856501,0.03865648290047188,0.03768135776326011,0.03835182144027648,0.03839136487240354,0.038657073373527515,0.038462933329446905,0.03820121365529975,0.0383752830259517,0.03832458725810459,0.038238703676164804,0.03849284336849303,0.03862251957753239,0.03845444280054274
