i_doc,doc,Topic 1,Topic 2,Topic 3,Topic 4,Topic 5,Topic 6,Topic 7,Topic 8,Topic 9,Topic 10,Topic 11,Topic 12
31,60a2aca4-1635-4343-81cd-9d7f68d3c395.FPKM.txt.gz,0.321722309998,0.427077949884,0.0124182330966,0.0513710260916,0.0928635766283,0.00100409019092,4.42980966584e-05,0.00255452357397,0.0417878711811,0.0483587555188,0.000738301610974,5.90641288779e-05
32,55adf423-02a4-425b-b57d-2d804a96320d.FPKM.txt.gz,0.512391530719,0.21592039801,0.0639129931737,0.101006594932,0.0774268193914,0.00201318986463,0.00201318986463,0.0113617956728,0.0118014578271,0.0010413051024,2.31401133866e-05,0.00108758532917
33,7ea958f2-f45d-4549-9d45-07c51eebae99.FPKM.txt.gz,0.532697853013,0.177675516577,0.0786481600454,0.0788274491641,0.065604876664,0.000179289118645,0.00297321121752,0.00915868581076,0.053039697599,0.000373518997176,0.0,0.000821741793788
34,cfd41bd1-a69c-470a-be0a-885732277544.FPKM.txt.gz,0.512407395614,0.177588146639,0.0985374344605,0.0718758623618,0.0844212358573,0.000254728395848,0.000445774692734,0.0249421554268,0.016684709928,0.00358742490819,0.0,0.00925513171581
35,2c4641bd-928f-4fa2-9931-3351955c2396.FPKM.txt.gz,0.328003473533,0.0510647134335,0.503775579551,0.051102469229,0.0445140829117,0.00279392886808,0.000151023182058,0.00368119006267,0.00298270784565,3.77557955146e-05,1.88778977573e-05,0.0118741976893
36,d38d30c2-78fe-4e5f-a94b-56080bf4371a.FPKM.txt.gz,0.503920415564,0.104185043615,0.162207193963,0.102837400764,0.0973488189748,0.00345486621582,0.00036753895913,0.0101685778693,0.0124718220131,0.000318533764579,0.0,0.00271978829756
37,f0051b3a-479d-4410-ab85-270618818492.FPKM.txt.gz,0.472663890466,0.236513344691,0.0188655435674,0.0765032494164,0.132453151618,0.000930658085684,0.0188339958357,0.0147801123099,0.0182661366648,0.0101583696132,0.0,3.15477317181e-05
38,04c8f4a3-77c8-4085-ae46-ae66ab486c08.FPKM.txt.gz,0.425634271708,0.097569006201,0.180358155445,0.0332180943496,0.0585157950575,0.000475589456548,0.140189138268,0.0569243995683,0.00620095483729,0.000786551793521,0.0,0.000128043315224
39,f5abf3ae-a7bd-4606-bd9a-2633a82eb65c.FPKM.txt.gz,0.47155042442,0.156901216465,0.0948594559987,0.0691877155662,0.0662136764493,0.00115657076767,0.114273322456,0.00997542287119,0.0135277473719,8.2612197691e-05,0.0,0.0022718354365
40,c962af41-67e1-4e18-9d59-cee591ef98f9.FPKM.txt.gz,0.306607142857,0.0486755952381,0.380014880952,0.0497172619048,0.075431547619,0.00047619047619,0.00328869047619,0.000208333333333,0.000505952380952,4.46428571429e-05,1.4880952381e-05,0.135014880952
41,73912113-540a-41bd-ada5-4f427592dfee.FPKM.txt.gz,0.332799839952,0.0608754054788,0.364623672816,0.0544020348962,0.0760228068421,0.0012289401106,0.0037011103331,0.000285800025722,0.00121465010932,0.000414410037297,0.000114320010289,0.104317009389
42,430d6c41-8efd-4e14-9876-5901e770f74d.FPKM.txt.gz,0.623410478128,0.136524033571,0.0369881739573,0.107117878942,0.0458259155646,0.0012239318413,4.76856561546e-05,0.0103636826043,0.0362093082401,0.00212995930824,0.0,0.000158952187182
43,f9deb5e8-3a97-4eba-8b67-c71068a1bc93.FPKM.txt.gz,0.490214513695,0.216592028107,0.0239255758715,0.112477422867,0.139446272608,0.000593809535591,0.0,0.000470099215677,0.0117524803919,0.0037855357894,0.000692777791523,4.9484127966e-05
44,3d936a71-67c1-4173-82a4-12a667bcf3e9.FPKM.txt.gz,0.458243423986,0.17925991975,0.0738296923763,0.162603655818,0.0957824342399,0.0100044583148,0.000178332590281,0.00176549264378,0.0138742755239,0.0010164957646,8.91662951404e-05,0.00335265269728
45,1477e0a8-d5fb-4572-8caa-c6f2d1786402.FPKM.txt.gz,0.441974335885,0.0978538196008,0.229494972235,0.0903309320126,0.0994109260093,0.0006753714543,0.0010505778178,0.00560933513432,0.0154960228125,0.000750412727,0.0,0.0173532943119
46,8cd200d8-da0a-4176-8665-d527343c7264.FPKM.txt.gz,0.391981289676,0.0913464751086,0.388773805546,0.048268181312,0.0534357946319,0.00142554850206,0.00133645172068,0.00133645172068,0.0081746296915,0.000289564539481,0.0,0.013631807551
47,433237bf-1db2-4d5b-98f8-2e1c5796c65f.FPKM.txt.gz,0.360939615287,0.183236882429,0.197072256356,0.0607863848019,0.094764873027,0.000371918653952,0.00669453577114,0.004329133132,0.0394382540651,0.0405093797885,0.000223151192371,0.0116336154956
48,7b39751b-6e15-416c-b879-42c76270e133.FPKM.txt.gz,0.369225614608,0.312036688026,0.014742220547,0.0307827616535,0.0887255517862,0.00169619298907,0.00010470327093,0.00263852242744,0.0579637307869,0.1080537756,0.0140092976505,2.0940654186e-05
49,69f590a7-8b7d-46e4-9a90-a1a3d59771f9.FPKM.txt.gz,0.352928324861,0.0624990896777,0.334459705493,0.0502352272893,0.0900126716868,0.000422389559695,0.0039180272951,0.000553475974773,0.00147108088032,0.00016021672954,0.0,0.103339790553
50,bfcc0178-87a0-481d-b694-eb429fdfbaf4.FPKM.txt.gz,0.286084038618,0.0540215536493,0.252299094105,0.0683601131509,0.235612767273,0.00254246023111,0.00324106416849,0.00234776733053,0.00355028230471,0.000194692900581,1.14525235636e-05,0.0917347137442
51,5230a3f7-5cec-4a22-a2d8-600d0f6b0d2f.FPKM.txt.gz,0.367621975221,0.379355588461,0.0130644224101,0.0407677456842,0.114187175498,0.000318644449026,1.87437911192e-05,7.49751644768e-05,0.0310959494667,0.0531386478229,1.87437911192e-05,0.000337388240145
52,ed610a8d-576a-4f6a-8259-01f9dd48b9d4.FPKM.txt.gz,0.49654798585,0.160019399749,0.105015405683,0.0754022595002,0.106727148237,0.00156909734109,0.0,0.00345201415041,0.00382289170375,0.000256761383088,0.0,0.0471870364031
53,1a0ba473-dd46-4a74-af37-784643492999.FPKM.txt.gz,0.474147609762,0.213673698517,0.085948117946,0.127814217337,0.0505820481002,0.000945458842995,0.000561366188028,0.00525911481416,0.0313774153519,0.00788867222124,0.00109318678721,0.000709094132246
54,fab01c26-ff5b-4db5-bb5f-5b17847ca2b5.FPKM.txt.gz,0.468224098594,0.238314385445,0.011212729861,0.0865037733274,0.109533745442,0.00497260193834,1.95003997582e-05,0.00317856516059,0.0393323063123,0.0365632495466,0.00187203837679,0.000273005596615
55,d14e0a59-4f3a-4d92-9a54-82925bd470aa.FPKM.txt.gz,0.494111326026,0.115344938749,0.105265420159,0.145153664303,0.12065334193,0.00105308403181,0.000107457554266,0.00229959166129,0.0109391790243,0.000236406619385,0.0,0.00483558994197
56,43b83f4b-dea9-4821-902b-d600fe8c03e7.FPKM.txt.gz,0.27890630038,0.40861116485,0.0537606672256,0.0185507620215,0.0614561165925,0.000838331076288,0.000279443692096,0.000408417703833,0.0226564347284,0.146535973001,0.00760946669246,0.00038692203521
57,3be615b7-aa41-47c4-852d-a5423cd03188.FPKM.txt.gz,0.417682787596,0.203452527744,0.028611225282,0.213157053478,0.0651230762205,0.000319678494771,0.0011417089099,0.0559437365849,0.0134493309586,0.000228341781979,0.000228341781979,0.00066219116774
58,5d6d057e-dd3f-4a85-8bf1-74d5069c7d9d.FPKM.txt.gz,0.294243277352,0.127851664887,0.237663010064,0.0614179853089,0.217131022878,0.00163414555221,0.0249490340744,0.0305957350419,0.00257256577031,0.00110021680743,0.0,0.000841342264505
59,276b725d-0218-4fdd-896e-c727cc7de8e2.FPKM.txt.gz,0.48826749268,0.306148427886,0.0188186871473,0.0380404803327,0.0874740102686,0.000530402681716,0.0,0.00014851275088,0.0237408240336,0.0338184749862,0.00299147112488,2.12161072686e-05
60,7fe42315-1c0a-46cd-9b38-c09841337a96.FPKM.txt.gz,0.262949562975,0.403030520132,0.0152779767875,0.0536968046998,0.119322252472,0.000877632898696,3.58217509672e-05,0.00225677031093,0.0886051010173,0.0535893394469,1.79108754836e-05,0.000340306634188
61,7352c749-5f16-4c5d-bab8-740dac7a5c0d.FPKM.txt.gz,0.245622437068,0.392558891317,0.00918914065072,0.0282259271454,0.105181238588,0.00028435451525,1.49660271184e-05,8.97961627106e-05,0.0487293842976,0.16298003532,0.00709389685414,2.99320542369e-05
62,b0546d5c-875e-4086-9155-7ac41b92ba52.FPKM.txt.gz,0.306751365965,0.39415423591,0.0127994252548,0.0681564668293,0.0752273457735,0.00387574915395,0.0,0.00181498496966,0.119618853156,0.0167697048759,5.67182803017e-05,0.00077514983079
63,2d0ce6d3-9a09-46ba-9c91-bd4f3764e490.FPKM.txt.gz,0.390402342231,0.191655801825,0.108694160434,0.131476017292,0.153777533795,0.000754820558567,0.00361398934102,0.00128090761454,0.00757107893593,0.00116654086324,0.0,0.00960680710904
64,6261ea0e-e248-4620-ac4c-b90ffc580938.FPKM.txt.gz,0.335771806729,0.273441237442,0.0204512836868,0.0272683782491,0.141205549354,0.000597990751076,0.0,0.000159464200287,0.135564503269,0.0614933822357,0.00400653803221,3.98660500718e-05
65,b08b8095-f54b-4649-ae13-cfdac7c7c5f2.FPKM.txt.gz,0.515040592508,0.118715282723,0.1682523857,0.082936903575,0.0938897592935,0.000470018515881,0.0018231021222,0.00190856003418,0.00824668850591,1.42429853297e-05,0.0,0.00870246403646
66,4938e83e-4ff0-4880-bc31-aa52e3a68ec2.FPKM.txt.gz,0.241598038749,0.0393083257962,0.311431903651,0.0391893178464,0.156305041177,0.00019041271957,0.00167801209121,0.0157566525444,0.00267767886895,2.38015899462e-05,0.0,0.191840814966
67,79caf319-b6a9-4e02-aede-444242d215d4.FPKM.txt.gz,0.446990506482,0.145607440605,0.165943809937,0.0744301479447,0.0337815045058,0.000987904197388,0.0965495638764,0.0205050359019,0.0143607536986,0.000385523589225,0.0,0.000457809262204
68,e24662bd-3b02-4762-b306-75f98b700375.FPKM.txt.gz,0.301790872328,0.24025418833,0.0218833044483,0.0176083188908,0.392027729636,0.000808781051415,0.00106296938186,0.0176314269209,0.00598497978047,0.000161756210283,2.31080300404e-05,0.000762564991334
69,944c109e-c6eb-4073-bac9-541585602d59.FPKM.txt.gz,0.460272958104,0.279570461278,0.0316070672873,0.0603840457046,0.0939219212865,0.00126957257723,0.0114790520525,0.0429803216251,0.0148381294964,0.00304168429962,2.64494286923e-05,0.000608336859924
70,96978a72-9b98-4238-abab-cbf1c41bf5f8.FPKM.txt.gz,0.303725346969,0.433649866082,0.0110056001948,0.0248843438033,0.0416605794984,0.000511322132944,0.000121743364987,0.000121743364987,0.0241782322863,0.155855855856,0.00426101777453,2.43486729973e-05
71,9a07164a-711f-460d-a2cb-43651c85bcde.FPKM.txt.gz,0.330128983185,0.142059523232,0.220938324351,0.0376915732065,0.193134922562,0.000388406078555,0.0141768218673,0.0309915683514,0.00702367658721,0.000582609117833,0.0,0.0228835914615
72,b2bd3b9d-2380-47bb-a13d-a4e7a00d6740.FPKM.txt.gz,0.452575043888,0.217440425495,0.0197451897172,0.134183859698,0.116037752247,0.00152955694992,0.0143917403925,0.025776510872,0.00794326734222,0.0101680774512,0.0,0.000208575947717
73,113872f7-02c9-4a3f-9af6-fd70130c458a.FPKM.txt.gz,0.350721153846,0.282655325444,0.0383690828402,0.0693971893491,0.101516272189,0.000388313609467,0.000184911242604,0.00147928994083,0.0520155325444,0.101405325444,0.000184911242604,0.00168269230769
74,9c62a984-f89a-4838-af13-786468b293c1.FPKM.txt.gz,0.426645100877,0.237626628075,0.050429896995,0.127334638631,0.121920490338,0.000681024942539,0.00607814761216,0.0107942453392,0.0111517834341,0.00430748276156,1.70256235635e-05,0.00301353537073
75,7d6848a5-7dfc-4494-9095-4e89fea1aee5.FPKM.txt.gz,0.270965820501,0.395788440987,0.0100033286032,0.0441302710184,0.0466354829103,0.000245265499904,7.00758571153e-05,0.00373153939139,0.0420630332335,0.147807501621,0.0385242024492,3.50379285577e-05
76,2fa4738b-04ba-4d04-b95a-1f9b08cba802.FPKM.txt.gz,0.339827156877,0.34491200904,0.0155265856159,0.0312205737722,0.128397748436,0.000334805080667,0.000104626587708,8.37012701668e-05,0.0437548389797,0.0957542530708,4.18506350834e-05,4.18506350834e-05
77,55e976c2-4953-4014-8264-6c703a5eacbc.FPKM.txt.gz,0.219386612939,0.344582493844,0.0171442429669,0.0229087381539,0.207950899187,0.000615625699575,0.0,1.86553242295e-05,0.0510223117678,0.128031490187,0.00832027460637,1.86553242295e-05
78,22c44a19-4cbb-4950-acf5-8d23a3fcb0a7.FPKM.txt.gz,0.513449575046,0.181897835801,0.0341715587488,0.185823184088,0.0641198633138,0.00159467274161,0.00012266713397,0.00417068255498,0.00927013055288,0.000876193814072,0.0,0.00450363620433
79,971ad289-437b-4c53-8d7c-6b6e9000aab5.FPKM.txt.gz,0.422955478371,0.350121039891,0.0200505209978,0.0566519313756,0.0250499947374,0.000684138511736,2.63130196821e-05,0.00452583938533,0.0293127039259,0.0902273444901,0.000131565098411,0.000263130196821
80,f7a7853b-6fd7-4b89-b567-3798df13b4fd.FPKM.txt.gz,0.337483980796,0.363898930778,0.0256498536753,0.0509936688281,0.0839884470458,0.000956370383122,7.65096306498e-05,0.000286911114937,0.0487366347239,0.0856716589201,0.000363420745586,0.00189361335858
81,d4ab2d5f-6980-4974-8f65-5e260bb6fb7d.FPKM.txt.gz,0.173626181746,0.291476464866,0.00609892988101,0.0279253660605,0.421262690514,0.00029933398189,9.97779939634e-05,0.000910474194916,0.0506747486842,0.0254558607099,0.00114744693058,0.00102272443813
82,0bf53fc6-b8fb-4e6d-9297-4129c708f3da.FPKM.txt.gz,0.442082514039,0.0781739916033,0.355387858497,0.0471027971161,0.0422313156543,0.000708579121716,0.0118332713327,0.0150927352926,0.00221430975536,0.000389718516944,0.0,0.00478290907158
83,d6ee768c-7705-468c-bc8a-298c71ce1c8d.FPKM.txt.gz,0.307619943556,0.17146832863,0.200748667294,0.103951081844,0.105283788021,0.000940733772342,0.0009603323926,0.000725148949514,0.0245178739417,0.0673996550643,0.00580119159611,0.0105832549389
84,c1a0244b-d1df-4457-b21d-14006133525a.FPKM.txt.gz,0.406747714636,0.255426758395,0.0225552100022,0.0854773348412,0.0398642917727,0.00109948795275,3.14139415072e-05,0.0871422737411,0.0401470172463,0.0610687022901,3.14139415072e-05,0.000408381239594
85,5c7f58e7-f1a5-44e5-a6f5-853c83b84016.FPKM.txt.gz,0.299319936753,0.341536052563,0.0380712608035,0.0386546107674,0.0514729586589,0.000951781520087,0.000506593389724,0.000276323667122,0.0745766874933,0.125128567262,0.0289525797885,0.000552647334244
86,47caf079-95ad-4c12-b8cf-fb333f72900d.FPKM.txt.gz,0.446504167218,0.0963090355867,0.0901078184945,0.181075539092,0.145869162588,0.000909511840191,0.00077721920889,0.00100873131367,0.0328085725625,6.61463156502e-05,0.0,0.00456409577987
87,c03b9756-2611-404f-ba89-79e7143381bb.FPKM.txt.gz,0.538137859715,0.0908782940484,0.0976536033948,0.176746425133,0.0725671290518,0.00101629640195,0.00171165709803,0.0191135042613,0.00119459401633,0.000106978568627,0.0,0.000873658310452
88,898379ca-0a5c-4436-95d1-bb50239864ea.FPKM.txt.gz,0.408831908832,0.0584822584823,0.23862988863,0.0399378399378,0.0682724682725,0.0003367003367,0.137425537426,0.00999740999741,0.00242165242165,0.000725200725201,0.0,0.0349391349391
89,f64e55d6-0f87-4a4d-a95e-c0b82f7268db.FPKM.txt.gz,0.348073080217,0.200085640879,0.133556951185,0.0703254353411,0.088409934342,0.000199828718242,0.000799314872966,0.000471024835855,0.128661147588,0.0165144162147,0.00154153582643,0.01136168998
90,d31beca5-e987-4def-906a-63f68ecc5c7a.FPKM.txt.gz,0.517035993339,0.282396140216,0.0544169762179,0.0514068570941,0.0653900345843,0.00106741812903,0.00117415994193,0.00147303701806,0.023312411938,0.00222022970838,0.0,0.000106741812903
91,6d158f35-9847-41fd-814e-9bb63cca955f.FPKM.txt.gz,0.37493724112,0.0607349064893,0.276750972763,0.0471946780469,0.107490272374,0.000800175724865,0.00282414961717,0.000486381322957,0.0013650056483,7.8448600477e-05,0.0,0.127337768294
92,1731040e-8598-4766-b768-505805c0d92b.FPKM.txt.gz,0.264268233865,0.32260945678,0.0318679551991,0.037709222772,0.0452296314821,0.000142905628695,0.000125042425109,0.00141119308337,0.0864757685643,0.135135135135,0.0746324645862,0.000392990478912
93,58ce6671-f931-42fc-acb2-fac1ad460a22.FPKM.txt.gz,0.236804853387,0.419110212336,0.017239635996,0.0854061341422,0.0237445230873,0.000606673407482,6.74081563869e-05,0.0169362992922,0.0158240647118,0.178227165487,0.00534209639366,0.000690933602966
94,c28c0258-a9e8-45fa-8f53-6dd36e38e854.FPKM.txt.gz,0.549967382841,0.254792618,0.0202857683971,0.0399191936197,0.0589634056522,0.00075755981566,8.41733128512e-05,0.000610256518171,0.0163927526778,0.0532396203784,0.00494518213001,4.20866564256e-05
95,d23a059b-5f83-4044-9694-94e641d763ed.FPKM.txt.gz,0.193736227209,0.412660503022,0.0467813219417,0.0480370311096,0.105553435349,0.00033239360327,0.000123108741952,0.000972559061419,0.045858006377,0.143606347487,0.0012680200421,0.00107104605498
96,65a21b09-322b-47cf-86bf-88916094c4f7.FPKM.txt.gz,0.44214139012,0.116609015242,0.288590422657,0.0668846611177,0.058236947357,0.0025402659172,0.00470219435737,0.0102151118798,0.00529672467841,0.000216192844017,0.0,0.00456707382986
97,60040f95-8414-4956-bd8a-ec461a49207c.FPKM.txt.gz,0.518593490572,0.27209043146,0.017649600837,0.0416676143471,0.0617053699365,0.00109172788682,9.0977323902e-05,0.00161484749926,0.0308185684718,0.0542452293766,0.000295676302682,0.000136465985853
98,cd961e28-af13-4780-a068-35ff5548a3d2.FPKM.txt.gz,0.315591647332,0.0733952049497,0.357525135344,0.047037896365,0.0830007733952,0.000139211136891,0.00445475638051,0.000247486465584,0.00126836813612,0.000943542150039,7.7339520495e-05,0.116318638824
99,96717cca-f561-43ee-8fac-74c9aa43c202.FPKM.txt.gz,0.520910822825,0.149838217061,0.105325229066,0.113792373522,0.0964649671898,0.000362877619523,0.000635035834165,0.000967673652061,0.00441501103753,0.000725755239046,0.0,0.00656203695304
100,c9381f51-ec09-4487-88a4-8e94452e4893.FPKM.txt.gz,0.298545310982,0.132653061224,0.266794217687,0.0709274781341,0.124392614189,0.000151846452867,0.0861728620019,0.0140761661808,0.00232325072886,0.00276360544218,0.000151846452867,0.00104774052478
101,bcd07e88-975d-4f4b-9b2e-33ad0f2211f3.FPKM.txt.gz,0.392457504057,0.306013496199,0.0433287776544,0.0207995216537,0.158430853336,0.00219953873751,0.000256256940292,0.000811480310925,0.0347228154096,0.0246647305031,0.0151191594772,0.00119586572136
102,78a560b2-9ce7-43c9-9d77-dac465e13a0c.FPKM.txt.gz,0.5705540374,0.160826233724,0.101109146439,0.09650109843,0.0243262069335,0.000415260140385,0.00336226758828,0.0118550072336,0.00878744039008,0.00664416224616,0.00200932325993,0.0136098162139
103,2ef45476-2bea-4b74-9d97-a33898386d5e.FPKM.txt.gz,0.426060126261,0.123338002152,0.0997097212918,0.0640440086881,0.057852749528,0.00312607839555,0.0921178166169,0.0205022024643,0.112640318292,0.000243590524329,0.0,0.000365385786493
104,9813b5d6-2309-4e67-85c0-1fae01d9672d.FPKM.txt.gz,0.381755164287,0.214667960627,0.0457368639956,0.0766532649383,0.22772771385,0.0004990988493,0.000318868709275,0.000318868709275,0.0142104533481,0.0316373215028,0.000180230140025,0.00629419104395
105,8f4891e2-55c1-48f4-bdce-c3848f74b8dc.FPKM.txt.gz,0.340917373049,0.0710132298186,0.21609759962,0.0574189970688,0.0536481026697,0.000665451952785,0.160912619821,0.0859066782857,0.00668620771607,0.000681296046899,0.0,0.00605244395152
106,a874f8c4-d1f9-4122-b78a-7bc017878fd3.FPKM.txt.gz,0.277796297921,0.351995789104,0.0220019299939,0.0248618299851,0.0789192034389,0.000684270550048,0.000122817791034,0.00105272392315,0.0168962189666,0.169506097026,0.0557592771296,0.000403544170541
107,54e1ee85-dbfa-499a-9bdd-6935a7661970.FPKM.txt.gz,0.407098121086,0.14204120219,0.0297987158782,0.198684366014,0.21329814472,0.000393902390988,1.96951195494e-05,0.00547524323473,0.00198920707449,0.000512073108284,1.96951195494e-05,0.000669634064679
108,0b89acda-ea9e-4a21-83f8-e3195f4395e9.FPKM.txt.gz,0.336616773057,0.288208966175,0.0278083498422,0.0602208525937,0.145608628659,0.000697043069924,0.000476924205738,0.00913493286375,0.0727125981363,0.0491598796684,0.00447575023846,0.00487930148947
109,ec2c4c86-5eaf-4f58-8da7-a9528f9922b9.FPKM.txt.gz,0.326967543033,0.346510233793,0.00947161085895,0.0332105849105,0.105386657532,0.000445319859553,3.42553738118e-05,8.56384345294e-05,0.0704119208701,0.101344523422,0.00585766892181,0.000274042990494
110,48a39e37-0380-4465-8311-6c5c6aff522a.FPKM.txt.gz,0.415305904164,0.383538933257,0.0193240159726,0.031856103822,0.061555191101,0.00030305191101,5.34797490017e-05,5.34797490017e-05,0.0181296349116,0.06214346834,0.00770108385625,3.56531660011e-05
111,78f79907-8bb5-408e-8bec-4dbe0d81174a.FPKM.txt.gz,0.512264503649,0.286789447163,0.0146458817601,0.0353549309969,0.0721565695151,0.000633950486841,0.0,0.000341357954453,0.0259269493977,0.0478388790455,0.00320226271558,0.000845267315789
112,cb537a4c-7b5c-493f-8dea-6fd0107e6c58.FPKM.txt.gz,0.408860067193,0.12465817642,0.255566841159,0.0696929447613,0.0960621923588,0.000761778263927,0.00123056488788,0.0072466598953,0.00781311039925,0.00031252441597,0.0,0.0277951402453
113,fc867c2d-8e5d-4e2a-80b2-48be873efc56.FPKM.txt.gz,0.43265316073,0.2252614642,0.0563885028889,0.0629220605085,0.199639191594,0.000536336819523,0.00087764206831,0.00911772593189,0.00541212608791,0.000706989443916,2.43789463419e-05,0.00646042078061
114,072e3af5-5598-4189-ab06-c5455442f322.FPKM.txt.gz,0.390376047723,0.12491504946,0.157026353545,0.088442950993,0.193724986785,0.000320924261874,0.00132145284301,0.00228422562863,0.0209922223061,0.00224646983312,0.0,0.0183493166201
115,b7fcdf45-6b26-46e8-aa40-2761354d1251.FPKM.txt.gz,0.285565039566,0.417089001512,0.054592335734,0.0266737796746,0.0938917044545,0.00104472303725,0.000288965946475,0.000622388192407,0.0257846536854,0.0930692629146,0.000600160042678,0.000777985240509
116,9b77c8a1-a670-4011-82d7-bc4cbab06486.FPKM.txt.gz,0.579646097189,0.107590047606,0.125375011228,0.102793496811,0.0384083355789,0.000826372047067,0.00143716877751,0.00344920506602,0.0165454055511,0.00154495643582,1.79646097189e-05,0.0223659391
117,513de6b7-faa2-4611-9f68-1334204ef397.FPKM.txt.gz,0.346720821392,0.293693173618,0.0238954291487,0.0417912294085,0.222646021896,0.000515432035132,6.18518442158e-05,0.000907160381832,0.048326907614,0.0199987629631,0.00035049378389,0.00109271591448
118,c71da743-de94-46d0-9ec0-fed1574845b9.FPKM.txt.gz,0.335454977684,0.115734421251,0.189675004985,0.0678517200656,0.0966396220917,0.000889556908636,0.174843944111,0.0102912532016,0.00409502921734,0.00226990383583,0.0,0.00225456664775
119,05582ed0-da34-418a-b96e-fb4505e9ee03.FPKM.txt.gz,0.403941494723,0.0584847051079,0.409578079036,0.0446606735101,0.0532595503075,0.000555429840982,0.00265372035136,0.00421715249635,0.00123428853552,0.000514286889799,0.0,0.0209006192014
120,b468a0f7-2b37-4988-a179-34870f3ff1fb.FPKM.txt.gz,0.366678792288,0.0666151327756,0.242679156057,0.0699951497514,0.0863495816661,0.000394082696738,0.156405359525,0.00406208318176,0.00301624833273,0.000106099187583,0.0,0.00369831453862
121,1da49483-5cea-4652-8357-e8fba5f77268.FPKM.txt.gz,0.309593221883,0.373958001184,0.0169680681456,0.0669840112969,0.119846945748,0.000637726051109,0.000182207443174,0.000432742677538,0.00687833097982,0.101170682822,9.1103721587e-05,0.00325695804674
122,5af9de4f-1220-4e7f-a58e-fd3473418754.FPKM.txt.gz,0.299657577679,0.365554850983,0.0672162333545,0.0315535827521,0.0926823081801,0.00124286620165,0.000405833861763,0.000938490805327,0.0274952441344,0.109803424223,0.000481927710843,0.00296766011414
123,2fec727f-b73d-4ae0-8b3c-5e85483e39d8.FPKM.txt.gz,0.37952054917,0.313949123152,0.0121560986074,0.0769052003075,0.133627701604,0.000303902465185,5.36298467974e-05,0.000500545236776,0.0516991723127,0.0307299022149,0.000339655696384,0.00021451938719
124,2391658d-7cf2-4a09-8dd5-19ea7a37dadf.FPKM.txt.gz,0.384295921405,0.05617743376,0.310241143197,0.0482435248586,0.0572789520691,0.000669842214945,0.00582018457874,0.000401905328967,0.000908008335814,0.000208395355761,0.0,0.135754688896
125,be6f5b47-f164-4947-9b35-02f94248e462.FPKM.txt.gz,0.339987911234,0.0909765996028,0.316363008376,0.0629306622917,0.124566099646,0.00145065192989,0.0460927381055,0.00854848458682,0.00151973059321,0.000241775321648,0.0,0.00732233831275
126,708e035d-e38b-4969-a96e-f7c324b3f8a3.FPKM.txt.gz,0.25696363229,0.0518631916959,0.348928384736,0.0750877455007,0.0897368879596,0.000311154257835,0.00329823513305,0.000746770218804,0.00129440171259,0.000423169790655,0.0,0.171346426705
127,58f98e52-c594-4bea-bf7d-9f75c09d0917.FPKM.txt.gz,0.448202751344,0.126177210197,0.202652729155,0.077856121493,0.090478773236,0.000961491050737,0.00305704846901,0.028302351955,0.00687835905527,0.000517725950397,2.46536166856e-05,0.0148907844781
128,c763a179-e1ba-43a6-b34f-cbe73098e535.FPKM.txt.gz,0.355653197662,0.14480931758,0.159399571122,0.123554639869,0.0919774628937,0.000567632342429,0.0216120758525,0.0772190219905,0.00323760669386,0.0004204684018,0.00023125762099,0.0213177479712
129,cfccab4c-4b17-4012-a19b-5141f7a5b68f.FPKM.txt.gz,0.489599527393,0.11451402276,0.223897767552,0.078881910329,0.0535880853181,0.000513027796779,0.00726012063926,0.00909458367017,0.00383993532741,0.00415086126485,0.0,0.0146601579504
130,acec1346-4e7b-4e74-bc33-980e56dfafee.FPKM.txt.gz,0.404881525031,0.102993051844,0.284714056654,0.0584892214502,0.0750757170853,0.00030286834135,0.000730447176198,0.00516657758774,0.0168359166221,0.00030286834135,1.78157847853e-05,0.0504899340816
131,36c6972a-3041-478c-a68d-702af9cc4954.FPKM.txt.gz,0.326233261639,0.0509539998612,0.400568930826,0.0485672656629,0.0500242836328,0.000444043571775,0.00252549781447,0.000249774509124,0.000735447165753,2.7752723236e-05,0.0,0.119669742593
132,7d9b1591-42eb-4d02-978e-0a194d498d6c.FPKM.txt.gz,0.307547578215,0.384721690338,0.0244592817063,0.0544631112739,0.0439068249555,0.00103231822042,0.000183153232655,0.00064936146123,0.0797549076741,0.0967548577232,0.00551124727351,0.00101566792654
133,4b539965-2208-4574-8281-6109028eeec3.FPKM.txt.gz,0.178023624824,0.421059590973,0.0161759520451,0.0519922425952,0.0275564174894,0.000308533145275,2.64456981664e-05,0.00098730606488,0.116502115656,0.161997531735,0.0251763046544,0.000193935119887
134,6095b94e-2101-4128-ae51-f0c77daf7811.FPKM.txt.gz,0.483877034605,0.138968677336,0.125427438107,0.101439611544,0.0910443167829,0.00022226781562,0.00256462864177,0.00100875393243,0.0414956914239,0.00336821228286,0.00129941184516,0.00928395568322
135,5a7f277a-28b9-403b-959b-51e4b024084b.FPKM.txt.gz,0.469963463336,0.29645679327,0.0347806384003,0.0643781686351,0.103237318379,0.00107627382672,8.496898632e-05,0.00342708244824,0.00968646444048,0.0113858441669,0.0009913048404,0.0045316792704
