,Topic 1,Topic 2,Topic 3,Topic 4,Topic 5
ENSG00000069696,7.97977567540464e-06,0.0,0.0,0.0,0.0
ENSG00000069702,0.0001115977583261813,0.0,0.0,0.0,0.0
ENSG00000069849,0.0,0.003320793168387232,0.0,0.0,0.0
ENSG00000070087,0.0,0.002230233762083207,0.0,0.0,0.0
ENSG00000070190,0.00018817978458416913,0.0,0.0,0.0,0.0
ENSG00000070404,0.0006199213789624052,0.0,0.0,0.0,0.0
ENSG00000070501,0.000386006760656514,0.0,0.0,0.0,0.0
ENSG00000070540,0.0004933168783212839,0.0,0.0,0.0,0.0
ENSG00000070669,0.0,0.00044341806497994287,0.0,0.0,0.0
ENSG00000070731,0.0,0.00019983212717797347,0.0,0.0,0.0
ENSG00000070961,0.0,0.00027964392007510437,0.0,0.0,0.0
ENSG00000071242,0.0005557258701707171,0.0,0.0,0.0,0.0
ENSG00000071539,0.0,0.0002984943760356402,0.0,0.0,0.0
ENSG00000071967,0.0014694697355692903,0.0,0.0,0.0,0.0
ENSG00000072071,0.00024082248381594303,0.0,0.0,0.0,0.0
ENSG00000072163,0.0,6.822481538010431e-05,0.0,0.0,0.0
ENSG00000072201,0.0,7.41912441015583e-05,0.0,0.0,0.0
ENSG00000072210,0.0013682337755081867,0.0,0.0,0.0,0.0
ENSG00000072274,0.0,0.0021750659139051255,0.0,0.0,0.0
ENSG00000072571,0.0,0.00014682602853665036,0.0,0.0,0.0
ENSG00000072832,0.0,9.10528904882761e-05,0.0,0.0,0.0
ENSG00000073111,0.0,0.0007285095938876792,0.0,0.0,0.0
ENSG00000073150,0.0,0.00022499489178584464,0.0,0.0,0.0
ENSG00000073605,0.0,0.00010134281828324747,0.0,0.0,0.0
ENSG00000073756,0.0009597169013792626,0.0,0.0,0.0,0.0
ENSG00000074181,0.0,0.0009775431405222804,0.0,0.0,0.0
ENSG00000074201,0.0009469730805245118,0.0,0.0,0.0,0.0
ENSG00000074317,0.0,0.0,0.0,1.3661349525627613e-05,0.0
ENSG00000074370,0.0004310269876013342,0.0,0.0,0.0,0.0
ENSG00000074410,0.0,0.00046555438023635187,0.0,0.0,0.0
ENSG00000074416,0.0007630809366017541,0.0,0.0,0.0,0.0
ENSG00000074527,0.0005740674441111995,0.0,0.0,0.0,0.0
ENSG00000075240,0.00055679778033607,0.0,0.0,0.0,0.0
ENSG00000075618,0.0,0.0022646488147084055,0.0,0.0,0.0
ENSG00000075651,0.0,8.975584076622088e-05,0.0,0.0,0.0
ENSG00000076258,0.0,8.007120284154194e-05,0.0,0.0,0.0
ENSG00000076382,0.0,0.00020502032606619432,0.0,0.0,0.0
ENSG00000076641,0.00014899551298404784,0.0,0.0,0.0,0.0
ENSG00000076864,0.0005930045236991001,0.0,0.0,0.0,0.0
ENSG00000077009,0.0,0.0,1.0889590442503457e-05,0.0,0.0
ENSG00000077152,0.0,0.000796388529341902,0.0,0.0,0.0
ENSG00000077157,0.0001015932634495546,0.0,0.0,0.0,0.0
ENSG00000077235,0.0004610404722312144,0.0,0.0,0.0,0.0
ENSG00000077782,0.0,0.0001944709883268119,0.0,0.0,0.0
ENSG00000077943,0.0,6.442013619540902e-05,0.0,0.0,0.0
ENSG00000077984,0.0005298809250727649,0.0,0.0,0.0,0.0
ENSG00000078053,7.86067454592099e-06,0.0,0.0,0.0,0.0
ENSG00000078070,0.0,0.00040044248418918005,0.0,0.0,0.0
ENSG00000078401,0.0006737550894890156,0.0,0.0,0.0,0.0
ENSG00000078804,0.0005756157587944869,0.0,0.0,0.0,0.0
ENSG00000078814,0.0,6.571718591746423e-06,0.0,0.0,0.0
ENSG00000078900,0.0,4.574262019781392e-05,0.0,0.0,0.0
ENSG00000079215,0.00016828989596039934,0.0,0.0,0.0,0.0
ENSG00000079308,0.0,0.000578743585981037,0.0,0.0,0.0
ENSG00000079385,0.00039696406456900995,0.0,0.0,0.0,0.0
ENSG00000079462,0.001289507928919493,0.0,0.0,0.0,0.0
ENSG00000080007,3.2514608349036816e-05,0.0,0.0,0.0,0.0
ENSG00000080200,7.527191383366765e-05,0.0,0.0,0.0,0.0
ENSG00000080493,0.0001331550627627222,0.0,0.0,0.0,0.0
ENSG00000080503,0.0006419550879168807,0.0,0.0,0.0,0.0
ENSG00000080573,0.0,0.00010998981643028223,0.0,0.0,0.0
ENSG00000081041,0.0,0.0006881281125410267,0.0,0.0,0.0
ENSG00000081052,0.0,7.246184447215134e-05,0.0,0.0,0.0
ENSG00000081181,0.00013255955711530395,0.0,0.0,0.0,0.0
ENSG00000081277,0.0,0.0,0.0,0.018494591184115446,0.0
ENSG00000081923,0.0005662067695652785,0.0,0.0,0.0,0.0
ENSG00000082074,0.00025582922613088307,0.0,0.0,0.0,0.0
ENSG00000082196,0.0,6.044251704777302e-05,0.0,0.0,0.0
ENSG00000083454,0.0,5.707018777042947e-06,0.0,0.0,0.0
ENSG00000083720,0.00038398204145529194,0.0,0.0,0.0,0.0
ENSG00000083937,0.0008921865609620322,0.0,0.0,0.0,0.0
ENSG00000084072,0.00029346518304771693,0.0,0.0,0.0,0.0
ENSG00000084636,0.0002641663051947387,0.0,0.0,0.0,0.0
ENSG00000084731,0.0,0.00011984739431790188,0.0,0.0,0.0
ENSG00000085117,0.0011120472459888527,0.0,0.0,0.0,0.0
ENSG00000085265,0.0,6.433366621393867e-05,0.0,0.0,0.0
ENSG00000085377,0.0006851887979194462,0.0,0.0,0.0,0.0
ENSG00000085382,4.1089889671859714e-05,0.0,0.0,0.0,0.0
ENSG00000085465,3.977977724753955e-05,0.0,0.0,0.0,0.0
ENSG00000085514,0.0002725033842585943,0.0,0.0,0.0,0.0
ENSG00000085662,0.0,0.0010701524906770229,0.0,0.0,0.0
ENSG00000085741,0.0,7.998473286007159e-05,0.0,0.0,0.0
ENSG00000085788,0.0002171213590486964,0.0,0.0,0.0,0.0
ENSG00000086289,0.0008432359967442515,0.0,0.0,0.0,0.0
ENSG00000086300,0.0004571101349582539,0.0,0.0,0.0,0.0
ENSG00000086619,0.00019222922298661328,0.0,0.0,0.0,0.0
ENSG00000086967,9.528090358692108e-06,0.0,0.0,0.0,0.0
ENSG00000087074,0.0014563686113260887,0.0,0.0,0.0,0.0
ENSG00000087076,0.0,0.0003061902043865011,0.0,0.0,0.0
ENSG00000087086,0.0,0.20314522451800984,0.0,0.0,0.0
ENSG00000087250,0.0,1.409460697966667e-05,0.0,0.0,0.0
ENSG00000087303,8.694382452306548e-05,0.0,0.0,0.0,0.0
ENSG00000087589,0.0,4.427263051281801e-05,0.0,0.0,0.0
ENSG00000088002,0.00022164720196907515,0.0,0.0,0.0,0.0
ENSG00000088305,6.360000314426981e-05,0.0,0.0,0.0,0.0
ENSG00000088325,0.0,0.0007871362413245748,0.0,0.0,0.0
ENSG00000088340,0.0,2.784333403345195e-05,0.0,0.0,0.0
ENSG00000088826,0.0,0.0001964597979006299,0.0,0.0,0.0
ENSG00000088836,0.0,0.0001356714009269755,0.0,0.0,0.0
ENSG00000088882,0.0,0.00023096132050729864,0.0,0.0,0.0
ENSG00000089127,0.0,0.0005757171366295748,0.0,0.0,0.0
ENSG00000089199,9.444719568053552e-05,0.0,0.0,0.0,0.0
ENSG00000089351,0.0008272764453934422,0.0,0.0,0.0,0.0
ENSG00000089692,0.00010409438716871127,0.0,0.0,0.0,0.0
ENSG00000090006,0.0007068652034854708,0.0,0.0,0.0,0.0
ENSG00000090104,0.0011339618538138444,0.0,0.0,0.0,0.0
ENSG00000090339,0.0035555260184754437,0.0,0.0,0.0,0.0
ENSG00000090376,0.00012267416336816088,0.0,0.0,0.0,0.0
ENSG00000090382,0.0,0.010865299051675065,0.0,0.0,0.0
ENSG00000090530,0.0,0.0003809867383583518,0.0,0.0,0.0
ENSG00000090621,0.0013569191682072399,0.0,0.0,0.0,0.0
ENSG00000090661,0.0005238067674690986,0.0,0.0,0.0,0.0
ENSG00000090924,0.00022724495505480676,0.0,0.0,0.0,0.0
ENSG00000091106,0.0,2.6978634218748474e-05,0.0,0.0,0.0
ENSG00000091129,0.0,0.00011785858474408388,0.0,0.0,0.0
ENSG00000091409,0.0,0.0012421412838215444,0.0,0.0,0.0
ENSG00000091513,0.0,0.0,0.0009295750386827951,0.0,0.0
ENSG00000091583,0.0,0.00010506102748647242,0.0,0.0,0.0
ENSG00000091844,3.001348462988014e-05,0.0,0.0,0.0,0.0
ENSG00000091972,0.00019520675122370457,0.0,0.0,0.0,0.0
ENSG00000091986,0.0005478651956247962,0.0,0.0,0.0,0.0
ENSG00000092054,1.071910165352862e-06,0.0,0.0,0.0,0.0
ENSG00000092068,0.0,0.0006531942400270063,0.0,0.0,0.0
ENSG00000092208,0.00020008989753253427,0.0,0.0,0.0,0.0
ENSG00000092295,0.0,0.0,0.0,0.0009390380252878769,0.0
ENSG00000092421,0.0,4.721260988280983e-05,0.0,0.0,0.0
ENSG00000092607,7.944045336559544e-05,0.0,0.0,0.0,0.0
ENSG00000092621,0.0,0.00042275173940852976,0.0,0.0,0.0
ENSG00000092758,3.9422473859088595e-05,0.0,0.0,0.0,0.0
ENSG00000092929,0.0003035887790538273,0.0,0.0,0.0,0.0
ENSG00000092964,0.0009799640933914832,0.0,0.0,0.0,0.0
ENSG00000092969,0.00012839101758337616,0.0,0.0,0.0,0.0
ENSG00000094804,0.0,0.00019256864873446426,0.0,0.0,0.0
ENSG00000095209,0.0,0.00013774668048226383,0.0,0.0,0.0
ENSG00000095303,0.00018270113262792116,0.0,0.0,0.0,0.0
ENSG00000095370,0.0,0.00012884027239081804,0.0,0.0,0.0
ENSG00000095539,9.289888099724804e-05,0.0,0.0,0.0,0.0
ENSG00000095739,0.0005317865431445032,0.0,0.0,0.0,0.0
ENSG00000095932,0.0,0.0,0.0004791419794701521,0.0,0.0
ENSG00000095970,0.0010534494902828962,0.0,0.0,0.0,0.0
ENSG00000096060,0.00043436181922687646,0.0,0.0,0.0,0.0
ENSG00000096088,0.0,0.0,0.1691183094603812,0.0,0.0
ENSG00000096092,0.0,0.001445259270295391,0.0,0.0,0.0
ENSG00000096696,0.0,0.0022279855425649782,0.0,0.0,0.0
ENSG00000096872,0.00012184045546177532,0.0,0.0,0.0,0.0
ENSG00000096968,0.0001549505694582304,0.0,0.0,0.0,0.0
ENSG00000097021,0.0,0.00034890637523285283,0.0,0.0,0.0
ENSG00000099219,0.0,0.00037752793909953794,0.0,0.0,0.0
ENSG00000099284,0.0,0.0004367598764067261,0.0,0.0,0.0
ENSG00000099337,0.0,0.00013887079024137836,0.0,0.0,0.0
ENSG00000099338,0.0,2.59409944411043e-06,0.0,0.0,0.0
ENSG00000099822,7.503371157470035e-06,0.0,0.0,0.0,0.0
ENSG00000099860,0.00124960905054247,0.0,0.0,0.0,0.0
ENSG00000099864,0.00016662248014762823,0.0,0.0,0.0,0.0
ENSG00000099901,0.0,0.0006614953582481597,0.0,0.0,0.0
ENSG00000099953,0.0,0.0006960833508362987,0.0,0.0,0.0
ENSG00000099958,0.0,0.0003493387251402046,0.0,0.0,0.0
ENSG00000099994,0.0,0.0010942776155072498,0.0,0.0,0.0
ENSG00000099998,0.0002857236096312796,0.0,0.0,0.0,0.0
ENSG00000100003,0.0,5.637842791866668e-05,0.0,0.0,0.0
ENSG00000100031,0.0002361775397660806,0.0,0.0,0.0,0.0
ENSG00000100033,0.00012886742210131076,0.0,0.0,0.0,0.0
ENSG00000100092,0.0,0.00022828075108171785,0.0,0.0,0.0
ENSG00000100097,0.012162845545129442,0.0,0.0,0.0,0.0
ENSG00000100139,0.0,0.00036914035089691423,0.0,0.0,0.0
ENSG00000100156,1.4053933279070859e-05,0.0,0.0,0.0,0.0
ENSG00000100162,0.0,0.000247477086968135,0.0,0.0,0.0
ENSG00000100196,0.001175051743485704,0.0,0.0,0.0,0.0
ENSG00000100197,1.7388764904613095e-05,0.0,0.0,0.0,0.0
ENSG00000100234,0.00011219326397359957,0.0,0.0,0.0,0.0
ENSG00000100285,9.432809455105187e-05,0.0,0.0,0.0,0.0
ENSG00000100292,0.0,0.0010902999963596138,0.0,0.0,0.0
ENSG00000100311,0.0003075191163267878,0.0,0.0,0.0,0.0
ENSG00000100336,0.00024380001205303431,0.0,0.0,0.0,0.0
ENSG00000100342,0.0,0.0025981635332395364,0.0,0.0,0.0
ENSG00000100350,0.0003434876574308505,0.0,0.0,0.0,0.0
ENSG00000100385,0.0002535663046706937,0.0,0.0,0.0,0.0
ENSG00000100413,0.0004203078859478056,0.0,0.0,0.0,0.0
ENSG00000100473,0.0,9.995929857972191e-05,0.0,0.0,0.0
ENSG00000100504,0.0007500989134880361,0.0,0.0,0.0,0.0
ENSG00000100505,0.0,7.090538480568509e-06,0.0,0.0,0.0
ENSG00000100522,0.0004667573264464296,0.0,0.0,0.0,0.0
ENSG00000100526,0.0,0.00023554422952522705,0.0,0.0,0.0
ENSG00000100604,0.0,2.075279555288344e-05,0.0,0.0,0.0
ENSG00000100628,0.0,0.0,0.0,0.0001970110405274719,0.0
ENSG00000100814,0.0005415528357621627,0.0,0.0,0.0,0.0
ENSG00000100918,0.0001187438260952004,0.0,0.0,0.0,0.0
ENSG00000100985,0.00178520682983045,0.0,0.0,0.0,0.0
ENSG00000101000,0.0008337079063855594,0.0,0.0,0.0,0.0
ENSG00000101003,0.0,0.00019032042921623523,0.0,0.0,0.0
ENSG00000101049,0.0,0.0,0.0001455245268225462,0.0,0.0
ENSG00000101104,0.00017317304226922907,0.0,0.0,0.0,0.0
ENSG00000101187,0.00011326517413895242,0.0,0.0,0.0,0.0
ENSG00000101194,0.00011100225267876305,0.0,0.0,0.0,0.0
ENSG00000101210,0.0,0.0006020904809780308,0.0,0.0,0.0
ENSG00000101213,0.00040935058203530965,0.0,0.0,0.0,0.0
ENSG00000101230,0.00012624719725267043,0.0,0.0,0.0,0.0
ENSG00000101255,0.0,0.00047238550877250934,0.0,0.0,0.0
ENSG00000101265,0.00028119776671090083,0.0,0.0,0.0,0.0
ENSG00000101307,0.0,2.421159481169735e-05,0.0,0.0,0.0
ENSG00000101336,0.0007240157661311165,0.0,0.0,0.0,0.0
ENSG00000101384,0.0,0.0006543183497861208,0.0,0.0,0.0
ENSG00000101400,0.0005091573285426094,0.0,0.0,0.0,0.0
ENSG00000101405,6.907865510051778e-06,0.0,0.0,0.0,0.0
ENSG00000101412,0.00041006518881221156,0.0,0.0,0.0,0.0
ENSG00000101417,0.00029727641919119376,0.0,0.0,0.0,0.0
ENSG00000101443,0.009798211720361029,0.0,0.0,0.0,0.0
ENSG00000101447,0.0,0.0004837995463265952,0.0,0.0,0.0
ENSG00000101457,0.0013868135517076364,0.0,0.0,0.0,0.0
ENSG00000101460,0.0004525842920378751,0.0,0.0,0.0,0.0
ENSG00000101470,0.0003687370968813846,0.0,0.0,0.0,0.0
ENSG00000101577,0.0007402135197408931,0.0,0.0,0.0,0.0
ENSG00000101605,4.406741790895099e-06,0.0,0.0,0.0,0.0
ENSG00000101670,2.5130338321050433e-05,0.0,0.0,0.0,0.0
ENSG00000102524,0.0002760764181431038,0.0,0.0,0.0,0.0
ENSG00000102575,0.002093916957452074,0.0,0.0,0.0,0.0
ENSG00000102743,0.0001728157388807781,0.0,0.0,0.0,0.0
ENSG00000102760,0.0,0.0019569886206369084,0.0,0.0,0.0
ENSG00000102802,0.00015757079430687074,0.0,0.0,0.0,0.0
ENSG00000102837,0.0003948202442383042,0.0,0.0,0.0,0.0
ENSG00000102878,7.801123981179164e-05,0.0,0.0,0.0,0.0
ENSG00000102886,0.0,8.34435321188855e-05,0.0,0.0,0.0
ENSG00000102908,8.742022904100009e-05,0.0,0.0,0.0,0.0
ENSG00000102934,0.00016102472706189662,0.0,0.0,0.0,0.0
ENSG00000102981,0.0001579280976953217,0.0,0.0,0.0,0.0
ENSG00000102996,0.0007673685772631656,0.0,0.0,0.0,0.0
ENSG00000103034,0.0,8.370294206329655e-05,0.0,0.0,0.0
ENSG00000103044,0.0,0.0006518971903049511,0.0,0.0,0.0
ENSG00000103222,0.0,0.000860030435704078,0.0,0.0,0.0
ENSG00000103257,0.0,0.0015132246757310842,0.0,0.0,0.0
ENSG00000103260,0.0,0.00014950659796223112,0.0,0.0,0.0
ENSG00000103269,7.729663303488973e-05,0.0,0.0,0.0,0.0
ENSG00000103316,0.0,0.00016429296479366056,0.0,0.0,0.0
ENSG00000103485,0.0,0.0003029043450906279,0.0,0.0,0.0
ENSG00000103569,0.00020568765061826588,0.0,0.0,0.0,0.0
ENSG00000103710,0.0,0.00014388604916665854,0.0,0.0,0.0
ENSG00000103811,0.004151508070411635,0.0,0.0,0.0,0.0
ENSG00000103888,0.0,0.00027056457202071784,0.0,0.0,0.0
ENSG00000104043,0.0,0.0,2.8708920257509116e-05,0.0,0.0
ENSG00000104081,0.000318714622498251,0.0,0.0,0.0,0.0
ENSG00000104093,8.670562226409818e-05,0.0,0.0,0.0,0.0
ENSG00000104140,0.0,0.0007627517065499368,0.0,0.0,0.0
ENSG00000104147,0.0,0.0001113733361338078,0.0,0.0,0.0
ENSG00000104154,0.0,2.075279555288344e-05,0.0,0.0,0.0
ENSG00000104213,0.0002652382153600915,0.0,0.0,0.0,0.0
ENSG00000104221,0.0,0.00014016783996343357,0.0,0.0,0.0
ENSG00000104267,0.0,0.00047238550877250934,0.0,0.0,0.0
ENSG00000104332,0.00019032360491487484,0.0,0.0,0.0,0.0
ENSG00000104368,0.001161116911336117,0.0,0.0,0.0,0.0
ENSG00000104369,0.00015602247962358327,0.0,0.0,0.0,0.0
ENSG00000104419,0.0,0.0038049385946397085,0.0,0.0,0.0
