i_doc,doc,Topic 1,Topic 2,Topic 3,Topic 4,Topic 5,Topic 6,Topic 7,Topic 8,Topic 9,Topic 10,Topic 11,Topic 12,Topic 13,Topic 14,Topic 15,Topic 16,Topic 17,Topic 18,Topic 19,Topic 20,Topic 21,Topic 22,Topic 23,Topic 24,Topic 25,Topic 26,Topic 27,Topic 28,Topic 29,Topic 30,Topic 31,Topic 32,Topic 33,Topic 34,Topic 35,Topic 36,Topic 37,Topic 38,Topic 39,Topic 40,Topic 41,Topic 42
90,d31beca5-e987-4def-906a-63f68ecc5c7a.FPKM.txt.gz,0.0318304086077,0.00491012339354,0.0415652619444,0.0419495324709,0.0503607873276,0.0159258784851,0.0204303829896,0.0713248793818,0.0232910635754,0.000811237778062,0.0349472695444,0.0653900345843,0.0688484693224,0.0444472908928,0.00119550830451,4.26967251612e-05,0.045301225396,0.0262371376115,0.0299731010631,0.0133640749754,0.109794628752,0.00106741812903,0.00954271807352,0.00877417702062,0.00117415994193,0.000234831988386,0.0922462747107,0.00574270953418,0.000811237778062,0.00232697152128,0.00123820502967,0.00140899193032,0.0,0.0116135092438,0.0925238034243,0.0,0.000640450877418,0.0169292515264,0.00770675889159,0.00369326672644,6.40450877418e-05,0.000320225438709
91,6d158f35-9847-41fd-814e-9bb63cca955f.FPKM.txt.gz,0.0582873101544,0.00346742814108,0.0224833688967,0.0275197690473,0.0469279528053,0.0951110832183,0.0181059369901,0.0266097652818,0.00793899836827,0.0546159156521,0.0136029873227,0.107490272374,0.0185609388729,0.0214635370905,0.00251035521526,0.00111397012677,0.0989707543617,0.00798606752856,0.0359451487385,0.00337328982051,0.0424250031379,0.000800175724865,0.0249309652316,0.00365570478223,0.000329484122003,0.000282414961717,0.0107317685452,0.000502071043053,1.56897200954e-05,0.00116103928706,0.00020396636124,6.27588803816e-05,0.00249466549517,0.0116888414711,0.00202397389231,0.0,0.000392243002385,0.000470691602862,0.0910788251538,0.00757813480608,0.126223798167,0.000862934605247
92,1731040e-8598-4766-b768-505805c0d92b.FPKM.txt.gz,0.0142191100552,0.00417998963934,0.0335292331327,0.0171844018506,0.0160054304139,0.00850288490738,0.0258837819975,0.0580732748611,0.0109501437988,0.00866365373966,0.0610564298601,0.0452296314821,0.0185062789161,0.0365659777424,0.00537682427967,5.35896107608e-05,0.0189707222093,0.044800914596,0.00509101302228,0.00962826673336,0.0357264071739,0.000142905628695,0.00621639484825,0.0401564816634,0.000107179221522,0.00114324502956,0.0250799378361,0.0717386256051,0.125363962773,0.0284739465176,0.000267948053804,0.00977117236205,1.78632035869e-05,0.0154873975099,0.09297797467,0.0746324645862,0.0127900537682,0.00194708919098,0.00961040352977,0.00439434808239,0.000339400868152,0.00114324502956
93,58ce6671-f931-42fc-acb2-fac1ad460a22.FPKM.txt.gz,0.00866194809572,0.00409504550051,0.0375631951466,0.0296258847321,0.0336366700371,0.00781934614088,0.0211156049882,0.0346309403438,0.0148803505224,0.000303336703741,0.05522413212,0.0237445230873,0.0211998651837,0.0274014155713,1.68520390967e-05,0.000674081563869,0.0185203909673,0.0284630940344,0.00815638692282,0.0209302325581,0.0246039770812,0.000606673407482,0.00318503538928,0.0306033029997,6.74081563869e-05,0.0149983147961,0.00849342770475,0.0139871924503,0.0206100438153,0.000320188742838,0.00193798449612,0.157617121672,0.0,0.000960566228514,0.270795416245,0.00534209639366,0.000117964273677,0.00171890798787,0.000960566228514,0.0463094034378,1.68520390967e-05,8.42601954837e-05
94,c28c0258-a9e8-45fa-8f53-6dd36e38e854.FPKM.txt.gz,0.0265566802045,0.0044401422529,0.0590054923087,0.0318175122577,0.0207487216178,0.0169819658677,0.0314808190063,0.0404242334968,0.00683908166916,0.00052608320532,0.039456240399,0.0589634056522,0.0270196334252,0.0316070789756,0.00519770206856,0.0,0.0520401506702,0.0458113255192,0.00256728604196,0.00751246817197,0.106900107321,0.00075755981566,0.00700742829486,0.0282191031334,8.41733128512e-05,0.000568169861745,0.0673386502809,0.00683908166916,0.0488836514383,0.0348477515204,4.20866564256e-05,0.00435596894005,0.0,0.153847772564,0.00319858588834,0.00494518213001,0.00406136234507,0.00549230866354,0.000210433282128,0.00425075229898,4.20866564256e-05,0.00911176111614
95,d23a059b-5f83-4044-9694-94e641d763ed.FPKM.txt.gz,0.0152901057504,0.00395179061665,0.0273055189649,0.015388592744,0.0172229129991,0.00505976929422,0.0356030481725,0.0278718191779,0.00427187334573,0.0101810929594,0.0276748451908,0.105553435349,0.012175454579,0.037782072905,0.0101934038336,0.000517056716197,0.0111413411466,0.0496497556291,0.00619236972017,0.00444422558446,0.012864863534,0.00033239360327,0.00979945585936,0.035701535166,7.38652451711e-05,0.00066478720654,0.00311465117138,0.0394686626697,0.0861391867437,0.00566300212978,0.000307771854879,0.0574671607431,4.92434967807e-05,0.0166935454087,0.251301874946,0.0012680200421,0.000344704477465,0.00604463922983,0.0253480899679,0.0177276588411,0.000553989338783,0.00160041364537
96,65a21b09-322b-47cf-86bf-88916094c4f7.FPKM.txt.gz,0.0224840557778,0.00675602637553,0.050859366555,0.0484812452708,0.111960869095,0.0182412712139,0.025997189493,0.0255918279105,0.0164576802508,0.0403199654091,0.0334288185061,0.058236947357,0.0865852340288,0.0303750945844,0.0103502324073,0.000162144633013,0.0339422765106,0.0332396497676,0.0513728245595,0.0133769322235,0.0205112960761,0.0025402659172,0.00967462976975,0.00594530321046,0.00213490433467,0.00929629229273,0.00559398983894,0.00105394011458,2.70241055021e-05,0.00370230245379,0.000918819587072,0.000189168738515,0.0025672900227,0.0113501243109,0.00194573559615,0.0,0.00221597665117,0.00202680791266,0.178656361474,0.01237704032,0.00440492919684,0.00464814614636
97,60040f95-8414-4956-bd8a-ec461a49207c.FPKM.txt.gz,0.0264516569245,0.00718720858826,0.0906361589374,0.031523642732,0.0233129392499,0.0103259262629,0.0571110150795,0.119771646917,0.00971182932654,0.00113721654878,0.0397798348762,0.0617053699365,0.0349807810403,0.0516068869834,0.0121682170719,4.5488661951e-05,0.0316373643869,0.0929560806969,0.00329792799145,0.00361634862511,0.0607501080356,0.00109172788682,0.0130552459799,0.0350717583642,9.0977323902e-05,0.000159210316829,0.0130779903109,0.00711897559533,0.051083767371,0.0230400072782,0.00145563718243,0.0031614620056,0.0,0.0479223053654,0.00386653626584,0.000295676302682,0.00832442513703,0.0153751677394,0.00288853003389,0.00065958559829,9.0977323902e-05,0.00245638774535
98,cd961e28-af13-4780-a068-35ff5548a3d2.FPKM.txt.gz,0.0459706109822,0.00326372776489,0.0212064965197,0.024686774942,0.0444856921887,0.0906573859242,0.0178344934261,0.0258159319412,0.00643464810518,0.0454292343387,0.0139365815932,0.0830007733952,0.0162877030162,0.0147099767981,0.00550657385924,0.0030317092034,0.0671461716937,0.00796597061098,0.0325754060325,0.00377416860015,0.0400154679041,0.000139211136891,0.016720804331,0.00375870069606,0.000448569218871,0.000139211136891,0.0162722351121,0.000788863109049,0.000819798917247,0.0077184841454,0.000108275328693,0.000123743232792,0.00400618716164,0.0152668213457,0.00264501160093,7.7339520495e-05,0.000170146945089,0.00030935808198,0.188863109049,0.0118948182521,0.113286929621,0.00270688321732
99,96717cca-f561-43ee-8fac-74c9aa43c202.FPKM.txt.gz,0.0411261302126,0.0075297106051,0.0547945205479,0.0602376848408,0.0807402703438,0.0224681726088,0.0324473071457,0.0374671142157,0.0432731561281,0.0429405183102,0.0289999697602,0.0964649671898,0.0763252593063,0.0446944268046,0.00450573044241,0.000272158214642,0.0496235144697,0.0362575221507,0.02156097856,0.0371042365962,0.0543409235235,0.000362877619523,0.0123680788654,0.00765066981161,0.000423357222777,0.000635035834165,0.0290302095618,0.0012398318667,6.04796032538e-05,0.00538268468959,0.000332637817896,0.000665275635792,0.000211678611388,0.02156097856,0.00254014333666,0.0,0.000907194048807,0.00226798512202,0.0183555595875,0.00296350055944,0.0062898787384,0.0135776709305
100,c9381f51-ec09-4487-88a4-8e94452e4893.FPKM.txt.gz,0.00801749271137,0.0594782555879,0.023885447036,0.0726737123421,0.0784135082604,0.0208485179786,0.0144102283771,0.0122388241011,0.0114492225462,0.142781219631,0.0102192662779,0.124392614189,0.0122691933916,0.0240372934888,0.00163994169096,0.000926263362488,0.0350157920311,0.0141976433431,0.0624848153547,0.00601311953353,0.0217595966958,0.000151846452867,0.00507167152575,0.00406948493683,0.0115099611273,0.0126943634597,0.0189200680272,0.000546647230321,0.00253583576288,0.00191326530612,0.00138180272109,0.0002277696793,0.0746629008746,0.0102344509232,0.00944484936832,0.000151846452867,0.000728862973761,0.00104774052478,0.040679664723,0.0458424441205,0.000121477162293,0.000911078717201
101,bcd07e88-975d-4f4b-9b2e-33ad0f2211f3.FPKM.txt.gz,0.0356410694456,0.00591526437174,0.0486461091655,0.0355129409755,0.0189203040916,0.0229136414111,0.0402536943709,0.0423251046383,0.00531733151106,0.00890492867515,0.0567182027847,0.158430853336,0.0284018108824,0.0288716152729,0.00181515332707,0.000128128470146,0.0449303835312,0.0354488767404,0.00832835055949,0.00181515332707,0.099961561459,0.00219953873751,0.00978047322115,0.0300674809943,2.13547450243e-05,0.00064064235073,0.131737422055,0.0120227214487,0.0234688647818,0.00339540445887,0.000170837960195,0.00119586572136,0.000234902195268,0.00924660459554,0.00247715042282,0.0151191594772,0.000256256940292,0.0224438370206,0.00318185700863,0.00172973434697,0.00106773725122,0.00034167592039
102,78a560b2-9ce7-43c9-9d77-dac465e13a0c.FPKM.txt.gz,0.0173471574774,0.00292021647109,0.0241118791191,0.0265766489846,0.0320687992284,0.0249423993999,0.0128194823983,0.0283046669882,0.0171596206398,0.0262149707978,0.0238841558163,0.0243262069335,0.0204683062744,0.0218078551144,0.0238439693511,0.00864009001768,0.0589937309114,0.00993945239243,0.0178427905481,0.0102341531372,0.0740770508493,0.000415260140385,0.0299389165729,0.00839897122649,0.000442051117184,0.00727375020093,0.0856105663612,0.00245137437711,0.00499651717302,0.0166238011038,0.00458125703263,0.00164764507314,0.00292021647109,0.266797942453,0.000629587954777,0.00200932325993,0.00570647805819,0.000629587954777,0.0321089856936,0.01113165086,0.00496972619622,0.00419278786905
103,2ef45476-2bea-4b74-9d97-a33898386d5e.FPKM.txt.gz,0.0091955422934,0.00680023547084,0.0451454438422,0.0767919127946,0.0833688569515,0.00740921178166,0.018289588535,0.0136004709417,0.0090940462416,0.0530418366726,0.0106164870187,0.057852749528,0.0304691147514,0.0207863914094,0.0138643606764,2.02992103607e-05,0.0218419503481,0.0265310679415,0.0305300123825,0.0334327994641,0.0114081562227,0.00312607839555,0.00422223575503,0.00328847207844,0.00150214156669,0.00410044049286,0.0107179830705,0.00261859813653,0.000223291313968,0.0462416012017,0.0164017619715,2.02992103607e-05,0.0906156750502,0.113452286706,0.00085256683515,0.0,0.109879625683,0.000142094472525,0.00872866045511,0.00146154314597,0.000345086576132,0.00196902340499
104,9813b5d6-2309-4e67-85c0-1fae01d9672d.FPKM.txt.gz,0.04472480244,0.0201303202551,0.031235269652,0.0212810203799,0.0145154582005,0.017371412727,0.0450020795785,0.0273395258561,0.00370164979897,0.0114376819631,0.0160127547484,0.22772771385,0.0148481907667,0.0241785664772,0.00872036600582,0.00047137113545,0.0411340634965,0.0288784139748,0.00834604186885,0.00618328018855,0.048606682379,0.0004990988493,0.0115347289616,0.0122140579509,2.772771385e-05,0.0002218217108,0.0466934701234,0.00146956883405,0.0227228615001,0.0437681963122,9.7046998475e-05,0.00891446000277,0.000291140995425,0.113891584639,0.00196866768335,0.000180230140025,0.00619714404547,0.0065437404686,0.00858172743657,0.00202412311105,0.0058228199085,0.0444891168723
105,8f4891e2-55c1-48f4-bdce-c3848f74b8dc.FPKM.txt.gz,0.0103778816446,0.00963320922126,0.0360136259209,0.0794581319813,0.0842272043096,0.0150360453141,0.0150677335023,0.016129287808,0.0220232908183,0.115947080726,0.010568010774,0.0536481026697,0.0159708468668,0.0284084607463,0.00226570545829,0.000522855105759,0.0357918086033,0.0194248593837,0.0339063614038,0.0175552562782,0.0109799572209,0.000665451952785,0.00722490691595,0.00308959835221,0.0592252237978,0.0189020042779,0.00562465341044,0.000998177929177,0.000253505505823,0.00611582032797,0.0670046740078,0.000427790541076,0.101687396023,0.0235601679474,0.00148934484671,0.0,0.00470569595183,0.000982333835063,0.0512081121762,0.00681296046899,0.00552958884576,0.00153687712905
106,a874f8c4-d1f9-4122-b78a-7bc017878fd3.FPKM.txt.gz,0.0101412404597,0.0214053864374,0.0521975611896,0.030055268006,0.00921133432757,0.00800070181595,0.0730590402667,0.0322308974471,0.00514080182472,0.00400035090797,0.0402666900605,0.0789192034389,0.0207737520835,0.0360207035705,0.00335117115536,0.000140363189753,0.0183349416615,0.0724975875077,0.00550925519782,0.00771997543644,0.0241424686376,0.000684270550048,0.00312308097202,0.0504430213177,8.77269935959e-05,0.00043863496798,0.0184226686551,0.0047548030529,0.0477936661111,0.00854460917624,0.000614088955172,0.121712430915,3.50907974384e-05,0.0446881305378,0.067356785683,0.0557592771296,0.0021054478463,0.0100359680674,0.00449162207211,0.00398280550926,0.000263180980788,0.00154399508729
107,54e1ee85-dbfa-499a-9bdd-6935a7661970.FPKM.txt.gz,0.0430535313349,0.00514042620239,0.0570567613345,0.0407295072281,0.0387206050341,0.0229251191555,0.0390948123055,0.0352542639934,0.0157167054004,0.000886280379722,0.0219600582976,0.21329814472,0.0366132272423,0.0290109110962,0.0196360341907,0.000275731673691,0.0355890810257,0.0369874345137,0.00541615787608,0.0181982904636,0.0267459723481,0.000393902390988,0.0206798755268,0.0100051207311,1.96951195494e-05,0.00545554811518,0.0135305471304,0.00104384133612,0.000452987749636,0.014377437271,1.96951195494e-05,5.90853586481e-05,0.0,0.0643242604483,0.00094536573837,1.96951195494e-05,0.000354512151889,0.000590853586481,0.000571158466932,0.0130972545003,0.000393902390988,0.111356205932
108,0b89acda-ea9e-4a21-83f8-e3195f4395e9.FPKM.txt.gz,0.0149864260034,0.0223053782376,0.0520214249028,0.0253503558588,0.0299545087681,0.0143994423655,0.0423178516399,0.0342468266197,0.00810771149754,0.00352190182699,0.0574143370754,0.145608628659,0.0150231124807,0.0309267004182,0.00642013353878,0.00100887812752,0.021186440678,0.0511226062074,0.00376036392986,0.0129686697483,0.0469953775039,0.000697043069924,0.00786924939467,0.0570107858243,0.000403551251009,0.00832783036173,0.0178112847604,0.047508988187,0.0434918189155,0.0360077775332,0.000807102502018,0.00566806075281,7.33729547289e-05,0.0659255998239,0.00421894489691,0.00447575023846,0.00952014087607,0.0156834690733,0.00612664171986,0.0173527037934,0.00387042336195,0.00750238462103
109,ec2c4c86-5eaf-4f58-8da7-a9528f9922b9.FPKM.txt.gz,0.010927464246,0.0565384944763,0.0416545345551,0.0199366275584,0.00820416202792,0.00695384088379,0.0723987325512,0.0228654620194,0.00313436670378,0.000479575233365,0.0370300590905,0.105386657532,0.0173503468357,0.0319602637664,0.0101053352745,0.000137021495247,0.0226428020896,0.0589363706431,0.00140447032628,0.00573777511347,0.025468870429,0.000445319859553,0.0052410721932,0.0457994347863,3.42553738118e-05,8.56384345294e-05,0.0199708829323,0.0176757728869,0.0669521281151,0.0363449516143,0.0,0.034392395307,0.0,0.125957009506,0.0194913076989,0.00585766892181,0.00479575233365,0.0479403956496,0.000633724415518,0.00620022265993,0.000137021495247,0.00279181296566
110,48a39e37-0380-4465-8311-6c5c6aff522a.FPKM.txt.gz,0.0144573588135,0.00249572162008,0.0510553337136,0.0232815173987,0.0149743297205,0.0139225613234,0.0433899030234,0.0483278665145,0.0108920422133,0.00178265830006,0.0583107529949,0.061555191101,0.0239411009698,0.0123003422704,0.00367227609812,0.0,0.0426946662864,0.029699087279,0.0031553051911,0.00395750142613,0.136854677695,0.00030305191101,0.00490231032516,0.0282016543069,3.56531660011e-05,3.56531660011e-05,0.121702082145,0.0132094980034,0.0501640045636,0.0834105818597,1.78265830006e-05,0.0119794637764,1.78265830006e-05,0.0474187107815,0.0163291500285,0.00770108385625,0.00374358243012,0.00117655447804,0.000463491158015,0.00128351397604,3.56531660011e-05,0.00714845978323
111,78f79907-8bb5-408e-8bec-4dbe0d81174a.FPKM.txt.gz,0.0187909426356,0.00310473187145,0.0380532843512,0.0240413530779,0.0137193387409,0.00681090394837,0.0292755083795,0.0324940262358,0.00796501893724,0.00204814772672,0.0341195403046,0.0721565695151,0.0319576065931,0.0654594515516,0.0092654301923,0.000536419642712,0.0268372372763,0.0439213901396,0.00351111038866,0.0033160487004,0.0209528763471,0.000633950486841,0.00591687121052,0.0327703636275,0.0,0.000211316828947,0.0144183097905,0.0166452640648,0.0316325037793,0.0449779742844,0.000130041125506,0.0162063752662,0.0,0.23995838684,0.0842016287651,0.00320226271558,0.00804629464068,0.00123539069231,0.00227571969635,0.00487654220647,0.000308847673077,0.00401501975
112,cb537a4c-7b5c-493f-8dea-6fd0107e6c58.FPKM.txt.gz,0.0259199937495,0.0494765216033,0.0283615907493,0.0794593327604,0.0989530432065,0.031545433237,0.0175599656223,0.0253535432456,0.0191225877022,0.110008594421,0.0121884522228,0.0960621923588,0.0236346589577,0.0442026720838,0.00962965856708,0.00439487459958,0.0445933276037,0.0187905305102,0.0567622470506,0.0150011719666,0.0152160325025,0.000761778263927,0.0157238846785,0.00484412844753,0.000683647159934,0.00685600437534,0.00433627627158,0.00230486756778,0.000253926087976,0.00410188295961,0.000390655519962,5.85983279944e-05,0.000546917727947,0.0231658723338,0.0133604187827,0.0,0.00509805453551,0.000410188295961,0.0572505664505,0.00912180639112,0.0234002656458,0.00109383545589
113,fc867c2d-8e5d-4e2a-80b2-48be873efc56.FPKM.txt.gz,0.0239888832005,0.0426387771521,0.0728686706161,0.0653355761964,0.0544138082352,0.0197225675906,0.0521465662254,0.031156293425,0.0247690094834,0.0121407152783,0.0315463565665,0.199639191594,0.035861430069,0.0465394085668,0.00192593676101,0.00173090519028,0.0433213876496,0.0702357444111,0.0117506521368,0.0108730100685,0.0485384821668,0.000536336819523,0.00692362076111,0.0119700626539,0.000609473658548,0.00258416831225,0.0100197469465,0.00275482093664,0.000463199980497,0.00509519978547,0.00653355761964,0.000243789463419,0.000268168409761,0.0106292206051,0.00160901045857,2.43789463419e-05,0.00087764206831,0.00177966308296,0.0127745678832,0.0160657256393,0.00472951559034,0.00236475779517
114,072e3af5-5598-4189-ab06-c5455442f322.FPKM.txt.gz,0.0720380578419,0.00441742807521,0.0340557275542,0.0258438420298,0.0378124292079,0.0301857585139,0.0178773691762,0.0642792418636,0.0385486672204,0.027221928566,0.0305633164691,0.193724986785,0.0338480706788,0.0345087971004,0.00262402778827,0.00426640489315,0.0396813410859,0.0307898512422,0.0236728837877,0.0137808653628,0.0362266857963,0.000320924261874,0.0226157215133,0.00653175262403,0.0011515517632,0.000811749603564,0.0172732764479,0.00768330438722,0.00069848221702,0.00226534773088,0.00147247602507,0.0015479876161,0.000169901079816,0.0120818545647,0.0151967076946,0.0,0.00169901079816,0.0116099071207,0.0759457826776,0.0105905006418,0.014082911727,0.00028316846636
115,b7fcdf45-6b26-46e8-aa40-2761354d1251.FPKM.txt.gz,0.01311460834,0.0463456921846,0.0601716013159,0.0290521916956,0.0169378500934,0.00960256068285,0.168200408998,0.0220947808304,0.0042455765982,0.0171379034409,0.0484351382591,0.0938917044545,0.0179603449809,0.050080021339,0.00635725082244,0.000288965946475,0.0306081621766,0.0803769894194,0.0062461100738,0.00291188761447,0.0248732995465,0.00104472303725,0.0068684982662,0.0529029963546,0.000155597048102,0.000133368898373,0.0126033608962,0.00449008624522,0.0678180848226,0.0047790521917,0.000489019294034,0.0252511780919,0.000133368898373,0.0206721792478,0.00344536320797,0.000600160042678,0.00251178091936,0.0187827865209,0.0216057615364,0.00546812483329,0.000489019294034,0.000822441539966
116,9b77c8a1-a670-4011-82d7-bc4cbab06486.FPKM.txt.gz,0.0300907212791,0.00326955896883,0.0373484236055,0.0480912602174,0.057702326417,0.0379951495554,0.0218449654181,0.0280247911614,0.0148567322375,0.0157369981137,0.0167609808677,0.0384083355789,0.0379232911165,0.0308811641067,0.0180005389383,0.0188628402048,0.0559956884937,0.017569388305,0.0459355070511,0.022617443636,0.0362346178029,0.000826372047067,0.00950327854127,0.00594628581694,0.000197610706907,0.00127548729004,0.0235875325609,0.00114973502201,0.00145513338723,0.0152878828707,0.00217371777598,8.98230485943e-05,0.0012395580706,0.217353812988,0.00332345279799,1.79646097189e-05,0.0118027485853,0.00359292194377,0.0257073565077,0.0312404563011,0.00350309889518,0.0065750471571
117,513de6b7-faa2-4611-9f68-1334204ef397.FPKM.txt.gz,0.0247407376863,0.0488423396491,0.0504504875987,0.0263282683545,0.0139166649486,0.00651506092407,0.0839535698823,0.0341422180071,0.00412345628105,0.00758715955714,0.0231325897367,0.222646021896,0.0167618497825,0.0749644351896,0.00853555450178,0.000845308537616,0.0241222192442,0.0844690019174,0.00410283899965,0.00886543100427,0.0134012329134,0.000515432035132,0.0111127146774,0.0209059233449,4.12345628105e-05,0.000309259221079,0.00853555450178,0.00303074036658,0.0135249366019,0.0204729604354,0.000597901160753,0.00647382636126,2.06172814053e-05,0.0678927076676,0.00338123415046,0.00035049378389,0.00527802403975,0.0400181432076,0.00569036966786,0.00645320907985,0.000247407376863,0.00270086386409
118,c71da743-de94-46d0-9ec0-fed1574845b9.FPKM.txt.gz,0.0119630067024,0.054109599546,0.026287940369,0.0715173080167,0.0601064400853,0.0223156086563,0.0144629683594,0.0104292878944,0.0150611186945,0.145273845493,0.00935568472876,0.0966396220917,0.0133433536295,0.0649529915185,0.00674836275517,0.00180978819343,0.0236959555835,0.0163494424932,0.0219015045782,0.00549071333262,0.0139721783408,0.000889556908636,0.00822073281085,0.00357356482263,0.00495391174982,0.00648763055781,0.00490790018558,0.000552138770878,0.00211653195503,0.0120090182666,0.00380362264382,0.000153371880799,0.169890032361,0.0391865155442,0.000966242849036,0.0,0.00329749543719,0.000245395009279,0.000184046256959,0.0305516786552,0.000444778454318,0.00177911381727
119,05582ed0-da34-418a-b96e-fb4505e9ee03.FPKM.txt.gz,0.0262903458065,0.00390858036247,0.0343749357141,0.0431795272675,0.092407068359,0.0342720783362,0.0152023204624,0.0217440497007,0.0194400444344,0.0677418691243,0.0135360309395,0.0532595503075,0.0543909814651,0.0443315299006,0.00240686264426,0.00162514657176,0.0660755796013,0.0157371788278,0.0346629363724,0.00975087943058,0.0163954660468,0.000555429840982,0.00814630433441,0.00374400855773,0.0017897183765,0.000822859023678,0.00339429347267,0.000555429840982,2.05714755919e-05,0.00183086132768,0.00339429347267,0.000493715414207,0.000864001974862,0.00475201086174,0.00113143115756,0.0,0.000534858365391,0.000144000329144,0.272901195203,0.00401143774043,0.0192754726297,0.000905144926046
120,b468a0f7-2b37-4988-a179-34870f3ff1fb.FPKM.txt.gz,0.0227203831696,0.00438038074451,0.026736995271,0.0394234267006,0.0913059294289,0.0233721353219,0.0171729113617,0.0209015399539,0.0095489268825,0.135124893901,0.00839699284588,0.0863495816661,0.02044682915,0.0381350794228,0.0336485994907,0.0013035043046,0.0305717230508,0.0153692251728,0.0821813992967,0.00625985206742,0.0135806960107,0.000394082696738,0.00660846368376,0.0025615375288,3.03140535952e-05,0.0019400994301,0.00183400024251,0.000500181884322,0.000106099187583,0.0150963986904,0.00212198375167,0.0,0.156375045471,0.0628561901297,0.00180368618892,0.0,0.00180368618892,0.000712380259488,0.00200072753729,0.0121104644113,0.00239481023402,0.00181884321571
121,1da49483-5cea-4652-8357-e8fba5f77268.FPKM.txt.gz,0.0316129913907,0.0571903612263,0.0652530405867,0.0265339589122,0.0128228488134,0.0106363594953,0.122648385187,0.0503120302464,0.00316585432515,0.000888261285474,0.0394706873776,0.119846945748,0.0170136200064,0.0519974490958,0.00826766273402,0.00198150594452,0.020953855965,0.084612581424,0.0028242153692,0.019632852002,0.0141666287068,0.000637726051109,0.0194734204892,0.0519291213046,0.000159431512777,0.000204983373571,0.00605839748554,0.00332528583793,0.0948845260329,0.0112968614768,0.000227759303968,0.0062861567895,2.27759303968e-05,0.0189267981597,0.000751605703093,9.1103721587e-05,0.00223204117888,0.00132100396301,0.00261923199563,0.00781214412609,0.00127545210222,0.00863207762037
122,5af9de4f-1220-4e7f-a58e-fd3473418754.FPKM.txt.gz,0.0117438173748,0.0451490171211,0.0660240963855,0.0388585922638,0.0212301838935,0.0126569435637,0.129942929613,0.0222447685479,0.00733037412809,0.0091058972733,0.0470767279645,0.0926823081801,0.0247305009512,0.0360938490805,0.00180088776157,0.000380469245403,0.0389346861129,0.061762840837,0.00601141407736,0.00484464172479,0.0190995561192,0.00124286620165,0.00563094483196,0.0447431832594,0.000279010779962,0.000887761572606,0.00974001268231,0.00317057704502,0.0826125554851,0.0245529486367,5.07292327204e-05,0.0271908687381,0.000126823081801,0.0206975269499,0.00258719086874,0.000481927710843,0.0104502219404,0.013874445149,0.0394419784401,0.00507292327204,0.00258719086874,0.00687381103361
123,2fec727f-b73d-4ae0-8b3c-5e85483e39d8.FPKM.txt.gz,0.0213983088722,0.0500545236776,0.045531739931,0.0289958705018,0.016678882354,0.00867015856558,0.0771375963103,0.0380950678418,0.00682886715887,0.000125136309194,0.0289601172706,0.133627701604,0.0184486672983,0.0380771912262,0.0222027565741,0.000178766155991,0.0212016661006,0.0552208655857,0.00332505050144,0.0132823253902,0.0182699011423,0.000303902465185,0.0115304170614,0.032910849318,5.36298467974e-05,0.000393285543181,0.00913495057116,0.00235971325909,0.0220776202649,0.0565258585245,0.000107259693595,0.00865228194998,0.0,0.132823253902,0.00400436189421,0.000339655696384,0.0203257119362,0.0290137471174,3.57532311983e-05,0.00437977082179,3.57532311983e-05,0.0186810633011
124,2391658d-7cf2-4a09-8dd5-19ea7a37dadf.FPKM.txt.gz,0.0337451622507,0.00352783566538,0.0209586186365,0.040949687407,0.0488687109259,0.123027686812,0.0173563560584,0.0271360523965,0.00905031259303,0.0518904435844,0.0177880321524,0.0572789520691,0.0202590056564,0.0203334325692,0.00439118785353,0.0125186067282,0.129681452813,0.00729383745162,0.0299642750819,0.00421256326288,0.0227002083954,0.000669842214945,0.0149598094671,0.00381065793391,0.00175647514141,0.000148853825543,0.0029324203632,0.000684727597499,0.000178624590652,0.00141411134266,0.000253051503424,2.97707651087e-05,0.00406370943733,0.0196635903543,0.0020541827925,0.0,0.000223280738315,0.0,0.10535873772,0.0140666865138,0.123236082167,0.0015629651682
125,be6f5b47-f164-4947-9b35-02f94248e462.FPKM.txt.gz,0.00773681029272,0.0419825576375,0.0275623866678,0.0934634314826,0.0963474656765,0.0141956653139,0.0157326655729,0.0110353164666,0.0102927208359,0.262101718332,0.00801312494603,0.124566099646,0.017269665832,0.0318970727916,0.00331577583974,0.00243502288231,0.0235903635265,0.00939469821259,0.0395302650894,0.00200328123651,0.0155426992488,0.00145065192989,0.00398929280718,0.00360936015888,0.00110525861325,0.00784042828771,0.00656247301615,0.000310853984975,0.000207235989984,0.00412745013384,0.000708056299111,3.45393316639e-05,0.0449874794923,0.0155426992488,0.00155426992488,0.0,0.000449011311631,0.000759865296607,0.000535359640791,0.0431741645799,0.00488731543045,0.000155426992488
