i_doc,doc,Topic 1,Topic 2,Topic 3,Topic 4,Topic 5
87,c03b9756-2611-404f-ba89-79e7143381bb.FPKM.txt.gz,0.538137859715,0.437845451628,0.0227151160717,0.00130157258496,0.0
88,898379ca-0a5c-4436-95d1-bb50239864ea.FPKM.txt.gz,0.408831908832,0.405322455322,0.182698782699,0.00314685314685,0.0
89,f64e55d6-0f87-4a4d-a95e-c0b82f7268db.FPKM.txt.gz,0.348073080217,0.492377961747,0.0128318584071,0.145175563802,0.00154153582643
90,d31beca5-e987-4def-906a-63f68ecc5c7a.FPKM.txt.gz,0.517035993339,0.453610008112,0.00382135690193,0.0255326416464,0.0
91,6d158f35-9847-41fd-814e-9bb63cca955f.FPKM.txt.gz,0.37493724112,0.492170829672,0.131448474959,0.00144345424878,0.0
92,1731040e-8598-4766-b768-505805c0d92b.FPKM.txt.gz,0.264268233865,0.437416266233,0.00207213161608,0.221610903699,0.0746324645862
93,58ce6671-f931-42fc-acb2-fac1ad460a22.FPKM.txt.gz,0.236804853387,0.545500505561,0.018301314459,0.194051230199,0.00534209639366
94,c28c0258-a9e8-45fa-8f53-6dd36e38e854.FPKM.txt.gz,0.549967382841,0.373960985669,0.00149407630311,0.0696323730561,0.00494518213001
95,d23a059b-5f83-4044-9694-94e641d763ed.FPKM.txt.gz,0.193736227209,0.613032291423,0.00249910746162,0.189464353864,0.0012680200421
96,65a21b09-322b-47cf-86bf-88916094c4f7.FPKM.txt.gz,0.44214139012,0.530321046373,0.0220246459842,0.00551291752243,0.0
97,60040f95-8414-4956-bd8a-ec461a49207c.FPKM.txt.gz,0.518593490572,0.393113016581,0.00293401869584,0.0850637978484,0.000295676302682
98,cd961e28-af13-4780-a068-35ff5548a3d2.FPKM.txt.gz,0.315591647332,0.560959010054,0.121160092807,0.00221191028616,7.7339520495e-05
99,96717cca-f561-43ee-8fac-74c9aa43c202.FPKM.txt.gz,0.520910822825,0.46542078684,0.00852762405879,0.00514076627657,0.0
100,c9381f51-ec09-4487-88a4-8e94452e4893.FPKM.txt.gz,0.298545310982,0.594767371234,0.10144861516,0.00508685617104,0.000151846452867
101,bcd07e88-975d-4f4b-9b2e-33ad0f2211f3.FPKM.txt.gz,0.392457504057,0.528572648843,0.00446314171009,0.0593875459127,0.0151191594772
102,78a560b2-9ce7-43c9-9d77-dac465e13a0c.FPKM.txt.gz,0.5705540374,0.382762685528,0.0292423511761,0.0154316026362,0.00200932325993
103,2ef45476-2bea-4b74-9d97-a33898386d5e.FPKM.txt.gz,0.426060126261,0.34494448166,0.116111483263,0.112883908816,0.0
104,9813b5d6-2309-4e67-85c0-1fae01d9672d.FPKM.txt.gz,0.381755164287,0.564785803411,0.0074310273118,0.045847774851,0.000180230140025
105,8f4891e2-55c1-48f4-bdce-c3848f74b8dc.FPKM.txt.gz,0.340917373049,0.398177929177,0.253537194011,0.00736750376297,0.0
106,a874f8c4-d1f9-4122-b78a-7bc017878fd3.FPKM.txt.gz,0.277796297921,0.477778752522,0.00226335643477,0.186402315993,0.0557592771296
107,54e1ee85-dbfa-499a-9bdd-6935a7661970.FPKM.txt.gz,0.407098121086,0.583822428802,0.00655847480994,0.00250128018277,1.96951195494e-05
108,0b89acda-ea9e-4a21-83f8-e3195f4395e9.FPKM.txt.gz,0.336616773057,0.521846797271,0.0151882016289,0.121872477805,0.00447575023846
109,ec2c4c86-5eaf-4f58-8da7-a9528f9922b9.FPKM.txt.gz,0.326967543033,0.494579087094,0.000839256658388,0.171756444292,0.00585766892181
110,48a39e37-0380-4465-8311-6c5c6aff522a.FPKM.txt.gz,0.415305904164,0.496274244153,0.000445664575014,0.0802731032516,0.00770108385625
111,78f79907-8bb5-408e-8bec-4dbe0d81174a.FPKM.txt.gz,0.512264503649,0.408946829435,0.00182057575708,0.0737658284432,0.00320226271558
112,cb537a4c-7b5c-493f-8dea-6fd0107e6c58.FPKM.txt.gz,0.408860067193,0.5459801547,0.0370341432924,0.00812563481522,0.0
113,fc867c2d-8e5d-4e2a-80b2-48be873efc56.FPKM.txt.gz,0.43265316073,0.544211219191,0.0169921256003,0.00611911553183,2.43789463419e-05
114,072e3af5-5598-4189-ab06-c5455442f322.FPKM.txt.gz,0.390376047723,0.564109340784,0.0222759193536,0.0232386921392,0.0
115,b7fcdf45-6b26-46e8-aa40-2761354d1251.FPKM.txt.gz,0.285565039566,0.592246821375,0.00273406241664,0.1188539166,0.000600160042678
116,9b77c8a1-a670-4011-82d7-bc4cbab06486.FPKM.txt.gz,0.579646097189,0.374166891224,0.0280786849906,0.0180903619869,1.79646097189e-05
117,513de6b7-faa2-4611-9f68-1334204ef397.FPKM.txt.gz,0.346720821392,0.582025854071,0.00257716017566,0.0683256705771,0.00035049378389
118,c71da743-de94-46d0-9ec0-fed1574845b9.FPKM.txt.gz,0.335454977684,0.469900768393,0.188279320869,0.00636493305317,0.0
119,05582ed0-da34-418a-b96e-fb4505e9ee03.FPKM.txt.gz,0.403941494723,0.565983007961,0.0283269218901,0.00174857542532,0.0
120,b468a0f7-2b37-4988-a179-34870f3ff1fb.FPKM.txt.gz,0.366678792288,0.46563902025,0.164559839942,0.00312234752031,0.0
121,1da49483-5cea-4652-8357-e8fba5f77268.FPKM.txt.gz,0.309593221883,0.577757026375,0.00450963421856,0.108049013802,9.1103721587e-05
122,5af9de4f-1220-4e7f-a58e-fd3473418754.FPKM.txt.gz,0.299657577679,0.557006975269,0.00555485098288,0.137298668358,0.000481927710843
123,2fec727f-b73d-4ae0-8b3c-5e85483e39d8.FPKM.txt.gz,0.37952054917,0.53663812367,0.00107259693595,0.0824290745276,0.000339655696384
124,2391658d-7cf2-4a09-8dd5-19ea7a37dadf.FPKM.txt.gz,0.384295921405,0.471941053885,0.142646621018,0.00111640369157,0.0
125,be6f5b47-f164-4947-9b35-02f94248e462.FPKM.txt.gz,0.339987911234,0.594836369916,0.063414212935,0.00176150591486,0.0
126,708e035d-e38b-4969-a96e-f7c324b3f8a3.FPKM.txt.gz,0.25696363229,0.565616209892,0.175702586314,0.00171757150325,0.0
127,58f98e52-c594-4bea-bf7d-9f75c09d0917.FPKM.txt.gz,0.448202751344,0.497164834081,0.0472116759529,0.00739608500567,2.46536166856e-05
128,c763a179-e1ba-43a6-b34f-cbe73098e535.FPKM.txt.gz,0.355653197662,0.519740991464,0.120716478157,0.00365807509566,0.00023125762099
129,cfccab4c-4b17-4012-a19b-5141f7a5b68f.FPKM.txt.gz,0.489599527393,0.470881785959,0.0315278900566,0.00799079659225,0.0
130,acec1346-4e7b-4e74-bc33-980e56dfafee.FPKM.txt.gz,0.404881525031,0.521272047034,0.0566898271869,0.0171387849635,1.78157847853e-05
131,36c6972a-3041-478c-a68d-702af9cc4954.FPKM.txt.gz,0.326233261639,0.550114479983,0.122889058489,0.000763199888989,0.0
132,7d9b1591-42eb-4d02-978e-0a194d498d6c.FPKM.txt.gz,0.307547578215,0.507550908274,0.00288050084084,0.176509765397,0.00551124727351
133,4b539965-2208-4574-8281-6109028eeec3.FPKM.txt.gz,0.178023624824,0.516784203103,0.00151622002821,0.278499647391,0.0251763046544
134,6095b94e-2101-4128-ae51-f0c77daf7811.FPKM.txt.gz,0.483877034605,0.45688004377,0.013079606073,0.0448639037067,0.00129941184516
135,5a7f277a-28b9-403b-959b-51e4b024084b.FPKM.txt.gz,0.469963463336,0.498852918685,0.00912000453168,0.0210723086074,0.0009913048404
136,09572b33-5517-462d-9a46-ec3d9b11b59b.FPKM.txt.gz,0.699859237351,0.282838028058,0.0098059373369,0.00748098122637,1.58160279627e-05
137,d0d7fae1-355e-4ada-a469-b69d59c1edfe.FPKM.txt.gz,0.451463014108,0.357692020602,0.165204896619,0.0256400686721,0.0
138,46a20956-b5c5-4bbd-baad-cfcaaad3b3f5.FPKM.txt.gz,0.330097087379,0.571351517953,0.00678070580983,0.0914881594493,0.000282529408743
139,1aeb8b9e-bf79-415d-a8dd-a63c3fbe2bab.FPKM.txt.gz,0.35455537468,0.535160372802,0.10867426343,0.00159210032021,1.78887676428e-05
140,b92498c2-6e54-4fd0-b752-18932e915381.FPKM.txt.gz,0.312333971265,0.499357308121,0.187608900568,0.000685538004513,1.42820417607e-05
141,ac6fccd6-d05f-40c7-9afe-82fa33ce919a.FPKM.txt.gz,0.443269908386,0.52340191478,0.00756286632634,0.0257653105072,0.0
142,962e3a62-1076-47d2-9b42-d95503e967be.FPKM.txt.gz,0.256366355302,0.52012310093,0.00377104960881,0.178257948462,0.0414815456969
143,bfd76989-9812-4065-9e07-22a1bc498018.FPKM.txt.gz,0.427967756011,0.468961716005,0.0861447304963,0.0169257974875,0.0
144,d1757d87-4920-473b-8586-24192541cb02.FPKM.txt.gz,0.278134324626,0.676040607445,0.041390921669,0.00443414626015,0.0
145,cc69ddad-2cd9-4a2c-8f42-56326c61f6de.FPKM.txt.gz,0.193555035129,0.535325526932,0.00110538641686,0.260290398126,0.00972365339578
146,5d259206-1431-48f8-abc3-3001bab5243d.FPKM.txt.gz,0.419323104537,0.463126283633,0.113805422758,0.00367615332839,6.90357432561e-05
147,f8332a4b-0365-4732-a6b8-a3998872e24c.FPKM.txt.gz,0.413673165736,0.524666190025,0.0569844060984,0.00467623814033,0.0
148,ecc62f3c-7ddb-425d-9c68-e3ce3f5872f0.FPKM.txt.gz,0.499452301943,0.466799832469,0.0239054093238,0.0098424562647,0.0
149,99580e31-0d96-415a-9519-91c493709684.FPKM.txt.gz,0.459452106967,0.530536739302,0.00563127397372,0.00437987975734,0.0
150,96c5f203-2d5b-4519-8a58-0a70934bb3de.FPKM.txt.gz,0.36961586491,0.586770544052,0.0364005740592,0.0071384638324,7.45531470747e-05
151,7dc7ff68-7d6d-4ead-8725-0f643ece6b78.FPKM.txt.gz,0.402246099023,0.461494159783,0.00331155625146,0.130266544283,0.00268164066015
152,7f44e5e1-cea0-4cf9-9a2c-972a3f8d6038.FPKM.txt.gz,0.309817712071,0.514873690254,0.00217094875843,0.165996842256,0.00714080665997
153,ce84840f-f5c3-4e67-baf6-c574cf585169.FPKM.txt.gz,0.410354446677,0.557380566881,0.0247546963697,0.00747127557888,3.90144938845e-05
154,ea440a6e-8009-4fbe-a650-bfdd88f60cd6.FPKM.txt.gz,0.350587522066,0.598113510333,0.00158693365191,0.0496585418041,5.349214557e-05
155,091be805-db73-4d7c-852a-c13b9923c13a.FPKM.txt.gz,0.361566396709,0.536765651112,0.00208895744954,0.090933924669,0.00864507006042
156,7fd4d7c0-5dd2-4ce8-a1ec-3f0271bf04d2.FPKM.txt.gz,0.290890143056,0.615236780489,0.0896910146575,0.00418206179707,0.0
157,25b2851d-cbfd-4b98-afc0-038e75ae83a3.FPKM.txt.gz,0.382467158884,0.497411065299,0.110365327452,0.00975644836514,0.0
158,a13a7cfe-e4dd-4d78-83f9-0179332d9efd.FPKM.txt.gz,0.232983348839,0.563348459245,0.0009872980311,0.19937724278,0.00330365110407
159,837e6048-97d1-4180-b385-683e99e9b628.FPKM.txt.gz,0.372030198157,0.420481593435,0.00254085074692,0.179655670916,0.0252916867452
160,6f9413df-3cff-4e32-87a0-b3e891ffa786.FPKM.txt.gz,0.310757201173,0.454550681309,0.00199313900228,0.18336878821,0.0493301903064
161,ae3d90f2-e69b-4711-8e09-368c732cdc23.FPKM.txt.gz,0.447568049978,0.51470528579,0.0225548659284,0.0151717983043,0.0
162,15975c7c-40b7-4782-a4e8-a484f11ac63f.FPKM.txt.gz,0.32408545402,0.507446500868,0.00377747252747,0.157497108155,0.00719346443031
163,840bb854-0669-485e-9d83-c4e1e4f10626.FPKM.txt.gz,0.296403682792,0.518575037727,0.000593451684555,0.174237414585,0.0101904132119
164,2291ce95-0573-4402-8c25-ec5a824212d9.FPKM.txt.gz,0.327060181844,0.508890171742,0.163429066243,0.000620580170299,0.0
165,153cb1b1-774c-4e65-b209-6a462b68cfc5.FPKM.txt.gz,0.362141020146,0.51445563652,0.119063437634,0.00431847406772,2.14316330904e-05
166,dc76cdde-f77f-4604-94c4-0b150b9a56b4.FPKM.txt.gz,0.573496334555,0.404802565811,0.0122459180273,0.00945518160613,0.0
167,01c43c5e-8c81-41f0-88f8-94710f5cf1ae.FPKM.txt.gz,0.314611714946,0.586214528107,0.00216396990115,0.095042541681,0.00196724536468
168,9bf66417-4431-4c23-9603-63273db48d39.FPKM.txt.gz,0.56185507911,0.397194832989,0.0186119391577,0.0222426049071,9.55438355117e-05
169,f1966e5e-98bb-438f-92aa-6fff48741313.FPKM.txt.gz,0.323764896253,0.552227484956,0.0020058320832,0.116186559239,0.0058152274681
170,c5ed8e4f-a283-4605-88de-cadcac24d134.FPKM.txt.gz,0.496111775765,0.469428302854,0.00758417364553,0.026854383866,2.1363869424e-05
171,6d53bf05-58d4-4633-b2da-0dd71d89ee91.FPKM.txt.gz,0.285159474418,0.531631009892,0.182708832325,0.000500683365133,0.0
172,4cdd597f-ca43-4545-b84e-e5854c8a63c2.FPKM.txt.gz,0.479020108323,0.484342899832,0.00361078254373,0.0329639544294,6.22548714437e-05
173,d751b729-f6cf-4fdf-b55d-f82830f0b26c.FPKM.txt.gz,0.536422365783,0.443305858766,0.0126572024545,0.00761457299662,0.0
174,7c9551e0-06bb-4846-b407-a95931200318.FPKM.txt.gz,0.435164120897,0.526080597985,0.0370896977576,0.00166558336042,0.0
175,99d1feac-dbcb-4f01-8e41-8f6101d06515.FPKM.txt.gz,0.427596529504,0.504693287331,0.00715409203917,0.0604038764016,0.000152214724238
176,b375ca9f-6408-496f-83c9-469c74ccc7a2.FPKM.txt.gz,0.328199423414,0.613092253698,0.0525194284282,0.00618889445976,0.0
177,d8454c9a-0054-49b0-adfd-7b4ce451ef77.FPKM.txt.gz,0.316697800798,0.514753332767,0.0140103591747,0.153010104441,0.00152840281905
178,add93641-2f11-4373-a079-b8116e7dd3cc.FPKM.txt.gz,0.372095515734,0.427248563834,0.00132898911086,0.170346394581,0.0289805367401
179,fa0419a3-7d4d-40fe-aceb-3d70965387e3.FPKM.txt.gz,0.293406739348,0.575090248349,0.130464703539,0.00102623540633,1.20733577215e-05
180,ae32fcc8-a1b7-47c8-b1c5-1e5cdbcf3725.FPKM.txt.gz,0.460683505753,0.391029968132,0.138051207987,0.0102353181269,0.0
181,8a2863d8-26a3-443e-a36f-5c149de57136.FPKM.txt.gz,0.498690848713,0.482055048215,0.00625838176129,0.0129957213104,0.0
