"","MMdarkred","MMorange","MMdarkturquoise","MMlightyellow","MMcyan","MMlightcyan","MMroyalblue","MMdarkgrey","MMblack","MMdarkorange","MMsalmon","MMgrey60","MMturquoise","MMred","MMmagenta","MMpurple","MMgreen","MMyellow","MMdarkgreen","MMlightgreen","MMgreenyellow","MMtan","MMbrown","MMmidnightblue","MMblue","MMpink","MMgrey"
"ENSG00000257715",-0.0151742964395852,-0.022486690805643,0.0407823149107478,-0.0179924863253587,0.0538876335564851,0.023367180470316,0.0282052511759493,0.0417958037745021,0.315267287815133,0.259436054378706,0.725749644859226,0.443743194917427,0.812648435432413,0.00813396086429389,-0.0550822097153086,0.0137005448773775,0.00673175922182529,-0.0392026607461649,0.00396282247261438,0.0624947737873286,-0.0517414557070738,0.0838856309844977,0.00875429925049162,0.0220571562431941,-0.00201141121581133,-0.0378643411084547,-0.0151193508497223
"ENSG00000257818",-0.00069246364622584,0.0236721271868917,0.085505509709757,0.00241926895795803,0.0386879393803327,0.0345598178495494,0.0115134890028845,0.0136026333635192,0.348108779912782,0.11159341296307,0.164282871189778,0.402679750498239,0.583113042497311,-0.0071172989688167,-0.0321837449074391,0.00352823300136667,0.0528684878486287,-0.0273517575671764,-0.00887619153874923,-0.0257835963649741,-0.0836047947968401,-0.0110285545146267,-0.0067556358993768,-0.0100436232887519,-0.0496369194242203,-0.038344192075286,-0.117258090977019
"ENSG00000257941",-0.00633786729113224,-0.00692031359491819,0.0361721178907531,-0.040247285209085,0.00751011438023513,0.0161382586806824,0.0171300950533498,0.0330149745813784,0.226987681864278,0.121719714508379,0.259438204533074,0.251713558747842,0.690933756613488,-0.00244228954117888,-0.0823186075670994,-0.00717807667543458,0.0667759203236501,-0.0152871484371339,-0.00433145145714737,-0.0111758525686792,-0.0676449316594614,0.0568033479032011,0.00604038594479707,0.0102797346329235,0.0357396780182475,0.018484021028356,0.012132311487898
"ENSG00000258034",-0.0257208232724765,-0.0182378808643885,0.0132902715508279,-0.0529709256564103,0.0683332508767786,0.0646375784823652,0.0215682853327999,0.046400523236995,0.287159030877125,0.298060600839547,0.169436114466768,0.365761794278858,0.763187339695989,-0.0104480094584651,-0.0977762584167932,-0.0117311481617335,0.0290703045967868,-0.0517947864609679,-0.0171220059599187,-0.0285135597500175,-0.0851687634985369,0.040906959084513,-0.00530100816154198,-0.0115953753941186,-0.0360556396188468,-0.0481442894994833,-0.157526070787187
"ENSG00000258177",-0.0260421986473458,-0.0142498837100456,0.0703904269168332,-0.0337481331247324,0.000812141301708134,0.0108877286435061,0.0253523499086925,0.0300025584485699,0.302591871153043,0.441685165928539,0.274354691844641,0.5635835840116,0.860439176488286,-0.00475552363236404,-0.0618790174569718,0.00354632998774043,0.0629698837916723,0.019893770768837,-0.000813112843299508,-0.000364897136641536,-0.0456678564905087,0.101384050078156,0.00896905312205665,0.00801430343245664,-0.00719397116525241,-0.00270921376500904,-0.0193235408435955
"ENSG00000258444",-0.000312645717094132,-0.0157755087262519,-0.0176037831495662,-0.0171130354509513,-0.0184997534762789,-0.0148716002098206,-0.00403599501386058,-0.00640437364970831,-0.00604143972023499,-0.00894789824252956,-0.00119404235976989,-0.00828065381160454,-0.0105077347788881,-0.00733523184980777,-0.0208464375508215,-0.00500342828057261,-0.0267328699632738,-0.0235620883070653,-0.0142810552436356,0.0052746133354527,-0.0298168267545604,-0.0375066640553798,0.967640619853766,-0.00253562006973131,0.0149608023293924,0.0267526973645699,-0.0210299475363739
"ENSG00000258451",0.0335745200104594,0.0039103282847107,-0.0161583712141926,-0.0447741833330743,-0.0229567132069268,0.0259215677218867,0.00442838289152639,-0.00218775833765012,0.061579792503776,0.111041649929285,0.0251496351907766,0.126925882123605,0.279947288134871,-0.00136823868519675,-0.0186281151470709,0.0018366469179121,0.0242309389180341,0.0398613027291427,0.171202670074099,0.086927321603626,-0.0658138574349643,-0.0554147715604421,-0.0018742135015895,-0.00888076551893153,0.000158360206758523,-0.0224914558032324,0.132322740133375
"ENSG00000258469",0.0100897836803636,0.0886475444755958,0.0194116411907944,0.109692557009455,-0.0636116021497544,-0.034971460364074,0.00264724673430257,-0.0248858553150072,0.0664829044739497,0.0978096599192981,0.0218527977377178,0.0870836041177185,0.13605367783717,0.019796690588376,0.196553334854815,0.0386075489734229,0.122741053442773,0.0531464058708599,0.0294418432997628,0.00272132439340226,0.00604287362324361,-0.0717601876440814,-0.00606942689244896,-0.00975062291840786,-0.0788568545852485,0.00339480263568854,0.148928636731894
"ENSG00000258484",-0.023549650015192,0.0232792439912034,0.0388886054122907,-0.0203687942344866,-0.0103361462615438,0.0260765607459388,-0.00148569284123888,-0.0220209065156368,0.0075423783995086,-0.0235274355201164,-0.0175928972686834,0.00226436831408015,0.0278600945128822,-0.0221057886969109,-0.0318972830554527,-0.0128329476191531,0.0121435931531441,-0.0659245177904849,-0.0352924900747783,0.0337999388937725,-0.0566561521211317,-0.0260875578280845,-0.0186086079992468,-0.0132468558354502,-0.0494128729563327,-0.0355882631396977,-0.0416139608933369
"ENSG00000258486",0.00641755311707919,-0.0180635568584251,0.00202951189914555,-0.0147655031175037,0.00942153051174588,0.0154965720042428,0.00167488326862208,0.0135127041451604,0.922017145570372,-5.24933439293969e-07,0.0251762317554643,0.0144125464554512,0.0789295626452476,-0.00630054316052071,-0.0224731382905026,-0.000753635371589444,-0.0121946168985849,-0.0293206217982176,-0.0065129979437819,-0.00747573253657226,-0.0277021671249422,-0.0195285287388144,-0.00246057510130539,-0.00340459270524187,-0.0159857885026241,-0.0173385840314139,-0.0488269167304415
"ENSG00000258745",-0.0311934145772679,-0.0254149903831277,-0.00428928128954121,-0.0442829879800029,0.00531572827315786,0.0114711312714774,0.0264420625781804,0.0552907996730099,0.325509838567374,0.224632325554488,0.198033059125768,0.310466420597737,0.705119312315393,-0.000499971336293091,-0.0868040723319664,-0.00792564433742068,-0.0205535154560535,-0.0612791532627194,-0.0216615805655508,-0.0318269944694863,-0.0439410212429649,0.0818449520650715,0.00196757082520063,0.00519736104308683,0.118676994170516,0.030677678693082,-0.0940827211338348
"ENSG00000258891",-0.0204634449864958,0.000512504689237451,0.0874871864702374,-0.0330628256639445,0.00450461307806495,0.0205985855384747,0.0276328980764155,0.0417521012364249,0.335318338015888,0.33464271509126,0.414846453452566,0.617666733488262,0.954453030687337,-8.55265267687995e-05,-0.078219595991762,0.00144282535063522,0.0278912587325622,-0.0258240240563289,-0.00447369522995809,0.00463986166590392,-0.0608331792118168,0.112642460067343,0.00743299536787053,0.00110299984784925,0.00209124326190255,-0.0135658494257943,-0.0499930240883661
"ENSG00000258926",-0.0187834314400456,-0.0100629703297276,0.0570213355545653,-0.00987284058766525,-0.0400787194862574,-0.0197926494014154,0.0335306211489743,0.00165709535424224,0.108154108130407,0.11542372920003,0.0669855885800413,0.316393497561182,0.36700348505302,-0.00462787804426758,0.0812581235591526,-0.00440901545403274,-0.00743981472941987,0.0232775629257653,0.00571361126936022,-0.023948141612863,-0.0353351547624494,0.00991555428939047,-0.000262538417299115,0.00106234754791409,0.0424035547654113,0.030247652013441,-0.013222472515244
