i_doc,doc,MEdarkred,MEorange,MEdarkturquoise,MElightyellow,MEcyan,MElightcyan,MEroyalblue,MEdarkgrey,MEblack,MEdarkorange,MEsalmon,MEgrey60,MEturquoise,MEred,MEmagenta,MEpurple,MEgreen,MEyellow,MEdarkgreen,MElightgreen,MEgreenyellow,MEtan,MEbrown,MEmidnightblue,MEblue,MEpink,MEgrey
140,fcdaa827-e263-46e0-8a83-206fa5a009ba.FPKM.txt.gz,0.00249763207569523,0.000589584257444497,-0.000788466228991759,-0.00248406358612652,-0.00578565795069063,0.000908811410842986,0.0363728440916676,-0.00469892308066916,-0.00301718146083374,-0.007137158148314,-0.0061212862571876,-0.00628913009293166,-0.00660565923579898,-0.00136788475548667,-0.0145656279957903,-0.00151761768887516,-0.0231640929486223,-0.026670282668691002,-0.00465392747361131,0.00463297551139299,-0.017894782766077,-0.0126314483503102,-0.0035581292639728,-0.00448460603354629,-0.0159450734041599,-0.0168948384018179,-0.0145185966145095
141,801d0a1e-b2c9-4e05-bd6b-15322b0458c6.FPKM.txt.gz,0.00225274198662742,-0.00324507073395352,-0.0048766941494957795,-0.009593261545705509,-0.007743119417179671,-0.00362081753535569,-0.00108210407834368,0.00362670872863425,-0.00164155447296514,-0.00625623852196791,0.0011338649117696,-0.000119994134003728,0.0012679453594252699,-0.00305272585361009,-0.0103653971362488,-0.00310196127338765,-0.0169234924180206,-0.0156738238873306,-0.00586621503882055,0.00634854816319084,-0.00494654690950133,-0.00632049494569024,-0.0034927882685756397,-0.00414335316153909,-0.0101876768328192,-0.0177959019093126,-0.013681846338457
142,fd55692a-cd56-459b-8edb-ba83a735e665.FPKM.txt.gz,0.00241131114076482,0.09028575048976101,0.0791816250783063,0.0552592217294812,-0.00499640816187658,-0.0127689323677683,0.00327849666006117,-0.00025212219651486403,-0.00307619621900523,-0.00496918748536956,-0.00241688895761862,-0.0052878782789592795,-0.005190271511598721,-0.0020659079219113603,-0.01580801946441,-0.0029438489096694303,-0.0147788621836685,-0.009243015681280371,-0.008112434076481559,-0.00340964538231913,-0.00861913400022162,-0.00392345161226112,-0.0011008475560082699,0.000247777665872615,-0.00339383069106602,0.0120938940966491,-0.00760942509111965
143,baa3cdc1-1ee8-4aab-80f9-dafa35cc5fbf.FPKM.txt.gz,0.00605091978763606,0.0120360799615863,0.0656322391704216,0.24615047773796397,-0.008792936854680609,-0.00966887871299107,-0.00231739679269262,-0.0077686764756528795,-0.00435799951466327,-0.00882697936921684,-0.00693863157290666,-0.00586280631374936,-0.0074063481176610095,-0.00198911039373098,7.29368928703607e-05,-0.0036476214437412796,0.0119212356990449,0.0114837887347261,0.00034156085685140697,0.00613924713755065,0.0028483267954916,0.0254149295240174,-0.00217313433624923,-0.0036993069215476102,-0.0121342648737592,-0.0134653169832052,0.0142280858579446
144,592f19d7-8afb-4db6-9409-24ded8862985.FPKM.txt.gz,-0.0120434617668746,-0.00148644738940557,-0.00462179440440255,-0.00418319829371268,0.183178553456503,-0.00216752537760987,-0.00193219144128723,0.0162005141115995,0.003908876450551321,-0.00430457664829419,0.000550197960845113,-0.00600073409136698,-0.00339304848085079,-0.005879161479066189,-0.0206522171362065,-0.00417199134275266,-0.00738978404530178,-0.0207098536820609,-0.00786962496015126,-0.0035516950119117603,-0.0210152438519931,-0.0294237308524683,-0.00239236553043377,-0.00038203060314276804,-0.0116834428548092,-0.0101087987804976,-0.0415679735602263
145,dcca8e16-a1d4-48c3-a87a-f409c86104f1.FPKM.txt.gz,-0.00819530150742798,-0.009039699452649309,-0.0108798033183579,-0.00484664715177689,-0.0145245446453583,-0.00789269717246252,-0.0024141178381538,-0.00123684529516371,0.00012281904978165602,-0.007333312741254159,6.89766346504778e-05,0.0019520024224792898,-0.000349449128976965,-0.0017640364587131,0.00929433554527573,-0.00234407265201187,-0.00802363040871935,-0.0163509985444995,-0.00927763119901424,0.0114909245973989,0.0130191114383924,-0.0023799449008071604,-0.00263938595879392,-0.00152220629730277,-0.010812738151786998,-0.00868077335331228,-0.02836281925584
146,82bfc74a-cb0f-4966-b53e-c7b535ae7f23.FPKM.txt.gz,-0.00672418046227955,-0.007256035544531291,-0.00693777988497451,-0.00669371230090103,-0.0151957376208734,0.0018691105651402601,-0.00199103285631674,-0.00660534293150584,-0.00447271730233769,-0.007611572241762009,-0.00164473834116836,-0.00040553251719209704,-0.00436420734540981,-0.00270548846830888,0.0161487801916529,-0.00263918821468636,-0.0186596974491934,-0.0116019971173091,-0.00110874195895111,-0.00912193353279151,0.0215657641406076,0.0242908947064447,-0.000684370371806608,-0.0049625313801147895,-0.005604060352862829,-0.00209055318978865,-0.0190706230135759
147,e6bec4f4-0b51-43ba-b62b-5af777712488.FPKM.txt.gz,-0.0067658389284003,-0.00466978007350138,-0.00405798024440832,-0.007983150193630559,-0.00517671131414661,-0.000331258177476182,-0.00151081412225073,-0.00790389237917889,0.000317833506625826,0.0189530010264065,-0.0031253438780752397,0.00246086294053659,-0.0016275041868846,0.00482660754134378,-0.0161818650693709,-0.00368452374332964,-0.0030239071029059,-0.0240633855903088,-0.00425229222239289,0.0101272506568552,-0.0231285098958032,-0.0272989216162558,-0.0025553133621311302,-0.00387292103877819,-0.0111041456086269,-0.0192131028692778,-0.0380329336714976
148,fb425afa-26e0-4867-aa6a-cfe1d9fc668a.FPKM.txt.gz,-0.0137964751384513,-0.0123468032263958,-0.009029440144136909,-0.010540798011993,-0.0116629731025755,-0.0126612745765151,-0.00247090406959755,-0.0047072314510852,-0.0037366507583454205,-0.00525129429203919,-0.0069838236625981605,-0.00650765512058823,-0.008771783483605671,-0.0038350286870481704,0.000898226479504753,0.00124092165898724,-0.0145018173267553,-0.0205498424008218,-0.016208383061337,-0.00556669292532356,0.0204024660596399,0.0409765452228361,-0.0026262813082271897,-0.0026975542492975,-0.011561558551581998,-0.0138722337156179,-0.0117731260959099
149,9d92a96c-a177-469d-b306-5f53aa2fa634.FPKM.txt.gz,-0.0114552680788928,-0.0187274464231966,-0.00972953145601198,-0.008452281038986459,-0.0120471494394536,-0.009671103805874959,0.0231288061753926,-0.0070147129528829,-0.00483824601762127,-0.00806367720918943,-0.0063686907438032705,-0.0080917547276156,-0.0068414896538011,0.00530181368490564,0.311172744393665,0.00285671209764018,-0.0146778506217982,0.0171356826992934,0.00292981029508617,-0.00314393200756191,0.0482300253005102,-0.0114926171493172,0.00163060941721255,0.00443142666970624,-1.6476674130871599e-06,-0.00417142200364675,-0.0049184399365712105
150,2e941d7e-cb3d-429b-aeff-328325ec6120.FPKM.txt.gz,-0.00351630332067432,0.042196832075397,0.0027105064281519303,0.0285637503297391,-0.0065439349263481895,-0.0146391998440488,-0.0018775824585499999,-0.00296704217994535,-0.0027571138788648,-0.00600414731974182,0.00562276885612986,-0.0036954542191800295,-0.0057696242508834,-0.000993654545906793,-0.0162915593968887,-0.0037351018064907897,0.010546394361065,-0.000337465101519202,-0.0101064184245301,-0.00266533868623844,0.0140324863920268,0.0494095924006735,-0.00262848948317517,-0.00119976044658327,-0.0069137881121800705,-0.0101982556464332,-0.0058925711169402
151,bc4753f9-5ca7-4bc8-b25a-622e1a4cdf5d.FPKM.txt.gz,0.00590263139746218,0.00874797036388242,-0.00116861732305005,-0.00264923057726016,0.00638067678816396,0.00940924774329386,-0.00248436450964347,-0.0053074429068677206,0.000693333771983251,0.00612222542456465,-0.00195874549453898,0.00917139973519195,-0.00064839371446139,-0.00430542103587914,-0.0243070130209166,-0.00440394646020006,-0.0083475705863473,-0.00893900075568416,-0.00753472271754204,0.0123319871265175,-0.0139667102471681,-0.0239011617560609,-0.00190310205024802,-0.00443217834377519,-0.0142389955325659,-0.0168378187310219,-0.00394948273354813
152,afe5f01a-b3c1-4d24-94cf-27ec0894e308.FPKM.txt.gz,-0.0106252411631624,-0.008587614759025029,-0.00192055236860045,-0.008920964787470459,-0.0018808917287267898,0.000538607251241599,0.0043692770296611,0.0102745695853189,0.0728241447036876,0.944169056677821,0.0246066336480326,0.120922351198015,0.245018500447837,-5.923514444775971e-05,-0.0227538990355076,0.005900231343160979,0.0279395409049733,0.0025083445756770603,0.0397180639845589,-0.0124734208695468,0.00281374263133835,0.11094541266367099,0.00613448678292821,0.00248931192457902,0.00402398845932209,-0.00429169709731543,0.0388660363910046
153,0211f2ea-a4f6-4a57-8f98-66bf0a327479.FPKM.txt.gz,-0.00104935497258722,0.00677978540619783,0.00829188693034201,0.0117186859683242,-0.013834157757651,-0.0106496483877809,-0.0023799268217501,-0.00747366723629838,-0.00172939863612535,-0.0031651146226152897,-0.0049166279858369796,-0.0011595115214614,-0.00250269912566929,0.0006717917350420401,-0.008309702791387059,-0.00039665880205641,-0.00264685429806374,0.0151250335727336,-0.00101402019171152,-0.00394970436859001,0.0154464983341248,0.0036881234852821298,0.000777357735556351,-0.00211296095369611,-0.008670306568876079,-0.0136590367736127,-0.00943132335476384
154,995dbed7-f7be-48fc-be3f-6d24f6639b70.FPKM.txt.gz,-0.0030876392859509197,-0.014239779708503,-0.0115014590836395,-0.00772804256854658,-0.0026776994144266,-0.00706984982367385,0.00347759654284304,0.00601783511855702,-0.0030608454497306602,-0.0008652134965367,-4.16792544169934e-05,0.0011949351014762099,-0.00251860370529048,-0.0030828392009158,-0.0168399347473468,-0.0028424474591767397,-0.0140582805537672,0.00589772119290988,-0.0141912947428148,-0.00168993337027378,0.00571908829783046,0.0308018743480839,-0.0032113440496943603,-0.004042418895770179,-0.00621867587886526,-0.0114345567467953,-0.0112187443415646
155,53c56c46-1618-49ad-9155-46f46d6d3613.FPKM.txt.gz,-0.00754541747941567,-0.00356982697036585,-0.00662829874742309,-0.00536685307594723,-0.0088696394095225,-0.0108216215653762,0.009565476478875191,0.000304403375532332,-0.0014031720071730198,-0.00194035866606621,0.0021270868310250303,0.008779996207437229,-0.000245595885091227,0.0058192540157424,-0.0096349619767424,-0.0006810306393611371,-0.0031919178218602602,0.0258037894511306,0.000329292562954415,-0.007625835834445191,0.0209003291005961,0.0270333801382174,0.00102924704392935,0.0047772668463784,0.0301351160873894,-0.00624376017211066,-0.00625670565089999
156,6999d309-8502-49ee-8d80-9d0bde00081f.FPKM.txt.gz,-0.00959795012577922,-0.0137719319681847,-0.0054560302376900705,0.000771812239700754,-0.0175440643582526,0.0011094805209704,0.00043064303358018597,-0.00888911518097874,-0.00437150574361925,-0.0078217048449156,-0.0081688154929183,-0.0024551499187764,-0.0068326396846359995,0.0025605619130596603,0.0585175766183997,0.00396084666347786,-0.0208549173577227,-0.0131609587195302,0.0251040534719024,-0.0053602328917271205,0.0290764510881416,-0.0115511218188604,0.00110746842830154,-0.000409861212700056,-0.011192593580048999,-0.011410141034421001,-0.0285443570978743
157,2edcaaa7-63b4-40b4-abbe-5d7a84012e60.FPKM.txt.gz,-0.00356925898273753,-0.00468827361491914,-0.0035566302213265,-0.00732401568481435,-0.0068490922678593295,-0.0033429018611723198,-0.00241495911565667,0.00987545691943492,-0.00138730971375594,-0.003995915133050761,-0.0030349180155143604,-0.00181323401478459,-0.00283131717341778,-0.00318151476105234,-0.0180795617888236,-0.0018519444569431302,-0.0111864431889545,-0.0110585014221622,-0.00168338849485842,-0.0010294552153951699,-0.0189468617921659,-0.020795267135349998,-0.00314374091509883,-0.00389518295002239,-0.0111631918190307,-0.0135488345252164,-0.0364476664815725
158,c32272b5-a619-4d25-bf35-71835715a159.FPKM.txt.gz,-0.0125190962180877,-0.009413011756035441,-0.00884997339481701,-0.00991676046731375,-0.00844000930229648,-0.00708148798662978,0.000451642240636071,0.000546315666456662,-0.00254555522221493,0.000831196561951576,0.00103465281779347,-0.00563975742744456,-0.0018614221754420397,0.0125176070706151,-0.0172931432219058,-0.0017667582880481801,-0.015876539658728,0.00634149905141873,-0.00686090284430888,-0.00606074375012496,-0.000410439842893217,0.00789547428080104,0.00019431903381928898,0.0052434066562195,0.0219937598381912,0.127412265571297,-0.00282456145542668
159,6c60605b-a647-481e-976d-f2945740faf8.FPKM.txt.gz,0.000794935349974912,-0.00825085824379623,0.005998509181501429,-0.00714170697245603,-0.0053946212113048205,-0.00503908839571684,-0.00245576107454588,0.009546557816411491,-0.00200859378627192,-0.0039287640023542795,0.0066372773303452,-0.0007703947223068,-0.000766056376296703,-0.00240249293232339,-0.00312054424398212,-0.00118918644403063,0.0177355418920046,0.0257570220436729,-0.004002978990718479,0.00214515122637264,-0.0103484560739325,0.00723934403348372,-0.0014047614544870901,0.0013148834660396801,0.0134397679281686,-0.007389935893297641,-0.0028886764992187603
160,e29ce54a-49a1-47a8-82fd-7687cec0d1bb.FPKM.txt.gz,-0.005261815353670611,-0.00612821758316836,-0.00432289822458703,-0.00468419316235978,-0.000874878429448723,0.000943432004635223,0.000984321309926278,0.0082714254840054,-0.000701833909870788,-0.0022938348044105,-0.00418933844311609,0.0139706413889881,0.00227306221472952,-0.00225975725278416,0.0168199263214618,-0.000236570912951066,-0.0193471343235436,-0.018557334790810003,-0.00138858579741537,-5.14927836750854e-05,0.00278812082096091,-0.0145912915706724,-0.0010088192244741198,-0.0039884606726662605,-0.0135684811177997,-0.0143658941557926,-0.0215769313038289
161,cbf61237-f5ba-4fa0-97be-e79e8e75a887.FPKM.txt.gz,-0.00219653948134997,0.00575977334922179,0.000408107806899839,-0.00136374280641097,-0.00719750620582913,-0.0133004173671737,-0.0019994456313454398,0.00497806533070886,0.000205312600900372,-0.00120165799318966,0.0100849327064472,0.0014631214273782699,-0.000523964940232262,0.0020806210839795698,-0.0202206000819648,-0.0038281618896815798,0.0299482289618032,-0.0101097765784932,-0.00689367427365668,-0.00264793981049028,-0.0104970067239784,0.004877663446619621,-0.00231867653751522,-0.00308250562915692,-0.008297504566922971,-0.0136378090042826,-0.0342813580588079
162,d578e27f-537c-4aaa-8903-6ffe68346276.FPKM.txt.gz,-0.00908489791107952,0.006649992994406171,-0.0036162897985807397,0.000581556703002895,0.00312093689057775,-0.00399612240070792,-0.00247090406959755,-0.0084215236377611,-0.00140707441979257,-0.00611871276881595,-0.00010122465348829599,-0.000634203243557877,-0.00513902790271799,-0.00321045087420017,-0.0189953014671543,-0.00383232759981598,-0.0104955990344739,-0.0193337702285053,-0.000664290624081377,-0.00671537364357818,-0.0064790327500966,0.00687269325509172,-0.00186512152793227,-0.00118563375963551,-0.0138098553047367,-0.0157945133413666,-0.0334551666872418
163,a62f2229-21de-4876-9735-062659ccdcbf.FPKM.txt.gz,-0.0107870179222195,-0.0125685120122664,-0.0024639787988452,-0.00788476982369815,-0.0162585750248133,-0.00918329860282221,-0.00166538086059924,-0.00720069622486067,-0.0006196372722341821,0.00766875819027867,0.0013285946989612198,0.00337591837208082,0.0063862816598225,-0.00199622238755229,0.0103438722737182,-0.00196873611242947,0.0064890475013180005,0.00072939996447935,-0.00444416897958942,-0.00864081921805985,-0.0129174378289461,-0.0237214281757032,-0.00216638902926601,-0.0044666992222134,-0.0123981225849909,-0.0010658957567442901,-0.00930594340746657
164,44caf0b5-d05f-49fd-b8ec-c32d0003c5f4.FPKM.txt.gz,-0.000774362687960078,-0.00691202638489034,-0.00599826191548949,-0.00691121817242313,-0.00625828563392964,-0.00357094425900825,-0.00102623549301415,0.00141007074186946,-0.00115324816296916,-0.00841140253313832,-0.0037927726274722797,-0.00496365580108415,-0.00108670235269691,-0.00317989101641078,-0.0185693392671384,-0.00310373000761673,-0.0163169153592012,-0.00140943767346026,-0.00607825891067924,0.00105977114425558,0.00738917696358716,0.0153576183866904,-0.00222650080960214,-0.000420515595353014,0.00515503712688431,-0.0027833696062599,-0.0191370048882635
165,a19d9498-5d19-4aef-9db9-d62deef77142.FPKM.txt.gz,-0.0006147255904713871,-0.00807035865441822,-0.00669261012406783,0.00536848840044436,-0.00810047539690515,-0.0089063851023545,-0.000824103357728941,-0.00347279939651304,-0.00460689992030959,-0.00229747442112182,-0.00280526089731654,-0.00826454295542128,-0.00721057962992943,-0.00020892383742048202,0.0211444495329452,0.0013684920683642802,-0.020458979762080002,-0.0123902186745565,0.00437350249334719,-0.006036185043690571,-0.0036106929483085202,-0.0254739525054561,-4.16739298950952e-05,-0.000779956934401287,0.00200409828300797,0.014801138032805,0.0163474173354632
166,f641a19d-8497-4bc7-9df1-5228adfd5334.FPKM.txt.gz,0.0167407268756357,-0.0124419994315437,-0.00963991870211754,-0.00850072614676368,-0.0136479934135952,-0.0111677223348317,-0.0022500687250941,-0.00278600410217556,-0.00351785263615425,-0.0007934853341985629,-0.00493561027941361,-0.0041700753721284,-0.00367456976484971,0.000870206914226366,0.023355167277017003,0.00147768075612661,0.0609077114129051,0.036307151535243,0.0218084364477364,0.0141899400937058,0.001672742781194,-0.0223480712072679,-6.45557133706239e-05,0.000501144692057017,-0.0106048213674251,0.00018921744963438,0.0700515382429548
167,96b44e28-67a2-4781-a85b-c82fe528157d.FPKM.txt.gz,-0.0048174533711578,0.0119332249785836,0.0009060510999215289,-0.00175356920857898,-0.00302923372499763,-0.0075434127338408,-0.00248099939963199,-0.0020529575924698802,-0.00258774699903403,-0.006270084518990179,-0.00306682743099167,-0.00401649771160531,-0.00508496447757165,-0.0020919751338216,-0.0190226745071587,-0.00352148293175565,0.00440904419232914,-0.0016175326670647301,-0.00273736109771762,0.000475995522514809,-0.00371916705065695,0.0175564656334585,-0.00302002354726518,-0.000548615941026176,-0.00913686555225799,-0.0157729145227444,-0.0175161173167402
168,111d998f-4133-436a-9990-64cb293a986e.FPKM.txt.gz,0.0019299199107241398,-0.0056266250374788105,-0.00691804900791492,-0.009421179122029541,-0.0103343842140865,-0.00706836931896297,-0.00196242942121915,0.0105749275070858,-0.0029561346000131,0.0017857301327102,0.000394930148560611,-0.00539439781305093,-0.00121770299030516,-0.00181218330036504,-0.0134113870858268,0.00118372383996101,0.0221180838878783,0.0373999866006996,0.000102023558989163,-0.0076021847594114405,0.007606300494162671,0.0076245226893224705,0.00147136258005984,0.00162657813589453,-0.00191194938791408,-0.0013777631082221,0.0493639630676199
169,9f29fd2f-3231-419c-b7d5-dba6457e523d.FPKM.txt.gz,-0.00798887976260072,-0.00899422680123777,-0.011951851063927,-0.010262551438013,-0.00857983213838863,-0.00718214646919472,-0.0022323084873652603,-0.00640711469954588,-0.00431067855106268,-0.000749390239462174,-0.00551105777980665,-0.00780063759285815,-0.0070934111788867205,0.00368078679792006,-0.00755676394592864,-0.0038206582210788204,-0.0014436631518289901,0.0456998967853792,0.0147923538136339,0.0059396712759937,-0.0159187517557655,-0.0288153758537702,-0.00111033041450843,-0.00133384522195648,-0.0119799128257326,-0.0111366156645541,0.0684073510878237
170,4a775326-e623-47d4-b105-d32fc21afb8a.FPKM.txt.gz,-0.006290439218853829,-0.0206310124411171,-0.0140803001372484,-0.0141937905397134,-0.0139073997647924,0.0273697781903244,-0.00190009728390005,-0.007327866468593001,-0.00396541693132225,-0.00124802007145159,-0.0036103081487877703,-0.007716480057632,-0.0034763610449590103,0.00027957492643147596,0.00910937106692275,-0.00341918433734678,-0.0249795409970317,-0.0264302417983238,-0.00535684068092966,-0.0112724943132428,-0.0253217810490001,-0.0291034949331551,-0.00425837206885894,-0.0049367058539639295,-0.0132450158671912,-0.00455699664808998,0.0356947585695742
171,91f35d16-88fd-4729-b4a8-09d26f20ad86.FPKM.txt.gz,-0.00849716068969907,-0.0173932151362203,-0.0043176244919060705,-0.0109719194622811,-0.0155609273471465,-0.0110880218224757,-0.00179335851051111,-0.00407347344063339,0.00223134979921656,0.00293781208163692,-0.00339782785007511,0.000685433397573926,-0.003919812685193889,0.00949311863478542,0.136681566641168,0.00209488099147436,-0.0239983963099858,-0.0197751410098566,-0.00335189719743165,0.0035964680466164397,-0.0182669698112605,-0.0273293327011682,0.00026405798982999,-0.0031510169388464303,-0.0167229169174553,-0.016517197179122,0.0258038134144098
172,1943018e-c964-4fd1-b23a-92c1202257b0.FPKM.txt.gz,-0.00479243010718868,-0.005750682312616421,-0.00555264704748469,-0.00984630906968367,-0.000356995941437258,-0.00694162563827203,-0.00127331020357155,0.000834449391907567,-0.0019779936159531,-0.00466627690926655,0.0102119495834611,0.00401389142306294,-0.000986177381456084,-0.0024899982196888303,-0.012165358419876999,-0.0027510653073696397,-0.014432513659806998,0.0017763932018650102,-0.00839987004523157,-0.00473543627632586,0.0103179573845407,0.1016039295839,-0.00126882362528462,-0.00217953941937942,-0.00231734748490386,-0.0106842621346887,-0.00546456355889492
173,a1218099-ef29-4229-a2ca-e4f69287f31a.FPKM.txt.gz,-0.00264161010771423,-0.0154802798729646,-0.0106913039788702,-0.0104721429633999,-0.0139383630696609,0.0748430748331659,-0.00152969189090158,-0.00243098784904755,-0.0025419439936187897,0.000244652162014326,-0.00332281414333721,-0.00278254490353651,-0.00348603737747624,-0.000233158908057165,-0.0010678329896944099,-0.000324997609484185,0.00499763145317651,-0.00408739543240695,-0.0102877242302917,-0.00285947075639745,-0.00413241516925922,0.0019568415436193,-0.00283710584098678,-0.00138478159381995,-0.007179604241374241,-0.00910897378088011,-0.0104905961947343
174,9ce4048c-b607-4677-b874-647e9c29785d.FPKM.txt.gz,-0.00372285781976088,-0.00702241863403384,-0.00725746788177712,-0.00630596400703818,-0.00664217637907612,-0.00161265378285409,-0.00210247625807815,0.00158096739971679,-0.00268338095272572,-0.00494542518306029,-0.00192205596809846,0.0168502727154951,0.00116292606124502,-0.00326209336976118,-0.00279452482786968,-0.0007995139468358139,-0.0158115500748721,-0.0129345045153652,-0.000387000083434079,-0.0053831182485194395,0.0138630932516819,0.022492746329216,-0.00196083786130977,-0.00186843597723353,-0.00958905620311416,-0.0113754576956014,-0.0235395065885467
175,8d54214a-1d9b-4fea-9c42-5bbb3cd11da9.FPKM.txt.gz,-0.0107181308151773,-0.0124061011017115,-0.0113528985745269,-0.0103474295707997,-0.0120134431011783,-0.00899149071141015,-0.0010422270372924302,0.00181822701129061,0.00063629457518937,-0.00217636662365758,0.000767588891655721,-0.0024758176074204602,-0.00381634860879816,0.0129969303297975,-0.0149870866871077,-0.00356388372488763,-0.0115010986121007,-0.0150836675037712,-0.0123710781468341,0.0014360167691114699,-0.00116518144166074,0.0170914417345126,-0.00286211393711565,-0.00409174603281389,-0.00998560858972457,-0.0180479676347304,-0.0204716396560706
176,fd39d52c-5ae1-429c-b85c-96321db417d3.FPKM.txt.gz,0.0174232261295573,-0.010491056633605,-0.0079111527407678,-0.0119944481310179,-0.00711860339713352,-0.00741844311248098,-0.0024818406771348602,-0.00722079969158922,-0.00278366095244188,-0.00577002684906808,0.00357694891342129,-0.000882895588612178,-0.0023489007830078,-0.00172471715036814,-0.0167444348610793,-0.00328499451794504,-0.0037907320501893,0.00718917546368532,-0.00869457667353387,0.00456902761016407,-0.0194336143245256,0.0193590000380056,-0.00390264456352984,-0.00404715563468489,-0.0116713680540256,-0.009322949077560459,0.00044057862662111796
177,6d44a9ba-d0f4-4d8b-b368-036d00198d1f.FPKM.txt.gz,0.0690013437827799,0.0124201411170031,-0.004727609773300671,-0.00174202784709954,0.0704851143929613,0.00938342533650594,-0.00234984254678895,-0.00782433352314979,0.0008242574761607901,-0.000720082153629248,-0.0043295556265760295,-0.0050165109390507105,-0.0029344512314988603,-0.0054365853719483895,-0.0182621490769133,-0.00396301281289874,-0.0194150720617833,-0.026306060066904998,-0.0007997834470794679,-0.00337953173679388,-0.0177679907379591,-0.0220085840760436,-0.00250228337026885,-0.00647270766436157,-0.0121764417968189,-0.0119589798065616,-0.0337711711643249
178,94719fc5-6ae9-410a-a15b-49ffe3753d2d.FPKM.txt.gz,9.38654345935014e-05,-0.0130759160104701,-0.0101273682223667,-0.00638306237910629,-0.0116393477222656,-0.0102668641476329,-0.00128386543528878,-0.00814744033378421,-0.00416798976168675,-0.00667379767282325,-0.00386621686209991,-0.00935437974693553,-0.00712235128882154,0.0154541139739639,0.14012650367724303,2.45327322418873e-05,-0.0190159601075845,0.0173483677637977,0.0131719926286638,-0.00511999517267947,0.00358967270770129,-0.0208673856658378,-0.00048104224106929695,0.005392388564062579,-0.00505019343582685,0.0121846345964107,0.0130584528752875
179,bcae978c-e9b1-4c7a-8691-caf718db5b3a.FPKM.txt.gz,0.0115868053749223,-0.0025266384059263397,-0.00109633143864022,-0.00451044229418054,-0.00775308943884823,-0.00290714799662588,-0.0016528651675317698,3.01443968751984e-05,-0.0032678941443621103,0.007421000627539859,-0.00230198985451498,-0.00328758634853482,-0.00336677643798962,-0.000360723355049539,-0.00307357370337996,0.004044287411257079,0.00440982276425485,0.10524263664238799,0.00343212389167449,-0.007078697542295241,0.0136025695571539,-0.00550734789466469,0.00269049357228811,0.0141414951473975,0.0073752886948357,0.0239253969399326,0.0367197042172256
180,fd168f37-df3d-4cf2-881e-c90c61c95fdb.FPKM.txt.gz,0.000879345816839247,-0.00472449225716034,-0.0028237005359503303,-0.00860571932649487,-0.0057515799626267,-0.0052280603434723604,-0.0020898570955351,0.0028077718639669996,-0.000814577318749383,0.007752571681094559,0.00302915982383078,0.000656881141352868,0.00262436828209883,-0.0010449673813673198,-0.0095288613536534,-0.00108442486880029,-0.0158311510192756,-0.00818015149188702,-0.00302511506628222,0.00189941946817391,-0.0123227717240645,-0.0193872591812607,2.7943087542384003e-05,0.000766513381261768,0.0069111493513260795,0.00801857141263806,-0.0103466952027019
181,27b907cb-2b29-4301-aa21-293d97d9b695.FPKM.txt.gz,-0.0055124842386855,-0.0157830931308637,-0.0112201315857322,-0.011630052656991002,-0.0055125926548179206,-0.0111089496331444,-0.00218402844111878,0.00102682890433558,9.245648190350671e-05,0.00116576692727461,0.00996052304812526,-0.00182158370631696,-0.00272569471892763,-0.000329305440163146,-0.0193759680795151,-0.00252483720564141,-0.016197723132907,-0.0153716255639753,-0.0134978398207261,-0.000585213113114869,0.010487859504636,0.0149244149766887,-0.00115463447209726,0.000857360272390233,0.0187458785268527,-0.000633563560275379,-0.00900792733662567
182,96833a09-14ce-4483-b17d-f4328e0b68f5.FPKM.txt.gz,0.0136477505769209,-0.0066445283359124795,-0.00245260985329585,-0.00918553240331395,0.000470222940646513,0.0435386986198928,0.00210933010153801,0.00876316260457329,0.118445614982009,0.0488934112416541,0.0013693401459981,0.00020974240864411598,0.0473174540778945,-0.0031575499601939603,-0.0165253939160065,0.004242967700356121,-0.00450202016197735,-0.0144556985656425,-0.00108034818889502,0.00590969483497634,-0.00852629163308182,0.012192708632882,0.00147422423950195,-0.0048271561192611,-0.007301898295103091,-0.0124389866683261,0.058322702340775
183,432d86b3-b5d0-46c0-96d8-d7d5f4e6c3b6.FPKM.txt.gz,0.0154788915419049,0.00502273861554492,-0.00111334944504226,0.000659005467898905,-0.0116015411886931,-0.00555777820117121,-0.00239518909433922,-0.00818052058539086,-0.0028461623709625,-0.005903236500192729,-0.00684777004639036,-0.00326852364353889,-0.00513743825675555,-0.0019505047272599,-0.00378315771700819,0.000520259291825942,0.0210601464658328,0.0602898798474341,-0.00472045836960199,-0.00612442807687003,-0.013835370172556,-0.0240074070865942,-0.000877892294998891,0.00159918173753883,-0.0102956898475421,-0.0132302812001113,0.0066146613994720795
184,a1e80ada-950c-439a-a360-f99c02ccec93.FPKM.txt.gz,-0.011619048218014,0.005694115430308361,0.0106561914682706,0.0200763549365023,-0.009619907558753379,-0.00698813336296294,-0.00221365523739575,-0.00196666218676178,-0.00119216357031951,-0.00647179853042619,0.000709998802986459,0.0012787065704299,0.000721582988260139,-0.0019319686956453602,-0.0127900732103456,-0.0034030161093874197,-0.0217487659615315,-0.0194496299598421,-0.000797700262046587,-0.0146212728132846,0.0168159457287827,0.0177440377511991,-0.0027052348960059803,-0.00135822879653151,-0.00732139023453621,-0.0101023943461271,-0.0220742046223049
