i_doc,doc,MEpurple,MEturquoise,MEbrown,MEred,MEgreenyellow,MEpink,MEmagenta,MEgreen,MEyellow,MEblack,MEblue,MEgrey
20,TCGA-05-4420-01A-01R-1206-07,-0.0514718967293672,-0.0216683415836118,-0.0311428896334146,-0.0313901084548211,0.0286864132289072,0.00174938339789855,0.00342067420439978,0.0044786224076465,0.009062054155910621,0.0112484976071511,-0.00550649865379671,-0.0265804440973048
21,TCGA-L9-A444-01A-21R-A24H-07,-0.0494711249452104,-0.00406405597536144,0.050791560940902994,0.0142982498822901,0.0394918959521638,-0.00672386642863754,-0.0113378820921545,0.0153631277342745,0.00415171335882084,-0.0199425154992454,-0.0193242728694755,-0.0295633281102513
22,TCGA-49-6744-01A-11R-1858-07,-0.0161589392707377,0.00967105412100397,0.0292664009931941,0.0344124435058533,0.0427807851305568,-0.00672386642863754,-0.00517585819318134,0.0339050899318883,0.000842473791610071,-0.0159863324673901,-0.0077633763156253,-0.0205804933294149
23,TCGA-MP-A4TK-01A-11R-A24X-07,-0.0388686379081454,0.0015191286315106801,0.0166515606819648,-0.0125904324959415,0.0374162111908711,-0.00672386642863754,-0.00310071583026108,0.0520347109900185,-0.00617374839768775,0.0033242182193224897,-0.000237071155065294,-0.015357120803709
24,TCGA-53-7626-01A-12R-2066-07,-0.0080609374069176,0.0167882961512557,0.0303668521120717,0.006719380164390371,0.0321865021630801,-0.00672386642863754,-0.0113378820921545,0.00134772247459001,0.023795565427117,-0.0205270733178596,-0.0167961105952175,-0.018556413390494998
25,TCGA-55-8302-01A-11R-2326-07,-0.0313925318125909,-0.0135737207175092,0.00463700152379162,0.0426927932716765,0.0306966425678133,-0.00672386642863754,-0.00687759383254806,0.0013510250938923,0.0274797821396725,-0.0164424158218071,0.00141199399493454,-0.023005440126534
26,TCGA-67-3770-01A-01R-0946-07,-0.0293480491046915,0.00220572129357275,-0.00579589710165037,0.0132339763652897,0.0333658711523411,-0.00672386642863754,-0.00419781197456129,-0.0195309019208054,-0.0187403708674801,-0.0172785034377588,-0.0206168849696309,-0.031890670733438
27,TCGA-78-8648-01A-11R-2403-07,-0.0188732687689265,0.013137725547451998,0.0396487424165017,-0.0142615210483455,0.0238152773077714,-0.00672386642863754,-0.0113378820921545,0.0518739843067527,0.0109079374888748,0.014220507631125002,-0.0101593289691763,-0.008324974876725441
28,TCGA-49-4510-01A-01R-1206-07,-0.0349956354263576,0.000541073374138317,-0.0127023913838663,-0.0353710396928845,0.0461308791385669,-0.00672386642863754,-0.00856499284405102,-0.0095747225910952,0.0201453470285985,-0.0202564628686414,-0.0176176813471864,-0.0333179516280314
29,TCGA-50-5045-01A-01R-1628-07,-0.0207616853345986,0.0087489949987365,0.0433782840499882,0.0259238174592206,0.0483612112727822,-0.00672386642863754,-0.00115252869044743,0.0374922605506759,0.0188665555792146,-0.0170318029556913,-0.00256192869546167,-0.0195552713318736
30,TCGA-95-8039-01A-11R-2241-07,-0.0106772229061027,0.00472170998195364,0.0035368203684937602,0.0355457399038341,0.0437506250204277,-0.00672386642863754,-0.00528068163117774,0.00611415732772285,-0.0298033125902267,0.0154848641792477,-0.0110476201113327,-0.0311186126920728
31,TCGA-75-6206-01A-11R-1755-07,-0.0446365636808639,-2.44534172389964e-05,-0.0275049256614785,-0.00374757562279985,-0.0111995183372959,-0.00672386642863754,-0.0113378820921545,-0.00125777741664695,-0.0337576845065413,-0.022034558429959997,-0.0282712161081366,-0.0364339789157433
32,TCGA-MP-A4TC-01A-11R-A24X-07,-0.00150604565536621,-0.00897247464202552,0.00886864758064325,0.0150097656766388,0.0189631181228437,0.00412501849480447,-0.0073197329870260406,0.0525712663266893,-0.000327503846182358,-0.0190440371949653,-0.00473350066789762,-0.0204382792738509
33,TCGA-95-7039-01A-11R-1949-07,-0.0296109745460582,-0.00737836123041822,-0.00923303040856247,-0.00218416445679983,0.0447424432635925,-0.00672386642863754,-0.0113378820921545,0.00899135185052005,-0.000195752436522505,-0.00901222941731443,-0.0127883751379844,-0.0360507633290406
34,TCGA-44-7669-01A-21R-2066-07,-0.0293009751077635,-0.0035419710021675397,0.00478596424886585,0.0187852121457158,0.029803234291252995,-0.00672386642863754,-0.0080798786801576,-0.004693793377477271,0.000719296178910884,0.04770819690731,-0.00664471967489015,-0.00356671338742531
35,TCGA-97-A4LX-01A-11R-A24X-07,-0.0253364305630504,0.00384014235499821,0.044242084498102005,0.0158102660917833,0.0371851154504308,-0.0043539208226766,-0.0113378820921545,0.030543797944267002,0.0228939603656432,-0.0193622883573804,-0.0138651765643078,-0.0223045835131086
36,TCGA-44-2662-01A-01R-A278-07,-0.0530786165649608,-0.0172792215827068,-0.0202465960361853,-0.0153375261465109,0.0335902837622887,-0.00672386642863754,0.0100135586705843,0.0223321379684689,0.143713689846659,0.00301542716023936,-0.00788482920700743,-0.0143086117830779
37,TCGA-55-8614-01A-11R-2403-07,0.0101523132466858,-0.004042267443008621,-0.00122525879781027,-0.0216530895749234,-0.0279704432836772,-0.00672386642863754,-0.0113378820921545,0.0326986500180934,0.0204843420021487,0.0005132563728384219,0.0176000176636961,0.0150965315416227
38,TCGA-55-7815-01A-11R-2170-07,-0.0605646944051713,-0.0126138403360307,0.00179805300540573,-0.0210746161869075,-0.0345617696869282,0.00017408202572349199,-0.0113378820921545,0.0320546460660635,-0.0470433630263786,-0.0141329151836045,-0.0229208091316696,-0.0360249062675137
39,TCGA-73-4658-01A-01R-1755-07,-0.026858277234982,0.0057511263480971705,0.00658742015513176,-0.0134858776664481,0.0447238003469144,-0.00672386642863754,-0.0113378820921545,0.0390500994972651,0.006694848834750001,-0.022945368307558996,-0.0143415404196859,-0.0312440617467165
40,TCGA-55-1592-01A-01R-0946-07,-0.0218848846976708,0.00100088305327185,-0.0133231826651271,0.0015041735128659,0.0258177915796743,0.16892975716490102,-0.00363296325855236,-0.0040641498458481,0.0353045261727304,0.0656424830374563,-0.00788359971996178,-0.00761554506593972
41,TCGA-91-6840-01A-11R-1949-07,-0.00934028595425123,-0.00254177851572647,0.0160776058696483,0.0534145734908928,0.046556065463405,-0.00672386642863754,0.0113487795539087,-0.00922016773743563,0.0106373885654165,0.0345101964324695,-0.00636754330907495,0.00379819306970953
42,TCGA-86-8585-01A-11R-2403-07,-0.004178483586054321,-0.0113260390359972,0.0292633032367237,-0.0247069828909524,0.045002082117574,-0.00157105003968976,0.20533100592680498,0.00961906091362432,0.0393492613921794,0.0492293452407028,-0.00106040087204982,-0.010214869641521001
43,TCGA-44-6146-01A-11R-1755-07,-0.0142978328369001,-0.0077429049630303205,-0.0361172121859431,0.00149408626978786,-0.0186484668567402,0.000844573057274524,-0.0113378820921545,-0.0317281271960084,0.00212365261915244,-0.0150949112735529,-0.0169579265345251,-0.0310347701243323
44,TCGA-62-8398-01A-11R-2326-07,-0.0467050949261352,-0.0139426040068233,-0.0028371007491262102,-0.0175208693930713,-0.0216518971118947,-0.00672386642863754,0.010821755272279,0.0106865752413824,0.0249890587831179,-0.012046361591832,-0.00161927127343472,-0.0250450330620637
45,TCGA-78-7145-01A-11R-2039-07,-0.0416719381953221,-0.00951284928863377,-0.040831061139106,0.0234053881652481,0.0483367857495922,-0.00672386642863754,-0.0113378820921545,0.0187623568449354,-0.0272389342039635,-0.0220751238377668,-0.0118830172778128,-0.0343060258055798
46,TCGA-55-6543-01A-11R-1755-07,-0.0155012711760865,0.00123592951323172,-0.0182807218248307,0.000180724000880448,-0.0253168856644452,-0.00672386642863754,-0.0113378820921545,-2.19974636956418e-05,-0.0017428204391088699,-0.0205020719227652,-0.0172500812606624,-0.0279547845668046
47,TCGA-86-8054-01A-11R-2241-07,-0.0378245526880297,-0.0185679824359358,-0.0388313628024363,-0.053127186138309995,-0.00566315975760401,-0.00672386642863754,-0.007750543674064441,0.00197738581705171,0.00992339058504302,0.0070038274449906,-0.00867191560994948,-0.0134853209174997
48,TCGA-78-7161-01A-11R-2039-07,-0.0512526461586895,-0.00929337230350116,-0.0290828100733733,-0.00479162344592008,0.0393671959096458,-0.00672386642863754,-0.0113378820921545,0.00859563248092442,0.0075914560893898,-0.0213926842909094,-0.0191908616076636,-0.0403756093249882
49,TCGA-86-A4D0-01A-11R-A24H-07,-0.0465804229593276,-0.0252117482277065,-0.0123762727936789,-0.0146325176526613,-0.0238401727140239,-0.00672386642863754,-0.0113378820921545,-0.00761405183366391,-0.004511551372320379,-0.0209486812106111,-0.00870360424007174,-0.0230128664213144
50,TCGA-38-4628-01A-01R-1206-07,-0.0342718137358673,-0.00875351653988417,-0.04631047637828,-0.0166654082140408,0.0474046701763311,-0.00672386642863754,-0.0113378820921545,0.0193906110372317,-0.0213361002304373,-0.022945368307558996,-0.0121061556502255,-0.0238977542027214
51,TCGA-69-8255-01A-11R-2287-07,-0.0395018830472992,-0.0195771901173619,0.0337133201637115,-0.0038536951047720004,-0.0170144053799438,-0.00672386642863754,-0.0113378820921545,-0.0357588446994024,0.0141323475330098,0.0233662782800594,-0.014457543239026002,-0.023584576484318
52,TCGA-86-A4P8-01A-11R-A24X-07,0.00655633222782759,0.028682551011102998,0.0222994679080497,0.0201883240123704,-0.0189941157296083,-0.00672386642863754,-0.0113378820921545,-0.0298595700034724,-0.0173719067536735,-0.022945368307558996,-0.02855303194577,-0.0155800150310822
53,TCGA-44-7661-01A-11R-2066-07,0.0032535309719305,0.0031736072490408103,0.0069226385029605205,0.0277899234004821,0.0421594401286734,-0.00388529780295569,0.135257758266774,0.0274668226407932,0.009410483143649579,0.00453478302921977,-0.0019467619500753398,-0.00982131831806534
54,TCGA-44-6774-01A-21R-1858-07,-0.00684802811976465,-0.00024022439733496098,-0.00498806117067163,0.00714278322804633,0.0283443487940564,-0.00672386642863754,-0.0113378820921545,0.067455643082408,-0.0119473714618468,-0.0168686858833611,-0.008018945145051859,-0.0124710019270214
55,TCGA-93-A4JQ-01A-11R-A24X-07,-0.0035250014311819,0.00172434054892335,0.0388641402766744,0.0303190252885287,0.0391808616954284,0.0243284731968906,0.0140766467428135,0.0454577028626746,0.0424565199425508,0.053971389330449,0.00623539998313934,-0.00459679010130715
56,TCGA-97-7547-01A-11R-2039-07,-0.0589610904359143,-0.00534352309031374,-0.00789833276957141,-0.0328311948543193,0.0296491927839015,-0.00672386642863754,-0.0113378820921545,-0.006433629858234129,-0.0076101361528288095,-0.0223157403880853,-0.0181840968212318,-0.0306614024620587
57,TCGA-MP-A4T7-01A-11R-A24X-07,-0.009286829109167359,0.0012799752093549,-0.009429164104041791,-0.00463227891771084,0.0185644920444316,-0.00672386642863754,-0.0113378820921545,-0.0180541931026997,-0.0173728094707334,-0.0223254489131375,-0.00859721744461983,-0.030933926824229997
58,TCGA-93-7348-01A-21R-2039-07,-0.0151889576520478,0.00373214471819563,0.0113842375702682,-0.0235896451182637,-0.024560154609461003,-0.00672386642863754,-0.00193756984395612,0.0345471123468676,-0.0073195810147930794,-0.0194558387180846,-0.00406787035481075,-0.0197710448345228
59,TCGA-05-4398-01A-01R-1206-07,-0.0186939635356562,-0.00974625294743104,0.0128217421938837,0.0174911544933924,0.0382979184002908,-0.00672386642863754,-0.0113378820921545,0.0187205744849678,0.014564598802487,0.024283376447314996,-0.00316915503388283,-0.0199369320259723
60,TCGA-67-3773-01A-01R-0946-07,-0.0265917245069065,0.0024802274113190897,0.0133488301234237,0.0137934871375022,0.0541252320421106,-0.00672386642863754,-0.0113378820921545,-0.00198735403726627,-0.00503131559134471,-0.0193304112846709,-0.0305901502286491,-0.0311098090599123
61,TCGA-50-6593-01A-11R-1755-07,-0.0139476623050157,0.00452725185220386,-0.0182169239024212,-0.009793717646554359,0.0435148813250307,-0.00672386642863754,-0.0113378820921545,0.036050447675802,-0.0200216568460926,-0.022945368307558996,-0.00281177079937784,-0.0251407355286572
62,TCGA-44-6776-01A-11R-1858-07,-0.0345365836724938,-0.00424829643374563,-0.0303277336051723,-0.0498990316870797,0.0314967640526313,-0.00672386642863754,-0.0113378820921545,-0.0303366526795654,-0.0017067121416111,-0.022945368307558996,-0.0227674953377239,-0.0407532638927689
63,TCGA-NJ-A4YG-01A-22R-A262-07,-0.0331549398497064,-0.0030009514256057104,-0.006318482117631879,0.0133045763783428,0.0406652173424443,-0.00672386642863754,-0.0113378820921545,0.0198434350903386,-0.0207399683028471,-0.021630767569004,-0.0127743514138154,-0.0352577392035615
64,TCGA-05-4389-01A-01R-1206-07,-0.0342600483812277,-0.0117740026042971,0.0221265123618596,0.013544075496341998,0.0372215802975197,-0.00445418926529882,-0.00783804449883672,-0.0114732852944793,-0.0225035673699463,0.0250332714805998,-0.00348587305462316,-0.0202582781362899
65,TCGA-44-7659-01A-11R-2066-07,-0.0278029015129001,0.0018893500595895,-0.00237460152426236,0.0232980992408573,0.0373258535465299,-0.00672386642863754,-0.0113378820921545,-0.0162718174939932,-0.00229902467792114,-0.0193378737067662,-0.0197216006921144,-0.0308365136790921
66,TCGA-44-2662-01A-01R-0946-07,-0.0511445730593855,-0.0150180111883369,-0.010209257480286,-0.0167414344052825,0.0362066294064302,-0.00672386642863754,0.0023273231015320697,0.0237431449313687,-0.0185700332992124,0.00313264526896542,-0.00658314234183429,-0.0214308234463322
67,TCGA-50-8459-01A-11R-2326-07,0.007078209158483059,0.00885245179754107,0.0145573108752021,0.0105612711905128,-0.0279188289053911,-0.00672386642863754,0.00203988214797128,0.0695889885980985,-0.00653420683967738,-0.0169006358508228,0.0027948901789933396,-0.0041217796699034
68,TCGA-55-7573-01A-11R-2039-07,-0.0273207606099082,0.0108578351497843,0.0167333495146802,0.0229834767410551,0.00627458348225023,-0.00672386642863754,-0.0113378820921545,0.00339144549591661,-0.0268881339393986,-0.0150186564996978,-0.0151751385761509,-0.0205847576412197
69,TCGA-95-A4VK-01A-11R-A262-07,-0.0101914242141766,-0.00444514036502116,0.0132093840567429,0.0006512400128213321,0.0174276700646083,-0.00672386642863754,-0.0113378820921545,0.000445521192549171,0.0297604010604749,-0.0161521897255877,-0.013155231440895,-0.0380579722831416
70,TCGA-86-8674-01A-21R-2403-07,-0.0466505299681518,-0.0278644932028471,-0.0358592829796793,-0.0475656338156001,0.0431295276704185,-0.00229187884398791,-0.0030608848812138,-0.00271677053118166,0.0408585951326803,-0.0215118153456712,-0.0144725077192986,-0.0356862477917515
71,TCGA-69-8254-01A-11R-2287-07,-0.0109543542158337,0.008968356537251998,0.0144486222299336,0.0053928715221973,-0.0149373760514492,-0.00672386642863754,-0.0113378820921545,-0.0183237745380195,-0.0007860815207577059,-0.0211968178081287,-0.0137960255564575,-0.031008482506964998
72,TCGA-91-6828-01A-11R-1858-07,-0.0345643836604774,0.00408152822558782,0.017878473182268,-0.0245269225029106,-0.00135818576489665,0.0020092925651587898,-0.0113378820921545,0.00289173138969732,-0.013246722901883001,-0.022945368307558996,-0.0222451025966607,-0.038227024507678
73,TCGA-75-7030-01A-11R-1949-07,0.0162561720577395,0.0142345785552039,0.0204684022667759,0.00035313814006603,-0.010469048514563,-0.00672386642863754,-0.000658846408314539,0.0557870183238882,-0.0226007102068486,-0.0216740813423901,0.00218688020220307,-0.00991181842185398
74,TCGA-97-A4M3-01A-11R-A24X-07,-0.0379913156821525,-0.00467219642907488,-0.0333467267675764,-0.0445509588553075,0.0420132100394123,-0.00672386642863754,-0.0113378820921545,0.0021417206728703,-0.0231665322685066,-0.022335221521327,-0.0183731479080866,-0.0340929873272752
75,TCGA-38-4626-01A-01R-1206-07,-0.0120742701462635,0.020826321293031996,-0.0168864313311257,0.0202660495030985,0.0243843607831105,-0.00672386642863754,-0.0113378820921545,0.00562280941586017,-0.0188776490172343,-0.0136627331576451,-0.0167341270051861,-0.0224147499881604
76,TCGA-44-6148-01A-11R-1755-07,0.016983834918772,0.0178838025176146,-0.00263988561660985,-0.00909126835947353,-0.0259778578856887,-0.00672386642863754,-0.0113378820921545,-0.0129863984975819,-0.029258436164499,-0.0215103470081274,-0.0131087284016391,-0.0046172446504177895
77,TCGA-78-7159-01A-11R-2039-07,-0.0561997860503212,-0.0114359099953756,0.0033988212506585,-0.00266609831853917,-0.0026996223392605897,-0.00672386642863754,-0.0113378820921545,0.016782400595084,-0.000104459137932449,-0.0124513821152838,-0.00975145569342873,-0.029981080250593997
78,TCGA-MP-A4TI-01A-21R-A24X-07,0.0121967700772904,-0.000184039279761796,0.0408678240496386,0.0445059276282643,0.0330980029301127,-0.00672386642863754,0.00531784951096709,0.0344204482646804,-0.0069108194420341,-0.0194666595084016,-0.0043921112099980794,-0.0137548365766607
79,TCGA-78-7153-01A-11R-2039-07,-0.0590917248847686,-0.017365025061047,-0.00917599196635799,-0.0445730583162787,-0.0179165382784792,-0.00672386642863754,-0.0113378820921545,-0.0131420857617632,-0.0115473674851336,-0.0213593794444719,-0.0197949612616827,-0.0463265415493729
80,TCGA-86-A4JF-01A-11R-A24X-07,-0.0386974255252251,-0.007439167651362809,0.006997490603982671,0.0471677355483851,0.0463173381444448,-0.00672386642863754,-0.0113378820921545,-0.00515828491955763,0.00249349817382462,-0.0215866131249254,-0.0131444272542956,-0.0358891500863851
81,TCGA-50-5944-01A-11R-1755-07,-0.0443810889995314,0.00820044677501916,-0.0316287398588029,5.11286080124858e-05,0.000127945148220838,-0.00672386642863754,-0.0113378820921545,0.0094605256257483,0.0360463118518453,-0.0210442425056164,-0.0211704084929648,-0.0210096373035633
82,TCGA-50-5051-01A-21R-1858-07,-0.0414203817874663,-0.0112907868993164,-0.0194337413706144,-0.0382811666600337,-0.0208020169999083,-0.00672386642863754,-0.0113378820921545,-0.0041964937235540005,-0.0022020828296524303,-0.0200689907950871,-0.00825899657763659,-0.0302274113504958
83,TCGA-44-2668-01A-01R-A278-07,-0.00340101122107729,-0.0144474327229466,0.0102989032211223,0.0234761703757109,0.0357795296830267,-0.00672386642863754,-0.0113378820921545,0.038733767267327,0.136209381944096,-0.022945368307558996,0.00031868596768623,-0.0077252826908185595
84,TCGA-97-A4M6-01A-11R-A24X-07,-0.0283787840602769,0.0042220037134935605,0.0214511803372221,0.0432157476692667,-0.0236079472087163,-0.00672386642863754,-0.0113378820921545,0.00965932635223243,-0.0219287553660865,-0.0184045241203635,-0.0114179821395954,-0.0209671054926628
85,TCGA-62-A46Y-01A-11R-A24H-07,-0.0165292891838837,0.00461374881784034,0.00571355482928655,0.0144239770195774,0.0350874061540868,-0.00672386642863754,-0.0113378820921545,-0.0184184875612866,0.0076394608355829,-0.0222945003035165,-0.0108621053029992,-0.0328929207701042
86,TCGA-55-8510-01A-11R-2403-07,-0.00807598469784359,0.00699835208762709,0.0208709443979628,-0.00323123211889245,0.0433081828897761,-0.00672386642863754,0.0128475054839656,0.0194599447708001,-0.008963347051447709,-0.0155006944559669,-0.0060520106893931,-0.0230593499378726
87,TCGA-75-6212-01A-11R-1755-07,-0.038072125527323995,0.00339535162407155,0.007096436364828241,-0.00824309703925411,-0.00628120639390015,-0.00672386642863754,-0.0113378820921545,-0.0070887958470239,-0.008408098459258459,-0.0211660632385265,-0.0187271261795981,-0.030452593789987006
88,TCGA-53-7624-01A-11R-2066-07,0.0327648433284344,-0.0318581361154703,0.000859710547864976,0.0444055849098731,-0.0301715767007643,-0.00672386642863754,0.0234610474840306,-0.00636690342299505,0.0323913028783326,0.0609383960794342,0.00750921331805062,0.0172640004039834
89,TCGA-49-4487-01A-21R-1858-07,-0.0261270703507143,-0.00409662783399846,0.0447041872207045,-0.00432346468741288,0.007353118018499329,-0.00672386642863754,-0.000869817815490336,0.0273109759849279,-0.00186645730813712,-0.013868924684698,-0.00722521409607245,-0.0146899835041521
90,TCGA-50-6591-01A-11R-1755-07,-0.0621289981945465,-0.0368854356209833,-0.0911514652702931,-0.0207908845338069,-0.0345617696869282,-0.00672386642863754,-0.0113378820921545,0.014151045838141002,0.0108923253689826,-0.0194231495065938,-0.0119331525448096,0.0114577676816589
91,TCGA-97-7938-01A-11R-2170-07,-0.017726633238465,0.00925408736265702,-0.0104019143926432,-0.013479027598131,0.017139572563641,-0.00672386642863754,-0.0113378820921545,0.00195273195965622,0.00340195524416571,-0.0154060558359538,-0.0179265369151541,-0.0337230446176923
92,TCGA-64-1678-01A-01R-0946-07,-0.0557162241631253,-0.0390977164214021,-0.0251533369323916,-0.0560193051757631,-0.0190566957235966,-0.00672386642863754,0.0386608143677015,-0.00631059553325665,0.0253421213208724,-0.0141248202589502,-0.00407659701449704,-0.0207754964094768
93,TCGA-86-A456-01A-11R-A24H-07,-0.0208071686227927,0.00804606101529025,-0.00287076547587515,0.0661086437415795,0.040399602059675,-0.00672386642863754,-0.0113378820921545,0.0014871898566085199,0.00646136721348841,-0.0212603078596948,-0.0176160144550765,-0.0361800147119691
94,TCGA-75-7031-01A-11R-1949-07,-0.0293764252138366,-0.009382495315712459,0.0103813368208769,-0.00460435071672088,0.0279818755458932,-0.00672386642863754,-0.00351213197516357,-0.0188196371573844,-0.00676353096861139,0.0125566084974693,-0.0167578140838596,-0.0348058057151521
95,TCGA-55-8203-01A-11R-2241-07,-0.0342287662748116,-0.0082016696307974,0.0244400423187284,-0.021648158557745,-0.0122977376811368,-0.00672386642863754,-0.0113378820921545,0.0192850043539117,-0.0014324633945868301,-0.0179602783718402,-0.0116632173728601,-0.0366293378420095
96,TCGA-44-8120-01A-11R-2241-07,-0.0279008703385672,0.000881950079229052,-0.012730555621494,-0.0252499814178699,0.0445548415987229,-0.00672386642863754,-0.008131493600262841,0.0270329225205566,0.0041098677235308296,-0.0167396357803959,-0.0180898194591525,-0.0305649925287415
97,TCGA-35-3615-01A-01R-0946-07,-0.0335184094811683,-0.00955533274475413,-0.0117509656051948,-0.018439388911241,0.0456368435755142,-0.00672386642863754,-0.0113378820921545,-0.00819125777366863,-0.00945525408277249,-0.022945368307558996,-0.0222004102147522,-0.0365298636211331
