"","MMpurple","MMturquoise","MMbrown","MMred","MMgreenyellow","MMpink","MMmagenta","MMgreen","MMyellow","MMblack","MMblue","MMgrey"
"DUOXA2",0.374969922801584,-0.0338879513190415,-0.0358624794379236,-0.065598446665542,-0.234024754691176,0.0249760224585125,0.0522775076039113,-0.0274101656886993,0.0625923105198248,0.0933050234745289,0.30259272419746,0.277912352197967
"DUSP13",-0.27285117932078,-0.398299379285329,-0.0041334830991047,-0.133493878442914,0.213384248646449,0.0475118182764876,0.161469847000114,0.264596009329054,0.329854241800119,0.220023648569031,0.264412719611127,0.0309137123042836
"DUSP2",0.183249652351907,0.107492356748502,0.487296897692957,0.230905021882505,-0.121700391619053,0.035601470242308,0.000274537985869291,0.165444580381191,0.183005335007046,0.0789465352510391,0.154520555210054,0.262385514359053
"DUSP4",-0.375028939978926,0.134926590768239,0.23560299587724,0.0788965326365496,0.132852284084253,-0.0346517413302643,0.0359149814333598,0.0842511477098119,0.0692785117640047,-0.166616055155539,-0.321415501452055,-0.443657581072698
"DUSP6",-0.0359336715802072,0.589474615992548,0.143649247514086,0.326172310941583,0.180303441981481,-0.129194400647516,-0.107070966020874,-0.14073560222163,-0.306576287515026,-0.408846413944284,-0.49775925371213,-0.444576544136152
"DUXA",0.199702597774048,0.329952962528793,0.0150940482018144,0.0586721447424447,-0.123514209911111,-0.0100450208677976,-0.0249016475757316,-0.213233225688925,-0.168311753473192,-0.0581725892552837,-0.184191805195471,0.0103730170622262
"DYDC2",0.110747048447069,0.479960841941607,0.193986326556978,0.194064775798026,-0.0414578705931243,-0.0281818835750346,-0.102920498027028,-0.224822687340623,-0.185796426875582,-0.189711062672544,-0.260006140920033,-0.150767276502993
"DYNAP",0.197187962735539,-0.22354222844565,-0.117218754914782,-0.144254613057415,-0.136347763844441,0.0844171861460556,0.0819122673995575,0.00524520348270235,0.208228057206164,0.246362677437024,0.354311302820983,0.316223559611303
"DYNLRB2",0.249980981679707,0.638683184821242,0.207156138248301,0.251837565349016,-0.0675051731826773,-0.061757684677899,-0.0864097705064529,-0.295288379740038,-0.290012378604014,-0.325522710316035,-0.353430893499044,-0.189330497853084
"EBLN1",0.044748959998384,0.0562966055450422,0.0284871610564117,0.046425356858604,-0.0888883757006514,0.0226811031966862,-0.00385854377270826,-0.0548013305682648,-0.0047586913391235,0.0712167362459225,-0.017709757796753,0.0902987398830035
"ECE2",-0.0227076914427009,-0.772587574116795,-0.167338526915577,-0.334973129563591,-0.0396533934590785,0.121223121190583,0.157740682893884,0.420543372309918,0.434899502576901,0.526983168556968,0.786151537959491,0.544833463980777
"ECEL1",-0.274211856272628,-0.352677923741929,0.115699296966095,-0.0707790014564347,0.0478462023588366,0.0664826645692528,0.0579707397419102,0.39079644829719,0.295724564377824,0.228344983162966,0.276233441118758,0.184057928848131
"ECM1",0.00139613167382571,0.02252283397172,0.117935734351364,0.152569020442366,0.107985611138947,-0.0193083597926698,0.0805893531094178,0.469971382529388,0.0999369644660267,-0.0280068055443193,0.144810121078688,0.0174004139039958
"ECSCR",0.240919532425307,0.897848764075993,0.312408517239695,0.413344037887583,-0.0475326073517582,-0.092339516444743,-0.145033527742552,-0.312192270237034,-0.421621683788848,-0.43151824930357,-0.627830900740583,-0.346718993348055
"EDIL3",0.135046092365088,0.494305817407503,0.118276754855122,0.226625827682719,-0.00424320992590649,-0.00633806676772945,-0.0467575935692471,0.0711469052704133,-0.205590068973803,-0.264647763957699,-0.325927694991954,-0.13660007851247
"EDN1",0.300847016646187,0.674803767034936,0.127428875719458,0.254357112151288,-0.0164788155745354,-0.0648284963704106,-0.109095171125612,-0.277610300709919,-0.312402838077293,-0.300388543904116,-0.392285337315907,-0.174974681339908
"EDN2",0.0245358339597486,-0.155741305255124,0.0388824752806978,0.0109720053300856,0.149243805746459,0.00774891582608397,0.0711666926130457,0.286996956367766,0.234212596870659,0.0864976717774822,0.236409748958053,0.0857480120641646
"EDN3",0.234186188624438,0.609725309774851,0.0763332957835608,0.165871617876456,-0.173189750523559,-0.0494674035349146,-0.163520283145679,-0.406398607616507,-0.369875236130305,-0.262443426586799,-0.439671622368437,-0.107524933569776
"EDNRB",0.264154030329906,0.914286529826084,0.195216814806767,0.332626472523764,-0.0730309804382853,-0.0884450772697082,-0.19231368530744,-0.485072116775006,-0.501159931027625,-0.44665362518666,-0.682592206432842,-0.366583045797335
"EEF1A2",-0.294755447587103,-0.32484032549765,-0.0223005896570653,-0.0420176720984749,0.255163593184427,0.00110774569641085,0.114331795613156,0.354263724625198,0.30248244320999,0.0748402527990197,0.192190466948964,-0.0180518351388773
"EFCAB1",0.44969524433645,0.497979595709304,0.138864106463527,0.197928957814275,-0.186560802212409,-0.0297105405400389,-0.0748205786130576,-0.171703472112849,-0.20403725642572,-0.143978614726407,-0.0936138298146182,0.0935838264574435
"EFCAB4A",-0.303270373997501,0.421459949921087,0.188791142393357,0.198147663725988,0.229804099090832,-0.0779193855374414,-0.0724455252686336,-0.16404464591637,-0.114727770888746,-0.300199676292113,-0.504858927905111,-0.595075424607696
"EFCC1",0.160459240948507,0.890068112463749,0.203834906486783,0.34784960362997,-0.0291792769986924,-0.0909926017919742,-0.191641805448664,-0.46412031797993,-0.478808494358451,-0.450526983109278,-0.701607795070346,-0.405797030980259
"EFEMP1",0.271173412966853,0.755887531668875,0.237691222954998,0.360564097416938,-0.0215988922145778,-0.110243129786755,-0.124075307476648,-0.16266979898659,-0.33343201147141,-0.325057354208895,-0.476496050400881,-0.251457134727164
"EFHD1",-0.101075883778747,0.405646049029949,0.137468659029015,0.195675794691212,0.0534404975007041,-0.0170733087263355,-0.0464503290366767,-0.0123066337562263,-0.150501628068449,-0.145762585515722,-0.374513440216548,-0.237464075563313
"EFNA2",-0.277096177902339,-0.396391745001383,-0.0732148305887311,-0.0996160635678985,0.174841348785901,0.0625401007137277,0.113861787942908,0.41969144235117,0.301630040596727,0.157818808019161,0.283055557638316,0.0542071191666207
"EFNB1",0.648945748661506,0.106636990338008,-0.0496201557943304,0.0512828102100398,-0.393626522281565,0.0216338323193224,0.031897571757342,0.0422073678812353,-0.0139310231262186,0.11253386751797,0.342624750204367,0.498274575504707
"EGFL6",0.416219431233803,0.338251835771566,0.295161620415713,0.241578555780483,-0.205037919202613,0.0101725968239625,-0.0487676645644542,0.225676307258867,-0.0393379862298425,-0.0224732775109699,0.11415329991996,0.282561773496134
"EGFR",0.359592911716516,-0.0528748957196976,-0.158140805657845,-0.0425733944417466,-0.105348043747754,-0.040591752194,0.0161121207404648,0.141428442583283,-0.00282715194849243,0.0769373975693075,0.266804084417574,0.263745540384152
"EGLN3",-0.042900128950015,-0.572607380592308,0.0266603741968203,-0.168873995379596,-0.0773282455858966,0.0759643668140827,0.237555514927112,0.52430773778417,0.450344885508936,0.392730155505785,0.586557152359707,0.397871387041783
"EGR1",0.304572709463707,0.575143365187509,0.0757387176975794,0.213117443899164,-0.083959090738118,-0.0464633575718786,-0.111105152265311,-0.248953696732426,-0.377675503418918,-0.271849884221001,-0.317569696794396,-0.100316391047366
"EGR2",0.336474648812443,0.603456287773876,0.324926177211485,0.305892646722978,-0.109965384504199,-0.0246583752224294,-0.0994948616710902,-0.0958536239265553,-0.317955418703149,-0.200786892433541,-0.231888138073203,0.0269823382648066
"EIF1AY",0.17406962209146,-0.0168150068640608,-0.0520634812294112,-0.0403905812794674,-0.147013304327935,0.192919503010548,0.0352548750723548,-0.0231923248618998,0.0185710457446612,0.104796265361072,0.0986000479914932,0.166576884085631
"EIF4E1B",-0.219819414772015,0.00431700218183889,0.00613103901245938,0.054809287354153,0.306364484714321,-0.0541986612749947,-0.0316070877274514,0.0866564940888396,0.00226668556980179,-0.11309517962965,-0.110965837539986,-0.205346039165894
"EIF4EBP1",0.0321360612602643,-0.615868995744452,-0.103180487729895,-0.248075417088045,-0.0751215567192969,0.139522689445576,0.188942720442877,0.395851884281395,0.393957010199798,0.474002203272772,0.688817514304884,0.50156753136198
"ELAVL3",-0.00348444556828009,0.180695744605479,-0.0126641119398476,0.0222613585776763,-0.121902296888995,0.0226259526851464,-0.0558565225845769,-0.152336089207259,-0.0521859358497508,0.0399105429837745,-0.133336613772937,0.110547289729974
"ELF5",0.089414386507398,0.471165666547905,0.040520948001939,0.0408209681118394,0.0258760712573619,-0.028293749684273,-0.149946783219619,-0.321397513032985,-0.316782843479943,-0.155190591554754,-0.28340037204131,-0.183788668193945
"ELN",0.0585053794727613,0.709767047410677,0.219151075440762,0.247895082960365,0.0174677565895674,-0.0881778825572479,-0.153634224868513,-0.0362236828105641,-0.341469145467421,-0.330400726788675,-0.475565011394881,-0.308383395065259
"EMB",-0.306350442605263,0.398559693546982,0.44737753880382,0.351176094643322,0.366272901553232,-0.108320426463694,-0.129981206237445,0.12645590041871,-0.0653515037716658,-0.361315320711652,-0.428655141331931,-0.516532482449767
"EMCN",0.19322569161551,0.891196662270934,0.220959441354804,0.355040074490763,-0.0395290751223783,-0.119640266497051,-0.185247473033324,-0.407864256918505,-0.475426008651291,-0.47121892703489,-0.687472281327513,-0.41106450473476
"EMP1",0.482665216477543,0.454648547994532,0.0897803289994159,0.173905613978429,-0.164767140624761,0.00297746211230151,-0.0242213531090239,-0.0336983647355146,-0.178260124623136,-0.11440018698227,-0.0252451322794542,0.158408963749253
"EMP2",0.365890459348626,0.800436008695152,0.0478858807413351,0.261145630096799,-0.106822800675982,-0.0856588621614259,-0.211411185135521,-0.541799251279663,-0.509821621488787,-0.410360207826016,-0.578891170583821,-0.274398215283325
"EMX2",0.111618753574716,-0.10942017749953,-0.0456300047812669,-0.00692774950461778,-0.157702595169614,0.0281613097475138,0.079276555600173,0.181216667220266,0.0507958137604243,0.107963795260867,0.214813120002029,0.359245656189069
"ENG",0.157202552874922,0.860741050855905,0.270554973524237,0.386412253294261,0.0320411526740502,-0.109372739648982,-0.163056906231814,-0.278235092638409,-0.509443753241685,-0.445337951391449,-0.661290829903435,-0.407292170069667
"ENO3",-0.340632412959997,-0.209530449533808,0.00723337847408879,-0.166701077432299,0.0448045709319084,0.0335835780017414,0.0132629677285094,0.104088204262174,0.216825757510165,0.155762028116483,0.0824538889502241,-0.00874445262800947
"ENPP2",0.0704977268080331,0.728361348205515,0.41728568589438,0.368048060243953,-0.0034606998478216,-0.0862774540117358,-0.140956303696664,-0.0259328786223903,-0.303317990425197,-0.335723557913367,-0.492317638678871,-0.306923529084481
"ENPP4",-0.154036974765389,0.735436754416515,0.208590804462815,0.311858663672876,0.208210264830927,-0.107187819350824,-0.185997916348412,-0.308152424595696,-0.348608184781074,-0.42788145256087,-0.718846601447828,-0.58906149684185
"ENPP6",0.211820550299201,0.428488121821233,0.293073442115588,0.2452207661622,-0.119708851544481,-0.000582156214519892,-0.131675200613052,-0.0528276451666923,-0.23399233423413,-0.0974139109902608,-0.220193922321345,0.0119996484976259
"EPB41L3",0.173681111477737,0.662473258424237,0.32154932005225,0.310936049308966,-0.0289588220968908,-0.0636912009133625,-0.123127118222742,-0.162798032830229,-0.267034819859342,-0.289404897153474,-0.401867914901383,-0.148344326061116
"EPDR1",-0.0625512359557819,0.632431733759965,0.115592470898075,0.257542386251506,0.237041544748062,-0.0799707779473238,-0.15047176067952,-0.198622617110385,-0.447248682283913,-0.412875491983849,-0.557913468285539,-0.488763294692305
"EPHA5",0.0742604639902071,0.0557355000109631,-0.0476650238587913,-0.0461188527099266,-0.133566581842448,0.00182692539697559,-0.0136581465413853,0.00976067195161941,0.0107822618857249,0.0354270995164508,0.0541069779995314,0.212327685836887
"EPHB3",0.139745916535586,-0.483952446006497,-0.090647481295904,-0.218946728273888,-0.180974266666278,0.0691631527256886,0.0953271665720183,0.430100357409477,0.323753497940082,0.347479030467709,0.67636240457648,0.561147790765026
"EPS8L3",-0.184675800164617,-0.0177623895994356,0.0886708138192614,0.0453723331518988,0.00341385346787196,0.0487602386777582,0.0835102868992623,0.040286188082423,0.0966062923191806,0.0110290251008415,-0.0493271859102475,-0.192593321177824
"EPSTI1",0.0632080060507099,0.380584432230176,0.663648528312517,0.81205693794597,0.0975335958174693,-0.028169814634719,-0.0104107600773733,0.228644295102346,-0.00350452672281101,-0.158042862963642,-0.204170465840264,-0.161663215202336
"ERAS",-0.11897827091979,-0.0312497532601867,-0.0562330995453691,-0.0130169770968816,0.0806235618793378,-0.0069532484462552,0.00853504818501157,-0.0689867559081182,0.00849673725057006,0.0165830422633841,-0.0318326608731912,-0.0297886236969793
"ERBB2",-0.164051733664029,0.190199902636168,0.0288188765770574,0.0851808410403145,0.22834734069784,-0.0771780976022456,-0.0808371217687925,0.0333514164033301,-0.0595236661965804,-0.166074581537585,-0.213652044167488,-0.378222837897533
"EREG",0.00449892811729408,0.29465879283465,0.148526167351964,0.299521033246566,0.273518687845295,-0.0332317944482154,0.0890278106216302,0.0916042415946462,-0.0300017017861039,-0.179755678351043,-0.247030332361638,-0.281206015476074
"ERG",0.319472702319688,0.861047538132918,0.216445540208823,0.345673280639538,-0.118707049530339,-0.102135681525933,-0.176740917944085,-0.307023181049887,-0.421484892992703,-0.390825468717179,-0.548145534479564,-0.232631866043172
"ERLIN2",0.0497793768696547,-0.173172526516841,-0.168187745847931,-0.164101509280403,-0.0825232764279254,0.112938327802435,0.0745479757108477,0.0706820654680093,0.0548092891969387,0.237427696316039,0.241904237566536,0.222363344621652
"ERN2",-0.0706534440759535,0.173250808736275,0.114374206487584,0.0625276695792947,0.0606080915889143,-0.0358948207557929,-0.0177994948310383,-0.0360705609574085,0.017323588825999,-0.148677332602313,-0.0974430813019423,-0.260106202415277
"ERO1L",-0.160785278452781,-0.651081123418451,-0.0830527814267119,-0.151071646161491,0.114726269716007,0.060263568666416,0.25822898157904,0.516649442291164,0.506900296506987,0.372653400289309,0.548940588216277,0.23827016768885
"ERP27",-0.029108568427472,0.587927907189113,0.185384096550954,0.230703060170397,0.157874893432632,-0.13457118447478,-0.105516379466151,-0.234069043393313,-0.306510557873004,-0.345695066780978,-0.519376884237745,-0.458719507318609
"ERRFI1",-0.253534170408363,0.297119576923225,0.00418345106256521,0.128373502983649,0.349775004348764,-0.101863208748689,0.00732092215044355,0.0158341086381954,-0.108794320615618,-0.256434257056522,-0.441216444147698,-0.527069738097099
"ERVMER34-1",0.13873090524922,-0.454365964553756,-0.130151579136168,-0.227082383408328,-0.161340177929399,0.0884882921397103,0.182704303009464,0.250028339071628,0.247395326872228,0.417778572894247,0.546729040932819,0.488199302976776
"ERVV-2",-0.121806478199579,-0.202536717086902,-0.00629373494042059,0.00628749933167417,0.102097722607781,0.0151909915639533,0.164214393928903,0.147698814672161,0.188366203447821,0.268666527918243,0.120335960366311,0.0715911344682026
"ESAM",0.18258353649142,0.903493569319883,0.218743173740403,0.380137971268884,-0.00274451940202202,-0.111651267168596,-0.172878989623329,-0.370805082807389,-0.471825617025398,-0.458410985159244,-0.67841372699783,-0.418854211752771
"ESM1",-0.143309184554813,0.109438798326217,-0.0201339894604084,0.0235186600861534,0.0715872500617638,-0.0130512320217558,0.00237690515690864,0.173428675327622,0.023198773367104,-0.0692544194039386,-0.117030536632637,-0.11136219042536
"ESPN",-0.00585156150265609,-0.43515176426156,0.0367478614544971,-0.126421617224845,-0.012173401741724,0.0653735956477605,0.0645380522177395,0.377285968488191,0.332035324667563,0.317258181332828,0.536218878791209,0.324904647260711
"ESX1",-0.00645151583496353,-0.143458619710201,-0.0548567109463685,-0.0287332433346122,-0.0196741730524182,0.158702072789863,0.166611108806781,0.0955270846412237,0.156137911457205,0.182635695276224,0.136381296435859,0.181616165714342
"ETNPPL",-0.324517147227012,-0.0330951085043042,-0.0364749172373323,-0.106112880268908,0.0617868937722689,0.0223671001587355,-0.0107465279795595,0.00099792505359125,0.0519451628507994,-0.0103988495491765,-0.142093044442364,-0.193354054600851
"ETS1",0.181933654112895,0.773301529463786,0.46410348417125,0.449710029696186,-0.00280442399900813,-0.107038383560151,-0.0910291499489272,-0.102430298010691,-0.336823416766895,-0.405492282256583,-0.56219742359882,-0.307246713969731
"ETV1",0.116359319399255,0.734681018587071,0.168719540497203,0.310372477911033,0.0545461965635128,-0.0788465510912567,-0.176870187418394,-0.194175648705364,-0.421836015996161,-0.378314314478454,-0.509563084468642,-0.288456246239888
"ETV4",-0.390395895607736,-0.564434933903547,-0.107869900900854,-0.211362666547811,0.15769799498147,0.0350626321750231,0.088182642466471,0.437014075086235,0.316567869521524,0.207451163766897,0.416236663455937,0.0987074358953661
"EVA1A",-0.00680245279710022,0.648655889976896,0.151159647297552,0.30791664660817,0.234360337323683,-0.10664350898095,-0.138159094691966,-0.184978828259844,-0.415260122138404,-0.406538942798925,-0.626524146695084,-0.52792334933966
"EVI2B",0.117303101795681,0.809518788212783,0.602747330343453,0.466591048787457,0.0777726612762497,-0.076416810028171,-0.156191764480206,-0.15371213174122,-0.387302609248932,-0.387087970464566,-0.550573770218413,-0.370685358242193
"EYA2",0.21826562682377,-0.29279155673326,-0.0114198774861311,-0.141429203462331,-0.299373995711786,0.0872040254849067,0.057794043416603,0.357085196634117,0.261983897599944,0.369638693669635,0.555413902204638,0.539960534089634
"F13A1",0.0711315956796946,0.580767290792346,0.341089697551385,0.297340653242098,0.131055071968229,-0.055913445948126,-0.113883988546675,0.115272624360953,-0.285639836641848,-0.269862619946569,-0.320676256798664,-0.226086379535794
"F2",-0.221230651344079,-0.0797148981841063,-0.0118106165593908,-0.0196845373989309,0.00823103690135631,0.0848406107544442,0.122913367841776,0.000117045957532352,0.0883417384371707,0.132146538261757,-0.0524838951626009,-0.146496017078318
"F3",0.222849473789765,0.343391410656556,-0.0941546606241339,0.0209155767103644,0.0902685217677981,-0.0734700893703597,0.0329252370734611,-0.177666520828749,-0.254168229453883,-0.198807435839703,-0.230247150926023,-0.236484492057261
"F5",-0.220982583056772,0.0909960118191261,0.351523836266212,0.142104554086695,0.138886879656085,-0.00533866533301789,0.042937025415587,0.292795918941267,0.0830188484520863,-0.0176570325877294,-0.0810558257627064,-0.208843609744305
"FA2H",-0.3028550927067,0.0381461304688003,0.00078670072762518,0.0151187313479803,0.241922634829553,-0.00516442467074953,0.0231978286199007,-0.00775159728554381,-0.0527284930177258,-0.110769932146824,-0.181587145416072,-0.435820205849025
"FABP1",0.00542409053707637,0.255171325597001,0.0554194315739301,0.119986206374241,-0.0306135225655084,0.0671800859113187,-0.0559730409370284,-0.193722126491687,-0.0722319688608161,-0.0822598344384556,-0.23456153899286,-0.133188867328563
"FABP3",-0.00187919825055617,0.601537782978981,0.267867033831175,0.358541449942222,0.252305188260073,-0.067817209309628,-0.133631801006466,-0.0870889385485856,-0.300495717895679,-0.316866018316995,-0.447087736963682,-0.365589746238516
"FABP4",0.374951421191602,0.816918597739959,0.145400170476834,0.329142094294065,-0.0865650472151824,-0.0495445715012236,-0.0857571411060838,-0.393127142188705,-0.44775237594932,-0.330286105527693,-0.512373229524439,-0.201298738461408
"FABP5",0.589614058121795,0.0989495165143617,-0.0894064416501412,-0.00567152996606399,-0.261690751706183,0.0755156915943887,0.0749558067360705,-0.141797659763713,-0.152565067629338,0.160459686937623,0.278282857575361,0.437460715784009
"FABP6",0.124575995003339,0.0997039106743913,0.166132401774759,0.147306607353141,0.067197876107764,0.00291508683917199,-0.00417120778065322,0.0646358095699403,0.0313723309232811,-0.0130420037615529,0.0642087565319984,0.0173780403431732
"FABP7",0.0169282964999449,-0.200356396750794,0.0618519185262795,-0.0721073100850693,-0.00247499235378165,0.100996893966882,0.0500300370053711,0.291871466608785,0.145761230036352,0.252723893483562,0.314290349788596,0.31299789575795
"FAIM2",-0.130517076020147,0.451802168492262,0.339244392144979,0.231356006216229,0.0388151250252395,-0.0686759090100346,-0.101749205004369,0.0447149080496917,-0.259009040722877,-0.249224487159459,-0.367875339895279,-0.282360472904742
"FAIM3",-0.0190908906558741,0.515118816207013,0.748020989293721,0.355954264624955,0.113163348255448,-0.049937994373843,-0.100658537015736,0.0762698324798399,-0.13903136393821,-0.249738561973221,-0.298476222314947,-0.269003179165601
"FAM105A",0.0338872366367052,0.816262849446801,0.199612206030067,0.292730110246689,0.0636331406610242,-0.0974737870966616,-0.198442657439974,-0.397029606964727,-0.483296083640405,-0.432896894234697,-0.721615454048329,-0.527450111165271
"FAM107A",0.255700793403063,0.898085735863139,0.162735854951243,0.289279463128749,-0.0496368042569803,-0.0934179072217003,-0.202038834564339,-0.520150605888522,-0.546735900725633,-0.428470782556585,-0.663560545210997,-0.346576525560474
"FAM118A",0.0564507570406121,-0.116269494047717,0.108430274863473,-0.0683134984765089,-0.153000990372905,0.00381895644088835,-0.0166315219302862,0.250650511277753,0.186651881839218,0.130259529229181,0.271862246356769,0.265792783657339
"FAM132A",0.125772641109661,-0.465012145490977,-0.0786226962453163,-0.161443186643928,-0.140735843233423,0.106923685653821,0.189671593373999,0.33898089697437,0.349732037218935,0.427962414226694,0.570227105467274,0.484351904943243
"FAM134B",0.284857397871363,0.635951413558323,0.0769196960397882,0.192007539465376,-0.117707253277338,-0.0310062087351312,-0.139857452973061,-0.351434970976565,-0.406079992891854,-0.262547758962859,-0.4011480988944,-0.120584767080297
"FAM150B",0.368400233844349,0.718080357001918,0.0838995051385059,0.1862148562422,-0.164590020046149,-0.0552428214202584,-0.14284380668183,-0.383900088257731,-0.411147222687151,-0.292146332642675,-0.405796508146062,-0.0662645425081414
"FAM151A",0.095210167217529,-0.139547291420031,0.17600790156874,0.0161817502934159,-0.0637465338580021,0.0602301464164444,0.0135367274792734,0.152034012324579,0.086962407156835,0.157423656763427,0.239345191678872,0.219842178570841
"FAM154B",0.239880401018588,0.597902159210706,0.164543962591795,0.212801537329157,-0.120994490973311,-0.0835549316068349,-0.14593926110772,-0.308284570257583,-0.239203663172758,-0.26804150079264,-0.319692542561629,-0.145930422097221
"FAM159B",-0.100377459308904,-0.222975911926819,-0.0792956338574873,-0.131318859568683,-0.0493393004294278,0.0689667335510803,0.0364353783425034,0.142483464788263,0.120367017745696,0.170752881375518,0.220337448619624,0.216937159621465
"FAM162B",0.198910932281462,0.839472101327391,0.274337508689126,0.366626863750479,-0.0675171162486814,-0.082506408496928,-0.181513955867107,-0.358943156678992,-0.373741468975096,-0.393981462441387,-0.591959426167997,-0.307148960053973
"FAM166B",0.227835505353296,0.56993791117333,0.244681490483578,0.253980620234982,-0.0518982187666366,-0.0517091394608483,-0.113501162314241,-0.299901677854831,-0.230752710350491,-0.294324001467245,-0.304410492381908,-0.192468145144627
"FAM167A",0.200253041533104,0.716248120850873,0.0522525294768468,0.206115274018997,-0.0868919891320043,-0.0905245830949847,-0.165202274511019,-0.413197692746961,-0.458221333374241,-0.394968800932926,-0.590273540172038,-0.350745560208002
"FAM177B",-0.354149236032167,0.107208339294385,0.252831279225941,0.105228736771446,0.223761098899934,-0.0519687072346859,-0.0256495228013567,0.13538620523851,0.0505042511892212,-0.169093101826023,-0.201448258129266,-0.415535808436862
"FAM183A",0.286865140347919,0.437177346032638,0.130731399120024,0.186131665881802,-0.103680156485159,-0.0118936309433977,-0.0604026830295867,-0.218017468724097,-0.144753694204469,-0.146456835752023,-0.144831788647771,-0.0428296207257091
"FAM189A2",0.187964692319025,0.863932769208873,0.162396429837166,0.334257919108619,-0.00547263347005803,-0.0856991112691473,-0.222791121028014,-0.463019472151097,-0.471323383290614,-0.442326781608669,-0.696061855182956,-0.419469556136156
"FAM216B",0.214268665360697,0.710513154423482,0.276666944918461,0.31483897524609,-0.0165087533763045,-0.0934166224698006,-0.147280409988179,-0.289295373379223,-0.306396011217144,-0.370789342870798,-0.424928482007464,-0.283255555928406
"FAM25A",0.38594685988264,-0.368210084182821,-0.12018992633014,-0.115081429928587,-0.188438577279139,0.104769437580451,0.237537014841661,0.246362838896267,0.200812287461512,0.351881313382499,0.632287638810767,0.546773340196548
"FAM26F",-0.000883681448909057,0.123982664206309,0.702731590533648,0.374774448981646,0.0786772512741725,0.0216818202814036,-0.012888228021353,0.263821320812352,0.0685822753429931,-0.00943947122361735,0.0137594637236371,0.0141909866794854
"FAM3B",-0.148869056910024,0.342299790213517,0.0873740096976629,0.0956393580150152,0.134859495458512,-0.0128301747181432,-0.184763230663805,-0.213069533544168,-0.22925646962131,-0.152950387618989,-0.330801095808687,-0.349299029748091
"FAM3D",0.25268075385503,0.244597467648945,0.0583092439659934,0.0701930876312886,-0.145354382773173,-0.030068645827692,-0.0607113098127923,-0.160599997107512,-0.0418469254286783,-0.0605108813538442,0.0415034892336522,0.0587785294355899
"FAM43B",0.0370899954367821,0.155330406877478,0.206555241044386,0.118116367695113,-0.00434882325455443,-0.0225155379169108,0.0480649432484147,0.368329164213478,-0.0487037574479393,-0.00190560072237581,0.00970283076776064,0.113126721326609
"FAM46B",0.467195348191777,0.688465797349994,0.0429284875930068,0.246144831379354,-0.121151045203002,-0.0604484072443394,-0.0734762828648092,-0.400745587409922,-0.416506009528485,-0.205162587860903,-0.39443379455552,-0.122332754897314
"FAM65B",0.0215359059933269,0.706158778179994,0.417278178123598,0.337646359654075,0.111383051640177,-0.098086571344702,-0.209347123515046,-0.240506166476046,-0.266885060080227,-0.40898139874654,-0.565547086410817,-0.395673998409876
"FAM69B",-0.215070463353234,0.394306343580351,0.0948919320489388,0.123132658845851,0.113155039541581,-0.0175572051746095,-0.138130202851181,-0.18983780873812,-0.161987310517235,-0.220526476704399,-0.410289741814018,-0.291166206049373
"FAM81B",0.0511933653590979,0.649910886845242,0.203662017368241,0.314221314323265,0.117569310588579,-0.0962553391411155,-0.139065529927623,-0.275654428718929,-0.273363901437411,-0.397003820374428,-0.489588987428337,-0.441502259925033
"FAM83A",-0.260410499072308,-0.596468110172144,-0.0645944456961886,-0.163483758103199,0.282621628369557,0.0118657887389169,0.214508339214231,0.498857487394312,0.419647570979352,0.218104318587628,0.439658733899304,-0.00733772510959092
"FAM83C",0.432315492566695,-0.467417938884845,-0.175516764475206,-0.255099058158092,-0.34428517337888,0.119257894095885,0.143238536429094,0.213211897471848,0.257418464994269,0.457587522424216,0.781346991786509,0.755564215818734
"FAM83D",0.0426805389413127,-0.7198172797639,-0.0944167005334337,-0.277719908186981,-0.168992707634432,0.129526247187593,0.192098894168983,0.511299427796614,0.520507462884273,0.534585738897308,0.818960774568554,0.641488047363061
"FAM84A",0.302338695350792,-0.330602036563277,-0.153249764384247,-0.262088455547623,-0.368168213923071,0.0810574434025127,0.0204126525817143,0.1842936514811,0.247998044875891,0.339554602562101,0.595549092284674,0.610329739067469
"FAM84B",-0.244867818313206,0.186409797897909,0.00881572300524618,0.118223710721702,0.281634367569862,-0.0889991421211566,-0.0780898125990721,-0.0230493862321796,-0.0781253169678471,-0.193028960033217,-0.266631379812143,-0.41003988351088
"FAM92B",0.223368303516268,0.637317804929547,0.358182488282698,0.293933933040804,-0.0467883596344824,-0.0594547879102986,-0.113066339054277,-0.200564902211213,-0.224841835660124,-0.286442550853457,-0.32855386410137,-0.202674219792168
"FAM9A",-0.0587339146474218,-0.137143636523277,-0.0887652720335596,-0.116518024088111,-0.0653004906013578,0.0277219109482961,0.0235970025646038,0.0504398639411615,0.0821568851196468,0.158539764390436,0.110064566012374,0.130769332213353
"FAM9B",-0.191586114832712,0.00814288037302123,0.0498237902817727,0.00401573658606456,0.0584153154093231,0.0444832418459317,0.0684399468757385,0.00168816906532475,0.0583866850829102,0.0546071701751019,-0.121656714282048,-0.159028530676873
"FAM9C",-0.0718731926419282,0.0742323314666762,-0.00746381410398888,0.0406347325814275,0.0506598028293114,0.0450612071933689,0.0162078307557591,-0.0135966410495136,-0.00639379897558766,0.0783850466964167,-0.0729997311292606,-0.00427803636354109
