i_doc,doc,Topic 1,Topic 2,Topic 3,Topic 4,Topic 5,Topic 6,Topic 7,Topic 8,Topic 9,Topic 10,Topic 11,Topic 12,Topic 13,Topic 14,Topic 15,Topic 16,Topic 17,Topic 18,Topic 19,Topic 20,Topic 21,Topic 22,Topic 23,Topic 24,Topic 25,Topic 26,Topic 27,Topic 28,Topic 29,Topic 30,Topic 31,Topic 32,Topic 33,Topic 34,Topic 35,Topic 36,Topic 37,Topic 38,Topic 39,Topic 40,Topic 41,Topic 42,Topic 43,Topic 44,Topic 45,Topic 46,Topic 47,Topic 48,Topic 49,Topic 50,Topic 51,Topic 52,Topic 53,Topic 54,Topic 55,Topic 56,Topic 57,Topic 58,Topic 59,Topic 60,Topic 61,Topic 62,Topic 63,Topic 64,Topic 65,Topic 66,Topic 67,Topic 68,Topic 69,Topic 70,Topic 71,Topic 72,Topic 73,Topic 74,Topic 75,Topic 76,Topic 77,Topic 78,Topic 79,Topic 80,Topic 81,Topic 82,Topic 83,Topic 84,Topic 85,Topic 86,Topic 87,Topic 88,Topic 89,Topic 90,Topic 91,Topic 92,Topic 93,Topic 94,Topic 95,Topic 96,Topic 97,Topic 98,Topic 99,Topic 100,Topic 101,Topic 102,Topic 103,Topic 104,Topic 105,Topic 106,Topic 107,Topic 108,Topic 109,Topic 110
121,c22879b5-4183-4c3c-804b-f6cef1df617e.FPKM.txt.gz,0.006522019888931939,0.010654784967067028,0.0005504203489480514,0.0008456178545291292,0.0005504203489480514,0.00032287227172930386,0.0017588851374205888,0.0030565241723707437,0.0036376942614834906,0.00014759875279053892,0.0057379015147322006,0.0018665092279970235,0.0001014741425434955,0.005553403073744027,0.0017896348775852844,2.1524818115286927e-05,0.00426806393485975,0.001266889294785459,0.0010793158797808159,0.00034132211582812126,0.0025645283297356138,6.1499480329391215e-06,0.001223839658554885,0.00419733953248095,0.000329022219762243,0.050014452377877404,0.0001014741425434955,0.0003843717520586951,0.00022139812918580838,0.0010823908537972854,0.0024384543950603616,5.2274558279982534e-05,0.0006057698812445035,0.004495612012078498,6.457445434586077e-05,0.008367004298813674,6.457445434586077e-05,3.0749740164695607e-06,6.1499480329391215e-06,0.0001414488047575998,0.00412969010411862,1.8449844098817365e-05,0.0,0.0010946907498631637,5.5349532296452096e-05,0.007081665159929399,0.0003689968819763473,0.00014452377877406935,2.7674766148226048e-05,0.005584152813908723,6.1499480329391215e-06,0.0004366463103386776,0.00011377403860937375,9.224922049408683e-06,3.0749740164695607e-06,6.149948032939121e-05,9.224922049408683e-06,0.0002429229473010953,0.00013837383074113025,3.0749740164695607e-06,3.689968819763473e-05,3.689968819763473e-05,8.302429844467815e-05,0.00018757341500464321,0.0005381204528821732,0.0007656685301009207,3.0749740164695606e-05,3.0749740164695607e-06,0.0,3.689968819763473e-05,0.004440262479782046,3.0749740164695607e-06,0.00023677299926815618,0.0035577449370552817,3.382471418116517e-05,9.224922049408683e-06,6.764942836233034e-05,9.839916852702594e-05,6.1499480329391215e-06,0.0002982724795975474,3.0749740164695606e-05,3.997466221410429e-05,9.224922049408683e-06,0.0026936772384273354,1.2299896065878243e-05,2.4599792131756486e-05,0.0,0.0,3.0749740164695607e-06,0.00010762409057643463,6.1499480329391215e-06,0.0016420361247947454,0.0,0.0002121732071363997,0.0001967983370540519,2.1524818115286927e-05,1.8449844098817365e-05,0.0001414488047575998,0.0,0.0,0.0,6.1499480329391215e-06,5.2274558279982534e-05,0.0,6.457445434586077e-05,6.149948032939121e-05,3.997466221410429e-05,0.837915044617873,0.0001660485968893563,9.839916852702594e-05
122,ecefab08-36f5-4a49-9e4d-9e6def0d747e.FPKM.txt.gz,0.03950775131852326,0.06597410899792233,0.003420169410260508,0.02474029087422087,0.0006073198018219595,0.0009908902029726707,0.012689787438069363,0.009141761227425283,0.026562250279686752,0.0027808854083426564,0.07805657663416973,0.00984497362953492,0.0002876778008630334,0.0773214000319642,0.047626658142879974,0.000159821000479463,0.022215119066645358,0.02186351286559054,0.005689627617068883,0.06495125459485376,0.017292632251877896,0.0,0.047786479143359435,0.04462202333386607,0.006616589419849769,0.0006712482020137446,0.0002237494006712482,0.001758031005274093,0.0013105322039315965,0.009557295828671887,0.03906025251718076,0.000479463001438389,0.003452133610356401,0.03308294709924884,0.0003516062010548186,0.04938468914815407,0.0002876778008630334,3.19642000958926e-05,9.58926002876778e-05,0.0002557136007671408,0.004155346012466038,0.0001278568003835704,0.0,0.0022055298066165894,0.000159821000479463,0.10739971232219914,0.000958926002876778,0.0004474988013424964,0.0011826754035480262,0.023078152469234458,0.0,0.00885408342656225,0.0001278568003835704,6.39284001917852e-05,3.19642000958926e-05,0.003420169410260508,0.0003835704011507112,0.002077673006233019,0.0022055298066165894,0.001214639603643919,0.0002876778008630334,0.0005433914016301742,0.0,0.002397315007191945,0.015310851845932555,0.0023014224069042672,0.0003516062010548186,0.0,0.0,3.19642000958926e-05,0.001917852005753556,0.0,0.000799105002397315,0.0037717756113153267,0.0029087422087262266,6.39284001917852e-05,0.0003835704011507112,0.002653028607959086,0.0,0.004251238612753716,3.19642000958926e-05,0.000319642000958926,0.0003835704011507112,0.00246124340738373,0.0,0.0,0.0,0.0,0.0008630334025891002,0.0002876778008630334,0.0005753556017260668,0.0002557136007671408,0.0001917852005753556,0.0014703532044110597,0.000479463001438389,0.0,0.003579990410739971,0.0007671408023014224,0.0,0.0001917852005753556,6.39284001917852e-05,0.0,0.002237494006712482,0.0,6.39284001917852e-05,0.0002557136007671408,0.0010548186031644558,0.0003516062010548186,0.017132811251398435,0.000159821000479463
123,754aad86-ccb1-4716-84fc-abe77e4b3e2d.FPKM.txt.gz,0.050338263960554984,0.07304208233000803,0.0035259717922256624,0.028093108588464626,0.010033253067308795,0.003898635477582846,0.04715628941635133,0.019837174635936247,0.046496961357642475,0.004185299850934526,0.04173833276000459,0.014591216603600505,0.0008313266827198716,0.057963536291709666,0.021413828689370484,0.0013473225547528953,0.04188166494668043,0.010549248939341819,0.016511867905056758,0.007997936016511867,0.02502579979360165,0.00014333218667583994,0.013788556358215801,0.04024767801857585,0.0009459924320605435,0.0002006650613461759,0.0015766540534342393,0.0016053204907694072,0.00028666437335167987,0.00911592707258342,0.019321178763903223,0.00045866299736268775,0.0006593280587088637,0.029813094828574704,0.0005733287467033597,0.03672170622635019,8.599931200550395e-05,0.002350647861483775,0.0001719986240110079,0.0009459924320605435,0.012756564614149753,0.00025799793601651185,0.0,0.01608187134502924,0.00025799793601651185,0.11131177617245729,0.004586629973626878,0.0002006650613461759,0.00011466574934067194,0.016311202843710584,0.0011753239307418875,0.0025799793601651187,0.00031533081068684784,0.00011466574934067194,0.00011466574934067194,0.001777319114780415,0.0004299965600275198,0.002264648549478271,0.007481940144478844,0.00022933149868134388,0.00014333218667583994,0.00025799793601651185,0.0,0.0001719986240110079,0.005933952528379773,0.0031819745442036463,0.00025799793601651185,0.0,0.0,0.014877880976952184,0.009603256507281275,0.0,0.0010893246187363835,0.0053032909070060774,0.0005446623093681918,0.0003439972480220158,0.00014333218667583994,0.001949317738791423,0.0003439972480220158,0.0054466230936819175,0.0015479876160990713,0.0008313266827198716,2.8666437335167985e-05,0.015250544662309368,0.0,0.0005446623093681918,0.0,0.0,0.0,0.02135649581470015,0.0003439972480220158,0.00768260520582502,2.8666437335167985e-05,0.002035317050796927,0.004443297786951038,2.8666437335167985e-05,0.00014333218667583994,0.0007453273707143676,0.0,0.0010893246187363835,5.733287467033597e-05,0.0,2.8666437335167985e-05,0.0,0.0026946451095057906,0.0005159958720330237,0.0011179910560715515,0.00028666437335167987,0.025742460726980852,2.8666437335167985e-05
124,6b59b355-7581-426d-98c1-36e132a77c4e.FPKM.txt.gz,0.10452864904271754,0.037510197705299335,0.002013504365485758,0.006144659873982399,8.678898127093785e-05,0.2031556473590113,0.1250976376039298,0.0042873756747843295,0.07665202825849231,0.0016663484404020065,0.014042457169637743,0.002256513513044384,0.013174567356928365,0.02249570394542709,0.04533856381593793,0.0009026054052177536,0.006665393761608026,0.0071861276492336534,0.004322091267292705,0.0062835222440159,0.01114370519518842,0.0006943118501675028,0.0011803301452847545,0.04112061932617035,0.003419485862074951,0.00010414677752512541,0.0005033760913714395,0.021315373800142333,1.7357796254187568e-05,0.026227630140077417,0.03502803284095051,0.0013365503115724427,0.00041658711010050163,0.016021245942615125,0.00010414677752512541,0.020239190432382703,0.02539445591987641,0.0005033760913714395,1.7357796254187568e-05,0.0005901650726423773,0.0010241099789970666,0.00012150457377931298,0.00015622016628768812,0.008366457794518408,0.016889135755324504,0.03395184947319088,8.678898127093785e-05,0.0006075228688965649,0.0007463852389300654,0.0015622016628768812,3.4715592508375136e-05,0.0017010640329103816,0.0009546787939803162,0.0007463852389300654,0.00029508253632118864,0.0003992293138463141,0.0001735779625418757,0.0007984586276926282,0.0011108989602680044,1.7357796254187568e-05,5.2073388762562704e-05,0.0001735779625418757,1.7357796254187568e-05,0.0007984586276926282,0.002534238253111385,0.002655742826890698,1.7357796254187568e-05,1.7357796254187568e-05,0.00036451372133793894,6.943118501675027e-05,0.004322091267292705,3.4715592508375136e-05,5.2073388762562704e-05,0.004773393969901582,1.7357796254187568e-05,0.00013886237003350054,0.0002777247400670011,0.0003471559250837514,1.7357796254187568e-05,0.0003297981288295638,0.00064223846140494,0.00020829355505025082,0.0032285501032788878,0.0018225686066896947,0.0,0.0,1.7357796254187568e-05,0.0,0.0005554494801340022,0.0052420544687646455,1.7357796254187568e-05,0.00019093575879606324,0.00019093575879606324,0.0,0.0,3.4715592508375136e-05,0.001735779625418757,0.0032285501032788878,0.0,5.2073388762562704e-05,0.0001735779625418757,0.0,0.0,0.0,0.00012150457377931298,0.0005033760913714395,0.00456510041485133,8.678898127093785e-05,0.001371265904080818,6.943118501675027e-05
125,abd58426-924c-47c2-99f3-102e93a3d341.FPKM.txt.gz,0.038660652787344194,0.05521363343479903,0.0030439709378541117,0.031128491123602994,0.0018441575754882574,0.0008665318728197836,0.014886573199724487,0.011242695580687448,0.05403603883840292,0.0074432865998622436,0.05092541160263959,0.014819916901815272,0.003888284044704157,0.05479147688137401,0.040238185171195595,0.0012442508943053302,0.02050792099006821,0.01066500766547426,0.018508232052791788,0.0067322860888306265,0.08636434332437176,0.00015553136178816628,0.01099828915502033,0.09716266358566446,0.002755126980247517,0.0006221254471526651,0.001644188681760615,0.008354256004621504,0.00046659408536449886,0.014153353922723133,0.027373519674717267,0.0003332814895460706,0.0012886884262448065,0.019752482947097118,0.000511031617303975,0.04101584198013642,0.0023996267247317084,0.000511031617303975,8.887506387895217e-05,0.00795431821716622,0.004021596640522585,0.00017775012775790434,0.00015553136178816628,0.002621814384429089,0.004510409491856823,0.0826538094074255,0.002332970426822494,0.0003332814895460706,0.000555469149243451,0.017641700179972006,2.2218765969738042e-05,0.002821783278156731,0.00102206323460795,0.00046659408536449886,0.00031106272357633256,0.0003332814895460706,0.0008443131068500456,0.004332659364098918,0.0030217521718843734,0.00215522029906459,0.000533250383273713,0.0009331881707289977,6.665629790921412e-05,0.0017108449796698292,0.007509942897771457,0.004710378385584465,0.0011553758304263782,2.2218765969738042e-05,0.0,0.001110938298486902,0.03039527184660164,0.0,0.0014442197880329727,0.005999066811829271,0.0017330637456395672,4.4437531939476084e-05,0.0006443442131224032,0.004799253449463417,0.00028884395760659455,0.00113315706445664,0.0002221876596973804,0.0003332814895460706,0.0032217210656120157,0.004821472215433155,0.0,0.000555469149243451,2.2218765969738042e-05,0.0,0.0,0.0012664696602750682,0.000555469149243451,0.0019552514053369475,2.2218765969738042e-05,0.0004443753193947608,0.0023996267247317084,8.887506387895217e-05,0.0002666251916368565,0.0019996889372764235,0.0,0.0004443753193947608,0.00019996889372764237,0.00019996889372764237,0.0035327837891883486,4.4437531939476084e-05,0.00102206323460795,0.008354256004621504,0.0021107827671251137,0.00215522029906459,0.004577065789766036,2.2218765969738042e-05
126,b033c85a-2395-4ced-a84d-ac1fbce674bf.FPKM.txt.gz,0.02705909495402261,0.07830987772321281,0.006723575360073827,0.031574437230150625,0.000527339243927359,0.0016808938400184568,0.011733298177383738,0.005009722817309911,0.024719027059094956,0.014732540127220592,0.05411818990804522,0.009821693418147062,0.004152796545927952,0.11149929138789097,0.02785010381991365,0.00039550443294551925,0.011832174285620119,0.01720444283313009,0.023005174516331037,0.0040868791404370325,0.008832932335783264,0.00013183481098183976,0.1021060611054349,0.02653175571009525,0.01598497083154807,0.001054678487854718,0.0008239675686364985,0.001087637190600178,0.0004943805411818991,0.05500807488217264,0.0558650011535546,0.00023071091921821957,0.0003295870274545994,0.018753501862166705,0.004515342276128011,0.039847071619261064,0.0,0.00019775221647275963,0.0,0.000527339243927359,0.0014172242180547773,0.0003625457302000593,0.00046142183843643915,0.0005932566494182789,0.0025707788141458754,0.10157872186150753,0.003658416004746053,0.00019775221647275963,0.0028014897333640946,0.006987244982037507,0.0007910088658910385,0.004218713951418872,0.00046142183843643915,0.0,0.00019775221647275963,0.00023071091921821957,0.0,0.004020961734946113,0.0053393098447645105,0.00013183481098183976,0.0007580501631455786,0.0005932566494182789,0.0,0.0007580501631455786,0.0323324873932962,0.0010217197851092581,0.00029662832470913947,0.0,0.0003625457302000593,0.0,0.0005932566494182789,0.0,0.001153554596091098,0.0028014897333640946,6.591740549091988e-05,0.00013183481098183976,0.0003295870274545994,0.0007580501631455786,0.00039550443294551925,0.0005932566494182789,6.591740549091988e-05,0.00019775221647275963,6.591740549091988e-05,0.0003625457302000593,0.0,0.0001647935137272997,0.0,0.0009887610823637982,0.00013183481098183976,9.887610823637981e-05,0.0012853894070729377,0.0,0.0,0.0,0.008404469200092284,0.0,0.000560297946672819,0.00029662832470913947,0.0003295870274545994,0.0004284631356909792,6.591740549091988e-05,0.0,0.00019775221647275963,0.0014831416235456972,0.0002636696219636795,0.0007250914604001186,3.295870274545994e-05,0.0005932566494182789,0.005932566494182789,0.0
127,4d8ca8d3-eec4-4dee-9805-4a84fa1f1716.FPKM.txt.gz,0.033256224090149104,0.04713588786331051,0.004282998557064657,0.015574540207507844,0.002359084766725453,0.002175854881931243,0.01962850140857974,0.013925471244359956,0.0349969079956941,0.002725544536313873,0.07839948695632258,0.016536497102677447,0.0016490689631478894,0.05402991227869265,0.04621973843933946,0.0005038821831840774,0.025331531572799524,0.012848995671193972,0.017338127848652116,0.004970110625042944,0.024575708298023406,6.871120679782873e-05,0.012116076132017132,0.07010833466938457,0.0029774856279059115,0.0008245344815739447,0.0002748448271913149,0.004351709763862486,0.0008703419527724972,0.010947985616454044,0.02010947985616454,0.0006184008611804585,0.0002519410915920387,0.018803966927005793,0.00045807471198552484,0.043036119191040056,0.0009161494239710497,2.2903735599276242e-05,4.5807471198552484e-05,0.0030691005703030166,0.002565218387118939,0.0002519410915920387,4.5807471198552484e-05,0.0052449554522342595,0.0009161494239710497,0.11726712626829436,0.011406060328439568,0.00034355603398914365,0.0005038821831840774,0.014498064634341862,0.00011451867799638121,0.0054968965438262985,0.00018322988479420993,0.00018322988479420993,0.00011451867799638121,0.0008703419527724972,0.001511646549552232,0.002840063214310254,0.005817548842216165,0.0005725933899819061,0.00041226724078697235,0.00018322988479420993,0.0,0.0017864913767435468,0.012459632166006276,0.005222051716634983,0.0006871120679782873,0.0,2.2903735599276242e-05,0.0007329195391768397,0.0475252513684982,0.0,0.0013513204003572984,0.0060007787270103755,0.00013742241359565745,9.161494239710497e-05,0.0005496896543826298,0.0038020201094798563,0.00029774856279059117,0.015872288770298434,0.0005267859187833535,0.0010306681019674308,0.0020384324683355853,0.007329195391768397,0.0,0.000755823274776116,0.00013742241359565745,0.0,0.0,0.0030003893635051878,0.0007787270103753923,0.00038936350518769614,4.5807471198552484e-05,0.0012826091935594695,0.005015918096241497,0.00013742241359565745,0.00013742241359565745,0.0020613362039348616,0.0,2.2903735599276242e-05,0.00013742241359565745,2.2903735599276242e-05,0.0013971278715558507,0.0001603261491949337,0.00359588648908637,0.002473603444721834,0.0013971278715558507,0.00013742241359565745,0.04970110625042944,6.871120679782873e-05
128,4ce949d4-55e1-4e4b-a6d3-d2910ae3b448.FPKM.txt.gz,0.02092492810155036,0.02047866186241777,0.0031569204323824004,0.031172523222372815,6.611351690853195e-05,0.002396614987934283,0.006710521966215993,0.0019834055072559583,0.019420845591881262,0.00447919077055304,0.05565105285775677,0.0016032527850318998,0.003718885326104922,0.07234471587716108,0.03937059931903077,0.0016693663019404317,0.008644342335790553,0.01128888301213183,0.007685696340616839,0.002611483917887012,0.03466001123929788,0.0004793229975868566,0.025354533734422,0.0714521833988959,0.008892268024197547,0.0005784932729496545,0.0011900433043535751,0.0012231000628078411,0.0010412878913093782,0.013073947968662193,0.048874417374632245,0.0005289081352682556,0.00031403920531552674,0.010710389739182176,9.917027536279793e-05,0.10460811212852468,0.0045122475290073055,6.611351690853195e-05,0.0005289081352682556,0.004181679944464646,0.0010412878913093782,0.0030412217777924695,0.0016032527850318998,0.0004793229975868566,0.0069088625169415885,0.09310436018644012,0.00028098244686126076,0.0002644540676341278,0.0016858946811675647,0.008115434200522296,0.0,0.0016032527850318998,0.00019834055072559585,0.0021817460579815545,0.0016693663019404317,9.917027536279793e-05,1.6528379227132988e-05,0.0018842352318931607,0.006925390896168722,0.0007437770652209845,0.0002644540676341278,0.010578162705365112,0.0010247595120822452,0.0013883838550791709,0.015354864302006546,0.0007107203067667184,0.00021486892995272884,0.0,4.958513768139896e-05,0.0,0.02821394334071601,0.0,0.0008594757198109154,0.001289213579716373,6.611351690853195e-05,4.958513768139896e-05,0.019007636111202937,0.0008429473405837823,0.0005454365144953886,0.011586393838220225,0.0011900433043535751,0.004892400251231365,0.00018181217149846286,0.0008594757198109154,0.0,0.0,0.00033056758454265975,8.264189613566494e-05,0.004462662391325907,0.0003801527222240587,0.0010743446497636442,6.611351690853195e-05,0.00011569865458993091,1.6528379227132988e-05,8.264189613566494e-05,9.917027536279793e-05,0.023437241744074577,0.0007933622029023834,0.0,0.001305741958943506,8.264189613566494e-05,0.0004297378599054577,0.0,0.024941324253743676,0.0034709596376979275,0.0033552609831079966,0.0034709596376979275,8.264189613566494e-05,0.02689167300254537,0.026263594591914317
129,64262505-9f17-4989-94c9-fc6db56ca676.FPKM.txt.gz,0.04262551412352561,0.09969747442129236,0.006220469764437948,0.0244399877630103,0.007206227268092049,0.001189707331996329,0.01522825384955301,0.023624188449641387,0.021686665080390223,0.0016995819028518984,0.05108943199972807,0.02321628879295693,0.0008837825894829872,0.0745776538971413,0.032190081240014955,0.0009177742275400251,0.033345796933954244,0.01403854651755668,0.013800605051157416,0.015534178592066352,0.02624154458003331,0.0,0.03232604779224311,0.03932832523199293,0.0025833644923348854,0.0015636153506237466,0.0018695400931370884,0.002243448111764506,0.0001019749141711139,0.009075767361229137,0.019103300588055337,0.00047588293279853157,0.001019749141711139,0.03698290220605731,0.0007818076753118733,0.01791359325605901,6.798327611407594e-05,3.399163805703797e-05,6.798327611407594e-05,0.0007818076753118733,0.0046228627757571635,0.0003399163805703797,3.399163805703797e-05,0.003127230701247493,0.0007138243991977974,0.08997586593697951,0.0018015568170230123,0.0004078996566844556,0.00016995819028518984,0.031034365546075665,0.0,0.0036710969101601005,0.0019715150073082023,0.00013596655222815188,0.0,0.0025153812162208096,0.0003059247425133417,0.006390427954723138,0.0023114313878785818,0.00016995819028518984,0.0003399163805703797,0.0004078996566844556,3.399163805703797e-05,0.003025255787076379,0.02379414663992658,0.0036710969101601005,0.0001019749141711139,3.399163805703797e-05,0.0,0.0004418912947414936,0.006560386145008328,0.0,0.00027193310445630377,0.07651517726639247,0.0003399163805703797,0.00016995819028518984,0.0002039498283422278,0.002243448111764506,0.00013596655222815188,0.0008837825894829872,0.0,0.00037390801862741764,0.0,0.009381692103742479,6.798327611407594e-05,3.399163805703797e-05,0.0,0.0,0.00023794146639926578,0.0014276487983955948,0.0004078996566844556,0.013732621775043339,0.00013596655222815188,0.00027193310445630377,0.002073489921479316,3.399163805703797e-05,0.001053740779768177,0.0002039498283422278,0.0,6.798327611407594e-05,6.798327611407594e-05,3.399163805703797e-05,0.0003059247425133417,0.0,0.0018695400931370884,0.00023794146639926578,0.0014276487983955948,0.00047588293279853157,0.0013596655222815187,6.798327611407594e-05
130,c0838214-75ee-4668-85fe-4247b8e5ea1c.FPKM.txt.gz,0.04625390711331418,0.026347362106526065,0.0025573832601900673,0.016859785937549332,0.00017364948063018976,0.002967827487134152,0.017885896504909543,0.0030309727528178574,0.037824014144539515,0.0026521011587156253,0.04053926056893884,0.0026205285258737725,0.0012313326808322546,0.040839200580936444,0.03562971616203075,0.007545859249202791,0.012534335238215516,0.013955103716098885,0.007009124490891296,0.026221071575158652,0.03873962049695324,4.735894926277902e-05,0.007687936096991128,0.08262558014712847,0.005272629684589398,0.00023679474631389512,0.005983013923531083,0.002131152716825056,0.00064723897325798,0.01600732485081931,0.04461213020553784,0.0008998200359928015,0.0003946579105231585,0.012992138414422379,6.314526568370536e-05,0.04810090613456256,9.471789852555804e-05,0.00011050421494648438,0.0001578631642092634,0.00044201685978593753,0.0014997000599880025,0.0008998200359928015,0.00047358949262779024,0.0011997600479904018,0.00037887159410223217,0.07106999652701039,0.0003472989612603795,0.0005998800239952009,0.0005840937075742746,0.005067407571117355,0.0,0.025621191551163453,0.0076405771477283495,0.00022100842989296877,0.001436554794304297,0.00064723897325798,0.00028415369557667416,0.007561645565623718,0.03514034035298204,0.0003472989612603795,0.0002683673791557478,0.002541596943769141,0.025273892589903073,0.0003946579105231585,0.012992138414422379,0.0032204085498689734,0.0002683673791557478,3.157263284185268e-05,0.00014207684778833708,3.157263284185268e-05,0.0091087045748745,0.0,0.0018627853376693081,0.001483913743567076,0.000789315821046317,0.0002683673791557478,0.004009724370915291,0.000741956871783538,1.578631642092634e-05,0.006993338174470369,0.004467527547122155,0.0059514412906892305,0.0001578631642092634,0.0012786916300950336,0.0,1.578631642092634e-05,4.735894926277902e-05,4.735894926277902e-05,0.012455403656110883,0.0005367347583114956,0.00018943579705111609,0.00022100842989296877,1.578631642092634e-05,0.0006156663404161273,0.0010261105673602122,0.0003946579105231585,0.038187099422220816,0.0012313326808322546,0.008303602437407255,0.0003157263284185268,0.00025258106273482145,0.0004578031762068639,0.0013102642629368862,0.004199160167966407,0.00023679474631389512,0.0011839737315694756,0.00042623054336501123,0.0001578631642092634,0.05995642976667824,0.012976352098001452
131,7403bf3f-1678-4b86-b094-c87c993e583f.FPKM.txt.gz,0.07479818365287588,0.07010595358224016,0.0024217961654894047,0.005524722502522704,0.0005045408678102926,0.022149344096871845,0.09023713420787084,0.009384460141271443,0.06041876892028254,0.007492431886982846,0.018768920282542886,0.006710393541876892,0.013874873864783047,0.05408678102926337,0.03191220988900101,0.0009334006054490414,0.012386478304742684,0.020433905146316853,0.0038849646821392534,0.002270433905146317,0.010822401614530778,0.0004540867810292634,0.0060040363269424826,0.024091826437941475,0.0018668012108980828,0.0016902119071644803,0.001160443995963673,0.014101917255297679,0.00037840565085771945,0.02565590312815338,0.030247225025227042,0.0020181634712411706,0.00010090817356205853,0.01889505549949546,0.0005549949545913218,0.011957618567103935,0.0002522704339051463,0.0007568113017154389,5.0454086781029264e-05,0.002245206861755802,0.0051210898082744705,0.0002774974772956609,0.0001513622603430878,0.005978809283551967,0.014455095862764883,0.10146316851664985,0.0009838546922300707,0.0004288597376387487,0.00037840565085771945,0.0044147325933400604,5.0454086781029264e-05,0.002119071644803229,0.0002270433905146317,0.00012613521695257316,2.5227043390514632e-05,0.0001513622603430878,0.0001513622603430878,0.0019424823410696267,0.003985872855701312,2.5227043390514632e-05,0.0002270433905146317,0.0009334006054490414,0.0009081735620585267,0.0008324924318869829,0.007719475277497477,0.004389505549949546,0.0,2.5227043390514632e-05,0.0,0.00017658930373360242,0.020408678102926337,0.0,0.0001513622603430878,0.005272452068617558,5.0454086781029264e-05,0.0004540867810292634,0.003960645812310797,0.0004288597376387487,7.56811301715439e-05,0.03403128153380424,0.0006559031281533804,0.0004540867810292634,0.00012613521695257316,0.0035317860746720484,0.0,7.56811301715439e-05,0.0004036326942482341,5.0454086781029264e-05,2.5227043390514632e-05,0.00784561049445005,5.0454086781029264e-05,0.0002270433905146317,5.0454086781029264e-05,0.0040615539858728554,0.0003027245206861756,0.006584258324924319,0.0002270433905146317,0.0011352169525731585,0.0002774974772956609,0.00020181634712411706,0.0007820383451059536,0.0,0.005600403632694248,5.0454086781029264e-05,0.0020433905146316853,0.0041624621594349145,0.010822401614530778,0.0002270433905146317,0.06586781029263371,5.0454086781029264e-05
132,a32c6a56-997e-46b6-8da9-fcfe24aafc08.FPKM.txt.gz,0.030261096605744126,0.07524804177545692,0.005143603133159269,0.038720626631853786,0.0009660574412532637,0.0008877284595300261,0.0054569190600522195,0.02287206266318538,0.020783289817232375,0.001671018276762402,0.07558746736292428,0.02112271540469974,0.0004177545691906005,0.05485639686684073,0.03885117493472585,0.0003394255874673629,0.02248041775456919,0.00762402088772846,0.02597911227154047,0.010156657963446475,0.046814621409921674,2.6109660574412533e-05,0.033968668407310706,0.11738903394255874,0.0030026109660574412,0.0006005221932114883,0.0010182767624020888,0.0009399477806788512,0.0004960835509138381,0.008041775456919061,0.02227154046997389,0.0004960835509138381,0.0013838120104438642,0.025221932114882505,0.003864229765013055,0.04070496083550914,5.2219321148825065e-05,0.0,0.0,0.0005483028720626632,0.0014099216710182767,7.83289817232376e-05,0.0,0.0009660574412532637,0.0001566579634464752,0.08751958224543081,0.003681462140992167,0.0002349869451697128,0.00018276762402088772,0.048407310704960835,5.2219321148825065e-05,0.0032114882506527414,0.0006005221932114883,5.2219321148825065e-05,0.00013054830287206266,0.00036553524804177544,5.2219321148825065e-05,0.006684073107049608,0.0039164490861618795,0.0002610966057441253,0.0003394255874673629,0.0001566579634464752,2.6109660574412533e-05,0.0024281984334203655,0.014046997389033943,0.0020626631853785903,0.0009921671018276762,0.0009660574412532637,0.0,2.6109660574412533e-05,0.011697127937336814,0.0,0.0006527415143603133,0.01485639686684073,0.00010443864229765013,7.83289817232376e-05,0.0001566579634464752,0.005535248041775457,0.0,0.00013054830287206266,0.00010443864229765013,0.0007310704960835509,5.2219321148825065e-05,0.0015926892950391645,0.0007310704960835509,7.83289817232376e-05,0.0,0.0,5.2219321148825065e-05,0.0002610966057441253,0.0026370757180156656,0.0020626631853785903,0.0002349869451697128,0.003838120104438642,0.0014360313315926892,0.0,0.0003133159268929504,0.0006266318537859008,0.0,0.0,7.83289817232376e-05,0.00036553524804177544,0.0002349869451697128,2.6109660574412533e-05,0.0017493472584856396,0.0003133159268929504,0.0006266318537859008,7.83289817232376e-05,0.0030548302872062663,0.0002349869451697128
