i_doc,doc,Topic 1,Topic 2,Topic 3,Topic 4,Topic 5,Topic 6,Topic 7,Topic 8,Topic 9,Topic 10,Topic 11,Topic 12,Topic 13,Topic 14,Topic 15,Topic 16,Topic 17,Topic 18,Topic 19,Topic 20,Topic 21,Topic 22,Topic 23,Topic 24,Topic 25,Topic 26,Topic 27,Topic 28,Topic 29,Topic 30,Topic 31,Topic 32,Topic 33,Topic 34,Topic 35
22,e6981360-42ea-402a-aead-f6f2b31ef30c.FPKM.txt.gz,0.4037280439718007,0.07370056159636755,0.1961285697215916,0.008459792089855419,0.06581431473294301,0.009965348309236469,0.00031067033098339106,0.0005735452264308759,0.013430517385589676,0.0,0.005090213884574023,0.00021507945991157843,0.0010276018640219859,0.04848846935117696,0.00021507945991157843,0.0023419763412594096,0.07162146015055562,0.0,0.00016728402437567213,0.00031067033098339106,0.08784801051499581,0.0015294539371490023,4.779543553590632e-05,0.0032261918986736765,0.0,0.0001911817421436253,0.0002628748954474848,0.0001194885888397658,2.389771776795316e-05,0.002533158083403035,0.0,0.0,4.779543553590632e-05,0.002533158083403035,4.779543553590632e-05
23,ad778372-ad13-4d11-ac15-900de7d9637a.FPKM.txt.gz,0.5663865546218487,0.04862086010874938,0.18299555116164112,0.00025704399406821553,0.012555610479485913,0.014157192288680178,0.0026099851705388036,0.0006524962926347009,0.0038161146811665843,0.0,0.0019377162629757784,0.0011270390509144834,0.004033613445378151,0.003954522985664854,0.007434503213049926,0.003717251606524963,0.11430548690064261,1.977261492832427e-05,0.00015818091942659417,1.977261492832427e-05,0.004172021749876421,0.011744933267424616,0.0,1.977261492832427e-05,0.0013445378151260505,0.00017795353435491845,3.954522985664854e-05,0.0006129510627780524,0.0,0.0,0.0,0.0,0.000949085516559565,0.0013643104300543748,0.010815620365793376
24,3067f41a-e3f1-47f5-9545-56d54fa75b98.FPKM.txt.gz,0.4652252416977122,0.046533951957580054,0.19708362855118505,0.004479692821063698,0.03944872351610175,0.017324526318195324,0.0003656892098827509,0.00034283363426507895,0.004685393001622746,2.2855575617671933e-05,0.003679747674445181,0.00031997805864740703,0.002674102347267616,0.02875231412703129,0.00011427787808835965,0.0009370786003245491,0.07201791877128426,2.2855575617671933e-05,4.5711151235343865e-05,9.142230247068773e-05,0.10330720179187713,0.003245491737709414,0.0,0.0009370786003245491,0.0,9.142230247068773e-05,0.0,0.0005485338148241264,0.002102712956825818,0.0018970127762667703,2.2855575617671933e-05,0.0005256782392064545,2.2855575617671933e-05,0.0031312138596210548,0.0
25,63b48baa-7826-4b1e-ae67-7cdbd36a4e92.FPKM.txt.gz,0.47624682158052417,0.020241182246167014,0.1738123410790262,0.004682661564411772,0.10070239923466176,0.009012864731502227,0.0003776339971299816,0.00027693159789531985,0.016162735077163214,0.0007300923944512978,0.006268724352357695,0.0001762291986606581,0.0007804435940686287,0.08149341658065003,5.0351199617330884e-05,5.0351199617330884e-05,0.0741673170363284,0.0009566727927292868,5.0351199617330884e-05,0.00010070239923466177,0.017497041867022483,0.0005286875959819743,0.0,0.0020895747841192316,0.0,5.0351199617330884e-05,0.0,0.005714861156567055,0.002920369577805191,0.002341330782205886,0.0,0.0,0.00226580398277989,0.00025175599808665444,0.0
26,720b9121-0bc4-4ff8-8a36-f146fea4da3c.FPKM.txt.gz,0.42588122779852444,0.039575553329082795,0.19783222515711812,0.00988250296019674,0.07748884233536751,0.006535203570452682,0.0003415611622187813,0.00027324892977502506,0.006239183896529738,4.554148829583751e-05,0.011339830585663539,0.002595864832862738,0.0014345568813188814,0.038277620912651425,4.554148829583751e-05,0.0010474542308042626,0.071750614810092,0.0,2.2770744147918755e-05,0.00018216595318335004,0.05346570725931323,0.0020721377174606065,0.00015939520903543127,0.011043810911740596,0.0,6.831223244375627e-05,0.0018899717642772566,0.0002960196739229438,0.0046452318061754256,0.027734766372165043,0.00013662446488751253,0.0003415611622187813,0.00015939520903543127,0.007172784406594407,2.2770744147918755e-05
27,2656413d-a5d2-4812-9ce9-a02c15ab04bd.FPKM.txt.gz,0.21350102669404517,0.021303901437371663,0.10701574264202601,0.0004277891854893908,0.01743668720054757,0.0016255989048596852,0.020225872689938397,0.5647501711156742,0.004380561259411362,0.0,0.0011122518822724162,3.4223134839151266e-05,0.0005304585900068446,0.0030971937029431896,0.0002737850787132101,0.000513347022587269,0.04272758384668036,6.844626967830253e-05,0.0,1.7111567419575633e-05,0.0,0.0002737850787132101,0.00034223134839151266,1.7111567419575633e-05,1.7111567419575633e-05,0.00011978097193702943,0.0,1.7111567419575633e-05,0.0,0.0,1.7111567419575633e-05,0.0,0.0,0.0,0.0001540041067761807
28,8e5a3c88-35f5-4620-86d7-53c014a2687b.FPKM.txt.gz,0.5038950715421303,0.03577106518282989,0.17310545839957606,0.00492845786963434,0.09215686274509804,0.012453630100688924,0.00013248542660307367,0.0011393746687864334,0.005193428722840488,0.0,0.0018018018018018018,0.001695813460519343,0.0023317435082140965,0.024006359300476947,0.0,0.000397456279809221,0.12498675145733969,2.6497085320614733e-05,0.0003179650238473768,0.0001589825119236884,0.008187599364069952,0.0008214096449390567,2.6497085320614733e-05,0.0004769475357710652,2.6497085320614733e-05,0.0002384737678855326,0.0,0.0007154213036565977,0.0034181240063593005,0.0006359300476947536,0.0,0.0,0.0,0.0009273979862215156,2.6497085320614733e-05
29,915d5363-e343-4154-86cb-dbef1a586192.FPKM.txt.gz,0.5272692721859759,0.028726167099512256,0.2116931652625578,0.00017419395705327168,0.005384176854373852,0.0033413568125673023,0.0032463419269018814,0.0029771330841831885,0.003848102869449547,0.0,0.003974789383670108,0.0006017609425476658,0.0002692088427186926,0.003198834484069171,0.022312662317096346,0.003563058212453284,0.10366124026097422,1.5835814277570152e-05,0.00014252232849813138,0.0,0.0007759548996009375,0.05976436308354976,0.00017419395705327168,3.1671628555140305e-05,0.0003958953569392538,7.917907138785076e-05,1.5835814277570152e-05,0.002707924241464496,0.0,0.0,0.0,1.5835814277570152e-05,0.011021726737188826,0.0004592386140495344,0.00015835814277570152
30,7c4cee3c-a8d6-4016-84e3-106d18d1c2e8.FPKM.txt.gz,0.4528623629719854,0.05785627283800244,0.18555420219244823,0.0033861144945188794,0.03802679658952497,0.006309378806333739,0.001266747868453106,0.000438489646772229,0.00535931790499391,7.30816077953715e-05,0.0027527405602923265,0.0013885505481120585,0.008721071863580999,0.023922046285018272,0.0016321559074299634,0.002630937880633374,0.12053593179049939,0.0003166869671132765,2.43605359317905e-05,0.0006577344701583435,0.019610231425091353,0.01322777101096224,0.000146163215590743,0.0013398294762484776,9.7442143727162e-05,7.30816077953715e-05,0.000389768574908648,0.0033373934226552985,0.02058465286236297,0.00535931790499391,0.0002679658952496955,0.009890377588306942,4.8721071863581e-05,0.011449451887941534,0.0004628501827040195
31,3ab61b3d-13bd-4fca-ac15-f70acbce447c.FPKM.txt.gz,0.4431964935623997,0.051148593120181586,0.13747896528783313,0.00013697021876100653,0.010938050326771807,0.01379485774664423,0.004206942433373772,0.00033264195984815875,0.0036003600360036,0.0,0.0038743004735256135,0.00487222635307009,0.009118303134661292,0.00487222635307009,0.001428403709936211,0.007748600947051227,0.08699565608734787,0.0,0.001428403709936211,3.913434821743044e-05,0.2097992407936446,0.001252299142957774,9.78358705435761e-05,0.0,1.956717410871522e-05,0.00023480608930458264,0.00017610456697843697,0.001526239580479787,0.0,0.0,0.0,0.0,0.001526239580479787,0.00015653739286972175,0.0
32,2d3e6de2-dc7c-4078-8d1c-aecac52b4a44.FPKM.txt.gz,0.4387275525910723,0.2068547973319651,0.19185223191380196,0.00043099025141098,0.02241149307337096,0.007839917906618778,0.002483324781939456,0.0003283735248845562,0.0025243714725500257,2.0523345305284762e-05,0.013340174448435094,0.0007183170856849666,0.001970241149307337,0.019189327860441252,0.00026680348896870187,0.010076962544894819,0.04145715751667522,2.0523345305284762e-05,0.0008825038481272447,0.0001026167265264238,0.017567983581323755,0.005931246793227296,6.157003591585428e-05,0.00014366341713699333,6.157003591585428e-05,0.00012314007183170857,4.1046690610569525e-05,0.0005951770138532581,0.0016418676244227808,0.0001641867624422781,4.1046690610569525e-05,0.0002052334530528476,6.157003591585428e-05,0.011800923550538737,6.157003591585428e-05
33,00511204-3512-4a5e-b664-60271e968903.FPKM.txt.gz,0.3537660859815586,0.24870726442090466,0.25302475023846577,0.00020081329384005221,0.013203474069983434,0.0032966849072075238,0.0019913984972471845,0.00013387552922670149,0.001489365262647054,0.0,0.008266813929748816,0.0011212075572736247,0.00028448549960674065,0.010258212426996,3.346888230667537e-05,0.011596967719263015,0.03351908563013538,1.6734441153337686e-05,0.0013052864099603395,5.0203323460013054e-05,0.000317954381913416,0.00020081329384005221,8.367220576668842e-05,1.6734441153337686e-05,3.346888230667537e-05,6.693776461335074e-05,0.0,0.00040162658768010443,0.0,0.0,0.0,0.0,0.0,0.007848452900915374,0.048764161520826015
34,f1d5de66-76f3-4911-a877-3571069649a8.FPKM.txt.gz,0.507129974750511,0.09902609113863171,0.16556450643260792,0.001827582060839245,0.0233497655404593,0.011614764939280991,0.0007935553685223038,0.000480942647589275,0.005290369123482025,0.0,0.004400625225441866,0.0003366598533124925,0.0016592521341829986,0.021979078994829867,4.80942647589275e-05,0.004328483828303475,0.1255741252855597,2.404713237946375e-05,0.001635205001803535,7.214139713839125e-05,0.016400144282794276,0.0013947336780088975,2.404713237946375e-05,0.000673319706624985,0.0,0.00045689551520981125,0.0,0.00045689551520981125,0.00076950823614284,0.002212336178910665,0.0,0.0,0.00012023566189731875,0.00211614764939281,0.0002404713237946375
35,e3067466-096f-4bea-993f-b0469a7e11e3.FPKM.txt.gz,0.460017324588541,0.028981561687909912,0.28194530379903476,0.008588046033906695,0.039277317163717365,0.007301076599430764,0.00019799529761168174,0.000569236480633585,0.014503155550055687,0.0016582106174978344,0.0026729365177577034,0.00012374706100730108,0.0004949882440292043,0.020467763890607598,0.0,0.00019799529761168174,0.07734191312956318,0.0,0.0,2.4749412201460217e-05,0.022076475683702513,0.004009404776636555,0.0,4.9498824402920434e-05,0.0,2.4749412201460217e-05,0.0,0.006781338943200099,0.006632842469991337,0.006311100111372355,0.0,0.0018562059151095163,0.0015097141442890732,0.006385348347976736,0.0
36,67418961-d894-42a9-ae6a-21f41e6ca9bf.FPKM.txt.gz,0.5080330004342163,0.03215754386861128,0.23552399683277567,0.0032438507317820746,0.0433705397052438,0.010829863860437793,0.01118745370488621,0.000561926898418942,0.00998697351280938,0.0,0.0036269827079768078,0.000280963449209471,0.002656381701616817,0.02707465965109448,0.00017879492222420883,0.0003831319761947332,0.09539986207248857,0.0,0.00012771065873157773,0.0,0.007560470996909402,0.0003831319761947332,7.662639523894664e-05,0.0005363847666726265,0.0,0.00015325279047789328,0.0,0.00015325279047789328,2.5542131746315548e-05,0.004265536001634696,0.0,0.0017113228270031417,0.0,0.0005108426349263109,0.0
