i_doc,doc,Topic 1,Topic 2,Topic 3,Topic 4,Topic 5,Topic 6,Topic 7,Topic 8,Topic 9,Topic 10,Topic 11,Topic 12,Topic 13,Topic 14,Topic 15,Topic 16,Topic 17,Topic 18,Topic 19,Topic 20,Topic 21,Topic 22,Topic 23,Topic 24,Topic 25,Topic 26,Topic 27,Topic 28,Topic 29,Topic 30,Topic 31,Topic 32,Topic 33,Topic 34,Topic 35
103,6cef5fb7-2c60-4ece-87e8-4acff9374fb2.FPKM.txt.gz,0.3957334240896012,0.028974969833854152,0.1860709755267473,0.004347018965997339,0.05909470622814888,0.06484947866712044,0.0031867825871724265,0.00012375854707465735,0.015175891835029856,4.6409455152996506e-05,0.003898394232851706,0.00037127564122397204,0.0009591287398285944,0.01398471581943628,0.0002011076389963182,0.000649732372141951,0.059527861142910185,0.0,0.0008817796479069336,9.281891030599301e-05,0.0072244051854831225,0.006590142631725504,6.187927353732867e-05,0.00023204727576498253,0.0,3.093963676866434e-05,0.0,0.052349865412580056,0.0062807462640388605,0.01576374493363448,0.06435444447882181,0.00026298691253364684,0.0,0.008152594288543053,0.0005259738250672937
104,2b5c518f-8327-478a-a282-01bfe59aca4c.FPKM.txt.gz,0.33191701117746136,0.05066222630531312,0.12540192926045016,0.00713902924513857,0.06501684274996172,0.022948246822844895,0.0007081610779359975,0.00042106874904302555,0.004325524421987445,0.0638876129229827,0.0026795284030010718,0.0002488133517072424,0.0005933241463788087,0.018259072117593016,0.0001339764201500536,0.0016459960189863726,0.0608444342367172,1.91394885928648e-05,1.91394885928648e-05,3.82789771857296e-05,0.21838156484458734,0.001052671872607564,0.002181901699586587,0.001244066758536212,0.0,0.00011483693155718879,7.65579543714592e-05,0.00028709232889297196,0.005071964477109172,0.0095697442964324,1.91394885928648e-05,0.0003062318174858368,3.82789771857296e-05,0.004727453682437605,1.91394885928648e-05
105,52fe6ec2-36d3-413b-81c7-b79870d74450.FPKM.txt.gz,0.3288765369178824,0.023149327897050393,0.0824281709880869,0.00019111932216347072,0.003687010256736956,0.010543415939351469,0.00011148627126202458,0.0002866789832452061,0.002946422883353507,0.0,0.0025801108492068546,0.00013537618653245844,0.0004698350003185322,0.005295597884946168,0.00019908262725361534,0.00011148627126202458,0.04156845257055488,0.0,0.00013537618653245844,0.012860737720583552,0.25660954322482005,0.049651207237051666,3.9816525450723066e-05,7.963305090144613e-06,0.0,9.555966108173536e-05,2.388991527043384e-05,0.02080015289545773,0.008098681276677072,3.185322036057845e-05,0.0015369178823979104,0.0734853793718545,0.008600369497356182,0.05674651207237052,0.008695929158437919
106,906456e9-96d6-4be0-9d61-73647f6684d9.FPKM.txt.gz,0.39383989435740036,0.02134266033762804,0.2943359862950141,0.00447910346550555,0.04289946107998144,0.005763945893857739,0.0003747457082693886,0.00021414040472536494,0.010028908954637924,1.7845033727113746e-05,0.006263606838216924,0.000624576180448981,0.0020878689460723083,0.03542239194832078,0.00028552053963381993,0.0011420821585352797,0.05908490667047361,1.7845033727113746e-05,7.138013490845498e-05,0.0003925907419965024,0.005192904814590099,0.007512759199114886,0.0001249152360897962,0.0014276026981690996,0.0012313073271708484,0.0002498304721795924,0.0003925907419965024,0.0003747457082693886,0.09083122167100896,0.0033727113744244975,0.0,0.008405010885470573,0.0002498304721795924,0.0018558835076198294,8.922516863556873e-05
107,e26f2b4a-ca55-4a0c-b8e7-4f1e21aa6dae.FPKM.txt.gz,0.46526927417224906,0.02621911690556796,0.25400369756776875,0.006698840308290715,0.0868688323849312,0.0034814761458858558,0.0012005090158227088,0.0005762443275949003,0.00931594996278422,0.007491176258733703,0.0024250282119618717,0.000408173065379721,0.0006002545079113544,0.02180124372734039,9.604072126581671e-05,0.00012005090158227088,0.09469615116809527,0.0,2.4010180316454177e-05,2.4010180316454177e-05,0.006938942111455257,0.00038416288506326683,0.0002160916228480876,0.0007203054094936253,0.0,0.00026411198348099595,0.0,0.00019208144253163341,0.0,0.007443155898100795,0.0,0.0004321832456961752,2.4010180316454177e-05,0.0012005090158227088,0.0008643664913923504
108,e740e34f-31fe-4fe4-8965-4e9ec5ec50fd.FPKM.txt.gz,0.30770762796255724,0.018123879705238,0.22414746951691783,0.00958197791497931,0.10033415211666556,0.002035893690942486,0.00015490495474562393,0.0005311027019849964,0.012967757640133661,0.1910199384806037,0.001150722520967492,0.0002655513509924982,0.000885171169974994,0.029188519329925423,2.212927924937485e-05,0.0003761977472393724,0.05906304631658147,0.0,0.0,0.0,0.00790015269202682,0.0007081369359799952,0.00030980990949124786,6.638783774812455e-05,0.0,0.00011064639624687424,4.42585584987497e-05,0.0001327756754962491,8.85171169974994e-05,0.004934829272610591,0.0,4.42585584987497e-05,2.212927924937485e-05,0.0005089734227356215,0.02757308194472106
109,98da76dd-0fb5-4313-a277-a122c205e843.FPKM.txt.gz,0.4257761463323586,0.032663472904871524,0.2598457039756113,0.012598768120450445,0.08548497480246375,0.004541778137248802,0.00015554034716605487,0.001430971193927705,0.00703042369190568,0.00034218876376532073,0.003639644123685684,3.110806943321097e-05,0.0006532694580974305,0.03530765880669446,6.221613886642194e-05,0.0004977291109313756,0.07403720525104213,0.0,0.0,6.221613886642194e-05,0.05051950475953462,0.0007465936663970634,0.0,0.00015554034716605487,0.0,6.221613886642194e-05,0.0,0.00018664841659926586,0.0,0.0033285634293535745,0.0,0.0,0.0,0.0008399178746966963,0.0
110,3f500570-271f-4da1-90d5-d60f353521e1.FPKM.txt.gz,0.41690473844941384,0.03822283518865136,0.23603585853610481,0.026155058614914788,0.09294650773322825,0.006107772633238104,0.001699339966505763,0.0014530588119397105,0.009826618067185499,2.462811545660526e-05,0.01049157718451384,0.000566446655501921,0.0014530588119397105,0.029011920007880998,0.00014776869273963155,0.000566446655501921,0.08137129346862378,0.0,0.00017239680819623683,0.0,0.013052901192000789,0.0031031425475322627,4.925623091321052e-05,0.002832233277509605,0.0,4.925623091321052e-05,0.0,0.0005418185400453158,0.0010590089646340263,4.925623091321052e-05,0.0,0.0003694217318490789,0.0,0.0025120677765737365,0.02322431287557876
111,0632152a-63d4-422f-a105-de29b83e3523.FPKM.txt.gz,0.5894256352674103,0.023653184270266314,0.152024800449142,0.011570288280811384,0.033636829643371495,0.0091537090829204,0.00017086923621451413,0.0004637879268679669,0.02516659750530915,0.0,0.0027583176703200136,2.440989088778773e-05,9.763956355115093e-05,0.028046964630068102,0.0,0.0,0.11226108819293577,0.0,0.00549222544975224,0.00017086923621451413,0.003100056142749042,0.0002440989088778773,2.440989088778773e-05,0.0021724802890131082,0.0,4.881978177557546e-05,0.0,9.763956355115093e-05,0.0,2.440989088778773e-05,0.0,0.0,0.0,4.881978177557546e-05,0.00012204945443893865
112,944b1e8d-7219-40a4-ab27-385192062cbf.FPKM.txt.gz,0.43606917375789184,0.026008783969256107,0.23954158660444688,0.003856711501509745,0.03498490255284106,0.023167718912983803,0.00037057370299203954,0.0004391984628053802,0.006999725500960747,8.234971177600879e-05,0.004474334339829811,0.0019214932747735384,0.0006038978863573978,0.023524567664013177,0.016689541586604448,0.00023332418336535822,0.08930826242108153,1.3724951962668131e-05,0.00041174855888004394,0.0005764479824320615,0.05444688443590447,0.002401866593466923,0.00037057370299203954,0.00190776832281087,0.0,4.117485588800439e-05,0.00020587427944002197,0.0009195717814987648,0.0012901454844908044,0.006766401317595388,0.0019352182267362065,0.0011940708207521273,8.234971177600879e-05,0.00609387867142465,0.01306615426846006
113,019a5486-ad80-44b4-a9e3-7e7f93e8e6fa.FPKM.txt.gz,0.4383582603373752,0.13355391500592892,0.18479133993803312,0.0006311440921087862,0.022166545538002524,0.009237654439046781,0.0025437019469838965,0.0002677580996825154,0.0029835902536051715,0.0,0.003863366866847722,0.0008606510346937995,0.0029262135179589184,0.021994415331063763,0.0014917951268025858,0.008644761504035496,0.057281107753509544,1.91255785487511e-05,0.0008415254561450484,0.0001721302069387599,0.04117737061546112,0.016046360402402173,5.73767356462533e-05,0.0001721302069387599,9.56278927437555e-05,0.0001147534712925066,0.000382511570975022,0.000382511570975022,0.010346937994874345,0.0001530046283900088,1.91255785487511e-05,0.006234938606892859,3.82511570975022e-05,0.009256780017595532,0.022893317522855065
114,1294d2f0-3a01-45b8-9e18-f5da4fbe8223.FPKM.txt.gz,0.5366916737109044,0.028766906170752324,0.17608833474218089,0.008849323753169908,0.06326606086221472,0.002456677937447168,0.00010566356720202873,0.000713229078613694,0.008505917159763314,0.0,0.009034234995773457,0.0013736263736263737,0.001003803888419273,0.05594885883347422,0.0002641589180050719,0.0005019019442096365,0.09433114961961116,0.002271766694843618,0.0001849112426035503,0.00010566356720202873,0.0,0.0008188926458157227,0.0,2.6415891800507184e-05,0.0,0.00015849535080304311,2.6415891800507184e-05,0.0006339814032121725,0.0062341504649196956,0.0016377852916314454,0.0,0.0,0.0,0.0,0.0
115,f5e4c398-d9db-4cd0-bd12-3751a624d377.FPKM.txt.gz,0.46991012531221316,0.02354674124202122,0.21838908695002454,0.008966120871848515,0.05983818286616997,0.015391840830006618,0.00014943534786414193,0.0012808744102640736,0.011677305040240804,0.0002775227888905493,0.0037999274171167515,0.0007898725529961787,0.0010460474350489934,0.039856542066050424,0.0001707832547018765,0.00040561022991695666,0.09190273893644728,2.134790683773456e-05,4.269581367546912e-05,0.000725828832482975,0.02134790683773456,0.001259526503426339,0.0002775227888905493,0.004931366479516684,0.0,0.0001707832547018765,4.269581367546912e-05,0.00416284183335824,0.006532459492346775,0.0032235339324979185,0.0,8.539162735093824e-05,0.0003202186025660184,0.009414426915440942,4.269581367546912e-05
116,ea1b4005-545a-4fa3-a3d7-a2dbd1bcc744.FPKM.txt.gz,0.5064986803446043,0.045366266620188236,0.18895971316169513,0.00022409242567601216,0.023255813953488372,0.01491459588665903,0.0029629998506050495,0.0007469747522533738,0.008515512175688461,0.0,0.0025646133160699166,0.0022409242567601215,0.0018923360390418803,0.00846571385887157,0.014466411035307006,0.018973158707235694,0.09690752452567103,0.0,0.00012449579204222897,4.979831681689159e-05,0.01830088143020766,0.043249838155470344,0.00012449579204222897,4.979831681689159e-05,0.00012449579204222897,9.959663363378318e-05,0.0,0.0003983865345351327,0.0,0.0,0.0,0.0,0.0,0.0004232856929435785,9.959663363378318e-05
117,a4c7b6e8-ed30-42b2-9daa-0cf0b9d59259.FPKM.txt.gz,0.3651378058734652,0.02994043173963634,0.15913235268578177,0.00013893471804935655,0.006252062312221045,0.017088970320070857,0.00031260311561105225,0.0005731057119535958,0.001979819732203331,0.0,0.003039196957329675,0.002900262239280318,0.00036470363487956095,0.0031260311561105225,0.0002778694360987131,0.0008509751480523089,0.0844028412149841,0.0,8.683419878084785e-05,0.0,0.31170003994373147,0.0014414476997620742,1.736683975616957e-05,0.0,0.0,3.473367951233914e-05,0.0,0.000243135756586374,0.0,0.0,0.0,1.736683975616957e-05,0.004081207342699849,0.0,0.00685990170368698
118,d65401e7-2bde-4b7e-b901-c173dd3cd33d.FPKM.txt.gz,0.4615415208399618,0.058821189945911546,0.17087575564747057,0.000258510976773783,0.0159282532612154,0.014218103722558065,0.0019288895959274578,0.0008351893095768374,0.004891823098950048,0.0,0.003619153674832962,0.00960467706013363,0.005349188673242126,0.014516385618835507,0.002803849825007954,0.006601972637607381,0.1067053770283169,0.0,0.0007158765510658606,1.9885459751829462e-05,0.08719774101177219,0.01002227171492205,0.000258510976773783,7.954183900731785e-05,7.954183900731785e-05,0.00011931275851097678,0.000775532930321349,0.0006562201718103722,3.9770919503658924e-05,5.965637925548839e-05,0.0,1.9885459751829462e-05,7.954183900731785e-05,0.0012925548838689151,0.020084314349347758
119,4b19c0e2-2a61-4f0a-9257-4a528e6b320e.FPKM.txt.gz,0.43936723987766096,0.04784185047902615,0.16841870733831601,0.0006278989690304025,0.010573008446253874,0.008263960624658201,0.021125762087055154,0.0005468797472200279,0.004840898503169877,0.0,0.006542302161187742,0.006906888659334427,0.0010532498835348686,0.005104210974053594,0.0012152883271556176,0.004516821615928379,0.09762816228150129,0.0,0.0005468797472200279,0.0,0.15300480038889228,0.0037268842032772277,4.050961090518726e-05,4.050961090518726e-05,0.0,4.050961090518726e-05,0.0027951631524579207,0.012720017824228798,6.0764416357780884e-05,0.00036458649814668533,0.0,0.0,0.0019444613234489883,0.00010127402726296813,4.050961090518726e-05
120,7acdfb7e-882e-43cb-a449-e1bff9869637.FPKM.txt.gz,0.322261062873528,0.010760829292652672,0.1323356476633858,0.009504325273450714,0.029737261787779693,0.0035762037469594214,0.0004349436989545242,0.00024163538830806902,0.0115501715611257,0.0,0.002947951737358442,0.0017719928475925062,0.0002738534400824782,0.07637289173123701,1.6109025887204602e-05,1.6109025887204602e-05,0.05961950480854423,3.2218051774409205e-05,0.0001771992847592506,0.00012887220709763682,0.007200734571580457,0.00041883467306731963,0.0,0.006346956199558613,0.0,0.0006121429837137748,0.0005960339578265703,0.0001127631812104322,0.3176538814697875,0.005090452180356654,0.0,0.0,6.443610354881841e-05,0.00012887220709763682,1.6109025887204602e-05
121,c22879b5-4183-4c3c-804b-f6cef1df617e.FPKM.txt.gz,0.05146276513963457,0.002813601225069648,0.026924472488207476,0.002226281187923962,0.00924644686752397,0.0004950708166515993,3.0749740164695606e-05,0.8879294969957504,0.0014083380995430588,1.2299896065878243e-05,0.00029212253156460827,6.149948032939121e-05,0.0001814234669717041,0.008493078233488927,8.609927246114771e-05,5.5349532296452096e-05,0.007081665159929399,6.1499480329391215e-06,9.224922049408683e-06,9.224922049408683e-06,0.0003044224276304865,0.0001660485968893563,9.224922049408683e-06,6.149948032939121e-05,3.0749740164695607e-06,9.224922049408683e-06,0.0,2.1524818115286927e-05,0.0002121732071363997,0.0001967983370540519,0.0,5.2274558279982534e-05,0.0,3.997466221410429e-05,9.839916852702594e-05
122,ecefab08-36f5-4a49-9e4d-9e6def0d747e.FPKM.txt.gz,0.485408342656225,0.031037238293111714,0.2828831708486495,0.0037717756113153267,0.0250599328751798,0.0018219594054658783,0.0002237494006712482,0.0010228544030685632,0.012146396036439189,0.0,0.004570880613712642,0.0002557136007671408,0.0005753556017260668,0.012721751638165255,3.19642000958926e-05,0.000159821000479463,0.10739971232219914,0.0,6.39284001917852e-05,0.0003835704011507112,0.019338341058015022,0.0011826754035480262,0.0,3.19642000958926e-05,0.0,6.39284001917852e-05,0.0,0.0044430238133290716,0.0014703532044110597,0.000479463001438389,0.0,0.002237494006712482,0.0,0.0010548186031644558,0.000159821000479463
123,754aad86-ccb1-4716-84fc-abe77e4b3e2d.FPKM.txt.gz,0.41230936819172115,0.025283797729618165,0.2367561059511524,0.018260520582502007,0.042913656690746475,0.0071379428964568285,0.0025513129228299505,0.0004873294346978557,0.004873294346978557,0.0,0.002235982112143103,0.0023219814241486067,0.001777319114780415,0.07198142414860681,0.00011466574934067194,0.00025799793601651185,0.11131177617245729,0.0011753239307418875,0.00011466574934067194,0.0004299965600275198,0.0332244008714597,0.0009173259947253755,0.0,0.015422543286320376,0.0,0.0003439972480220158,0.0,0.00014333218667583994,0.002035317050796927,0.004443297786951038,0.0,2.8666437335167985e-05,0.0,0.0011179910560715515,2.8666437335167985e-05
124,6b59b355-7581-426d-98c1-36e132a77c4e.FPKM.txt.gz,0.4080991477322039,0.2475742479734773,0.20754716981132076,0.00029508253632118864,0.013973025984620992,0.007047265279200153,0.0014233392928433806,0.00019093575879606324,0.0019787887729773826,0.0,0.03011577650101543,0.0007984586276926282,0.0007984586276926282,0.016889135755324504,0.0008331742202010033,0.016889135755324504,0.03395184947319088,3.4715592508375136e-05,0.0007463852389300654,0.0001735779625418757,0.0024821648643488224,0.0009546787939803162,1.7357796254187568e-05,6.943118501675027e-05,3.4715592508375136e-05,0.00013886237003350054,1.7357796254187568e-05,0.002291229105552759,0.0,0.0,0.0,0.0,0.0,0.00456510041485133,6.943118501675027e-05
125,abd58426-924c-47c2-99f3-102e93a3d341.FPKM.txt.gz,0.5457817672806452,0.034639056146821605,0.20287955206967806,0.005532472726464772,0.03677205767991646,0.0072655364721043395,0.0007776568089408315,0.002777345746217255,0.007110005110316173,0.0,0.01019841358010976,0.0007776568089408315,0.008287599706712289,0.019863576776945807,0.000533250383273713,0.004510409491856823,0.0826538094074255,2.2218765969738042e-05,0.00046659408536449886,0.0008443131068500456,0.00759881796165041,0.009931788388472904,0.0002221876596973804,0.001666407447730353,0.0,4.4437531939476084e-05,2.2218765969738042e-05,0.0002666251916368565,0.0004443753193947608,0.0023996267247317084,0.0,0.0035327837891883486,4.4437531939476084e-05,0.0021107827671251137,2.2218765969738042e-05
126,b033c85a-2395-4ced-a84d-ac1fbce674bf.FPKM.txt.gz,0.4546323456708744,0.05319534623117234,0.31521703305757887,0.0005932566494182789,0.018654625753930325,0.0024719027059094956,0.0003295870274545994,0.001647935137272997,0.007844171253419465,0.0,0.005668896872219109,0.0008239675686364985,0.0007250914604001186,0.0068883688738011276,0.0010217197851092581,0.0025707788141458754,0.10157872186150753,0.0007910088658910385,0.0,0.0,0.0112718763389473,0.001647935137272997,0.0,0.0001647935137272997,0.0,0.00013183481098183976,0.0009887610823637982,0.0006921327576546587,0.0,0.008404469200092284,0.0003295870274545994,0.00019775221647275963,0.0014831416235456972,3.295870274545994e-05,0.0
127,4d8ca8d3-eec4-4dee-9805-4a84fa1f1716.FPKM.txt.gz,0.45186779963812096,0.04237191085866105,0.21204278417809944,0.0028858706855088064,0.04168479879068276,0.007237580449371292,0.0002748448271913149,0.0009619568951696022,0.0064130459677973475,0.0,0.005588511486223403,0.0011222830443645359,0.004099768672270447,0.033347839032546206,0.00018322988479420993,0.0009161494239710497,0.11726712626829436,0.00011451867799638121,0.00018322988479420993,0.001511646549552232,0.055518655092645613,0.0032065229838986738,2.2903735599276242e-05,0.0014887428139529557,0.0,9.161494239710497e-05,0.00013742241359565745,0.00013742241359565745,0.0012826091935594695,0.005015918096241497,0.0,0.0013971278715558507,0.0001603261491949337,0.0013971278715558507,6.871120679782873e-05
128,4ce949d4-55e1-4e4b-a6d3-d2910ae3b448.FPKM.txt.gz,0.4877855277511487,0.03894086145912532,0.16893656408052626,0.00019834055072559585,0.00558659217877095,0.00785098013288817,0.0007603054444481174,0.0006611351690853195,0.004099038048328981,0.0,0.010032726190869723,0.005305609731909689,0.00907408019569601,0.003884169118376252,0.004346963736735976,0.0069088625169415885,0.09310436018644012,0.0,0.0021817460579815545,1.6528379227132988e-05,0.03381706389871409,0.03294105979967604,0.0004297378599054577,0.0,0.0,4.958513768139896e-05,0.00041320948067832467,0.027899904135400482,1.6528379227132988e-05,8.264189613566494e-05,0.0,0.0,0.024941324253743676,0.0034709596376979275,0.026263594591914317
129,64262505-9f17-4989-94c9-fc6db56ca676.FPKM.txt.gz,0.4244535844182331,0.025765661647234782,0.25616098439783813,0.02127876542370577,0.1270267514191509,0.0073082021822631635,0.0002039498283422278,0.002039498283422278,0.00788606002923281,6.798327611407594e-05,0.0016315986267378224,0.0005438662089126075,0.0011557156939392909,0.022604439307930248,6.798327611407594e-05,0.0007138243991977974,0.08997586593697951,0.0,0.00013596655222815188,0.0003059247425133417,0.0036710969101601005,0.0008497909514259492,6.798327611407594e-05,0.00047588293279853157,0.0,0.00016995819028518984,0.0,0.0012916822461674427,0.00027193310445630377,0.002073489921479316,0.0,0.0003059247425133417,0.0,0.0014276487983955948,6.798327611407594e-05
130,c0838214-75ee-4668-85fe-4247b8e5ea1c.FPKM.txt.gz,0.4415116976604679,0.05698860227954409,0.15832096738547027,0.0011839737315694756,0.01035582357212768,0.023537397783601175,0.0005683073911533483,0.0003946579105231585,0.00453067281280586,0.0,0.0025573832601900673,0.005540997063745146,0.006393458150475168,0.005604142329428851,0.027326113724623496,0.00037887159410223217,0.07106999652701039,0.0,0.00022100842989296877,0.00028415369557667416,0.09509677011966028,0.0077352950462539075,0.0004893758090487166,4.735894926277902e-05,0.0,0.0002683673791557478,9.471789852555804e-05,0.0506425030783317,0.0006156663404161273,0.0010261105673602122,0.008303602437407255,0.0013102642629368862,0.004199160167966407,0.00042623054336501123,0.012976352098001452
131,7403bf3f-1678-4b86-b094-c87c993e583f.FPKM.txt.gz,0.38720988900100906,0.1,0.21783551967709386,0.0007820383451059536,0.02575681130171544,0.00751765893037336,0.00784561049445005,0.001917255297679112,0.0029515640766902117,0.0,0.0016902119071644803,0.0010595358224016146,0.002699293642785066,0.023890010090817357,0.0010847628657921291,0.014455095862764883,0.10146316851664985,5.0454086781029264e-05,0.00012613521695257316,0.0001513622603430878,0.06985368314833501,0.009056508577194753,2.5227043390514632e-05,0.0002522704339051463,0.0,0.0004540867810292634,0.0004540867810292634,0.0002522704339051463,0.0040615539858728554,0.0003027245206861756,0.0002774974772956609,0.005600403632694248,5.0454086781029264e-05,0.010822401614530778,5.0454086781029264e-05
132,a32c6a56-997e-46b6-8da9-fcfe24aafc08.FPKM.txt.gz,0.5227676240208877,0.022088772845953,0.2518015665796345,0.003133159268929504,0.06091383812010444,0.004830287206266318,0.0002610966057441253,0.0006788511749347258,0.010261096605744126,0.0007310704960835509,0.003759791122715405,0.00018276762402088772,0.0012793733681462141,0.013446475195822455,0.0001566579634464752,0.0001566579634464752,0.08751958224543081,5.2219321148825065e-05,5.2219321148825065e-05,5.2219321148825065e-05,0.006971279373368146,0.0006266318537859008,0.0013315926892950392,0.00010443864229765013,0.0,7.83289817232376e-05,0.0,0.00036553524804177544,0.003838120104438642,0.0014360313315926892,0.0,0.0002349869451697128,2.6109660574412533e-05,0.0006266318537859008,0.0002349869451697128
133,e023c283-afcf-4334-b741-3dce8e98b0f6.FPKM.txt.gz,0.46137056478525174,0.03017840070710897,0.1620578314122337,0.0005411548243952595,0.012897523314753684,0.012717138373288597,0.00016234644731857786,0.00023450042390461246,0.0037159297941807817,0.0,0.004708046972238758,0.00921767050886592,0.0012987715785486229,0.008351822789833504,0.00023450042390461246,0.0001443079531720692,0.07208182260944856,0.0002886159063441384,0.0016775799556253044,0.001136425131230045,0.045727582661399424,0.009939210274726266,5.411548243952595e-05,0.0008838862131789238,0.0,0.00012626945902556054,1.803849414650865e-05,0.051319515846817106,0.0004870393419557335,0.0003246928946371557,0.00266969713368328,0.07222613056262063,0.011147789382542345,0.00936197846203799,0.01269909987914209
134,8cc12fdc-c850-42a3-9aac-eae3ac9b21a0.FPKM.txt.gz,0.4767786444133615,0.024371162371683932,0.20834024797894787,0.013987340271686305,0.08058130437874872,0.004338446219862023,0.001019416324885612,0.0004504397714610844,0.022948720988122614,0.0004978544842464617,0.0037220549536521185,0.0005689765534245277,0.0007823427609587255,0.025532822834925677,9.48294255707546e-05,0.0006638059789952823,0.0848012138166473,2.370735639268865e-05,0.00021336620753419785,0.0,0.013655437282188662,0.0024418577084469313,0.0001896588511415092,0.0018491737986297148,0.0,4.74147127853773e-05,0.0,0.02847253502761907,0.0006875133353879709,0.00047414712785377305,0.0,0.0,7.112206917806596e-05,0.0023944429956615537,0.0
135,4bf2bea7-00ef-485c-b9e5-035f0ea62b1d.FPKM.txt.gz,0.4752326628640048,0.04445611928349845,0.19458621034724308,0.009781847293105174,0.053037125988191734,0.0058040628439907935,0.0004002801961372961,0.0006254378064645252,0.010832582807965577,0.00010007004903432403,0.002751926348443911,0.00017512258581006704,0.0014259981987391173,0.020689482637846493,0.0016511558090663465,0.0005253677574302011,0.08588511958370859,0.0,5.0035024517162014e-05,2.5017512258581007e-05,0.04960972680876614,0.0017512258581006705,0.002701891323926749,0.0005003502451716201,0.0,0.00015010507355148604,2.5017512258581007e-05,0.008831181827279095,0.0004503152206544581,0.008806164315020515,5.0035024517162014e-05,0.0013009106374462123,0.00022515761032722905,0.0031271890323226257,0.01443510457320124
136,757b49f6-849d-45d9-a182-4caa6c527fc2.FPKM.txt.gz,0.396286776769113,0.013206824893361042,0.1994968828612053,0.024116810674833206,0.06707317073170732,0.019987968937985344,0.012140435305698348,0.0007109263917751285,0.010308432680739364,0.0,0.00776550366400525,0.003089795471945751,0.0004921798096904736,0.04713988843924314,8.202996828174559e-05,8.202996828174559e-05,0.11128732363556819,2.7343322760581868e-05,0.00013671661380290932,0.0014765394290714208,0.017964563053702285,0.0013945094607896752,0.00013671661380290932,0.014382587772066061,0.0,8.202996828174559e-05,0.00019140325932407305,0.041507163950563274,0.0037460352181997157,0.0025702723394946956,0.0,8.202996828174559e-05,0.002296839111888877,0.0007382697145357104,0.0
137,d2ba49d2-5207-495c-97b3-d70ebef30c7d.FPKM.txt.gz,0.39541088580576306,0.02246046376249151,0.23750848937615213,0.014504705539924324,0.06054137964490152,0.000824682254778306,9.702144173862424e-05,0.0005336179295624333,0.012224701659066653,0.002862132531289415,0.0063791597943145435,0.004317454157368779,4.851072086931212e-05,0.06980692733094014,0.0,2.425536043465606e-05,0.0908605801882216,0.0017706413117298922,4.851072086931212e-05,0.0007034054526050257,9.702144173862424e-05,0.0006791500921703696,0.0,0.00038808576695449696,0.0,4.851072086931212e-05,0.0007761715339089939,2.425536043465606e-05,0.004826816726496556,0.0718686329678859,0.0001212768021732803,0.0001212768021732803,7.276608130396817e-05,0.0,4.851072086931212e-05
138,e4e0ed55-a9f4-4978-9aa5-7a6f892ebb53.FPKM.txt.gz,0.42727878511556133,0.015045768596780416,0.20981657489566163,0.00848735664433767,0.04974923719005366,0.0114684529863571,0.00010521516501245046,0.001964016413565742,0.009539508294462175,0.0,0.0034194928629046398,0.00045593238172061864,0.0003331813558727598,0.020271455125732123,3.507172167081682e-05,0.00031564549503735137,0.0704941605583418,3.507172167081682e-05,0.00014028688668326727,0.00026303791253112617,0.06425139410093642,0.0022095184652614597,0.0,0.0034370287237400483,0.0,5.260758250622523e-05,0.0008592571809350121,0.0002104303300249009,0.059727142005401045,0.02270893978185389,0.0,1.753586083540841e-05,0.008399677340160628,0.00882053800021043,8.767930417704205e-05
139,ce137517-0320-46dd-b4e0-82c02773ba97.FPKM.txt.gz,0.4604702832808739,0.022704128865024997,0.26782077393075354,0.014788927976300685,0.06901499722273653,0.007035734123310498,0.00011571931123865951,0.00039344565821144235,0.008054064062210702,2.3143862247731902e-05,0.002568968709498241,0.002360673949268654,0.0012266246991297907,0.03492408813182744,2.3143862247731902e-05,0.00037030179596371043,0.08968246620996112,0.0,6.94315867431957e-05,0.0,0.01034530642473616,0.0014349194593593778,2.3143862247731902e-05,0.003517867061655249,0.0,0.0009026106276615441,6.94315867431957e-05,0.0003240140714682466,9.257544899092761e-05,0.0005785965561932975,2.3143862247731902e-05,0.0001388631734863914,0.0,0.0008563229031660804,4.6287724495463804e-05
140,fcdaa827-e263-46e0-8a83-206fa5a009ba.FPKM.txt.gz,0.3668009552987721,0.02393071671531614,0.22594263382626106,0.00793669939449497,0.16425831664776977,0.002822473644850795,0.00012061853183123055,0.0008202060164523678,0.019178346561165658,0.00038597930185993776,0.004101030082261839,0.00045835042095867607,0.000675463778254891,0.05878947241454177,0.0,0.00012061853183123055,0.10312884471570212,0.006465153306153958,2.412370636624611e-05,0.00012061853183123055,0.0005307215400574144,0.00019298965092996888,0.00016886594456372276,0.0009890719610160905,0.0,0.00031360818276119945,4.824741273249222e-05,4.824741273249222e-05,0.009480616601934722,0.0018092779774684581,0.0,0.0,0.0,0.0002653607700287072,7.237111909873833e-05
