i_doc,doc,Topic 1,Topic 2,Topic 3,Topic 4,Topic 5,Topic 6
0,87fcecde-b317-4518-bea1-cc8d14a18107.FPKM.txt.gz,0.6177449630834689,0.28256788887498435,0.06735076961581779,0.0004004505068201727,0.03156050556876486,0.0003754223501439119
1,bbf9a30d-3067-491b-9aea-0cb9bed91969.FPKM.txt.gz,0.6612839938426247,0.26135643355165855,0.07087018200476895,0.0017204430895535903,0.004768947511394162,0.0
2,c909a75f-23e8-4c96-82f2-72e46fdb8155.FPKM.txt.gz,0.6575509015874104,0.24934500059934586,0.06808568933335617,0.001318560884976968,0.023648475092898608,5.137250201208966e-05
3,1c89ff2f-6e0a-4244-952b-1391dba1b815.FPKM.txt.gz,0.6328470526107334,0.26485796642242615,0.0741963165885537,0.002640438312759918,0.024996149360793894,0.0004620767047329857
4,2a6ae2e8-733f-4349-8eec-d25e2b4abf86.FPKM.txt.gz,0.6792929979605711,0.2573487423521414,0.05547246770904147,0.0013052345343303874,0.006580557443915704,0.0
5,0a2c1866-d6e1-4add-bcb0-b297ba1394ac.FPKM.txt.gz,0.6991799400725438,0.25027598170635545,0.04618093886348105,0.0006570993008463439,0.0037060400567733797,0.0
6,cf1a1478-68c1-431b-86cb-c4ddb105accf.FPKM.txt.gz,0.6583242936102072,0.26377912082235655,0.060127072679373936,0.0023245002324500234,0.015057595950204039,0.00038741670540833723
7,eab58571-a6f1-4bc4-aa01-0df9c4beb79f.FPKM.txt.gz,0.7239951413427562,0.23705278268551236,0.02785446113074205,0.0006073321554770318,0.010435070671378091,5.521201413427562e-05
8,07ad35fc-1e35-43b3-a252-193323d5e680.FPKM.txt.gz,0.5972810831636304,0.32054598491936814,0.07490781000605427,0.0006604656282679288,0.006531271212871741,7.338506980754766e-05
9,700fa398-8999-430e-a52d-0e7a40a2d45b.FPKM.txt.gz,0.5259234300635977,0.41300593859242724,0.0577012172008592,0.0004211767678894832,0.002842943183254012,0.0001052941919723708
10,c56cda8a-0755-4715-9c46-5bc6280a5bf0.FPKM.txt.gz,0.5849304726883082,0.2760636095755303,0.12639115505442855,0.0015585807174341864,0.011007476316878942,4.8705647419818326e-05
11,8970e6da-5904-483d-8770-0ede67f98cf4.FPKM.txt.gz,0.6926110199544805,0.24151802254803367,0.05861959455883131,0.0014026358968930292,0.005531149102842322,0.0003175779389191764
12,74dfc8ec-405b-4ffa-a282-daac57bf4d01.FPKM.txt.gz,0.6906678120902473,0.23665054030836008,0.0659221413392413,0.001853777637111724,0.004883121580684541,2.2607044355021025e-05
13,ec27c2ca-312a-4e06-bc8f-ca8cb085ab3e.FPKM.txt.gz,0.4989911565209925,0.2031209753584614,0.2899673735725938,0.00032197132308749035,0.007598523224864772,0.0
14,78e16228-2d9f-4e19-bbd2-b0bb85e8faa2.FPKM.txt.gz,0.6518720702545541,0.27238473862220375,0.04088292885539666,0.010354239601257937,0.024476354358274492,2.966830831305999e-05
15,512b0f65-4ee9-4d01-b453-075499fe9d83.FPKM.txt.gz,0.6844074405859725,0.2584180850503241,0.04521262581019128,0.0011592980976972123,0.010749855087737788,5.269536807714602e-05
16,6632e6de-5170-4096-a298-078b6bfd3760.FPKM.txt.gz,0.7499457111834962,0.20851248642779588,0.03274701411509229,0.0018892508143322476,0.006862106406080347,4.343105320304018e-05
17,b44cdb13-1812-4bf6-825e-edae5bc5376a.FPKM.txt.gz,0.6995720908118388,0.23501327310907721,0.052656602876500654,0.0010895835809659653,0.011668449621617338,0.0
18,e54638eb-8b35-4cf1-af4e-3411dfbd1ba2.FPKM.txt.gz,0.495901061730715,0.11162266278304989,0.3726627830498919,0.004768392370572207,0.015009865639387391,3.523442638353848e-05
19,c8c58445-3c7f-4c98-85b0-6a707c3d8473.FPKM.txt.gz,0.7270216962524655,0.22495726495726495,0.03821170282708744,0.0005259697567389875,0.00928336620644313,0.0
20,c3ed7c7a-b80a-4de2-8dfb-b60bcf336375.FPKM.txt.gz,0.6122705775155117,0.2503579641601944,0.10105436716275437,0.0030589664598429296,0.033041176725821145,0.00021694797587538508
21,24d7f10a-ac34-4f7e-8424-d2fc0d32ac58.FPKM.txt.gz,0.5138695153173832,0.41751567052176214,0.05685530149201024,0.0021541449633618787,0.009499426149907302,0.00010594155557517436
22,e6981360-42ea-402a-aead-f6f2b31ef30c.FPKM.txt.gz,0.5998566136933923,0.34747281634603894,0.043947902975265865,0.0008842155574142669,0.007575576532441152,0.0002628748954474848
23,ad778372-ad13-4d11-ac15-900de7d9637a.FPKM.txt.gz,0.7493821057834898,0.18360850222441918,0.052140385565991106,0.0032624814631735046,0.011566979733069698,3.954522985664854e-05
24,3067f41a-e3f1-47f5-9545-56d54fa75b98.FPKM.txt.gz,0.6623088702488972,0.29006011016387445,0.04175713665348662,0.0007085228441478298,0.0051653600895938566,0.0
25,63b48baa-7826-4b1e-ae67-7cdbd36a4e92.FPKM.txt.gz,0.6500591626595503,0.2941013569648297,0.0486644344301503,0.0006545655950253015,0.006520480350444349,0.0
26,720b9121-0bc4-4ff8-8a36-f146fea4da3c.FPKM.txt.gz,0.6237134529556426,0.280558338646507,0.0763730758721195,0.0006148100919938064,0.016850350669459876,0.0018899717642772566
27,2656413d-a5d2-4812-9ce9-a02c15ab04bd.FPKM.txt.gz,0.3205167693360712,0.08456536618754278,0.008264887063655031,0.5849760438056126,0.001676933607118412,0.0
28,8e5a3c88-35f5-4620-86d7-53c014a2687b.FPKM.txt.gz,0.6770005299417065,0.2851086380498145,0.030922098569157393,0.0012718600953895071,0.005696873343932167,0.0
29,915d5363-e343-4154-86cb-dbef1a586192.FPKM.txt.gz,0.7389624374485336,0.14174637359853043,0.09675682523595364,0.00622347501108507,0.01629505289161969,1.5835814277570152e-05
30,7c4cee3c-a8d6-4016-84e3-106d18d1c2e8.FPKM.txt.gz,0.6384165651644336,0.2599512789281364,0.08382460414129111,0.001705237515225335,0.01571254567600487,0.000389768574908648
31,3ab61b3d-13bd-4fca-ac15-f70acbce447c.FPKM.txt.gz,0.5806754588502329,0.36375376668101594,0.025769968301177944,0.004539584393221931,0.02508511720737291,0.00017610456697843697
32,2d3e6de2-dc7c-4078-8d1c-aecac52b4a44.FPKM.txt.gz,0.6305797845048743,0.3074807593637763,0.04482298614674192,0.0028116983068240124,0.01426372498717291,4.1046690610569525e-05
33,00511204-3512-4a5e-b664-60271e968903.FPKM.txt.gz,0.6067908362200244,0.3060059909299329,0.07050220057901166,0.002125274026473886,0.014575698244557123,0.0
34,f1d5de66-76f3-4911-a877-3571069649a8.FPKM.txt.gz,0.6726944811831189,0.28632920524227484,0.030371528195262714,0.0012744980161115786,0.009330287363231935,0.0
35,e3067466-096f-4bea-993f-b0469a7e11e3.FPKM.txt.gz,0.7419626283875758,0.18814503155550055,0.06669966588293529,0.0007672317782452667,0.002425442395743101,0.0
36,67418961-d894-42a9-ae6a-21f41e6ca9bf.FPKM.txt.gz,0.7435569972669919,0.20556307629434753,0.03491609409721335,0.011749380603305153,0.004214451738142065,0.0
37,96ddce60-2be5-4f57-814b-35722aa00fd9.FPKM.txt.gz,0.6644101518901344,0.22123550249915078,0.07531421361673218,0.005435046343475518,0.03292570485757267,0.0006793807929344397
38,e8201ee9-2e0a-4a8e-bc99-6e2482da919d.FPKM.txt.gz,0.7329473857223734,0.21838303778512336,0.0431725624121117,0.000986175283525394,0.004510838796866154,0.0
39,bf247059-bf60-4e1f-a865-6e715e2db9a2.FPKM.txt.gz,0.7391187171540223,0.1809729147015227,0.04824147688990702,0.008031262633068319,0.023635628621479585,0.0
40,e91a54c8-5b35-47e6-a65d-0e3b07b31d40.FPKM.txt.gz,0.6337100346413765,0.29388380941563974,0.052662464270164876,0.0032748405171597857,0.015995608306358492,0.00047324284930054707
41,7f2c3de9-a1b9-413a-821c-02dbcad4ea0b.FPKM.txt.gz,0.6895141798259748,0.20192152755398002,0.08280293264582662,0.002517724782468579,0.022558814050918467,0.0006848211408314534
42,d6bbcaba-61a7-4360-bc15-1426f8eafa82.FPKM.txt.gz,0.6565493309248212,0.23226297150191333,0.10089606160720652,0.00026145033632020534,0.009887576355382312,0.00014260927435647564
43,ab1f0023-6b52-41b6-9867-87599e4d6d60.FPKM.txt.gz,0.5185213115743115,0.3043045458658864,0.17326777472776086,0.001432837621791198,0.0024433652076860427,3.0165002564025218e-05
44,94dcaa51-315e-43d9-875c-4c4ae2e9bef3.FPKM.txt.gz,0.4276282279223088,0.06207413529643547,0.47659365900070155,0.001412741583616042,0.027476382228287508,0.004814853968650591
45,6a818968-d75b-44b5-8b1e-53ff8274ea92.FPKM.txt.gz,0.6335568056304745,0.28642983740463895,0.04001952171791118,0.012226760165420873,0.019187793789011327,0.008579281292543218
