,Topic 1,Topic 2,Topic 3,Topic 4,Topic 5,Topic 6,Topic 7,Topic 8,Topic 9,Topic 10,Topic 11,Topic 12,Topic 13,Topic 14,Topic 15,Topic 16,Topic 17,Topic 18,Topic 19,Topic 20,Topic 21,Topic 22,Topic 23,Topic 24,Topic 25,Topic 26,Topic 27,Topic 28,Topic 29,Topic 30,Topic 31,Topic 32,Topic 33,Topic 34,Topic 35,Topic 36,Topic 37,Topic 38,Topic 39,Topic 40,Topic 41,Topic 42,Topic 43,Topic 44,Topic 45,Topic 46,Topic 47,Topic 48,Topic 49,Topic 50,Topic 51,Topic 52,Topic 53,Topic 54,Topic 55,Topic 56,Topic 57,Topic 58,Topic 59,Topic 60,Topic 61,Topic 62,Topic 63,Topic 64,Topic 65
CYP3A5,56.424439285741094,4091.7122111161907,37.91259366595193,47775.05199010653,52.03610381142727,47.74121617044379,83.57233859280787,50.595927624584256,32.251314871254884,51.79154645773636,27630.044323009406,31.618395863893383,63.683313366083205,51.51441644235974,4062.296110421025,10450.410541453772,66.24769173259652,51.567750864498436,41795.92623455998,91.90148136184226,63.88413978014045,59.11857622376773,359.9514633281413,41.34811235268886,99.04481752421206,50.980051626697794,37.48092427070822,30.2282944721426,52.645753923415285,47.16422229410171,100.7329338734992,34.3748475398811,68.5191364375537,47.50941663211183,27988.34031623198,72.47829314865118,74307.34612547464,61.354306748825714,49.338266571117536,57.44327790798061,39.94714846366652,69.97668324472409,18477.66556725221,58.13372287047059,4545.402113728475,56.687295783709175,38.8563478003591,58.756017899084455,41.75224727217781,26.37158952175887,27.085696515000166,53.19440340298899,63.447515393791335,35.57680230850468,37.42908766625653,64.31810135016704,143.847788039445,49.104805518663724,50.35627118320919,165.11798009650659,61.95368486141537,44.74750434590415,75.37326637405516,28.467878238488858,64.84159913586498
CYP4B1,1053.1373393005013,928583.1067637054,867.7414285714663,257601.48876906748,608.1322878266004,513.295463668866,3024.286904932622,318.2218059110418,426.8014801122485,1420.9555177405052,229942.0923764805,296.162501849624,636.2662979262749,630.5680760952677,902740.1852954982,2232507.3244360667,2905.2757044981167,688.7079937296916,390376.34422469384,2754.061830376595,1295.797224417361,771.3955860355437,307.168708292088,632.0188947490676,2630.440235574922,1373.0138994814415,467.6933276347915,797.4112251357446,1691.024554081871,345.38537513739476,751.0376630674667,619.8825021642765,764.6138232984358,1040.0664888203012,15711.355314901608,769.9703570291864,417372.82161031826,1344.0618183202866,880.9699813558035,308.85681828028635,751.1114699519308,2307.0572892194054,1954595.855182957,432.02255879927696,814944.1608246211,1150.8525716944014,471.59594635100166,463.2485806244616,385.4871650087337,188.25787015101247,257.41609730839804,407.4013864855228,508.6813984074573,628.3833674077837,600.1172267834911,674.0181374863953,8203.094075930545,968.0023296583337,519.2538679430968,3633.516561952499,1118.951771208303,600.0570563737976,1569.8118326886188,421.75298682195387,616.0772041975332
CYP4F11,32.7017905189605,771.647650277832,22.103938585028178,19811.32409323588,26.374318643480976,19.578666112891415,87.17828005801982,25.46837686054094,21.861230631453466,20.239646813014087,4060.2983097858896,17.705422319234273,28.175167815416106,31.997715202876883,454.8936960588101,564.919154345196,24.307770675532744,39.5922926138464,5385.384387036114,25.389410600291633,30.678155889469974,25.4260709212797,17.001356178948196,101.80560308022292,23.989265761302878,21.41441651854785,23.032669201031823,23.58848495473586,20.31099722279773,27.086792269476113,20.10207490846424,24.64951987741224,21.606981300864152,36.18684187677035,448856.026280792,30.54871426053027,5479.898097552381,30.17731655116113,28.889920820921873,58.86611690400549,26.90279531408948,40.26265740081961,3569.6955555219556,24.801429272670617,369.7870592313183,44.24571725091478,39.343082123326894,13.594176262693686,21.67767333944093,17.10758772097485,15.851203046809013,27.632969729136907,19.76252450897769,19.575548432005863,26.67924813615764,20.909406073620854,37.72510977528276,25.261831220027517,18.97306766711529,27.00182161593116,21.30128470943722,29.658974449716688,30.05522095103534,17.38444056532274,32.07162380089061
CYP4F3,38.58866626834122,265.09862752308646,26.985421126258736,18624.100777785017,38.234034818313056,31.45294650870422,30.49763563640323,21.89072794720609,17.26469609429046,25.653026964824857,3469.3330754941835,13.246623943097433,31.54087668991432,31.475324594815355,251.46456476039504,276.96062268930996,22.131570354404545,31.662015018570777,1047.4268998772113,25.41752056820944,35.81360682426585,31.28288640703622,19.56243879906402,31.950257517577214,35.71986317812934,23.957356379038874,20.882368525593495,22.103027678700723,20.499296947482296,32.52776257643268,38.77027910524215,26.26902354984711,19.980174380952413,27.541448410275013,404196.33229856053,18.53601277102672,7790.505303010236,24.105381607948544,41.85293322476513,50.26509247733899,22.192835080900906,16.90132378802679,995.0105518763919,31.52860643397898,261.7210135901684,29.179416389503025,37.80473315539143,31.838672169804607,20.29064067676365,25.649117041961514,20.788976708253337,24.312513232397993,50.13233157577794,27.480900566356272,21.544499029588447,28.052517784111313,41.496301026272015,16.216254112707716,33.71406643067064,22.534953375239212,20.194900193967914,18.6386008393257,26.72835519708049,16.269874756080547,33.05842246586048
CYP4X1,42.316092219298696,9672.846206869546,49.87906303941686,74828.88375082985,41.24314504130229,45.726664776763286,284.2586770932197,35.36605763409168,38.6725006493698,55.81414941877876,19997.020766384052,37.405573503545256,35.048722789607744,74.00491108724259,5210.903820623373,6538.8336910153475,69.99253251505878,36.848311297312414,14568.386019691556,56.056013514398806,47.13530717597886,50.127364712662065,77.44539285831158,67.20382745037571,70.38332531730612,45.279214054901445,43.344781145091595,39.920975123601586,76.91339638523932,46.17486037442517,69.89159568802269,49.39382614434986,55.34303756199988,64.94951618039579,84554.22559570396,32.875443861775175,38501.74804247205,84.31098452210378,52.230541969360644,39.11184783223321,49.92007861054157,92.84912084429007,82803.55336335741,40.19389038504047,5273.766330945436,56.773730708530366,36.19101656621975,39.11655215363802,36.5616454323668,27.78133578786662,23.120640742869597,46.44294426566932,33.98767522289127,45.27458998990974,42.6999356268042,32.84524838677624,158.73324427234255,55.31809540434894,50.88737318139841,264.682800355685,47.1051633338911,53.48378045914344,79.85463755007913,27.065563386416596,49.58405253030841
CYR61,1346.5351354291215,117337.77460922969,1672.8289081956925,2222096.2952961368,1492.4953352758848,1085.7837209946008,2672.9045200804603,722.5529406155637,1124.77509493355,1756.1161479684497,822476.5421293896,737.3836525834597,1124.9642836015853,1916.4781985115417,119084.30652845005,419445.57390842284,2542.419011335494,1405.723818374584,110150.76224354011,3191.6933958026193,1358.3152268345343,1665.268863133639,2450.367777506535,878.926016646001,2743.9849345682173,1056.4729751278358,1045.3172199079982,1394.2875534104237,1392.4504199486778,926.8255265033199,3526.1092229453434,1374.8368762350744,1774.7895176008587,1420.4767121525704,340863.4724360344,1254.0488677079863,2264638.4139976045,1638.850475341025,1331.4155027916247,836.6209351167059,1471.7020788185255,1785.623074850864,1128817.9944368296,1098.1112629891334,127056.39719432093,1925.549829209601,857.2969158750507,1213.4926197914906,933.6326377724007,504.4241612387091,730.2434044600095,743.2812161971214,3125.4343228016487,1074.619058120363,1350.8972021688448,1312.617562933752,5644.307842359368,1333.7454536526182,881.525139572698,2553.659051918764,1518.7161367431302,1198.5149003808026,2222.2027253862752,807.2880565151969,1221.7109784829402
CYTIP,136.76195193834675,3012.7029244902546,162.3091923271962,286952.79800172383,144.8414382688238,125.48523133660268,207.14217576916704,97.59396419302604,86.04227687895032,138.78645784774483,43908.30706483546,92.59021612670107,129.34600459725482,178.3244283485746,2708.369423882786,14398.220210227395,212.11484555281345,129.49323483924385,22498.952235102013,211.3330753197524,161.36945091063015,121.83827261755047,175.70684648910336,95.86271764286042,206.2524422921323,106.90402141397324,88.09840279050297,85.97665243758841,121.81550509046431,98.02833651907152,265.2449470022462,105.37611303537317,139.8340683934976,104.11411760881299,78165.35222569095,122.51574780477253,148915.26507388218,163.4580502173125,112.92692031019058,70.03019244658375,114.98846746860013,130.6418447376156,59097.67381180427,141.55073469107364,3402.0675470888636,144.28340016133708,98.33361727931347,131.05392439120456,90.245364118861,95.0896869339562,70.9249726300995,87.17401480565968,414.29324823671453,134.97843904548245,126.1167600952085,119.49782965291196,325.9414857308826,89.9425607509734,93.44899160368595,190.99049334923404,120.38645920889174,98.03136005920263,159.1737411722394,87.58952928031648,132.91999868970095
CYYR1,94.30262878978186,7931.343404489926,80.80302104620877,98215.07945238479,94.71661003036967,49.58944641450675,112.58495781989531,46.700835066421334,46.84500699873368,73.54357316273371,52103.822342948675,45.71068365025024,57.351830888002546,96.03794152925171,7887.8016647011145,40320.01203629577,146.16038282205437,46.26454448074992,9554.176708173538,148.3572326177969,82.3535001700784,86.94465608749462,200.71518111549372,46.37447175493821,142.8311690194194,63.84866860117353,50.72496551994664,46.20684286329778,86.21170180761489,61.23572264419637,161.00335420655205,69.36658738099553,94.16080830715366,92.81353970653501,26977.913854330272,65.66803313858004,109293.89203323728,83.51875431991891,88.76110910093634,48.34960081804933,73.10254786746997,85.72976065130347,83493.3777916606,63.38323630340905,7748.864220073989,76.08717184717676,60.68895705165831,50.41059612324164,39.117955715486495,32.08330241683243,37.52113179319993,46.98999923150991,294.1457552483394,53.072745919364465,68.7861722351664,68.8029721443715,264.4200710922781,85.54804809645822,66.84535464826014,218.4537496802799,84.76926330480154,57.426904603539214,118.01727190755801,42.96205761855002,67.63059507718049
CYorf17,1.108165516189545,1.1965700315921826,1.0743220191014098,99.80313890776891,1.0468566647128392,1.098517776897135,1.284690274642402,1.0830611797340324,1.0695801020944595,1.0960014708671,42.184838291430026,1.110624486730828,1.1019737991189995,1.1237070037971786,1.1224206508527184,1.3898561442703161,1.0780003317356157,1.1221541548589318,7.712258109986984,1.1034947451871098,1.1065147422882684,1.123465601912623,1.1203613894488562,1.1074340991452585,1.070369651582783,1.1095659510525517,1.1074485006453398,1.1093845881080155,1.0799250214477165,1.0521797475569847,1.0582113838916865,1.0790152462939568,1.137263378618212,1.138307882453956,399.5312747627721,1.1143629719198274,35.26758308315438,1.1267763101154278,1.2330625487883733,1.0988335592055432,1.1011101679771922,1.098696262484997,20.356670550426422,1.0793535434039265,1.1938569112730752,1.1052923020481293,1.143893447438392,1.1003950317162388,1.105163236500442,1.125977017917842,1.0728053690218915,1.0753103789226053,1.074046719299189,1.0785944346881764,1.086093614764366,1.106951776637174,1.089031046444088,1.1190894027874507,1.1751100625187108,1.097386337354118,1.1144985814271957,1.0819456645185113,1.0872015371215382,1.0585537968949148,1.1133214875861812
DACT2,13.455610945794811,4912.971758510148,12.99264193237733,11749.107212069852,15.623368367862556,10.843327984063556,24.567746596572697,10.228638263462425,11.319034703875861,21.76413207130755,939.4297471177287,10.890686344631954,12.770812046564354,11.161012923235003,8758.973009078556,12436.31867510627,27.95372488452726,12.480156568517703,16555.550309285063,23.598117113271485,13.55756306604712,17.877614739203075,9.698356426275698,16.271261530684406,23.35899324434144,13.79015610910193,13.837901193423335,11.537483252051159,24.695710050186882,10.302817480057465,13.42908237173162,12.564258247556173,13.305454019848383,12.459695219904448,42885.17948280441,13.624557261806961,10168.279983136948,16.96852802524061,9.80900727038476,13.934891640036371,14.674553803540203,16.196907076409,4029.359875683015,12.788704885602355,6687.761773539294,14.017432000555504,10.672578587071891,12.190228645081222,12.411097225496711,9.266738665485262,9.35414833263665,12.77269858208953,12.957798994537017,16.17008530914353,12.651428972327512,13.925261560426376,42.91250582383338,20.612318739724248,10.526785068912462,22.016108054595705,16.050836794180434,11.199370931545618,21.485403994388207,12.59681347442242,13.725147209025407
DAPK1,100.02455228849414,28678.351234997233,148.7576954396143,174915.7014779526,189.94845461193884,104.7286562267095,388.88402646386885,102.28133763361032,108.62568171258596,179.6553498041635,36820.76070470005,126.36811663992614,150.2249070101307,109.58942787524602,44886.59591648125,116047.45776871321,284.27659150008066,132.8260907386134,91568.26546688241,269.75673349557775,133.05783371897496,97.51319564433797,274.49321635747015,99.81785678078016,286.7515719292496,174.4033894452487,105.0276017266071,132.39415180444846,217.3098744533308,118.98385820081127,148.80177067999284,182.02359338430898,152.18587916486865,137.67283305851652,56378.60747610824,107.75423828544115,305640.00534797506,178.91651255433817,113.04526309547708,85.20905155762577,178.38929772668786,269.13811228573206,95853.20253659245,108.11610280665502,47958.79968870858,217.30815818556414,107.25417794492643,81.3909167532369,106.46602789093052,89.05606240284311,105.32927197891934,104.27454229053274,439.392653898661,124.9799251887479,129.00905981831536,165.60707467991378,425.7872154366636,153.82887455425006,93.16462521463504,396.2132698803951,149.484246307995,129.16270514022116,207.78243241834264,116.88349516446918,145.60047601381885
DAPK2,110.48065914040173,27233.307513214913,133.85535240250707,102904.48004443385,113.28527461379659,84.93217891603963,282.8198365082406,61.91797670161209,86.0758642230912,149.189752271686,39017.48766752473,63.65963913874938,83.82433180789053,112.46662331084468,27648.269561895915,103242.97515177418,287.01328920882827,66.35610409481106,39285.99318343062,215.95540628364193,105.77998006445567,128.41902115009103,122.39542643925252,64.52562438379815,283.43299069947665,97.7566816657361,81.28695560983648,72.05882902089799,177.97306613575284,65.11273945941528,157.03295440311456,118.89463679727514,80.58075862020267,82.50588319072,33150.98743381911,100.85640870398089,180318.11330456115,155.39737561712738,79.91967708786663,83.5509260018971,128.31552490415828,205.3524617410744,118954.37734954538,61.32412035601657,36351.765482312694,153.39277318348104,72.69795427000193,65.02916574764228,57.233542584851214,48.34471475186159,57.4608672220494,77.67166545502553,446.8248663077893,75.73328056375944,85.39895475031479,94.3383342554569,670.972907805384,101.55373756204845,63.247942800427005,345.5504178954527,125.35895676734819,45.57391782562595,165.6686015109637,86.33676582331138,83.94118103301324
DAPL1,81.00215244883772,6594.144511843084,85.14425462799089,107154.29753753207,82.23833420912038,85.40563772010391,66.70930586076993,46.30176147532435,67.0805959829624,88.71915235691708,3787.2505384984956,30.848702396365155,70.68946236969248,92.3812097407862,15538.639678162974,16776.932115083393,167.70727566598427,50.51702419206762,601.998264714789,194.56735676965837,104.17947274659537,59.3080827877768,21.957030013877354,115.9361542588253,107.33916467721615,46.197897800676,31.682556410852726,61.23717144691354,85.29718956243968,99.98669219327745,42.32858633275305,41.544712211051504,75.71596208646733,89.75360498778504,1214499.9948015523,41.92708770117245,30145.774883463004,77.74036292244865,94.67820912751728,85.69125718679051,70.48440144336514,65.0216285792684,3063.5055332578945,73.95789221815329,8292.751310483736,71.79929122958679,86.97923829809027,68.89147016621091,42.81304742444353,17.84783404734457,26.637182639360635,46.556242969367894,25.369032958909916,76.65170934166225,59.08006923187556,69.45797644458302,358.6482315279433,60.49717265057712,34.824813152056755,62.29627973729671,93.2217788038697,52.38372818768661,72.4394310364328,52.022391420726045,157.1602589938703
DARC,518.8558527134164,36383.30247578903,385.79589512132907,246527.4274095377,418.1265908839017,438.34341686169904,1027.9358332864401,404.21461208353867,265.90949706197347,403.20357667276227,474741.38855065085,354.90620186378356,419.52636646132356,450.28106079161876,34464.84828270764,172028.38758127857,793.7325060082879,391.1436839953603,30822.97676556263,731.7216476059747,680.9524612412393,426.4216972085194,985.0678869387066,404.5106503743333,1009.753808615759,402.8406861386383,320.04767333443306,165.13885871767945,447.76947190034366,280.11621682447685,722.7916366790416,299.05383756913113,355.9144714916665,361.4678456718618,41333.69383664859,243.84146724376805,507499.4053289175,614.3803145144443,434.3991031820213,270.6734385522786,533.3309638489555,596.2281650772262,563226.6124161952,240.65394250366882,31532.714267227082,720.389416938944,270.9534109778388,399.60121224801276,205.07250180762597,264.7604375837548,275.7953727879734,353.67945660401654,38773.233088617606,449.68819047534106,294.71835893360725,229.4230198636846,1250.1808371621773,249.6593016236265,505.63783539672687,1052.0440575491402,600.8407663637403,341.17688069800835,898.8581361333803,259.4384410417738,431.56733403199837
DAW1,23.12300208883468,1685.124152535959,18.13689470391954,17228.293889544275,20.515793471400478,18.076220058458006,148.37949595000947,12.135091800698268,12.144748753979442,16.6289390660768,2580.281662329963,11.933556895588294,12.019339902983932,17.41973316684466,845.8533492028683,1347.0333750780176,25.650630467632222,13.012069434867255,4602.560392412334,23.837859779286205,16.6260117588817,23.921955000002274,12.838736909850054,40.92103337578997,25.511966117574808,21.309819407793587,9.299119970040389,10.724754838489872,21.76669038091278,11.475622053348847,22.619743095399343,19.63013743264487,18.557556773423613,27.8724429923127,3756.0411030934292,17.36903982522941,7454.088565002605,26.100666078391498,26.29760083570482,22.88066848209778,24.065163698009737,46.72723841891476,60667.66640045466,14.790323327997585,1068.4211191054594,22.11919774953031,9.997432724396594,16.177891830519016,15.580086092480297,9.860326256656593,8.04089626871926,11.781230325489808,76.04826549369623,15.22467463697482,14.769172038934338,13.337056817290703,49.417758146904006,20.604117647531826,16.448067493316493,27.923054625895364,20.142554964589493,10.585464121985833,28.367941322574445,8.983915185783157,17.289448870927547
DAZ1,336.6097342106804,189.76292081679088,56.20147561858927,284.32052015313656,64.77191817368387,79.59786629741113,49.78890489752319,132.30504974902738,81.89385599651034,124.96828732406867,210.6324992069293,57.08940314212974,340.53774488032167,119.89068487346132,496.0441764545204,253.21303732411013,102.61357489155887,138.70055661428657,442307.43718507094,115.12216718474701,162.25268582540087,149.42455876888855,72.93695596778873,1441.5531121001763,125.27414229398498,155.145944198129,34.816180144142734,45.82271892373756,96.99911510422922,114.02422991917561,119.78188784945937,201.6107891729729,123.57746874087242,36.33704864223611,830.9600928237505,145.19388275404575,88.8428035225426,26.10757603257184,88.70463000688108,64.61894346128528,56.92163898359108,133.31117887868473,61.17851127078212,158.8783991841231,275.4617210912887,72.49782334475539,18.265921241996132,259.35505178090847,102.21467737973006,33.17722520176903,153.26987197086817,124.58256540868743,106.21062808688801,184.64789173199966,222.85711268312838,119.18629039281247,225.1011845528495,226.46008595335664,638.5270964419057,358.7223734341179,61.13865784761857,253.14213627560193,99.84212093645867,58.01395751242987,95.64440383053827
DAZ2,1.200896457763144,1.4846062834493905,1.1188674236152416,405.5879169353302,1.1128104595236796,1.1245029952135075,1.160860386385341,1.1143863422255056,1.0938453808858253,1.1220176820770316,6.575698477050068,1.0797710491007355,1.2514171181122606,1.1101665034982957,1.5530555257904566,1.3388462196178055,1.1652000209084405,1.2161839246739354,356.91094356847157,1.1943976881475078,1.1753430929682205,1.172113796095921,1.0988463854744677,1.62335758302401,1.2073089550449494,1.1633930140272217,1.0629319068377894,1.0939195281324836,1.1577476277883687,1.112911813161823,1.1633772964542004,1.1160631734577242,1.129832116200802,1.085057752474533,1073.9893957359673,1.1268344721048094,34.83478971963339,1.0983816484034714,1.1454685554434307,1.107565923534759,1.1000310086014238,1.1423621788587286,2.9767643838953806,1.1346101602323597,1.5460909338994453,1.161785349122045,1.0989550590975445,1.1927472450252254,1.1528938815675327,1.0858024315545378,1.1514996340958554,1.1309233380219395,1.1196442530154376,1.113929905106274,1.1497318103214973,1.1673748336833012,1.195106092359197,1.1636296723567523,1.3404107229720967,1.2675044111149523,1.1242017852280863,1.2010972102604742,1.1532217835061378,1.0746081961356835,1.16852448612784
DAZ3,1.212452398584255,1.1705899775859587,1.1084077782440027,283.08054726251055,1.0666078008661857,1.1154789365391768,1.0685679058055726,1.0924727295523458,1.0902043971652693,1.1040127860678914,18.696183263710004,1.0405470986492695,1.3409816408587547,1.1218914569497376,1.2019107449276032,1.1528443440547094,1.089669000280314,1.0891406761219689,197.26105226048816,1.2378829113216363,1.1449073688864295,1.1298936695708124,1.0533692071918348,1.3244054843376827,1.1411276721973198,1.1355873557364078,1.063371366524502,1.0905997879328697,1.0899373054409187,1.105767543192358,1.2881286846270283,1.1012581990611021,1.1356221561423416,1.058115326075836,1072.7707267301394,1.1500748940417533,25.229429772754248,1.0695471416666316,1.1383596250478762,1.0703485186676465,1.0703455070648864,1.0915299716885654,1.7827944983273754,1.1322095385839923,1.1555550480753398,1.1312065294424154,1.0508192643339647,1.139877310409744,1.0815282218807862,1.0387769979488495,1.0944956839085256,1.1052635614601307,1.0675414792186777,1.1721684686654308,1.1287555443618407,1.0839722488944998,1.0994721753780454,1.2019379591799626,1.178181183843325,1.3006319183975812,1.1217392002482367,1.156364623806181,1.107935316125063,1.0590629738066821,1.192415575030793
DAZ4,1.1830823530524242,1.2119562354186788,1.1307361070747632,851.1190927692336,1.137609747453391,1.2228138704926497,1.1652072149219206,1.1635913801123958,1.1736917779389533,1.1194483180969783,1.5506112852933516,1.1139676846328626,1.2762794797637371,1.0992483782351412,1.3223264446318288,1.1993732620209225,1.1483693007390214,1.1556089398706124,502.1062405479011,1.2808806188776225,1.2249144226673296,1.179716294242653,1.2319622967855282,1.6712419898062951,1.1734807564049288,1.191742910815087,1.1560836265858168,1.173871085258084,1.2027777844078233,1.1948234324759839,1.1458813620524568,1.2045808816231836,1.171409951181662,1.1132207281844744,1896.1175168468028,1.1654772458030869,110.23469293619324,1.0881402056116944,1.1623400946499076,1.1809408252811147,1.173357780618572,1.176520776185243,1.6726681485072097,1.2226532350825736,1.2444202167288336,1.158945809334788,1.110965401413728,1.1700296980751728,1.1521957427400331,1.1862538530316549,1.1791409625397575,1.1561199885270248,1.1510653917354279,1.1901028467364376,1.1968234316272222,1.1326018667148705,1.2227873723562632,1.2796488085213984,1.3482269376358316,1.1823335020417425,1.1991534798674413,1.23675242989688,1.1857248967821195,1.2060552772196602,1.1726106148324005
DCAF8L1,1.0269499655446586,1.0560531057472742,1.0446071026639197,31.507327638277882,1.0296581914828171,1.02889207081194,1.0230488707835206,1.042634538191381,1.0372093703289142,1.0497937841605944,1.2948044086335047,1.027680048902867,1.0424385375474137,1.0508088457211813,1.0664532092188637,1.1709287499073846,1.0363525627337944,1.0262324696928096,23.962827693067272,1.0322144321203948,1.0478327822211557,1.0314253834183138,1.0417871162701946,1.0442829850637905,1.040206951837213,1.0438836402541365,1.042038144128253,1.0301141857795542,1.040797140545757,1.0275525240127774,1.0250726526227594,1.0366607465207969,1.039820828269635,1.032983622287955,312.8051256014384,1.0426322534830044,19.78108245388231,1.0403831524012408,1.0456145927342384,1.0459132393709147,1.0355844131539045,1.0307200558110172,1.1517219013369597,1.0441236849383397,1.0756901875256575,1.0298131477161498,1.038365010452281,1.0233187501725667,1.0297770129726254,1.0373041532665261,1.0525552867986119,1.0385007336223935,1.0233553184681647,1.041103996931938,1.0390641009869055,1.0307388969210234,1.038160504466557,1.032445307628515,1.0322948436222712,1.046481505956976,1.0520435540451456,1.0223875444633492,1.0273740145792885,1.0299103517376411,1.0415649977911565
DCBLD2,77.88347226094585,6910.604699210237,103.4518996830536,226966.79018215186,120.08775577814112,65.56394554170579,153.83142622654339,83.93153963115502,86.62528406402829,108.30326107173192,7632.337576120497,75.21977096494236,126.55562443874828,113.3037978183949,7979.808847919124,20377.163445435624,126.84576190528023,114.53255601887685,20170.8674799267,212.0656860700277,118.16436297956996,93.84093693789598,344.20213271477525,84.25339126857979,158.70611392564186,73.88426194476575,110.22983031104131,99.41154016488302,116.26707103591102,99.27199047335091,175.40052544692114,102.77246892942954,95.00305785082641,119.87187414458803,215173.62459956633,112.24111151184111,94361.83550914082,101.63461195748876,78.18049838249,103.88166729346136,70.96838025991673,101.8419191477449,13474.91248005513,93.42951176394126,4807.419190994744,134.75503142606146,110.86378194007912,92.6726903998737,99.25014719707819,87.79776168371076,83.33126773565772,102.74509702928569,156.43555810207954,99.7561143670143,128.2299809972593,86.61875958124666,240.3258232045104,94.24082308756121,75.59295444349986,119.98336591638554,104.0385362098471,85.58648469843432,100.41369722048749,80.056236869567,105.69273175044398
DCD,1.9387599656243624,10.31076319042796,1.9158657833802917,6862.067925596685,2.781353157713459,2.174961290373408,2.1332405491128634,2.17349931424931,2.0624735553598157,2.1221858987125612,7.559764463553577,2.052036078665229,2.17562979624424,2.0725335291079996,4.736645393847664,4.082204268299382,2.0751159313505334,2.039430509000481,114.58073072242018,2.2903665307824412,2.456068348101156,2.082450712488056,2.2065359535679065,2.1636077214039777,1.867692019276104,1.6923412462840581,1.515037367152359,1.807076850040182,2.2474820329431004,2.2454435514985747,1.64131934559893,1.6391830817852506,2.1102200419016235,2.291593176673452,4244.074686556934,2.255632941627774,4021.8589577541384,1.7226979752654774,2.4928855073464566,1.9948049339747733,2.3562432417529293,2.1173746103220137,7.81702937877144,1.879178758004394,8.50964131172811,1.5363273273388225,1.8772796140773573,1.5491783178429661,1.9264170273047219,1.647739767427961,2.0855219717671507,1.9078794717294445,1.4145437842480626,2.130290576972623,2.12493053402851,1.8587284052794935,3.8054806082178323,2.209276500782727,1.987661938003591,1.956410308738917,2.2341628074587945,2.048199916940932,2.3533653927841183,1.717649274950608,2.3513482003812354
DCSTAMP,43.99688867400857,4392.4551377623575,39.30736315703591,37113.04721036367,36.52525954683749,29.928779746017337,64.13270590521935,15.517822657337483,20.78572387811388,37.54680570330689,20212.20350677741,22.079205133705,36.416270564599905,47.292362011209086,5069.072425524212,16051.998878049593,57.59271146236202,29.71605333658016,3884.0883639998206,61.878366455604024,39.373904835235884,37.83221177281673,39.3141033981341,30.341613033271315,53.73173758693529,42.88351537984555,27.31875762410269,33.36464195361938,47.19642006038026,29.08924572746026,67.62721097160605,29.213640235035882,36.6698181961107,48.5088238827436,7018.605769765618,25.531292179628363,60652.64657968191,43.982124806359714,34.00736118345974,18.352219991848735,21.787988307000933,54.021171102643066,25931.214348940797,19.29981378509957,4001.2974700304203,58.6686199267946,20.989005222656363,22.980490841127246,15.842372761169903,19.449166160175203,18.617105217070286,25.38199153358885,75.33546557595749,30.42197046635511,37.32285687368694,46.869635399052875,172.96297141338133,28.053787550191828,26.647164052482786,134.46753985937133,53.55507640975062,37.47669288921517,66.51266349760077,20.699516523642725,41.036481951130696
