Cluster 1,Cluster 2
,GTEX-POYW-1226-SM-2XCEP
,GTEX-U8T8-2226-SM-3DB95
,GTEX-ZYFG-0226-SM-5GIDT
,GTEX-XYKS-0526-SM-4BRW2
,GTEX-YFC4-1126-SM-5RQJN
,GTEX-X5EB-0426-SM-46MVY
,GTEX-ZXG5-0826-SM-5GID6
,GTEX-XBEC-1026-SM-4QASM
,GTEX-S7SE-0926-SM-2XCD6
,GTEX-13N11-0326-SM-5LUA3
,GTEX-YECK-0926-SM-4W214
,GTEX-13JUV-0526-SM-5K7XE
,GTEX-ZYY3-0926-SM-5E454
,GTEX-OOBJ-0526-SM-48TDK
,GTEX-13OW5-0726-SM-5KLZK
,GTEX-Y111-1026-SM-4TT22
,GTEX-11P7K-0326-SM-59871
,GTEX-OXRN-0526-SM-2I5EN
,GTEX-P4QR-1026-SM-2I5GP
,GTEX-147F4-0926-SM-5Q5EO
,GTEX-P4QT-0526-SM-2I3EX
,GTEX-U3ZM-0426-SM-3DB73
,GTEX-WFG8-0926-SM-3GIKJ
,GTEX-U8XE-1426-SM-3DB8Q
,GTEX-11UD2-0726-SM-5EQ69
,GTEX-X4XX-1026-SM-4QARO
,GTEX-WZTO-0426-SM-3NM99
,GTEX-ZT9X-0326-SM-51MTE
,GTEX-ZTTD-1126-SM-51MRP
,GTEX-S4Q7-0426-SM-3K2BJ
,GTEX-X585-1026-SM-46MW6
,GTEX-WWYW-0926-SM-3NB2Z
,GTEX-111CU-0326-SM-5GZXO
,GTEX-12WSE-0826-SM-5S2VL
,GTEX-147JS-1226-SM-5RQK4
,GTEX-ZLV1-0426-SM-4WWC2
,GTEX-11PRG-0926-SM-5EGI8
,GTEX-V1D1-0826-SM-3P5ZA
,GTEX-SNOS-0426-SM-32PMH
,GTEX-ZA64-0326-SM-5HL8T
,GTEX-ZG7Y-1026-SM-4WWDG
,GTEX-11WQC-0626-SM-5EQMF
,GTEX-XMD2-1026-SM-4WWE8
,GTEX-R55C-0526-SM-3GIKA
,GTEX-13O61-0726-SM-5J2MD
,GTEX-WFJO-0326-SM-3GIL3
,GTEX-13O3P-1026-SM-5N9E7
,GTEX-TML8-0326-SM-4GICN
,GTEX-RWS6-0226-SM-2XCA9
,GTEX-YB5E-0726-SM-4VDSH
,GTEX-111FC-1126-SM-5GZWU
,GTEX-P4PQ-0526-SM-2HMKR
,GTEX-12WSJ-0226-SM-5GCP7
,GTEX-139YR-0926-SM-5LZYB
,GTEX-133LE-0526-SM-5N9EJ
,GTEX-QDVJ-0926-SM-2I5FU
,GTEX-11EI6-0826-SM-5985V
,GTEX-X3Y1-0626-SM-3P5YS
,GTEX-SE5C-0526-SM-2XCE1
,GTEX-S33H-0626-SM-2XCBJ
,GTEX-14E7W-1326-SM-5RQIV
,GTEX-O5YV-0526-SM-2I5GE
,GTEX-WY7C-0426-SM-3NB3C
,GTEX-XUJ4-1426-SM-4BONT
,GTEX-111YS-0626-SM-5GZXV
,GTEX-ZAB4-0626-SM-5CVN3
,GTEX-11I78-0126-SM-5HL6F
,GTEX-13PVQ-0926-SM-5IJFD
,GTEX-RVPV-1726-SM-5SI8C
,GTEX-WFG7-0526-SM-3GIKI
,GTEX-131XW-1126-SM-5EGK4
,GTEX-RWSA-1126-SM-2XCAZ
,GTEX-131YS-0926-SM-5IJB9
,GTEX-117YX-1326-SM-5H125
,GTEX-OXRO-0326-SM-33HBM
,GTEX-13YAN-1026-SM-5O9CF
,GTEX-12ZZY-0926-SM-5EQ6I
,GTEX-N7MT-0126-SM-2D7VT
,GTEX-13FTY-0126-SM-5J2NZ
,GTEX-ZZPT-1326-SM-5E43H
,GTEX-12WSN-0626-SM-5BC61
,GTEX-11GSP-0726-SM-5986L
,GTEX-WOFM-0126-SM-3MJFE
,GTEX-13113-0426-SM-5GCOD
,GTEX-139T6-0426-SM-5IJEM
,GTEX-R55G-0826-SM-2TC5U
,GTEX-12696-1026-SM-5FQUV
,GTEX-QDT8-0926-SM-32PL2
,GTEX-RN64-1226-SM-2TC6E
,GTEX-U3ZN-0626-SM-3DB7U
,GTEX-SIU7-0526-SM-3NM8I
,GTEX-ZDXO-1326-SM-57WBS
,GTEX-YEC3-0226-SM-5IFJO
,GTEX-13S86-0626-SM-5Q5E7
,GTEX-U3ZH-0526-SM-3DB75
,GTEX-1477Z-0626-SM-5NQB7
,GTEX-ZYW4-1526-SM-5SIBA
,GTEX-117YW-0526-SM-5H11C
,GTEX-11NV4-1126-SM-5HL6J
,GTEX-12BJ1-1026-SM-5EGJA
,GTEX-11EMC-0126-SM-5EGKV
,GTEX-WFON-0426-SM-3GIL4
,GTEX-144GM-0126-SM-5Q5AX
,GTEX-13FHP-0726-SM-5K7YI
,GTEX-11ZUS-0126-SM-5EQM5
,GTEX-PX3G-0526-SM-2I3EM
,GTEX-WYJK-0826-SM-3NM8Y
,GTEX-1128S-0726-SM-5N9D6
,GTEX-OHPL-0526-SM-3NM8U
,GTEX-145MN-0926-SM-5NQBT
,GTEX-13O21-3026-SM-5J2NI
,GTEX-147F3-0726-SM-5NQ9U
,GTEX-T6MO-0426-SM-32QOI
,GTEX-X4EO-0926-SM-3P5Z2
,GTEX-13QJC-0526-SM-5RQKB
,GTEX-13FLV-0426-SM-5KLZA
,GTEX-PLZ4-0726-SM-2TC6Q
,GTEX-13N2G-0826-SM-5IJE6
,GTEX-1339X-0626-SM-5IJER
,GTEX-WHPG-1426-SM-3NMBB
,GTEX-1497J-0326-SM-5Q5CN
,GTEX-P4QS-0526-SM-2I3ET
,GTEX-1122O-0126-SM-5GICA
,GTEX-ZPU1-0926-SM-57WDO
,GTEX-X4XY-1026-SM-46MVX
,GTEX-13QJ3-1026-SM-5QGQU
,GTEX-13VXT-1426-SM-5LU4B
,GTEX-12ZZW-0926-SM-5LZUD
,GTEX-XBEW-0226-SM-4AT6A
,GTEX-13N1W-0726-SM-5MR57
,GTEX-T6MN-0826-SM-32PM4
,GTEX-ZAB5-0626-SM-5PNVB
,GTEX-13QBU-0726-SM-5J2OA
,GTEX-WRHU-0226-SM-3MJFV
,GTEX-QESD-0626-SM-2I5G4
,GTEX-ZT9W-0726-SM-4YCDC
,GTEX-ZE7O-0826-SM-57WCP
,GTEX-13VXU-2726-SM-5LU4N
,GTEX-P78B-0926-SM-2I5FA
,GTEX-132QS-0726-SM-5IJE9
,GTEX-13O3Q-0526-SM-5KM18
,GTEX-Q2AH-0426-SM-2I3EP
,GTEX-ZDYS-0426-SM-5IJEQ
,GTEX-13PL7-1726-SM-5J2NX
,GTEX-ZUA1-1026-SM-4YCEA
,GTEX-ZTPG-0926-SM-5O99H
,GTEX-ZDTT-0926-SM-5J2MS
,GTEX-PWOO-0726-SM-2I3EB
,GTEX-11NUK-0826-SM-5HL4U
,GTEX-13JVG-1426-SM-5MR4W
,GTEX-XQ3S-0926-SM-4BOPI
,GTEX-XGQ4-0826-SM-4AT4T
,GTEX-OIZI-1026-SM-3NB1K
,GTEX-13NZA-1426-SM-5KM4Y
,GTEX-OXRP-0526-SM-2I3EW
,GTEX-Q734-0626-SM-2I3EF
,GTEX-13OW6-0826-SM-5L3GA
,GTEX-N7MS-0926-SM-2HMIZ
,GTEX-146FQ-0926-SM-5LUAV
,GTEX-1399S-1726-SM-5L3DI
,GTEX-Y3IK-0626-SM-4WWE4
,GTEX-UPIC-0826-SM-3GADQ
,GTEX-XPVG-1026-SM-4B64Y
,GTEX-SN8G-0926-SM-4DM5I
,GTEX-UJHI-0726-SM-3DB92
,GTEX-145MF-0726-SM-5Q5BT
,GTEX-1212Z-1026-SM-5EGJ8
,GTEX-ZVZQ-1526-SM-5N9G6
,GTEX-X261-1026-SM-3NMDL
,GTEX-145MO-1326-SM-5Q5EF
,GTEX-111VG-0726-SM-5GIDC
,GTEX-11O72-1326-SM-5BC5A
,GTEX-WH7G-0726-SM-3NMBM
,GTEX-11TT1-1626-SM-5EQL7
,GTEX-145LU-0526-SM-5O9AT
,GTEX-ZLWG-0626-SM-4WWFR
,GTEX-X4LF-0526-SM-3NMB6
,GTEX-WK11-0526-SM-3NB3O
,GTEX-S341-0326-SM-2XCAU
,GTEX-W5X1-0526-SM-3GILH
,GTEX-ZY6K-0326-SM-5SIBB
,GTEX-POMQ-0526-SM-3GADD
,GTEX-13FTX-0326-SM-5J2NG
,GTEX-14DAR-0226-SM-5S2PR
,GTEX-SIU8-0926-SM-5SI87
,GTEX-PLZ6-0426-SM-5IFK2
,GTEX-OIZH-0526-SM-2HMKV
,GTEX-11WQK-1226-SM-5GU5Z
,GTEX-RTLS-0926-SM-2TF5X
,GTEX-S7SF-0426-SM-3K2B7
,GTEX-ZYT6-0526-SM-5GIEA
,GTEX-WYBS-1126-SM-3NMAM
,GTEX-Q2AG-1026-SM-33HBW
,GTEX-139UW-0226-SM-5K7WU
,GTEX-YJ8O-1826-SM-5HL82
,GTEX-R55D-0926-SM-3GAEU
,GTEX-ZYVF-1726-SM-5E443
,GTEX-XQ8I-1126-SM-4BOO2
,GTEX-11ZTT-0626-SM-5EQLM
,GTEX-Y8E4-0526-SM-4V6GC
,GTEX-ZC5H-0926-SM-5CVMZ
,GTEX-WVJS-0826-SM-4MVNR
,GTEX-ZPIC-0626-SM-57WDY
,GTEX-131XE-0726-SM-5HL9K
,GTEX-13FH7-1726-SM-5IJE7
,GTEX-ZYWO-0826-SM-5E45W
,GTEX-UPK5-1126-SM-3GAEJ
,GTEX-Q2AI-0526-SM-2I3EJ
,GTEX-Y9LG-0526-SM-4VBRY
,GTEX-11P81-0226-SM-5HL5M
,GTEX-146FH-1226-SM-5NQB6
,GTEX-1399U-0826-SM-5KM1P
,GTEX-T8EM-0326-SM-3DB7F
,GTEX-12WSK-0826-SM-5CVNP
,GTEX-148VJ-0826-SM-5LU8V
,GTEX-13OVL-0626-SM-5KM13
,GTEX-1211K-0826-SM-5FQUP
,GTEX-OXRL-0526-SM-2I3EZ
,GTEX-XBED-0826-SM-47JYC
,GTEX-Y8LW-0326-SM-4VBQ9
,GTEX-NL3G-0526-SM-4RTWW
,GTEX-OXRK-0926-SM-2HMKP
,GTEX-VJYA-0326-SM-3GAEX
,GTEX-145LS-1226-SM-5Q5D9
,GTEX-T2IS-0526-SM-32QP9
,GTEX-11DZ1-0426-SM-5H11A
,GTEX-OIZG-0526-SM-2HMLF
,GTEX-SUCS-0626-SM-32PM5
,GTEX-PLZ5-0726-SM-2I5F9
,GTEX-QEG4-0526-SM-48TZD
,GTEX-NPJ8-0326-SM-2D7VV
,GTEX-RUSQ-0626-SM-2TF5V
,GTEX-XOT4-1426-SM-4B65T
,GTEX-QMR6-1926-SM-32PL9
,GTEX-QCQG-0326-SM-2I3ES
,GTEX-PW2O-0526-SM-2I3DX
,GTEX-X4EP-0526-SM-3P5YW
,GTEX-12WSA-1026-SM-5EGHN
,GTEX-13G51-0426-SM-5K7Z5
,GTEX-UJMC-0726-SM-3GADX
,GTEX-13NYB-0626-SM-5MR47
,GTEX-11LCK-0426-SM-5A5M8
,GTEX-NFK9-1026-SM-2HMK1
,GTEX-13FHO-1026-SM-5KM1Q
,GTEX-11OF3-1126-SM-5986C
,GTEX-13OW8-1726-SM-5L3GO
,GTEX-ZVT3-0926-SM-5GICK
,GTEX-RM2N-0426-SM-2TF4T
,GTEX-11ZTS-1226-SM-5EQMQ
,GTEX-12WSL-1026-SM-5CVNJ
,GTEX-14A6H-0526-SM-5NQAZ
,GTEX-QMRM-0826-SM-3NB33
,GTEX-QEG5-1126-SM-33HC2
,GTEX-144GO-0226-SM-5LUB1
,GTEX-OHPM-0526-SM-2YUMJ
,GTEX-13OVG-0326-SM-5KM57
,GTEX-WYVS-0526-SM-3NM9W
,GTEX-131XH-0426-SM-5DUWU
,TCGA-66-2783-01A-01R-1201-07
,TCGA-66-2744-01A-01R-0980-07
,TCGA-66-2781-01A-01R-0851-07
,TCGA-34-2600-01A-01R-0851-07
,TCGA-85-7697-01A-11R-2125-07
,TCGA-O2-A52W-01A-11R-A26W-07
,TCGA-56-8201-01A-11R-2247-07
,TCGA-60-2709-01A-21R-1820-07
,TCGA-22-5491-01A-01R-1635-07
,TCGA-22-0940-01A-01R-0692-07
,TCGA-43-6647-01A-11R-1820-07
,TCGA-63-7022-01A-11R-1949-07
,TCGA-56-A5DS-01A-11R-A27Q-07
,TCGA-85-8353-01A-21R-2296-07
,TCGA-18-3417-01A-01R-1443-07
,TCGA-22-5485-01A-01R-1635-07
,TCGA-37-A5EL-01A-11R-A26W-07
,TCGA-63-A5MU-01A-11R-A26W-07
,TCGA-33-4566-01A-01R-1443-07
,TCGA-77-7463-01A-11R-2045-07
,TCGA-51-4081-01A-01R-1100-07
,TCGA-43-A56U-01A-11R-A26W-07
,TCGA-O2-A52Q-01A-11R-A26W-07
,TCGA-60-2724-01A-01R-0851-07
,TCGA-MF-A522-01A-11R-A262-07
,TCGA-43-3920-01A-01R-0980-07
,TCGA-96-7545-01A-21R-2045-07
,TCGA-21-5786-01A-01R-1635-07
,TCGA-21-1077-01A-01R-0692-07
,TCGA-77-8128-01A-11R-2247-07
,TCGA-60-2704-01A-11R-2045-07
,TCGA-37-4135-01A-01R-1100-07
,TCGA-33-4533-01A-01R-1201-07
,TCGA-46-3769-01A-01R-0980-07
,TCGA-33-4583-01A-01R-1443-07
,TCGA-51-6867-01A-11R-2045-07
,TCGA-56-7222-01A-11R-2045-07
,TCGA-63-5128-01A-01R-1443-07
,TCGA-18-3415-01A-01R-0980-07
,TCGA-NC-A5HJ-01A-11R-A26W-07
,TCGA-63-A5MN-01A-22R-A27Q-07
,TCGA-58-8391-01A-11R-2326-07
,TCGA-NK-A5CR-01A-11R-A26W-07
,TCGA-22-4607-01A-01R-1201-07
,TCGA-33-4589-01A-01R-1443-07
,TCGA-92-8063-01A-11R-2247-07
,TCGA-90-A4EE-01A-11R-A24Z-07
,TCGA-63-5131-01A-01R-1443-07
,TCGA-43-A56V-01A-11R-A26W-07
,TCGA-63-6202-01A-11R-1820-07
,TCGA-56-7580-01A-11R-2045-07
,TCGA-85-A512-01A-11R-A26W-07
,TCGA-98-A53A-01A-11R-A262-07
,TCGA-66-2742-01A-01R-0980-07
,TCGA-56-8503-01A-11R-2403-07
,TCGA-LA-A446-01A-21R-A24Z-07
,TCGA-90-7767-01A-11R-2125-07
,TCGA-34-5239-01A-21R-1820-07
,TCGA-85-8666-01A-11R-2403-07
,TCGA-XC-AA0X-01A-32R-A405-07
,TCGA-56-6546-01A-11R-1820-07
,TCGA-66-2766-01A-01R-0851-07
,TCGA-94-A5I4-01A-11R-A26W-07
,TCGA-18-3410-01A-01R-0980-07
,TCGA-43-5668-01A-01R-1635-07
,TCGA-77-A5GB-01B-11R-A27Q-07
,TCGA-56-5898-01A-11R-1635-07
,TCGA-18-3421-01A-01R-0980-07
,TCGA-60-2712-01A-01R-0851-07
,TCGA-77-8145-01A-11R-2247-07
,TCGA-66-2755-01A-01R-0851-07
,TCGA-22-4609-01A-21R-2125-07
,TCGA-37-4133-01A-01R-1100-07
,TCGA-43-6143-01A-11R-1820-07
,TCGA-22-5479-01A-31R-1949-07
,TCGA-68-7755-01A-11R-2125-07
,TCGA-37-4132-01A-01R-1100-07
,TCGA-43-5670-01A-21R-2125-07
,TCGA-85-8287-01A-11R-2296-07
,TCGA-33-A5GW-01A-11R-A27Q-07
,TCGA-L3-A4E7-01A-11R-A24Z-07
,TCGA-18-3406-01A-01R-0980-07
,TCGA-NC-A5HG-01A-11R-A26W-07
,TCGA-22-1017-01A-01R-0692-07
,TCGA-43-2578-01A-01R-0851-07
,TCGA-22-4605-01A-21R-2125-07
,TCGA-46-3766-01A-01R-0980-07
,TCGA-77-7141-01A-11R-2045-07
,TCGA-68-8251-01A-11R-2296-07
,TCGA-39-5029-01A-01R-1443-07
,TCGA-18-4086-01A-01R-1100-07
,TCGA-90-7769-01A-11R-2125-07
,TCGA-85-6561-01A-11R-1820-07
,TCGA-77-6844-01A-11R-1949-07
,TCGA-66-2768-01A-01R-0851-07
,TCGA-34-5240-01A-01R-1443-07
,TCGA-NC-A5HH-01A-11R-A26W-07
,TCGA-39-5011-01A-01R-1443-07
,TCGA-85-8071-01A-11R-2247-07
,TCGA-63-A5MP-01A-11R-A26W-07
,TCGA-22-1016-01A-01R-0692-07
,TCGA-39-5024-01A-21R-1820-07
,TCGA-J1-A4AH-01A-31R-A24H-07
,TCGA-77-7338-01A-11R-2045-07
,TCGA-60-2714-01A-01R-0851-07
,TCGA-60-2719-01A-01R-0851-07
,TCGA-63-A5MR-01A-31R-A27Q-07
,TCGA-NC-A5HN-01A-11R-A26W-07
,TCGA-77-7139-01A-11R-2045-07
,TCGA-85-8584-01A-11R-2403-07
,TCGA-21-5787-01A-01R-1635-07
,TCGA-22-5471-01A-01R-1635-07
,TCGA-37-5819-01A-01R-1635-07
,TCGA-70-6722-01A-11R-1820-07
,TCGA-79-5596-01A-31R-1949-07
,TCGA-85-A4CN-01A-11R-A24H-07
,TCGA-98-A53B-01A-11R-A262-07
,TCGA-21-1082-01A-01R-0692-07
,TCGA-85-7699-01A-11R-2125-07
,TCGA-21-1072-01A-01R-0692-07
,TCGA-43-A474-01A-11R-A24H-07
,TCGA-90-6837-01A-11R-1949-07
,TCGA-85-A4QR-01A-11R-A24Z-07
,TCGA-46-3768-01A-01R-0980-07
,TCGA-NK-A7XE-01A-12R-A405-07
,TCGA-L3-A524-01A-11R-A262-07
,TCGA-56-A62T-01A-11R-A405-07
,TCGA-66-2778-01A-02R-0851-07
,TCGA-58-A46K-01A-11R-A24H-07
,TCGA-66-2758-01A-02R-0851-07
,TCGA-33-4538-01A-01R-1201-07
,TCGA-66-2782-01A-01R-0851-07
,TCGA-43-7658-01A-11R-2125-07
,TCGA-77-8131-01A-11R-2247-07
,TCGA-96-8170-01A-11R-2296-07
,TCGA-96-7544-01A-11R-2045-07
,TCGA-58-A46J-01A-11R-A24H-07
,TCGA-63-A5MT-01A-21R-A26W-07
,TCGA-60-2698-01A-01R-0851-07
,TCGA-39-5035-01A-01R-1443-07
,TCGA-63-A5MY-01A-11R-A26W-07
,TCGA-85-A511-01A-21R-A262-07
,TCGA-56-1622-01A-01R-0692-07
,TCGA-NC-A5HD-01A-11R-A26W-07
,TCGA-34-2608-01A-02R-0851-07
,TCGA-85-A4JB-01A-51R-A262-07
,TCGA-63-A5M9-01A-11R-A26W-07
,TCGA-21-5782-01A-01R-1635-07
,TCGA-56-A5DR-01A-11R-A27Q-07
,TCGA-92-8065-01A-11R-2247-07
,TCGA-39-5030-01A-01R-1443-07
,TCGA-85-8350-01A-11R-2296-07
,TCGA-60-2707-01A-01R-0851-07
,TCGA-56-A4ZJ-01A-11R-A262-07
,TCGA-58-8390-01A-11R-2326-07
,TCGA-63-A5MS-01A-11R-A26W-07
,TCGA-85-7950-01A-11R-2187-07
,TCGA-56-8504-01A-11R-2403-07
,TCGA-22-5472-01A-01R-1635-07
,TCGA-37-4129-01A-01R-1100-07
,TCGA-33-4532-01A-01R-1201-07
,TCGA-22-4596-01A-01R-1201-07
,TCGA-18-3412-01A-01R-0980-07
,TCGA-60-2703-01A-11R-2045-07
,TCGA-22-4595-01A-01R-1201-07
,TCGA-22-5480-01A-01R-1635-07
,TCGA-46-6026-01A-11R-1820-07
,TCGA-21-5783-01A-41R-2187-07
,TCGA-66-2773-01A-01R-1201-07
,TCGA-77-A5GA-01A-11R-A27Q-07
,TCGA-21-1083-01A-01R-0692-07
,TCGA-96-A4JL-01A-11R-A24Z-07
,TCGA-77-7138-01A-41R-2045-07
,TCGA-85-8276-01A-11R-2296-07
,TCGA-77-A5GF-01A-21R-A27Q-07
,TCGA-60-2696-01A-01R-0851-07
,TCGA-39-5034-01A-01R-1443-07
,TCGA-77-A5G8-01B-11R-A27Q-07
,TCGA-66-2771-01A-01R-0980-07
,TCGA-63-A5MH-01A-12R-A27Q-07
,TCGA-21-1080-01A-01R-0692-07
,TCGA-18-3411-01A-01R-0980-07
,TCGA-60-2695-01A-01R-0851-07
,TCGA-39-5031-01A-01R-1443-07
,TCGA-21-1070-01A-01R-0692-07
,TCGA-96-8169-01A-11R-2296-07
,TCGA-33-6737-01A-11R-1820-07
,TCGA-18-3407-01A-01R-0980-07
,TCGA-94-A4VJ-01A-11R-A24Z-07
,TCGA-90-A4ED-01A-31R-A24Z-07
,TCGA-85-7710-01A-11R-2125-07
,TCGA-77-8139-01A-11R-2247-07
,TCGA-56-7731-01A-11R-2125-07
,TCGA-39-5039-01A-01R-1443-07
,TCGA-60-2711-01A-01R-0851-07
,TCGA-98-A53D-01A-32R-A262-07
,TCGA-66-2792-01A-01R-0980-07
,TCGA-O2-A52V-01A-31R-A262-07
,TCGA-66-2787-01A-01R-0980-07
,TCGA-94-8490-01A-11R-2326-07
,TCGA-66-2785-01A-01R-0851-07
,TCGA-85-8355-01A-11R-2296-07
,TCGA-77-8146-01A-11R-2247-07
,TCGA-98-8023-01A-11R-2247-07
,TCGA-58-A46N-01A-11R-A24H-07
,TCGA-77-A5G6-01A-11R-A27Q-07
,TCGA-56-8308-01A-11R-2296-07
,TCGA-56-8623-01A-11R-A28V-07
,TCGA-O2-A52N-01A-11R-A26W-07
,TCGA-39-5021-01A-01R-1443-07
,TCGA-34-5232-01A-21R-1820-07
,TCGA-37-A5EM-01A-21R-A27Q-07
,TCGA-18-4721-01A-01R-1443-07
,TCGA-66-2780-01A-01R-0851-07
,TCGA-85-8352-01A-31R-2326-07
,TCGA-98-7454-01A-11R-2045-07
,TCGA-68-A59I-01A-11R-A262-07
,TCGA-85-A50M-01A-21R-A262-07
,TCGA-43-8116-01A-11R-2247-07
,TCGA-O2-A52S-01A-11R-A262-07
,TCGA-39-5028-01A-01R-1443-07
,TCGA-77-6842-01A-11R-1949-07
,TCGA-22-1012-01A-01R-0692-07
,TCGA-33-AASD-01A-11R-A405-07
,TCGA-85-8072-01A-31R-2247-07
,TCGA-37-A5EN-01A-21R-A26W-07
,TCGA-85-8048-01A-11R-2247-07
,TCGA-46-3765-01A-01R-0980-07
,TCGA-66-2786-01A-01R-0851-07
,TCGA-66-2800-01A-01R-1201-07
,TCGA-66-2791-01A-01R-0980-07
,TCGA-77-8150-01A-11R-2247-07
,TCGA-NK-A5CT-01A-31R-A26W-07
,TCGA-85-A4JC-01A-11R-A24Z-07
,TCGA-85-6175-01A-11R-1820-07
,TCGA-90-7964-01A-21R-2187-07
,TCGA-56-7221-01A-11R-2045-07
,TCGA-18-5592-01A-01R-1635-07
,TCGA-85-8070-01A-11R-2247-07
,TCGA-66-2756-01A-01R-0851-07
,TCGA-22-5474-01A-01R-1635-07
,TCGA-33-4547-01A-01R-1201-07
,TCGA-66-2767-01A-01R-0851-07
,TCGA-85-8049-01A-11R-2247-07
,TCGA-34-A5IX-01A-12R-A27Q-07
,TCGA-21-1081-01A-01R-0692-07
,TCGA-58-A46L-01A-11R-A24H-07
,TCGA-43-6770-01A-11R-1820-07
,TCGA-90-7766-01A-21R-2125-07
,TCGA-22-1005-01A-01R-0692-07
,TCGA-63-7020-01A-11R-1949-07
,TCGA-77-8133-01A-12R-2247-07
,TCGA-66-2753-01A-01R-0980-07
,TCGA-NC-A5HM-01A-12R-A26W-07
,TCGA-56-8625-01A-11R-2403-07
,TCGA-43-8118-01A-11R-2403-07
,TCGA-98-8020-01A-11R-2247-07
,TCGA-58-8393-01A-11R-2326-07
,TCGA-77-8008-01A-21R-2187-07
,TCGA-66-2765-01A-01R-0851-07
,TCGA-22-4591-01A-01R-1201-07
,TCGA-77-8140-01A-11R-2247-07
,TCGA-56-7822-01A-11R-2125-07
,TCGA-60-2697-01A-11R-2125-07
,TCGA-56-7823-01B-11R-2247-07
,TCGA-63-A5MB-01A-11R-A26W-07
,TCGA-77-8144-01A-11R-2247-07
,TCGA-60-2722-01A-01R-0851-07
,TCGA-37-3792-01A-01R-0980-07
,TCGA-22-4613-01A-01R-1443-07
,TCGA-60-2723-01A-01R-0851-07
,TCGA-39-5016-01A-01R-1443-07
,TCGA-21-1075-01A-01R-0692-07
,TCGA-66-2794-01A-01R-1201-07
,TCGA-85-7696-01A-11R-2125-07
,TCGA-34-8454-01A-11R-2326-07
,TCGA-66-2734-01A-01R-0980-07
,TCGA-60-2708-01A-01R-0851-07
,TCGA-NK-A5CX-01A-11R-A26W-07
,TCGA-56-8083-01A-11R-2247-07
,TCGA-56-7730-01A-11R-2125-07
,TCGA-52-7622-01A-11R-2125-07
,TCGA-22-4593-01A-21R-1820-07
,TCGA-58-8387-01A-11R-2296-07
,TCGA-98-A53H-01A-12R-A262-07
,TCGA-33-6738-01A-11R-1949-07
,TCGA-21-5784-01A-01R-1635-07
,TCGA-85-8479-01A-11R-2326-07
,TCGA-NC-A5HF-01A-11R-A26W-07
,TCGA-77-8153-01A-11R-2403-07
,TCGA-34-8455-01A-11R-2326-07
,TCGA-33-4582-01A-01R-1443-07
,TCGA-96-A4JK-01A-11R-A24Z-07
,TCGA-68-7756-01A-11R-2125-07
,TCGA-60-2716-01A-01R-0851-07
,TCGA-33-A4WN-01A-11R-A262-07
,TCGA-60-2713-01A-01R-0851-07
,TCGA-37-4133-01A-01R-1100-07-1
,TCGA-39-5022-01A-21R-1820-07
,TCGA-22-1002-01A-01R-0692-07
,TCGA-77-A5FZ-01A-31R-A27Q-07
,TCGA-77-7142-01A-11R-2045-07
,TCGA-NC-A5HT-01A-11R-A26W-07
,TCGA-77-A5GH-01A-11R-A27Q-07
,TCGA-63-A5MW-01A-11R-A26W-07
,TCGA-37-4141-01A-02R-1100-07
,TCGA-18-5595-01A-01R-1635-07
,TCGA-NC-A5HQ-01A-11R-A26W-07
,TCGA-39-5036-01A-01R-1443-07
,TCGA-LA-A7SW-01A-11R-A405-07
,TCGA-NC-A5HP-01A-11R-A26W-07
,TCGA-21-1079-01A-01R-0692-07
,TCGA-85-8481-01A-11R-2326-07
,TCGA-22-5481-01A-31R-1949-07
,TCGA-33-AASJ-01A-11R-A405-07
,TCGA-68-A59J-01A-21R-A26W-07
,TCGA-33-4587-01A-11R-2125-07
,TCGA-63-7023-01A-11R-1949-07
,TCGA-56-8305-01A-11R-2296-07
,TCGA-85-8354-01A-31R-2326-07
,TCGA-77-8009-01A-11R-2187-07
,TCGA-34-5231-01A-21R-1820-07
,TCGA-33-AASB-01A-11R-A405-07
,TCGA-34-2596-01A-01R-0851-07
,TCGA-63-A5MV-01A-21R-A26W-07
,TCGA-52-7809-01A-21R-2125-07
,TCGA-85-8582-01A-21R-2403-07
,TCGA-60-2715-01A-01R-0851-07
,TCGA-66-2790-01A-01R-0980-07
,TCGA-18-3414-01A-01R-0980-07
,TCGA-66-2737-01A-01R-0980-07
,TCGA-56-8624-01A-11R-2403-07
,TCGA-22-1000-01A-01R-A32Z-07
,TCGA-21-1078-01A-01R-0692-07
,TCGA-92-8064-01A-11R-2247-07
,TCGA-56-5897-01A-11R-1635-07
,TCGA-18-3419-01A-01R-0980-07
,TCGA-34-5234-01A-01R-1635-07
,TCGA-56-8304-01A-11R-2326-07
,TCGA-18-4083-01A-01R-1100-07
,TCGA-68-8250-01A-11R-2296-07
,TCGA-21-1076-01A-02R-0692-07
,TCGA-52-7811-01A-11R-2125-07
,TCGA-56-7223-01A-11R-2045-07
,TCGA-56-A4ZK-01A-11R-A262-07
,TCGA-66-2727-01A-01R-0980-07
,TCGA-NC-A5HL-01A-11R-A26W-07
,TCGA-85-8288-01A-11R-2296-07
,TCGA-66-2788-01A-01R-0980-07
,TCGA-34-8456-01A-21R-2326-07
,TCGA-85-7843-01A-11R-2125-07
,TCGA-34-5241-01A-01R-1443-07
,TCGA-43-8115-01A-11R-2247-07
,TCGA-77-8154-01A-11R-2247-07
,TCGA-37-4130-01A-01R-1100-07
