i_doc,doc,Topic 1,Topic 2,Topic 3,Topic 4,Topic 5,Topic 6,Topic 7,Topic 8,Topic 9,Topic 10,Topic 11,Topic 12,Topic 13,Topic 14,Topic 15,Topic 16,Topic 17,Topic 18,Topic 19,Topic 20,Topic 21,Topic 22,Topic 23,Topic 24,Topic 25,Topic 26,Topic 27,Topic 28,Topic 29,Topic 30,Topic 31,Topic 32,Topic 33,Topic 34,Topic 35,Topic 36,Topic 37,Topic 38,Topic 39,Topic 40,Topic 41,Topic 42,Topic 43,Topic 44,Topic 45,Topic 46,Topic 47,Topic 48,Topic 49,Topic 50,Topic 51,Topic 52,Topic 53,Topic 54,Topic 55,Topic 56,Topic 57,Topic 58,Topic 59,Topic 60,Topic 61,Topic 62,Topic 63,Topic 64,Topic 65
10,TCGA-50-5936-01A-11R-1628-07,5.309958442765073e-07,1.6335736378567608e-06,5.309964535189673e-07,0.30432349631239236,5.310006070647262e-07,5.309962775473547e-07,5.310159615670222e-07,5.309913497704341e-07,5.309929288937967e-07,5.3100139231489e-07,0.005733541099623887,5.309892194115422e-07,5.309918812743303e-07,5.309977228082971e-07,2.858596949614123e-06,0.0004424492490983755,5.310098520921904e-07,5.309954249016538e-07,0.3128752755277491,5.310208929615698e-07,5.30992766173731e-07,5.309931288782026e-07,5.310507508674435e-07,5.309959842549909e-07,5.310193847678601e-07,5.309946699014105e-07,5.309909934845628e-07,5.309902974860238e-07,5.310014830435085e-07,5.309983795531309e-07,5.309963405275441e-07,5.30995570495083e-07,5.309954761610382e-07,5.309960407676479e-07,0.24950061621180175,5.309957479676521e-07,0.1250612136867891,5.310075992457454e-07,5.309963618819674e-07,5.309998208980579e-07,5.309936251879083e-07,5.309981958668598e-07,0.00202672473206177,5.30990137875392e-07,2.9736888509154076e-06,5.310059642759392e-07,5.309926158321699e-07,5.309883625725419e-07,5.309950425523856e-07,5.309886385533925e-07,5.309888948919677e-07,5.309929634796303e-07,5.432720402237518e-07,5.309977398435586e-07,5.309909920199282e-07,5.309951243646831e-07,5.310936775726084e-07,5.310047770295361e-07,5.309941904849112e-07,5.310346359306516e-07,5.310009311633616e-07,5.3100282931737e-07,5.310039381676885e-07,5.309898171834024e-07,5.309993062760409e-07
11,TCGA-55-A48Z-01A-12R-A24X-07,4.524522558743695e-07,1.185912560811346e-06,4.5245382964677924e-07,0.37375459927843163,4.5245750551358516e-07,4.52453759253867e-07,4.5247248178477044e-07,4.524497794811635e-07,4.5245128159027677e-07,4.5245832124476464e-07,0.003910161154331947,4.524478529129219e-07,4.5245001428442827e-07,4.5245440399477893e-07,2.1409703518376356e-06,0.0002810960772189325,4.524632068240193e-07,4.5245302204338324e-07,0.1435532882471613,4.5247288978576046e-07,4.5245025759367013e-07,4.524506999689226e-07,4.524967514355339e-07,4.5245184085839585e-07,4.5247020277122585e-07,4.5245205737164084e-07,4.52449452461152e-07,4.5244891571567406e-07,4.524576759456374e-07,4.5245546475564177e-07,4.5245272875327964e-07,4.5245337695241356e-07,4.5245246082725783e-07,4.5245272662455296e-07,0.16439752715319358,4.524526990982505e-07,0.31230542095812364,4.52461714776997e-07,4.524527547049379e-07,4.5245491308471784e-07,4.5245164648330593e-07,4.524529405851124e-07,0.0017670172778902018,4.524487466702242e-07,2.669513117272977e-06,4.52461536411208e-07,4.5245075027097667e-07,4.524464927358007e-07,4.524531547420144e-07,4.5244763883313686e-07,4.5244822873436474e-07,4.524507888657277e-07,4.6076720370098745e-07,4.5245613999613143e-07,4.5244878397674957e-07,4.5245346803614897e-07,4.525141290378301e-07,4.5246139594277053e-07,4.5245151040869104e-07,4.525054911846469e-07,4.524570559482635e-07,4.524602033798661e-07,4.524587672792241e-07,4.5244864641297596e-07,4.5245560112738374e-07
12,TCGA-MP-A4TF-01A-11R-A262-07,6.004819865576256e-07,1.0969192884599723e-06,6.004828332519563e-07,0.2564696687917148,6.004874691532126e-07,6.004836008178913e-07,6.005070860101591e-07,6.004781744996098e-07,6.004791161080342e-07,6.004893457622558e-07,0.00441837869372485,6.00474994803489e-07,6.004787632350813e-07,6.004841690542699e-07,1.7128822037798292e-06,0.00018425495440909441,6.004958466124437e-07,6.004821465768521e-07,0.19402974281273996,6.005081049569667e-07,6.004789010645258e-07,6.004796977647013e-07,6.00533287205499e-07,6.004834291894104e-07,6.005073943223523e-07,6.004807456052762e-07,6.004771210782766e-07,6.004761222202803e-07,6.004884970193028e-07,6.004858546600084e-07,6.004828638767472e-07,6.004819839635982e-07,6.004823207344898e-07,6.004825039954097e-07,0.3811914561332047,6.004822316450259e-07,0.16183806872084716,6.004943748973196e-07,6.004828464809002e-07,6.004868526010531e-07,6.004801956563043e-07,6.004863521073976e-07,0.0018306791613233089,6.004760679606704e-07,1.9025251437601903e-06,6.00493840753344e-07,6.004789508662756e-07,6.004742369448558e-07,6.00481874206047e-07,6.004747763405646e-07,6.004749305173525e-07,6.00479603024253e-07,6.120597349895038e-07,6.004853988262018e-07,6.004768679246792e-07,6.004821714929342e-07,6.005685973620048e-07,6.004925365897361e-07,6.004809974318906e-07,6.005466607412011e-07,6.004871047509059e-07,6.004909007581199e-07,6.004905912830319e-07,6.004758191273315e-07,6.00486524826572e-07
13,TCGA-97-A4M7-01A-11R-A24X-07,3.5035047756714583e-07,9.149808012677716e-05,3.5035165424315137e-07,0.30234430128891965,3.503538884536454e-07,3.503506327495679e-07,3.5038418929226315e-07,3.5034706181499016e-07,3.503480332925261e-07,3.5035606741385775e-07,0.016901170243083515,3.503458184883795e-07,3.503472277815338e-07,3.503518497729592e-07,9.6749924578385e-05,0.005595512360893443,3.503643626459156e-07,3.5034978671253214e-07,0.19286234773147243,3.5037156095066396e-07,3.5034857789024765e-07,3.5034904255053703e-07,3.5038066809962064e-07,3.5035151848760766e-07,3.5036951479081147e-07,3.5035087208500245e-07,3.503469121879312e-07,3.5034687882801384e-07,3.5035703892015944e-07,3.5035169647246896e-07,3.50349557542973e-07,3.5035142171882157e-07,3.5035093877659525e-07,3.503507771678868e-07,0.055896475816679024,3.5035046095464667e-07,0.3713992202137891,3.5036090100132736e-07,3.5035165645705875e-07,3.5035205898348827e-07,3.5034921466177055e-07,3.5035584378612707e-07,0.05467417887298751,3.503462232913921e-07,0.00011926206030308357,3.5035808012007575e-07,3.503477251978259e-07,3.5034472644801806e-07,3.503496782318768e-07,3.5034474290660477e-07,3.503454489195901e-07,3.503480987587714e-07,3.6422759806744626e-07,3.503515691608292e-07,3.503470788284248e-07,3.5035033300655e-07,3.5042417685852045e-07,3.5035806329986563e-07,3.5034869693771915e-07,3.503978280656079e-07,3.503561511316878e-07,3.503558496693158e-07,3.5035896624238825e-07,3.503460178092432e-07,3.503519514471105e-07
14,TCGA-69-7763-01A-11R-2170-07,3.693083474408905e-07,0.0022708051731034616,3.6930891436509475e-07,0.19860855928416118,3.693114865045749e-07,3.6930828116206056e-07,3.693383738046585e-07,3.69304178709263e-07,3.6930535597365183e-07,3.693167297092276e-07,0.010592310248186921,3.693024554342062e-07,3.693043511743734e-07,3.6930951984721354e-07,0.002956849204514161,0.014812383561966784,3.6932800090543993e-07,3.693071566737999e-07,0.29735209254263173,3.693338815919179e-07,3.6930630494121883e-07,3.693062801631266e-07,3.693915710315875e-07,3.6930839110477295e-07,3.693341291005622e-07,3.693079301047325e-07,3.6930525948015976e-07,3.6930397010029924e-07,3.693180801401798e-07,3.693091365178116e-07,3.6930777993415426e-07,3.693085849458108e-07,3.6930801915637237e-07,3.6930840363883886e-07,0.07841801030627513,3.6930847175131857e-07,0.362437423919134,3.69319638204519e-07,3.693083967954006e-07,3.693100058864531e-07,3.693071682416679e-07,3.6931313824746117e-07,0.029543296642010636,3.6930308506400766e-07,0.0029879511426006626,3.693161733280632e-07,3.69304908864725e-07,3.6930179143464e-07,3.693068524078898e-07,3.6930159669250886e-07,3.693026489613555e-07,3.6930538616216055e-07,3.7501879465381107e-07,3.6930915506664584e-07,3.693040427626244e-07,3.693079449703641e-07,3.6940321463781393e-07,3.693175886531857e-07,3.6930520357716585e-07,3.693308720012244e-07,3.693144721024351e-07,3.6931292510709264e-07,3.6931804862256926e-07,3.6930331990948487e-07,3.6930969740596757e-07
15,TCGA-62-A46O-01A-11R-A24H-07,3.7591589183249264e-07,4.51992287422867e-07,3.759161177871541e-07,0.071126020754767,3.7593996555486973e-07,3.759155840070791e-07,3.75922701847936e-07,3.7592118373011603e-07,3.7591984580312293e-07,3.759203356095804e-07,0.0006660621361006988,3.7591047582728666e-07,3.7591268825824017e-07,3.7592304350064694e-07,7.350123006627251e-07,4.555585429222611e-05,3.759212769056906e-07,3.759318065338262e-07,0.4196369617238294,3.7593385444698485e-07,3.759124402658701e-07,3.759088242159574e-07,3.763904068559371e-07,3.759145832339374e-07,3.759277900721509e-07,3.7591392527600397e-07,3.75923900074445e-07,3.759137852160154e-07,3.759199923876788e-07,3.759690252224692e-07,3.759303888074989e-07,3.7591892326191143e-07,3.759194019336837e-07,3.759239649231689e-07,0.2156434697401161,3.7591281001715984e-07,0.2925675657908556,3.759242531441738e-07,3.759176255565353e-07,3.7594983816959423e-07,3.7592797360262515e-07,3.759085328593219e-07,0.00029096798537444436,3.7591635654012714e-07,8.28225103041906e-07,3.7592335387480513e-07,3.7591738633317304e-07,3.7590812807010306e-07,3.76022413799263e-07,3.75909232257883e-07,3.759922400739738e-07,3.759241999949156e-07,3.821663575671514e-07,3.759237142369556e-07,3.7591240689405405e-07,3.7644103746403695e-07,3.7596944284365354e-07,3.7605591413610056e-07,3.76161391119297e-07,1.07311835909281e-06,3.7591606894285506e-07,3.759321485172345e-07,3.75930198383313e-07,3.7599132938661286e-07,3.7592013713903994e-07
16,TCGA-78-7536-01A-11R-2066-07,5.287170001912536e-07,6.088918814331017e-07,5.287178641471018e-07,0.136194526405549,5.287219334475365e-07,5.287187332958032e-07,5.287366079806812e-07,5.287141591229118e-07,5.287162539355644e-07,5.287234036546324e-07,0.0012827786369751838,5.287115636545416e-07,5.287136679608392e-07,5.287201611510457e-07,7.444387489822007e-07,4.1788510797843036e-05,5.287269744210628e-07,5.287174356975813e-07,0.4937166876896304,5.287354625968342e-07,5.287143047288046e-07,5.287161700075546e-07,5.287619126193669e-07,5.287193241088512e-07,5.287339480643688e-07,5.287156371557732e-07,5.287139084851619e-07,5.28712718689891e-07,5.287222406130484e-07,5.287205007473639e-07,5.287159626756988e-07,5.287182810735107e-07,5.287171455858503e-07,5.287167457262321e-07,0.2402167584331827,5.28717340674442e-07,0.127148047046074,5.287272837722059e-07,5.287174551534607e-07,5.287229399910937e-07,5.287163248052022e-07,5.287175179140952e-07,0.0013681703400356708,5.287126245967935e-07,8.014625908471056e-07,5.287256454685785e-07,5.287151123243755e-07,5.28710576656546e-07,5.287175765189718e-07,5.287123959449676e-07,5.287121283238337e-07,5.287158909094765e-07,5.371760919314292e-07,5.287205395480136e-07,5.287123072674104e-07,5.287174638017926e-07,5.287730739384089e-07,5.287281759053135e-07,5.287159907047551e-07,5.287680283927881e-07,5.287205542663223e-07,5.287242559161638e-07,5.287232562562413e-07,5.287126559084608e-07,5.287213054948369e-07
17,TCGA-97-8172-01A-11R-2287-07,4.995713091627817e-07,0.0006229109556067993,4.995710103762072e-07,0.3046814665600084,4.995750886429491e-07,4.995694230756917e-07,4.995968732777256e-07,4.995644226103792e-07,4.995665548879979e-07,4.995800260271876e-07,0.020714401436774645,4.995626974716233e-07,4.995651354160178e-07,4.995719457014346e-07,0.0011724912722335522,0.015086984087314148,4.995948641421491e-07,4.995684849457286e-07,0.32185882063479565,4.996048965880993e-07,4.995675168980776e-07,4.995680265213179e-07,4.996230157464539e-07,4.995674241526109e-07,4.996034282660148e-07,4.995711891027913e-07,4.995654663495835e-07,4.995644696437256e-07,4.995810825960761e-07,4.995712302531837e-07,4.995703527792524e-07,4.995714046758587e-07,4.995701549428314e-07,4.995707296608489e-07,0.03961558407365737,4.99570333961461e-07,0.27443322473985016,4.995851051287825e-07,4.995706725231081e-07,4.995707807867836e-07,4.995682545609213e-07,4.995779535742122e-07,0.02082297847950943,4.995635247327069e-07,0.0009636508348588144,4.995826358133173e-07,4.995654563804024e-07,4.995620127441056e-07,4.995683900315062e-07,4.995611289881112e-07,4.995622029296427e-07,4.995666015140529e-07,5.097496901390155e-07,4.995720406253141e-07,4.99565600539291e-07,4.995698465451709e-07,4.996970619715593e-07,4.995820104410327e-07,4.99567080010732e-07,4.996444945338539e-07,4.995787859286222e-07,4.995769535652701e-07,4.995825248563206e-07,4.995637842691214e-07,4.995722399889151e-07
18,TCGA-93-8067-01A-11R-2287-07,3.966309830936188e-07,0.0002019768076499119,3.966306762441553e-07,0.12694217442747222,3.9663385577796734e-07,3.9663084692396537e-07,3.9666667966196285e-07,3.966266234077705e-07,3.966277345532961e-07,3.966372130864112e-07,0.010872601357163437,3.9662462236320084e-07,3.9662777277731366e-07,3.9663208052072573e-07,0.00026375166397865196,0.0013137251856713248,3.966459788407271e-07,3.9662963784279014e-07,0.48392382963114927,3.966523336932407e-07,3.966285807331428e-07,3.966290007642484e-07,3.9669453072659504e-07,3.966402409311269e-07,3.9665708643461363e-07,3.9662974762386555e-07,3.966270898115829e-07,3.9662605524710673e-07,3.9663867452663156e-07,3.9663202865303024e-07,3.9663219687394255e-07,3.9663064417901976e-07,3.9663026279560986e-07,3.9663050579923366e-07,0.2632549708692805,3.966311057040158e-07,0.10356923332101704,3.966419800012283e-07,3.966307502248458e-07,3.9663814921586655e-07,3.9662953508713733e-07,3.966350452630228e-07,0.009352159160315331,3.9662536403985257e-07,0.0002837562478045178,3.966370664070235e-07,3.966278835527752e-07,3.9662417788528747e-07,3.966293801346948e-07,3.966243591968195e-07,3.966248677884831e-07,3.9662781250498736e-07,4.0296096375520796e-07,3.9663116025266987e-07,3.9662610341766244e-07,3.966301574374299e-07,3.9671040714062505e-07,3.9663878529884246e-07,3.966278377485011e-07,3.9668186571247416e-07,3.966355780625037e-07,3.966358063311859e-07,3.9664075955615954e-07,3.966253332742588e-07,3.966325788562156e-07
19,TCGA-NJ-A4YP-01A-11R-A262-07,4.433413631519126e-07,1.271936615234193e-06,4.4334181689558966e-07,0.2505753973168829,4.433447964078929e-07,4.433420344539032e-07,4.4335802496187886e-07,4.4333838578172895e-07,4.433389867821579e-07,4.433465982114812e-07,0.003385980804426709,4.433357983697726e-07,4.433382694531743e-07,4.433428389374526e-07,2.43813976908037e-06,0.0003669270006195441,4.4335218118228533e-07,4.4334103926782547e-07,0.436903350263096,4.4336093765441266e-07,4.433382949804386e-07,4.433396154855117e-07,4.4337902416419686e-07,4.4334059532716715e-07,4.433592038557639e-07,4.433408407200016e-07,4.4333697081327923e-07,4.4333673074794666e-07,4.4334504307736823e-07,4.4334344264854707e-07,4.4334013152558415e-07,4.4334098384145726e-07,4.433412402887502e-07,4.433414613663399e-07,0.22199074360175844,4.433415754852961e-07,0.08444898631838985,4.4335044593791904e-07,4.4334226167658625e-07,4.4334365009418694e-07,4.4333946747128185e-07,4.4334415976644904e-07,0.002298089768351007,4.433369091162934e-07,2.421404260814801e-06,4.433501509445225e-07,4.4333851489609903e-07,4.433351272079806e-07,4.4334036720817423e-07,4.433356296528962e-07,4.433352640805271e-07,4.4333883399091605e-07,4.528137286999292e-07,4.433435271976042e-07,4.433374301288286e-07,4.433408053076886e-07,4.433974715778763e-07,4.433485455872364e-07,4.4333986545397365e-07,4.433851080941805e-07,4.433448864242478e-07,4.4334775786939274e-07,4.4334700199035186e-07,4.4333671295066376e-07,4.433439811681375e-07
20,TCGA-05-4420-01A-01R-1206-07,4.981579781677444e-07,8.303914811366063e-07,4.98158873066653e-07,0.14250220529450516,4.981628967503819e-07,4.981587571997775e-07,4.981790641283859e-07,4.981539186931764e-07,4.981556083374791e-07,4.981635990817597e-07,0.020937277864232835,4.981516286254202e-07,4.981553828144348e-07,4.981609435468177e-07,1.1873603343657907e-06,0.00014459094556071742,4.981687481020443e-07,4.981577549542846e-07,0.5533779259814151,4.981798630437307e-07,4.981553677536543e-07,4.981562668035369e-07,4.98261838177585e-07,4.981579468643935e-07,4.98191561975572e-07,4.981562529908202e-07,4.981536360155265e-07,4.981528188496951e-07,4.981625609356719e-07,4.981609581012416e-07,4.981645942151906e-07,4.981578790022824e-07,4.981577709379619e-07,4.981573110016079e-07,0.16776265890060546,4.981585412158757e-07,0.11321997064070752,4.981687460368389e-07,4.981584251440871e-07,4.981613272573863e-07,4.981565364322021e-07,4.981583524458962e-07,0.002024675155248755,4.981527036586521e-07,1.2628010899858977e-06,4.981669424059962e-07,4.981549243866495e-07,4.981507954936813e-07,4.981573326735043e-07,4.981520178538096e-07,4.981517304457749e-07,4.981563205435341e-07,5.138121494698992e-07,4.981608764984112e-07,4.981528026466339e-07,4.981577123514213e-07,4.982199276371376e-07,4.98167479543696e-07,4.981568339871283e-07,4.982131213086767e-07,4.981613653138415e-07,4.981637189915719e-07,4.981678074085856e-07,4.981527280819945e-07,4.981618195423019e-07
21,TCGA-L9-A444-01A-21R-A24H-07,3.956196174712521e-07,2.6336075513286044e-06,3.956210088211105e-07,0.30268289724084024,3.9562397272032397e-07,3.956205396602618e-07,3.9563323727522323e-07,3.9561719275796756e-07,3.9561835443543227e-07,3.956252497275919e-07,0.004375669544038985,3.9561576724041436e-07,3.956173621261203e-07,3.956213826482144e-07,5.415520233241722e-06,0.0010610016303711667,3.9563068319330773e-07,3.956201104443065e-07,0.09395791244133583,3.956388141744213e-07,3.9561784059810817e-07,3.956179795753173e-07,3.956547980414051e-07,3.9561877713431455e-07,3.956358972944969e-07,3.956196398612375e-07,3.956172127770236e-07,3.956170357561528e-07,3.956251608564427e-07,3.9562195046264635e-07,3.956192329935025e-07,3.956204032085478e-07,3.9562007763595843e-07,3.9562009031798284e-07,0.059722949204394346,3.956198071259461e-07,0.535803441359791,3.95627600830499e-07,3.9562013940609853e-07,3.9562142461478273e-07,3.9561925819498264e-07,3.9562099763856587e-07,0.0023595205028569374,3.956165944200551e-07,6.792109567985782e-06,3.9562806199734594e-07,3.956181656293517e-07,3.956146627753177e-07,3.9562006874448995e-07,3.95615164794931e-07,3.956159676935299e-07,3.9561825978982405e-07,4.0314678722389346e-07,3.95622963468562e-07,3.9561658487515236e-07,3.956206493657853e-07,3.9567705324531806e-07,3.9562787433555953e-07,3.956184309196825e-07,3.9566873624206255e-07,3.9562406449900486e-07,3.9562623047410344e-07,3.9562547738926263e-07,3.956164952308505e-07,3.9562210882699227e-07
22,TCGA-49-6744-01A-11R-1858-07,4.121528183331516e-07,0.0009667526952021627,4.1215393976317726e-07,0.3752774524008927,4.121565166147657e-07,4.1215202571052637e-07,4.121751353149796e-07,4.121480164354854e-07,4.121496376604985e-07,4.121609142879027e-07,0.028553400530872505,4.12146409323491e-07,4.1214868082134723e-07,4.1215423704141913e-07,0.0011401855911014173,0.010110377937175204,4.1217355838399106e-07,4.121510635128133e-07,0.12664352381637634,4.121813773343603e-07,4.121506789816997e-07,4.1215085145236283e-07,4.122572428168081e-07,4.1215091717085373e-07,4.121821186853958e-07,4.121517720799788e-07,4.121488521823652e-07,4.1214800381271197e-07,4.121620410168193e-07,4.1215367266880475e-07,4.121531396770825e-07,4.1215347382779804e-07,4.121523123677168e-07,4.121528839615595e-07,0.09971839299804547,4.121527628579676e-07,0.3452034182297456,4.121650504542578e-07,4.121535138511572e-07,4.1215355623140477e-07,4.121510907866757e-07,4.121582698991533e-07,0.011109164616535288,4.121470376891238e-07,0.001254645881367578,4.12161367273128e-07,4.121490189344585e-07,4.121453138595659e-07,4.121511812051075e-07,4.121456747891962e-07,4.121461248120345e-07,4.121495956385069e-07,4.2870890356994123e-07,4.121537349073604e-07,4.121480615821717e-07,4.12152168436541e-07,4.1225314388250554e-07,4.1216214407494114e-07,4.1215017079763317e-07,4.1219032857930845e-07,4.121594687282464e-07,4.121580501125598e-07,4.121633231248114e-07,4.12147009156503e-07,4.121543291158883e-07
23,TCGA-MP-A4TK-01A-11R-A24X-07,4.625375687974594e-07,0.00018372163686002684,4.625387925530525e-07,0.44954679243623086,4.625420565294544e-07,4.62537492934551e-07,4.6256081183320324e-07,4.625331820065443e-07,4.6253477142359085e-07,4.6254589102779464e-07,0.015904050147588288,4.6253119166334097e-07,4.6253364596070645e-07,4.6253948716719165e-07,0.00023377622138913854,0.0028847290356501447,4.6255714766782095e-07,4.625367389810248e-07,0.08077052971041085,4.6256577283760437e-07,4.625351891263721e-07,4.625358066544483e-07,4.6279239127594694e-07,4.6253602674023305e-07,4.6256360402028806e-07,4.6253675943806983e-07,4.625338142686413e-07,4.6253267319576166e-07,4.6254597608788627e-07,4.6253933711905894e-07,4.6253713261093827e-07,4.6253869017443677e-07,4.6253746421867084e-07,4.6253806558020574e-07,0.18650171983469063,4.625375097077428e-07,0.25813498632561777,4.6255005524843276e-07,4.6253871818948584e-07,4.625390053464108e-07,4.6253591896395724e-07,4.625435268391797e-07,0.005561440080311436,4.625321781072603e-07,0.00025280547787222854,4.6254736975911734e-07,4.62534099760696e-07,4.625300872273967e-07,4.6253657249929063e-07,4.6253050952862193e-07,4.625309395850955e-07,4.6253446855122136e-07,4.7153264825756727e-07,4.6253975069059793e-07,4.6253285837563274e-07,4.625374810200021e-07,4.6264162504819e-07,4.6254758462726103e-07,4.625351966986247e-07,4.626006695819526e-07,4.625437495746173e-07,4.6254394497546985e-07,4.6254740627363054e-07,4.625321187592768e-07,4.625399035226257e-07
24,TCGA-53-7626-01A-12R-2066-07,4.476577519090028e-07,0.002250388422204045,4.476579335256372e-07,0.41974006773715533,4.4766126201701964e-07,4.4765575270007905e-07,4.476861915726771e-07,4.476510193661998e-07,4.476530142309976e-07,4.4766623275687024e-07,0.042139995333006615,4.476493221833867e-07,4.476518693011304e-07,4.4765874370773183e-07,0.0028865055417723056,0.02651683771096396,4.4768248570843184e-07,4.476546359774924e-07,0.10416115437503547,4.476917119687472e-07,4.4765443616845046e-07,4.476544725764638e-07,4.4769654464057065e-07,4.4765392389267924e-07,4.47692709981273e-07,4.476563933776848e-07,4.476521665504987e-07,4.476510720114264e-07,4.4766769355414185e-07,4.4765726336406063e-07,4.4765813789295753e-07,4.4765697718691886e-07,4.476561863642617e-07,4.476571020082166e-07,0.046562072595445425,4.476568907541681e-07,0.31360397555984915,4.476717942440844e-07,4.4765739049544787e-07,4.476570842606601e-07,4.476548868084236e-07,4.476631304720338e-07,0.039160559095581804,4.4765018474538295e-07,0.002953805945014746,4.4766685253166643e-07,4.476519771715209e-07,4.4764877239451174e-07,4.476544491351354e-07,4.476481821861934e-07,4.476487133686059e-07,4.4765280629432693e-07,4.638454412224447e-07,4.4765740661583053e-07,4.4765183596634516e-07,4.476559333301894e-07,4.478055839234241e-07,4.476672658875788e-07,4.476537840138978e-07,4.477150241865602e-07,4.4766525353333564e-07,4.476618698733537e-07,4.4766986660391477e-07,4.4765017771982085e-07,4.4765840691804455e-07
25,TCGA-55-8302-01A-11R-2326-07,4.701323265058333e-07,0.00019704675825785287,4.701330618570305e-07,0.35202712348376675,4.701381630460791e-07,4.7013274218447137e-07,4.7015342890506143e-07,4.7012866741568944e-07,4.701304343439869e-07,4.7014101855958934e-07,0.004262908705158208,4.70125879531333e-07,4.7013009932325724e-07,4.701358109452778e-07,0.00026631951932388933,0.0037879150510998177,4.7015220638130514e-07,4.7013306924572294e-07,0.1261463345643317,4.701609024699584e-07,4.70129984582453e-07,4.7013103650277143e-07,4.7015937822348206e-07,4.7013154031570137e-07,4.7015816393581113e-07,4.701320558500734e-07,4.7012885828379683e-07,4.701277713935545e-07,4.701418080959378e-07,4.701351144148961e-07,4.7013067480975317e-07,4.7013279112030864e-07,4.7013225229325234e-07,4.701342657556839e-07,0.25958133586980003,4.701328184525665e-07,0.25018270016478417,4.701443047355042e-07,4.701326786193099e-07,4.701353360692934e-07,4.701322471445374e-07,4.7013818820671695e-07,0.0032249462330537857,4.7012716284380577e-07,0.00029750307649810946,4.7014246974445107e-07,4.701293135320118e-07,4.7012522182959176e-07,4.701326640101331e-07,4.701251756545072e-07,4.701265772215215e-07,4.7012975331679455e-07,4.772904539568665e-07,4.7013507806240704e-07,4.70127851214702e-07,4.701381353577063e-07,4.702293534538595e-07,4.701439084431625e-07,4.701320120490507e-07,4.7200599378592833e-07,4.701388990902434e-07,4.7014007624157344e-07,4.7014125409217714e-07,4.701282931248776e-07,4.701351994745342e-07
26,TCGA-67-3770-01A-01R-0946-07,4.2296624449788593e-07,0.012884756017719094,4.2296673577085287e-07,0.41578611742199906,4.2296867648294896e-07,4.2296327403182725e-07,4.2299822931047087e-07,4.229596050993866e-07,4.229612361395258e-07,4.229741215571082e-07,0.08172486031707146,4.229578444077196e-07,4.2296069871356233e-07,4.2296730401465525e-07,0.012294537906115597,0.07098291526536617,4.229919051966829e-07,4.2296308756287007e-07,0.20997454118155795,4.229998905796897e-07,4.229632686425271e-07,4.2296416258355396e-07,4.229932996546342e-07,4.229642674606694e-07,4.229980981309729e-07,4.2296639181867573e-07,4.229601721028012e-07,4.2295954010598653e-07,4.2297545424273134e-07,4.2296563936648674e-07,4.22964928977044e-07,4.229670073743157e-07,4.229652959134613e-07,4.229663151737475e-07,0.0531259793069625,4.229654386814357e-07,0.09259092584974088,4.229809772005496e-07,4.2296753688260933e-07,4.229650334637629e-07,4.229626946093094e-07,4.229785804590096e-07,0.038827571185203524,4.229589901559234e-07,0.01178452171874507,4.2297623010324503e-07,4.2295981885957163e-07,4.2295741863410694e-07,4.2296268979698774e-07,4.229566272027696e-07,4.22956476435552e-07,4.229609044569671e-07,4.333607640215622e-07,4.229656391279874e-07,4.229609213710767e-07,4.2296358909630915e-07,4.2308769869023685e-07,4.229753274290765e-07,4.229627054085177e-07,4.2302371923481805e-07,4.229737849188757e-07,4.229708470297055e-07,4.2297738358346766e-07,4.2295859751730665e-07,4.2296642960705014e-07
27,TCGA-78-8648-01A-11R-2403-07,4.594533165956102e-07,0.00942094964278895,4.5945247918235544e-07,0.5985444731301406,4.594608795666873e-07,4.594497941752133e-07,4.594733862229447e-07,4.594473039204104e-07,4.59448539852968e-07,4.594611062889363e-07,0.028647138377330513,4.594433794460928e-07,4.5944622073494137e-07,4.5945546730061976e-07,0.00978356796583971,0.031072764037914136,4.594783104190372e-07,4.5945164783439013e-07,0.02734951328461082,4.594852771711625e-07,4.594492504902835e-07,4.594486745046643e-07,4.594824342167354e-07,4.5944809808005937e-07,4.594860446583693e-07,4.5945073363720114e-07,4.5944880194936087e-07,4.594461652286749e-07,4.594625611046977e-07,4.594636119882176e-07,4.594546324472995e-07,4.594523617205148e-07,4.594517980363412e-07,4.5945374826272743e-07,0.09323961724672307,4.5945099842924074e-07,0.17504581789878554,4.594661462356675e-07,4.5945285890784916e-07,4.594590643589193e-07,4.5945259272411114e-07,4.594577720613243e-07,0.01682945478149776,4.594460500449015e-07,0.010041409995680912,4.594610660153736e-07,4.594469838107844e-07,4.594433801414305e-07,4.594750993267585e-07,4.594423140919168e-07,4.594613318011691e-07,4.594494877105753e-07,4.7138853770360933e-07,4.594536188188236e-07,4.5944710328016253e-07,4.5957866444547513e-07,4.5961526983716763e-07,4.5949448893413326e-07,4.595080520579191e-07,4.70680239423987e-07,4.5945933125657636e-07,4.5945872895572835e-07,4.594663050243827e-07,4.594637381856315e-07,4.5945343959882745e-07
