i_doc,doc,Topic 1,Topic 2,Topic 3,Topic 4,Topic 5,Topic 6,Topic 7,Topic 8,Topic 9,Topic 10,Topic 11,Topic 12,Topic 13,Topic 14,Topic 15,Topic 16,Topic 17,Topic 18,Topic 19,Topic 20,Topic 21,Topic 22,Topic 23,Topic 24,Topic 25,Topic 26,Topic 27,Topic 28,Topic 29,Topic 30,Topic 31,Topic 32,Topic 33,Topic 34,Topic 35,Topic 36,Topic 37,Topic 38,Topic 39,Topic 40,Topic 41,Topic 42,Topic 43,Topic 44,Topic 45,Topic 46,Topic 47,Topic 48,Topic 49,Topic 50,Topic 51,Topic 52,Topic 53,Topic 54,Topic 55,Topic 56,Topic 57,Topic 58,Topic 59,Topic 60,Topic 61,Topic 62,Topic 63,Topic 64,Topic 65,Topic 66,Topic 67,Topic 68,Topic 69,Topic 70,Topic 71,Topic 72,Topic 73,Topic 74,Topic 75,Topic 76,Topic 77,Topic 78,Topic 79,Topic 80,Topic 81,Topic 82,Topic 83,Topic 84,Topic 85,Topic 86,Topic 87,Topic 88,Topic 89,Topic 90,Topic 91,Topic 92,Topic 93,Topic 94,Topic 95,Topic 96,Topic 97,Topic 98,Topic 99,Topic 100,Topic 101,Topic 102,Topic 103,Topic 104,Topic 105,Topic 106,Topic 107,Topic 108,Topic 109,Topic 110,Topic 111,Topic 112,Topic 113,Topic 114,Topic 115,Topic 116,Topic 117,Topic 118,Topic 119,Topic 120,Topic 121,Topic 122,Topic 123,Topic 124,Topic 125,Topic 126,Topic 127,Topic 128,Topic 129,Topic 130,Topic 131,Topic 132,Topic 133,Topic 134,Topic 135,Topic 136,Topic 137,Topic 138,Topic 139,Topic 140,Topic 141,Topic 142,Topic 143,Topic 144,Topic 145,Topic 146,Topic 147
0,87fcecde-b317-4518-bea1-cc8d14a18107.FPKM.txt.gz,0.005988023952095809,0.013972055888223553,0.005988023952095809,0.007984031936127744,0.001996007984031936,0.00998003992015968,0.00998003992015968,0.003992015968063872,0.003992015968063872,0.007984031936127744,0.0,0.0,0.003992015968063872,0.005988023952095809,0.007984031936127744,0.013972055888223553,0.003992015968063872,0.001996007984031936,0.043912175648702596,0.001996007984031936,0.001996007984031936,0.001996007984031936,0.041916167664670656,0.015968063872255488,0.001996007984031936,0.001996007984031936,0.005988023952095809,0.001996007984031936,0.003992015968063872,0.007984031936127744,0.0,0.011976047904191617,0.001996007984031936,0.003992015968063872,0.001996007984031936,0.005988023952095809,0.033932135728542916,0.001996007984031936,0.005988023952095809,0.001996007984031936,0.011976047904191617,0.05389221556886228,0.001996007984031936,0.011976047904191617,0.001996007984031936,0.017964071856287425,0.0,0.02594810379241517,0.001996007984031936,0.001996007984031936,0.003992015968063872,0.0,0.007984031936127744,0.001996007984031936,0.001996007984031936,0.001996007984031936,0.001996007984031936,0.003992015968063872,0.007984031936127744,0.001996007984031936,0.04790419161676647,0.023952095808383235,0.017964071856287425,0.001996007984031936,0.001996007984031936,0.003992015968063872,0.0,0.003992015968063872,0.04590818363273453,0.011976047904191617,0.0,0.0,0.007984031936127744,0.0,0.003992015968063872,0.0,0.001996007984031936,0.007984031936127744,0.029940119760479042,0.021956087824351298,0.001996007984031936,0.013972055888223553,0.003992015968063872,0.0,0.003992015968063872,0.005988023952095809,0.007984031936127744,0.003992015968063872,0.001996007984031936,0.003992015968063872,0.001996007984031936,0.0,0.017964071856287425,0.0,0.003992015968063872,0.09181636726546906,0.0,0.0,0.003992015968063872,0.001996007984031936,0.001996007984031936,0.003992015968063872,0.005988023952095809,0.001996007984031936,0.001996007984031936,0.013972055888223553,0.001996007984031936,0.001996007984031936,0.0,0.003992015968063872,0.003992015968063872,0.001996007984031936,0.001996007984031936,0.005988023952095809,0.001996007984031936,0.005988023952095809,0.0,0.001996007984031936,0.001996007984031936,0.0,0.0,0.0,0.003992015968063872,0.0,0.0,0.0,0.0,0.001996007984031936,0.001996007984031936,0.003992015968063872,0.0,0.001996007984031936,0.001996007984031936,0.003992015968063872,0.015968063872255488,0.0,0.001996007984031936,0.003992015968063872,0.003992015968063872,0.0,0.001996007984031936,0.0,0.001996007984031936,0.001996007984031936,0.001996007984031936,0.001996007984031936,0.001996007984031936
1,bbf9a30d-3067-491b-9aea-0cb9bed91969.FPKM.txt.gz,0.0018115942028985507,0.007246376811594203,0.0018115942028985507,0.005434782608695652,0.0018115942028985507,0.009057971014492754,0.009057971014492754,0.0036231884057971015,0.0036231884057971015,0.0018115942028985507,0.0018115942028985507,0.0,0.0036231884057971015,0.005434782608695652,0.007246376811594203,0.012681159420289856,0.0036231884057971015,0.0018115942028985507,0.06159420289855073,0.0018115942028985507,0.005434782608695652,0.005434782608695652,0.03804347826086957,0.014492753623188406,0.0018115942028985507,0.0018115942028985507,0.005434782608695652,0.0018115942028985507,0.0018115942028985507,0.010869565217391304,0.0018115942028985507,0.007246376811594203,0.0018115942028985507,0.005434782608695652,0.0018115942028985507,0.005434782608695652,0.02355072463768116,0.0018115942028985507,0.009057971014492754,0.005434782608695652,0.009057971014492754,0.043478260869565216,0.0018115942028985507,0.016304347826086956,0.0018115942028985507,0.016304347826086956,0.0018115942028985507,0.036231884057971016,0.0018115942028985507,0.0018115942028985507,0.0036231884057971015,0.0,0.007246376811594203,0.0018115942028985507,0.0018115942028985507,0.0018115942028985507,0.0036231884057971015,0.0036231884057971015,0.009057971014492754,0.0036231884057971015,0.04710144927536232,0.02717391304347826,0.016304347826086956,0.0018115942028985507,0.0018115942028985507,0.0018115942028985507,0.0,0.005434782608695652,0.04710144927536232,0.014492753623188406,0.0,0.0036231884057971015,0.0018115942028985507,0.0,0.0018115942028985507,0.007246376811594203,0.0036231884057971015,0.009057971014492754,0.028985507246376812,0.021739130434782608,0.0,0.012681159420289856,0.005434782608695652,0.0,0.0018115942028985507,0.005434782608695652,0.012681159420289856,0.007246376811594203,0.0,0.0018115942028985507,0.0018115942028985507,0.0,0.014492753623188406,0.0,0.009057971014492754,0.08333333333333333,0.0,0.0018115942028985507,0.0,0.0018115942028985507,0.0,0.0018115942028985507,0.009057971014492754,0.0036231884057971015,0.0,0.010869565217391304,0.005434782608695652,0.0018115942028985507,0.005434782608695652,0.0018115942028985507,0.0018115942028985507,0.0036231884057971015,0.0018115942028985507,0.005434782608695652,0.0018115942028985507,0.005434782608695652,0.0018115942028985507,0.0036231884057971015,0.0018115942028985507,0.0,0.0036231884057971015,0.0018115942028985507,0.0036231884057971015,0.0,0.0018115942028985507,0.0,0.0,0.0018115942028985507,0.0018115942028985507,0.0018115942028985507,0.0018115942028985507,0.0036231884057971015,0.0018115942028985507,0.0018115942028985507,0.014492753623188406,0.0018115942028985507,0.005434782608695652,0.005434782608695652,0.0036231884057971015,0.0018115942028985507,0.0018115942028985507,0.0018115942028985507,0.0018115942028985507,0.0018115942028985507,0.0018115942028985507,0.0018115942028985507,0.0018115942028985507
2,c909a75f-23e8-4c96-82f2-72e46fdb8155.FPKM.txt.gz,0.0018587360594795538,0.0055762081784386614,0.0,0.0055762081784386614,0.0018587360594795538,0.0018587360594795538,0.00929368029739777,0.0,0.0018587360594795538,0.0,0.0018587360594795538,0.0055762081784386614,0.0037174721189591076,0.0055762081784386614,0.0055762081784386614,0.0055762081784386614,0.0037174721189591076,0.0018587360594795538,0.04275092936802974,0.0018587360594795538,0.007434944237918215,0.0055762081784386614,0.031598513011152414,0.00929368029739777,0.0018587360594795538,0.0037174721189591076,0.0037174721189591076,0.0018587360594795538,0.0037174721189591076,0.0037174721189591076,0.0018587360594795538,0.0018587360594795538,0.0018587360594795538,0.0055762081784386614,0.0018587360594795538,0.0018587360594795538,0.020446096654275093,0.0018587360594795538,0.0055762081784386614,0.0055762081784386614,0.007434944237918215,0.03345724907063197,0.0018587360594795538,0.01858736059479554,0.0018587360594795538,0.011152416356877323,0.0,0.03531598513011153,0.0018587360594795538,0.0018587360594795538,0.0037174721189591076,0.0,0.007434944237918215,0.0018587360594795538,0.0018587360594795538,0.0,0.0055762081784386614,0.0037174721189591076,0.007434944237918215,0.0,0.05018587360594796,0.031598513011152414,0.016728624535315983,0.0018587360594795538,0.0018587360594795538,0.0018587360594795538,0.0055762081784386614,0.0055762081784386614,0.048327137546468404,0.013011152416356878,0.0,0.00929368029739777,0.00929368029739777,0.0037174721189591076,0.0055762081784386614,0.01486988847583643,0.0037174721189591076,0.011152416356877323,0.03345724907063197,0.022304832713754646,0.0055762081784386614,0.013011152416356878,0.0037174721189591076,0.00929368029739777,0.0037174721189591076,0.0037174721189591076,0.007434944237918215,0.0018587360594795538,0.0018587360594795538,0.0037174721189591076,0.0018587360594795538,0.0037174721189591076,0.01486988847583643,0.0,0.00929368029739777,0.0762081784386617,0.0037174721189591076,0.0018587360594795538,0.0037174721189591076,0.0,0.0,0.0018587360594795538,0.01486988847583643,0.0018587360594795538,0.0018587360594795538,0.011152416356877323,0.0055762081784386614,0.0018587360594795538,0.00929368029739777,0.0055762081784386614,0.007434944237918215,0.0037174721189591076,0.0018587360594795538,0.0055762081784386614,0.0,0.0018587360594795538,0.0037174721189591076,0.0055762081784386614,0.0018587360594795538,0.0037174721189591076,0.0018587360594795538,0.0018587360594795538,0.007434944237918215,0.0,0.0055762081784386614,0.0018587360594795538,0.0018587360594795538,0.0018587360594795538,0.0018587360594795538,0.0055762081784386614,0.0018587360594795538,0.0018587360594795538,0.0018587360594795538,0.0037174721189591076,0.01486988847583643,0.0018587360594795538,0.0055762081784386614,0.0,0.0037174721189591076,0.0018587360594795538,0.0018587360594795538,0.0018587360594795538,0.0018587360594795538,0.0018587360594795538,0.0037174721189591076,0.0,0.0018587360594795538
3,1c89ff2f-6e0a-4244-952b-1391dba1b815.FPKM.txt.gz,0.010385756676557863,0.020771513353115726,0.002967359050445104,0.005934718100890208,0.004451038575667656,0.002967359050445104,0.00741839762611276,0.002967359050445104,0.001483679525222552,0.005934718100890208,0.002967359050445104,0.011869436201780416,0.002967359050445104,0.004451038575667656,0.005934718100890208,0.011869436201780416,0.002967359050445104,0.001483679525222552,0.05192878338278932,0.001483679525222552,0.00741839762611276,0.005934718100890208,0.032640949554896145,0.010385756676557863,0.001483679525222552,0.001483679525222552,0.00741839762611276,0.001483679525222552,0.002967359050445104,0.013353115727002967,0.001483679525222552,0.00741839762611276,0.001483679525222552,0.005934718100890208,0.001483679525222552,0.004451038575667656,0.02967359050445104,0.001483679525222552,0.008902077151335312,0.005934718100890208,0.004451038575667656,0.03857566765578635,0.001483679525222552,0.01483679525222552,0.001483679525222552,0.013353115727002967,0.001483679525222552,0.028189910979228485,0.001483679525222552,0.001483679525222552,0.002967359050445104,0.0,0.005934718100890208,0.001483679525222552,0.001483679525222552,0.0,0.004451038575667656,0.002967359050445104,0.008902077151335312,0.001483679525222552,0.040059347181008904,0.02373887240356083,0.013353115727002967,0.001483679525222552,0.001483679525222552,0.001483679525222552,0.004451038575667656,0.004451038575667656,0.04451038575667656,0.016320474777448073,0.004451038575667656,0.00741839762611276,0.00741839762611276,0.001483679525222552,0.004451038575667656,0.01483679525222552,0.002967359050445104,0.008902077151335312,0.028189910979228485,0.016320474777448073,0.005934718100890208,0.010385756676557863,0.004451038575667656,0.0,0.002967359050445104,0.004451038575667656,0.01483679525222552,0.005934718100890208,0.002967359050445104,0.001483679525222552,0.001483679525222552,0.002967359050445104,0.011869436201780416,0.001483679525222552,0.004451038575667656,0.06528189910979229,0.001483679525222552,0.001483679525222552,0.001483679525222552,0.001483679525222552,0.0,0.002967359050445104,0.011869436201780416,0.001483679525222552,0.001483679525222552,0.010385756676557863,0.004451038575667656,0.001483679525222552,0.010385756676557863,0.001483679525222552,0.004451038575667656,0.002967359050445104,0.001483679525222552,0.002967359050445104,0.001483679525222552,0.004451038575667656,0.004451038575667656,0.004451038575667656,0.001483679525222552,0.001483679525222552,0.002967359050445104,0.002967359050445104,0.002967359050445104,0.005934718100890208,0.005934718100890208,0.001483679525222552,0.001483679525222552,0.0,0.001483679525222552,0.011869436201780416,0.001483679525222552,0.001483679525222552,0.001483679525222552,0.001483679525222552,0.011869436201780416,0.0,0.004451038575667656,0.001483679525222552,0.002967359050445104,0.001483679525222552,0.001483679525222552,0.001483679525222552,0.001483679525222552,0.001483679525222552,0.002967359050445104,0.001483679525222552,0.001483679525222552
4,2a6ae2e8-733f-4349-8eec-d25e2b4abf86.FPKM.txt.gz,0.008,0.0208,0.0,0.0048,0.0064,0.008,0.008,0.0032,0.0032,0.0112,0.0016,0.008,0.0032,0.0048,0.0064,0.0144,0.0032,0.0016,0.0576,0.0016,0.0048,0.0064,0.032,0.0128,0.0016,0.0032,0.008,0.0016,0.0032,0.0144,0.0016,0.008,0.0016,0.0064,0.0016,0.0048,0.0288,0.0016,0.0096,0.0048,0.008,0.0368,0.0016,0.016,0.0016,0.0144,0.0,0.0336,0.0016,0.0016,0.0032,0.0,0.0064,0.0016,0.0016,0.0016,0.0048,0.0032,0.0096,0.0048,0.0432,0.0208,0.0144,0.0016,0.0016,0.0032,0.0032,0.0032,0.0448,0.0128,0.0,0.0048,0.0048,0.0016,0.0032,0.0096,0.0032,0.008,0.0304,0.0176,0.0,0.0128,0.0032,0.0016,0.0032,0.0048,0.0144,0.0064,0.0016,0.0016,0.0016,0.0016,0.0128,0.0,0.008,0.072,0.0016,0.0016,0.0016,0.0016,0.0,0.0048,0.008,0.0016,0.0016,0.0096,0.0048,0.0016,0.0064,0.0032,0.0032,0.0032,0.0016,0.0048,0.0016,0.0048,0.0016,0.0048,0.0,0.0,0.0,0.0016,0.0032,0.0016,0.0048,0.0016,0.0,0.0016,0.0016,0.0032,0.0016,0.0016,0.0016,0.0016,0.0128,0.0016,0.0048,0.0032,0.0032,0.0016,0.0016,0.0,0.0016,0.0016,0.0032,0.0016,0.0016
5,0a2c1866-d6e1-4add-bcb0-b297ba1394ac.FPKM.txt.gz,0.0,0.012727272727272728,0.0018181818181818182,0.007272727272727273,0.0018181818181818182,0.007272727272727273,0.00909090909090909,0.0036363636363636364,0.0018181818181818182,0.005454545454545455,0.0,0.0,0.0036363636363636364,0.005454545454545455,0.007272727272727273,0.014545454545454545,0.0036363636363636364,0.0018181818181818182,0.06,0.0018181818181818182,0.0018181818181818182,0.007272727272727273,0.034545454545454546,0.014545454545454545,0.0018181818181818182,0.0018181818181818182,0.005454545454545455,0.0018181818181818182,0.0036363636363636364,0.00909090909090909,0.0018181818181818182,0.005454545454545455,0.0018181818181818182,0.005454545454545455,0.0018181818181818182,0.005454545454545455,0.03090909090909091,0.0018181818181818182,0.007272727272727273,0.005454545454545455,0.00909090909090909,0.04363636363636364,0.0018181818181818182,0.02,0.0,0.01818181818181818,0.0018181818181818182,0.04,0.0018181818181818182,0.0018181818181818182,0.0018181818181818182,0.0,0.007272727272727273,0.0018181818181818182,0.0018181818181818182,0.0018181818181818182,0.0018181818181818182,0.0036363636363636364,0.007272727272727273,0.0036363636363636364,0.04909090909090909,0.02727272727272727,0.016363636363636365,0.0018181818181818182,0.0018181818181818182,0.0036363636363636364,0.0018181818181818182,0.0036363636363636364,0.04181818181818182,0.00909090909090909,0.0,0.00909090909090909,0.007272727272727273,0.0018181818181818182,0.0018181818181818182,0.00909090909090909,0.0036363636363636364,0.00909090909090909,0.03090909090909091,0.02181818181818182,0.0018181818181818182,0.014545454545454545,0.0036363636363636364,0.0,0.0018181818181818182,0.005454545454545455,0.012727272727272728,0.007272727272727273,0.0,0.0,0.0018181818181818182,0.0,0.014545454545454545,0.0,0.0036363636363636364,0.08181818181818182,0.0,0.0018181818181818182,0.0018181818181818182,0.0,0.0018181818181818182,0.005454545454545455,0.007272727272727273,0.0018181818181818182,0.0018181818181818182,0.01090909090909091,0.0036363636363636364,0.0018181818181818182,0.0018181818181818182,0.0018181818181818182,0.005454545454545455,0.0036363636363636364,0.0,0.005454545454545455,0.0,0.005454545454545455,0.0018181818181818182,0.0036363636363636364,0.0018181818181818182,0.0018181818181818182,0.0,0.0018181818181818182,0.007272727272727273,0.0018181818181818182,0.0,0.0,0.0,0.0018181818181818182,0.0018181818181818182,0.0036363636363636364,0.0,0.0,0.0018181818181818182,0.0018181818181818182,0.014545454545454545,0.0018181818181818182,0.0036363636363636364,0.0036363636363636364,0.0036363636363636364,0.0018181818181818182,0.0018181818181818182,0.0,0.0018181818181818182,0.0018181818181818182,0.0018181818181818182,0.0018181818181818182,0.0018181818181818182
6,cf1a1478-68c1-431b-86cb-c4ddb105accf.FPKM.txt.gz,0.009188361408882083,0.021439509954058193,0.0030627871362940277,0.006125574272588055,0.006125574272588055,0.007656967840735069,0.007656967840735069,0.0030627871362940277,0.0015313935681470138,0.007656967840735069,0.0015313935681470138,0.006125574272588055,0.0030627871362940277,0.004594180704441042,0.006125574272588055,0.01225114854517611,0.0030627871362940277,0.0015313935681470138,0.055130168453292494,0.0015313935681470138,0.009188361408882083,0.004594180704441042,0.036753445635528334,0.01225114854517611,0.0015313935681470138,0.0030627871362940277,0.007656967840735069,0.0015313935681470138,0.0030627871362940277,0.01225114854517611,0.0015313935681470138,0.007656967840735069,0.0015313935681470138,0.006125574272588055,0.0015313935681470138,0.004594180704441042,0.02909647779479326,0.0015313935681470138,0.009188361408882083,0.004594180704441042,0.007656967840735069,0.042879019908116385,0.0015313935681470138,0.015313935681470138,0.0015313935681470138,0.013782542113323124,0.0015313935681470138,0.03215926493108729,0.0015313935681470138,0.0015313935681470138,0.0030627871362940277,0.0015313935681470138,0.006125574272588055,0.0015313935681470138,0.0015313935681470138,0.0015313935681470138,0.004594180704441042,0.0030627871362940277,0.009188361408882083,0.004594180704441042,0.042879019908116385,0.019908116385911178,0.013782542113323124,0.0015313935681470138,0.0015313935681470138,0.0030627871362940277,0.004594180704441042,0.004594180704441042,0.039816232771822356,0.015313935681470138,0.0015313935681470138,0.0030627871362940277,0.0030627871362940277,0.0030627871362940277,0.006125574272588055,0.01225114854517611,0.0030627871362940277,0.009188361408882083,0.02909647779479326,0.016845329249617153,0.0015313935681470138,0.010719754977029096,0.004594180704441042,0.0,0.0030627871362940277,0.004594180704441042,0.013782542113323124,0.004594180704441042,0.0,0.0015313935681470138,0.0015313935681470138,0.0015313935681470138,0.01225114854517611,0.0,0.004594180704441042,0.07044410413476264,0.0015313935681470138,0.0015313935681470138,0.0015313935681470138,0.0015313935681470138,0.0,0.0030627871362940277,0.007656967840735069,0.0015313935681470138,0.0015313935681470138,0.009188361408882083,0.004594180704441042,0.0015313935681470138,0.006125574272588055,0.0030627871362940277,0.0030627871362940277,0.0030627871362940277,0.0015313935681470138,0.004594180704441042,0.0015313935681470138,0.004594180704441042,0.0015313935681470138,0.004594180704441042,0.0015313935681470138,0.0015313935681470138,0.0030627871362940277,0.0015313935681470138,0.0030627871362940277,0.0030627871362940277,0.006125574272588055,0.0015313935681470138,0.0015313935681470138,0.0,0.0015313935681470138,0.007656967840735069,0.0015313935681470138,0.0015313935681470138,0.0015313935681470138,0.0030627871362940277,0.01225114854517611,0.0015313935681470138,0.004594180704441042,0.0030627871362940277,0.0030627871362940277,0.0015313935681470138,0.0015313935681470138,0.0015313935681470138,0.0015313935681470138,0.0015313935681470138,0.0030627871362940277,0.0015313935681470138,0.0015313935681470138
7,eab58571-a6f1-4bc4-aa01-0df9c4beb79f.FPKM.txt.gz,0.0017761989342806395,0.012433392539964476,0.0,0.007104795737122558,0.003552397868561279,0.0053285968028419185,0.007104795737122558,0.003552397868561279,0.0,0.007104795737122558,0.0,0.003552397868561279,0.003552397868561279,0.0053285968028419185,0.007104795737122558,0.014209591474245116,0.003552397868561279,0.0017761989342806395,0.06216696269982238,0.0017761989342806395,0.0053285968028419185,0.0053285968028419185,0.035523978685612786,0.012433392539964476,0.0017761989342806395,0.0,0.007104795737122558,0.0017761989342806395,0.003552397868561279,0.010657193605683837,0.0017761989342806395,0.007104795737122558,0.0017761989342806395,0.0053285968028419185,0.0017761989342806395,0.0053285968028419185,0.02486678507992895,0.0017761989342806395,0.007104795737122558,0.007104795737122558,0.007104795737122558,0.03197158081705151,0.0017761989342806395,0.019538188277087035,0.0017761989342806395,0.017761989342806393,0.0017761989342806395,0.03907637655417407,0.0017761989342806395,0.0017761989342806395,0.003552397868561279,0.0017761989342806395,0.007104795737122558,0.0017761989342806395,0.0,0.0,0.0017761989342806395,0.003552397868561279,0.008880994671403197,0.0017761989342806395,0.0497335701598579,0.02664298401420959,0.015985790408525755,0.0017761989342806395,0.0017761989342806395,0.003552397868561279,0.003552397868561279,0.003552397868561279,0.04262877442273535,0.008880994671403197,0.0,0.003552397868561279,0.007104795737122558,0.003552397868561279,0.0017761989342806395,0.014209591474245116,0.003552397868561279,0.012433392539964476,0.03019538188277087,0.017761989342806393,0.007104795737122558,0.014209591474245116,0.0017761989342806395,0.0017761989342806395,0.003552397868561279,0.0053285968028419185,0.017761989342806393,0.008880994671403197,0.0017761989342806395,0.003552397868561279,0.0017761989342806395,0.0,0.014209591474245116,0.0,0.007104795737122558,0.06927175843694494,0.003552397868561279,0.0017761989342806395,0.0017761989342806395,0.0,0.0017761989342806395,0.0,0.008880994671403197,0.0017761989342806395,0.0017761989342806395,0.010657193605683837,0.0053285968028419185,0.0017761989342806395,0.003552397868561279,0.0017761989342806395,0.0017761989342806395,0.003552397868561279,0.0,0.0053285968028419185,0.0,0.0053285968028419185,0.0,0.003552397868561279,0.0017761989342806395,0.0017761989342806395,0.0,0.0017761989342806395,0.007104795737122558,0.003552397868561279,0.003552397868561279,0.0017761989342806395,0.0017761989342806395,0.0017761989342806395,0.0,0.0017761989342806395,0.0,0.0017761989342806395,0.0017761989342806395,0.0017761989342806395,0.014209591474245116,0.0017761989342806395,0.003552397868561279,0.003552397868561279,0.003552397868561279,0.0017761989342806395,0.0017761989342806395,0.0017761989342806395,0.0017761989342806395,0.0017761989342806395,0.0017761989342806395,0.0017761989342806395,0.0017761989342806395
8,07ad35fc-1e35-43b3-a252-193323d5e680.FPKM.txt.gz,0.007987220447284345,0.019169329073482427,0.003194888178913738,0.006389776357827476,0.0,0.006389776357827476,0.007987220447284345,0.003194888178913738,0.001597444089456869,0.007987220447284345,0.001597444089456869,0.006389776357827476,0.003194888178913738,0.004792332268370607,0.006389776357827476,0.012779552715654952,0.003194888178913738,0.001597444089456869,0.05591054313099041,0.001597444089456869,0.004792332268370607,0.006389776357827476,0.03194888178913738,0.011182108626198083,0.001597444089456869,0.0,0.007987220447284345,0.001597444089456869,0.003194888178913738,0.01437699680511182,0.0,0.007987220447284345,0.001597444089456869,0.004792332268370607,0.001597444089456869,0.004792332268370607,0.02875399361022364,0.001597444089456869,0.009584664536741214,0.004792332268370607,0.009584664536741214,0.04313099041533546,0.001597444089456869,0.01597444089456869,0.001597444089456869,0.01437699680511182,0.001597444089456869,0.03514376996805112,0.001597444089456869,0.001597444089456869,0.003194888178913738,0.0,0.006389776357827476,0.001597444089456869,0.0,0.003194888178913738,0.004792332268370607,0.003194888178913738,0.009584664536741214,0.001597444089456869,0.04472843450479233,0.025559105431309903,0.01437699680511182,0.001597444089456869,0.001597444089456869,0.001597444089456869,0.003194888178913738,0.004792332268370607,0.039936102236421724,0.01757188498402556,0.001597444089456869,0.004792332268370607,0.006389776357827476,0.003194888178913738,0.004792332268370607,0.006389776357827476,0.003194888178913738,0.009584664536741214,0.025559105431309903,0.01757188498402556,0.004792332268370607,0.011182108626198083,0.003194888178913738,0.0,0.003194888178913738,0.004792332268370607,0.011182108626198083,0.007987220447284345,0.001597444089456869,0.001597444089456869,0.001597444089456869,0.001597444089456869,0.012779552715654952,0.0,0.006389776357827476,0.07188498402555911,0.0,0.001597444089456869,0.001597444089456869,0.0,0.001597444089456869,0.004792332268370607,0.004792332268370607,0.001597444089456869,0.001597444089456869,0.009584664536741214,0.004792332268370607,0.001597444089456869,0.011182108626198083,0.003194888178913738,0.007987220447284345,0.003194888178913738,0.001597444089456869,0.004792332268370607,0.001597444089456869,0.004792332268370607,0.001597444089456869,0.003194888178913738,0.001597444089456869,0.0,0.001597444089456869,0.001597444089456869,0.003194888178913738,0.003194888178913738,0.006389776357827476,0.0,0.001597444089456869,0.001597444089456869,0.001597444089456869,0.003194888178913738,0.001597444089456869,0.001597444089456869,0.001597444089456869,0.001597444089456869,0.012779552715654952,0.001597444089456869,0.004792332268370607,0.003194888178913738,0.003194888178913738,0.001597444089456869,0.001597444089456869,0.001597444089456869,0.001597444089456869,0.001597444089456869,0.003194888178913738,0.001597444089456869,0.001597444089456869
9,700fa398-8999-430e-a52d-0e7a40a2d45b.FPKM.txt.gz,0.006791171477079796,0.011884550084889643,0.003395585738539898,0.0050933786078098476,0.0,0.006791171477079796,0.008488964346349746,0.003395585738539898,0.001697792869269949,0.006791171477079796,0.0,0.001697792869269949,0.003395585738539898,0.0050933786078098476,0.006791171477079796,0.013582342954159592,0.003395585738539898,0.001697792869269949,0.05602716468590832,0.001697792869269949,0.003395585738539898,0.0050933786078098476,0.035653650254668934,0.011884550084889643,0.001697792869269949,0.0,0.006791171477079796,0.001697792869269949,0.0,0.010186757215619695,0.001697792869269949,0.006791171477079796,0.001697792869269949,0.0050933786078098476,0.001697792869269949,0.0050933786078098476,0.028862478777589132,0.001697792869269949,0.006791171477079796,0.0050933786078098476,0.008488964346349746,0.042444821731748725,0.001697792869269949,0.01697792869269949,0.001697792869269949,0.015280135823429542,0.001697792869269949,0.03395585738539898,0.001697792869269949,0.001697792869269949,0.003395585738539898,0.0,0.006791171477079796,0.001697792869269949,0.001697792869269949,0.003395585738539898,0.001697792869269949,0.003395585738539898,0.006791171477079796,0.001697792869269949,0.04753820033955857,0.027164685908319185,0.015280135823429542,0.001697792869269949,0.001697792869269949,0.003395585738539898,0.0050933786078098476,0.0050933786078098476,0.04074702886247878,0.011884550084889643,0.0,0.008488964346349746,0.006791171477079796,0.003395585738539898,0.003395585738539898,0.006791171477079796,0.003395585738539898,0.011884550084889643,0.027164685908319185,0.01867572156196944,0.003395585738539898,0.011884550084889643,0.003395585738539898,0.001697792869269949,0.001697792869269949,0.0050933786078098476,0.010186757215619695,0.006791171477079796,0.003395585738539898,0.003395585738539898,0.001697792869269949,0.0,0.013582342954159592,0.0,0.010186757215619695,0.07809847198641766,0.0,0.001697792869269949,0.001697792869269949,0.0,0.0,0.003395585738539898,0.008488964346349746,0.001697792869269949,0.001697792869269949,0.011884550084889643,0.006791171477079796,0.001697792869269949,0.006791171477079796,0.003395585738539898,0.001697792869269949,0.0050933786078098476,0.001697792869269949,0.0050933786078098476,0.001697792869269949,0.0050933786078098476,0.0050933786078098476,0.003395585738539898,0.001697792869269949,0.001697792869269949,0.0,0.0,0.006791171477079796,0.003395585738539898,0.003395585738539898,0.0,0.0,0.001697792869269949,0.001697792869269949,0.003395585738539898,0.001697792869269949,0.001697792869269949,0.001697792869269949,0.001697792869269949,0.013582342954159592,0.001697792869269949,0.0050933786078098476,0.003395585738539898,0.003395585738539898,0.001697792869269949,0.001697792869269949,0.001697792869269949,0.001697792869269949,0.001697792869269949,0.003395585738539898,0.001697792869269949,0.001697792869269949
