i_doc,doc,Topic 1,Topic 2,Topic 3,Topic 4,Topic 5,Topic 6,Topic 7,Topic 8,Topic 9,Topic 10,Topic 11,Topic 12,Topic 13,Topic 14,Topic 15,Topic 16,Topic 17,Topic 18,Topic 19,Topic 20,Topic 21,Topic 22,Topic 23,Topic 24,Topic 25,Topic 26,Topic 27,Topic 28,Topic 29,Topic 30,Topic 31,Topic 32,Topic 33,Topic 34,Topic 35,Topic 36,Topic 37,Topic 38,Topic 39,Topic 40,Topic 41,Topic 42,Topic 43,Topic 44,Topic 45,Topic 46,Topic 47,Topic 48,Topic 49,Topic 50,Topic 51,Topic 52,Topic 53,Topic 54,Topic 55,Topic 56,Topic 57,Topic 58,Topic 59,Topic 60,Topic 61,Topic 62,Topic 63,Topic 64,Topic 65,Topic 66,Topic 67,Topic 68,Topic 69,Topic 70,Topic 71,Topic 72,Topic 73,Topic 74,Topic 75,Topic 76,Topic 77,Topic 78,Topic 79,Topic 80,Topic 81,Topic 82,Topic 83,Topic 84,Topic 85,Topic 86,Topic 87,Topic 88,Topic 89,Topic 90,Topic 91,Topic 92,Topic 93,Topic 94,Topic 95,Topic 96,Topic 97,Topic 98,Topic 99,Topic 100,Topic 101,Topic 102,Topic 103,Topic 104,Topic 105,Topic 106,Topic 107,Topic 108,Topic 109,Topic 110,Topic 111,Topic 112,Topic 113,Topic 114,Topic 115,Topic 116,Topic 117,Topic 118,Topic 119,Topic 120,Topic 121,Topic 122,Topic 123,Topic 124,Topic 125,Topic 126,Topic 127,Topic 128,Topic 129,Topic 130,Topic 131,Topic 132,Topic 133,Topic 134,Topic 135,Topic 136,Topic 137,Topic 138,Topic 139,Topic 140,Topic 141,Topic 142,Topic 143,Topic 144,Topic 145,Topic 146,Topic 147
108,e740e34f-31fe-4fe4-8965-4e9ec5ec50fd.FPKM.txt.gz,0.00597609561752988,0.013944223107569721,0.00398406374501992,0.00796812749003984,0.00199203187250996,0.0099601593625498,0.0099601593625498,0.00398406374501992,0.0,0.00796812749003984,0.00199203187250996,0.0,0.00398406374501992,0.00597609561752988,0.00796812749003984,0.013944223107569721,0.00398406374501992,0.00199203187250996,0.06374501992031872,0.00199203187250996,0.00796812749003984,0.00597609561752988,0.035856573705179286,0.01593625498007968,0.0,0.0,0.00796812749003984,0.00199203187250996,0.00398406374501992,0.0099601593625498,0.0,0.00597609561752988,0.00199203187250996,0.00597609561752988,0.00199203187250996,0.00597609561752988,0.029880478087649404,0.00199203187250996,0.0099601593625498,0.00398406374501992,0.0099601593625498,0.037848605577689244,0.00199203187250996,0.013944223107569721,0.00199203187250996,0.0199203187250996,0.0,0.037848605577689244,0.00199203187250996,0.00199203187250996,0.00398406374501992,0.0,0.00796812749003984,0.00199203187250996,0.0,0.00199203187250996,0.00398406374501992,0.00398406374501992,0.0099601593625498,0.00199203187250996,0.045816733067729085,0.017928286852589643,0.01593625498007968,0.00199203187250996,0.00199203187250996,0.00398406374501992,0.00199203187250996,0.00398406374501992,0.04183266932270916,0.0099601593625498,0.0,0.00597609561752988,0.00199203187250996,0.0,0.00199203187250996,0.00398406374501992,0.00398406374501992,0.0099601593625498,0.027888446215139442,0.021912350597609563,0.0,0.013944223107569721,0.00398406374501992,0.0,0.00199203187250996,0.00597609561752988,0.01195219123505976,0.0099601593625498,0.00199203187250996,0.00199203187250996,0.00199203187250996,0.00199203187250996,0.01593625498007968,0.0,0.00398406374501992,0.08565737051792828,0.0,0.00199203187250996,0.0,0.0,0.0,0.00398406374501992,0.00398406374501992,0.0,0.0,0.00796812749003984,0.00398406374501992,0.00199203187250996,0.00199203187250996,0.00398406374501992,0.00199203187250996,0.00398406374501992,0.00199203187250996,0.00597609561752988,0.0,0.00597609561752988,0.0,0.00398406374501992,0.00199203187250996,0.0,0.00199203187250996,0.00199203187250996,0.00398406374501992,0.00199203187250996,0.00199203187250996,0.0,0.0,0.00199203187250996,0.00199203187250996,0.00199203187250996,0.00199203187250996,0.00199203187250996,0.00199203187250996,0.00199203187250996,0.013944223107569721,0.0,0.00398406374501992,0.00199203187250996,0.00398406374501992,0.00199203187250996,0.00199203187250996,0.00199203187250996,0.00199203187250996,0.00199203187250996,0.00398406374501992,0.00199203187250996,0.00199203187250996
109,98da76dd-0fb5-4313-a277-a122c205e843.FPKM.txt.gz,0.011904761904761904,0.01984126984126984,0.005952380952380952,0.007936507936507936,0.005952380952380952,0.00992063492063492,0.007936507936507936,0.003968253968253968,0.0,0.00992063492063492,0.001984126984126984,0.003968253968253968,0.003968253968253968,0.005952380952380952,0.007936507936507936,0.015873015873015872,0.003968253968253968,0.0,0.05555555555555555,0.001984126984126984,0.005952380952380952,0.003968253968253968,0.031746031746031744,0.013888888888888888,0.001984126984126984,0.0,0.005952380952380952,0.001984126984126984,0.001984126984126984,0.017857142857142856,0.0,0.003968253968253968,0.001984126984126984,0.005952380952380952,0.0,0.005952380952380952,0.02976190476190476,0.001984126984126984,0.011904761904761904,0.005952380952380952,0.011904761904761904,0.041666666666666664,0.001984126984126984,0.011904761904761904,0.001984126984126984,0.017857142857142856,0.0,0.025793650793650792,0.001984126984126984,0.001984126984126984,0.003968253968253968,0.0,0.007936507936507936,0.001984126984126984,0.001984126984126984,0.0,0.005952380952380952,0.003968253968253968,0.011904761904761904,0.003968253968253968,0.04563492063492063,0.023809523809523808,0.017857142857142856,0.001984126984126984,0.001984126984126984,0.001984126984126984,0.001984126984126984,0.005952380952380952,0.041666666666666664,0.015873015873015872,0.0,0.0,0.0,0.0,0.0,0.007936507936507936,0.001984126984126984,0.005952380952380952,0.027777777777777776,0.017857142857142856,0.0,0.013888888888888888,0.003968253968253968,0.001984126984126984,0.0,0.005952380952380952,0.007936507936507936,0.00992063492063492,0.003968253968253968,0.003968253968253968,0.001984126984126984,0.0,0.015873015873015872,0.0,0.003968253968253968,0.08333333333333333,0.0,0.001984126984126984,0.001984126984126984,0.001984126984126984,0.0,0.003968253968253968,0.003968253968253968,0.001984126984126984,0.001984126984126984,0.011904761904761904,0.001984126984126984,0.001984126984126984,0.005952380952380952,0.0,0.005952380952380952,0.001984126984126984,0.001984126984126984,0.001984126984126984,0.001984126984126984,0.005952380952380952,0.001984126984126984,0.003968253968253968,0.001984126984126984,0.0,0.0,0.0,0.003968253968253968,0.001984126984126984,0.003968253968253968,0.0,0.0,0.001984126984126984,0.0,0.001984126984126984,0.0,0.0,0.001984126984126984,0.0,0.013888888888888888,0.001984126984126984,0.005952380952380952,0.001984126984126984,0.003968253968253968,0.001984126984126984,0.001984126984126984,0.0,0.001984126984126984,0.001984126984126984,0.003968253968253968,0.001984126984126984,0.001984126984126984
110,3f500570-271f-4da1-90d5-d60f353521e1.FPKM.txt.gz,0.009708737864077669,0.01779935275080906,0.0016181229773462784,0.006472491909385114,0.0048543689320388345,0.006472491909385114,0.008090614886731391,0.003236245954692557,0.0,0.011326860841423949,0.0016181229773462784,0.008090614886731391,0.003236245954692557,0.0048543689320388345,0.006472491909385114,0.012944983818770227,0.003236245954692557,0.0016181229773462784,0.05501618122977346,0.0016181229773462784,0.006472491909385114,0.0048543689320388345,0.032362459546925564,0.011326860841423949,0.0016181229773462784,0.0,0.011326860841423949,0.0016181229773462784,0.003236245954692557,0.012944983818770227,0.0016181229773462784,0.006472491909385114,0.0016181229773462784,0.006472491909385114,0.0016181229773462784,0.0048543689320388345,0.030744336569579287,0.0016181229773462784,0.009708737864077669,0.0048543689320388345,0.008090614886731391,0.040453074433656956,0.0016181229773462784,0.016181229773462782,0.0016181229773462784,0.014563106796116505,0.0,0.03559870550161812,0.0016181229773462784,0.0016181229773462784,0.0016181229773462784,0.0,0.006472491909385114,0.0016181229773462784,0.0016181229773462784,0.003236245954692557,0.0048543689320388345,0.003236245954692557,0.009708737864077669,0.003236245954692557,0.045307443365695796,0.021035598705501618,0.014563106796116505,0.0016181229773462784,0.0016181229773462784,0.003236245954692557,0.006472491909385114,0.0048543689320388345,0.042071197411003236,0.01779935275080906,0.0016181229773462784,0.003236245954692557,0.008090614886731391,0.0016181229773462784,0.003236245954692557,0.006472491909385114,0.003236245954692557,0.008090614886731391,0.02750809061488673,0.01779935275080906,0.003236245954692557,0.012944983818770227,0.006472491909385114,0.0,0.003236245954692557,0.0048543689320388345,0.011326860841423949,0.006472491909385114,0.003236245954692557,0.0016181229773462784,0.0016181229773462784,0.0016181229773462784,0.012944983818770227,0.0,0.0048543689320388345,0.06796116504854369,0.0,0.0016181229773462784,0.003236245954692557,0.003236245954692557,0.0,0.0016181229773462784,0.0048543689320388345,0.0016181229773462784,0.0016181229773462784,0.009708737864077669,0.0048543689320388345,0.0016181229773462784,0.006472491909385114,0.0048543689320388345,0.0016181229773462784,0.003236245954692557,0.0016181229773462784,0.0048543689320388345,0.0016181229773462784,0.0048543689320388345,0.0016181229773462784,0.0048543689320388345,0.0016181229773462784,0.0016181229773462784,0.0016181229773462784,0.0016181229773462784,0.003236245954692557,0.003236245954692557,0.006472491909385114,0.0016181229773462784,0.0016181229773462784,0.0016181229773462784,0.0,0.0,0.0016181229773462784,0.0,0.0016181229773462784,0.003236245954692557,0.012944983818770227,0.0,0.0048543689320388345,0.0016181229773462784,0.003236245954692557,0.0016181229773462784,0.0016181229773462784,0.0016181229773462784,0.0016181229773462784,0.0016181229773462784,0.003236245954692557,0.0016181229773462784,0.0016181229773462784
111,0632152a-63d4-422f-a105-de29b83e3523.FPKM.txt.gz,0.0021413276231263384,0.01284796573875803,0.0021413276231263384,0.008565310492505354,0.0,0.004282655246252677,0.010706638115631691,0.0021413276231263384,0.0021413276231263384,0.0,0.0,0.0,0.0021413276231263384,0.006423982869379015,0.008565310492505354,0.014989293361884369,0.004282655246252677,0.0,0.03854389721627409,0.0021413276231263384,0.0,0.0021413276231263384,0.032119914346895075,0.017130620985010708,0.0,0.0,0.010706638115631691,0.0021413276231263384,0.0021413276231263384,0.010706638115631691,0.0,0.0021413276231263384,0.0021413276231263384,0.006423982869379015,0.0021413276231263384,0.006423982869379015,0.03640256959314775,0.0,0.006423982869379015,0.004282655246252677,0.010706638115631691,0.04925053533190578,0.0021413276231263384,0.017130620985010708,0.0,0.014989293361884369,0.0,0.027837259100642397,0.0021413276231263384,0.0021413276231263384,0.004282655246252677,0.0,0.006423982869379015,0.0021413276231263384,0.0,0.0,0.0,0.004282655246252677,0.01284796573875803,0.0,0.057815845824411134,0.032119914346895075,0.017130620985010708,0.0021413276231263384,0.0021413276231263384,0.004282655246252677,0.006423982869379015,0.006423982869379015,0.04925053533190578,0.014989293361884369,0.0021413276231263384,0.0021413276231263384,0.006423982869379015,0.0,0.0,0.008565310492505354,0.004282655246252677,0.008565310492505354,0.029978586723768737,0.021413276231263382,0.0021413276231263384,0.014989293361884369,0.0021413276231263384,0.0,0.0021413276231263384,0.0021413276231263384,0.004282655246252677,0.004282655246252677,0.0021413276231263384,0.004282655246252677,0.0021413276231263384,0.0,0.017130620985010708,0.0,0.008565310492505354,0.09207708779443255,0.0,0.0,0.0021413276231263384,0.0021413276231263384,0.0,0.0021413276231263384,0.004282655246252677,0.0021413276231263384,0.0021413276231263384,0.01284796573875803,0.006423982869379015,0.0021413276231263384,0.008565310492505354,0.0,0.0021413276231263384,0.004282655246252677,0.0021413276231263384,0.006423982869379015,0.0021413276231263384,0.004282655246252677,0.0,0.004282655246252677,0.0021413276231263384,0.0,0.0,0.0,0.006423982869379015,0.004282655246252677,0.0,0.0,0.0,0.0021413276231263384,0.0,0.004282655246252677,0.0,0.0021413276231263384,0.0021413276231263384,0.0021413276231263384,0.017130620985010708,0.0,0.006423982869379015,0.004282655246252677,0.0021413276231263384,0.0021413276231263384,0.0021413276231263384,0.0021413276231263384,0.0021413276231263384,0.0021413276231263384,0.0021413276231263384,0.0021413276231263384,0.0021413276231263384
112,944b1e8d-7219-40a4-ab27-385192062cbf.FPKM.txt.gz,0.004784688995215311,0.019138755980861243,0.003189792663476874,0.004784688995215311,0.003189792663476874,0.007974481658692184,0.007974481658692184,0.001594896331738437,0.003189792663476874,0.003189792663476874,0.001594896331738437,0.006379585326953748,0.003189792663476874,0.004784688995215311,0.006379585326953748,0.012759170653907496,0.003189792663476874,0.001594896331738437,0.044657097288676235,0.001594896331738437,0.003189792663476874,0.006379585326953748,0.03189792663476874,0.011164274322169059,0.001594896331738437,0.0,0.006379585326953748,0.001594896331738437,0.001594896331738437,0.009569377990430622,0.001594896331738437,0.009569377990430622,0.001594896331738437,0.006379585326953748,0.001594896331738437,0.004784688995215311,0.030303030303030304,0.001594896331738437,0.007974481658692184,0.004784688995215311,0.011164274322169059,0.0430622009569378,0.001594896331738437,0.01594896331738437,0.001594896331738437,0.014354066985645933,0.0,0.03508771929824561,0.001594896331738437,0.001594896331738437,0.003189792663476874,0.0,0.007974481658692184,0.001594896331738437,0.001594896331738437,0.003189792663476874,0.003189792663476874,0.003189792663476874,0.007974481658692184,0.001594896331738437,0.044657097288676235,0.023923444976076555,0.014354066985645933,0.001594896331738437,0.001594896331738437,0.003189792663476874,0.003189792663476874,0.004784688995215311,0.03987240829346093,0.014354066985645933,0.001594896331738437,0.006379585326953748,0.006379585326953748,0.001594896331738437,0.006379585326953748,0.009569377990430622,0.003189792663476874,0.012759170653907496,0.028708133971291867,0.019138755980861243,0.004784688995215311,0.011164274322169059,0.004784688995215311,0.003189792663476874,0.003189792663476874,0.004784688995215311,0.009569377990430622,0.004784688995215311,0.001594896331738437,0.001594896331738437,0.001594896331738437,0.001594896331738437,0.012759170653907496,0.0,0.009569377990430622,0.06220095693779904,0.001594896331738437,0.001594896331738437,0.001594896331738437,0.003189792663476874,0.0,0.003189792663476874,0.004784688995215311,0.001594896331738437,0.001594896331738437,0.011164274322169059,0.004784688995215311,0.001594896331738437,0.011164274322169059,0.004784688995215311,0.007974481658692184,0.004784688995215311,0.001594896331738437,0.004784688995215311,0.001594896331738437,0.004784688995215311,0.004784688995215311,0.003189792663476874,0.001594896331738437,0.0,0.001594896331738437,0.003189792663476874,0.003189792663476874,0.001594896331738437,0.006379585326953748,0.001594896331738437,0.001594896331738437,0.001594896331738437,0.001594896331738437,0.009569377990430622,0.001594896331738437,0.003189792663476874,0.0,0.003189792663476874,0.012759170653907496,0.001594896331738437,0.004784688995215311,0.004784688995215311,0.003189792663476874,0.001594896331738437,0.001594896331738437,0.001594896331738437,0.001594896331738437,0.001594896331738437,0.003189792663476874,0.0,0.001594896331738437
113,019a5486-ad80-44b4-a9e3-7e7f93e8e6fa.FPKM.txt.gz,0.01188707280832095,0.02674591381872214,0.0014858841010401188,0.004457652303120356,0.005943536404160475,0.005943536404160475,0.007429420505200594,0.0029717682020802376,0.004457652303120356,0.01634472511144131,0.0029717682020802376,0.01337295690936107,0.0029717682020802376,0.004457652303120356,0.005943536404160475,0.01337295690936107,0.0029717682020802376,0.0014858841010401188,0.05349182763744428,0.0014858841010401188,0.008915304606240713,0.005943536404160475,0.03566121842496285,0.010401188707280832,0.0014858841010401188,0.0014858841010401188,0.007429420505200594,0.0014858841010401188,0.0029717682020802376,0.017830609212481426,0.0014858841010401188,0.007429420505200594,0.0014858841010401188,0.005943536404160475,0.0014858841010401188,0.004457652303120356,0.02823179791976226,0.0014858841010401188,0.008915304606240713,0.005943536404160475,0.005943536404160475,0.029717682020802376,0.0014858841010401188,0.014858841010401188,0.0014858841010401188,0.01337295690936107,0.0014858841010401188,0.029717682020802376,0.0014858841010401188,0.0014858841010401188,0.0029717682020802376,0.0014858841010401188,0.007429420505200594,0.0,0.0014858841010401188,0.0,0.004457652303120356,0.0014858841010401188,0.008915304606240713,0.004457652303120356,0.03863298662704309,0.02526002971768202,0.01337295690936107,0.0014858841010401188,0.0014858841010401188,0.0,0.0029717682020802376,0.004457652303120356,0.03714710252600297,0.014858841010401188,0.008915304606240713,0.005943536404160475,0.0014858841010401188,0.0014858841010401188,0.004457652303120356,0.014858841010401188,0.0029717682020802376,0.007429420505200594,0.02674591381872214,0.014858841010401188,0.005943536404160475,0.01188707280832095,0.0029717682020802376,0.0,0.0029717682020802376,0.004457652303120356,0.017830609212481426,0.004457652303120356,0.0,0.0014858841010401188,0.0014858841010401188,0.0029717682020802376,0.008915304606240713,0.0,0.0029717682020802376,0.06835066864784546,0.0,0.0014858841010401188,0.0029717682020802376,0.0014858841010401188,0.0029717682020802376,0.0014858841010401188,0.007429420505200594,0.0014858841010401188,0.0014858841010401188,0.008915304606240713,0.004457652303120356,0.0014858841010401188,0.007429420505200594,0.0029717682020802376,0.005943536404160475,0.004457652303120356,0.0014858841010401188,0.004457652303120356,0.0014858841010401188,0.0029717682020802376,0.0029717682020802376,0.004457652303120356,0.0014858841010401188,0.004457652303120356,0.0029717682020802376,0.0014858841010401188,0.0029717682020802376,0.0029717682020802376,0.005943536404160475,0.0014858841010401188,0.0014858841010401188,0.0,0.0014858841010401188,0.005943536404160475,0.0014858841010401188,0.0014858841010401188,0.0014858841010401188,0.0029717682020802376,0.01188707280832095,0.0014858841010401188,0.004457652303120356,0.0014858841010401188,0.0029717682020802376,0.0014858841010401188,0.0014858841010401188,0.0014858841010401188,0.0014858841010401188,0.0014858841010401188,0.0029717682020802376,0.0014858841010401188,0.0014858841010401188
114,1294d2f0-3a01-45b8-9e18-f5da4fbe8223.FPKM.txt.gz,0.0,0.00784313725490196,0.00392156862745098,0.00784313725490196,0.00392156862745098,0.00980392156862745,0.00980392156862745,0.00392156862745098,0.00392156862745098,0.00392156862745098,0.00196078431372549,0.00392156862745098,0.00196078431372549,0.0058823529411764705,0.00784313725490196,0.00392156862745098,0.00392156862745098,0.00196078431372549,0.045098039215686274,0.00196078431372549,0.00196078431372549,0.0058823529411764705,0.045098039215686274,0.013725490196078431,0.00196078431372549,0.00196078431372549,0.00196078431372549,0.00196078431372549,0.00392156862745098,0.013725490196078431,0.00196078431372549,0.00784313725490196,0.00196078431372549,0.00392156862745098,0.00196078431372549,0.0058823529411764705,0.03725490196078431,0.00196078431372549,0.00784313725490196,0.00392156862745098,0.00980392156862745,0.047058823529411764,0.00196078431372549,0.01764705882352941,0.00196078431372549,0.011764705882352941,0.0,0.025490196078431372,0.00196078431372549,0.00196078431372549,0.00392156862745098,0.00196078431372549,0.0058823529411764705,0.00196078431372549,0.0,0.00196078431372549,0.00392156862745098,0.00392156862745098,0.0058823529411764705,0.0,0.050980392156862744,0.021568627450980392,0.013725490196078431,0.00196078431372549,0.00196078431372549,0.00392156862745098,0.0058823529411764705,0.0058823529411764705,0.045098039215686274,0.01568627450980392,0.0,0.00784313725490196,0.00392156862745098,0.00196078431372549,0.00392156862745098,0.00784313725490196,0.00196078431372549,0.011764705882352941,0.03137254901960784,0.025490196078431372,0.00196078431372549,0.013725490196078431,0.00392156862745098,0.00196078431372549,0.00392156862745098,0.00392156862745098,0.00980392156862745,0.00196078431372549,0.00196078431372549,0.00392156862745098,0.00196078431372549,0.0,0.01568627450980392,0.0,0.00392156862745098,0.08627450980392157,0.0,0.00196078431372549,0.00196078431372549,0.00196078431372549,0.00392156862745098,0.00196078431372549,0.00784313725490196,0.00196078431372549,0.00196078431372549,0.011764705882352941,0.00392156862745098,0.00196078431372549,0.00196078431372549,0.00392156862745098,0.00392156862745098,0.00392156862745098,0.00196078431372549,0.0058823529411764705,0.0,0.00392156862745098,0.00196078431372549,0.00392156862745098,0.0,0.0,0.0,0.00196078431372549,0.0058823529411764705,0.0,0.0,0.00196078431372549,0.00196078431372549,0.0,0.0,0.00392156862745098,0.0,0.00196078431372549,0.00196078431372549,0.0,0.01568627450980392,0.0,0.00196078431372549,0.00392156862745098,0.00392156862745098,0.00196078431372549,0.00196078431372549,0.00196078431372549,0.00196078431372549,0.00196078431372549,0.00196078431372549,0.00196078431372549,0.00196078431372549
115,f5e4c398-d9db-4cd0-bd12-3751a624d377.FPKM.txt.gz,0.00949367088607595,0.01740506329113924,0.0015822784810126582,0.004746835443037975,0.004746835443037975,0.007911392405063292,0.007911392405063292,0.0031645569620253164,0.0031645569620253164,0.011075949367088608,0.0015822784810126582,0.007911392405063292,0.0031645569620253164,0.004746835443037975,0.006329113924050633,0.012658227848101266,0.0031645569620253164,0.0015822784810126582,0.05221518987341772,0.0015822784810126582,0.006329113924050633,0.006329113924050633,0.0379746835443038,0.011075949367088608,0.0015822784810126582,0.0,0.00949367088607595,0.0015822784810126582,0.0031645569620253164,0.012658227848101266,0.0015822784810126582,0.00949367088607595,0.0015822784810126582,0.004746835443037975,0.0015822784810126582,0.004746835443037975,0.02689873417721519,0.0015822784810126582,0.00949367088607595,0.004746835443037975,0.00949367088607595,0.04113924050632911,0.0015822784810126582,0.015822784810126583,0.0015822784810126582,0.014240506329113924,0.0015822784810126582,0.03481012658227848,0.0015822784810126582,0.0015822784810126582,0.0031645569620253164,0.0,0.006329113924050633,0.0015822784810126582,0.0015822784810126582,0.0031645569620253164,0.0031645569620253164,0.0031645569620253164,0.00949367088607595,0.0031645569620253164,0.04430379746835443,0.0189873417721519,0.014240506329113924,0.0015822784810126582,0.0015822784810126582,0.0031645569620253164,0.0031645569620253164,0.004746835443037975,0.04272151898734177,0.012658227848101266,0.0,0.0015822784810126582,0.004746835443037975,0.0031645569620253164,0.006329113924050633,0.007911392405063292,0.0031645569620253164,0.00949367088607595,0.030063291139240507,0.0189873417721519,0.0015822784810126582,0.012658227848101266,0.0031645569620253164,0.0,0.0031645569620253164,0.004746835443037975,0.011075949367088608,0.006329113924050633,0.004746835443037975,0.0031645569620253164,0.0015822784810126582,0.0,0.014240506329113924,0.0,0.006329113924050633,0.07120253164556962,0.0015822784810126582,0.0015822784810126582,0.0015822784810126582,0.0,0.0,0.004746835443037975,0.004746835443037975,0.0015822784810126582,0.0015822784810126582,0.011075949367088608,0.004746835443037975,0.0015822784810126582,0.006329113924050633,0.004746835443037975,0.006329113924050633,0.0031645569620253164,0.0015822784810126582,0.004746835443037975,0.0015822784810126582,0.004746835443037975,0.0015822784810126582,0.0031645569620253164,0.0015822784810126582,0.0,0.0015822784810126582,0.0015822784810126582,0.0031645569620253164,0.0031645569620253164,0.006329113924050633,0.0,0.0015822784810126582,0.0015822784810126582,0.0015822784810126582,0.0031645569620253164,0.0015822784810126582,0.0,0.0015822784810126582,0.0031645569620253164,0.012658227848101266,0.0015822784810126582,0.004746835443037975,0.0031645569620253164,0.0031645569620253164,0.0015822784810126582,0.0015822784810126582,0.0,0.0015822784810126582,0.0015822784810126582,0.0031645569620253164,0.0015822784810126582,0.0015822784810126582
116,ea1b4005-545a-4fa3-a3d7-a2dbd1bcc744.FPKM.txt.gz,0.0017421602787456446,0.012195121951219513,0.0,0.006968641114982578,0.003484320557491289,0.003484320557491289,0.008710801393728223,0.0,0.0017421602787456446,0.008710801393728223,0.0017421602787456446,0.006968641114982578,0.003484320557491289,0.005226480836236934,0.006968641114982578,0.013937282229965157,0.003484320557491289,0.0,0.05574912891986063,0.0017421602787456446,0.006968641114982578,0.003484320557491289,0.03832752613240418,0.008710801393728223,0.0017421602787456446,0.0017421602787456446,0.005226480836236934,0.0017421602787456446,0.0017421602787456446,0.006968641114982578,0.0017421602787456446,0.005226480836236934,0.0017421602787456446,0.006968641114982578,0.0017421602787456446,0.005226480836236934,0.024390243902439025,0.0017421602787456446,0.008710801393728223,0.005226480836236934,0.0017421602787456446,0.03484320557491289,0.0017421602787456446,0.01916376306620209,0.0017421602787456446,0.017421602787456445,0.0017421602787456446,0.03832752613240418,0.0017421602787456446,0.0017421602787456446,0.003484320557491289,0.0017421602787456446,0.006968641114982578,0.0017421602787456446,0.0017421602787456446,0.0,0.005226480836236934,0.0017421602787456446,0.008710801393728223,0.0017421602787456446,0.047038327526132406,0.02264808362369338,0.012195121951219513,0.0017421602787456446,0.0017421602787456446,0.003484320557491289,0.006968641114982578,0.003484320557491289,0.047038327526132406,0.012195121951219513,0.0017421602787456446,0.006968641114982578,0.008710801393728223,0.0017421602787456446,0.0,0.0156794425087108,0.003484320557491289,0.006968641114982578,0.033101045296167246,0.01916376306620209,0.003484320557491289,0.013937282229965157,0.005226480836236934,0.005226480836236934,0.003484320557491289,0.005226480836236934,0.010452961672473868,0.006968641114982578,0.0017421602787456446,0.0017421602787456446,0.0017421602787456446,0.0017421602787456446,0.013937282229965157,0.0,0.003484320557491289,0.06794425087108014,0.0,0.0017421602787456446,0.003484320557491289,0.0,0.0,0.003484320557491289,0.0156794425087108,0.0017421602787456446,0.0017421602787456446,0.010452961672473868,0.003484320557491289,0.0,0.006968641114982578,0.003484320557491289,0.003484320557491289,0.003484320557491289,0.0017421602787456446,0.003484320557491289,0.0,0.005226480836236934,0.003484320557491289,0.005226480836236934,0.0017421602787456446,0.0017421602787456446,0.0,0.0017421602787456446,0.005226480836236934,0.008710801393728223,0.003484320557491289,0.0017421602787456446,0.0017421602787456446,0.0017421602787456446,0.0,0.010452961672473868,0.0,0.0017421602787456446,0.0017421602787456446,0.0,0.013937282229965157,0.0017421602787456446,0.005226480836236934,0.0017421602787456446,0.0017421602787456446,0.0017421602787456446,0.0017421602787456446,0.0,0.0017421602787456446,0.0017421602787456446,0.003484320557491289,0.0017421602787456446,0.0017421602787456446
117,a4c7b6e8-ed30-42b2-9daa-0cf0b9d59259.FPKM.txt.gz,0.0,0.006160164271047228,0.0,0.006160164271047228,0.0,0.002053388090349076,0.008213552361396304,0.0,0.0,0.002053388090349076,0.002053388090349076,0.008213552361396304,0.004106776180698152,0.006160164271047228,0.008213552361396304,0.012320328542094456,0.004106776180698152,0.0,0.053388090349075976,0.002053388090349076,0.004106776180698152,0.006160164271047228,0.03696098562628337,0.008213552361396304,0.002053388090349076,0.0,0.01026694045174538,0.002053388090349076,0.004106776180698152,0.006160164271047228,0.0,0.002053388090349076,0.002053388090349076,0.002053388090349076,0.002053388090349076,0.006160164271047228,0.02053388090349076,0.002053388090349076,0.006160164271047228,0.006160164271047228,0.002053388090349076,0.03490759753593429,0.002053388090349076,0.018480492813141684,0.0,0.014373716632443531,0.0,0.039014373716632446,0.002053388090349076,0.002053388090349076,0.004106776180698152,0.002053388090349076,0.008213552361396304,0.002053388090349076,0.002053388090349076,0.0,0.004106776180698152,0.002053388090349076,0.006160164271047228,0.0,0.053388090349075976,0.03490759753593429,0.018480492813141684,0.002053388090349076,0.002053388090349076,0.004106776180698152,0.002053388090349076,0.006160164271047228,0.04722792607802875,0.01642710472279261,0.0,0.008213552361396304,0.01026694045174538,0.002053388090349076,0.0,0.012320328542094456,0.004106776180698152,0.01026694045174538,0.03696098562628337,0.022587268993839837,0.008213552361396304,0.014373716632443531,0.002053388090349076,0.002053388090349076,0.002053388090349076,0.004106776180698152,0.008213552361396304,0.008213552361396304,0.002053388090349076,0.0,0.002053388090349076,0.0,0.018480492813141684,0.0,0.006160164271047228,0.07802874743326489,0.002053388090349076,0.002053388090349076,0.002053388090349076,0.0,0.0,0.0,0.01642710472279261,0.002053388090349076,0.002053388090349076,0.012320328542094456,0.006160164271047228,0.0,0.01026694045174538,0.004106776180698152,0.004106776180698152,0.004106776180698152,0.002053388090349076,0.002053388090349076,0.0,0.002053388090349076,0.004106776180698152,0.002053388090349076,0.002053388090349076,0.006160164271047228,0.0,0.002053388090349076,0.004106776180698152,0.0,0.002053388090349076,0.002053388090349076,0.0,0.0,0.002053388090349076,0.006160164271047228,0.0,0.002053388090349076,0.002053388090349076,0.0,0.01642710472279261,0.0,0.004106776180698152,0.0,0.002053388090349076,0.002053388090349076,0.002053388090349076,0.002053388090349076,0.002053388090349076,0.002053388090349076,0.004106776180698152,0.0,0.002053388090349076
