i_doc,doc,Topic 1,Topic 2,Topic 3,Topic 4,Topic 5,Topic 6,Topic 7,Topic 8,Topic 9,Topic 10,Topic 11,Topic 12,Topic 13,Topic 14,Topic 15,Topic 16,Topic 17,Topic 18,Topic 19,Topic 20,Topic 21,Topic 22,Topic 23,Topic 24,Topic 25,Topic 26,Topic 27,Topic 28,Topic 29,Topic 30,Topic 31,Topic 32,Topic 33,Topic 34,Topic 35,Topic 36,Topic 37,Topic 38,Topic 39,Topic 40,Topic 41
10,c56cda8a-0755-4715-9c46-5bc6280a5bf0.FPKM.txt.gz,0.06174957118353345,0.0,0.060034305317324184,0.017152658662092625,0.017152658662092625,0.003430531732418525,0.008576329331046312,0.12178387650085763,0.00686106346483705,0.04631217838765009,0.005145797598627788,0.0017152658662092624,0.2006861063464837,0.018867924528301886,0.14922813036020582,0.02058319039451115,0.0,0.03945111492281304,0.0017152658662092624,0.04974271012006861,0.003430531732418525,0.017152658662092625,0.010291595197255575,0.0017152658662092624,0.0017152658662092624,0.0017152658662092624,0.0,0.005145797598627788,0.051457975986277875,0.0137221269296741,0.003430531732418525,0.005145797598627788,0.017152658662092625,0.010291595197255575,0.012006861063464836,0.0,0.00686106346483705,0.0017152658662092624,0.005145797598627788,0.0,0.0017152658662092624
11,8970e6da-5904-483d-8770-0ede67f98cf4.FPKM.txt.gz,0.08948194662480377,0.0031397174254317113,0.0706436420722135,0.029827315541601257,0.026687598116169546,0.009419152276295133,0.006279434850863423,0.11773940345368916,0.006279434850863423,0.04709576138147567,0.004709576138147566,0.0015698587127158557,0.17425431711145997,0.029827315541601257,0.13814756671899528,0.02040816326530612,0.0,0.04081632653061224,0.0015698587127158557,0.04081632653061224,0.0031397174254317113,0.015698587127158554,0.0141287284144427,0.0015698587127158557,0.004709576138147566,0.0015698587127158557,0.0031397174254317113,0.004709576138147566,0.0282574568288854,0.01098901098901099,0.0031397174254317113,0.004709576138147566,0.015698587127158554,0.006279434850863423,0.009419152276295133,0.0031397174254317113,0.006279434850863423,0.0015698587127158557,0.0031397174254317113,0.0,0.0
12,74dfc8ec-405b-4ffa-a282-daac57bf4d01.FPKM.txt.gz,0.03949730700179533,0.005385996409335727,0.07540394973070018,0.01615798922800718,0.03590664272890485,0.003590664272890485,0.005385996409335727,0.12926391382405744,0.00718132854578097,0.05206463195691203,0.005385996409335727,0.0017953321364452424,0.19030520646319568,0.03231597845601436,0.1400359066427289,0.017953321364452424,0.0,0.03052064631956912,0.0,0.03052064631956912,0.003590664272890485,0.01615798922800718,0.01615798922800718,0.0017953321364452424,0.0017953321364452424,0.0017953321364452424,0.003590664272890485,0.003590664272890485,0.04129263913824058,0.010771992818671455,0.003590664272890485,0.012567324955116697,0.010771992818671455,0.025134649910233394,0.010771992818671455,0.00718132854578097,0.003590664272890485,0.0,0.003590664272890485,0.0017953321364452424,0.0017953321364452424
13,ec27c2ca-312a-4e06-bc8f-ca8cb085ab3e.FPKM.txt.gz,0.05389221556886228,0.001996007984031936,0.08383233532934131,0.007984031936127744,0.03792415169660679,0.007984031936127744,0.001996007984031936,0.1437125748502994,0.005988023952095809,0.05189620758483034,0.005988023952095809,0.001996007984031936,0.19760479041916168,0.029940119760479042,0.15568862275449102,0.023952095808383235,0.001996007984031936,0.027944111776447105,0.0,0.017964071856287425,0.003992015968063872,0.011976047904191617,0.007984031936127744,0.001996007984031936,0.001996007984031936,0.001996007984031936,0.0,0.001996007984031936,0.02594810379241517,0.015968063872255488,0.001996007984031936,0.003992015968063872,0.00998003992015968,0.007984031936127744,0.013972055888223553,0.007984031936127744,0.007984031936127744,0.001996007984031936,0.007984031936127744,0.001996007984031936,0.0
14,78e16228-2d9f-4e19-bbd2-b0bb85e8faa2.FPKM.txt.gz,0.07329842931937172,0.0,0.08027923211169284,0.006980802792321117,0.03315881326352531,0.012216404886561954,0.0034904013961605585,0.1256544502617801,0.006980802792321117,0.04712041884816754,0.005235602094240838,0.0017452006980802793,0.19895287958115182,0.03315881326352531,0.1431064572425829,0.02443280977312391,0.0,0.03664921465968586,0.0017452006980802793,0.03664921465968586,0.0034904013961605585,0.015706806282722512,0.015706806282722512,0.0017452006980802793,0.005235602094240838,0.0017452006980802793,0.0034904013961605585,0.0034904013961605585,0.017452006980802792,0.008726003490401396,0.0017452006980802793,0.0034904013961605585,0.013961605584642234,0.0034904013961605585,0.013961605584642234,0.0,0.005235602094240838,0.0034904013961605585,0.005235602094240838,0.0017452006980802793,0.0
15,512b0f65-4ee9-4d01-b453-075499fe9d83.FPKM.txt.gz,0.08433734939759036,0.0030120481927710845,0.058734939759036146,0.025602409638554216,0.030120481927710843,0.012048192771084338,0.006024096385542169,0.11144578313253012,0.006024096385542169,0.04819277108433735,0.004518072289156626,0.0015060240963855422,0.1746987951807229,0.02710843373493976,0.13403614457831325,0.022590361445783132,0.0015060240963855422,0.043674698795180725,0.0015060240963855422,0.043674698795180725,0.0030120481927710845,0.015060240963855422,0.016566265060240965,0.0015060240963855422,0.007530120481927711,0.0015060240963855422,0.0,0.004518072289156626,0.03614457831325301,0.01355421686746988,0.0015060240963855422,0.007530120481927711,0.012048192771084338,0.009036144578313253,0.009036144578313253,0.004518072289156626,0.006024096385542169,0.004518072289156626,0.0030120481927710845,0.0015060240963855422,0.0015060240963855422
16,6632e6de-5170-4096-a298-078b6bfd3760.FPKM.txt.gz,0.08229813664596274,0.0015527950310559005,0.06832298136645963,0.020186335403726708,0.027950310559006212,0.009316770186335404,0.004658385093167702,0.11956521739130435,0.006211180124223602,0.049689440993788817,0.004658385093167702,0.0015527950310559005,0.17701863354037267,0.026397515527950312,0.13975155279503104,0.018633540372670808,0.0015527950310559005,0.040372670807453416,0.0015527950310559005,0.037267080745341616,0.003105590062111801,0.013975155279503106,0.017080745341614908,0.0015527950310559005,0.006211180124223602,0.0015527950310559005,0.003105590062111801,0.004658385093167702,0.03571428571428571,0.013975155279503106,0.003105590062111801,0.007763975155279503,0.015527950310559006,0.0015527950310559005,0.010869565217391304,0.003105590062111801,0.006211180124223602,0.006211180124223602,0.004658385093167702,0.0015527950310559005,0.0
17,b44cdb13-1812-4bf6-825e-edae5bc5376a.FPKM.txt.gz,0.04136690647482014,0.0,0.06294964028776978,0.017985611510791366,0.023381294964028777,0.0035971223021582736,0.0035971223021582736,0.13489208633093525,0.007194244604316547,0.04136690647482014,0.00539568345323741,0.0017985611510791368,0.20323741007194246,0.017985611510791366,0.16007194244604317,0.019784172661870502,0.0,0.03776978417266187,0.0017985611510791368,0.03776978417266187,0.0035971223021582736,0.017985611510791366,0.008992805755395683,0.0,0.0,0.0017985611510791368,0.0,0.00539568345323741,0.050359712230215826,0.019784172661870502,0.0017985611510791368,0.0017985611510791368,0.01618705035971223,0.014388489208633094,0.012589928057553957,0.0035971223021582736,0.008992805755395683,0.0035971223021582736,0.00539568345323741,0.0017985611510791368,0.0
18,e54638eb-8b35-4cf1-af4e-3411dfbd1ba2.FPKM.txt.gz,0.06637168141592921,0.0029498525073746312,0.061946902654867256,0.019174041297935103,0.028023598820058997,0.007374631268436578,0.004424778761061947,0.10176991150442478,0.004424778761061947,0.04424778761061947,0.004424778761061947,0.0014749262536873156,0.1696165191740413,0.028023598820058997,0.13569321533923304,0.02064896755162242,0.0,0.04277286135693215,0.0,0.038348082595870206,0.0029498525073746312,0.014749262536873156,0.017699115044247787,0.0,0.007374631268436578,0.0014749262536873156,0.0,0.0029498525073746312,0.05014749262536873,0.019174041297935103,0.0029498525073746312,0.008849557522123894,0.01327433628318584,0.035398230088495575,0.011799410029498525,0.008849557522123894,0.007374631268436578,0.0014749262536873156,0.008849557522123894,0.0014749262536873156,0.0014749262536873156
19,c8c58445-3c7f-4c98-85b0-6a707c3d8473.FPKM.txt.gz,0.08660130718954248,0.0016339869281045752,0.07352941176470588,0.021241830065359478,0.029411764705882353,0.008169934640522876,0.0032679738562091504,0.12418300653594772,0.006535947712418301,0.049019607843137254,0.004901960784313725,0.0016339869281045752,0.18790849673202614,0.03104575163398693,0.14052287581699346,0.017973856209150325,0.0,0.03594771241830065,0.0016339869281045752,0.03431372549019608,0.0032679738562091504,0.014705882352941176,0.00980392156862745,0.0016339869281045752,0.006535947712418301,0.0016339869281045752,0.0016339869281045752,0.0032679738562091504,0.03431372549019608,0.013071895424836602,0.0016339869281045752,0.0016339869281045752,0.013071895424836602,0.0016339869281045752,0.014705882352941176,0.0032679738562091504,0.008169934640522876,0.0,0.006535947712418301,0.0,0.0
20,c3ed7c7a-b80a-4de2-8dfb-b60bcf336375.FPKM.txt.gz,0.08575581395348837,0.0029069767441860465,0.059593023255813955,0.03197674418604651,0.02616279069767442,0.010174418604651164,0.007267441860465116,0.10610465116279069,0.005813953488372093,0.046511627906976744,0.00436046511627907,0.0014534883720930232,0.15988372093023256,0.02616279069767442,0.13226744186046513,0.02180232558139535,0.0014534883720930232,0.03488372093023256,0.0014534883720930232,0.040697674418604654,0.0029069767441860465,0.014534883720930232,0.01744186046511628,0.0,0.010174418604651164,0.0014534883720930232,0.0014534883720930232,0.00436046511627907,0.0436046511627907,0.014534883720930232,0.0029069767441860465,0.011627906976744186,0.01308139534883721,0.02180232558139535,0.00436046511627907,0.010174418604651164,0.00436046511627907,0.0029069767441860465,0.00872093023255814,0.0014534883720930232,0.0014534883720930232
21,24d7f10a-ac34-4f7e-8424-d2fc0d32ac58.FPKM.txt.gz,0.08722741433021806,0.006230529595015576,0.06542056074766354,0.0264797507788162,0.029595015576323987,0.006230529595015576,0.00778816199376947,0.11993769470404984,0.006230529595015576,0.04672897196261682,0.004672897196261682,0.001557632398753894,0.1806853582554517,0.028037383177570093,0.13862928348909656,0.018691588785046728,0.001557632398753894,0.03894080996884735,0.001557632398753894,0.037383177570093455,0.003115264797507788,0.01557632398753894,0.009345794392523364,0.0,0.006230529595015576,0.001557632398753894,0.001557632398753894,0.004672897196261682,0.03115264797507788,0.014018691588785047,0.001557632398753894,0.00778816199376947,0.01557632398753894,0.006230529595015576,0.010903426791277258,0.001557632398753894,0.004672897196261682,0.0,0.00778816199376947,0.001557632398753894,0.001557632398753894
22,e6981360-42ea-402a-aead-f6f2b31ef30c.FPKM.txt.gz,0.09047619047619047,0.0031746031746031746,0.07301587301587302,0.022222222222222223,0.031746031746031744,0.007936507936507936,0.0031746031746031746,0.12063492063492064,0.006349206349206349,0.049206349206349205,0.004761904761904762,0.0015873015873015873,0.1761904761904762,0.03015873015873016,0.1365079365079365,0.01904761904761905,0.0,0.03650793650793651,0.0015873015873015873,0.03492063492063492,0.0031746031746031746,0.015873015873015872,0.011111111111111112,0.0015873015873015873,0.006349206349206349,0.0015873015873015873,0.0031746031746031746,0.004761904761904762,0.03015873015873016,0.011111111111111112,0.0,0.006349206349206349,0.014285714285714285,0.006349206349206349,0.012698412698412698,0.0031746031746031746,0.009523809523809525,0.0,0.006349206349206349,0.0015873015873015873,0.0015873015873015873
23,ad778372-ad13-4d11-ac15-900de7d9637a.FPKM.txt.gz,0.059113300492610835,0.0016420361247947454,0.05747126436781609,0.016420361247947456,0.016420361247947456,0.0016420361247947454,0.0049261083743842365,0.11658456486042693,0.006568144499178982,0.041050903119868636,0.0049261083743842365,0.0,0.19047619047619047,0.022988505747126436,0.15435139573070608,0.0180623973727422,0.0016420361247947454,0.03940886699507389,0.0016420361247947454,0.041050903119868636,0.003284072249589491,0.0180623973727422,0.011494252873563218,0.0,0.0049261083743842365,0.0016420361247947454,0.0,0.0049261083743842365,0.054187192118226604,0.016420361247947456,0.003284072249589491,0.003284072249589491,0.014778325123152709,0.026272577996715927,0.009852216748768473,0.003284072249589491,0.008210180623973728,0.003284072249589491,0.013136288998357963,0.0016420361247947454,0.0016420361247947454
24,3067f41a-e3f1-47f5-9545-56d54fa75b98.FPKM.txt.gz,0.07946026986506746,0.0029985007496251873,0.06596701649175413,0.02848575712143928,0.029985007496251874,0.01199400299850075,0.005997001499250375,0.11544227886056972,0.005997001499250375,0.046476761619190406,0.004497751124437781,0.0014992503748125937,0.17541229385307347,0.029985007496251874,0.13943028485757122,0.017991004497751123,0.0,0.043478260869565216,0.0014992503748125937,0.037481259370314844,0.0029985007496251873,0.014992503748125937,0.01649175412293853,0.0014992503748125937,0.004497751124437781,0.0014992503748125937,0.0014992503748125937,0.004497751124437781,0.034482758620689655,0.01199400299850075,0.0014992503748125937,0.004497751124437781,0.01199400299850075,0.01199400299850075,0.01199400299850075,0.0029985007496251873,0.008995502248875561,0.0014992503748125937,0.0029985007496251873,0.0014992503748125937,0.0014992503748125937
25,63b48baa-7826-4b1e-ae67-7cdbd36a4e92.FPKM.txt.gz,0.0497335701598579,0.0053285968028419185,0.07460035523978685,0.008880994671403197,0.03374777975133215,0.007104795737122558,0.0017761989342806395,0.12966252220248667,0.007104795737122558,0.05150976909413854,0.0053285968028419185,0.0017761989342806395,0.19538188277087035,0.03197158081705151,0.15452930728241562,0.019538188277087035,0.0,0.04085257548845471,0.0,0.02486678507992895,0.003552397868561279,0.015985790408525755,0.014209591474245116,0.0017761989342806395,0.0,0.0017761989342806395,0.0017761989342806395,0.003552397868561279,0.037300177619893425,0.014209591474245116,0.003552397868561279,0.003552397868561279,0.012433392539964476,0.0017761989342806395,0.010657193605683837,0.012433392539964476,0.007104795737122558,0.0017761989342806395,0.0053285968028419185,0.0017761989342806395,0.0017761989342806395
26,720b9121-0bc4-4ff8-8a36-f146fea4da3c.FPKM.txt.gz,0.06821963394342762,0.0033277870216306157,0.07487520798668885,0.016638935108153077,0.03161397670549085,0.008319467554076539,0.0066555740432612314,0.12479201331114809,0.0066555740432612314,0.04658901830282862,0.004991680532445923,0.0016638935108153079,0.17970049916805325,0.029950083194675542,0.1447587354409318,0.018302828618968387,0.0,0.03993344425956739,0.0016638935108153079,0.03993344425956739,0.0033277870216306157,0.016638935108153077,0.013311148086522463,0.0016638935108153079,0.0033277870216306157,0.0016638935108153079,0.0033277870216306157,0.004991680532445923,0.03494176372712146,0.013311148086522463,0.0016638935108153079,0.0066555740432612314,0.013311148086522463,0.0066555740432612314,0.008319467554076539,0.0,0.0066555740432612314,0.0066555740432612314,0.0033277870216306157,0.0,0.0016638935108153079
27,2656413d-a5d2-4812-9ce9-a02c15ab04bd.FPKM.txt.gz,0.06300813008130081,0.0040650406504065045,0.06300813008130081,0.026422764227642278,0.024390243902439025,0.008130081300813009,0.006097560975609756,0.11788617886178862,0.0040650406504065045,0.046747967479674794,0.006097560975609756,0.0,0.1951219512195122,0.012195121951219513,0.14634146341463414,0.016260162601626018,0.0020325203252032522,0.0508130081300813,0.0,0.04065040650406504,0.0040650406504065045,0.016260162601626018,0.006097560975609756,0.0,0.0040650406504065045,0.0020325203252032522,0.0020325203252032522,0.0,0.046747967479674794,0.012195121951219513,0.0,0.0020325203252032522,0.0040650406504065045,0.02032520325203252,0.012195121951219513,0.008130081300813009,0.016260162601626018,0.0,0.01016260162601626,0.0,0.0
28,8e5a3c88-35f5-4620-86d7-53c014a2687b.FPKM.txt.gz,0.07705479452054795,0.0,0.06506849315068493,0.018835616438356163,0.0273972602739726,0.010273972602739725,0.003424657534246575,0.1284246575342466,0.00684931506849315,0.04452054794520548,0.005136986301369863,0.0017123287671232876,0.1952054794520548,0.0273972602739726,0.14726027397260275,0.02054794520547945,0.0017123287671232876,0.04452054794520548,0.0,0.03595890410958904,0.003424657534246575,0.015410958904109588,0.0136986301369863,0.0017123287671232876,0.003424657534246575,0.0017123287671232876,0.003424657534246575,0.005136986301369863,0.030821917808219176,0.011986301369863013,0.0017123287671232876,0.0017123287671232876,0.0136986301369863,0.003424657534246575,0.011986301369863013,0.0,0.010273972602739725,0.003424657534246575,0.0,0.0017123287671232876,0.0
29,915d5363-e343-4154-86cb-dbef1a586192.FPKM.txt.gz,0.03213610586011342,0.0,0.06427221172022685,0.024574669187145556,0.01890359168241966,0.001890359168241966,0.007561436672967864,0.11153119092627599,0.007561436672967864,0.03969754253308128,0.003780718336483932,0.0,0.18147448015122875,0.024574669187145556,0.14177693761814744,0.020793950850661626,0.001890359168241966,0.035916824196597356,0.001890359168241966,0.043478260869565216,0.001890359168241966,0.020793950850661626,0.015122873345935728,0.001890359168241966,0.007561436672967864,0.001890359168241966,0.0,0.003780718336483932,0.06805293005671077,0.015122873345935728,0.003780718336483932,0.005671077504725898,0.00945179584120983,0.043478260869565216,0.005671077504725898,0.001890359168241966,0.00945179584120983,0.001890359168241966,0.015122873345935728,0.001890359168241966,0.001890359168241966
30,7c4cee3c-a8d6-4016-84e3-106d18d1c2e8.FPKM.txt.gz,0.06557377049180328,0.0,0.06229508196721312,0.02622950819672131,0.029508196721311476,0.011475409836065573,0.006557377049180328,0.11475409836065574,0.006557377049180328,0.04426229508196721,0.004918032786885246,0.001639344262295082,0.18032786885245902,0.029508196721311476,0.13114754098360656,0.019672131147540985,0.003278688524590164,0.040983606557377046,0.001639344262295082,0.04262295081967213,0.003278688524590164,0.01639344262295082,0.013114754098360656,0.001639344262295082,0.004918032786885246,0.001639344262295082,0.001639344262295082,0.004918032786885246,0.03770491803278689,0.014754098360655738,0.001639344262295082,0.00819672131147541,0.011475409836065573,0.018032786885245903,0.013114754098360656,0.004918032786885246,0.00819672131147541,0.004918032786885246,0.003278688524590164,0.001639344262295082,0.001639344262295082
31,3ab61b3d-13bd-4fca-ac15-f70acbce447c.FPKM.txt.gz,0.04569420035149385,0.0,0.06678383128295255,0.015817223198594025,0.01054481546572935,0.0035149384885764497,0.007029876977152899,0.12478031634446397,0.007029876977152899,0.04569420035149385,0.005272407732864675,0.0,0.19507908611599298,0.0210896309314587,0.1616871704745167,0.014059753954305799,0.0017574692442882249,0.033391915641476276,0.0017574692442882249,0.040421792618629174,0.0035149384885764497,0.01757469244288225,0.014059753954305799,0.0,0.0035149384885764497,0.0017574692442882249,0.0,0.005272407732864675,0.05272407732864675,0.019332161687170474,0.0017574692442882249,0.0035149384885764497,0.014059753954305799,0.02460456942003515,0.01054481546572935,0.0,0.008787346221441126,0.0017574692442882249,0.012302284710017574,0.0017574692442882249,0.0017574692442882249
32,2d3e6de2-dc7c-4078-8d1c-aecac52b4a44.FPKM.txt.gz,0.10620915032679738,0.0016339869281045752,0.049019607843137254,0.03431372549019608,0.0196078431372549,0.008169934640522876,0.008169934640522876,0.10947712418300654,0.006535947712418301,0.05228758169934641,0.004901960784313725,0.0016339869281045752,0.17483660130718953,0.017973856209150325,0.13562091503267973,0.016339869281045753,0.0,0.042483660130718956,0.0016339869281045752,0.04738562091503268,0.0032679738562091504,0.016339869281045753,0.00980392156862745,0.0016339869281045752,0.011437908496732025,0.0,0.0,0.004901960784313725,0.03431372549019608,0.014705882352941176,0.0016339869281045752,0.006535947712418301,0.011437908496732025,0.00980392156862745,0.008169934640522876,0.004901960784313725,0.00980392156862745,0.0016339869281045752,0.00980392156862745,0.0,0.0016339869281045752
33,00511204-3512-4a5e-b664-60271e968903.FPKM.txt.gz,0.12524461839530332,0.0,0.05283757338551859,0.033268101761252444,0.015655577299412915,0.005870841487279843,0.003913894324853229,0.13111545988258316,0.007827788649706457,0.05675146771037182,0.005870841487279843,0.0,0.18199608610567514,0.0136986301369863,0.12915851272015655,0.0136986301369863,0.0,0.033268101761252444,0.0019569471624266144,0.04500978473581213,0.003913894324853229,0.019569471624266144,0.011741682974559686,0.0,0.015655577299412915,0.0,0.0,0.003913894324853229,0.0273972602739726,0.01761252446183953,0.0019569471624266144,0.0,0.007827788649706457,0.009784735812133072,0.003913894324853229,0.003913894324853229,0.005870841487279843,0.0019569471624266144,0.007827788649706457,0.0,0.0
