i_doc,doc,Topic 1,Topic 2,Topic 3,Topic 4,Topic 5,Topic 6,Topic 7,Topic 8,Topic 9,Topic 10,Topic 11,Topic 12,Topic 13,Topic 14,Topic 15,Topic 16,Topic 17,Topic 18,Topic 19,Topic 20,Topic 21,Topic 22,Topic 23,Topic 24,Topic 25,Topic 26,Topic 27,Topic 28,Topic 29,Topic 30,Topic 31,Topic 32,Topic 33,Topic 34,Topic 35,Topic 36,Topic 37,Topic 38,Topic 39,Topic 40,Topic 41
129,64262505-9f17-4989-94c9-fc6db56ca676.FPKM.txt.gz,0.059961315280464215,0.0038684719535783366,0.06769825918762089,0.015473887814313346,0.03288201160541586,0.01160541586073501,0.005802707930367505,0.11992263056092843,0.007736943907156673,0.05029013539651837,0.005802707930367505,0.0019342359767891683,0.20889748549323017,0.027079303675048357,0.1450676982591876,0.02321083172147002,0.0,0.04642166344294004,0.0,0.03481624758220503,0.0038684719535783366,0.01160541586073501,0.015473887814313346,0.0019342359767891683,0.0019342359767891683,0.0019342359767891683,0.0019342359767891683,0.0038684719535783366,0.03288201160541586,0.007736943907156673,0.0038684719535783366,0.0019342359767891683,0.009671179883945842,0.0019342359767891683,0.015473887814313346,0.0038684719535783366,0.005802707930367505,0.0038684719535783366,0.0019342359767891683,0.0,0.0
130,c0838214-75ee-4668-85fe-4247b8e5ea1c.FPKM.txt.gz,0.0688622754491018,0.0014970059880239522,0.06287425149700598,0.019461077844311378,0.025449101796407185,0.008982035928143712,0.005988023952095809,0.1092814371257485,0.005988023952095809,0.041916167664670656,0.004491017964071856,0.0014970059880239522,0.1751497005988024,0.025449101796407185,0.1437125748502994,0.019461077844311378,0.0,0.04491017964071856,0.0014970059880239522,0.040419161676646706,0.0029940119760479044,0.014970059880239521,0.014970059880239521,0.0014970059880239522,0.0029940119760479044,0.0014970059880239522,0.0,0.004491017964071856,0.04491017964071856,0.01347305389221557,0.0029940119760479044,0.010479041916167664,0.016467065868263474,0.019461077844311378,0.01347305389221557,0.0029940119760479044,0.005988023952095809,0.010479041916167664,0.005988023952095809,0.0014970059880239522,0.0014970059880239522
131,7403bf3f-1678-4b86-b094-c87c993e583f.FPKM.txt.gz,0.09693053311793215,0.0016155088852988692,0.05331179321486268,0.035541195476575124,0.025848142164781908,0.011308562197092083,0.008077544426494346,0.11308562197092084,0.006462035541195477,0.048465266558966075,0.004846526655896607,0.0016155088852988692,0.17609046849757673,0.024232633279483037,0.13731825525040386,0.017770597738287562,0.0016155088852988692,0.0420032310177706,0.0016155088852988692,0.045234248788368334,0.0032310177705977385,0.01615508885298869,0.011308562197092083,0.0016155088852988692,0.008077544426494346,0.0,0.0,0.004846526655896607,0.033925686591276254,0.014539579967689823,0.0016155088852988692,0.008077544426494346,0.011308562197092083,0.012924071082390954,0.0032310177705977385,0.0016155088852988692,0.004846526655896607,0.0032310177705977385,0.004846526655896607,0.0,0.0016155088852988692
132,a32c6a56-997e-46b6-8da9-fcfe24aafc08.FPKM.txt.gz,0.04727272727272727,0.0,0.08181818181818182,0.00909090909090909,0.03272727272727273,0.007272727272727273,0.005454545454545455,0.12727272727272726,0.007272727272727273,0.05090909090909091,0.005454545454545455,0.0018181818181818182,0.20909090909090908,0.02909090909090909,0.1509090909090909,0.01818181818181818,0.0,0.038181818181818185,0.0018181818181818182,0.03090909090909091,0.0036363636363636364,0.014545454545454545,0.01818181818181818,0.0,0.0036363636363636364,0.0018181818181818182,0.0018181818181818182,0.0036363636363636364,0.034545454545454546,0.01090909090909091,0.0018181818181818182,0.0018181818181818182,0.01090909090909091,0.0036363636363636364,0.00909090909090909,0.007272727272727273,0.007272727272727273,0.0,0.007272727272727273,0.0018181818181818182,0.0018181818181818182
133,e023c283-afcf-4334-b741-3dce8e98b0f6.FPKM.txt.gz,0.06289308176100629,0.0,0.06289308176100629,0.01729559748427673,0.025157232704402517,0.007861635220125786,0.0047169811320754715,0.11635220125786164,0.006289308176100629,0.04716981132075472,0.0047169811320754715,0.0015723270440251573,0.1918238993710692,0.029874213836477988,0.1430817610062893,0.020440251572327043,0.0015723270440251573,0.03930817610062893,0.0015723270440251573,0.040880503144654086,0.0031446540880503146,0.01729559748427673,0.01729559748427673,0.0015723270440251573,0.0015723270440251573,0.0015723270440251573,0.0,0.0031446540880503146,0.04245283018867924,0.01729559748427673,0.0031446540880503146,0.0015723270440251573,0.014150943396226415,0.006289308176100629,0.0110062893081761,0.0015723270440251573,0.009433962264150943,0.0110062893081761,0.007861635220125786,0.0015723270440251573,0.0015723270440251573
134,8cc12fdc-c850-42a3-9aac-eae3ac9b21a0.FPKM.txt.gz,0.0695364238410596,0.006622516556291391,0.0728476821192053,0.016556291390728478,0.033112582781456956,0.004966887417218543,0.004966887417218543,0.12582781456953643,0.006622516556291391,0.05132450331125828,0.004966887417218543,0.0016556291390728477,0.18211920529801323,0.028145695364238412,0.13741721854304637,0.023178807947019868,0.0,0.041390728476821195,0.0,0.03642384105960265,0.0033112582781456954,0.016556291390728478,0.014900662251655629,0.0,0.0,0.0016556291390728477,0.0016556291390728477,0.004966887417218543,0.0347682119205298,0.019867549668874173,0.0033112582781456954,0.004966887417218543,0.013245033112582781,0.0033112582781456954,0.009933774834437087,0.0016556291390728477,0.006622516556291391,0.0,0.008278145695364239,0.0016556291390728477,0.0016556291390728477
135,4bf2bea7-00ef-485c-b9e5-035f0ea62b1d.FPKM.txt.gz,0.07155025553662692,0.0034071550255536627,0.07155025553662692,0.013628620102214651,0.030664395229982964,0.0068143100511073255,0.005110732538330494,0.12265758091993186,0.0068143100511073255,0.04599659284497445,0.005110732538330494,0.0017035775127768314,0.19420783645655879,0.028960817717206135,0.1362862010221465,0.020442930153321975,0.0,0.039182282793867124,0.0017035775127768314,0.03747870528109029,0.0034071550255536627,0.015332197614991482,0.015332197614991482,0.0017035775127768314,0.0034071550255536627,0.0017035775127768314,0.0034071550255536627,0.005110732538330494,0.03747870528109029,0.01192504258943782,0.0034071550255536627,0.008517887563884156,0.013628620102214651,0.005110732538330494,0.015332197614991482,0.0017035775127768314,0.0034071550255536627,0.0017035775127768314,0.0017035775127768314,0.0017035775127768314,0.0017035775127768314
136,757b49f6-849d-45d9-a182-4caa6c527fc2.FPKM.txt.gz,0.0531496062992126,0.0,0.08267716535433071,0.005905511811023622,0.03543307086614173,0.00984251968503937,0.003937007874015748,0.13385826771653545,0.007874015748031496,0.0531496062992126,0.005905511811023622,0.001968503937007874,0.19094488188976377,0.02952755905511811,0.1437007874015748,0.023622047244094488,0.001968503937007874,0.031496062992125984,0.001968503937007874,0.02952755905511811,0.003937007874015748,0.015748031496062992,0.01968503937007874,0.001968503937007874,0.001968503937007874,0.001968503937007874,0.003937007874015748,0.003937007874015748,0.021653543307086614,0.011811023622047244,0.003937007874015748,0.003937007874015748,0.015748031496062992,0.003937007874015748,0.013779527559055118,0.0,0.00984251968503937,0.003937007874015748,0.007874015748031496,0.001968503937007874,0.001968503937007874
137,d2ba49d2-5207-495c-97b3-d70ebef30c7d.FPKM.txt.gz,0.0391304347826087,0.006521739130434782,0.09565217391304348,0.008695652173913044,0.041304347826086954,0.006521739130434782,0.002173913043478261,0.14782608695652175,0.008695652173913044,0.04565217391304348,0.006521739130434782,0.002173913043478261,0.16956521739130434,0.0391304347826087,0.1282608695652174,0.02608695652173913,0.002173913043478261,0.04782608695652174,0.002173913043478261,0.02391304347826087,0.004347826086956522,0.013043478260869565,0.006521739130434782,0.002173913043478261,0.004347826086956522,0.002173913043478261,0.004347826086956522,0.002173913043478261,0.041304347826086954,0.021739130434782608,0.0,0.006521739130434782,0.002173913043478261,0.002173913043478261,0.006521739130434782,0.008695652173913044,0.006521739130434782,0.006521739130434782,0.004347826086956522,0.002173913043478261,0.002173913043478261
138,e4e0ed55-a9f4-4978-9aa5-7a6f892ebb53.FPKM.txt.gz,0.06368330464716007,0.0034423407917383822,0.07917383820998279,0.0068846815834767644,0.03442340791738382,0.008605851979345954,0.0,0.12736660929432014,0.0068846815834767644,0.04991394148020654,0.0051635111876075735,0.0017211703958691911,0.18072289156626506,0.03442340791738382,0.14457831325301204,0.025817555938037865,0.0,0.03442340791738382,0.0017211703958691911,0.027538726333907058,0.0034423407917383822,0.01721170395869191,0.0189328743545611,0.0,0.0034423407917383822,0.0017211703958691911,0.0017211703958691911,0.0034423407917383822,0.03442340791738382,0.013769363166953529,0.0017211703958691911,0.0051635111876075735,0.013769363166953529,0.010327022375215147,0.010327022375215147,0.0034423407917383822,0.0068846815834767644,0.0,0.010327022375215147,0.0017211703958691911,0.0017211703958691911
139,ce137517-0320-46dd-b4e0-82c02773ba97.FPKM.txt.gz,0.07547169811320754,0.003430531732418525,0.07375643224699828,0.0137221269296741,0.03430531732418525,0.005145797598627788,0.003430531732418525,0.12521440823327615,0.00686106346483705,0.048027444253859346,0.005145797598627788,0.0017152658662092624,0.19039451114922812,0.029159519725557463,0.1423670668953688,0.02058319039451115,0.0,0.044596912521440824,0.0,0.03773584905660377,0.003430531732418525,0.015437392795883362,0.0137221269296741,0.0017152658662092624,0.0,0.0017152658662092624,0.003430531732418525,0.005145797598627788,0.029159519725557463,0.012006861063464836,0.0017152658662092624,0.005145797598627788,0.0137221269296741,0.003430531732418525,0.012006861063464836,0.0017152658662092624,0.00686106346483705,0.003430531732418525,0.003430531732418525,0.0017152658662092624,0.0
140,fcdaa827-e263-46e0-8a83-206fa5a009ba.FPKM.txt.gz,0.02834008097165992,0.0020242914979757085,0.08502024291497975,0.010121457489878543,0.038461538461538464,0.010121457489878543,0.0020242914979757085,0.145748987854251,0.008097165991902834,0.05263157894736842,0.004048582995951417,0.0020242914979757085,0.20242914979757085,0.03441295546558704,0.1437246963562753,0.022267206477732792,0.0020242914979757085,0.03441295546558704,0.0020242914979757085,0.022267206477732792,0.004048582995951417,0.012145748987854251,0.022267206477732792,0.0020242914979757085,0.004048582995951417,0.0020242914979757085,0.004048582995951417,0.0020242914979757085,0.04048582995951417,0.01417004048582996,0.0,0.004048582995951417,0.0020242914979757085,0.004048582995951417,0.016194331983805668,0.004048582995951417,0.004048582995951417,0.0,0.006072874493927126,0.0,0.0
141,801d0a1e-b2c9-4e05-bd6b-15322b0458c6.FPKM.txt.gz,0.06587837837837837,0.0016891891891891893,0.07939189189189189,0.02027027027027027,0.03209459459459459,0.008445945945945946,0.005067567567567568,0.125,0.006756756756756757,0.0472972972972973,0.005067567567567568,0.0016891891891891893,0.1891891891891892,0.028716216216216218,0.13513513513513514,0.02195945945945946,0.0016891891891891893,0.033783783783783786,0.0016891891891891893,0.030405405405405407,0.0033783783783783786,0.016891891891891893,0.011824324324324325,0.0016891891891891893,0.0016891891891891893,0.0016891891891891893,0.0033783783783783786,0.0033783783783783786,0.03885135135135135,0.010135135135135136,0.0033783783783783786,0.006756756756756757,0.013513513513513514,0.0033783783783783786,0.011824324324324325,0.0016891891891891893,0.008445945945945946,0.006756756756756757,0.006756756756756757,0.0016891891891891893,0.0016891891891891893
142,fd55692a-cd56-459b-8edb-ba83a735e665.FPKM.txt.gz,0.07890743550834597,0.0015174506828528073,0.06525037936267071,0.02276176024279211,0.028831562974203338,0.007587253414264037,0.004552352048558422,0.11684370257966616,0.006069802731411229,0.04552352048558422,0.004552352048558422,0.0015174506828528073,0.17450682852807284,0.028831562974203338,0.13657056145675264,0.021244309559939303,0.0,0.0409711684370258,0.0015174506828528073,0.036418816388467376,0.0030349013657056147,0.015174506828528073,0.019726858877086494,0.0015174506828528073,0.0030349013657056147,0.0015174506828528073,0.0015174506828528073,0.004552352048558422,0.03945371775417299,0.012139605462822459,0.0015174506828528073,0.006069802731411229,0.012139605462822459,0.013657056145675266,0.013657056145675266,0.006069802731411229,0.007587253414264037,0.004552352048558422,0.006069802731411229,0.0015174506828528073,0.0015174506828528073
143,baa3cdc1-1ee8-4aab-80f9-dafa35cc5fbf.FPKM.txt.gz,0.039473684210526314,0.0,0.07894736842105263,0.009398496240601503,0.02819548872180451,0.005639097744360902,0.0037593984962406013,0.13721804511278196,0.007518796992481203,0.043233082706766915,0.005639097744360902,0.0018796992481203006,0.19548872180451127,0.02631578947368421,0.15977443609022557,0.02443609022556391,0.0018796992481203006,0.043233082706766915,0.0018796992481203006,0.03383458646616541,0.0037593984962406013,0.018796992481203006,0.009398496240601503,0.0,0.0018796992481203006,0.0018796992481203006,0.0,0.0,0.039473684210526314,0.013157894736842105,0.0037593984962406013,0.0018796992481203006,0.015037593984962405,0.007518796992481203,0.011278195488721804,0.0018796992481203006,0.009398496240601503,0.005639097744360902,0.005639097744360902,0.0,0.0018796992481203006
144,592f19d7-8afb-4db6-9409-24ded8862985.FPKM.txt.gz,0.07945736434108527,0.003875968992248062,0.08139534883720931,0.011627906976744186,0.03682170542635659,0.013565891472868217,0.001937984496124031,0.12790697674418605,0.007751937984496124,0.05232558139534884,0.005813953488372093,0.001937984496124031,0.20155038759689922,0.031007751937984496,0.13565891472868216,0.02131782945736434,0.001937984496124031,0.029069767441860465,0.0,0.03488372093023256,0.003875968992248062,0.013565891472868217,0.015503875968992248,0.001937984496124031,0.003875968992248062,0.001937984496124031,0.0,0.003875968992248062,0.01744186046511628,0.011627906976744186,0.0,0.0,0.011627906976744186,0.005813953488372093,0.005813953488372093,0.009689922480620155,0.007751937984496124,0.0,0.005813953488372093,0.0,0.0
145,dcca8e16-a1d4-48c3-a87a-f409c86104f1.FPKM.txt.gz,0.051666666666666666,0.005,0.075,0.011666666666666667,0.03333333333333333,0.006666666666666667,0.005,0.125,0.006666666666666667,0.055,0.005,0.0016666666666666668,0.19666666666666666,0.03166666666666667,0.145,0.02,0.0,0.043333333333333335,0.0,0.028333333333333332,0.0033333333333333335,0.016666666666666666,0.018333333333333333,0.0016666666666666668,0.0016666666666666668,0.0016666666666666668,0.0033333333333333335,0.0033333333333333335,0.03,0.013333333333333334,0.0,0.008333333333333333,0.013333333333333334,0.005,0.011666666666666667,0.0033333333333333335,0.008333333333333333,0.0016666666666666668,0.005,0.0016666666666666668,0.0016666666666666668
146,82bfc74a-cb0f-4966-b53e-c7b535ae7f23.FPKM.txt.gz,0.06086956521739131,0.0017391304347826088,0.08,0.010434782608695653,0.034782608695652174,0.008695652173913044,0.0,0.12695652173913044,0.006956521739130435,0.05391304347826087,0.0052173913043478265,0.0017391304347826088,0.19130434782608696,0.03130434782608696,0.1443478260869565,0.02434782608695652,0.0017391304347826088,0.04,0.0017391304347826088,0.02434782608695652,0.0034782608695652175,0.017391304347826087,0.017391304347826087,0.0,0.006956521739130435,0.0017391304347826088,0.0017391304347826088,0.0017391304347826088,0.03304347826086956,0.01217391304347826,0.0,0.0017391304347826088,0.01391304347826087,0.0052173913043478265,0.01565217391304348,0.006956521739130435,0.0052173913043478265,0.0,0.0052173913043478265,0.0,0.0
147,e6bec4f4-0b51-43ba-b62b-5af777712488.FPKM.txt.gz,0.07088122605363985,0.0038314176245210726,0.08045977011494253,0.01532567049808429,0.038314176245210725,0.007662835249042145,0.0019157088122605363,0.13218390804597702,0.005747126436781609,0.05747126436781609,0.005747126436781609,0.0019157088122605363,0.18007662835249041,0.034482758620689655,0.1417624521072797,0.022988505747126436,0.0,0.034482758620689655,0.0,0.02681992337164751,0.0038314176245210726,0.013409961685823755,0.011494252873563218,0.0,0.0019157088122605363,0.0019157088122605363,0.0038314176245210726,0.0038314176245210726,0.019157088122605363,0.017241379310344827,0.0,0.0038314176245210726,0.011494252873563218,0.0,0.013409961685823755,0.017241379310344827,0.009578544061302681,0.0,0.0038314176245210726,0.0019157088122605363,0.0
148,fb425afa-26e0-4867-aa6a-cfe1d9fc668a.FPKM.txt.gz,0.05381944444444445,0.003472222222222222,0.0642361111111111,0.017361111111111112,0.029513888888888888,0.006944444444444444,0.005208333333333333,0.125,0.006944444444444444,0.043402777777777776,0.005208333333333333,0.001736111111111111,0.1875,0.029513888888888888,0.1423611111111111,0.026041666666666668,0.001736111111111111,0.03993055555555555,0.001736111111111111,0.03125,0.003472222222222222,0.013888888888888888,0.015625,0.001736111111111111,0.005208333333333333,0.001736111111111111,0.003472222222222222,0.003472222222222222,0.036458333333333336,0.015625,0.003472222222222222,0.006944444444444444,0.012152777777777778,0.012152777777777778,0.013888888888888888,0.008680555555555556,0.005208333333333333,0.0,0.010416666666666666,0.001736111111111111,0.001736111111111111
149,9d92a96c-a177-469d-b306-5f53aa2fa634.FPKM.txt.gz,0.07919254658385093,0.0015527950310559005,0.062111801242236024,0.021739130434782608,0.026397515527950312,0.010869565217391304,0.006211180124223602,0.10714285714285714,0.006211180124223602,0.04813664596273292,0.004658385093167702,0.0015527950310559005,0.17391304347826086,0.031055900621118012,0.13043478260869565,0.024844720496894408,0.0,0.037267080745341616,0.0015527950310559005,0.03881987577639751,0.003105590062111801,0.015527950310559006,0.013975155279503106,0.0015527950310559005,0.007763975155279503,0.0015527950310559005,0.003105590062111801,0.004658385093167702,0.037267080745341616,0.018633540372670808,0.003105590062111801,0.006211180124223602,0.017080745341614908,0.012422360248447204,0.010869565217391304,0.003105590062111801,0.006211180124223602,0.0015527950310559005,0.015527950310559006,0.0015527950310559005,0.0015527950310559005
150,2e941d7e-cb3d-429b-aeff-328325ec6120.FPKM.txt.gz,0.06724137931034482,0.0017241379310344827,0.0706896551724138,0.015517241379310345,0.029310344827586206,0.006896551724137931,0.0034482758620689655,0.12758620689655173,0.006896551724137931,0.04655172413793104,0.005172413793103448,0.0017241379310344827,0.19655172413793104,0.029310344827586206,0.14482758620689656,0.017241379310344827,0.0,0.03620689655172414,0.0,0.029310344827586206,0.0034482758620689655,0.017241379310344827,0.015517241379310345,0.0017241379310344827,0.0017241379310344827,0.0017241379310344827,0.0,0.005172413793103448,0.041379310344827586,0.017241379310344827,0.0017241379310344827,0.0034482758620689655,0.013793103448275862,0.006896551724137931,0.010344827586206896,0.0034482758620689655,0.010344827586206896,0.0017241379310344827,0.0034482758620689655,0.0017241379310344827,0.0017241379310344827
151,bc4753f9-5ca7-4bc8-b25a-622e1a4cdf5d.FPKM.txt.gz,0.05304518664047151,0.003929273084479371,0.07662082514734773,0.011787819253438114,0.03143418467583497,0.005893909626719057,0.0019646365422396855,0.13948919449901767,0.007858546168958742,0.04911591355599214,0.005893909626719057,0.0,0.2082514734774067,0.03143418467583497,0.14341846758349705,0.015717092337917484,0.0,0.0412573673870334,0.0019646365422396855,0.023575638506876228,0.0019646365422396855,0.01768172888015717,0.0137524557956778,0.0,0.0,0.0019646365422396855,0.003929273084479371,0.0,0.03143418467583497,0.015717092337917484,0.0019646365422396855,0.005893909626719057,0.0137524557956778,0.0019646365422396855,0.009823182711198428,0.0137524557956778,0.005893909626719057,0.0019646365422396855,0.0019646365422396855,0.0019646365422396855,0.0019646365422396855
152,afe5f01a-b3c1-4d24-94cf-27ec0894e308.FPKM.txt.gz,0.058208955223880594,0.0014925373134328358,0.058208955223880594,0.022388059701492536,0.01791044776119403,0.008955223880597015,0.0029850746268656717,0.1044776119402985,0.004477611940298508,0.04477611940298507,0.004477611940298508,0.0014925373134328358,0.18507462686567164,0.020895522388059702,0.14328358208955225,0.01791044776119403,0.0014925373134328358,0.04626865671641791,0.0014925373134328358,0.04029850746268657,0.0029850746268656717,0.014925373134328358,0.010447761194029851,0.0,0.011940298507462687,0.0014925373134328358,0.0014925373134328358,0.0029850746268656717,0.04626865671641791,0.013432835820895522,0.0029850746268656717,0.005970149253731343,0.005970149253731343,0.03283582089552239,0.013432835820895522,0.008955223880597015,0.013432835820895522,0.0014925373134328358,0.019402985074626865,0.0014925373134328358,0.0014925373134328358
153,0211f2ea-a4f6-4a57-8f98-66bf0a327479.FPKM.txt.gz,0.06279434850863422,0.0015698587127158557,0.06750392464678179,0.015698587127158554,0.029827315541601257,0.007849293563579277,0.0031397174254317113,0.11616954474097331,0.006279434850863423,0.04866562009419152,0.004709576138147566,0.0015698587127158557,0.1836734693877551,0.0282574568288854,0.13500784929356358,0.02040816326530612,0.0,0.04081632653061224,0.0015698587127158557,0.03453689167974882,0.0031397174254317113,0.015698587127158554,0.01726844583987441,0.0015698587127158557,0.004709576138147566,0.0015698587127158557,0.0015698587127158557,0.004709576138147566,0.03610675039246468,0.01726844583987441,0.0031397174254317113,0.006279434850863423,0.015698587127158554,0.018838304552590265,0.0141287284144427,0.004709576138147566,0.007849293563579277,0.0,0.012558869701726845,0.0015698587127158557,0.0015698587127158557
154,995dbed7-f7be-48fc-be3f-6d24f6639b70.FPKM.txt.gz,0.059931506849315065,0.003424657534246575,0.07191780821917808,0.010273972602739725,0.03424657534246575,0.005136986301369863,0.005136986301369863,0.12157534246575342,0.00684931506849315,0.0547945205479452,0.005136986301369863,0.0017123287671232876,0.1917808219178082,0.030821917808219176,0.1523972602739726,0.02054794520547945,0.0,0.0410958904109589,0.0,0.032534246575342464,0.003424657534246575,0.015410958904109588,0.018835616438356163,0.0017123287671232876,0.0017123287671232876,0.0017123287671232876,0.0017123287671232876,0.003424657534246575,0.04280821917808219,0.010273972602739725,0.003424657534246575,0.00684931506849315,0.015410958904109588,0.0,0.010273972602739725,0.003424657534246575,0.005136986301369863,0.0,0.0017123287671232876,0.0017123287671232876,0.0017123287671232876
155,53c56c46-1618-49ad-9155-46f46d6d3613.FPKM.txt.gz,0.08428571428571428,0.004285714285714286,0.06428571428571428,0.025714285714285714,0.02857142857142857,0.01,0.004285714285714286,0.11,0.005714285714285714,0.04857142857142857,0.004285714285714286,0.0,0.16857142857142857,0.027142857142857142,0.14,0.02,0.0,0.03857142857142857,0.0014285714285714286,0.037142857142857144,0.002857142857142857,0.014285714285714285,0.012857142857142857,0.0014285714285714286,0.008571428571428572,0.0014285714285714286,0.0014285714285714286,0.004285714285714286,0.03428571428571429,0.012857142857142857,0.0014285714285714286,0.004285714285714286,0.014285714285714285,0.012857142857142857,0.012857142857142857,0.012857142857142857,0.007142857142857143,0.004285714285714286,0.01,0.0014285714285714286,0.0014285714285714286
156,6999d309-8502-49ee-8d80-9d0bde00081f.FPKM.txt.gz,0.062193126022913256,0.0016366612111292963,0.07201309328968904,0.011456628477905073,0.031096563011456628,0.008183306055646482,0.0016366612111292963,0.11292962356792144,0.006546644844517185,0.04582651391162029,0.004909983633387889,0.0016366612111292963,0.1734860883797054,0.03273322422258593,0.1407528641571195,0.02618657937806874,0.0016366612111292963,0.044189852700491,0.0016366612111292963,0.027823240589198037,0.0032733224222585926,0.016366612111292964,0.01800327332242226,0.0016366612111292963,0.0032733224222585926,0.0016366612111292963,0.0032733224222585926,0.0032733224222585926,0.03436988543371522,0.01800327332242226,0.0032733224222585926,0.009819967266775777,0.011456628477905073,0.014729950900163666,0.009819967266775777,0.009819967266775777,0.004909983633387889,0.0,0.02127659574468085,0.0016366612111292963,0.0016366612111292963
157,2edcaaa7-63b4-40b4-abbe-5d7a84012e60.FPKM.txt.gz,0.06724137931034482,0.006896551724137931,0.07413793103448275,0.013793103448275862,0.034482758620689655,0.008620689655172414,0.0034482758620689655,0.12586206896551724,0.006896551724137931,0.056896551724137934,0.005172413793103448,0.0017241379310344827,0.18275862068965518,0.034482758620689655,0.13793103448275862,0.02586206896551724,0.0017241379310344827,0.032758620689655175,0.0017241379310344827,0.032758620689655175,0.0034482758620689655,0.013793103448275862,0.017241379310344827,0.0,0.0034482758620689655,0.0017241379310344827,0.0034482758620689655,0.005172413793103448,0.027586206896551724,0.01206896551724138,0.0,0.008620689655172414,0.013793103448275862,0.0017241379310344827,0.008620689655172414,0.0034482758620689655,0.008620689655172414,0.0034482758620689655,0.005172413793103448,0.0017241379310344827,0.0017241379310344827
158,c32272b5-a619-4d25-bf35-71835715a159.FPKM.txt.gz,0.08801213960546282,0.0015174506828528073,0.06069802731411229,0.03186646433990895,0.027314112291350532,0.010622154779969651,0.004552352048558422,0.11380880121396054,0.006069802731411229,0.048558421851289835,0.004552352048558422,0.0015174506828528073,0.17905918057663125,0.025796661608497723,0.1411229135053111,0.019726858877086494,0.0015174506828528073,0.03945371775417299,0.0015174506828528073,0.0409711684370258,0.0030349013657056147,0.015174506828528073,0.012139605462822459,0.0015174506828528073,0.007587253414264037,0.0015174506828528073,0.0015174506828528073,0.004552352048558422,0.024279210925644917,0.013657056145675266,0.0015174506828528073,0.007587253414264037,0.012139605462822459,0.015174506828528073,0.009104704097116844,0.0030349013657056147,0.009104704097116844,0.0030349013657056147,0.0030349013657056147,0.0015174506828528073,0.0015174506828528073
159,6c60605b-a647-481e-976d-f2945740faf8.FPKM.txt.gz,0.09448818897637795,0.004724409448818898,0.06456692913385827,0.02047244094488189,0.028346456692913385,0.006299212598425197,0.004724409448818898,0.11338582677165354,0.006299212598425197,0.04566929133858268,0.004724409448818898,0.0015748031496062992,0.1795275590551181,0.025196850393700787,0.14015748031496064,0.02047244094488189,0.0,0.04251968503937008,0.0015748031496062992,0.03622047244094488,0.0031496062992125984,0.014173228346456693,0.009448818897637795,0.0015748031496062992,0.007874015748031496,0.0015748031496062992,0.0031496062992125984,0.0031496062992125984,0.03622047244094488,0.014173228346456693,0.0015748031496062992,0.0015748031496062992,0.015748031496062992,0.014173228346456693,0.012598425196850394,0.004724409448818898,0.006299212598425197,0.0015748031496062992,0.0031496062992125984,0.0015748031496062992,0.0015748031496062992
160,e29ce54a-49a1-47a8-82fd-7687cec0d1bb.FPKM.txt.gz,0.058823529411764705,0.0,0.07899159663865546,0.015126050420168067,0.03361344537815126,0.010084033613445379,0.0033613445378151263,0.12605042016806722,0.0067226890756302525,0.04873949579831933,0.005042016806722689,0.0016806722689075631,0.1865546218487395,0.03361344537815126,0.14453781512605043,0.023529411764705882,0.0,0.03697478991596639,0.0016806722689075631,0.031932773109243695,0.0033613445378151263,0.01680672268907563,0.01680672268907563,0.0016806722689075631,0.0016806722689075631,0.0016806722689075631,0.0033613445378151263,0.0033613445378151263,0.03361344537815126,0.010084033613445379,0.0033613445378151263,0.005042016806722689,0.013445378151260505,0.0033613445378151263,0.010084033613445379,0.005042016806722689,0.008403361344537815,0.0016806722689075631,0.0067226890756302525,0.0016806722689075631,0.0016806722689075631
161,cbf61237-f5ba-4fa0-97be-e79e8e75a887.FPKM.txt.gz,0.06920415224913495,0.0034602076124567475,0.07785467128027682,0.01730103806228374,0.03460207612456748,0.005190311418685121,0.0034602076124567475,0.12802768166089964,0.006920415224913495,0.04844290657439446,0.005190311418685121,0.0017301038062283738,0.1903114186851211,0.0328719723183391,0.15051903114186851,0.015570934256055362,0.0,0.03633217993079585,0.0,0.0328719723183391,0.0034602076124567475,0.015570934256055362,0.01384083044982699,0.0017301038062283738,0.0017301038062283738,0.0017301038062283738,0.0034602076124567475,0.005190311418685121,0.02422145328719723,0.00865051903114187,0.0017301038062283738,0.0,0.01384083044982699,0.006920415224913495,0.01384083044982699,0.0017301038062283738,0.006920415224913495,0.00865051903114187,0.005190311418685121,0.0017301038062283738,0.0
162,d578e27f-537c-4aaa-8903-6ffe68346276.FPKM.txt.gz,0.04397705544933078,0.0057361376673040155,0.08604206500956023,0.009560229445506692,0.03824091778202677,0.009560229445506692,0.0,0.13957934990439771,0.0076481835564053535,0.0497131931166348,0.0057361376673040155,0.0,0.20076481835564053,0.032504780114722756,0.15678776290630975,0.021032504780114723,0.0,0.045889101338432124,0.0,0.0248565965583174,0.0038240917782026767,0.017208413001912046,0.015296367112810707,0.0019120458891013384,0.0019120458891013384,0.0019120458891013384,0.0038240917782026767,0.0,0.030592734225621414,0.01338432122370937,0.0,0.0,0.0057361376673040155,0.0019120458891013384,0.01338432122370937,0.0019120458891013384,0.0057361376673040155,0.0,0.0019120458891013384,0.0019120458891013384,0.0
