,Topic 1,Topic 2,Topic 3,Topic 4,Topic 5,Topic 6
ENSG00000092607,0.0,0.0,0.0023962965838717192,0.0,0.0,0.0
ENSG00000118137,0.0,0.015285599356395816,0.0,0.0,0.0,0.0
ENSG00000163545,0.0,0.0,0.002859491342541895,0.0,0.0,0.0
ENSG00000136002,0.0,0.0,0.0,0.0017952234952396322,0.0,0.0
ENSG00000137726,0.0,0.0,0.0,0.007301920284008391,0.0,0.0
ENSG00000109072,0.0,0.018905872888173775,0.0,0.0,0.0,0.0
ENSG00000091583,0.0,0.0018101367658889783,0.0,0.0,0.0,0.0
ENSG00000169031,0.0,0.0,6.693565876736646e-05,0.0,0.0,0.0
ENSG00000160191,0.0,0.0,0.0,0.004471249529342155,0.0,0.0
ENSG00000150782,0.0,0.0,0.003001394939128712,0.0,0.0,0.0
ENSG00000073605,0.0,0.0,0.002262425266336986,0.0,0.0,0.0
ENSG00000068078,0.006161571607912327,0.0,0.0,0.0,0.0,0.0
ENSG00000160867,0.0,0.0,0.0,0.004605723199397558,0.0,0.0
ENSG00000160200,0.0,0.0,0.0,0.00011430261954709268,0.0,0.0
ENSG00000186352,0.0,0.0,0.002530167901406452,0.0,0.0,0.0
ENSG00000140807,0.0,0.0,0.0,0.0,0.0,0.004835353164402007
ENSG00000113296,0.0,0.0,0.0,0.007288472917002851,0.0,0.0
ENSG00000165272,0.0,0.0,0.0,0.007463288688074875,0.0,0.0
ENSG00000160213,0.0,0.0,0.0032718150005488725,0.0,0.0,0.0
ENSG00000171747,0.0001560750517422726,0.0,0.0,0.0,0.0,0.0
ENSG00000132561,0.0,0.0,0.002717587745955078,0.0,0.0,0.0
ENSG00000137880,0.0,0.0,0.002631910102732849,0.0,0.0,0.0
ENSG00000059728,0.0,0.0,0.0032557504424447045,0.0,0.0,0.0
ENSG00000160886,0.0,0.0,0.0010361639977188328,0.0,0.0,0.0
ENSG00000148803,0.0,0.0,0.0,0.007362433435533323,0.0,0.0
ENSG00000161267,0.0,0.0,0.0031058145668058034,0.0,0.0,0.0
ENSG00000158825,0.0,0.0,0.0024016514365731083,0.0,0.0,0.0
ENSG00000077943,0.0,0.0,0.0012209064159167643,0.0,0.0,0.0
ENSG00000113070,0.0,0.0,0.0031379436830141394,0.0,0.0,0.0
ENSG00000186907,0.0,0.0,0.0022865221034932383,0.0,0.0,0.0
ENSG00000121552,0.0,0.0,0.0,0.0073086439675111615,0.0,0.0
ENSG00000117472,0.0,0.0,0.0,0.0,0.05303101725275761,0.0
ENSG00000205517,0.0,0.0,0.002332038351455047,0.0,0.0,0.0
ENSG00000080493,0.0,0.0,0.0,0.0,0.0,0.009242257314236748
ENSG00000119630,0.0,0.0,0.0024551999635870018,0.0,0.0,0.0
ENSG00000103257,0.0,0.0,0.0032209438998856738,0.0,0.0,0.0
ENSG00000105717,0.0,0.0,0.0,0.0010152762089182938,0.0,0.0
ENSG00000168878,0.0,0.008246178600160902,0.0,0.0,0.0,0.0
ENSG00000124920,0.0,0.0,0.0001927746972500154,0.0,0.0,0.0
ENSG00000163631,0.0,0.05953338696701529,0.0,0.0,0.0,0.0
ENSG00000115525,0.0,0.0,0.0029558786911669027,0.0,0.0,0.0
ENSG00000125257,0.0,0.0,0.0,0.004108170620192566,0.0,0.0
ENSG00000163884,0.0025650595460251758,0.0,0.0,0.0,0.0,0.0
ENSG00000152804,0.007505174227258847,0.0,0.0,0.0,0.0,0.0
ENSG00000142494,0.0,0.0,0.0005006787275799011,0.0,0.0,0.0
ENSG00000075073,0.0,0.0,0.0002436457979132139,0.0,0.0,0.0
ENSG00000197142,0.0,0.0,0.0031513308147676127,0.0,0.0,0.0
ENSG00000253368,0.0,0.0,0.0028353945053856433,0.0,0.0,0.0
ENSG00000019102,0.0,0.0,0.0,0.004061104835673175,0.0,0.0
ENSG00000158467,0.0,0.0,0.00325307301609401,0.0,0.0,0.0
ENSG00000088836,0.0,0.0,0.0,0.004652788983916949,0.0,0.0
ENSG00000169715,0.0,0.0,0.0032557504424447045,0.0,0.0,0.0
ENSG00000151726,0.0,0.0,0.0032584278687953993,0.0,0.0,0.0
ENSG00000253958,0.0,0.0,0.0,0.007322091334516702,0.0,0.0
ENSG00000135744,0.0,0.0,0.0,0.006286644075090097,0.0,0.0
ENSG00000118271,0.0,0.0,0.0,6.723683502770157e-05,0.0,0.0
ENSG00000065320,0.0,0.0,0.0026506520871877118,0.0,0.0,0.0
ENSG00000117394,0.0,0.0,0.003269137574198178,0.0,0.0,0.0
ENSG00000213398,0.0,0.0,0.0,0.00554031520628261,0.0,0.0
ENSG00000021355,0.0,0.0,0.0032718150005488725,0.0,0.0,0.0
ENSG00000108187,0.0,0.0,0.0027952331101252234,0.0,0.0,0.0
ENSG00000139410,0.0,0.0,0.0032236213262363685,0.0,0.0,0.0
ENSG00000113924,0.0,0.0,0.0,0.004410736377817223,0.0,0.0
ENSG00000197165,0.0,0.0,0.0,0.0,0.015885735834826057,0.0
ENSG00000178934,0.0,0.0,0.0,0.0012909472325318702,0.0,0.0
ENSG00000185633,0.0,0.0,0.0,0.008068420203324189,0.0,0.0
ENSG00000198848,0.0,0.0,0.0,0.005614275724813081,0.0,0.0
ENSG00000006453,0.0,0.0,0.00325307301609401,0.0,0.0,0.0
ENSG00000102934,0.0036711566518508464,0.0,0.0,0.0,0.0,0.0
ENSG00000120306,0.0,0.0,0.0032718150005488725,0.0,0.0,0.0
ENSG00000136371,0.0,0.0,0.003038878908038437,0.0,0.0,0.0
ENSG00000136872,0.0,0.0022123893805309734,0.0,0.0,0.0,0.0
ENSG00000131015,0.0,0.0,0.0,0.0018153945457479426,0.0,0.0
ENSG00000171346,0.0,0.0,0.0,0.0069052229573449515,0.0,0.0
ENSG00000130513,0.006806229430326061,0.0,0.0,0.0,0.0,0.0
ENSG00000130649,0.0,0.004022526146419952,0.0,0.0,0.0,0.0
ENSG00000002933,0.0,0.0,0.00321291162083359,0.0,0.0,0.0
ENSG00000072042,0.0,0.0,0.0032718150005488725,0.0,0.0,0.0
ENSG00000198417,0.007763037356224341,0.0,0.0,0.0,0.0,0.0
ENSG00000124839,0.0,0.0,0.0030683305978960783,0.0,0.0,0.0
ENSG00000176919,0.0,0.0,0.0,0.0010892367274487654,0.0,0.0
ENSG00000167656,0.0,0.0,0.0,0.0018019471787424023,0.0,0.0
ENSG00000168237,0.003990092627150273,0.0,0.0,0.0,0.0,0.0
ENSG00000101213,0.007545889458148136,0.0,0.0,0.0,0.0,0.0
ENSG00000130208,0.0,0.0,0.0032718150005488725,0.0,0.0,0.0
ENSG00000166278,0.0,0.0,0.0030576208924933,0.0,0.0,0.0
ENSG00000114270,0.0,0.0,0.001975940646812658,0.0,0.0,0.0
ENSG00000149596,0.0024157703660977843,0.0,0.0,0.0,0.0,0.0
ENSG00000169583,0.0,0.0,0.0,0.006098380937012533,0.0,0.0
ENSG00000140519,0.0,0.0,0.0,0.0011699209294820075,0.0,0.0
ENSG00000158715,0.0,0.0,0.002696168335149521,0.0,0.0,0.0
ENSG00000112972,0.0,0.0,0.0032718150005488725,0.0,0.0,0.0
ENSG00000110169,0.0,0.0,0.0,0.005506696788768759,0.0,0.0
ENSG00000163734,0.0,0.0,0.0,0.0005647894142326933,0.0,0.0
ENSG00000106565,0.0,0.0,0.003266460147847483,0.0,0.0,0.0
ENSG00000188015,0.0,0.0,0.0,0.002245710289925233,0.0,0.0
ENSG00000204388,0.0,0.0,0.0032718150005488725,0.0,0.0,0.0
ENSG00000203785,0.0,0.0,0.0,0.000342907858641278,0.0,0.0
ENSG00000110076,0.0,0.0,0.00025435550331599256,0.0,0.0,0.0
ENSG00000126218,0.0030332847012519933,0.0,0.0,0.0,0.0,0.0
ENSG00000017427,0.0011671699521596038,0.0,0.0,0.0,0.0,0.0
ENSG00000148600,0.0,0.0,0.0,0.00012102630304986284,0.0,0.0
ENSG00000178363,0.0,0.0,0.0,0.0037181969770318972,0.0,0.0
ENSG00000100031,0.0,0.0,0.0,0.0067304071862729275,0.0,0.0
ENSG00000139540,0.0,0.00020112630732099757,0.0,0.0,0.0,0.0
ENSG00000174564,0.0,0.0,0.0,0.000598407831746544,0.0,0.0
ENSG00000141505,0.0,0.0,0.0,0.00013447367005540314,0.0,0.0
ENSG00000179761,0.0,0.0,0.0,0.00026222365660803613,0.0,0.0
ENSG00000087250,0.0,0.0,0.0,0.0001748157710720241,0.0,0.0
ENSG00000095637,0.007810538458928511,0.0,0.0,0.0,0.0,0.0
ENSG00000130529,0.0,0.0,0.0032584278687953993,0.0,0.0,0.0
ENSG00000023330,0.0,0.0,0.0032718150005488725,0.0,0.0,0.0
ENSG00000105427,0.0,0.0,0.0031379436830141394,0.0,0.0,0.0
ENSG00000120756,0.0,0.0,0.002749716862163414,0.0,0.0,0.0
ENSG00000103710,0.0,0.0,0.0,0.0075708676241191975,0.0,0.0
ENSG00000135929,0.0,0.0,0.003266460147847483,0.0,0.0,0.0
ENSG00000167653,0.0,0.0,0.0,0.0039938680006454735,0.0,0.0
ENSG00000132693,0.0,0.0006033789219629927,0.0,0.0,0.0,0.0
ENSG00000159674,0.0,0.0,0.0031941696363787272,0.0,0.0,0.0
ENSG00000023839,0.0,0.0,0.0,0.0004975525792049916,0.0,0.0
ENSG00000167711,0.005204763682014047,0.0,0.0,0.0,0.0,0.0
ENSG00000172346,0.0,0.0,0.0008085827579097868,0.0,0.0,0.0
ENSG00000025423,0.0,0.0,0.0,0.006300091442095638,0.0,0.0
ENSG00000123453,0.0,0.0,0.0016251977948716575,0.0,0.0,0.0
ENSG00000185303,0.0,0.0,0.0,0.000981657791404443,0.0,0.0
ENSG00000130222,0.008027686357004717,0.0,0.0,0.0,0.0,0.0
ENSG00000075618,0.0,0.0,0.0,0.008216341240385132,0.0,0.0
ENSG00000158104,0.0,0.0,0.0,0.00037652627615512884,0.0,0.0
ENSG00000181885,0.0,0.0,0.003234331031639147,0.0,0.0,0.0
