i_doc,doc,MEgrey60,MEsalmon,MEyellow,MEbrown,MEblue,MEmidnightblue,MEcyan,MEgreen,MEmagenta,MEred,MEblack,MEpurple,MEgreenyellow,MElightcyan,MEturquoise,MEpink,MEtan,MEgrey
23,f387829d-a128-4eda-9d8a-10d63bb1ee9c.FPKM.txt.gz,0.00357836133671774,-0.007782931253326329,0.0440910232981012,0.0436798717617881,-0.0012268989737289802,-0.0173586312830224,-0.0157501821838731,0.0529247678875428,-0.0075883150812161,0.0026247619382658302,-0.00804874735991161,-0.00379364278018332,-0.000839657289921655,-0.0254746392200186,-0.00248168914877955,-0.00493580645529025,0.00594036358514389,-0.0383284544966216
24,5774022a-7bf2-4fdd-a4a5-f9aa33c2174d.FPKM.txt.gz,-0.00325243726651219,-0.0047582110115181,-0.0234348672242656,0.0313228051034838,0.18438555380608898,0.206803633910147,-0.0147250098897572,-0.0266320836614375,0.00250741324538206,0.00467035340227377,-0.0190790615500362,-0.00781036538778121,-0.0116151623976399,-0.0240375258319289,-0.0104499684280655,-0.00932115890477928,-0.0123919271161475,-0.066741133689504
25,18ec943b-2068-467c-82df-07c60f4ed200.FPKM.txt.gz,-0.00763623826042208,-0.005395175359153671,-0.0139194037709414,-0.038384657922553,-0.0244352026853173,-0.029300889897592,0.0068223158071638,-0.0177261017606679,0.0214261595610176,-0.0035157388689047897,0.0376917777125899,0.12366665694304099,0.0182254718285797,0.0463079734863521,0.000702695397135629,0.00470245505814476,0.0138571513828568,0.0591795676887796
26,d20acb1e-7d44-4a0f-9ad4-2cc39c8fb151.FPKM.txt.gz,-0.00435623441340228,-0.00030816425997055,-0.007131855728063259,0.015663937844161,-0.0103046239936072,-0.0122399357332128,-0.00045442806637018094,0.0125109293298126,0.0100333346598181,-0.00329356281577407,0.008568462350850741,0.0519803815147819,-0.00125644604996861,0.00117966343028242,-0.0102950041096899,0.0366876909694937,-0.00140868914717421,0.0279298394178336
27,430d5203-9a93-4e33-94fa-aa4e0970989c.FPKM.txt.gz,-0.0148591006090429,-0.0079219957863793,0.0415018382429294,-0.0318076732537441,-0.0240958989244305,-0.0303747469605091,-0.00810997980206917,-0.0216787122189247,-0.0027023506601491897,-0.0027062682140230397,-0.00909492036334999,-0.0161982850684799,0.00434982019322645,-0.017081178308048003,-0.010007567093581998,0.000837347492651119,0.00499288462424702,0.0726427788329857
28,e78e2bc9-95d1-4ee7-a42f-c548715ca6f7.FPKM.txt.gz,-0.0096483857738288,-0.0057231072940386206,-0.0269903784231768,-0.0357886371723319,-0.028422504129348002,-0.0330828178764316,0.0125089020823213,-0.033646177842784,-0.00675438578481114,0.00194355663619456,-0.00752436637976687,-0.00271376412174696,-0.00886501411004828,0.00376461433267281,-0.009208145012892391,-0.0212864186997659,0.0139790856912042,0.0851909495242457
29,ac3052a6-d735-4755-9145-80b9f633c838.FPKM.txt.gz,-0.00011195287863093601,-0.0018208658608808398,-0.0180593908412068,-0.00221922635885195,-0.007046257099254441,-0.0301730562249163,-0.0162979086516699,0.151562954324786,-0.00464489932491428,-0.00797800650425934,0.000383989336485482,-0.00311088099888099,-0.0124812597744613,-0.0131249682720235,0.00278253334715543,0.00272542552574113,-0.00235930153488925,-0.0137513011701348
30,60f8b5a7-a7da-4dd6-88d0-97dbf4c3c269.FPKM.txt.gz,-0.0015310721740109802,-0.00915355353818369,0.00481446405925065,0.0250174035913917,-0.0106296380607513,-0.0139799274279071,-0.0151123455117846,-0.0249707874706609,-0.008052406022944191,-0.00495960532618141,-0.0144333455191255,-0.0119180299598103,-0.00458787989908154,0.000692739444968606,-0.0035679493341426102,-0.007543091216937859,-0.0102954687644553,-0.0438133146349112
31,60a2aca4-1635-4343-81cd-9d7f68d3c395.FPKM.txt.gz,0.009617089625211109,0.00299263672668111,-0.021742388364773997,-0.0187933268877309,-0.0267165849861723,-0.0313260049918039,-0.0018334873348728302,0.0114419218569441,0.00986773845508607,-0.00039868939192695696,0.0479597297045649,0.0222013421625109,-0.0219092484477653,0.0391049558482921,0.000381902713139866,-0.0124376396795947,9.457777089931391e-05,0.0579719913119833
32,55adf423-02a4-425b-b57d-2d804a96320d.FPKM.txt.gz,-0.000697223622009189,0.00690351972747137,-0.0183370220188686,-0.029014651025393,-0.0322224925489396,-0.0245343708366996,0.00175831357476862,-0.041291746834732,-0.0101492409150912,-0.007369433197161821,-0.00264039325338168,-0.0077811113091890705,-0.00117689600845651,-0.0042199953800672,0.00252239630610288,-0.0140395560107902,0.0248487160216437,-0.0030016560029368197
33,7ea958f2-f45d-4549-9d45-07c51eebae99.FPKM.txt.gz,-0.005199931868716021,-0.00524728571431415,0.0161502349370475,0.0460304300940021,-0.00214583600168641,-0.0174052319289455,-0.0150190732786767,0.0714103797963336,-0.007138358432744009,-0.00558020664263717,-0.00510658554429438,-0.00979568849872357,-0.009963852388402559,-0.0210349211685303,-0.0096445701353832,-0.00251928012111467,-0.00377963940972516,-0.0313159019527267
34,cfd41bd1-a69c-470a-be0a-885732277544.FPKM.txt.gz,0.003987790473012,-0.00548755452230349,-0.0133809365104615,-0.0137894416824434,-0.00357995878673626,-0.0128255994434019,-0.00731271400621574,0.0486260973367572,-0.0053932866604250295,-0.00528727271759544,-0.0057946421898672,-0.0115503173594853,0.0024725657091649897,0.0362524131196695,-0.0072016200086288795,-0.0125302906189393,-0.0133263199497097,-0.036546249026146005
35,2c4641bd-928f-4fa2-9931-3351955c2396.FPKM.txt.gz,-0.000398825382054615,-0.007331896658094091,-0.0112257143372383,-0.00583557479526973,-0.014808751167345001,0.10321148037632599,-0.005971614381686171,-0.04925458760244001,-0.00898811529376546,-0.00587405563185632,-0.00165096116630829,0.004558770351431029,0.00114582541251446,0.0189698579120042,0.034580229322785004,-0.0168700392559521,-0.0106260962470348,-0.0541770874921927
36,d38d30c2-78fe-4e5f-a94b-56080bf4371a.FPKM.txt.gz,-0.00752087036653475,-0.00565881495409137,-0.0180908315225574,-0.0175107090169712,-0.0256770195975855,0.00748153207694075,-0.00938346802175453,-0.0369697614599196,-0.016008578443414,-0.00446428191307319,0.000673907384164973,-0.0116854021949413,0.0206058327321185,0.00504963012049116,0.0179732479733403,-0.00211496406554965,-0.0104923231597604,-0.0392715153691118
37,f0051b3a-479d-4410-ab85-270618818492.FPKM.txt.gz,0.00261836083999539,0.00153940363235345,-0.0249961544762592,-0.0227609620547205,-0.0266283670429519,-0.0211689710477811,-0.008047006961378141,0.0170077379091483,-0.0160641695222829,-0.00998243723020216,-0.0135458079940485,-0.00936308215651618,-0.00762496646159565,0.0126042836653577,-0.0122248884937615,0.0266267137888889,-0.00406263554528133,-0.00649574116453285
