i_doc,doc,MEgrey60,MEsalmon,MEyellow,MEbrown,MEblue,MEmidnightblue,MEcyan,MEgreen,MEmagenta,MEred,MEblack,MEpurple,MEgreenyellow,MElightcyan,MEturquoise,MEpink,MEtan,MEgrey
38,04c8f4a3-77c8-4085-ae46-ae66ab486c08.FPKM.txt.gz,-0.0130003033426203,-0.00837363869748598,-0.0201326901464543,-0.0387381446099454,-0.0239456771934517,-0.00316676967689634,-0.0114638640638928,-0.0347466396006735,-0.015196087097532,-0.004068662851804079,-0.016801695809497,0.0105348200224996,-0.00348099046330653,-0.0211683914740469,-0.009084268910013779,-0.00852198712875434,-0.00648997691099398,-0.0427205884132453
39,f5abf3ae-a7bd-4606-bd9a-2633a82eb65c.FPKM.txt.gz,-0.0010670811471731,0.00549631090049142,0.0249285183063895,-0.0253817569719666,-0.0138621794274633,-0.0253484755272872,-0.0054907696302066,-0.000993079525704854,-0.00567817426851908,-0.0079462467277079,0.00134418044676941,-0.00674326688946588,0.017049112682365,0.006207912877739061,-0.0024047422192112603,0.00848612273990547,-0.00450384217286436,-0.0287636553052402
40,c962af41-67e1-4e18-9d59-cee591ef98f9.FPKM.txt.gz,-0.005669157053124,0.00434885352419294,0.0256284782850807,0.070553856236218,0.240816701466608,0.11752634749883098,-0.009613000692388591,-0.0230897710789627,0.0142176167576569,0.00042061077944756,-0.0135787322448212,0.00233391621128567,0.0035862768859791,-0.0038970688989206,0.00478596430380974,-0.00603821619428387,-0.0161764862578415,-0.0671809858530529
41,73912113-540a-41bd-ada5-4f427592dfee.FPKM.txt.gz,0.0032915083764687397,-0.00461110173554525,-0.004327151235688579,0.101652424151664,0.15351430703947502,0.156099605130129,-0.00857638968953476,-0.0282160359910534,0.0130225465149084,-0.00139088273495551,-0.011126893302308,-0.0028890466068378197,0.0060868622512527705,0.00031702275970969503,0.013327001438639002,-0.00987439004812049,-0.013479363023245,-0.0666106382430401
42,430d6c41-8efd-4e14-9876-5901e770f74d.FPKM.txt.gz,-0.00238011540003629,-0.0024179347344054102,-0.0145636261342484,0.00772460630887952,-0.0137207041027882,-0.0310867389891357,-0.0031193801876133,-0.000546433411753188,-0.00268686211369121,-0.00746627612454675,-0.0133993308146631,-0.0037095641272862,0.00283544281446907,0.0167370942665812,0.012819262079574,0.00130028385382474,-0.0105537269745026,-0.0347800947343346
43,f9deb5e8-3a97-4eba-8b67-c71068a1bc93.FPKM.txt.gz,0.0190156872611338,-0.00926609237493442,-0.0136333358996654,0.0016553610033019,-0.0204574667526066,-0.0312006445267119,-0.00494354579099975,-0.00783339354372403,-0.0119755686249842,-0.0073658249584607595,-0.00799287466067914,-0.0028865302971664603,-0.0271511265770235,-0.0119789965372129,-0.0132288143767906,-0.0212410012956991,0.0037553471962907103,0.0166701975967482
44,3d936a71-67c1-4173-82a4-12a667bcf3e9.FPKM.txt.gz,0.00382354686358891,-0.0036261905991865897,-0.0194150516223917,0.0616603028597105,-0.0039814048053825,-0.0137325289995948,-0.0137182914880963,0.0259668478616034,0.0031172012542793302,-4.67236748678401e-05,-0.00165254839039466,-0.0013476462064787,0.0056381020020725295,-0.00409461378797494,0.00446942520368994,-0.00495767358305469,-0.0065522452785886295,-0.025552021661496005
45,1477e0a8-d5fb-4572-8caa-c6f2d1786402.FPKM.txt.gz,-0.00148823163950971,-0.00423449550219936,0.0118549332690198,0.009449725097659241,-0.00734937245836962,0.0234282591950799,-0.00701028490525899,-0.0136670983396097,-0.00619831817482625,-0.0049235409041675105,-0.00226852729636016,-0.0059879593295302895,0.0031026071122005603,-0.00240023447537107,0.000725579415080683,0.000928901115031433,-0.00647586674479848,-0.0366494971074882
46,8cd200d8-da0a-4176-8665-d527343c7264.FPKM.txt.gz,0.0131953601986802,-0.00838087663150133,-0.00234666773879336,-0.0129278438613017,-0.00916050669643201,0.0977229466084125,-0.00611270732167658,-0.0263669040030618,-0.0074378709631155405,-0.00316892049739381,-0.00455487076979121,-0.0119130954035626,0.00239880077666744,0.00504762013333225,0.00875487098974924,-0.0154101811216106,-0.0107309652233364,-0.0563917174278546
47,433237bf-1db2-4d5b-98f8-2e1c5796c65f.FPKM.txt.gz,-0.00807779042586891,-0.00532682764831647,-0.0201897524400612,-0.0290497906383607,-0.00514813745871224,0.0352703352007558,-0.0116478540565813,0.025432537160009996,0.00392790839271484,-0.0075697107205809295,-0.0123967616002801,-0.0119416785141867,-0.008127383162931209,-0.0163978758336317,-0.0132336485655026,-0.00014882884097291201,-0.0055220055062622,0.00748414559782665
48,7b39751b-6e15-416c-b879-42c76270e133.FPKM.txt.gz,-0.00477598131597367,-0.000183356469904258,-0.0203275779492234,0.00597603888499729,-0.0168197899628162,-0.0318284315181323,-0.0006137654556495441,0.0587515036821392,-0.0013243895299472,0.0047809390052163895,0.000708306285620929,0.0178664513195398,-0.0224199821491159,-0.0107072545719956,-0.00251875401285281,-0.00283824111702829,-0.0044107715682752,0.0539456010052421
49,69f590a7-8b7d-46e4-9a90-a1a3d59771f9.FPKM.txt.gz,0.0101001305770302,-0.0010801101554989698,0.0693350258141233,0.145550465022199,0.202908631946489,0.106966319946581,-0.0114400819678766,-0.009121236001995159,0.00513577928039619,-0.00194174504722125,-0.0165426934598822,-0.00195671546329516,0.00149342569527924,-0.017747877637451,-0.0054599341855407395,-0.00448209588141591,-0.016735168217332,-0.0638699509994536
50,bfcc0178-87a0-481d-b694-eb429fdfbaf4.FPKM.txt.gz,-0.00189959148420282,0.0386200959520195,0.131609553667401,0.345780517508079,0.0825728208671672,0.0675422150458963,-0.0123624629445908,-0.0389904783111504,0.00173915850710087,-0.00167845185775169,-0.0172003256455037,-0.00895895860760355,0.00443523693691029,-0.0212576953544632,-0.0078146619147928,-0.008155467995327459,-0.0116478060807816,-0.0526282593027762
51,5230a3f7-5cec-4a22-a2d8-600d0f6b0d2f.FPKM.txt.gz,-0.009577186338678259,-0.0024105820039868,-0.0246747433508972,-0.008844564593831691,-0.0229144515078134,-0.0307466648716703,0.0022194450444256303,0.0180751292363011,0.035308073387297,-0.00497642462725946,-0.0153352242611654,0.009649313900603279,-0.00628053740584887,0.0200063478568793,-0.0133521821763956,-0.0132901870679998,0.0136934058444178,0.0670178003357223
52,ed610a8d-576a-4f6a-8259-01f9dd48b9d4.FPKM.txt.gz,0.000768770450269149,-0.00542878374189748,0.12328996538571801,-0.0225631081537677,-0.0234104319928895,-0.0304474315238687,-0.00793107075889992,-0.0394371564887521,-0.0022100624986835303,-0.000200236586333793,0.0101959706078745,0.0016651277181142302,-0.0156591016323771,-0.004600796649333771,-2.1570877165542497e-05,0.010446875931789,0.00413067371405634,-0.0244806908116036
53,1a0ba473-dd46-4a74-af37-784643492999.FPKM.txt.gz,0.00237372204906495,-0.00856403866524082,-0.0143617047942221,-0.0353515059682842,-0.0255553809893941,-0.0186990254678652,-0.00960984112252892,-0.0351027746455944,-0.00858421705283491,-0.0111533093091514,0.0027744929684680396,-0.00999953739428005,-0.0128484030836454,-0.0200315051258219,-0.00680298186715268,-0.0023281729133588303,-0.019302897806175,0.0036682695675093703
54,fab01c26-ff5b-4db5-bb5f-5b17847ca2b5.FPKM.txt.gz,-0.006894660988593921,-0.007754156612377809,-0.0149940238227954,-0.0229092672521029,-0.0247626364340282,-0.0333437217097431,0.00133158888794908,-0.008309495653232071,0.00363546141393144,0.0014106283770054,0.0026989032515189,-0.0121868994640778,-0.0152751647008428,-0.0118652542747463,-0.0118248834124943,-0.00782432254121371,0.00281255853925035,0.0441165733749947
55,d14e0a59-4f3a-4d92-9a54-82925bd470aa.FPKM.txt.gz,-0.00339361303958271,-0.00931500444420131,-0.0125120247164696,0.0125412549051341,-0.009122930462728909,-0.0110743767452513,-0.0115775143418947,-0.0148227967243699,-0.00677965202860974,-0.00571377704706666,-0.0013317160524382,-0.0150195077547944,-0.00836260612403465,-0.0234643743356827,-0.00806432292858529,-0.0102215323370397,-0.0109254137951988,-0.0445784754170319
56,43b83f4b-dea9-4821-902b-d600fe8c03e7.FPKM.txt.gz,-0.00866705803086307,-0.0054401641813618205,-0.0175928664075843,-0.0250129419287857,-0.0185485529715065,-0.0235132877289518,-0.00612974918020435,0.0358029518327838,0.0279552549044195,0.00164597097939314,0.0142986239295815,0.009073044957280459,-0.0187630827275873,-0.007642808526718491,0.00107444478286716,-0.0115474292452696,0.0230774951022245,0.0763588327124771
57,3be615b7-aa41-47c4-852d-a5423cd03188.FPKM.txt.gz,-0.0115459495867878,-0.0060390406760356,0.00335720993006656,-0.0296624711465843,-0.0243705333473743,-0.0313206393069539,-0.000960010640317139,-0.0312475583691891,-0.0172504904225097,-0.00866570186409606,-0.00672442795969919,-0.0109994321779587,-0.007224531344753329,0.007366915438837141,-0.008801466318914259,-0.0141117783767534,0.0315507128471223,0.0005795749565416441
58,5d6d057e-dd3f-4a85-8bf1-74d5069c7d9d.FPKM.txt.gz,-0.0127984575223465,-0.00324078305876545,-0.0189191701723018,-0.0298729983807557,-0.0228922812521438,0.0174909720595877,-0.00344131063272092,-0.0404007177110596,-0.0136234539924442,-0.0084955003969472,-0.00347923134514627,-0.0179153984823745,-0.00778041092431904,-0.00837891224084682,-0.00455522361336846,-0.0178189355397264,-0.0038414961653912296,-0.0377161132860321
59,276b725d-0218-4fdd-896e-c727cc7de8e2.FPKM.txt.gz,0.00419987815610037,-0.007571260256857571,-0.022350211421108997,0.0423191728605422,-0.0127353148240562,-0.0221231976535179,-0.0046585753890506796,0.0234545203874999,-0.00672903756435026,-0.0116505353688196,-0.0043001375163251605,0.007154535162750341,-0.0070202021816977,-0.00632325768437707,-0.00496561386280231,-0.00818036168072501,-0.0010469623693738698,0.0380632186716671
60,7fe42315-1c0a-46cd-9b38-c09841337a96.FPKM.txt.gz,-0.0130326990444828,-0.000330842516378699,-0.0151524828992819,-0.007768294415957641,-0.0231617182046506,-0.03156519474762701,-0.006140721998877529,-0.0149608695485633,-0.00517783832249258,-0.0032364442829532,-0.006479109526976771,-0.0116862357906758,-0.020272002259025,-0.0135786311227825,0.00420858789324976,0.00474553231228491,0.00297360085300275,0.0511109673098583
61,7352c749-5f16-4c5d-bab8-740dac7a5c0d.FPKM.txt.gz,-0.010343731504228001,-0.0027924375071874397,-0.0238820697523017,-0.0144277444690193,-0.0265259830728628,-0.0329563523274495,-0.00298063848273051,-0.0175504350951394,0.000232702576628958,-0.00291970053814255,-0.0061833011331375,-0.00215702393064321,0.0392443036014872,-0.0077896238801997,-0.0100387429628056,-0.0135369164296162,0.0297176699162773,0.0847159074462831
62,b0546d5c-875e-4086-9155-7ac41b92ba52.FPKM.txt.gz,-0.0118342113635592,-0.00254494279634454,-0.0192487557434316,-0.0313578558775007,-0.0333880879950948,-0.0328591070319295,0.0012525906656444801,-0.0402918869864435,-0.0115712347679004,-0.00511797945783216,-0.00824907503835962,-0.015758853023611998,0.0110437022361881,0.0172895975941127,-0.0102666141499501,-0.0248188847891165,0.00394856241269209,0.0664996099591076
63,2d0ce6d3-9a09-46ba-9c91-bd4f3764e490.FPKM.txt.gz,0.0251253220176716,0.00369509908677825,-0.0225906504083135,-0.00383422360214399,-0.0101770584332435,-0.0112377831055973,-0.0111743860143326,-0.0318677889988818,-0.0125551483946973,-0.00215281067053228,-0.00498010456160558,-0.0103449814463158,-0.0032628116611751897,0.000940521831590072,-0.010133842189641,-0.0042735360615264,-0.00417039760389308,-0.0118111991157568
64,6261ea0e-e248-4620-ac4c-b90ffc580938.FPKM.txt.gz,0.0038680546810231295,-0.0029767366919276604,-0.0201230958901108,0.0329078528488425,-0.0117070668544553,-0.0297247261752454,-0.00289778050929333,0.0706037121523501,0.00916337814214547,-0.00570343644380759,0.159874580936826,0.0332027446603026,-0.0068121953997607705,-0.00646536243481003,0.00022051692368656699,0.00245559934506489,0.0035458658790006,0.0491595951161468
65,b08b8095-f54b-4649-ae13-cfdac7c7c5f2.FPKM.txt.gz,-0.0112742040307426,-0.007985083911773591,-0.0167468796399796,0.040650964669993996,-0.007291457077775359,0.0635875032784194,-0.00722709777454138,-0.0141365846124602,-0.0030411788143488,-0.0073023790954993,-0.008620270833120421,-0.0108389424555104,0.00247670152719767,-0.0008446795599803451,-0.00303636370677699,-0.0176323018463825,0.000625956377492283,-0.0428186864017449
66,4938e83e-4ff0-4880-bc31-aa52e3a68ec2.FPKM.txt.gz,-0.0027022926569948,-0.0070837633328645795,-0.0229115473365596,0.117568292147321,0.0767625988629328,0.0969046952467205,-0.0135871357646034,-0.0367285771505471,0.0055656353448725205,0.000433325643062864,-0.0146541915128028,-0.004835181644348189,-0.0105040686997518,-0.0146792078137943,-0.0067222259003954605,-0.0156098397241208,-0.015166526771135,-0.0516169133109198
67,79caf319-b6a9-4e02-aede-444242d215d4.FPKM.txt.gz,-0.00720900291064672,0.00648550430278837,0.00864627748347897,-0.0412444581771382,-0.0182936308413185,-0.0162779863385346,0.0036230110438321,-0.03376809877516,-0.0133571797447733,0.0151210436185794,0.0686994957598058,-0.0036412506146236397,-0.0120604607378119,0.0391939661408102,0.0049644815366378,-0.00764932976777173,-0.0101110845181639,-0.0440286208694207
68,e24662bd-3b02-4762-b306-75f98b700375.FPKM.txt.gz,-0.00972239567955008,-0.002650026385765,-0.0219103096969206,-0.0425802759880843,-0.0281267728170819,-0.0261854557709028,0.0208284714407329,-0.04011945232342,-0.00148164224553908,0.00707566929891355,0.00902319760024919,0.0254048699529469,0.0299006687770784,-0.0087397170246098,-0.0067666510008211,0.0103703043642516,0.00561389465355545,0.0445569278821595
69,944c109e-c6eb-4073-bac9-541585602d59.FPKM.txt.gz,-0.0042256580439303,-0.00486560082631389,-0.0182927113931732,-0.0310120907825142,-0.0143074726365079,-0.0317156020630493,-0.0038628011714246,0.0947665184457837,-0.011492830473441002,-0.00341686476197695,-0.0125418129489043,-0.00316805999301248,-0.000752122082637695,-0.00277103709574916,0.00464547244810605,0.0110736275233089,-0.0040460416938790204,-0.00272701344421968
70,96978a72-9b98-4238-abab-cbf1c41bf5f8.FPKM.txt.gz,-0.0039204000140682605,-0.00598048623630561,-0.0253879137447854,-0.0373597659063897,-0.0263193280318321,-0.0331233353257365,-0.00343197810365007,0.0103390548221759,-0.00331464141571894,-0.00527301811285534,-0.004681517434176529,-0.004083583390724001,0.0040110357609074,0.0178723516152507,-0.00851062232266096,-0.0155355970302808,-0.00344629893930341,0.0918478269333723
71,9a07164a-711f-460d-a2cb-43651c85bcde.FPKM.txt.gz,0.00307428098554409,-0.00247798866793353,-0.00908127945206887,0.0054756431424163796,0.000854444413993597,0.0380657554593835,-0.00828424282472864,0.0101940966185399,-0.00916683359760191,-0.004456812890824171,-0.0024872254112166302,-0.00887693992121638,0.0122245986830924,-0.0102279521648157,-0.00675319114269135,-0.00436742005600216,-0.00682938058208232,-0.0344637708386166
72,b2bd3b9d-2380-47bb-a13d-a4e7a00d6740.FPKM.txt.gz,0.000438376833353804,0.0454475683084889,-0.0091516511625196,-0.0111498888622406,-0.0281897036196044,-0.0294225422152803,-0.0141430827190133,-0.0273832293251099,-0.0181645938739003,-0.00613714548318916,-0.00611348741692695,-0.0139081244415679,-0.0218409500596041,-0.0285832971906696,-0.00921784629611827,-0.0027985360849549397,0.00171326223437893,0.0012480669735206698
73,113872f7-02c9-4a3f-9af6-fd70130c458a.FPKM.txt.gz,-0.0012324414553892599,0.00457026726923793,-0.0187266067242069,-0.00089035378799215,-0.013791937655777999,-0.0259070537717346,0.13004562776545697,0.0041892743513352,-0.00245358656252597,-0.006574311668476471,-0.008470794411246109,-0.00869607592409413,-0.00798340169394144,0.00488019354050704,-0.00942447883600368,-0.0179246978242333,0.00334867321868287,0.0443762860385007
74,9c62a984-f89a-4838-af13-786468b293c1.FPKM.txt.gz,0.0158802214876602,0.0039349682142137,-0.0167566656510912,0.00301676991787069,-0.0075454195912774405,-0.0177949704683586,-0.010019167429726,0.0375972812395001,-0.0107374137417494,-0.00864895320500794,0.00115055692998806,-0.0061489978244482,0.0100958417697476,0.0205240253440235,-0.00201625095838539,0.00296230585748479,-0.0130581894877447,-0.025779990351724996
75,7d6848a5-7dfc-4494-9095-4e89fea1aee5.FPKM.txt.gz,-0.00250610106209745,-0.0019587280578842897,-0.0231006191430875,-0.0298860673174502,-0.0174094452744941,-0.0336151300799565,0.0251368306656517,0.11934005426218301,0.00822978406369762,-0.004649643918817829,-0.0039057749949938,-0.00278247604200288,-0.0210896663596771,-0.018598619875856003,-0.0125859379932333,-0.007166059877240991,-0.00916263391975798,0.0557597546692732
76,2fa4738b-04ba-4d04-b95a-1f9b08cba802.FPKM.txt.gz,-0.0018526320497403198,-0.007648045971430559,-0.0284333322835366,-0.0324708708649182,-0.0275221500741501,-0.0319996987093019,-0.00841471157727912,0.0839855469917671,-0.00405846469172634,-0.0070257094662512,-0.0157913046974162,-0.0127525671835324,-0.0101464468623872,-0.0171658824277042,-0.0169682049532751,-0.0175389847140978,-0.0164080217777746,0.0333363861880572
77,55e976c2-4953-4014-8264-6c703a5eacbc.FPKM.txt.gz,-0.0150537145031361,-0.0061341873020284605,-0.0220025296678613,-0.0440069670809669,-0.0284381975158991,-0.0326271043173145,-0.0171049779553193,-0.00352711774684056,0.000886934749785703,-0.00830395259123427,-0.0161712557607709,-0.00906568582820155,-0.0111988591951698,-0.0231788886499709,-0.0122142105139437,-0.0011164549499709901,-0.00636100885782869,0.0688136834174788
78,22c44a19-4cbb-4950-acf5-8d23a3fcb0a7.FPKM.txt.gz,-0.00234866450454335,-0.00290805998557043,-0.0139775740584279,0.027050170586261,-0.00953222465180322,-0.0288947389228794,-0.00862477266421377,-0.0121352082558885,-0.008209452113298259,-0.00601858758080202,0.0019251433097425199,-0.00219435173080902,-0.00255119170887599,0.00751789592670643,0.0172117994154628,0.016330417160698,-0.00287691248775378,-0.0322370658845584
79,971ad289-437b-4c53-8d7c-6b6e9000aab5.FPKM.txt.gz,-0.00923034927868948,-0.00894631640002151,0.0289808556887591,-0.0477784378610334,-0.0290372819383451,-0.0333684402810986,0.00923057179587956,-0.0142710143909646,-0.009686964126534671,-0.007277617751865891,-0.0113732457261252,-0.00058147755362112,-0.012501417504727,0.014814798598414001,-0.0061774526720247795,0.0271226051683489,-0.0111162796247669,0.0474587424979417
80,f7a7853b-6fd7-4b89-b567-3798df13b4fd.FPKM.txt.gz,-0.009749819861648459,-0.009541432435844521,-0.0231002090513815,-0.0184634287636241,-0.0241598795500806,-0.0266693148148801,-0.00763636481519837,-0.0124134545349923,0.00577763905784135,-0.00632840167038711,0.00613798286184123,-0.00617507838552014,-0.0146465399638639,0.0100533109279814,-0.0016628967746283802,-0.0169574555654047,0.00144315745918361,0.0541588852575436
81,d4ab2d5f-6980-4974-8f65-5e260bb6fb7d.FPKM.txt.gz,-0.0100022649580977,-0.0059431052113749,-0.0236397103452149,-0.0182872398709236,-0.0309063244351484,-0.0327875371558405,-0.005433502221881371,-0.0241770426175123,0.00524111024527384,-0.00805062287833612,-0.012647550427283003,-0.00913563966805551,-0.0131192173843408,-0.0027747198695634,-0.0115736549683025,0.00232657270660341,0.00299383775058515,0.0800642261541879
82,0bf53fc6-b8fb-4e6d-9297-4129c708f3da.FPKM.txt.gz,-0.0051553527573718295,-0.00900754334238447,-0.0174796371074806,-0.0107320038089944,-0.0038047445252888798,0.0767820760377895,-0.0100348515132687,-0.0160027278924321,-0.00506413486463161,-0.00562945760097467,-0.010426262445874,-0.00815470336131903,-0.0078067535941201095,-0.0012301698225157,-0.00255578333579108,-0.0134027382897492,-0.0159454868392301,-0.0625949813514899
83,d6ee768c-7705-468c-bc8a-298c71ce1c8d.FPKM.txt.gz,-0.0100455302258783,-0.00902054455330412,-0.00656755869631185,0.0155802757160032,0.0163589199259786,0.0268256692488211,-0.00585161266986829,-0.0283307389749983,0.005822756113345861,0.00508000644311781,-0.00488055366388099,-0.00342564626346619,-0.00343564453471513,0.0134809603267164,0.00888827298202505,-0.0231504629369404,-0.00958745874669795,-0.0025022273889088397
84,c1a0244b-d1df-4457-b21d-14006133525a.FPKM.txt.gz,-0.0141637370189998,0.00583058141660149,-0.0155102803130712,-0.0490794947898537,-0.0293878898231544,-0.0340503348608583,-0.00779196722715918,-0.0469731651705519,-0.0170543744473591,-0.0108893306551904,0.0133945360607322,-0.000796376043977632,0.00143494062426735,0.00132037517428294,-0.00580866744628954,0.0118191858093901,0.0473439944812354,0.00684460079686894
85,5c7f58e7-f1a5-44e5-a6f5-853c83b84016.FPKM.txt.gz,-0.00965080292750185,-0.000390305869455461,-0.0168805400177057,-0.0312919993835415,-0.0191703453072009,-0.0207786622303395,-0.013831473085587,0.0368677001459437,-0.0137854730749911,-0.00538950575162846,-0.00497445343309575,0.0034787721585134,0.0158799790392709,-0.008514938530398721,0.00207449547601574,-0.0036634638419710103,0.00149779111678258,0.0509755365328279
86,47caf079-95ad-4c12-b8cf-fb333f72900d.FPKM.txt.gz,-0.0018599383476648,-0.00370523014751455,0.0240526000902661,0.0381980985895386,-0.0204440887674811,-0.015379519013513001,-0.0042635796397222795,-0.034149619850906004,-0.00781333556893504,0.00281987008130925,-0.000630663555947344,-0.00397692085730853,0.000698799225352632,-0.009800414310428891,-0.007917789245935159,-0.0223708799572964,0.0019441008294388,-0.0231301460660389
87,c03b9756-2611-404f-ba89-79e7143381bb.FPKM.txt.gz,-0.00220421941387297,-0.00873934995940058,0.00242587425546913,-0.0194230899720547,-0.0145306041645849,-0.0208752400408707,0.270625874045113,-0.036307580798664,-0.0177954310403047,-0.00514597058621313,-0.0135489985648485,-0.00856362557961657,-0.0227111481324654,-0.0370053335906208,-0.00792889490646162,0.06585707834924401,-0.0073071820894649,-0.0557964467341976
88,898379ca-0a5c-4436-95d1-bb50239864ea.FPKM.txt.gz,-0.009099477655215871,-0.00813385602050795,-0.0236728764786905,-0.0370244658073514,-0.012927974892137,-0.006762334692665129,-0.012304459207674,0.00379222109804295,-0.00771406131111256,-0.00364741611794189,-0.010146847133078,-0.0160383121500794,-0.0106063208472193,-0.0155959630114605,-0.00411268283525292,0.00299474272901161,-0.0103056384510225,-0.0537730792965582
89,f64e55d6-0f87-4a4d-a95e-c0b82f7268db.FPKM.txt.gz,0.004175257979249929,-0.00198150080459488,-0.0215591452923385,0.0292486773278899,0.008948994968571329,0.0181799481033036,-0.00870275607729437,0.09874596620344502,0.0156499626396198,-0.00499242430094551,-0.00838408682536743,-0.00898350430871319,-0.00416398450879027,-0.0183752861229742,-0.00910130347342682,-0.0187632058916923,-0.00980997366455099,-0.0044655887839177896
90,d31beca5-e987-4def-906a-63f68ecc5c7a.FPKM.txt.gz,-0.00253785766423179,-0.007650733832276091,-0.00997342178815002,0.00275602105083575,-0.009459862121470571,-0.0236481928079716,-0.0116918499598121,0.119484965788626,0.00388277128820561,-0.0038989297110190104,-0.000289632324207304,-0.0028313031459980603,0.0020135332614072197,-0.00811597621396759,0.0031722195741133,-0.0162723163173704,-0.00170290697364938,-0.025333315140256003
91,6d158f35-9847-41fd-814e-9bb63cca955f.FPKM.txt.gz,0.00290270053209185,-0.0034352940708179303,-0.010566283866532,0.10512507160011599,0.159442054078288,0.0564511426635484,-0.0120659163372407,0.0207621750115871,0.00999076540662448,0.00026809880289631604,-0.0146411758563869,-0.0071986027149932704,-0.00258880359409448,-0.0136668911071317,-0.0076058204937672095,-0.00627264271386715,-0.0154913144254807,-0.0611479792685893
92,1731040e-8598-4766-b768-505805c0d92b.FPKM.txt.gz,-0.0118230846103718,-0.0058689450382645395,-0.0265892060496899,-0.0209845070983771,-0.0243388086797746,-0.0273241995672358,-0.0102799331370443,-0.00364485520748386,-0.009789229494963109,-0.0109827398269624,-0.0103273639898759,-0.0068220072519561,-0.0249778641557787,-0.028013913070999003,-0.0157852572445545,-0.0122039726285524,-0.00236386178927826,0.0369978113236644
93,58ce6671-f931-42fc-acb2-fac1ad460a22.FPKM.txt.gz,0.00555841218948697,-0.0009170527956864289,-0.01956090217904,-0.0435464753871531,-0.0247273932200246,-0.0336989956081241,-0.0145012547280902,-0.0247896750710233,-0.0108998109098945,-0.0109169268417745,-0.00637735674068395,-0.00165706053746104,-0.00301020094638365,-0.0176387688321786,-0.0037062829784881295,0.0149757172457871,-0.0104003661013904,0.0140502423912852
94,c28c0258-a9e8-45fa-8f53-6dd36e38e854.FPKM.txt.gz,0.0029926588070087,0.0234482204295807,-0.0151326273270126,-0.00248944325765673,-0.00107032125408164,-0.0241100949872614,0.00214213997827977,0.12290050295635,-0.00483400599548075,-0.00161708064791508,-0.000537332667743141,-0.00310488388193731,0.0289447148166369,-0.0107902690855831,0.0013718409517902,-0.00136992019305846,-0.0145520092085093,0.016776434959538
95,d23a059b-5f83-4044-9694-94e641d763ed.FPKM.txt.gz,-0.0123336441636311,-0.0063638386918226705,-0.022331204428762998,-0.00360197833516315,-0.0326585478977381,-0.0172381668091292,0.00193412515970258,-0.0449551306687188,-0.0145190429200209,-0.0052487002707645,-0.009794360389312999,-0.00317873498419342,-0.0120846599030184,-0.0239335216399464,-0.0155131915438948,-0.0169965112529704,0.0025350752302053803,0.0531393012715905
96,65a21b09-322b-47cf-86bf-88916094c4f7.FPKM.txt.gz,-0.0014202875633107699,-0.0112038169966763,-0.00202722191729457,-0.0241300074467112,-0.0214591373095344,0.0405578162771365,-0.0092513862223782,-0.0427141864321909,0.00614041282595292,-0.00742513535779118,0.00451666472546836,0.00545605725795163,0.0044987108057123705,0.0224944455243945,0.0220752088760613,-0.0210275235160498,-0.0127192376743522,-0.0390314104614877
97,60040f95-8414-4956-bd8a-ec461a49207c.FPKM.txt.gz,0.0039053987707313702,-0.00312900253048966,-0.0169665023739404,-0.00789046488899188,-0.0196817852922708,-0.0216236530794035,0.0232500689710384,-0.024490880938971,-0.00545271534919642,-0.00854418458423725,0.0104667922474731,0.031911143050777,-0.0148436090774755,-0.0083680379634615,0.00386116536009802,0.013053173949656998,0.0288086834375272,0.0499331002225512
98,cd961e28-af13-4780-a068-35ff5548a3d2.FPKM.txt.gz,-0.00245314258765414,-0.0071174170846335,0.0429476773896121,0.12193841504365,0.156783602435337,0.11229603203293399,-0.0100795712629446,0.0145395133034058,0.0125378259222721,-0.00166423923006542,-0.0171826969431578,-0.0014552775445679997,0.0201075927538586,-0.0111321148633671,-0.00604641796475842,-0.013932182079286001,-0.0172482032233036,-0.0543816245251141
99,96717cca-f561-43ee-8fac-74c9aa43c202.FPKM.txt.gz,-0.0035394308396216397,-0.00959842323811742,-0.0198498926484852,-0.00186452071665684,-0.0113454267798391,-0.018148301182697,-0.00424054115014857,-0.00867018312690563,-0.0090439364039048,-0.00317887955640877,0.0008308590624772481,-0.00835531788886999,-0.00603033548288321,0.00258309236228105,-0.007739111774350809,-0.000272160306165916,-0.007431056645494441,-0.0312488039492952
100,c9381f51-ec09-4487-88a4-8e94452e4893.FPKM.txt.gz,-0.00829037665190025,-0.00795372366793752,0.0238994514766496,-0.039080119720144996,0.00330540875885263,-0.00489297835052243,-0.0125883131310983,0.00237096669161895,-0.0145858926018072,-0.00625828431333852,-0.0108802307024506,-0.0106022186213558,-0.0077659362201458,-0.0107008498620267,-0.0133230509045409,-0.019402311350565,-0.0119633777889435,-0.0513434949746297
101,bcd07e88-975d-4f4b-9b2e-33ad0f2211f3.FPKM.txt.gz,0.00782268211877123,-0.0101894086560553,-0.0102843723679346,0.0056268496412255,0.00465079483919288,-0.0298734860937093,-0.0037754226299303397,0.16225197627424,0.0244597383744019,-0.00442671453776267,0.00531115218297539,0.0123874368436235,-0.0068079216225056605,-0.00906939671398559,-0.0082098731982029,-0.0151453381266833,-0.013998907699115,0.0177641965334821
