i_doc,doc,Topic 1,Topic 2,Topic 3,Topic 4,Topic 5,Topic 6,Topic 7,Topic 8,Topic 9,Topic 10
28,9c75e183-7328-4a63-993e-f28a505017d2.FPKM.txt.gz,0.4071515892420538,0.03728606356968215,0.056356968215158926,0.03312958435207824,0.027811735941320293,0.0009168704156479218,0.16900977995110025,0.0117359413202934,0.0,0.25660146699266506
29,441be21d-a413-4872-bf8b-16ef9579a9d9.FPKM.txt.gz,0.16891462018068457,0.11811299147474233,0.002894770327013615,0.0010815625397633288,0.002385799720066166,0.0,0.06699325613945795,0.5238898078635958,0.11572719175467616,0.0
30,52b12974-df31-4627-b337-c24fdcec9cfa.FPKM.txt.gz,0.3272541174281195,0.12570950032567227,0.034149064855308456,0.05006048199497534,0.01926118916907044,0.0028845259142086166,0.23699637108030147,0.07406718153903415,0.013026891225458267,0.1165906764678515
31,b918773c-1920-42aa-8493-22344ea5ac49.FPKM.txt.gz,0.4238279492486277,0.09907315756321425,0.004409250427427337,0.011428057230270855,0.009988301988661928,0.0,0.25591649419598667,0.15936290830558805,0.035993881040223163,0.0
32,1c3039f0-0cd5-4b16-bdbe-128bfbd63b86.FPKM.txt.gz,0.21048886138613862,0.01485148514851485,0.20770420792079208,0.0030012376237623763,0.021875,0.006652227722772277,0.07880569306930693,0.0023824257425742574,3.094059405940594e-05,0.4542079207920792
33,89a78610-0c3f-4dcd-8c37-0946f8c7729c.FPKM.txt.gz,0.285169101197526,0.15258586656138964,0.005724437425977102,0.0012501644953283326,0.003750493485984998,6.579813133307015e-05,0.20331622581918674,0.30313199105145416,0.03908409001184367,0.005921831819976312
34,e77c14e1-1e3f-4f01-992c-b1e68c365005.FPKM.txt.gz,0.4024100206120184,0.028618994767718408,0.03559537022356112,0.0023783098144918345,0.10543840177580466,0.0,0.4200887902330744,0.004280957666085302,7.927699381639449e-05,0.0011098779134295228
35,f290cd17-7e92-4c27-be1d-ebf2b7bf8c17.FPKM.txt.gz,0.3634085213032581,0.017482731218289627,0.05562687205819426,0.0014059539091631518,0.025551684088269456,0.0009169264624977076,0.20239623448866068,0.003117549972492206,0.0,0.3300935264991748
36,18860abf-6fac-490b-8bf2-b906ac1422a4.FPKM.txt.gz,0.39209437927995117,0.029696928605329177,0.10407485253237507,0.01017018102922232,0.06020747169299614,0.14923045630212217,0.2113363617872398,0.013492440165434945,0.0004068072411688928,0.02929012136416028
37,9bab6023-8adb-4257-8c2a-88ddedf4a229.FPKM.txt.gz,0.5399806804765482,0.1272941934098959,0.008693785553289686,0.11044327573253193,0.037458409359235806,0.00042932274337233016,0.16453794139744554,0.0074058173231726955,0.0034345819469786413,0.0003219920575292476
38,87d1452e-8ec6-4c75-a03b-361738c728c0.FPKM.txt.gz,0.13400101850280088,0.01011712782210151,0.031030385333559667,0.002308606348667459,0.07058224410117128,0.4786284162281446,0.10113732812765235,0.0014259039212357835,0.0,0.17076896961466645
39,cde68293-df99-4411-a897-f1b284fc5f8a.FPKM.txt.gz,0.2152540374867382,0.1298479311564305,0.01732877519745373,0.0021218908405045383,0.005894141223623718,0.00011788282447247436,0.16267829777201462,0.3026052104208417,0.09094659908051397,0.07320523399740658
40,5d420937-4d97-4f04-9ce9-754054261d97.FPKM.txt.gz,0.27758516317208737,0.02085741015904463,0.2548566397006219,0.005063012492432998,0.08475042650376974,0.0007704584227615431,0.13284904518188323,0.0011006548896593472,0.0,0.22216718947773925
41,d82516e5-6536-4666-b834-82111e0de77b.FPKM.txt.gz,0.5358162294413483,0.04281636536631779,0.03479679217072176,0.013048797064020661,0.08590458067146935,0.0012233247247519369,0.2783743373657741,0.004757373929590866,0.0013592496941688189,0.0019029495718363464
42,c622f68c-e37c-45ee-a266-ae704629f0f6.FPKM.txt.gz,0.3208243469925713,0.053726335969326626,0.064366163431584,0.004121734962856458,0.011550443326144261,0.001965013179966451,0.14076204169662113,0.15283968368080517,0.05842319674095375,0.19142104001917087
43,4ed9b51a-78a1-48c7-90bd-8ecd2e5767ad.FPKM.txt.gz,0.48409029099809625,0.03698667391895567,0.05230713443930741,0.013235427431783157,0.0795032182032454,0.0003626144501858399,0.23243586256912338,0.014595231619980057,0.0003626144501858399,0.08612093191913697
44,394ef2d0-7bc0-444a-86d3-8f32385c2494.FPKM.txt.gz,0.25866734745979064,0.03941792187898902,0.223742660199132,0.007709982129180495,0.04135818228235895,0.13433750319121776,0.1178963492468726,0.0027061526678580547,0.0016849629818738831,0.17247893796272656
45,21d669f3-9822-49d9-b7cd-cc0a8b955ae9.FPKM.txt.gz,0.25517418032786887,0.07976434426229508,0.006096311475409836,0.007120901639344262,0.010809426229508196,0.00010245901639344262,0.17207991803278688,0.3753073770491803,0.09354508196721312,0.0
46,57dd7a80-e226-4e21-accb-cc944923100e.FPKM.txt.gz,0.46764039284814907,0.2144715856627214,0.01074456476118526,0.05859145471333837,0.05909510618651893,0.0006715352975740788,0.18013934357424663,0.00528834046839587,0.0032737345756736337,8.394191219675985e-05
47,2e4a3649-b6d9-4fa8-b4ff-3961cad22593.FPKM.txt.gz,0.13423792256404257,0.06697859398760089,0.006246344601707802,0.7153351269154287,0.014621593168791672,2.3394549070066676e-05,0.05764416890864429,0.0007252310211720669,0.001801380278395134,0.002386244005146801
48,20a96363-a968-445a-bd9a-96b27e403516.FPKM.txt.gz,0.1502197489486831,0.011951813324058558,0.07914124007967875,0.002150061656179846,0.031618553767350684,0.004869257280172005,0.16255098491794986,0.004964112941474057,3.161855376735068e-05,0.5525026085306858
49,5f5460db-801d-4d87-ac5c-4b28ab42d8b9.FPKM.txt.gz,0.23923270338226946,0.1969746127017601,0.013707518857977127,0.0013383080541811989,0.013058642225646849,8.110957904128478e-05,0.10876794549436289,0.2541974207153865,0.1636791305053127,0.008962608484061968
50,314b3b08-27e7-4936-a7d9-2dce4e4d3db7.FPKM.txt.gz,0.16590434242475577,0.10232085380315094,0.0737478118470834,0.0011858377096391666,0.09469761138404201,0.07312665876108193,0.14009825512451296,0.00688915240837992,5.646846236376983e-05,0.3419730080749901
51,47b14505-ca81-4d39-8eca-0cb773f8934e.FPKM.txt.gz,0.4162525577316574,0.030765857936275943,0.10976322712657118,0.015565624086524408,0.10494007600116925,0.022727272727272728,0.25073078047354574,0.0043846828412744815,0.0230926629640456,0.021777258111663256
52,7f39b57f-556b-46b2-a67a-af86345f900a.FPKM.txt.gz,0.32030274656679153,0.015761548064918852,0.23439450686641697,0.00191167290886392,0.02188670411985019,0.00733458177278402,0.09453027465667915,0.0025749063670411983,0.0,0.3013030586766542
53,4bd701ae-82cf-44b4-9f62-0421cca599dc.FPKM.txt.gz,0.23183391003460208,0.06473249933457546,0.09736491881820601,0.0037796113920681397,0.014692573862124036,0.0027149321266968325,0.11706148522757519,0.04801703486824594,0.017460739952089434,0.40234229438381686
54,fddb387d-716e-48ca-9e99-483564c5384b.FPKM.txt.gz,0.24559906113304172,0.06636082364237704,0.09543369252107116,0.009281980155766563,0.05249119812226608,0.13885628934172622,0.11586471780646537,0.0009068601301611011,0.0109356662754721,0.26426971087165263
55,e95d6e6b-6aaf-4003-9dc6-4b464a9d1725.FPKM.txt.gz,0.1357586911147519,0.010817604416814418,0.3357497138496757,0.001054828646452858,0.01977242633031847,0.004241757748501919,0.06322238929910003,0.000718181206095563,6.732948807145903e-05,0.42859707790021767
56,d15729d6-5ad9-4220-b42a-817498a8e9cd.FPKM.txt.gz,0.3678614182099852,0.10724596859376101,0.020843602563199774,0.009083867333286389,0.015914372227307936,0.00014083515245405255,0.22188578269135975,0.17893106119287375,0.06753045560171819,0.01056263643405394
57,ca7c56ab-9248-4c27-8992-8f73746d8d9b.FPKM.txt.gz,0.496228322575628,0.03390621354693211,0.10786219768255696,0.004432693055447546,0.029706820125981803,0.010265183917878529,0.18695077377712108,0.015242242787152967,7.77665448324131e-05,0.11532778598646862
58,83053f28-d761-4d5a-acd6-855cb22e46e2.FPKM.txt.gz,0.16350549225625982,0.01589684109981579,0.05618475813604421,0.0006822678583611926,0.019819881285392645,0.03496622774101112,0.12393395647131064,0.0018080098246571604,0.0004434741079347752,0.5827590912192127
59,1b3deeeb-5fde-4154-a57f-bb575ccfb2be.FPKM.txt.gz,0.29522567557777296,0.02608128667680939,0.05064116496413823,0.004998913279721799,0.04622183583278997,0.10041295370571615,0.301818445265522,0.0015938564080272405,0.0,0.1730058682895023
60,eb3fc2fd-468c-42b4-bffe-700011c0a918.FPKM.txt.gz,0.2099171379718532,0.08220439300276207,0.0510763295190495,0.0018413784032618704,0.009776842474461835,0.00258669823315358,0.11228024025603928,0.2581875575430751,0.04169406813100092,0.23043535446534263
61,b0a26c8d-9863-4352-8abe-dde66bdb8e55.FPKM.txt.gz,0.48829835422014195,0.08062811414766723,0.01691076551411747,0.02959383964970557,0.10931601993054507,0.0,0.21198852483768685,0.01660878755850823,0.04635361618601842,0.00030197795560924054
62,38ef59ed-8eb9-4957-a210-4d118df089ce.FPKM.txt.gz,0.1947158081705151,0.012718853082973864,0.08992007104795736,0.0016810454199441766,0.022900279116975387,0.0003806140573458513,0.10282923115960416,0.0024739913727480334,0.0005392032479066227,0.5718409033240295
63,f490e7cb-8d67-47af-85c0-5dd5c7139efd.FPKM.txt.gz,0.2073811253282673,0.018829971503603955,0.26540761021400233,0.0016203833044644354,0.01891378443314522,0.0018438844499078057,0.07755489746884953,0.0031290160362071858,0.0001117505727216852,0.4052075766888305
64,dc674030-76f0-412d-8491-586a928803fb.FPKM.txt.gz,0.41710929200774854,0.050365556458164096,0.028932075235893272,0.004936574392301443,0.012185215272136474,0.0014997188027244892,0.16953071299131414,0.12885084046741235,0.027369868149721928,0.15922014622258326
65,d252f0e8-e7aa-42cb-aeda-b08c20af842b.FPKM.txt.gz,0.5271210013908206,0.14970287014793274,0.011885194082690606,0.021747376406625364,0.016057655835124543,0.00012643823492224047,0.22177266405360982,0.017574914654191427,0.02364394993045897,0.01036793526362372
66,a1a12544-eab9-49ed-8140-95e660007e55.FPKM.txt.gz,0.2851803083719152,0.04408953829163658,0.069702246952385,0.0022087244616234127,0.014399184470968015,0.0024635772841184217,0.14458650129550185,0.1163827889393875,0.018009599456313977,0.30297753047615
67,b8181936-6f76-4eec-a57a-92c4cea4f34f.FPKM.txt.gz,0.19137400478679237,0.010306257021442876,0.059541835588335854,0.0008303619401162506,0.03707321838519025,0.0847457627118644,0.13173447955844284,0.0017095687002393397,0.0,0.48268451130757584
68,994acd99-03f8-47d3-82f0-2b1cbdf86d8a.FPKM.txt.gz,0.28907027672705554,0.02921560820226956,0.14513239100139358,0.004330081624527175,0.04419669520207047,0.009854668524785984,0.17424845709735218,0.010203065896874378,0.014284292255624128,0.279464463468047
69,a25de25d-8676-4765-a4f9-04b777afccca.FPKM.txt.gz,0.1595699533173009,0.1018885273730372,0.01793040033951054,0.0017329183760079218,0.006295091243457349,0.0019451124628660347,0.08505446314896024,0.38782005941434433,0.09237515914556514,0.14538831517895034
70,b30ff193-2e02-443a-9a87-7ab4027bccaf.FPKM.txt.gz,0.1682621215658806,0.03338781228111137,0.04502295898513503,0.0023348120476301658,0.05408981243676551,0.2386956183360573,0.11526188808467586,0.001439800762705269,0.0,0.3415051755000389
71,23e87533-2220-4b0d-b3e2-43707cb25858.FPKM.txt.gz,0.20944396920444824,0.0104704875962361,0.07616766467065868,0.0008212147134302823,0.019743370402053036,0.0018477331052181353,0.13132591958939263,0.003147989734816082,0.0,0.5470316509837468
72,41021277-63e4-447f-9dbe-9b162dc65af8.FPKM.txt.gz,0.2559433485078402,0.10786545270612038,0.018525543753161355,0.003603945371775417,0.006702073849266565,0.0005058168942842691,0.19309559939301973,0.2470283257460799,0.1116590794132524,0.0550708143651998
73,c38a7a21-5785-4998-8ba4-fb2836c2eb8d.FPKM.txt.gz,0.27885437446565975,0.17725847819891707,0.011897976631518951,0.0022086064405813623,0.0071957822741521805,7.124536905101169e-05,0.164576802507837,0.2836278141920775,0.056497577657452266,0.01781134226275292
74,f387829d-a128-4eda-9d8a-10d63bb1ee9c.FPKM.txt.gz,0.4684402378972949,0.02967321097397199,0.08281639700709854,0.00824966425784997,0.052119971861610284,0.0010871650572360427,0.251646735307284,0.008441516915009273,0.0,0.097525100722645
75,12c4510a-fbad-4bff-97b5-846d4da395bd.FPKM.txt.gz,0.16166142227816235,0.016916299559471364,0.31113908118313405,0.001460037759597231,0.022731277533039648,0.006242920075519194,0.10303335431088735,0.0013845185651353053,2.5173064820641914e-05,0.37540591567023285
76,9dd22540-6908-447a-bc26-2da5522f68b6.FPKM.txt.gz,0.23880892644922752,0.016506008186980062,0.02396672388749505,0.00798890796249835,0.09778159249966988,0.43694704872573614,0.12993529644790705,0.003499273735639773,0.0006602403274792025,0.04390598177736696
77,112c839c-41b0-4864-8af1-3fda2e67e4b1.FPKM.txt.gz,0.36313482466747277,0.1853839177750907,0.011260580411124547,0.1759371221281741,0.05169286577992745,0.0009824667472793228,0.15863059250302297,0.005063482466747279,0.00045344619105199517,0.04746070133010883
78,dd752d51-02c4-4850-a355-18770d9be482.FPKM.txt.gz,0.3906471421823335,0.06583608880491261,0.009034010392064242,0.003956069910250355,0.007085498346717053,0.00011809163911195088,0.19089513462446858,0.30390883325460555,0.027869626830420408,0.0006495040151157298
79,5774022a-7bf2-4fdd-a4a5-f9aa33c2174d.FPKM.txt.gz,0.10100238316141825,0.009969255398497336,0.24914042460295804,0.000709490803907657,0.01868325783623497,0.005494005712310575,0.06370863577652859,0.0016009023267659953,5.457621568520439e-05,0.5496370681656934
80,18ec943b-2068-467c-82df-07c60f4ed200.FPKM.txt.gz,0.30732573350775555,0.10259764529994393,0.008222762100541955,0.019622500467202392,0.011680059801906185,0.0007475238273219959,0.26462343487198653,0.1979069332834984,0.048682489254344985,0.038590917585498034
81,47190c04-2d8f-4b9b-b0a7-b3ae9b6c26b2.FPKM.txt.gz,0.23401706842341669,0.20472126565853171,0.002794829565304187,0.0023955681988321606,0.005689474472226381,0.0,0.09417577481658931,0.3951689374656885,0.06073763537455707,0.0002994460248540201
82,59e22196-c04d-46c9-b16f-98858dca67d1.FPKM.txt.gz,0.3134546784962956,0.1500045733101619,0.020396963322052503,0.034025427604500134,0.12082685447727065,0.1170767401445166,0.14067502057989573,0.0005487972194274216,0.0011890606420927466,0.1018018842037867
83,937cc0bd-e6b5-48c3-b336-66fe281385f5.FPKM.txt.gz,0.5365366902057108,0.02709548664415106,0.2117746392385631,0.00644765121277249,0.028400368437212158,0.0006908197727970525,0.17408658274485722,0.006831439975437519,7.675775253300584e-05,0.008059564015965612
84,d20acb1e-7d44-4a0f-9ad4-2cc39c8fb151.FPKM.txt.gz,0.4699922057677319,0.035640898462410545,0.03245234889817898,0.010486785233472684,0.023311840147381847,0.0012045631687097004,0.1276128392262453,0.005243392616736342,0.0005668532558633884,0.2934882732232693
85,9122c06e-4939-451f-af53-56d68bf65e76.FPKM.txt.gz,0.3427619805130245,0.15002982700338038,0.0031815470272419963,0.0018890435474249354,0.0034798170610459336,4.971167230065619e-05,0.08779081328295883,0.3726386955657188,0.03817856432690396,0.0
86,3315c94f-d994-4e90-8e9f-8ca27c57bede.FPKM.txt.gz,0.18729303041971507,0.1811705814401232,0.0018867924528301887,0.0012706969580284944,0.003850596842510589,7.701193685021179e-05,0.090180978051598,0.4298806314978822,0.10438968040046206,0.0
87,cd1665ab-4599-49b1-9d3d-b106dfbf8bcc.FPKM.txt.gz,0.12865070373855106,0.017339042608345016,0.30188751704141786,0.001420918220395937,0.015399681253480289,0.01013844351850074,0.07106511261736977,0.0022081837208855776,3.8403195145836134e-05,0.4518519940859079
88,16fca287-04e1-4176-9d61-76e610a0eb4f.FPKM.txt.gz,0.4066756878664862,0.2108254397834912,0.017410915651781687,0.012539467749210645,0.013712223725755526,0.0,0.19043752819124943,0.13594948128101036,0.012178619756427604,0.00027063599458728013
89,bf48b226-c7ef-4fc7-bcb5-de5025763bdb.FPKM.txt.gz,0.13048550161093211,0.02735807132540829,0.0015831574269525607,0.0018053549605599377,0.0037773580713254084,2.777469170092212e-05,0.1019608932340851,0.7056715920453283,0.024191756471503165,0.0031385401622041997
90,430d5203-9a93-4e33-94fa-aa4e0970989c.FPKM.txt.gz,0.2759493670886076,0.23246463142218912,0.010871183916604616,0.0037230081906180195,0.005013651030032266,0.0003474807644576818,0.14211963266319186,0.29163564159841154,0.021940928270042195,0.015934475055845124
91,d123efcb-e79f-4ac5-a0a2-068634e84d26.FPKM.txt.gz,0.2190129302494992,0.024549262429429976,0.1547259151338554,0.0037515935166636313,0.02556911309415407,0.05008195228555819,0.10500819522855581,0.00804953560371517,0.0004735020943361865,0.4087780003642324
92,2cea6dae-c807-428b-90c8-617b260d3975.FPKM.txt.gz,0.1349117974564848,0.027662193049287933,0.01872472601535486,0.004219656566840532,0.02508351403621872,0.6847857938228916,0.0679540526284944,0.0008497919474887183,0.0009963078005040145,0.03481216667643439
93,060ae2b3-e1ae-41e4-9b67-ba3938f90d3a.FPKM.txt.gz,0.5248908296943231,0.027323767935121646,0.05489706799750468,0.0034934497816593887,0.026325639426076106,0.006737367436057393,0.16993137866500313,0.003867747972551466,0.0002495321272613849,0.18228321896444166
94,dbd0690c-07e4-4aa1-bff6-f6b2f3b6e501.FPKM.txt.gz,0.33904373442102875,0.023113528212100613,0.09879900294584183,0.0018581463856786767,0.021799229549059596,0.008565601631543168,0.15690006798096534,0.012508497620666213,0.00045320643553138455,0.3369589848175844
95,3534ddc7-f786-47c4-aa7a-d3b4dc8824d9.FPKM.txt.gz,0.546625974906748,0.13991183452017633,0.011664971176670058,0.01024075957951848,0.02014242115971516,0.0,0.13068836893862326,0.07636486944727026,0.06408952187182096,0.0002712783994574432
96,944c32ab-2edb-486a-92db-fecd68f690af.FPKM.txt.gz,0.32870729813664595,0.24466226708074534,0.007763975155279503,0.0034937888198757765,0.006793478260869565,0.0,0.21020962732919254,0.16576086956521738,0.0296972049689441,0.0029114906832298135
97,5cf4c664-9f98-4e1e-a623-317660ee7f6a.FPKM.txt.gz,0.2530848246010724,0.022611279798436593,0.21238452096388655,0.0029717682020802376,0.024258673040894116,0.005297499838490859,0.11192583500226112,0.006040441889010918,3.2301828283480846e-05,0.3613928548355837
98,e78e2bc9-95d1-4ee7-a42f-c548715ca6f7.FPKM.txt.gz,0.31595797898949474,0.18329164582291146,0.005202601300650325,0.0046523261630815405,0.0050025012506253125,0.0,0.168184092046023,0.1689344672336168,0.14787393696848425,0.0009004502251125563
99,045e2535-012c-4cec-b386-9d6f62b91829.FPKM.txt.gz,0.16147136897990141,0.016609783845278725,0.2905321703956516,0.001112375173808621,0.019466565541650865,0.009783845278725825,0.0918467956010618,0.0011376564277588168,0.00012640626975097966,0.4079130324864113
100,3b7cb73f-d672-4d68-b28a-e01b82096ba4.FPKM.txt.gz,0.36949177438307873,0.027247356051703878,0.2565364277320799,0.006389541715628672,0.0438454759106933,0.004920681551116334,0.14916274970622798,0.0022767332549941247,7.344300822561692e-05,0.14005581668625147
101,92aa8637-25d7-429e-aa0f-46f63bb22800.FPKM.txt.gz,0.19945479327578375,0.09640246169096692,0.015819255710214364,0.007021601751270084,0.008756350419230927,0.0014043203502540167,0.09045475197224402,0.4712320845896493,0.03415802734294329,0.07529635289744331
102,ac3052a6-d735-4755-9145-80b9f633c838.FPKM.txt.gz,0.6266922707633221,0.043494959193470954,0.02342774843975036,0.013250120019203072,0.051080172827652426,0.0,0.23024483917426788,0.01113778204512722,9.601536245799327e-05,0.0005760921747479596
103,22dc8274-75e7-4009-a934-81265a087dfa.FPKM.txt.gz,0.40540540540540543,0.16645934637566437,0.05134004297184214,0.009499038787741717,0.009216329300011308,0.0020920502092050207,0.10884315277620717,0.07503109804365035,0.008650910324550492,0.16346262580572204
104,60f8b5a7-a7da-4dd6-88d0-97dbf4c3c269.FPKM.txt.gz,0.18454116524412872,0.01147749562635848,0.5902030429942214,0.0015374012617293113,0.02727561893654244,0.00047712452950220006,0.06093940518475322,0.0016964427715633781,0.0,0.12185230345120077
105,86a373e8-40a9-45b5-a646-6098bc88640e.FPKM.txt.gz,0.35747914429668787,0.09069133559098043,0.04641942677789709,0.0060295696704385894,0.014041463616089865,0.003221276947220616,0.18179565540596349,0.12711654414801354,0.03394730321301726,0.13925828033369125
