i_doc,doc,Topic 1,Topic 2,Topic 3,Topic 4,Topic 5,Topic 6,Topic 7,Topic 8,Topic 9,Topic 10,Topic 11,Topic 12,Topic 13,Topic 14,Topic 15,Topic 16,Topic 17,Topic 18,Topic 19,Topic 20,Topic 21,Topic 22,Topic 23,Topic 24,Topic 25,Topic 26,Topic 27,Topic 28,Topic 29,Topic 30,Topic 31,Topic 32,Topic 33,Topic 34,Topic 35,Topic 36,Topic 37,Topic 38,Topic 39,Topic 40,Topic 41,Topic 42,Topic 43,Topic 44,Topic 45,Topic 46,Topic 47,Topic 48,Topic 49,Topic 50,Topic 51,Topic 52,Topic 53,Topic 54,Topic 55,Topic 56,Topic 57,Topic 58,Topic 59,Topic 60,Topic 61,Topic 62,Topic 63,Topic 64,Topic 65,Topic 66,Topic 67,Topic 68,Topic 69,Topic 70,Topic 71,Topic 72,Topic 73,Topic 74,Topic 75,Topic 76,Topic 77,Topic 78,Topic 79,Topic 80,Topic 81,Topic 82,Topic 83,Topic 84,Topic 85,Topic 86,Topic 87,Topic 88,Topic 89,Topic 90,Topic 91,Topic 92,Topic 93,Topic 94,Topic 95,Topic 96,Topic 97,Topic 98,Topic 99,Topic 100,Topic 101,Topic 102,Topic 103,Topic 104,Topic 105,Topic 106,Topic 107,Topic 108,Topic 109,Topic 110,Topic 111,Topic 112,Topic 113,Topic 114,Topic 115,Topic 116,Topic 117,Topic 118,Topic 119,Topic 120,Topic 121,Topic 122,Topic 123
102,78a560b2-9ce7-43c9-9d77-dac465e13a0c.FPKM.txt.gz,0.004579001239023865,0.003986424608091364,0.0019393417012336367,0.01923180520390023,0.001616118084361364,0.01497602758174864,0.004902224855896137,0.0009158002478047729,0.0006464472337445456,0.01546086300705705,0.0023703065237300007,0.012444109249582502,0.0025857889349781824,0.0004848354253084092,0.019878252437644777,0.01578408662392932,0.012659591660830685,0.01853148736734364,0.011905403221462049,0.08721650595270161,0.010989602973657276,0.0053870602812045466,0.019824381834832733,0.00010774120562409094,0.00043096482249636376,0.0028551419490384098,0.0011312826590529547,0.0001616118084361364,0.012982815277702958,0.0005925766309325002,0.002801271346226364,0.01578408662392932,0.0013467650703011366,0.007380272585250229,0.020147605451705006,0.003555459785595001,0.00043096482249636376,0.013198297688951139,0.0038248127996552282,0.02553466573290955,0.008511555244303184,0.0018854710984215913,0.0008619296449927275,0.0043635188277756825,0.0026935301406022733,0.006787695954317729,0.0021009535096697734,0.0030706243602865915,0.009912190917416366,0.011743791413025912,0.001723859289985455,0.001723859289985455,0.0001616118084361364,0.017615687119538866,0.004201907019339547,0.00010774120562409094,0.0,0.0023703065237300007,0.0024780477293540916,0.011743791413025912,0.01508376878737273,0.004579001239023865,0.00463287184183591,0.004148036416527501,0.0019393417012336367,0.0003232236168722728,0.010397026342724776,5.387060281204547e-05,0.00996606152022841,0.004902224855896137,0.0003770942196843183,0.00021548241124818188,0.004201907019339547,0.004956095458708183,0.006733825351505684,0.00689543715994182,0.00010774120562409094,0.0043635188277756825,5.387060281204547e-05,0.0005925766309325002,0.0022086947152938643,0.003339977374346819,0.0006464472337445456,0.0010774120562409093,0.0005925766309325002,0.000700317836556591,0.003124494963098637,0.0,0.0024780477293540916,0.0003232236168722728,0.23142810968054733,0.0010235414534288639,0.0012390238646770458,0.00026935301406022733,0.00021548241124818188,0.001400635673113182,0.0,0.002747400743414319,0.0005925766309325002,0.0063567311318213655,0.0,0.004148036416527501,0.0004848354253084092,0.001616118084361364,0.02305661800355546,0.0001616118084361364,0.013629262511447504,0.04708290685772774,0.00867316705273932,0.008134461024618865,0.0029628831546625006,0.0020470829068577278,0.015622474815493186,0.014221839142380004,5.387060281204547e-05,0.0,0.0009696708506168184,0.0,0.0005387060281204547,0.0024780477293540916,0.0,0.0001616118084361364,0.015029898184560686
103,2ef45476-2bea-4b74-9d97-a33898386d5e.FPKM.txt.gz,0.0011718268163315652,0.004625632169729863,0.002528678919452325,0.026458616010854818,0.006290859750832614,0.0014185271987171581,6.167509559639817e-05,0.0235598865178241,0.0020969532502775378,0.005180708030097446,0.0032071049710127053,0.004934007647711854,0.00037005057357838907,0.0,6.167509559639817e-05,0.011348217589737265,0.003947206118169483,0.015603799185888738,0.009251264339459726,0.02300481065745652,0.003145429875416307,0.0016035524855063526,0.0235598865178241,0.0019119279634883435,0.0,0.0027753793018379176,0.00037005057357838907,0.005180708030097446,0.0037005057357838906,0.0007401011471567781,0.006352534846429012,0.007647711853953374,0.002528678919452325,0.008696188479092143,0.013321820648822006,0.00037005057357838907,6.167509559639817e-05,0.007647711853953374,0.0009251264339459727,0.006352534846429012,0.00505735783890465,0.004502281978537067,0.0002467003823855927,0.009004563957074134,0.0011718268163315652,0.011594917972122858,0.0033921302578018998,0.0006167509559639817,0.014740347847539163,0.0012335019119279634,0.0002467003823855927,0.00043172566917478724,0.0,0.007956087331935365,0.009436289626248921,0.008634513383495744,0.0,6.167509559639817e-05,0.0019119279634883435,0.27531762674232146,0.010053040582212902,0.00043172566917478724,0.011224867398544468,0.0016652275811027508,0.0,0.0018502528678919453,0.0020352781546811396,0.0,0.0016652275811027508,0.0,0.003885531022573085,0.0008017762427531763,0.0032071049710127053,0.0002467003823855927,0.003947206118169483,0.00012335019119279634,0.00012335019119279634,0.00018502528678919454,0.0035771555445910943,0.00030837547798199085,0.0016035524855063526,0.0032071049710127053,0.0015418773899099545,0.00012335019119279634,0.0,0.0,0.002467003823855927,0.0,0.00043172566917478724,6.167509559639817e-05,0.15628469224127298,0.0,0.0020969532502775378,0.0,0.0008017762427531763,0.0,0.001110151720735167,0.010361416060194893,0.0017885777722955471,0.027938818305168374,0.0,0.011964968545701246,6.167509559639817e-05,0.0015418773899099545,0.02263476008387813,0.0029604045886271126,0.01048476625138769,0.031207598371777476,0.010978167016158875,0.03311952633526582,0.018995929443690638,0.0002467003823855927,0.0006784260515603799,0.0,0.0,0.0,0.001726902676699149,0.0,0.00012335019119279634,0.00012335019119279634,0.0,0.00043172566917478724,0.0
104,9813b5d6-2309-4e67-85c0-1fae01d9672d.FPKM.txt.gz,0.02354329730401292,0.0019257050565287613,0.007330103118399801,0.021493353211579077,0.0003727171077152441,0.01093303515964716,0.002360541682196546,0.0004969561436203255,0.000993912287240651,0.015840477077897874,0.002360541682196546,0.0039135296310100634,0.0017393465026711392,0.0005590756615728662,0.00012423903590508137,0.07361162877376072,0.04745931171574109,0.003727171077152441,0.006211951795254069,0.08889303019008572,0.005901354205491365,0.007764939744067586,0.02068579947819605,0.0,0.00012423903590508137,0.0011181513231457323,0.002422661200149087,0.0006833146974779475,0.02354329730401292,0.028761336812026337,0.001180270841098273,0.02801590259659585,0.001180270841098273,0.01646167225742328,0.01347993539570133,0.0008075537333830289,0.0005590756615728662,0.021306994657721456,0.0022363026462914647,0.007019505528637098,0.01441172816498944,0.0014908684308609765,0.0009317927692881103,0.017331345508758852,0.0018635855385762206,0.0038514101130575225,0.0021120636103863833,0.014287489129084358,0.006025593241396447,0.011429991303267486,0.0011181513231457323,0.00180146602062368,0.0007454342154304882,0.028450739222263634,0.014225369611131817,0.00018635855385762206,0.00031059758976270343,0.0014287489129084358,0.002049944092433843,0.0013045098770033544,0.01621319418561312,0.002360541682196546,0.0022363026462914647,0.00031059758976270343,0.0003727171077152441,0.004037768666915144,0.005280159025965958,6.211951795254069e-05,0.0032302149335321157,0.0,6.211951795254069e-05,0.00031059758976270343,0.002360541682196546,0.0015529879488135172,0.0008075537333830289,0.00024847807181016274,0.0015529879488135172,0.0005590756615728662,0.0,0.0008696732513355696,0.0010560318051931917,0.024164492483538327,0.00024847807181016274,0.014846564790657225,0.00018635855385762206,0.0003727171077152441,0.004099888184867686,0.0004969561436203255,0.02913405391974158,0.0018635855385762206,0.08715368368741458,0.00453472481053547,0.0011181513231457323,6.211951795254069e-05,0.0006833146974779475,6.211951795254069e-05,0.0,0.0012423903590508137,0.0003727171077152441,0.004037768666915144,0.0007454342154304882,0.0011181513231457323,0.0006211951795254069,0.0014287489129084358,0.007143744564542179,0.0015529879488135172,0.014846564790657225,0.0032923344514846566,0.00018635855385762206,0.00012423903590508137,0.0013045098770033544,0.0016151074667660578,0.024226612001490868,0.01254814262641322,6.211951795254069e-05,0.0018635855385762206,6.211951795254069e-05,6.211951795254069e-05,0.00018635855385762206,0.010001242390359051,0.0028574978258168716,0.00018635855385762206,0.07330103118399801
105,8f4891e2-55c1-48f4-bdce-c3848f74b8dc.FPKM.txt.gz,0.001779781680113906,0.004241813004271476,0.001097532036070242,0.02064546748932131,0.0038561936402467965,0.0033222591362126247,0.0003856193640246796,0.003559563360227812,0.004330802088277171,0.001779781680113906,0.002046748932130992,0.005962268628381585,0.0003559563360227812,0.00029663028001898433,0.00020764119601328904,0.005191029900332226,0.009670147128618889,0.017293545325106786,0.005724964404366398,0.005042714760322734,0.0038561936402467965,0.0003559563360227812,0.009136212624584718,0.059859990507831036,0.0,0.003826530612244898,0.0010085429520645468,0.0012161841480778357,0.0026103464641670624,0.000889890840056953,0.0031739439962031324,0.0039451827242524915,0.007119126720455624,0.003500237304224015,0.011509254864736593,8.89890840056953e-05,0.00029663028001898433,0.006525866160417656,0.0005339345040341718,0.0009492168960607499,0.003084954912197437,0.0007415757000474608,8.89890840056953e-05,0.002551020408163265,0.0004449454200284765,0.017471523493118177,0.002788324632178453,0.0007119126720455624,0.013763644992880873,0.0005932605600379687,5.932605600379687e-05,0.0001779781680113906,5.932605600379687e-05,0.0028476506881822496,0.004775747508305648,0.0007119126720455624,0.0,2.9663028001898435e-05,0.0008009017560512578,0.19037731371618416,0.006140246796392976,0.001156858092074039,0.008453962980541053,0.00889890840056953,0.00014831514000949216,0.0010382059800664453,0.0021060749881347887,2.9663028001898435e-05,0.0013348362600854296,0.0014238253440911248,0.002313716184148078,0.0003856193640246796,0.0010382059800664453,0.0009195538680588514,0.0017204556241101092,0.0021060749881347887,5.932605600379687e-05,0.0005932605600379687,0.0003262933080208828,8.89890840056953e-05,0.000682249644043664,0.0024323682961556715,0.0008009017560512578,0.00020764119601328904,0.0001779781680113906,8.89890840056953e-05,0.0010085429520645468,0.0,0.0018391077361177028,5.932605600379687e-05,0.3049359278595159,0.0,0.0019280968201233982,2.9663028001898435e-05,0.00020764119601328904,8.89890840056953e-05,0.0010085429520645468,0.0042121499762695774,0.0003559563360227812,0.020141196013289037,0.0,0.0013348362600854296,0.00023730422401518748,0.0011865211200759373,0.016729947793070715,5.932605600379687e-05,0.006377551020408163,0.01231015662078785,0.030374940673943997,0.04944826767916469,0.0094625059326056,0.00014831514000949216,0.009314190792596109,0.0,0.0,0.0,0.021327717133364975,2.9663028001898435e-05,0.00020764119601328904,0.00151281442809682,0.0,8.89890840056953e-05,8.89890840056953e-05
106,a874f8c4-d1f9-4122-b78a-7bc017878fd3.FPKM.txt.gz,0.003982768430464114,0.0008128098837681866,0.009306673169145737,0.010403966512232788,4.064049418840933e-05,0.0018288222384784199,0.0013817768024059172,0.0001625619767536373,0.0,0.009956921076160287,0.0026416321222466066,0.00060960741282614,0.0002844834593188653,4.064049418840933e-05,0.0010160123547102334,0.005323904738681623,0.005080061773551166,0.0015443387791595545,0.00422661139559457,0.027676176542306755,0.001706900755913192,0.0073152889539136795,0.005527107209623669,0.0,0.0002844834593188653,0.0013817768024059172,0.0003251239535072746,0.0021539461919856946,0.0032512395350727465,0.03218727139722019,0.0013004958140290985,0.004511094854913435,0.0001625619767536373,0.011745102820450297,0.010647809477363246,0.0018694627326668292,0.0002844834593188653,0.022149069332683086,0.0018694627326668292,0.009428594651710965,0.0034950825002032023,0.005039421279362757,0.000853450377956596,0.011216776396000975,0.0006908884012029586,0.000975371860521824,0.0004470454360725026,0.01150125985531984,0.003454442006014793,0.022718036251320815,0.0005283264244493213,0.0008940908721450052,0.000731528895391368,0.0069901650004064045,0.026863366658538567,4.064049418840933e-05,0.0038608469478988864,0.0030073965699422907,0.011338697878566204,8.128098837681866e-05,0.018613346338291474,0.0001625619767536373,0.000731528895391368,0.0003251239535072746,0.0019101032268552386,0.004592375843290255,0.010525887994798016,4.064049418840933e-05,0.006217995610826628,0.0,0.0,4.064049418840933e-05,0.0028448345931886532,0.000731528895391368,0.0005689669186377306,0.00060960741282614,0.006461838575957083,0.0009347313663334146,0.0,0.0009347313663334146,0.0007721693895797773,0.001950743721043648,0.0001625619767536373,0.0032918800292611556,0.0003251239535072746,4.064049418840933e-05,0.0017881817442900105,0.045883117938714135,0.023246362675770137,0.007965536860928229,0.019182313256929203,0.008290660814435503,0.0005689669186377306,0.0026822726164350157,0.0243842965130456,0.0012598553198406894,0.0013817768024059172,0.000243842965130456,0.00020320247094204665,0.0010160123547102334,0.04604567991546777,0.0010972933430870519,0.032959440786799965,0.015931073721856457,0.0022758676745509225,0.005608388198000487,0.013533284564740308,0.00060960741282614,0.0008128098837681866,0.0001625619767536373,0.0019101032268552386,0.003576363488580021,0.0002844834593188653,0.24599691132244167,0.0,0.0001625619767536373,0.0001625619767536373,0.008290660814435503,4.064049418840933e-05,0.008209379826058684,0.042184832967568885,0.000121921482565228,0.049987807851743477
107,54e1ee85-dbfa-499a-9bdd-6935a7661970.FPKM.txt.gz,0.02138535364072606,0.004172751929897768,0.007093678280826205,0.04809096599207177,0.008554141456290423,0.011788024201961194,0.011579386605466304,0.0,0.000521593991237221,0.019090340079282286,0.0030252451491758815,0.005528896307114542,0.0022950135614437724,0.00031295639474233255,0.007093678280826205,0.05320258710619653,0.038076361360317126,0.005111621114124765,0.036928854579595244,0.05351554350093887,0.005737533903609431,0.0046943459211349885,0.021072397245983726,0.0,0.00020863759649488838,0.002190694763196328,0.022219904026705612,0.002190694763196328,0.03275610264969748,0.00031295639474233255,0.005633215105361986,0.03630294179011058,0.0018777383684539955,0.017838514500312957,0.02743584393907782,0.0,0.00010431879824744419,0.037763404965574794,0.0017734195702065513,0.005320258710619654,0.01272689338618819,0.0015647819737116628,0.0017734195702065513,0.013561443772167744,0.0038597955351554352,0.023993323596912162,0.000521593991237221,0.013039849780930524,0.009805967035259754,0.007928228666805759,0.0012518255789693302,0.002399332359691216,0.001043187982474442,0.05007302315877321,0.02441059878990194,0.00010431879824744419,0.0,0.00020863759649488838,0.0026079699561861046,0.0,0.03473815981639892,0.002816607552680993,0.006363446693094095,0.007302315877321094,0.0007302315877321093,0.006259127894846651,0.009075735447527645,0.0,0.0017734195702065513,0.0,0.0013561443772167744,0.0044857083246401,0.009493010640517422,0.0025036511579386604,0.0031295639474233257,0.002712288754433549,0.004068433131650323,0.006259127894846651,0.0015647819737116628,0.00031295639474233255,0.0029209263509284373,0.004590027122887545,0.0,0.00020863759649488838,0.00031295639474233255,0.007302315877321094,0.0034425203421656583,0.0,0.0031295639474233257,0.002086375964948884,0.004902983517629877,0.004590027122887545,0.000521593991237221,0.00010431879824744419,0.000521593991237221,0.0,0.00020863759649488838,0.00323388274567077,0.00010431879824744419,0.00020863759649488838,0.0,0.016065094930106404,0.0008345503859795535,0.00031295639474233255,0.020759440851241394,0.002190694763196328,0.02764448153557271,0.0014604631754642186,0.017316920509075736,0.0,0.0012518255789693302,0.001043187982474442,0.00031295639474233255,0.00041727519298977677,0.0,0.0,0.0,0.0,0.0008345503859795535,0.0,0.0,0.032443146254955146,0.00010431879824744419
108,0b89acda-ea9e-4a21-83f8-e3195f4395e9.FPKM.txt.gz,0.006999322646195529,0.002201399864529239,0.007676676450666065,0.019417475728155338,0.00011289230074508918,0.002991645969744863,0.0017498306615488823,0.00011289230074508918,0.00011289230074508918,0.007733122601038609,0.006209076540979905,0.0012982614585685256,0.00039512305260781214,5.644615037254459e-05,0.005588168886881914,0.012023030029351999,0.010555430119665839,0.009426507112214946,0.0056446150372544595,0.04826145856852563,0.0031045382704899525,0.009200722510724768,0.006152630390607361,0.0008466922555881689,0.0013547076089410702,0.00011289230074508918,0.0008466922555881689,0.0006209076540979905,0.007958907202528788,0.011006999322646196,0.0041205689771957555,0.010103860916685482,0.0005080153533529013,0.02890042899074283,0.012135922330097087,0.002483630616391962,0.0,0.026416798374350868,0.002201399864529239,0.023199367803115826,0.005023707383156469,0.005813953488372093,0.001524046060058704,0.014167983743508692,0.001128923007450892,0.0011853691578234365,0.0004515692029803567,0.01563558365319485,0.007789568751411154,0.08286294874689547,0.0007902461052156243,0.00033867690223526756,5.644615037254459e-05,0.015296906750959585,0.021336644840821855,5.644615037254459e-05,0.0019191691126665162,0.0015804922104312486,0.0017498306615488823,0.00022578460149017836,0.021110860239331678,0.001241815308195981,0.0008466922555881689,0.00033867690223526756,0.0009595845563332581,0.002596522917137051,0.018853014224429893,0.0007902461052156243,0.005870399638744638,0.0,0.00016933845111763378,0.00016933845111763378,0.008015353352901333,0.0012982614585685256,0.002991645969744863,0.0014111537593136149,0.0015804922104312486,0.0020320614134116052,0.0,0.0006209076540979905,0.0007902461052156243,0.009990968615940394,0.00033867690223526756,0.005588168886881914,0.00011289230074508918,0.00022578460149017836,0.0034996613230977645,0.0011853691578234365,0.04814856626778054,0.0031045382704899525,0.029182659742605553,0.013095506886430346,0.0004515692029803567,0.0007337999548430798,0.0014111537593136149,5.644615037254459e-05,0.0,0.0007337999548430798,0.0,0.0012982614585685256,0.0017498306615488823,0.0014675999096861595,0.0793632874237977,0.002596522917137051,0.002652969067509596,0.00762023030029352,0.028053736735154662,0.00491081508241138,0.017724091216979,0.0,0.03928652065929104,0.0019756152630390606,0.010837660871528562,0.01879656807405735,0.012305260781214722,0.008015353352901333,0.000282230751862723,0.0,0.001241815308195981,0.025005644615037254,0.015692029803567396,0.0009031384059607134,0.04989839692932942
109,ec2c4c86-5eaf-4f58-8da7-a9528f9922b9.FPKM.txt.gz,0.004384574749075542,0.0005282620179609086,0.012308505018489171,0.015425250924458532,0.0001584786053882726,0.0025884838880084523,0.00036978341257263604,0.00010565240359218173,0.0,0.009878499735868991,0.003539355520338088,0.001162176439513999,0.0003169572107765452,5.282620179609086e-05,0.00036978341257263604,0.011410459587955626,0.006867406233491812,0.0025356576862123614,0.003909138932910724,0.037929212889593236,0.0007395668251452721,0.01711568938193344,0.005916534601162177,0.0,0.0002641310089804543,0.00010565240359218173,0.00036978341257263604,0.0006339144215530904,0.006286318013734813,0.03861595351294242,0.0013206550449022716,0.005758055995773904,0.0006867406233491812,0.01827786582144744,0.006286318013734813,0.0021658742736397254,0.0002641310089804543,0.027522451135763338,0.0012150026413100899,0.009455890121500264,0.004543053354463814,0.004226096143687269,0.0006339144215530904,0.012783940834653989,0.0014263074484944533,0.0017960908610670893,0.00021130480718436345,0.028473322768092973,0.005071315372424723,0.025092445853143158,0.0006339144215530904,0.0016376122556788168,0.0003169572107765452,0.017485472794506074,0.019228737453777074,0.0,0.0006867406233491812,0.003116745905969361,0.002271526677231907,0.0,0.014315900686740624,5.282620179609086e-05,0.0005810882197569995,0.00010565240359218173,0.0012678288431061807,0.006814580031695721,0.008505018489170629,5.282620179609086e-05,0.002746962493396725,0.0,0.0,0.00010565240359218173,0.004226096143687269,0.0012150026413100899,0.0005810882197569995,0.0002641310089804543,0.0008452192287374538,0.00010565240359218173,0.0,0.015530903328050714,0.0006867406233491812,0.033544638140517696,0.0002641310089804543,0.031801373481246696,0.00010565240359218173,0.0,0.0029582673005810883,0.0010036978341257264,0.14764923402007396,0.015055467511885896,0.0032752245113576335,0.014421553090332806,0.0005810882197569995,0.0002641310089804543,0.011410459587955626,5.282620179609086e-05,0.0,0.0005282620179609086,0.0,0.0001584786053882726,0.008399366085578447,0.0014263074484944533,0.005018489170628632,0.010829371368198627,0.0011093502377179081,0.015636555731642895,0.022292657157950344,0.00047543581616481777,0.0001584786053882726,0.0,0.00021130480718436345,0.001954569466455362,0.0002641310089804543,0.06962493396724775,0.0,0.010248283148441627,0.0,5.282620179609086e-05,0.0003169572107765452,0.032118330692023245,0.020549392498679344,5.282620179609086e-05,0.09170628631801374
110,48a39e37-0380-4465-8311-6c5c6aff522a.FPKM.txt.gz,0.008829522300203759,0.004452494151384801,0.00535808618217493,0.019470228661987776,0.000981058033355973,0.005433552184740774,0.0006791940230925968,0.0,0.0,0.02256433476718738,0.00535808618217493,0.0014338540487510377,0.001811184061580258,7.546600256584409e-05,0.0004527960153950645,0.018715568636329335,0.010263376348954795,0.005433552184740774,0.0051316881744773975,0.17598671798354842,0.0021885140744094785,0.010942570372047393,0.013810278469549468,0.00015093200513168818,0.00015093200513168818,0.0011319900384876612,0.0029431741000679195,0.00015093200513168818,0.015168666515734662,0.0066410082257942794,0.0010565240359218173,0.027243226926269716,0.0021885140744094785,0.03335597313410309,0.023318994792845823,0.01237642442079843,0.00030186401026337635,0.01735718059014414,0.003924232133423892,0.020073956682514528,0.01645158855935401,0.007622066259150253,0.0004527960153950645,0.014338540487510376,0.002641310089804543,0.001584786053882726,0.00015093200513168818,0.009282318315598823,0.010414308354086485,0.06550449022715267,0.001584786053882726,0.0007546600256584409,0.0,0.02120594672100219,0.01939476265942193,0.0,0.00015093200513168818,0.0032450381103312958,0.0064146102180967475,7.546600256584409e-05,0.03909138932910724,0.00022639800769753225,0.003471436118028828,0.0011319900384876612,0.00022639800769753225,0.002490378084672855,0.00830126028224285,0.0,0.013206550449022716,0.0,0.0,0.00037733001282922043,0.005207154177043242,0.0012829220436193494,0.002414912082107011,0.002641310089804543,0.00037733001282922043,0.00015093200513168818,0.005282620179609086,0.001962116066711946,0.001962116066711946,0.0015093200513168817,0.0010565240359218173,0.00022639800769753225,0.00022639800769753225,0.0,0.004226096143687269,0.001735718059014414,0.004905290166779866,0.02120594672100219,0.00943325032073051,0.004452494151384801,0.000905592030790129,0.00030186401026337635,0.01071617236434986,7.546600256584409e-05,0.0,0.000905592030790129,0.00015093200513168818,0.0006791940230925968,0.004075164138555581,0.0065655422232284355,0.001735718059014414,0.0004527960153950645,0.005961814202701683,0.0010565240359218173,0.011319900384876612,0.00037733001282922043,0.0,0.0,0.001735718059014414,0.014112142479812845,0.0,0.06784393630669383,0.00015093200513168818,0.00022639800769753225,0.0,0.0,0.00022639800769753225,7.546600256584409e-05,0.008603124292506226,0.0030186401026337634,0.051769677760169046
111,78f79907-8bb5-408e-8bec-4dbe0d81174a.FPKM.txt.gz,0.0070491345616973755,0.0006979341150195422,0.008793969849246231,0.01933277498604132,0.003559463986599665,0.004815745393634841,0.000977107761027359,6.979341150195422e-05,0.0,0.012144053601340033,0.002512562814070352,0.0015354550530429928,0.003280290340591848,0.0,0.0005583472920156337,0.027079843662758236,0.01242322724734785,0.0032104969290898937,0.006490787269681742,0.04201563372417644,0.0020240089335566724,0.005234505862646567,0.008235622557230598,0.0,6.979341150195422e-05,0.0009073143495254048,0.0008375209380234506,0.0009073143495254048,0.011306532663316583,0.0166108319374651,0.00265214963707426,0.011655499720826353,0.000628140703517588,0.012144053601340033,0.008235622557230598,0.000977107761027359,6.979341150195422e-05,0.02680067001675042,0.0020240089335566724,0.016331658291457288,0.010469011725293133,0.0024427694025683975,0.00013958682300390843,0.011446119486320492,0.0004187604690117253,0.004955332216638749,0.0004885538805136795,0.012213847012841988,0.010189838079285316,0.0422250139586823,0.0015354550530429928,0.00020938023450586265,0.00013958682300390843,0.024078726968174206,0.02121719709659408,0.0,0.0017448352875488553,0.005513679508654383,0.005513679508654383,0.0,0.009631490787269681,0.000628140703517588,0.001256281407035176,0.0004885538805136795,0.0008375209380234506,0.00265214963707426,0.008793969849246231,0.0,0.004257398101619207,0.0,0.00020938023450586265,0.0004187604690117253,0.004815745393634841,0.000628140703517588,0.0021635957565605806,0.0008375209380234506,0.004536571747627024,0.000628140703517588,0.0,0.00013958682300390843,0.0004885538805136795,0.00132607481853713,0.002233389168062535,0.000977107761027359,0.00013958682300390843,6.979341150195422e-05,0.0034896705750977106,0.000977107761027359,0.00530429927414852,0.002512562814070352,0.018285873813512005,0.027498604131769962,0.0005583472920156337,0.0004187604690117253,0.07125907314349525,0.0003489670575097711,0.0005583472920156337,0.001954215522054718,0.00013958682300390843,0.0006979341150195422,0.0033500837520938024,0.00893355667225014,0.1358179787828029,0.056393076493579004,0.0024427694025683975,0.00020938023450586265,0.040480178671133446,0.0027219430485762143,6.979341150195422e-05,0.0,0.001256281407035176,0.006002233389168062,0.0005583472920156337,0.06002233389168062,0.0,0.0,0.0,6.979341150195422e-05,6.979341150195422e-05,6.979341150195422e-05,0.015982691233947514,6.979341150195422e-05,0.04417922948073702
112,cb537a4c-7b5c-493f-8dea-6fd0107e6c58.FPKM.txt.gz,0.004421419320262606,0.002322361663168237,0.004198115314188736,0.030190701621187085,0.00352820329596713,0.009378768255102497,0.0011611808315841186,0.0008485552230807021,0.0008038944218659282,0.004287436916618284,0.004064132910544415,0.011835112321915055,0.0006252512170068331,0.0006699120182216069,0.0,0.014291456388727614,0.016703139654325398,0.01790898128712429,0.00705640659193426,0.006609798579786521,0.00906614264659908,0.0011165200303693448,0.01647983564825153,0.00022330400607386896,0.0004019472109329641,0.003751507302040999,0.0009378768255102497,0.00022330400607386896,0.009691393863605914,0.00026796480728864277,0.0004912688133625117,0.01000401947210933,0.0005359296145772855,0.004376758519047831,0.009244785851458175,0.0004466080121477379,0.0009825376267250233,0.01201375552677415,0.0009825376267250233,0.004108793711759189,0.009468089857532044,0.0008932160242954758,0.0,0.009468089857532044,0.002768969675315975,0.018668214907775444,0.0019650752534500467,0.00129516323522844,0.013442901165646911,0.0020543968558795946,0.0007145728194363806,0.0014738064400875352,0.0,0.008708856236880889,0.0016524496449466302,8.932160242954758e-05,0.0,8.932160242954758e-05,0.0013398240364432138,0.0012505024340136663,0.007815640212585413,0.006967084989504712,0.010093341074538877,0.0018310928498057254,0.0020543968558795946,0.0004912688133625117,0.007324371399222902,4.466080121477379e-05,0.0019204144522352732,0.0,0.0008038944218659282,0.0008038944218659282,0.0017864320485909517,0.0008485552230807021,0.0016077888437318565,0.00013398240364432138,0.00013398240364432138,0.003438881693537582,0.0,0.0006699120182216069,0.0008038944218659282,0.0064758161761422,0.0,0.036130588182752,0.00013398240364432138,0.0009378768255102497,0.0015631280425170827,0.0,0.0009378768255102497,0.0004466080121477379,0.3781430038854897,0.00026796480728864277,0.0016077888437318565,4.466080121477379e-05,0.0003572864097181903,8.932160242954758e-05,0.0,0.0027243088741012015,0.002813630476530749,0.051538564601848955,0.0,0.005403956946987629,0.0007145728194363806,0.0008485552230807021,0.019382787727211827,0.004064132910544415,0.012281720334062792,0.01388950917779465,0.012683667544995758,0.00013398240364432138,0.03416551292930195,0.0,0.04801036130588183,8.932160242954758e-05,0.0007592336206511545,0.0,0.0012058416327988923,0.0,0.0011611808315841186,0.00978071546603546,0.0,4.466080121477379e-05,0.0
