i_doc,doc,Topic 1,Topic 2,Topic 3,Topic 4,Topic 5,Topic 6,Topic 7,Topic 8,Topic 9,Topic 10,Topic 11,Topic 12,Topic 13,Topic 14,Topic 15,Topic 16,Topic 17,Topic 18,Topic 19,Topic 20,Topic 21,Topic 22,Topic 23,Topic 24,Topic 25,Topic 26,Topic 27,Topic 28,Topic 29,Topic 30
98,cd961e28-af13-4780-a068-35ff5548a3d2.FPKM.txt.gz,0.07289086301642891,0.029811224053984797,0.1275590102787506,0.23404800546681473,0.0003986219071210956,0.01924774351527576,0.0008541898009737763,0.002391731442726574,0.0,0.014692064576748954,0.008200222089348253,2.8472993365792545e-05,0.0005979328606816435,0.0012243387147290795,0.0006833518407790211,0.00034167592038951053,0.04325047692263888,0.00492582785228211,0.0028472993365792547,0.0001993109535605478,0.007374505281740269,0.0,8.541898009737763e-05,0.00022778394692634036,0.0005409868739500584,0.4272942114404487,0.00022778394692634036,5.694598673158509e-05,0.0,0.0
99,96717cca-f561-43ee-8fac-74c9aa43c202.FPKM.txt.gz,0.1876563058235084,0.08118971061093247,0.25616291532690244,0.04671311182565202,0.001697034655234012,0.058324401571989995,0.001518399428367274,0.0006252232940335835,0.0,0.08038585209003216,0.01429081814933905,0.0001786352268667381,0.0014290818149339049,0.0004465880671668453,0.004376563058235084,0.0010718113612004287,0.06421936405859235,0.003126116470167917,0.003036798856734548,0.0,0.0006252232940335835,0.0,0.008931761343336906,0.0007145409074669524,0.0008931761343336906,0.17854590925330474,0.001697034655234012,0.0019649874955341195,0.0001786352268667381,0.0
100,c9381f51-ec09-4487-88a4-8e94452e4893.FPKM.txt.gz,0.08884732288987608,0.030528741774942383,0.0901833728581449,0.027556030595544272,0.009218744781054812,0.02231203447008918,0.0004342162396873643,0.0009686362269948896,3.340124920672033e-05,0.020742175757373325,0.04225258024650122,0.012358462206486523,0.0014696549650956945,0.005878619860382778,0.00100203747620161,0.000200407495240322,0.053876214970439894,0.021677410735161495,0.0012692474698553725,0.0,0.16423394234944386,0.0,0.00013360499682688132,0.01579879087477872,0.0003674137412739236,0.3834129396439427,0.0007682287317545677,0.003740939911152677,0.0007348274825478472,0.0
101,bcd07e88-975d-4f4b-9b2e-33ad0f2211f3.FPKM.txt.gz,0.12089093701996928,0.033102918586789556,0.23003072196620583,0.01835637480798771,0.0018433179723502304,0.13632872503840246,0.002304147465437788,0.0002304147465437788,0.0,0.19377880184331797,0.07511520737327189,7.680491551459293e-05,0.011597542242703533,0.004454685099846391,0.007757296466973886,0.010291858678955454,0.013287250384024578,0.001152073732718894,0.0013824884792626728,0.01129032258064516,0.0008448540706605223,0.0006144393241167435,0.0,0.00038402457757296467,0.03141321044546851,0.04124423963133641,0.04961597542242704,0.0020737327188940094,0.00015360983102918587,0.00038402457757296467
102,78a560b2-9ce7-43c9-9d77-dac465e13a0c.FPKM.txt.gz,0.11695307870495071,0.06044281635511502,0.16231212627269298,0.04826806011959274,0.003339977374346819,0.06868501858535797,0.0025857889349781824,0.0005387060281204547,0.019878252437644777,0.1033238161935032,0.02246404137262296,0.00010774120562409094,0.006518342940257501,0.01583795722674137,0.002801271346226364,0.004148036416527501,0.08328395194742229,0.0030706243602865915,0.0018854710984215913,0.0,0.011743791413025912,0.004902224855896137,5.387060281204547e-05,0.0010774120562409093,0.0018316004956095459,0.23142810968054733,0.014221839142380004,0.0001616118084361364,0.008134461024618865,0.0
103,2ef45476-2bea-4b74-9d97-a33898386d5e.FPKM.txt.gz,0.1083631429628716,0.042000740101147155,0.11564080424324658,0.020414456642407795,0.029542370790674725,0.03990378685086962,0.00037005057357838907,0.0,6.167509559639817e-05,0.033921302578018994,0.011533242876526458,0.0019119279634883435,0.005612433699272234,0.0015418773899099545,0.006660910324411003,0.0019736030590847414,0.09337609473294683,0.0051190329345010485,0.010546441346984087,0.0,0.27531762674232146,0.0,0.0035771555445910943,0.00012335019119279634,0.00012335019119279634,0.15628469224127298,0.0,0.0029604045886271126,0.03311952633526582,0.0
104,9813b5d6-2309-4e67-85c0-1fae01d9672d.FPKM.txt.gz,0.08709156416946205,0.02410237296558579,0.29426015654118526,0.03863834016648031,0.0016151074667660578,0.08230836128711641,0.0017393465026711392,0.0006211951795254069,0.00012423903590508137,0.13287364890048453,0.06752391601441173,0.0,0.0025469002360541683,0.1027456826935023,0.006398310349111691,0.004907441918250714,0.018325257795999503,0.0021741831283389242,0.0011181513231457323,0.00627407131320661,0.0013045098770033544,0.0,0.0,0.014846564790657225,0.007019505528637098,0.08715368368741458,0.01254814262641322,0.0015529879488135172,0.00012423903590508137,6.211951795254069e-05
105,8f4891e2-55c1-48f4-bdce-c3848f74b8dc.FPKM.txt.gz,0.09779900332225913,0.04339700996677741,0.07822140484100618,0.028743474133839583,0.010293070716658756,0.014149264356905554,0.0003559563360227812,0.00029663028001898433,0.00020764119601328904,0.0132593735168486,0.007297104888467015,0.059859990507831036,0.0017501186521120076,0.0011865211200759373,0.0018687707641196014,0.0010382059800664453,0.06665282392026578,0.024116041765543425,0.0024027052681537733,0.0,0.19037731371618416,0.0014238253440911248,0.0003262933080208828,0.00020764119601328904,0.00029663028001898433,0.3049359278595159,0.0,5.932605600379687e-05,0.04944826767916469,2.9663028001898435e-05
106,a874f8c4-d1f9-4122-b78a-7bc017878fd3.FPKM.txt.gz,0.07209623669023815,0.013248801105421442,0.09249776477281964,0.0034950825002032023,0.0014224172965943266,0.09192879785418191,0.0002844834593188653,4.064049418840933e-05,0.0010160123547102334,0.0644558237828172,0.04470454360725026,0.0,0.006502479070145493,0.10655937576200927,0.010566528488986426,0.011216776396000975,0.00487685930260912,0.00060960741282614,0.004511094854913435,0.13813703974640332,8.128098837681866e-05,0.0,0.0,0.0032918800292611556,0.0492156384621637,0.019182313256929203,0.24599691132244167,0.005608388198000487,0.0001625619767536373,0.008290660814435503
107,54e1ee85-dbfa-499a-9bdd-6935a7661970.FPKM.txt.gz,0.15825161694137282,0.12184435635301481,0.37951178802420193,0.020759440851241394,0.0018777383684539955,0.08814938451909034,0.0022950135614437724,0.00031295639474233255,0.007093678280826205,0.0842895889839349,0.03995409972877113,0.0,0.00323388274567077,0.0009388691842269978,0.008136866263300646,0.007093678280826205,0.046421865220112664,0.000521593991237221,0.012518255789693303,0.0,0.0,0.0,0.0015647819737116628,0.00020863759649488838,0.007510953473815982,0.004902983517629877,0.00041727519298977677,0.002190694763196328,0.0,0.0
108,0b89acda-ea9e-4a21-83f8-e3195f4395e9.FPKM.txt.gz,0.1392526529690675,0.02297358320162565,0.14117182208173404,0.01732896816437119,0.0004515692029803567,0.1782004967261233,0.00039512305260781214,0.012361706931587266,0.005588168886881914,0.12446376157146083,0.07750056446150373,0.0008466922555881689,0.005418830435764281,0.06231655001128923,0.009031384059607135,0.005080153533529013,0.010047414766312938,0.0007337999548430798,0.0012982614585685256,0.028561752088507565,0.00022578460149017836,0.0,0.0,0.005588168886881914,0.09556333258071799,0.029182659742605553,0.01879656807405735,0.00762023030029352,0.0,0.0
109,ec2c4c86-5eaf-4f58-8da7-a9528f9922b9.FPKM.txt.gz,0.05699947173798204,0.01162176439513999,0.11727416798732171,0.0027997886951928157,0.0001584786053882726,0.09471737982039091,0.0003169572107765452,5.282620179609086e-05,0.00036978341257263604,0.20787110406761755,0.12974115161119915,0.0,0.004595879556259905,0.14173269941891178,0.026571579503433702,0.005176967776016905,0.003539355520338088,0.00021130480718436345,0.00047543581616481777,0.040887480190174325,0.0,0.0,0.0,0.031801373481246696,0.034495509772847335,0.0032752245113576335,0.06962493396724775,0.015636555731642895,0.0,5.282620179609086e-05
110,48a39e37-0380-4465-8311-6c5c6aff522a.FPKM.txt.gz,0.09901139536638744,0.03607274922647347,0.20564485699192514,0.007320202248886877,7.546600256584409e-05,0.17523205795788996,0.001811184061580258,0.00022639800769753225,0.0004527960153950645,0.1922119085352049,0.04648705758055996,0.00015093200513168818,0.013206550449022716,0.06912685835031318,0.012074560410535054,0.0051316881744773975,0.008603124292506226,0.00015093200513168818,0.000905592030790129,0.014791336502905442,7.546600256584409e-05,0.0,0.005282620179609086,0.00022639800769753225,0.027394158931401402,0.00943325032073051,0.06784393630669383,0.0010565240359218173,0.0,0.0
111,78f79907-8bb5-408e-8bec-4dbe0d81174a.FPKM.txt.gz,0.1360971524288107,0.019821328866554997,0.15878001116694584,0.006002233389168062,0.000628140703517588,0.11550809603573423,0.003280290340591848,0.0,0.0005583472920156337,0.0878001116694584,0.038456169737576776,0.0,0.002861529871580123,0.13204913456169737,0.005234505862646567,0.01256281407035176,0.010817978782802903,0.0004885538805136795,0.0016052484645449469,0.022054718034617532,0.0,0.0,0.0,0.000977107761027359,0.1658291457286432,0.018285873813512005,0.06002233389168062,0.00020938023450586265,0.0,6.979341150195422e-05
112,cb537a4c-7b5c-493f-8dea-6fd0107e6c58.FPKM.txt.gz,0.13148139877629406,0.03523737215845652,0.1351435844759055,0.08597204233843955,0.002545665669242106,0.025947925505783575,0.0006252512170068331,0.0014291456388727613,0.0,0.019829395739359563,0.024652762270555132,0.00022330400607386896,0.004108793711759189,0.0006252512170068331,0.0020543968558795946,0.00022330400607386896,0.10347907641463087,0.0031709168862489394,0.0020097360546648207,0.0,0.0012505024340136663,0.0,0.0,0.036130588182752,0.0014291456388727613,0.3781430038854897,8.932160242954758e-05,0.004064132910544415,0.00013398240364432138,0.0
113,fc867c2d-8e5d-4e2a-80b2-48be873efc56.FPKM.txt.gz,0.138910952254876,0.09337216485747066,0.19195128408790044,0.04103786073603389,0.013414526520165917,0.15117818374371195,0.0015003088871238196,0.00026476039184537993,0.0018533227429176596,0.04412673197422999,0.10978730915188421,0.00035301385579383993,0.023828435266084195,0.0010590415673815197,0.009884387962227518,0.005383461300856059,0.05427588032830288,0.0018533227429176596,0.007678051363516018,0.00035301385579383993,0.0009707881034330597,0.00017650692789691997,0.00026476039184537993,0.0060012355484952784,0.0012355484952784397,0.08084017297678935,8.825346394845998e-05,0.008119318683258318,0.010237401818021357,0.0
114,072e3af5-5598-4189-ab06-c5455442f322.FPKM.txt.gz,0.11865297348937187,0.05416766181036542,0.2688798662526869,0.055505134941485554,0.0009553379508000956,0.0620014330069262,0.0021495103893002148,0.0006209696680200621,0.00028660138524002867,0.07766897540004776,0.014568903749701457,0.000429902077860043,0.0021495103893002148,0.0059708621925005975,0.002531645569620253,0.002531645569620253,0.05588727012180559,0.004919990446620492,0.0033436828278003345,0.0005732027704800573,0.000429902077860043,0.001528540721280153,0.0003343682827800334,0.00014330069262001433,0.003439216622880344,0.2579890136135658,0.0021017434917602103,9.553379508000956e-05,0.00014330069262001433,0.0
115,b7fcdf45-6b26-46e8-aa40-2761354d1251.FPKM.txt.gz,0.05663893510815308,0.018569051580698836,0.13198003327787022,0.00692179700499168,0.0005324459234608985,0.10089850249584027,0.0005990016638935109,0.0002662229617304492,0.00033277870216306157,0.10336106489184692,0.10835274542429285,0.0,0.00346089850249584,0.11880199667221297,0.01876871880199667,0.00632279534109817,0.013643926788685524,0.00086522462562396,0.0011314475873544093,0.02329450915141431,0.00039933444259567386,0.0,6.65557404326123e-05,0.058302828618968384,0.05217970049916806,0.1151414309484193,0.05663893510815308,0.0024625623960066556,6.65557404326123e-05,0.0
116,9b77c8a1-a670-4011-82d7-bc4cbab06486.FPKM.txt.gz,0.15740308267164876,0.07886835257222927,0.2185894441849603,0.04176953359578301,0.004003469673717222,0.04677387068792954,0.0026689797824781475,0.00046707146193367583,0.0011343164075532128,0.07533195436044572,0.021218389270701275,0.0,0.002135183825982518,0.0012010409021151664,0.0037365716954694066,0.002001734836858611,0.17475145125775673,0.00253553079335424,0.00433709214652699,0.0002668979782478148,0.004603990124774805,0.0010008674184293054,0.00126776539667712,0.0006672449456195369,0.0019350103422966572,0.15079735771001535,6.67244945619537e-05,0.0001334489891239074,0.00033362247280976844,0.0
117,513de6b7-faa2-4611-9f68-1334204ef397.FPKM.txt.gz,0.06950477845351868,0.02819682489534792,0.21301634941947714,0.006397598925835242,0.00047389621672853645,0.12905773635573808,0.0007898270278808941,7.898270278808941e-05,0.00015796540557617883,0.20227470184029697,0.13893057420424926,0.0,0.0069504778453518675,0.05497196114051023,0.020614485427691336,0.004817944870073454,0.014058921096279915,0.0005528789195166258,0.0005528789195166258,0.004265065950556828,7.898270278808941e-05,0.0,7.898270278808941e-05,0.014769765421372719,0.006555564331411421,0.05023299897322486,0.012321301634941948,0.02006160650817471,0.00023694810836426822,0.0
118,c71da743-de94-46d0-9ec0-fed1574845b9.FPKM.txt.gz,0.05342193556793381,0.031629694778331545,0.07335743835304082,0.017622723867226946,0.013909247858236424,0.021824815140558323,0.000162871754780286,0.000488615264340858,9.77230528681716e-05,0.015277370598390827,0.030652464249649826,0.003550604254210235,0.0013681227401544024,0.004364963028111665,0.001302974038242288,0.00035831786051662923,0.033193263624222286,0.010521515358806476,0.0014984201439786312,0.0002280204566924004,0.3608260855402456,0.00035831786051662923,0.0,0.02061956415518421,0.0007166357210332585,0.29212677937392095,3.25743509560572e-05,0.003094563340825434,0.0073943776670249844,0.0
119,05582ed0-da34-418a-b96e-fb4505e9ee03.FPKM.txt.gz,0.09895243488108721,0.040663929784824464,0.10482729331823329,0.05202434881087203,0.001167893544733862,0.02282701019252548,0.00031851642129105323,0.004140713476783692,3.5390713476783694e-05,0.009767836919592298,0.004105322763306908,0.0002477349943374858,0.0005308607021517553,0.00017695356738391845,0.0014510192525481313,0.0002477349943374858,0.05159966024915062,0.005485560588901472,0.0027250849377123444,0.0,0.001486409966024915,0.0,0.007396659116647792,7.078142695356739e-05,0.00010617214043035108,0.5841945073612684,0.0008493771234428086,0.0,0.00460079275198188,0.0
120,b468a0f7-2b37-4988-a179-34870f3ff1fb.FPKM.txt.gz,0.09266648108626396,0.02251708886208283,0.09860505397296712,0.027156598929819677,0.006588104296186323,0.014444341344220717,0.0007423216108378956,0.0011134824162568433,0.0,0.015619683894714052,0.00575299248399369,0.0,0.00043302093965543907,0.00021651046982771953,0.0015465033559122824,0.00043302093965543907,0.11391543719649871,0.007454146175497201,0.004206489128081408,0.0,0.3191055024589403,0.0,3.0930067118245644e-05,0.0003711608054189478,0.0001855804027094739,0.26640066808944973,0.0,0.00021651046982771953,0.0002783706040642108,0.0
121,1da49483-5cea-4652-8357-e8fba5f77268.FPKM.txt.gz,0.05987419429991458,0.022287799953405296,0.22971188941523646,0.008852993709714995,0.0003106313582356139,0.15011260386736042,0.0009318940747068417,0.00015531567911780694,0.0007765783955890347,0.05948590510212006,0.16812922264502603,0.0,0.008309388832802671,0.12378659625689213,0.029820610390618934,0.004737128213093112,0.012658227848101266,0.00015531567911780694,0.00046594703735342084,0.014522015997514948,7.765783955890347e-05,0.0,0.0,0.03603323755533121,0.03284926613341617,0.011493360254717713,0.012347596489865652,0.012036965131630039,0.0,7.765783955890347e-05
122,5af9de4f-1220-4e7f-a58e-fd3473418754.FPKM.txt.gz,0.07062338720630178,0.022816786635882113,0.1139481189732446,0.015822355018334917,0.0006790710308298248,0.11768300964280863,0.00027162841233192993,0.00027162841233192993,0.002308841504821404,0.09839739236724161,0.08732853456471547,6.790710308298248e-05,0.004278147494227896,0.162773326089909,0.011204672008692108,0.0059079179682194755,0.011136764905609126,0.0012902349585766672,0.0010186065462447372,0.031305174521254926,0.0003395355154149124,0.0,0.0,0.022001901398886324,0.03116936031508896,0.1290234958576667,0.049911720765992124,0.007266060029879126,0.0,0.001154420752410702
123,2fec727f-b73d-4ae0-8b3c-5e85483e39d8.FPKM.txt.gz,0.09572637808822518,0.02381116234257794,0.2005367834285321,0.006056018168054504,0.00041291032964007983,0.10818250636570091,0.0003440919413667332,0.00013763677654669328,0.00020645516482003991,0.19007638841098343,0.17383524877847362,0.0,0.007088293992154704,0.07280985479320075,0.015484137361502994,0.00901520886380841,0.006813020439061317,0.00013763677654669328,0.0008946390475535063,0.015002408643589567,0.0,0.0,0.0,0.03255109765329296,0.015621774138049688,0.0003440919413667332,0.01803041772761682,0.006881838827334664,0.0,0.0
124,2391658d-7cf2-4a09-8dd5-19ea7a37dadf.FPKM.txt.gz,0.09697059697059697,0.04160974160974161,0.12512622512622512,0.2704484704484704,0.0023166023166023165,0.033858033858033855,0.0012474012474012475,0.002702702702702703,5.94000594000594e-05,0.010692010692010692,0.008642708642708642,0.000297000297000297,0.0009504009504009504,0.0008316008316008316,0.00198990198990199,0.0003564003564003564,0.05687555687555688,0.020552420552420552,0.008226908226908226,0.0001485001485001485,0.008078408078408079,8.91000891000891e-05,5.94000594000594e-05,0.0003564003564003564,0.0003564003564003564,0.30712800712800714,0.0,2.97000297000297e-05,0.0,0.0
125,be6f5b47-f164-4947-9b35-02f94248e462.FPKM.txt.gz,0.06295657281303917,0.030211813075878273,0.06644396314379061,0.03057890679490474,0.029000403803090928,0.025769979075658016,0.00018354685951323373,0.0005139312066370544,7.341874380529349e-05,0.013729305091589882,0.022980066811056864,0.0015417936199111633,0.0006607686942476414,0.0004038030909291142,0.00036709371902646747,0.00011012811570794023,0.07995301200396461,0.0019088873389376307,0.0005873499504423479,0.0,0.09562791380639478,3.6709371902646744e-05,0.0,0.006864652545794941,0.0004405124628317609,0.5254946587863881,7.341874380529349e-05,0.0034139715869461475,7.341874380529349e-05,0.0
126,708e035d-e38b-4969-a96e-f7c324b3f8a3.FPKM.txt.gz,0.09567601025731719,0.027898134229374833,0.10226368379167035,0.3086921920594217,0.0019895658325227695,0.013330091077902555,0.000773720045981077,0.006256079228932708,0.0,0.006432929525156955,0.0067645238305774165,2.2106287028030773e-05,0.0003979131665045539,0.0010832080643735078,0.0017021841011583695,0.0003979131665045539,0.024781147758422495,0.012998496772482094,0.005791847201344062,0.00017685029622424618,0.0047749579980546466,4.4212574056061546e-05,0.0005747634627288001,0.00011053143514015387,0.00046423202758864623,0.37647006808736405,0.0,8.842514811212309e-05,4.4212574056061546e-05,0.0
127,58f98e52-c594-4bea-bf7d-9f75c09d0917.FPKM.txt.gz,0.12017501798129945,0.07929753056820907,0.16578758091584753,0.06359386238312155,0.0053943898345720455,0.035782785902661235,0.0007791896427715177,0.001078877966914409,0.0034164468952289618,0.0383601054902901,0.05094701510429154,0.0003596259889714697,0.0060537041476864065,0.0002397506593143131,0.0020378806041716616,0.0008990649724286741,0.07690002397506593,0.006413330136657876,0.005514265164229201,0.0004795013186286262,0.0022776312634859744,0.047890194198034045,0.00011987532965715655,0.0023375689283145528,0.0012586909614001438,0.2795492687604891,0.0,5.9937664828578277e-05,0.002996883241428914,0.0
128,c763a179-e1ba-43a6-b34f-cbe73098e535.FPKM.txt.gz,0.12969118851471792,0.038348508936744234,0.13157007274654334,0.07202389555330732,0.0050103579515344224,0.03357903357903358,0.0013971190441778678,0.0012525894878836056,0.001638001638001638,0.018981548393313098,0.07337283807872043,0.03810762634292046,0.005588476176711471,0.0011080599315893434,0.004095004095004095,0.0006262947439418028,0.04172086525027702,0.010984246278363925,0.005877535289299995,0.0006262947439418028,0.0009153538565303271,0.005588476176711471,9.635303752950812e-05,0.004576769282651635,0.003131473719709014,0.23948547477959242,9.635303752950812e-05,0.00019270607505901625,0.13031748325865972,0.0
129,cfccab4c-4b17-4012-a19b-5141f7a5b68f.FPKM.txt.gz,0.11441617164642255,0.039320861778526464,0.12722759109850165,0.06742619026509443,0.015604220232290097,0.032316694742441705,0.000443301711144605,0.0015515559890061175,0.0003103111978012235,0.03298164730915861,0.006605195496054614,0.00048763188225906554,0.0018175370156928805,0.010417590211898219,0.0010639241067470521,0.0003103111978012235,0.057717882791027575,0.005230960191506339,0.000797943080060289,0.000443301711144605,0.018973313236989094,0.0,8.8660342228921e-05,0.00013299051334338151,0.0011969146200904335,0.4601471761681,0.0005762922244879865,8.8660342228921e-05,0.002305168897951946,0.0
130,acec1346-4e7b-4e74-bc33-980e56dfafee.FPKM.txt.gz,0.09077105888566148,0.03578030102983892,0.16394903617639292,0.036803538420913655,0.0010562450488513335,0.024656720359123318,0.000759176128861896,0.001518352257723792,0.0001320306311064167,0.06710456825983628,0.01178373382624769,0.0,0.0010232373910747294,0.0003630842355426459,0.002112490097702667,0.0010562450488513335,0.19632954845524161,0.00042909955109585423,0.0029376815421177714,3.300765777660417e-05,0.0011222603644045418,0.0051161869553736465,0.0002640612622128334,0.0003300765777660417,0.0009242144177449168,0.3531159228941114,0.0003300765777660417,3.300765777660417e-05,0.00016503828888302086,0.0
131,36c6972a-3041-478c-a68d-702af9cc4954.FPKM.txt.gz,0.06459712956352626,0.02641490854484134,0.09332611210950001,0.23810344403141231,0.0005169739789763915,0.020432781073828808,0.0004185027448856503,0.0015509219369291745,2.461780852268531e-05,0.00839467270623569,0.006203687747716698,0.0,0.0006400630215898181,0.0009354767238620418,0.00157553974545186,0.0002461780852268531,0.025848698948819575,0.0045050589596514114,0.002461780852268531,0.00014770685113611187,0.004406587725560671,7.385342556805593e-05,9.847123409074124e-05,0.0001969424681814825,0.00014770685113611187,0.49870756505255903,0.0,2.461780852268531e-05,0.0,0.0
132,7d9b1591-42eb-4d02-978e-0a194d498d6c.FPKM.txt.gz,0.14481904351572597,0.026712623869021974,0.147404136148212,0.008024558380008618,0.0005385609651012495,0.09268634209392503,0.001023265833692374,5.3856096510124945e-05,0.0025312365359758723,0.10291900043084877,0.04276174062903921,0.0,0.00522404136148212,0.18397242567858682,0.008293838862559242,0.008132270573028866,0.009855665661352864,0.0007539853511417492,0.0009155536406721241,0.038830245583800084,0.00021542438604049978,0.00010771219302024989,0.0008078414476518742,0.002369668246445498,0.03780697975010771,0.040499784575613956,0.09182464454976304,0.0007539853511417492,0.0,0.00016156828953037484
133,4b539965-2208-4574-8281-6109028eeec3.FPKM.txt.gz,0.040360896482219126,0.009262369822911167,0.09444737726160196,0.002423573451072611,0.00016797043720305225,0.049695253635360176,0.00052790708835245,0.01893266785045832,0.00052790708835245,0.05211882708643279,0.04611988290060949,0.0,0.0008878437395018477,0.24859624706051736,0.0034313960742909247,0.0052070835532946206,0.0019196621394634544,0.0003119450976628113,0.0008398521860152613,0.05051111004463214,0.0,7.198733022987955e-05,2.399577674329318e-05,9.598310697317272e-05,0.11940298507462686,0.0031434467533714068,0.24545280030714595,0.000263953544176225,2.399577674329318e-05,0.005231079330037913
134,6095b94e-2101-4128-ae51-f0c77daf7811.FPKM.txt.gz,0.10646952124443468,0.08184466553069862,0.2546583850931677,0.02654867256637168,0.0008794591326334305,0.0637607871159237,0.0008794591326334305,0.0007145605452646622,0.00043972956631671523,0.05628538448853955,0.020612323421096024,5.4966195789589404e-05,0.004727092837904689,0.009674050458967735,0.0024734788105315233,0.02286593744846919,0.04391799043588193,0.001923816852635629,0.0020337492442148077,0.0,0.008025064585280052,0.0,0.000549661957895894,0.00021986478315835762,0.00038476337052712584,0.28549442093112737,0.0044522618589567416,5.4966195789589404e-05,5.4966195789589404e-05,0.0
135,5a7f277a-28b9-403b-959b-51e4b024084b.FPKM.txt.gz,0.12430538777482483,0.06197149069823629,0.2547716839816381,0.023314810340661997,0.0016912297656438754,0.15390190867359266,0.0009664170089393573,0.0,0.00024160425223483932,0.09736651365064025,0.063904324716115,0.0,0.03261657405170331,0.008093742449867119,0.020173955061609083,0.020415559313843923,0.013167431746798743,0.005194491423049045,0.0067649190625755015,0.003986470161874849,0.000362406378352259,0.00012080212611741966,0.0,0.0009664170089393573,0.006885721188692921,0.06257550132882339,0.012925827494563905,0.0024160425223483935,0.0,0.020898767818313603
136,09572b33-5517-462d-9a46-ec3d9b11b59b.FPKM.txt.gz,0.1247450713800136,0.05377294357579877,0.2034670292318151,0.06430999320190346,0.004146838885112168,0.04887831407205982,0.0020394289598912306,6.798096532970769e-05,0.0010197144799456153,0.09089055064581918,0.01781101291638341,0.0,0.0017675050985723998,6.798096532970769e-05,0.003942895989123046,0.0003399048266485384,0.18905506458191706,0.0015635622025832767,0.008293677770224337,0.0,0.001495581237253569,0.008769544527532291,0.005370496261046907,0.00013596193065941537,0.0024473147518694767,0.1654656696125085,6.798096532970769e-05,6.798096532970769e-05,0.0,0.0
137,d0d7fae1-355e-4ada-a469-b69d59c1edfe.FPKM.txt.gz,0.11881271608061388,0.06670039632346741,0.12538999915675858,0.013997807572307952,0.029850746268656716,0.032127498102706806,0.0023610759760519435,4.2162071000927563e-05,0.0013070242010287546,0.05346150602917615,0.010624841892233746,0.20642549962054135,0.0036681001770806983,0.0005059448520111307,0.003963234674087191,0.00155999662703432,0.048064760941057424,0.06707985496247576,0.009823762543216123,0.0,0.016190235264356184,0.00029513449700649294,0.0066616072181465555,0.00042162071000927565,0.0010962138460241166,0.1613542457205498,0.0,0.001349186272029682,0.016864828400371026,0.0
138,46a20956-b5c5-4bbd-baad-cfcaaad3b3f5.FPKM.txt.gz,0.07499615798370986,0.023128938066697403,0.1669740279698786,0.016059628092823113,0.00038420162901490703,0.1503765175964346,0.0003073613032119256,0.0001536806516059628,0.0003073613032119256,0.06523743660673122,0.13685262025510989,0.0002305209774089442,0.0036883356385431073,0.0879821730444137,0.013447057015521745,0.009220839096357769,0.01429230059935454,0.002074688796680498,0.001152604887044721,0.036345474104810205,0.0002305209774089442,0.0,0.0,0.002305209774089442,0.040264330720762256,0.13708314123251883,0.009758721376978639,0.00038420162901490703,0.0,0.006761948670662364
139,1aeb8b9e-bf79-415d-a8dd-a63c3fbe2bab.FPKM.txt.gz,0.07855572772152355,0.038268891211127525,0.1644265071528954,0.22363158084393356,0.00028827789989549924,0.024503621491117438,0.0008648336996864978,0.0024863968865986813,3.6034737486937405e-05,0.013080609707758279,0.008648336996864977,0.0,0.0010450073871211849,0.0021620842492162443,0.001333285287016684,0.00032431263738243665,0.039422002810709525,0.010341969658751036,0.005225036935605924,0.0006125905372779359,0.0034953695362329286,0.0,7.206947497387481e-05,0.00025224316240856184,0.0006125905372779359,0.3797340636373464,0.0005044863248171237,3.6034737486937405e-05,3.6034737486937405e-05,0.0
140,b92498c2-6e54-4fd0-b752-18932e915381.FPKM.txt.gz,0.09096157883686752,0.03067919378542935,0.1277293722443838,0.3482311568339282,0.0002624396388830569,0.020312828049548603,0.0002624396388830569,0.003018055847155154,2.624396388830569e-05,0.008135628805374764,0.006508503044299811,7.873189166491708e-05,0.0004986353138778081,0.0006298551333193366,0.0015746378332983414,0.00036741549443627963,0.036426621876968296,0.013463153474700819,0.00687591853873609,0.00013121981944152846,0.0027293722443837917,7.873189166491708e-05,0.00010497585555322275,0.00018370774721813982,0.00034117153054797397,0.3003359227377703,0.0,2.624396388830569e-05,2.624396388830569e-05,0.0
141,ac6fccd6-d05f-40c7-9afe-82fa33ce919a.FPKM.txt.gz,0.29438769654539193,0.06989555836106967,0.2518076437507173,0.00958338115459658,0.0035579019855388498,0.03712842878457477,0.001147710317915758,0.0001147710317915758,0.0006886261907494549,0.13646275680018363,0.016756570641570066,5.73855158957879e-05,0.001205095833811546,0.022724664294732008,0.0005164696430620911,0.004533455755767244,0.09795707563410995,0.0021232640881441523,0.01096063353609549,0.0001147710317915758,0.00034431309537472744,0.0,0.015092390680592219,0.0002295420635831516,0.002352806151727304,0.018994605761505797,0.00017215654768736372,0.0010329392861241822,5.73855158957879e-05,0.0
142,962e3a62-1076-47d2-9b42-d95503e967be.FPKM.txt.gz,0.044756498356737374,0.012369285927696445,0.09040932178069913,0.0023902001792650133,0.00011951000896325067,0.12393187929489095,0.00011951000896325067,0.0,0.0,0.08927397669554825,0.15153869136540185,0.0,0.008664475649835674,0.13618165521362413,0.03459814759486107,0.0034060352554526442,0.002091425156856887,0.0,0.000179265013444876,0.01959964146997311,0.0,0.0,0.0,0.10062742754705707,0.050433223782491786,0.000358530026889752,0.12889154466686584,5.9755004481625337e-05,0.0,0.0
