i_doc,doc,Topic 1,Topic 2,Topic 3,Topic 4,Topic 5,Topic 6,Topic 7,Topic 8,Topic 9,Topic 10,Topic 11,Topic 12,Topic 13,Topic 14,Topic 15,Topic 16,Topic 17,Topic 18,Topic 19,Topic 20,Topic 21,Topic 22,Topic 23,Topic 24,Topic 25,Topic 26,Topic 27,Topic 28,Topic 29,Topic 30
20,dc674030-76f0-412d-8491-586a928803fb.FPKM.txt.gz,0.10641754670999187,0.029744422920702368,0.18309067049928138,0.022433293757420484,0.0007498594013622446,0.11147909766918702,0.0022495782040867335,0.002437043054427295,0.000437417984127976,0.14747234893457475,0.04467912266450041,0.0,0.0016871836530650503,0.08510904205461475,0.006498781478472786,0.004936574392301443,0.020246203836780604,0.001999625070299319,0.0018121602199587577,0.023120664875335876,0.0007498594013622446,0.002624507904767856,0.00018746485034056115,0.0002499531337874149,0.021246016371930264,0.15922014622258326,0.01830906704992814,0.0006248828344685371,0.00012497656689370744,6.248828344685372e-05
21,b30ff193-2e02-443a-9a87-7ab4027bccaf.FPKM.txt.gz,0.09133006459646666,0.03661763561366643,0.11102031286481438,0.019456767063584714,0.004280488753988637,0.025060315977897114,0.0006615300801618803,0.000544789477780372,0.00046696240952603317,0.023231379873920148,0.016693906140555687,0.13907697097050353,0.003696785742081096,0.0005058759436532026,0.003074169196046385,0.00042804887539886374,0.06883804187096272,0.05479025605105456,0.0012841466261965912,0.0,0.0026850338547746906,0.0008950112849248969,3.891353412716943e-05,0.008560977507977274,0.00046696240952603317,0.3415051755000389,3.891353412716943e-05,0.002646120320647521,0.04210444392559732,0.0
22,23e87533-2220-4b0d-b3e2-43707cb25858.FPKM.txt.gz,0.07380667236954662,0.035620188195038496,0.1471000855431993,0.012318220701454234,0.0006501283147989735,0.020222412318220702,0.0007527801539777588,0.0005132591958939265,0.0,0.032677502138579985,0.009272882805816937,0.0,0.0006159110350727117,0.0005132591958939265,0.00041060735671514116,0.0032506415739948676,0.11045337895637297,0.00020530367835757058,0.0004448246364414029,0.0,0.0,0.001608212147134303,0.0005474764756201882,0.00013686911890504704,0.0014713430282292557,0.5470316509837468,0.00034217279726261765,0.0,3.421727972626176e-05,0.0
23,f387829d-a128-4eda-9d8a-10d63bb1ee9c.FPKM.txt.gz,0.2111018737609516,0.08166528106414274,0.23719383513461662,0.04022510711773358,0.004860267314702308,0.0583232077764277,0.003581249600306964,0.00012790177143953444,0.0002558035428790689,0.10283302423738569,0.02231885911619876,0.0,0.002366182771631387,0.0021743301144720854,0.002366182771631387,0.0010871650572360427,0.11703012086717401,0.002110379228752318,0.006139285029097653,0.0,0.0003837053143186033,0.0,0.0,0.0004476562000383705,0.004668414657543007,0.097525100722645,0.0003837053143186033,0.00019185265715930165,0.0006395088571976722,0.0
24,5774022a-7bf2-4fdd-a4a5-f9aa33c2174d.FPKM.txt.gz,0.04744492350233768,0.020775346104167803,0.07589732394622424,0.22401717331586896,0.0003638414379013626,0.015117611744801616,0.0002001127908457494,0.001400789535920246,0.0,0.005312084993359893,0.0037111826665938985,0.00045480179737670325,0.00034564936600629446,0.001291637104549837,0.0010369480980188834,0.0002001127908457494,0.030962906365405957,0.014153431934363005,0.005457621568520438,0.0002364969346358857,0.001691862686241336,3.638414379013626e-05,1.819207189506813e-05,9.096035947534064e-05,0.0001273445032654769,0.5496370681656934,0.0,1.819207189506813e-05,0.0,0.0
25,18ec943b-2068-467c-82df-07c60f4ed200.FPKM.txt.gz,0.11296953840403663,0.03989908428331153,0.12212670528873108,0.006914595402728462,0.0010278452625677443,0.19407587366847318,0.0007475238273219959,0.00028032143524574845,0.0,0.035694262754625304,0.10418613343300318,0.00028032143524574845,0.018874976639880397,0.04401046533358251,0.020930667165015886,0.025883012521024106,0.004952345356008222,0.0005606428704914969,0.00551298822649972,0.0547561203513362,0.00018688095683049897,0.00028032143524574845,9.344047841524949e-05,0.002616333395626986,0.04186133433003177,0.038590917585498034,0.1167071575406466,0.004858904877592973,0.0,0.0011212857409829938
26,d20acb1e-7d44-4a0f-9ad4-2cc39c8fb151.FPKM.txt.gz,0.09112166088003967,0.0499539431729611,0.2518954155742932,0.017359880960816268,0.0009211365407780061,0.10869411181180472,0.0019839863955218593,0.00021256997094877065,0.0009919931977609296,0.09353078721745908,0.025437539856869553,7.085665698292355e-05,0.007865088925104513,0.003259406221214483,0.009849075320626373,0.004534826046907107,0.03146035570041805,0.001558846453624318,0.0028342662793169418,0.00021256997094877065,0.0007085665698292354,0.0,7.085665698292355e-05,0.0001417133139658471,0.0012045631687097004,0.2934882732232693,0.0004959965988804648,0.0001417133139658471,0.0,0.0
27,430d5203-9a93-4e33-94fa-aa4e0970989c.FPKM.txt.gz,0.043137254901960784,0.015189873417721518,0.0996276991809382,0.0023827252419955326,9.928021841648051e-05,0.11988086373790022,0.0005956813104988831,4.9640109208240255e-05,0.0003474807644576818,0.11590965500124101,0.21722511789525936,0.0,0.0033755274261603376,0.18073963762720277,0.01350210970464135,0.0078927773641102,0.006155373541821792,4.9640109208240255e-05,0.0010424422933730455,0.01737403822288409,0.0002978406552494416,0.0,0.0,0.015884834946636884,0.09560685033507074,0.015934475055845124,0.021692727724000993,0.00392156862745098,4.9640109208240255e-05,0.0020352444775378507
28,e78e2bc9-95d1-4ee7-a42f-c548715ca6f7.FPKM.txt.gz,0.0647823911955978,0.015907953976988493,0.08594297148574287,0.0021510755377688842,0.0006503251625812907,0.11065532766383192,0.00010005002501250626,0.0,0.0005502751375687844,0.17733866933466733,0.1663831915957979,0.0,0.0034017008504252126,0.10390195097548774,0.013806903451725862,0.0068534267133566786,0.0016508254127063531,5.002501250625313e-05,0.0016508254127063531,0.14687343671835917,0.0,0.0,0.0,0.02051025512756378,0.038069034517258626,0.0009004502251125563,0.02496248124062031,0.012906453226613306,0.0,0.0
29,ac3052a6-d735-4755-9145-80b9f633c838.FPKM.txt.gz,0.22083533365338454,0.07700432069131061,0.27556409025444073,0.016514642342774843,0.005952952472395584,0.12798847815650505,0.002208353336533845,9.601536245799327e-05,0.002400384061449832,0.18214114258281325,0.027940470475276043,0.0,0.005088814210273644,0.0016322611617858858,0.004512722035525684,0.002784445511281805,0.022467594815170428,0.0006721075372059529,0.010273643783005281,0.0,0.0,0.0,0.0051848295727316375,0.00019203072491598655,0.006913106096975516,0.0005760921747479596,0.0007681228996639462,0.0002880460873739798,0.0,0.0
30,60f8b5a7-a7da-4dd6-88d0-97dbf4c3c269.FPKM.txt.gz,0.054047606425277,0.029502200074219373,0.08832105179451837,0.020860944706568414,0.002306101892593967,0.01839580130414038,0.0007952075491703335,0.0005301383661135557,0.0,0.06295393097598473,0.005062821396384456,0.0,0.0005831522027249112,0.001219318242061178,0.0008217144674760112,0.0007952075491703335,0.5896994115464136,0.0010602767322271114,0.0005301383661135557,2.6506918305677783e-05,2.6506918305677783e-05,2.6506918305677783e-05,0.0,5.3013836611355566e-05,0.00034458993797381116,0.12185230345120077,7.952075491703334e-05,2.6506918305677783e-05,7.952075491703334e-05,0.0
31,60a2aca4-1635-4343-81cd-9d7f68d3c395.FPKM.txt.gz,0.1445965660419706,0.027101335428122545,0.12108629783413759,0.0030299629671192907,0.001178318931657502,0.09185276624396813,0.0010660980810234541,0.0012344293569745259,0.0007294355291213107,0.14919762091796657,0.06099203231960498,0.0,0.0014027606329255976,0.21013354281225452,0.011951520592526091,0.010324318258332398,0.0038155089215576254,0.0003366625519021434,0.00230052743799798,0.029009089888901357,0.0,0.005386600830434294,0.00011222085063404781,0.0007855459544383347,0.04275614409157221,0.0021321961620469083,0.06940859611715856,0.006564919762091797,0.00011222085063404781,0.0014027606329255976
32,55adf423-02a4-425b-b57d-2d804a96320d.FPKM.txt.gz,0.20270545158665582,0.059397884458909686,0.24867778681855165,0.018510984540276647,0.012205044751830757,0.07638323840520748,0.0029495524816924327,0.00661106590724166,0.0005085435313262816,0.07089096826688364,0.032750203417412534,0.0035598047192839707,0.0026444263628966637,0.0035598047192839707,0.007424735557363711,0.004170056956875509,0.07617982099267698,0.006204231082180635,0.005187144019528071,0.0002034174125305126,0.0003051261187957689,0.0,0.007628152969894223,0.0001017087062652563,0.0019324654190398698,0.145240032546786,0.0017290480065093572,0.0001017087062652563,0.0022375915378356386,0.0
33,7ea958f2-f45d-4549-9d45-07c51eebae99.FPKM.txt.gz,0.1283503208758022,0.06027431735246005,0.2646910783943627,0.022587139801182838,0.005725430980244117,0.06423807726185982,0.01963004907512269,0.0005033345916698125,0.0013841701270919844,0.1037498427079401,0.015603372341764187,0.008305020762551907,0.005788347804202844,0.0017616710708443439,0.0025166729583490626,0.0015729205989681641,0.07468227003900843,0.004592928148987039,0.0035233421416886877,6.291682395872656e-05,0.0008179187114634453,0.0,6.291682395872656e-05,0.00025166729583490623,0.0006291682395872657,0.1821442053605134,0.0,0.00025166729583490623,0.026299232414747704,0.0
34,cfd41bd1-a69c-470a-be0a-885732277544.FPKM.txt.gz,0.19142614601018676,0.08566779852857952,0.2262308998302207,0.052207130730050934,0.004315223542727787,0.06211092246745897,0.0020514997170345216,0.0005659309564233164,0.00042444821731748726,0.13023486134691567,0.023556876061120544,7.074136955291455e-05,0.0010611205432937182,0.0014148273910582908,0.0027589134125636672,0.0012733446519524619,0.06387945670628184,0.0016270514997170345,0.0024052065647990947,7.074136955291455e-05,0.0008488964346349745,0.0,0.011955291454442558,0.0001414827391058291,0.0009903791737408036,0.1123372948500283,0.010328239954725524,0.0001414827391058291,0.0006366723259762309,0.009267119411431806
35,2c4641bd-928f-4fa2-9931-3351955c2396.FPKM.txt.gz,0.048382637544926735,0.026357017786379135,0.0818357755045618,0.01772494086566522,0.00012287653979663933,0.01296347494854545,0.0005222252941357172,0.0003993487543390778,6.143826989831967e-05,0.012594845329155531,0.003932049273492459,0.0,0.000368629619389918,0.00046078702423739745,0.0008601357785764753,0.00015359567474579916,0.0940619912143274,0.0014130802076613522,0.0007065401038306761,0.0,0.0002150339446441188,0.004915061591865573,0.004085644948238257,3.0719134949159833e-05,0.000184314809694959,0.6868798574632138,6.143826989831967e-05,0.0,0.0007065401038306761,0.0
36,d38d30c2-78fe-4e5f-a94b-56080bf4371a.FPKM.txt.gz,0.20134463607132416,0.0605670856474715,0.14866997953814673,0.02373574978076586,0.002104647763811751,0.03987138263665595,0.000935399006138556,0.0013446360713241742,5.846243788365975e-05,0.05600701549254604,0.01157556270096463,0.0,0.0009938614440222157,0.0005261619409529378,0.0013446360713241742,0.007132417421806489,0.10061385559777843,0.0006430868167202572,0.0021631102016954106,0.0,0.0005846243788365975,0.0,0.07933352820812628,0.00017538731365097923,0.0008184741303712365,0.2379421221864952,0.0,0.0,0.021514177141186787,0.0
37,f0051b3a-479d-4410-ab85-270618818492.FPKM.txt.gz,0.19592391304347825,0.06997282608695653,0.24470108695652174,0.009510869565217392,0.0026494565217391303,0.0813179347826087,0.001766304347826087,0.0002717391304347826,0.0014945652173913044,0.07805706521739131,0.06283967391304347,0.06046195652173913,0.014605978260869566,0.041779891304347824,0.009578804347826087,0.002717391304347826,0.03811141304347826,0.02078804347826087,0.0008152173913043478,0.0005434782608695652,0.0,0.0,0.027717391304347826,0.008559782608695651,0.011820652173913043,0.0028532608695652174,0.007336956521739131,0.0018342391304347826,0.001970108695652174,0.0
38,04c8f4a3-77c8-4085-ae46-ae66ab486c08.FPKM.txt.gz,0.10921740410807627,0.05598910402709269,0.09736435249944785,0.013546344695575351,0.006699550909224766,0.018294927482883014,0.00025767503497018334,0.0005889715085032761,0.0005153500699403667,0.011963483766472797,0.01693293086946919,0.06287270853272472,0.00231907531473165,0.0015828609291025546,0.002429507472576014,0.00029448575425163807,0.055878671869248324,0.05113008908194066,0.005963336523595671,7.362143856290952e-05,0.14492380181108738,0.007840683206949865,0.00033129647353309286,0.004085989840241478,3.681071928145476e-05,0.2634911286166532,0.0,3.681071928145476e-05,0.0653390267245822,0.0
39,f5abf3ae-a7bd-4606-bd9a-2633a82eb65c.FPKM.txt.gz,0.10993040019885658,0.050335570469798654,0.12434750186428038,0.02933134476758638,0.015100671140939598,0.04449415858811832,0.0009942828734775043,0.00024857071836937607,0.0,0.04033059905543127,0.010874968928660203,0.02411135968182948,0.00571712652249565,0.0007457121551081282,0.003355704697986577,0.0008078548347004723,0.04722843649018146,0.006649266716380811,0.0058414118816803385,0.00012428535918468804,0.3191648023862789,0.0,0.00012428535918468804,0.00012428535918468804,0.00024857071836937607,0.15958240119313946,0.0,0.00012428535918468804,6.214267959234402e-05,0.0
40,c962af41-67e1-4e18-9d59-cee591ef98f9.FPKM.txt.gz,0.0849576951911749,0.031862482596122954,0.10771661133126272,0.2526239691549748,0.0004016279318839028,0.02099175323979865,0.0008568062546856592,0.002731069936810539,5.35503909178537e-05,0.007416729142122738,0.00586376780550498,2.677519545892685e-05,0.0006961550819320981,0.0005890543000963907,0.0011245582092749278,0.0002142015636714148,0.030818249973224805,0.013575024097675912,0.006077969369176395,0.00013387597729463426,0.005596015850915711,8.032558637678055e-05,8.032558637678055e-05,0.00018742636821248796,0.0002677519545892685,0.42505622791046377,0.0,0.0,0.0,0.0
41,73912113-540a-41bd-ada5-4f427592dfee.FPKM.txt.gz,0.07167498142447723,0.02884513321303471,0.12896720093408343,0.2145207515125783,0.0005572656830485086,0.022423309627428088,0.0007164844496337969,0.00161872412695043,2.653646109754803e-05,0.010720730283409405,0.005174609914021866,0.0002388281498779323,0.0007164844496337969,0.0020167710434136504,0.0010083855217068252,0.00029190107207302833,0.035744613098397195,0.010986094894384886,0.0053338286806071545,0.0002653646109754803,0.005041927608534126,2.653646109754803e-05,7.960938329264409e-05,0.00010614584439019212,0.0003449739942681244,0.4520486147967307,0.0004776562997558646,2.653646109754803e-05,0.0,0.0
42,430d6c41-8efd-4e14-9876-5901e770f74d.FPKM.txt.gz,0.26634160130026147,0.046993145360751894,0.2454243516359268,0.024238569712387817,0.0034626528160554026,0.06324641368101194,0.005865309872093845,0.00021199915200339198,0.0028266553600452267,0.08232633736131723,0.03349586601653593,7.066638400113066e-05,0.008267966928132288,0.00855063246413681,0.0031799872800508796,0.004734647728075754,0.11285421524980567,0.00042399830400678397,0.0025439898240407037,0.0,0.00014133276800226132,0.06557840435304925,0.0,0.00028266553600452265,0.0018373259840293971,0.0013426612960214825,0.00028266553600452265,0.00014133276800226132,0.015334605328245354,0.0
43,f9deb5e8-3a97-4eba-8b67-c71068a1bc93.FPKM.txt.gz,0.19255411255411256,0.11047619047619048,0.31636363636363635,0.011774891774891775,0.004415584415584416,0.10528138528138528,0.0018181818181818182,0.0,0.003982683982683983,0.13645021645021646,0.024155844155844156,0.0,0.010735930735930736,0.008917748917748918,0.008398268398268398,0.0008658008658008658,0.014632034632034632,0.00025974025974025974,0.00658008658008658,0.0024242424242424242,0.0,0.0,0.00025974025974025974,0.0012987012987012987,0.00658008658008658,0.0019913419913419913,0.004502164502164502,0.025281385281385283,0.0,0.0
