,Topic 1,Topic 2,Topic 3,Topic 4,Topic 5,Topic 6,Topic 7,Topic 8,Topic 9,Topic 10
ENSG00000111245,0.0,0.0,0.0,0.0,3.882188519074486e-05,0.0,0.0,0.0,0.0,0.0
ENSG00000111247,0.0010040875094840754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000111799,0.0026787988901590797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000111859,0.0,0.0,0.0,0.0,0.0,0.0,0.00539056948427398,0.0,0.0,0.0
ENSG00000112299,0.0,0.0018291017906758738,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000112562,0.0,0.006834323774241405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000112796,0.0007861424525857833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000112936,0.0,0.0,0.008591517613365,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000112964,0.0,0.0,0.0,0.0,0.0,0.0,0.0003077028603224534,0.0,0.0,0.0
ENSG00000112972,0.0,0.0,0.0,0.0,0.0,0.0,0.009523403526979932,0.0,0.0,0.0
ENSG00000113070,0.0,0.0,0.0,0.0,0.0,0.0,0.0055639728670181954,0.0,0.0,0.0
ENSG00000113296,0.0,0.0,0.0,0.013049669992605643,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000113739,0.0,0.0,0.0,0.0,0.0,0.0,0.002053916592652376,0.0,0.0,0.0
ENSG00000113790,0.0007440936889580563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000113924,0.0,0.0,0.0,0.0,0.00736753110064358,0.0,0.0,0.0,0.0,0.0
ENSG00000114115,0.0,0.011373649110855252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000114200,0.0,0.0017791340234046206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000114270,0.0,0.011425728192236558,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000114378,0.0,0.0,0.002610911793806837,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000114854,0.0,0.0,0.00413377387800477,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000115107,0.00289566577363102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000115138,0.0,0.0,0.0,0.0,0.0,0.0,0.000822464103736891,0.0,0.0,0.0
ENSG00000115226,0.0,0.0,0.0,0.0,0.0,0.0,0.0018574354953839764,0.0,0.0,0.0
ENSG00000115255,0.0,0.0,0.0,0.0,0.0,0.0,0.0020789174500535756,0.0,0.0,0.0
ENSG00000115380,0.005848936813184274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000115386,0.0,0.0,0.0,0.0,0.0,0.003333530195352744,0.0,0.0,0.0,0.0
ENSG00000115425,0.0004964218504474882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000115523,0.0,0.00486165262408193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000115525,0.0016585387792797247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000115590,0.0,0.0022049157022652993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000115687,0.00023149923711528848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000115705,0.0,2.463199795061777e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000115919,0.0,0.0,0.0,0.0,0.0,0.0,0.000724383817009109,0.0,0.0,0.0
ENSG00000116194,0.0,0.0,0.0,0.0,0.0,0.0,0.0002291745261776606,0.0,0.0,0.0
ENSG00000116678,0.0,0.0,0.0,0.0,0.0024285245958210397,0.0,0.0,0.0,0.0,0.0
ENSG00000116701,0.0028533089604529066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000116761,0.00034178097615357624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000116774,0.0031256247629943773,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000116990,0.0,0.004673745668287217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000117115,0.00040277478713005943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000117394,0.0,0.0,0.0,0.0,0.0,0.0,0.04208509714916505,0.0,0.0,0.0
ENSG00000117399,0.00425863100931511,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000117472,0.0,0.0,0.0,0.0,0.0,0.0,0.016918208412916726,0.0,0.0,0.0
ENSG00000117525,0.0,0.0,0.0,0.0,0.0,0.0,0.01737783956052339,0.0,0.0,0.0
ENSG00000117586,0.00014647756120867553,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000117594,0.0008087840945391748,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000118004,0.0,0.0,0.0,0.0,0.0,0.0,0.0003330242415364886,0.0,0.0,0.0
ENSG00000118137,0.0,0.0,0.0,0.0236071679614398,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000118194,0.0,0.0,0.0,0.0,0.0,0.0,9.968290579196145e-05,0.0,0.0,0.0
ENSG00000118271,0.0,0.0,0.0,0.002720392905069242,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000118402,0.00019222291944103793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000118514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00020647877098507026,0.0,0.0
ENSG00000118520,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003299594239086815,0.0
ENSG00000118729,0.0,0.0,0.0001352930725056766,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000118785,0.058884903754538725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000118849,0.0,0.0,0.0,0.0,0.0,0.0,0.006808246308447116,0.0,0.0,0.0
ENSG00000118898,0.0,0.0,0.0,0.0,0.0,0.0,0.0076983409366923805,0.0,0.0,0.0
ENSG00000119508,0.0,0.0,0.0011748491808248965,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000119535,0.0,0.0,0.0,0.0,0.0,0.0,0.0022003959751183775,0.0,0.0,0.0
ENSG00000119630,0.0,0.0028411250207612555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000119699,0.0009544915318718847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000119711,0.0008365085540739399,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000119862,0.0013654296320871806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000119917,0.0034455342210705274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000119927,0.00029141487466541967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000119938,0.0005538730915945291,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000120049,1.8791022573563004e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000120158,0.0004985781973001921,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000120306,0.004700528089344227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000120729,0.0,0.0,0.0,0.0,0.0,0.0,8.333619133733112e-06,0.0,0.0,0.0
ENSG00000120756,0.0015844528624118248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000120875,0.0,0.0,0.0,0.0,0.014382789539371143,0.0,0.0,0.0,0.0,0.0
ENSG00000120915,0.0005124404270675746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000120937,0.0,0.0,0.0,0.00045187734496955536,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000121552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.034168906295271306,0.0,0.0
ENSG00000121577,5.421672086798506e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000121690,0.00015048220536369717,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000121769,0.0,0.0,0.006301723112131876,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000122367,0.0,0.0,0.0,0.0,0.0,0.0,1.6667238267466224e-05,0.0,0.0,0.0
ENSG00000122641,0.0013532616748469224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000122694,0.002430664977322932,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000122852,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3013997925477913
ENSG00000122861,0.01241224053371433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000122877,0.0,0.0,0.0,0.0,0.0,0.0,0.002000709639721619,0.0,0.0,0.0
ENSG00000122971,0.0015268475964895906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000123095,0.0010684698655148079,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000123342,0.0008938057704457877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000123453,8.425155203064723e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000123689,0.0,0.0,0.0,0.0,0.0,0.0,0.011115124781522956,0.0,0.0,0.0
ENSG00000124102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10251213062779538,0.0,0.0
ENSG00000124116,0.0,0.0,0.0,0.0,0.0037599714731036227,0.0,0.0,0.0,0.0,0.0
ENSG00000124225,0.0,0.0,0.0,0.0,0.0,0.0,0.007857000224046146,0.0,0.0,0.0
ENSG00000124253,0.0,0.0,0.0,0.001656883598221703,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000124466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01505421732889737,0.0,0.0
ENSG00000124701,0.0,0.0,0.0,0.0,0.000655658505443691,0.0,0.0,0.0,0.0,0.0
ENSG00000124713,0.0,0.0,0.0,0.0,0.00047448970788688163,0.0,0.0,0.0,0.0,0.0
ENSG00000124731,0.0,0.0,0.0,0.0,0.017543178563417708,0.0,0.0,0.0,0.0,0.0
ENSG00000124785,0.0,0.006900478283023064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000124839,0.00083111768694218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000124920,0.0,0.0,0.0014128345854734362,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000125144,0.0,0.0,0.0,0.045174041244077666,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000125257,0.0008097082431903337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000125414,6.160991007725575e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000125538,0.0,0.0,0.0,0.0,0.0,0.0,0.0015760155877140658,0.0,0.0,0.0
ENSG00000125551,0.0,0.0,0.0,9.12883525191021e-06,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000125618,9.872988089880233e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000125650,2.5106038356481717e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000125730,0.0,0.0,0.0,0.0,0.0,0.0,0.03952090664647794,0.0,0.0,0.0
ENSG00000125740,0.0,0.0,0.014057439244445242,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000125775,0.0,0.0,0.0,0.0,0.0,0.0,0.003167416318444254,0.0,0.0,0.0
ENSG00000125780,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007254648414857092,0.0
ENSG00000125787,0.0,0.0,0.0,0.0,0.0,0.00041603506768772433,0.0,0.0,0.0,0.0
ENSG00000125845,0.0,0.0,0.0,0.0,0.0,0.0,0.0026641939322919086,0.0,0.0,0.0
ENSG00000126218,0.0,0.0,0.0004502977262613634,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000126233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001210594372854149,0.0
ENSG00000126522,0.0018153360004263407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000126861,0.0,0.0,0.0003643132735544424,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000126878,0.0008084760449887885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000127863,0.0010362786874994416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000127920,0.0,0.0,0.0,0.0,0.0,0.0,0.004154629661978792,0.0,0.0,0.0
ENSG00000127951,0.0017822206737598157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000128045,0.0,0.0,0.0,0.0,0.0,0.0,0.0006676511021371566,0.0,0.0,0.0
ENSG00000128298,0.0,0.0,0.0,0.0,0.0,0.0,0.0008843251996142176,0.0,0.0,0.0
ENSG00000128591,0.0,0.0,0.0,0.0,0.0038433666338837415,0.0,0.0,0.0,0.0,0.0
ENSG00000128594,0.0,0.004893322335732725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000128606,0.00032376007745597894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000128944,0.0009852964869105124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000128965,0.0,0.0,0.0,0.0,0.0,0.0,0.0010102910580587219,0.0,0.0,0.0
ENSG00000129007,7.439396641828632e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000129167,0.0,0.0,0.0,0.0020950676903133928,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000129170,0.0,0.0,0.0,0.0,1.4378475996572172e-05,0.0,0.0,0.0,0.0,0.0
ENSG00000129194,0.0,0.006877957599182499,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000129437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01529852410041468,0.0
ENSG00000129521,0.0,0.0,0.0,0.0,0.0,0.0,0.004133154566518788,0.0,0.0,0.0
ENSG00000129596,0.0,0.0,0.0003965065046627209,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000130005,0.0015065163261640962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000130208,0.014671783985797684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000130222,0.0,0.0,0.0,0.0,0.01665890228962852,0.0,0.0,0.0,0.0,0.0
ENSG00000130513,0.0,0.0,0.0,0.0,0.0,0.0,0.01040676715515564,0.0,0.0,0.0
ENSG00000130528,0.0,0.0,0.0,0.0,0.00016247677876126554,0.0,0.0,0.0,0.0,0.0
ENSG00000130529,0.0012723986678705244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000130595,0.0,0.0006214301197255854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000130598,0.0,0.0017045342581827497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000130635,0.005638847019820832,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000130649,1.216795724025801e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000131015,0.0,0.0038362577379662133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000131037,0.0,0.0,0.0,0.0,0.0,0.0,0.0022439872136640585,0.0,0.0,0.0
ENSG00000131094,0.00015895356799931981,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000131095,0.0,4.2226282201059035e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000131400,0.0,0.0,0.13003987070546372,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000131471,0.0,0.0,0.0,0.0,0.0,0.0,0.005370055960252483,0.0,0.0,0.0
ENSG00000131730,0.0,0.0,0.0,0.0,0.0,0.0,8.9426143781213e-05,0.0,0.0,0.0
ENSG00000131771,0.0,0.0,0.0,0.0,0.014362659672975942,0.0,0.0,0.0,0.0,0.0
ENSG00000131781,0.0,0.0,0.0,0.0,0.0,0.0,0.002143663260246425,0.0,0.0,0.0
ENSG00000131941,0.0,0.0,0.0,0.0,0.0,0.0,0.0021362912125511995,0.0,0.0,0.0
ENSG00000132002,0.009553848755680048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000132170,0.0007644249592835507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000132329,0.0,0.0,0.0,0.0,0.0,0.0,0.007082294168421802,0.0,0.0,0.0
ENSG00000132530,0.000297267816122759,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000132561,0.0,0.004293005357107669,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000132688,0.0017803723764574979,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000132693,0.0,0.0,0.0,0.0006025031266260738,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000132821,0.0,0.0,0.0,0.0,0.03638473350932588,0.0,0.0,0.0,0.0,0.0
ENSG00000132837,3.2961301891331823e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000132965,0.004553434429034779,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000133048,0.00801437112762462,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000133710,0.0,0.005384554752005045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000133878,0.0,0.0,0.0,0.000917447942816976,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000133985,0.001231120028118763,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000134020,0.0,0.0,0.0,0.0,0.030781441413461706,0.0,0.0,0.0,0.0,0.0
ENSG00000134121,0.0,0.0,0.0,0.0,0.003882188519074486,0.0,0.0,0.0,0.0,0.0
ENSG00000134184,0.0,0.009004050908005821,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000134201,0.0,0.0,0.00025061819153912986,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000134202,0.0,0.012672107288537817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000134317,0.0007211439974542785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000134321,0.0007876827003377147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000134339,0.0,0.002511056248222977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000134352,0.003666097699147103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000134463,0.0013400155441803125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000134531,0.0,0.0,0.0,0.0,0.0,0.0,0.010351316535535032,0.0,0.0,0.0
ENSG00000134716,0.00032653252340945546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000134755,0.0,0.00711160969402836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000134824,0.0019422524151854873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000135052,0.008098622679655268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000135069,0.0,0.0,0.0,0.0,0.0,0.0,0.009014732236009376,0.0,0.0,0.0
ENSG00000135094,0.0,0.0,0.0,0.0,0.0,0.0,0.0012663895845145972,0.0,0.0,0.0
ENSG00000135114,0.0007722802228184007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000135218,0.0,0.0,0.0,0.0,0.0,0.0,0.0014189589194244802,0.0,0.0,0.0
ENSG00000135245,0.0,0.0,0.0,0.0,0.0,0.0,0.006783886498671589,0.0,0.0,0.0
ENSG00000135318,0.0,0.0,0.0,0.0,0.018381443714017863,0.0,0.0,0.0,0.0,0.0
ENSG00000135346,0.0,0.0,0.0,0.01642733903581242,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000135423,0.0,4.152251083104139e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000135437,0.0,0.0,0.0,0.0,0.0,4.199723080759362e-05,0.0,0.0,0.0,0.0
ENSG00000135447,0.0,0.0,0.0,0.0005796810384962982,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000135549,0.0,0.0,0.0,0.0,0.0,0.0,0.0010465102489091774,0.0,0.0,0.0
ENSG00000135678,0.0,0.0,0.0,0.0,0.0,0.0,0.00909774790353387,0.0,0.0,0.0
ENSG00000135744,0.0,0.0,0.0,0.0,0.01283422767454032,0.0,0.0,0.0,0.0,0.0
ENSG00000135919,0.0,0.005905345565818106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000135929,0.004021586880292869,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000136002,0.0,0.002088793426212387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000136048,0.0,0.0,0.0,0.0,0.0,0.0,0.010309007392240695,0.0,0.0,0.0
ENSG00000136059,0.0,0.001931852410698451,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000136160,0.0,0.0,0.0023765939724491145,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000136244,0.0,0.006845584116161687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000136371,0.0004516006408662846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000136457,0.0,0.0,0.0,0.0,0.002304869702250519,0.0,0.0,0.0,0.0,0.0
ENSG00000136689,0.0,0.013653164578342421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000136826,0.003111762533226995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000136842,0.00016419041035588657,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000136872,0.0,0.0,0.0,0.0,0.0,0.0008438818565400844,0.0,0.0,0.0,0.0
ENSG00000136943,0.0,0.0036004943290103004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000136960,0.0015266935717143974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000137077,0.009304328619867163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000137094,0.0003353119355954644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000137198,0.0006179473980748751,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000137285,0.0,0.0,0.0,0.03018905817806706,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000137392,1.1397833364292313e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000137501,0.0004593018796259416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000137563,0.0,0.0,0.0,0.0,0.0,0.0,0.00484407638338879,0.0,0.0,0.0
ENSG00000137699,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012055279695477115,0.0,0.0
ENSG00000137726,0.0007909172206167707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000137752,0.0014193383034047792,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000137857,0.0,0.0,0.0,0.0,0.0,0.0,0.0027770183144101416,0.0,0.0,0.0
ENSG00000137880,0.0008083220202135954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000137959,0.0006291912066639743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000138030,0.0,0.0,0.0,0.0,0.0,0.0,0.0006471375781156597,0.0,0.0,0.0
ENSG00000138061,0.0,0.0,0.0,0.0,0.0,0.0,0.004344700282990475,0.0,0.0,0.0
ENSG00000138100,0.0,0.0,0.0,0.0,0.0007232373426275802,0.0,0.0,0.0,0.0,0.0
ENSG00000138115,5.544891906953017e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000138131,0.0,0.005054485979466766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000138207,0.0,0.0,0.002344808250595371,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000138356,0.0,0.0,0.0,0.0,0.0,0.0,0.0005391210531899652,0.0,0.0,0.0
ENSG00000138615,0.0005173692198737551,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000138821,0.0,0.0,0.0,0.0,0.0,0.0,0.007584554983135639,0.0,0.0,0.0
ENSG00000139194,0.0005786710804006246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000139211,0.0,0.0,0.0,0.0,0.0221342259491232,0.0,0.0,0.0,0.0,0.0
ENSG00000139344,0.0,0.0,0.0,0.0018485891385118173,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000139410,0.0,0.0,0.0,0.0,0.0,0.0,0.0018116005901484442,0.0,0.0,0.0
ENSG00000139433,0.006982405133830587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000139508,0.0008482144369886185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000139540,0.0,0.0,0.0,0.0,0.0005578848686670002,0.0,0.0,0.0,0.0,0.0
ENSG00000139547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001257189291078452,0.0,0.0
ENSG00000139629,0.0014096347425676115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000139914,0.0,0.0,0.0,4.1079758633595936e-05,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000139970,0.00015679722114661588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000140379,0.0,0.0,0.0,0.0,0.0,0.0,0.004152385995288941,0.0,0.0,0.0
ENSG00000140465,0.0,0.0,0.0,0.008037939439306939,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000140479,0.00011351625931734371,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000140519,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0473714718865653,0.0
ENSG00000140545,0.002714378613228695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000140807,0.0,0.0,0.0,0.0,0.0015054264368411063,0.0,0.0,0.0,0.0,0.0
ENSG00000140961,0.0,0.008853443834822044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000141424,0.004748891868754873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000141505,0.0,0.0,0.00021231232161282384,0.0,0.0,0.0,0.0,0.0,0.0,0.0
